"","NFX.Open","NFX.High","NFX.Low","NFX.Close","NFX.Volume","NFX.Adjusted"
"42",39.869999,40.139999,39.509998,39.900002,1581200,39.900002
"43",39.990002,40.950001,39.990002,40.810001,1417500,40.810001
"44",40.900002,41.080002,40.27,40.349998,1710700,40.349998
"45",40.099998,40.560001,39.240002,39.639999,1796200,39.639999
"46",39.790001,40.490002,39.580002,40.419998,1449500,40.419998
"47",40.52,41.650002,40.330002,40.470001,2531600,40.470001
"48",40.66,41.380001,40.450001,41.27,1966000,41.27
"49",41.360001,41.73,40.919998,41.66,1173300,41.66
"50",41.709999,42.610001,41.529999,41.990002,1469900,41.990002
"51",41.98,41.98,41.509998,41.709999,1419500,41.709999
"52",41.82,42.650002,41.560001,42.490002,1103300,42.490002
"53",42.259998,42.560001,41.700001,42.400002,1628100,42.400002
"54",42.630001,44.439999,42.400002,43.860001,2462100,43.860001
"55",44.060001,44.82,43.919998,44.220001,1463300,44.220001
"56",44.099998,44.490002,43.759998,44.130001,989500,44.130001
"57",44.009998,44.209999,43.66,43.75,1614300,43.75
"58",43.75,44.869999,43.68,44.82,2263200,44.82
"59",44.630001,44.66,43.48,43.880001,1550200,43.880001
"60",43.779999,44.18,42.599998,42.779999,3804900,42.779999
"61",42.84,43.189999,41.419998,41.709999,3317600,41.709999
"62",41.860001,42.189999,41.23,41.959999,2329600,41.959999
"63",41.639999,41.639999,39.27,40,3709100,40
"64",39.970001,40.380001,39.18,39.470001,1981200,39.470001
"65",39.380001,39.380001,38.27,39.130001,2990100,39.130001
"66",38.68,39.48,38.52,39.330002,2373700,39.330002
"67",39.150002,39.189999,38.110001,38.330002,1452300,38.330002
"68",38.259998,38.709999,37.709999,38.450001,1910400,38.450001
"69",38.439999,39.77,38.259998,39.18,2297200,39.18
"70",39.23,39.82,38.939999,39.41,2862600,39.41
"71",39.75,40.23,38.650002,39.009998,4541500,39.009998
"72",39.25,39.299999,38.52,38.59,2408400,38.59
"73",38.330002,38.57,37.349998,37.73,3446900,37.73
"74",37.799999,39.09,37.73,38.150002,2693200,38.150002
"75",38.009998,39.279999,37.5,39.040001,2664300,39.040001
"76",38.93,38.93,37.830002,37.849998,1881100,37.849998
"77",37.91,38.740002,37.639999,38.400002,1467000,38.400002
"78",37.860001,38.860001,37.77,38.740002,2071100,38.740002
"79",38.73,38.73,36.970001,37.07,1939000,37.07
"80",37.139999,37.490002,36.130001,36.16,3133100,36.16
"81",35.82,36.02,34.73,35.759998,2986500,35.759998
"82",35.900002,35.900002,34.639999,35.130001,3147900,35.130001
"83",35.290001,35.82,34.939999,35.34,1987600,35.34
"84",34.860001,35.02,33.540001,33.540001,3124200,33.540001
"85",33.32,33.91,32,33.84,4322800,33.84
"86",33.240002,33.299999,31.5,31.68,3378700,31.68
"87",31.610001,31.870001,30.17,30.209999,4042700,30.209999
"88",30.049999,30.76,27.799999,27.85,5466100,27.85
"89",28.26,28.59,26.200001,26.27,6989100,26.27
"90",25.709999,26.860001,25.139999,26,9084600,26
"91",25.26,27.889999,25.209999,27.41,11060800,27.41
"92",28.01,28.65,26.85,27.1,5547800,27.1
"93",27.07,28.33,27,28.1,3995700,28.1
"94",28.389999,29.73,28.360001,29.51,3812500,29.51
"95",29.74,30.08,28.15,28.17,2939100,28.17
"96",28.67,29.950001,28.67,29.41,2991000,29.41
"97",29.200001,29.690001,28.559999,29.540001,3050800,29.540001
"98",28.559999,28.68,26.85,28.17,4330800,28.17
"99",28.370001,29.549999,27.969999,29.379999,4793100,29.379999
"100",30.959999,34.09,30.959999,32.580002,9705300,32.580002
"101",32.57,33.41,31.18,31.799999,5317400,31.799999
"102",32.07,32.720001,30.66,32.610001,3464100,32.610001
"103",32.810001,33.889999,31.42,31.690001,3451400,31.690001
"104",31.02,31.370001,30.02,30.65,3821300,30.65
"105",31.129999,32.099998,30.700001,31.84,3635500,31.84
"106",31.459999,32.509998,30.82,32.5,2242900,32.5
"107",32.799999,34.32,32.59,33.57,3739800,33.57
"108",34.25,34.91,33.02,33.259998,3456000,33.259998
"109",33.259998,33.830002,32.669998,33.619999,2167700,33.619999
"110",33.189999,33.75,32.93,33.110001,2736400,33.110001
"111",33,33.290001,32.099998,32.900002,3326100,32.900002
"112",32.939999,33.779999,32.630001,33.66,2295700,33.66
"113",33.310001,33.400002,31.860001,32.5,3418200,32.5
"114",32.560001,33.330002,32.029999,33.02,2139000,33.02
"115",33.27,33.349998,32.389999,33.119999,1459600,33.119999
"116",33.110001,34.630001,33.040001,34.599998,2317200,34.599998
"117",35.220001,35.84,34.439999,35.119999,2960500,35.119999
"118",34.91,35.200001,34.23,34.509998,1454400,34.509998
"119",34.720001,35.009998,33.490002,33.68,1855800,33.68
"120",33.5,33.5,32.450001,32.48,1891300,32.48
"121",30.73,30.73,27.059999,27.23,3859600,27.23
"122",26.9,26.9,24.16,26.110001,6560900,26.110001
"123",25.889999,27.49,25.59,26.5,3905400,26.5
"124",26.77,28.059999,26.49,27.190001,4023400,27.190001
"125",26.33,26.98,25.25,26.18,3597100,26.18
"126",26.26,26.57,25.74,25.85,3218000,25.85
"127",25.48,25.48,23.6,23.66,4338600,23.66
"128",23.610001,25.379999,23.530001,25.34,5171100,25.34
"129",24.690001,24.690001,23.52,23.98,3887200,23.98
"130",24,24.940001,23.93,24.02,3361100,24.02
"131",23.35,24.91,23.02,24.129999,4170500,24.129999
"132",24.469999,24.67,23.5,23.559999,3507000,23.559999
"133",23.49,25.040001,22.9,23.799999,5198000,23.799999
"134",24.01,26.799999,23.969999,25.809999,6131500,25.809999
"135",26.889999,27.469999,25.290001,26.23,4674100,26.23
"136",26.700001,28.5,26.280001,28.48,6796000,28.48
"137",28.049999,28.049999,26.33,27.469999,4010500,27.469999
"138",28.290001,28.6,27.370001,28.25,2493600,28.25
"139",27.799999,28.030001,26.950001,27.860001,1354400,27.860001
"140",27.98,28.200001,26.67,26.969999,2246400,26.969999
"141",27.190001,27.99,27.08,27.42,2285500,27.42
"142",27.190001,27.809999,26.83,27.290001,1999300,27.290001
"143",26.950001,27.65,26.26,27.120001,3459700,27.120001
"144",26.84,27.43,26.120001,26.6,4058800,26.6
"145",25.940001,26.129999,24.530001,24.9,4016100,24.9
"146",24.67,25.129999,23.83,24.6,3993100,24.6
"147",24.940001,25.18,23.389999,23.610001,4912900,23.610001
"148",23.639999,24.389999,23.18,23.98,7447300,23.98
"149",24.25,24.709999,23.59,24.5,4499500,24.5
"150",23.940001,24.049999,22.48,22.73,3784600,22.73
"151",22.77,23.309999,22.5,22.9,3228500,22.9
"152",22.620001,24.24,22.309999,24.190001,4849800,24.190001
"153",24.75,24.959999,23.48,23.5,4249000,23.5
"154",23.690001,25.969999,23.690001,25.879999,4604100,25.879999
"155",25.690001,26.51,24.82,26.280001,4658100,26.280001
"156",26.67,28.139999,26.549999,28.09,5337600,28.09
"157",28.309999,28.58,27.440001,28.530001,4997600,28.530001
"158",28.76,29.57,28.27,28.49,5072800,28.49
"159",28.709999,28.76,27.639999,28.290001,3507900,28.290001
"160",28.120001,29.120001,28.01,28.77,2695700,28.77
"161",28.43,28.43,27.25,27.43,3576200,27.43
"162",27.82,28.639999,27.15,28.51,4304600,28.51
"163",28.049999,30.26,27.780001,29.780001,4538900,29.780001
"164",30.129999,30.940001,29.559999,30.93,5025300,30.93
"165",31.1,32.540001,31.02,32.18,6198500,32.18
"166",31.370001,31.969999,30.42,30.99,4398100,30.99
"167",31.66,32.049999,30.6,30.889999,5097600,30.889999
"168",31.24,31.48,30.32,30.790001,3533800,30.790001
"169",31.02,31.68,30.379999,30.559999,3287300,30.559999
"170",30.200001,30.33,28.959999,30.18,4403000,30.18
"171",29.34,30.18,28.68,29.91,3085900,29.91
"172",30.620001,31.110001,30.280001,30.889999,2583200,30.889999
"173",31.379999,32.470001,31.25,32.240002,4031700,32.240002
"174",32,33.459999,31.950001,33.09,3995000,33.09
"175",32.630001,33.209999,32.080002,32.849998,3674700,32.849998
"176",31.809999,33.029999,31.23,32.779999,2470400,32.779999
"177",32.830002,33.130001,31.690001,32.09,2768900,32.09
"178",31.59,32.360001,31.48,31.709999,3206400,31.709999
"179",32.099998,32.400002,31.370001,31.67,3360200,31.67
"180",31.92,36.259998,31.92,36,9043100,36
"181",33.880001,33.990002,32.91,33.599998,22585900,33.599998
"182",33.810001,34.07,32.990002,33.029999,6640400,33.029999
"183",33.029999,33.080002,31.6,32.43,5177200,32.43
"184",32.639999,33.549999,32.48,32.939999,3609200,32.939999
"185",33.110001,33.5,31.959999,33.18,4726700,33.18
"186",33.150002,33.150002,32.259998,32.77,2915600,32.77
"187",32.310001,32.939999,31.809999,32,2248800,32
"188",31.99,32.380001,31.469999,31.690001,1920500,31.690001
"189",31.09,31.73,30.860001,30.959999,2113100,30.959999
"190",31.02,31.559999,30.91,31.280001,1871700,31.280001
"191",31.34,31.690001,31.030001,31.1,2117800,31.1
"192",30.700001,31.4,30.15,31.360001,3598700,31.360001
"193",31.09,31.799999,30.66,31.73,2310900,31.73
"194",31.49,32.099998,31.4,31.57,1889000,31.57
"195",31.120001,33.740002,31.07,33.369999,4436600,33.369999
"196",32.459999,33.060001,32.169998,32.470001,2441000,32.470001
"197",33.040001,34.360001,32.889999,33.290001,4876000,33.290001
"198",33.259998,33.75,32.650002,32.650002,2117800,32.650002
"199",32.57,33.040001,32.119999,32.939999,2006800,32.939999
"200",33.330002,34.279999,33.02,33.77,2643600,33.77
"201",34.48,35.189999,33.950001,34.240002,3234200,34.240002
"202",33.939999,34.77,33.619999,34.279999,2800500,34.279999
"203",34.82,35.43,34.73,35.18,2686300,35.18
"204",34.689999,35.580002,34.369999,35.09,4294200,35.09
"205",35.400002,36.93,35.400002,36.09,3474300,36.09
"206",35.810001,37.5,35.73,36.279999,3551300,36.279999
"207",36.75,38.189999,36.560001,37.73,3998400,37.73
"208",37.599998,38.310001,36.950001,37.009998,2723100,37.009998
"209",37.189999,37.57,35.970001,36.099998,2657400,36.099998
"210",36.110001,37.34,36.110001,37.099998,2184100,37.099998
"211",37.450001,37.630001,36.900002,37.189999,2260200,37.189999
"212",37.599998,37.700001,36.389999,36.560001,1919100,36.560001
"213",36.93,37.490002,36.709999,37.439999,1922000,37.439999
"214",37.700001,39.139999,37.259998,38.779999,3708000,38.779999
"215",38.43,39.259998,37.990002,38.75,2937000,38.75
"216",38.5,38.75,37.919998,38.48,1965500,38.48
"217",38.529999,39.369999,38,38.16,2049400,38.16
"218",38.080002,38.32,36.790001,36.98,2697000,36.98
"219",37.52,38.509998,36.93,37.77,1753300,37.77
"220",37.610001,38.830002,37.610001,38.040001,1889900,38.040001
"221",37.900002,38.959999,37.68,38.759998,2928900,38.759998
"222",39.02,39.459999,38.16,38.18,1528500,38.18
"223",38.139999,39.130001,37.84,39.09,2614500,39.09
"224",39.040001,40.27,38.84,39.689999,2262500,39.689999
"225",39.779999,40.18,38.52,39.240002,3214100,39.240002
"226",39.150002,39.459999,38.59,38.990002,1783900,38.990002
"227",39.09,39.599998,38.419998,38.990002,1981100,38.990002
"228",39.98,39.98,36.709999,36.990002,5519800,36.990002
"229",37.48,37.529999,34.779999,36.049999,5921200,36.049999
"230",36.060001,36.290001,34.889999,35.240002,4086300,35.240002
"231",35.639999,36.509998,35.009998,36.439999,3075700,36.439999
"232",36.900002,36.900002,35.52,35.93,2644700,35.93
"233",36.02,36.540001,35.619999,35.950001,2488700,35.950001
"234",36.23,36.32,35,35.34,1832900,35.34
"235",35.450001,35.790001,34.470001,34.540001,3156400,34.540001
"236",34.419998,35.77,33.959999,35.540001,2517900,35.540001
"237",35.959999,36.849998,35.48,36.740002,3430100,36.740002
"238",36.25,37.080002,35.860001,36.970001,3448200,36.970001
"239",37.110001,38.09,36.759998,37.400002,3645800,37.400002
"240",37.700001,38.450001,37.700001,38.290001,2516200,38.290001
"241",37.830002,38.48,37.66,38.040001,1190400,38.040001
"242",37.560001,38.060001,37.130001,37.290001,1333800,37.290001
"243",37,37.75,36.650002,37.380001,1627600,37.380001
"244",37.240002,37.27,36.110001,36.790001,1833800,36.790001
"245",36.900002,38.169998,36.630001,37.810001,2598000,37.810001
"246",37.880001,37.880001,37.029999,37.330002,3453400,37.330002
"247",37.639999,38.080002,37.209999,37.369999,2720600,37.369999
"248",37.189999,37.709999,36.200001,36.259998,2265700,36.259998
"249",36.009998,36.34,35.48,36.150002,2149100,36.150002
"250",35.77,37.709999,35.700001,37.299999,2353100,37.299999
"251",37.060001,37.5,36.720001,36.950001,2537900,36.950001
"252",37.540001,38.16,37.23,37.259998,2403600,37.259998
"253",37.939999,38.27,37.400002,37.919998,1720000,37.919998
