"","CMA.Open","CMA.High","CMA.Low","CMA.Close","CMA.Volume","CMA.Adjusted"
"59",50.490002,51.099998,50.459999,50.73,1188700,49.889199
"60",51.029999,51.029999,50.5,50.580002,709200,49.741688
"61",50.59,51.27,50.490002,50.610001,696700,49.771189
"62",50.52,50.66,50.029999,50.599998,793100,49.761353
"63",50.119999,50.48,49.810001,50.150002,1693100,49.318814
"64",49.939999,50.330002,49.669998,49.959999,1182900,49.131961
"65",50,50.919998,50,50.700001,1557900,49.859698
"66",50.59,50.82,50.259998,50.400002,1478600,49.760969
"67",50.57,51.5,50.549999,51.240002,3016500,50.590318
"68",51.200001,51.330002,50.759998,51.23,1350400,50.580443
"69",50.93,51.43,50.709999,50.77,1710000,50.126276
"70",50.889999,51.700001,50.790001,51.360001,1511700,50.708796
"71",51.720001,52.509998,51.549999,52.220001,1908700,51.557892
"72",52.580002,52.720001,51.880001,51.91,1497500,51.251822
"73",51.849998,51.93,51.330002,51.34,1484700,50.689049
"74",51.34,51.450001,50.740002,50.740002,1299300,50.096658
"75",50.73,50.950001,50.119999,50.439999,1223600,49.800459
"76",51.040001,51.040001,49.98,50.240002,1715900,49.602998
"77",50.349998,50.700001,50.119999,50.459999,1058000,49.820206
"78",50,50.450001,49.919998,50.169998,915900,49.533882
"79",50.209999,50.470001,49.790001,49.860001,902100,49.227815
"80",49.93,49.959999,49.080002,49.240002,1078100,48.615677
"81",49.130001,49.619999,48.779999,49.32,1151000,48.694661
"82",49.75,50.139999,49.639999,49.790001,1007600,49.158703
"83",49.849998,50.060001,49.43,49.459999,946700,48.832885
"84",49.150002,49.560001,48.619999,48.639999,1224900,48.023282
"85",48.639999,49.349998,48.419998,49.310001,1133500,48.684789
"86",49.189999,49.189999,47.34,47.48,2819600,46.87799
"87",47.540001,48.049999,46.619999,46.630001,2506400,46.038769
"88",46.639999,47.07,46.02,46.02,1885500,45.436503
"89",46.029999,46.630001,45.75,45.900002,2273800,45.318025
"90",45.509998,45.509998,43.07,43.880001,4357200,43.323637
"91",42.93,44.52,42.830002,44.419998,2926100,43.856787
"92",43.709999,44.240002,42.73,43.060001,4974200,42.514034
"93",43.400002,44.200001,43.029999,43.790001,2778000,43.234778
"94",44.200001,44.91,43.990002,44.689999,2728100,44.123364
"95",44.73,45.099998,44.48,44.560001,2006500,43.995015
"96",45,45.349998,44.759998,44.93,1498600,44.360323
"97",44.889999,45.529999,44.889999,45.509998,1267600,44.932967
"98",45.34,45.630001,45.09,45.57,1527300,44.992208
"99",45.619999,46.419998,45.549999,46.400002,1133900,45.811686
"100",46.299999,47.099998,46.09,46.860001,1861500,46.265852
"101",46.75,47.169998,46.57,46.93,1307200,46.334965
"102",47.509998,47.799999,47.290001,47.740002,1410200,47.134696
"103",47.57,48.16,47.509998,47.84,1234800,47.233426
"104",47.82,48.09,47.27,47.740002,1162000,47.134696
"105",48.060001,48.32,47.919998,48.290001,1327500,47.677721
"106",48.139999,48.939999,48.07,48.900002,1244100,48.279988
"107",48.630001,48.959999,48.279999,48.400002,1629700,47.786327
"108",48.259998,48.830002,48.259998,48.41,840100,47.796199
"109",48.540001,48.700001,48.380001,48.52,789800,47.904805
"110",48.150002,49.09,48.02,49.040001,1136100,48.418212
"111",49.029999,49.200001,48.450001,48.57,1135600,47.95417
"112",48.549999,49.02,48.439999,48.59,915800,47.973917
"113",48.580002,48.619999,48.110001,48.610001,1058500,47.993664
"114",48.509998,48.700001,48.119999,48.169998,1433500,47.55924
"115",48.209999,48.279999,47.650002,47.93,2115600,47.322285
"116",47.68,48.130001,47.41,48.110001,1448200,47.500003
"117",48.59,48.84,47.84,47.919998,1179600,47.31241
"118",48.049999,48.689999,48.049999,48.66,958900,48.043029
"119",48.709999,48.939999,48.380001,48.599998,937500,47.983788
"120",48.540001,48.84,48.43,48.549999,688100,47.934423
"121",48.610001,48.689999,46.52,46.610001,1834500,46.019022
"122",46.220001,46.419998,44.68,45.23,4306600,44.656518
"123",45.439999,46.689999,45.439999,46.43,3015900,45.841304
"124",46.34,47.16,46.27,46.869999,2442500,46.275724
"125",46.740002,47.25,46.540001,47.200001,1552900,46.601542
"126",47.639999,48.889999,47.509998,48.200001,2626600,47.588862
"127",47.799999,48.169998,46.900002,47.279999,3490800,46.680525
"128",46.66,47.599998,46.169998,47.560001,2020100,46.956978
"129",47.32,47.619999,46.139999,46.279999,3028600,45.693205
"130",46.389999,46.740002,45.759998,45.889999,1932900,45.504799
"131",45.490002,45.549999,44.34,44.369999,3837600,43.997557
"132",44.630001,44.939999,43.919998,44.419998,2176900,44.047137
"133",44.299999,45.200001,43.939999,44.049999,2389400,43.680243
"134",44.169998,45.07,44.040001,45,3033500,44.62227
"135",45.939999,46.59,45.700001,46.369999,2930100,45.980769
"136",46.349998,47.119999,45.93,46.029999,3476100,45.643623
"137",46.34,46.59,45.68,45.93,1624700,45.544464
"138",46.02,46.689999,46.02,46.470001,1681300,46.079932
"139",46.66,46.799999,46.18,46.599998,730400,46.208838
"140",46.650002,47.060001,46.619999,46.810001,902200,46.417078
"141",46.66,47.48,46.639999,47.310001,1102500,46.912881
"142",46.919998,47.290001,46.549999,47.119999,1838600,46.724474
"143",47.169998,47.290001,46.82,46.84,1653700,46.446825
"144",47.07,47.189999,45.509998,46.290001,1877800,45.901443
"145",45.77,45.82,44.419998,44.639999,2590000,44.265291
"146",44.669998,44.84,43.119999,43.299999,3956400,42.936539
"147",43.799999,43.939999,43.09,43.720001,2066700,43.353015
"148",44.240002,44.790001,44.07,44.639999,1726700,44.265291
"149",44.549999,44.720001,42.450001,42.650002,3423300,42.291997
"150",42.599998,42.669998,41.48,42.240002,2709400,41.885439
"151",42.66,43.130001,41.439999,41.790001,2865900,41.439216
"152",40.990002,41.540001,40.330002,41.41,3341900,41.062404
"153",41.459999,41.869999,40.939999,40.959999,3956500,40.616181
"154",41.720001,44.799999,40.450001,41.470001,5340200,41.121902
"155",41.52,41.52,40.09,40.41,2840900,40.070798
"156",40.380001,41.349998,40.200001,40.799999,2131000,40.457524
"157",41.220001,42.830002,41.189999,42.709999,2959800,42.351491
"158",42.400002,42.689999,41.669998,41.869999,2062000,41.518542
"159",41.810001,42.540001,41.630001,42.48,1507100,42.123422
"160",41.759998,42.490002,41.380001,42.32,2501500,41.964765
"161",42.349998,42.560001,41.110001,41.139999,2712400,40.79467
"162",41.310001,42.299999,41.080002,42.240002,2454800,41.885439
"163",41.540001,42.25,41.259998,41.5,2689100,41.151649
"164",41.919998,43.099998,41.650002,42.950001,2454700,42.589478
"165",43.110001,44.060001,43.060001,43.93,2847300,43.561252
"166",43.73,44.029999,43.450001,43.529999,1924100,43.164608
"167",43.98,44.82,43.939999,44.73,2277600,44.354536
"168",45.02,46.560001,45.02,46.139999,2614700,45.7527
"169",45.650002,45.73,44.970001,45.150002,2185400,44.771012
"170",45.540001,45.619999,44.82,45.41,1223200,45.028828
"171",45.259998,45.389999,44.790001,45.25,1413300,44.870171
"172",45.529999,46.599998,45.450001,46.52,1759200,46.129511
"173",46.59,47,46.23,46.419998,1701200,46.030349
"174",46.25,46.630001,45.91,46.630001,2080600,46.238589
"175",46.43,46.560001,45.419998,45.57,2101200,45.187485
"176",45.169998,45.560001,44.470001,45.439999,1931100,45.058575
"177",45.209999,45.860001,44.700001,45.830002,1545600,45.445305
"178",45.59,45.75,45.369999,45.650002,1380200,45.266815
"179",45.68,46.110001,45.509998,45.990002,1232800,45.603961
"180",46.040001,46.259998,45.810001,46.07,909000,45.683288
"181",45.990002,46.18,45.630001,45.959999,785600,45.574211
"182",45.84,46.080002,45.639999,45.779999,1069500,45.395721
"183",45.900002,46.220001,45.549999,46.139999,1039900,45.7527
"184",45.810001,46.27,45.509998,45.700001,1248200,45.316395
"185",45.419998,45.82,45.220001,45.68,2100600,45.296562
"186",45.650002,46.040001,45.32,45.98,1076300,45.594043
"187",46.110001,47.939999,45.990002,47.099998,2359800,46.704641
"188",46.959999,47.189999,46.759998,46.98,1137900,46.585649
"189",46.32,46.349998,45.540001,45.540001,1056000,45.157738
"190",45.509998,45.700001,45.369999,45.630001,845500,45.446572
"191",46.18,47.080002,46.18,46.880001,2130800,46.691547
"192",46.77,46.77,45.639999,45.990002,1468900,45.805126
"193",46.450001,46.459999,45.720001,46.110001,1333500,45.924642
"194",45.93,46.84,45.759998,46.830002,2300500,46.641749
"195",46.57,47.16,45.939999,46.41,2158100,46.223436
"196",46.130001,46.310001,45.200001,45.549999,1771100,45.366892
"197",45.91,46.689999,45.799999,46.630001,1840600,46.442552
"198",46.560001,46.830002,46.169998,46.290001,1079400,46.103919
"199",46.189999,46.25,45.799999,45.810001,943100,45.625849
"200",45.799999,45.93,44.77,44.810001,1178200,44.629869
"201",44.799999,45.200001,44.360001,45.049999,1182000,44.868902
"202",44.950001,45.049999,44.400002,44.73,971100,44.550189
"203",45.02,45.860001,45.009998,45.41,1343300,45.227455
"204",45.16,45.349998,44.900002,45.130001,1674000,44.948582
"205",45.080002,45.209999,44.509998,45.110001,1246900,44.928662
"206",45.049999,45.689999,44.720001,45.630001,1029400,45.446572
"207",45.009998,45.73,44.380001,45.549999,1445300,45.366892
"208",45.66,46.130001,45.459999,45.799999,1314800,45.615887
"209",45.790001,46.279999,45.48,45.66,1204100,45.47645
"210",45.610001,46.060001,45.400002,46.02,951900,45.835004
"211",45.98,46.009998,45.549999,45.599998,772900,45.41669
"212",45.459999,46,45.459999,45.98,934200,45.795164
"213",45.619999,45.860001,45.130001,45.5,1004800,45.317094
"214",45.470001,46.549999,45.41,46.200001,1200300,46.014281
"215",46.099998,46.490002,45.560001,46.200001,1594200,46.014281
"216",45.830002,47.470001,45.599998,46,2710200,45.815084
"217",46.25,46.369999,45.400002,45.73,1789000,45.546169
"218",45.950001,46.07,45.290001,45.43,1488000,45.247376
"219",45.540001,46.48,45.18,46.049999,1241100,45.864882
"220",45.84,46.310001,45.700001,46.169998,1116400,45.984399
"221",46.139999,46.209999,45.540001,45.68,701000,45.496371
"222",45.970001,46.139999,45.48,45.52,975200,45.337014
"223",45.490002,46.540001,45.279999,46.470001,1376400,46.283196
"224",46.439999,47.490002,46.110001,47.400002,3102100,47.209457
"225",47.290001,47.73,46.869999,47.41,1610400,47.219416
"226",47.639999,47.939999,47.110001,47.34,924700,47.149697
"227",47.470001,48.32,47.470001,48.259998,1155500,48.065997
"228",48.27,48.759998,47.950001,47.950001,1726600,47.757246
"229",48.169998,48.299999,47.66,48.080002,1364800,47.886724
"230",48.09,48.150002,47.630001,47.880001,1478600,47.687527
"231",48.110001,48.23,47.73,48.110001,1250800,47.916602
"232",48.029999,48.799999,47.82,48.470001,1640500,48.275156
"233",48.360001,48.959999,48.040001,48.849998,1256500,48.653626
"234",48.66,49.23,48.52,49.009998,1090200,48.812982
"235",49.279999,49.299999,48.689999,48.860001,1216500,48.663588
"236",48.860001,48.919998,47.889999,48.16,1183600,47.966401
"237",48.259998,49.259998,48.119999,48.959999,1350500,48.763184
"238",49.209999,50.150002,48.689999,49.59,2629300,49.390653
"239",48.939999,49.509998,48.709999,48.77,1448000,48.573949
"240",48.580002,48.990002,48.52,48.669998,1087300,48.474349
"241",48.700001,49.02,48.580002,48.669998,811500,48.474349
"242",48.66,48.950001,48.48,48.91,1797300,48.713386
"243",49.07,49.419998,48.75,49.330002,1340000,49.131699
"244",49.349998,49.57,49.130001,49.5,1707400,49.301014
"245",49.5,49.540001,48.82,48.950001,1653700,48.753226
"246",49.060001,49.23,48.25,48.400002,1346800,48.205438
"247",48.23,49.25,48.189999,49.200001,1400800,49.002221
"248",49.509998,50.549999,49.470001,50.220001,2349300,50.018121
"249",49.790001,50.34,49.68,50.009998,1702900,49.808962
"250",50.470001,51.169998,50.459999,50.919998,1964200,50.715304
"251",50.790001,51.459999,50.630001,51.080002,1518100,50.874665
"252",51.18,51.889999,50.860001,51.48,2132400,51.273054
"253",51.849998,52.849998,51.82,52.240002,2229700,52.030001
