"","DISCA.Open","DISCA.High","DISCA.Low","DISCA.Close","DISCA.Volume","DISCA.Adjusted"
"71",40.009998,40.189999,39.669998,39.970001,2791300,39.970001
"72",40.200001,40.669998,39.91,40.5,15560900,40.5
"73",40.41,40.48,39.290001,39.349998,3371000,39.349998
"74",39.459999,39.459999,38.200001,38.220001,3235400,38.220001
"75",38.380001,38.490002,37.75,38.099998,2649200,38.099998
"76",37.919998,38.380001,37.830002,38.09,3471000,38.09
"77",38.07,39.060001,37.970001,39,2992100,39
"78",38.509998,38.900002,37.299999,37.709999,4455900,37.709999
"79",37.830002,38.130001,37.66,37.799999,3200300,37.799999
"80",37.630001,37.889999,36.299999,36.310001,5402100,36.310001
"81",36.119999,36.41,35.470001,36.27,5380900,36.27
"82",36.360001,37.130001,36.110001,37,2795800,37
"83",37.16,37.459999,36.779999,36.849998,2572200,36.849998
"84",36.650002,36.77,36.049999,36.200001,4021900,36.200001
"85",36.139999,37.279999,36,37.16,5510200,37.16
"86",37,37.09,35.720001,35.790001,4054200,35.790001
"87",35.790001,35.990002,35.049999,35.07,3447700,35.07
"88",35,35.25,33.880001,33.91,3393000,33.91
"89",34.189999,35.439999,34.189999,34.310001,5207600,34.310001
"90",33.73,34.950001,33.209999,34.450001,4365600,34.450001
"91",33.759998,34.450001,33.639999,34.189999,3161500,34.189999
"92",34.459999,35.169998,34.450001,34.650002,1878600,34.650002
"93",34.5,34.799999,34.060001,34.650002,2064500,34.650002
"94",34.799999,36.5,34.650002,36.240002,2830100,36.240002
"95",36.310001,36.48,34.849998,34.889999,2220200,34.889999
"96",35.220001,36.59,35,35.970001,3074900,35.970001
"97",35.990002,36.75,35.700001,36.610001,2112600,36.610001
"98",36.48,36.720001,36.169998,36.52,1636200,36.52
"99",36.450001,37.380001,36.450001,37.240002,2495900,37.240002
"100",37.130001,37.639999,36.720001,37.02,1565800,37.02
"101",36.139999,36.91,35.52,35.939999,5342000,35.939999
"102",36.740002,37,35.150002,35.349998,5822600,35.349998
"103",35.349998,35.73,35.009998,35.669998,3740300,35.669998
"104",32.66,33.540001,32.029999,33.310001,11848400,33.310001
"105",33.290001,34.529999,32.150002,34.470001,11660100,34.470001
"106",34.560001,34.700001,32.880001,32.900002,4515500,32.900002
"107",33.02,33.330002,32.560001,32.619999,5338500,32.619999
"108",32.779999,32.900002,32.189999,32.259998,4724200,32.259998
"109",32.34,32.68,31.870001,31.99,6446200,31.99
"110",31.290001,32.02,31.290001,31.860001,4780900,31.860001
"111",31.99,32.98,31.75,32.860001,7771100,32.860001
"112",32.919998,33.630001,32.75,33.529999,6156600,33.529999
"113",33.209999,33.52,32.450001,32.529999,3759000,32.529999
"114",32.790001,33.57,32.419998,33.360001,4770600,33.360001
"115",33.169998,33.459999,32.759998,32.970001,4012600,32.970001
"116",32.759998,33.950001,32.650002,33.919998,4060800,33.919998
"117",34.220001,34.220001,33.450001,33.75,3043000,33.75
"118",34.02,34.610001,33.810001,34.59,2791500,34.59
"119",34.830002,35.349998,34.619999,34.810001,3009800,34.810001
"120",34.810001,34.959999,34.450001,34.73,1875900,34.73
"121",35.060001,35.09,34.470001,34.900002,1077700,34.900002
"122",34.630001,35.040001,34.389999,34.689999,2111100,34.689999
"123",34.799999,35.200001,34.650002,34.919998,1554000,34.919998
"124",34.93,35.689999,34.830002,35.310001,2695000,35.310001
"125",35.240002,35.310001,34.310001,34.43,2661700,34.43
"126",34.43,34.599998,33.16,33.970001,7058400,33.970001
"127",33.830002,34.139999,33.380001,33.669998,4332200,33.669998
"128",33.540001,34.689999,33.139999,34.639999,3731700,34.639999
"129",34.43,34.59,33.869999,33.900002,2984400,33.900002
"130",34.110001,34.669998,33.990002,34.049999,2727300,34.049999
"131",33.32,34.299999,33.060001,33.380001,4975700,33.380001
"132",33.77,34,32.689999,32.869999,2449500,32.869999
"133",32.91,33.700001,32.48,33.189999,2808200,33.189999
"134",33.299999,34.34,33.220001,34.220001,1931600,34.220001
"135",34.68,35.450001,34.470001,35.41,3520900,35.41
"136",35.759998,35.779999,34.849998,35.43,5941500,35.43
"137",35.560001,35.610001,34.349998,34.599998,3585900,34.599998
"138",34.720001,35.5,34.650002,35.080002,2390000,35.080002
"139",34.98,35.18,34.790001,34.889999,715800,34.889999
"140",35.040001,35.130001,34.610001,34.869999,1377000,34.869999
"141",34.75,35.740002,34.700001,35.459999,1402100,35.459999
"142",35.419998,35.419998,34.639999,35.220001,1779700,35.220001
"143",35.349998,35.529999,34.389999,34.450001,2689300,34.450001
"144",34.630001,34.639999,34.119999,34.48,1979600,34.48
"145",34.349998,34.41,32.939999,33.060001,1941300,33.060001
"146",33.080002,33.130001,31.93,31.98,3869800,31.98
"147",32.27,32.27,31.469999,32.209999,4011700,32.209999
"148",32.639999,32.75,31.940001,32.470001,4331300,32.470001
"149",32.380001,32.540001,31.959999,32.029999,3103800,32.029999
"150",32.200001,32.290001,31.58,31.639999,3345200,31.639999
"151",31.879999,32.220001,31.02,31.209999,4465600,31.209999
"152",30.57,30.76,29.58,30,6142500,30
"153",30.15,30.15,29.43,29.469999,5077300,29.469999
"154",29.25,29.719999,28.940001,29.42,9682000,29.42
"155",29.610001,29.610001,28.75,29.25,6504600,29.25
"156",29.120001,29.83,29.049999,29.459999,5661100,29.459999
"157",29.620001,30.200001,29.49,30.059999,4567300,30.059999
"158",29.25,30.15,29.25,29.84,3027800,29.84
"159",29.98,30.360001,29.879999,30.059999,2152200,30.059999
"160",29.59,30.200001,29.549999,30.049999,2156500,30.049999
"161",30.219999,30.290001,29.639999,29.780001,4595600,29.780001
"162",29.9,29.9,29.299999,29.74,4583900,29.74
"163",29.559999,29.85,28.940001,28.99,5457000,28.99
"164",29.16,29.280001,28.719999,29.280001,3332500,29.280001
"165",29.51,30.190001,29.32,29.57,6038300,29.57
"166",29.610001,30.440001,29.6,30.1,4554200,30.1
"167",30.1,30.280001,29.040001,29.190001,5389800,29.190001
"168",29.15,30.43,29.15,29.91,2704000,29.91
"169",29.48,30.219999,29.48,30.049999,2457000,30.049999
"170",30.23,30.879999,29.870001,30.84,2686300,30.84
"171",30.91,31,30.190001,30.6,2592600,30.6
"172",30.67,30.950001,30.07,30.35,3758000,30.35
"173",30.25,31.540001,30.25,31.450001,4509500,31.450001
"174",31.5,31.74,30.780001,30.799999,3753400,30.799999
"175",30.85,31.120001,30.610001,30.9,4991800,30.9
"176",30.65,32.369999,29.700001,31.1,9924000,31.1
"177",31,31.17,29.450001,30.93,23015900,30.93
"178",32,33.82,31.9,32.34,17369400,32.34
"179",32.900002,33.169998,32.34,33,7012900,33
"180",33.060001,33.77,32.779999,32.939999,6331200,32.939999
"181",32.950001,33.139999,32.130001,32.450001,3315400,32.450001
"182",32.529999,32.73,32.209999,32.299999,4123600,32.299999
"183",32.380001,32.810001,32.099998,32.650002,3451300,32.650002
"184",32.560001,34.049999,32.459999,33.990002,5857700,33.990002
"185",33.919998,33.950001,33.32,33.799999,4156400,33.799999
"186",33.82,33.93,33.360001,33.560001,2602000,33.560001
"187",33.389999,33.529999,32.790001,33.080002,5398000,33.080002
"188",33.080002,33.27,32.650002,32.810001,2998100,32.810001
"189",32.799999,32.849998,32.189999,32.369999,3284500,32.369999
"190",32.34,32.630001,32.169998,32.400002,3057100,32.400002
"191",32.490002,32.720001,31.74,32.389999,3979400,32.389999
"192",32.25,32.450001,31.6,32.029999,4304700,32.029999
"193",32.189999,32.639999,31.700001,32.599998,2332000,32.599998
"194",32.349998,32.490002,31.799999,32.110001,3820600,32.110001
"195",31.950001,32.029999,31.08,31.65,5980900,31.65
"196",31.52,31.84,31.190001,31.82,4706800,31.82
"197",32.009998,32.459999,31.66,32.450001,3855900,32.450001
"198",32.450001,32.799999,32.380001,32.549999,2269500,32.549999
"199",32.380001,32.709999,32.220001,32.509998,2319500,32.509998
"200",32.52,32.549999,31.15,31.549999,5454800,31.549999
"201",31.35,31.48,30.6,30.93,5427200,30.93
"202",30.83,31.67,30.639999,31.27,3424700,31.27
"203",31.32,31.639999,31.01,31.09,2484000,31.09
"204",31.059999,31.209999,30.67,30.76,3193500,30.76
"205",30.83,31.129999,30.51,30.91,3272100,30.91
"206",31.17,32.189999,30.709999,32.150002,4459400,32.150002
"207",31.889999,32.959999,31.68,32.709999,5449400,32.709999
"208",32.639999,33.209999,32.389999,32.919998,4395700,32.919998
"209",32.919998,33.25,32.720001,32.84,3646500,32.84
"210",32.880001,33.25,32.720001,33.209999,2352200,33.209999
"211",33.299999,33.310001,32.91,33.040001,2255900,33.040001
"212",33.099998,33.5,32.799999,33.029999,2797100,33.029999
"213",32.869999,33.209999,32.439999,32.939999,5981300,32.939999
"214",33,33.68,32.869999,33.380001,2540600,33.380001
"215",33.25,33.5,32.970001,33.18,2475400,33.18
"216",32.889999,33.080002,32.18,32.799999,4823200,32.799999
"217",33.060001,34.310001,33,33.959999,6742400,33.959999
"218",33.959999,34.049999,33.369999,33.48,2671000,33.48
"219",33.490002,33.709999,33.130001,33.529999,2310700,33.529999
"220",33.380001,34.080002,33.220001,33.639999,3190200,33.639999
"221",33.57,33.599998,32.700001,32.709999,3250100,32.709999
"222",32.810001,33.029999,32.150002,32.240002,2328200,32.240002
"223",31.92,32.09,31.25,31.700001,10121300,31.700001
"224",31.610001,32.349998,31.530001,32.189999,4865300,32.189999
"225",32.040001,32.490002,31.98,32.360001,4940800,32.360001
"226",32.580002,32.900002,32.34,32.740002,3330400,32.740002
"227",32.889999,33.41,32.689999,33.369999,4126100,33.369999
"228",33.57,33.93,32.57,32.59,8652700,32.59
"229",32.599998,32.759998,31.639999,32,7012900,32
"230",32.060001,32.060001,31.209999,31.51,4255900,31.51
"231",31.860001,31.860001,31.280001,31.33,3293100,31.33
"232",31.35,31.639999,30.73,30.780001,2759900,30.780001
"233",30.889999,32.619999,30.549999,32.02,15918100,32.02
"234",32,32.139999,31.209999,31.440001,5176000,31.440001
"235",31.51,31.799999,31.219999,31.4,3184900,31.4
"236",31.360001,31.76,31.24,31.76,2869900,31.76
"237",31.57,33.080002,31.52,32.98,5038300,32.98
"238",32.779999,33.580002,32.59,33.330002,4238300,33.330002
"239",33.509998,33.77,33.330002,33.57,2990700,33.57
"240",33.490002,33.720001,33.200001,33.299999,3036800,33.299999
"241",33.299999,33.439999,32.880001,33.150002,2053500,33.150002
"242",33.099998,33.200001,32.669998,32.849998,1991200,32.849998
"243",32.900002,33.25,32.75,33.099998,1906600,33.099998
"244",33.09,33.240002,32.970001,33.049999,1663300,33.049999
"245",33.099998,34.080002,33.029999,33.939999,5487000,33.939999
"246",34.07,34.279999,33.799999,33.93,2862300,33.93
"247",33.919998,34.23,33.610001,33.950001,2067100,33.950001
"248",33.880001,34.150002,33.580002,33.970001,2198800,33.970001
"249",33.650002,34.060001,33.509998,33.860001,2598200,33.860001
"250",33.77,34.790001,33.540001,34.450001,3716900,34.450001
"251",34.400002,34.5,33.599998,33.779999,3214600,33.779999
"252",33.93,33.93,33.150002,33.439999,2016600,33.439999
"253",33.57,33.650002,33.080002,33.23,1795700,33.23
