"","ROP.Open","ROP.High","ROP.Low","ROP.Close","ROP.Volume","ROP.Adjusted"
"37",146.139999,146.690002,144,144.070007,630400,143.214478
"38",143.440002,144.070007,142.419998,143.470001,412300,142.618035
"39",143.509995,145.5,143.210007,145.320007,346800,144.457055
"40",144.369995,146.139999,143.559998,144.089996,388500,143.234348
"41",143.050003,144.020004,142.529999,143.389999,324300,142.538508
"42",144.289993,145.830002,143.949997,144.399994,484100,143.542505
"43",145,147.410004,144.660004,147.360001,432100,146.484934
"44",147.559998,147.940002,146.460007,146.75,243900,145.878556
"45",146.320007,148.059998,145.770004,146.229996,241900,145.361639
"46",146.529999,147.660004,146.309998,147.460007,207600,146.584346
"47",147.479996,148.160004,147.160004,148.119995,176000,147.240415
"48",148.389999,148.559998,145.919998,147.389999,265500,146.514755
"49",148.669998,150.220001,148.509995,150.039993,264900,149.149012
"50",150,150.539993,149.330002,150.490005,244900,149.596352
"51",150.619995,151.740005,150.089996,150.929993,313700,150.033726
"52",150.759995,151.059998,150,150.729996,187500,149.834917
"53",150.229996,150.839996,149.630005,150.369995,222200,149.477054
"54",151.240005,151.380005,150.330002,151.210007,165000,150.312078
"55",151.339996,151.690002,150.75,150.830002,241400,149.934329
"56",151.179993,151.660004,149.990005,150.800003,221500,149.904509
"57",150.630005,150.630005,149.809998,150.380005,161300,149.487005
"58",150.580002,151.139999,149.860001,150.559998,223000,149.665928
"59",150.949997,151.5,149.690002,150.229996,277700,149.337886
"60",150.690002,151.190002,149.300003,149.610001,211600,148.721573
"61",149.619995,150.149994,148.309998,148.830002,347600,147.946206
"62",148.820007,149.779999,148.190002,149.570007,367800,148.681817
"63",149.669998,149.800003,149.020004,149.130005,292100,148.244427
"64",149.300003,149.300003,147.710007,148.199997,192000,147.319942
"65",147.889999,148.490005,147.199997,148.149994,204400,147.270236
"66",147.419998,147.869995,147.020004,147.660004,343900,146.783156
"67",147.470001,147.800003,146.740005,147.130005,256100,146.256304
"68",146.899994,147.460007,146.289993,147.050003,292000,146.176777
"69",147.110001,148.460007,146.770004,147.880005,213100,147.00185
"70",148.309998,150.600006,147.979996,149.630005,387300,148.741458
"71",149.979996,150.449997,149.520004,150.229996,243100,149.337886
"72",151.279999,151.380005,149.5,149.539993,434600,148.651981
"73",149.050003,149.050003,147.270004,147.559998,299400,146.683743
"74",147.460007,147.770004,146.740005,146.919998,210900,146.047544
"75",146.910004,148.169998,146.5,147.990005,264100,147.111198
"76",147.300003,147.309998,145.550003,145.559998,294400,144.69562
"77",145.479996,147.809998,144.800003,147.380005,277800,146.504819
"78",145.419998,147.460007,145.419998,147.020004,295800,146.146957
"79",146.869995,147.570007,145.660004,146.289993,447400,145.421281
"80",146.279999,146.279999,144.740005,145.350006,451900,144.486875
"81",145.460007,145.830002,143.520004,144.830002,442200,143.969959
"82",145.630005,146.759995,145.089996,146.589996,288200,145.719502
"83",147.570007,147.960007,146.240005,146.800003,314400,145.928262
"84",144.919998,146.070007,143.509995,143.570007,316200,142.717447
"85",143.240005,147.259995,142.600006,147.119995,496400,146.450365
"86",147,147,143.25,143.25,325200,142.597985
"87",143.550003,143.820007,141.740005,141.800003,413900,141.154588
"88",142.119995,142.690002,138.449997,138.630005,414300,137.999018
"89",139.509995,142.809998,139.070007,141.639999,614400,140.995312
"90",139.759995,141.229996,137.339996,140.5,507900,139.860502
"91",138.869995,141.75,137.550003,141.110001,530900,140.467726
"92",142.399994,145.25,142.399994,144.470001,423300,143.812433
"93",143.979996,145.110001,142.800003,144.669998,439200,144.01152
"94",145.789993,148.720001,145.589996,148.690002,434500,148.013227
"95",148.559998,149.710007,146.539993,146.630005,579800,145.962605
"96",148.660004,150.899994,148.660004,150.529999,462400,149.844848
"97",150.529999,151.580002,149.320007,151.179993,582000,150.491883
"98",152,153.179993,149.320007,150.940002,565100,150.252986
"99",151.220001,154.419998,151.220001,154.419998,489300,153.717142
"100",154.350006,154.960007,153.300003,154.160004,732600,153.458331
"101",153.679993,155.339996,153.449997,154.830002,434900,154.125279
"102",156.919998,159.190002,156.550003,158.300003,765100,157.579486
"103",158.199997,159.740005,157.429993,158.610001,524500,157.888073
"104",158.649994,159.190002,157.210007,157.539993,439000,156.822936
"105",155.779999,158.050003,155.259995,157.059998,453900,156.345125
"106",157,158.309998,156.440002,158.229996,511400,157.509798
"107",158.100006,158.839996,157.460007,158.259995,356700,157.53966
"108",158.179993,158.779999,157.529999,158.529999,304200,157.808435
"109",158.369995,158.990005,156.970001,157.419998,307900,156.703487
"110",156.539993,157.419998,156.229996,156.759995,332400,156.046487
"111",156.759995,158.199997,156.369995,156.740005,283400,156.026589
"112",156.479996,157.940002,156.220001,157.25,318900,156.534263
"113",156.770004,157.529999,156.25,156.399994,398100,155.688125
"114",156.570007,158.070007,156.130005,156.279999,386500,155.568676
"115",155.929993,156.800003,155.089996,156.690002,274200,155.976814
"116",156.309998,157.600006,155.220001,157.210007,208200,156.494451
"117",158.399994,159.619995,157.800003,158.220001,291200,157.499849
"118",158.429993,159.119995,157.509995,158.600006,175700,157.878124
"119",159.110001,160.600006,158.75,160.479996,344700,159.749557
"120",160.190002,160.240005,158.190002,159.529999,241300,158.803884
"121",159.669998,159.669998,157.449997,157.820007,233500,157.101675
"122",157.059998,157.410004,155.25,155.789993,346300,155.080901
"123",156.190002,157.369995,155.570007,156.979996,348900,156.265487
"124",157.179993,159.759995,157.119995,159.649994,391700,158.923333
"125",159.259995,160.089996,158.070007,158.789993,188800,158.067246
"126",158.789993,159.160004,157.75,158.119995,206800,157.400298
"127",157.990005,158.869995,154.399994,155.389999,397500,154.682728
"128",153.899994,156.169998,153.850006,156.070007,390100,155.359641
"129",155.860001,155.860001,152.470001,153.059998,316400,152.363331
"130",153.440002,155.130005,152.710007,153.029999,225000,152.333469
"131",151.550003,153.020004,149.860001,149.889999,296400,149.207762
"132",151.009995,151.729996,149.179993,150.800003,442100,150.113623
"133",151,153.660004,150.830002,150.929993,371600,150.243021
"134",150.929993,152.460007,148.149994,151.949997,720100,151.258383
"135",154.229996,157.639999,153.669998,157.589996,493200,156.872711
"136",158.589996,159.380005,156.320007,156.399994,930000,155.688125
"137",156.009995,157.990005,156.009995,157.919998,257800,157.201211
"138",158.399994,159.910004,157.820007,159.539993,300500,158.813833
"139",159.639999,160.410004,159.429993,159.75,97600,159.022884
"140",160.059998,160.880005,159.580002,159.809998,131200,159.082608
"141",159.309998,160.229996,158.729996,159.619995,181600,158.89347
"142",159.399994,159.410004,158.139999,158.309998,148700,157.589435
"143",158.800003,159.589996,156.259995,156.350006,216800,155.638365
"144",156.660004,157.309998,154.320007,156.619995,254600,155.907125
"145",155.330002,155.550003,151.75,152.029999,449600,151.338021
"146",152.149994,152.369995,148.660004,149.910004,422500,149.227675
"147",151.25,151.770004,149.960007,151.190002,421100,150.753254
"148",152.009995,153.139999,150.960007,152.210007,625200,151.770312
"149",152.589996,153.210007,150.940002,151.369995,302400,150.932727
"150",151.960007,152.660004,148.910004,149.169998,425600,148.739085
"151",150.449997,151.789993,147.070007,148.830002,400600,148.400071
"152",146.869995,148.350006,146.210007,148.039993,478300,147.612344
"153",148.039993,148.479996,145.380005,145.880005,732000,145.458596
"154",145.300003,145.940002,144.619995,145.75,776300,145.328966
"155",147.089996,147.279999,145.339996,146.039993,619800,145.618122
"156",145.429993,147.740005,145.429993,147.550003,376100,147.12377
"157",149.009995,150.470001,147.089996,150.229996,428200,149.79602
"158",149.919998,151.259995,149.509995,149.699997,621000,149.267553
"159",157.759995,161.850006,153.729996,155.699997,779400,155.25022
"160",153.889999,157.809998,153.229996,157.179993,721800,156.725941
"161",158.419998,158.419998,153.949997,154.559998,488700,154.113514
"162",154.190002,156.710007,154.039993,156.429993,598800,155.978107
"163",154.860001,155.869995,153.899994,154.339996,503800,153.894148
"164",154.789993,157.339996,153.990005,157.300003,503800,156.845604
"165",157.039993,159.720001,157.039993,159.660004,568100,159.198788
"166",158.899994,159.649994,157.690002,158.119995,422700,157.663228
"167",158.119995,162.529999,157.880005,162.110001,669100,161.641707
"168",162.800003,162.990005,160.600006,161.119995,335100,160.654561
"169",160.639999,162.990005,160.639999,161.899994,459200,161.432307
"170",163.050003,163.470001,162.289993,163.380005,390500,162.908043
"171",163.419998,164.220001,162.820007,163.380005,316600,162.908043
"172",163.839996,165.130005,163.520004,165.070007,394300,164.593163
"173",166.279999,167.479996,165.490005,166.229996,518500,165.749801
"174",165.589996,168.300003,165.300003,167.820007,586300,167.335219
"175",167.910004,168.610001,167.509995,168.169998,321900,167.684199
"176",167.110001,168.029999,166.960007,167.399994,291600,166.916419
"177",167.179993,168.639999,165.460007,168.300003,268800,167.813828
"178",168.210007,168.880005,167.720001,168.410004,368200,167.923511
"179",168.029999,168.110001,166.889999,167.869995,237600,167.385062
"180",167.699997,168.320007,167.160004,168.029999,411700,167.544604
"181",168.399994,169.330002,167.710007,168.570007,304900,168.083053
"182",168.410004,169.639999,167.490005,167.570007,348400,167.085941
"183",167.570007,168.690002,167,168.550003,307000,168.063106
"184",167.639999,168.710007,166.860001,167.350006,362000,166.866576
"185",166.869995,167.020004,165.25,166.789993,359900,166.308181
"186",166.899994,168.800003,166.289993,168.610001,332800,168.12293
"187",167.139999,167.910004,165.5,166.009995,351500,165.530435
"188",165.839996,168.529999,165.660004,168.100006,460100,167.614409
"189",166.580002,167.710007,165.610001,165.610001,320400,165.131597
"190",165.610001,166.520004,165.070007,165.970001,410700,165.490557
"191",166,168.839996,165.820007,168.600006,300700,168.112965
"192",168.240005,168.539993,165.919998,166.919998,243400,166.43781
"193",168.139999,170.440002,167.949997,170.380005,297700,169.887821
"194",168.75,169.759995,167.289993,168.779999,346900,168.292437
"195",168.369995,171.589996,166.320007,171.009995,417200,170.515991
"196",170.429993,170.429993,168.160004,169.169998,302500,168.68131
"197",169.770004,171.860001,168.479996,171.429993,592100,170.934776
"198",171.740005,172.169998,170.800003,171.5,351300,171.004581
"199",170.860001,172.240005,170.529999,171.809998,316600,171.313683
"200",171.940002,172.720001,170.649994,170.649994,514500,170.157031
"201",170.470001,170.910004,169.809998,170.479996,389200,169.987523
"202",169.770004,172.110001,169.440002,171.410004,441700,170.914845
"203",172.320007,174.190002,171.75,174.020004,245800,173.517306
"204",173.009995,173.600006,171.669998,172,446200,171.503137
"205",171.410004,171.410004,168.919998,169.770004,582400,169.279583
"206",169.850006,172.649994,169.350006,171.380005,405300,170.884933
"207",170.75,172.910004,170.429993,172.130005,385500,171.632766
"208",171.889999,172.839996,170.800003,170.949997,277500,170.456167
"209",170.910004,172.059998,169.5,169.779999,722600,169.537481
"210",169.690002,170.690002,168.820007,170.490005,561600,170.246473
"211",171.289993,171.449997,169.839996,170.309998,312300,170.066722
"212",170.610001,170.610001,168.929993,169.130005,370000,168.888415
"213",168.570007,169.779999,167.740005,169.619995,244800,169.377706
"214",170.410004,171.559998,169.339996,171.220001,344100,170.975426
"215",170.619995,171.440002,169.210007,170.649994,276400,170.406233
"216",169.529999,169.529999,166.009995,167.080002,405500,166.841341
"217",167.779999,169.580002,167.100006,169.089996,369600,168.848464
"218",169.270004,169.639999,168.039993,168.240005,536100,167.999687
"219",168.229996,169.029999,165.949997,168.929993,594000,168.688689
"220",168.289993,170.820007,167.440002,170.050003,553500,169.807099
"221",169.940002,170.699997,168.009995,169.919998,659600,169.67728
"222",174.520004,176.410004,172.039993,172.550003,693800,172.303528
"223",170.300003,172.940002,169.509995,172.929993,580400,172.682975
"224",171.759995,172.869995,169.279999,171.149994,432800,170.905519
"225",170.410004,170.649994,167.880005,168.169998,676800,167.92978
"226",168.529999,170.139999,167.720001,169.509995,478300,169.267862
"227",169.570007,171.080002,168.770004,170.399994,393700,170.15659
"228",169.649994,170.850006,168.179993,168.240005,323300,167.999687
"229",169.130005,169.490005,166.850006,168.320007,506200,168.079575
"230",167.589996,169.160004,166.770004,168.880005,379600,168.638772
"231",170.759995,172.770004,169.919998,172.339996,561400,172.093822
"232",171.580002,172.479996,171.080002,171.119995,422000,170.875563
"233",170.360001,172.649994,169.869995,172.429993,401300,172.183689
"234",173.210007,174.929993,171.610001,174.169998,441600,173.921209
"235",175.320007,176.619995,174.600006,176.350006,442700,176.098103
"236",176.009995,176.990005,175.059998,176.080002,676000,175.828485
"237",175.399994,176.539993,174.919998,176.210007,282100,175.958304
"238",176.449997,176.720001,175.399994,176.610001,256400,176.357726
"239",176.570007,177.399994,175.580002,176.889999,263200,176.637325
"240",177.009995,177.639999,176.020004,177.199997,278800,176.94688
"241",177.270004,177.720001,176.600006,177.149994,267600,176.896948
"242",176.479996,177.070007,174.970001,175.710007,290800,175.459018
"243",176.690002,178,176.059998,177.690002,251200,177.436186
"244",177.5,177.639999,176.009995,177.179993,224900,176.926904
"245",176.589996,176.589996,174.369995,174.960007,314700,174.710089
"246",175.580002,175.580002,173.460007,174.910004,286400,174.660158
"247",174.580002,176.789993,173.979996,175.729996,214500,175.478979
"248",176.229996,176.929993,175.240005,176.419998,180100,176.167995
"249",175.830002,175.830002,174.020004,174.330002,260600,174.080984
"250",174.160004,175.169998,173.009995,175.070007,232700,174.819933
"251",174.550003,176.610001,174.160004,174.5,188100,174.25074
"252",175.080002,175.740005,174.270004,175.070007,202600,174.819933
"253",175.789993,177.369995,175.779999,177.039993,199900,176.787105
