"","MCHP.Open","MCHP.High","MCHP.Low","MCHP.Close","MCHP.Volume","MCHP.Adjusted"
"37",47,47,44.779999,45.02,3712000,43.683321
"38",47.150002,47.150002,45.669998,46.040001,2974900,44.673036
"39",45.970001,46.310001,45.540001,46.240002,1653200,44.867099
"40",46.099998,46.540001,45.919998,46.209999,1400300,44.837987
"41",46.02,46.82,46,46.650002,1959500,45.264926
"42",46.529999,46.900002,45.439999,45.57,2015300,44.21699
"43",45.77,46.060001,45.52,45.970001,1393300,44.605115
"44",46.209999,46.66,45.98,46.27,932500,44.896207
"45",46.25,46.639999,46.099998,46.580002,1147000,45.197004
"46",46.630001,47.02,46.490002,47.02,1031100,45.623939
"47",47.189999,47.209999,46.82,47.080002,1004500,45.682159
"48",47.32,47.68,46.849998,47.369999,812900,45.963546
"49",47.360001,47.439999,46.740002,47.029999,2122100,45.63364
"50",46.740002,47.119999,46.68,47.049999,1270100,46.001261
"51",46.990002,47.639999,46.950001,47.59,1471800,46.529225
"52",47.700001,47.82,47.369999,47.790001,1169200,46.724768
"53",47.599998,47.98,47.380001,47.77,1033200,46.705213
"54",48,48,47.580002,47.709999,1082600,46.646549
"55",47.869999,48,47.669998,47.82,635700,46.754098
"56",47.860001,47.939999,47.330002,47.66,719600,46.597665
"57",47.450001,48.080002,47.360001,48.02,895800,46.949641
"58",48.290001,48.880001,48.240002,48.830002,2134400,47.741587
"59",48.880001,49,48.439999,48.779999,2024500,47.692699
"60",48.689999,48.84,48.509998,48.57,1114200,47.487381
"61",48.650002,48.990002,48.459999,48.619999,929000,47.536265
"62",48.720001,48.849998,48.459999,48.849998,684600,47.761138
"63",48.73,49.09,48.630001,48.970001,1169100,47.878466
"64",48.990002,49.02,48.549999,48.610001,737600,47.52649
"65",48.470001,48.509998,47.91,48.290001,1278600,47.213623
"66",48.150002,48.560001,48.029999,48.380001,699100,47.301617
"67",48.360001,48.450001,47.540001,47.669998,972000,46.60744
"68",47.82,47.939999,47.240002,47.310001,898200,46.255467
"69",47.060001,48.130001,47.009998,48.060001,1054000,46.98875
"70",48.139999,48.75,47.950001,48.41,1307400,47.330947
"71",48.57,49.290001,48.43,49.189999,1084100,48.09356
"72",49.400002,49.400002,48.389999,48.43,1395000,47.350502
"73",48.459999,48.52,47.830002,48,1191500,46.930086
"74",47.900002,48.310001,47.490002,47.5,2047200,46.441231
"75",47.630001,47.98,47.490002,47.779999,809700,46.714989
"76",47.77,47.84,46.93,47.349998,1236100,46.294573
"77",47.540001,47.779999,47.240002,47.599998,790400,46.539001
"78",47.18,47.75,47.18,47.52,1503200,46.460786
"79",47.470001,47.779999,46.950001,47.23,2583000,46.177249
"80",47.150002,47.259998,45.900002,46.07,3016500,45.043105
"81",46.099998,46.369999,45.240002,46.279999,2681300,45.248424
"82",46.450001,46.779999,46.099998,46.130001,2124900,45.101769
"83",46.509998,46.599998,45.66,45.98,1683700,44.955111
"84",45.580002,46,44.919998,44.93,2105700,43.928516
"85",44.84,46.349998,44.709999,46.200001,2378100,45.170209
"86",46.16,46.299999,45.490002,45.540001,2615700,44.52492
"87",40.299999,41.07,39.02,39.959999,13746400,39.069296
"88",39.77,40.060001,38.119999,38.689999,6262400,37.827604
"89",39.07,39.650002,37.889999,38.209999,6772300,37.358303
"90",37.459999,38.400002,37.049999,37.73,4776900,36.889003
"91",36.970001,39.84,36.919998,39.189999,6206800,38.316459
"92",39.639999,40.02,38.32,38.389999,3646800,37.534291
"93",38.23,39.150002,38,39.119999,3656800,38.248019
"94",39.59,40.66,39.470001,40.59,3960800,39.685254
"95",40.75,40.830002,39.959999,39.970001,2139400,39.079075
"96",40.209999,40.849998,40.18,40.34,1941000,39.440827
"97",40.290001,41.16,40.290001,41.040001,1755000,40.125225
"98",40.950001,41.259998,40.529999,41.169998,3169400,40.252324
"99",41.27,41.900002,41.029999,41.880001,1874300,40.946501
"100",41.700001,42.27,41.209999,42.220001,4387400,41.278923
"101",41.880001,41.880001,40.459999,41.09,3575600,40.174109
"102",45.139999,45.139999,42.540001,43.110001,7432500,42.149084
"103",43.099998,43.700001,42.93,43.209999,2206000,42.246854
"104",43.18,43.48,42.599998,42.880001,1556600,41.924211
"105",43.040001,43.619999,42.779999,43.59,1279700,42.618385
"106",43.700001,43.990002,43.16,43.509998,1868000,42.540166
"107",43.540001,43.580002,42.709999,43.139999,2089900,42.178414
"108",43.220001,43.639999,43.02,43.490002,1322600,42.520615
"109",43.610001,43.66,43.220001,43.380001,1159700,42.413066
"110",43.259998,43.57,43.009998,43.380001,3757100,42.413066
"111",43.549999,43.73,42.830002,42.889999,1637800,41.933987
"112",42.799999,43.380001,42.610001,43.360001,1432600,42.393512
"113",43.330002,43.66,43.009998,43.66,1636300,42.686824
"114",43.59,44.220001,43.5,44.029999,3816600,43.048576
"115",43.599998,43.810001,43.029999,43.150002,1480300,42.533057
"116",43.029999,43.57,42.799999,43.240002,1304500,42.621771
"117",43.91,43.990002,43.279999,43.779999,1485600,43.154047
"118",44,44.25,43.610001,44.060001,1711400,43.430046
"119",44.290001,44.400002,43.91,44.119999,1663200,43.489186
"120",44.060001,45.09,44.060001,45.049999,1436300,44.405889
"121",45.200001,45.279999,44.709999,45.150002,750900,44.504462
"122",45.049999,45.57,44.650002,44.73,1909200,44.090465
"123",44.68,44.709999,44.02,44.650002,2444200,44.011611
"124",44.939999,46.75,44.93,46.59,3194500,45.923872
"125",46.619999,46.619999,45.84,46.02,1581300,45.362022
"126",46.07,46.330002,45.860001,46.290001,1214200,45.628162
"127",46.189999,46.32,45.02,45.290001,1600000,44.64246
"128",44.98,45.540001,44.799999,45.41,4878900,44.760743
"129",45.389999,45.459999,44.259998,44.48,2226400,43.844039
"130",46.029999,46.029999,44.599998,44.689999,1357800,44.051036
"131",44.279999,44.59,43.689999,43.700001,1347000,43.075193
"132",44.07,44.860001,43.099998,43.130001,2171200,42.513343
"133",43.099998,44.27,42.98,43.099998,1837400,42.483769
"134",43.099998,43.779999,42.68,43.709999,2430300,43.085048
"135",44.669998,45.419998,44.119999,45.16,2233800,44.514317
"136",45.209999,45.490002,44.73,45.279999,2909000,44.632601
"137",45.450001,45.830002,45.060001,45.639999,1225300,44.987454
"138",46.07,46.529999,45.740002,45.790001,1735600,45.135311
"139",45.970001,46.200001,45.619999,45.84,552100,45.184595
"140",45.860001,46.080002,45.68,45.709999,482500,45.056453
"141",45.529999,45.860001,45.360001,45.52,895600,44.869171
"142",45.290001,45.560001,45.189999,45.220001,1211200,44.573461
"143",45.5,45.790001,45.09,45.110001,1124500,44.465033
"144",45.360001,45.599998,44.419998,44.869999,984300,44.228463
"145",44.66,44.779999,43.84,43.869999,1002000,43.24276
"146",43.759998,44.040001,42.790001,43.02,1404800,42.404915
"147",43.439999,43.52,42.759998,43.259998,1043600,42.641481
"148",43.52,44.650002,43.490002,44.639999,1519100,44.001752
"149",44.860001,44.939999,44.18,44.52,1024200,43.883468
"150",44.240002,44.439999,43.57,44.029999,1062700,43.400473
"151",44.889999,45.52,43.650002,43.970001,2354500,43.341333
"152",43.720001,45.169998,43.560001,45.009998,3081600,44.36646
"153",45.650002,45.830002,44.400002,44.459999,1708100,43.824325
"154",44.299999,44.98,44.150002,44.84,1693400,44.198893
"155",45.220001,45.41,44.720001,45.259998,1326000,44.612886
"156",45.189999,46.290001,44.98,46.169998,1505400,45.509875
"157",46.619999,46.669998,45.52,46.540001,1791000,45.874588
"158",46.650002,46.650002,46.029999,46.52,1132800,45.854873
"159",46.299999,46.810001,46.009998,46.790001,988800,46.121013
"160",46.259998,46.509998,45.639999,45.790001,1716600,45.135311
"161",46.150002,46.709999,45.689999,45.709999,2114900,45.056453
"162",45.529999,46.290001,42.5,45.849998,1937700,45.194451
"163",46.790001,47.34,45.040001,45.099998,3387100,44.455174
"164",45.18,45.400002,44.110001,44.77,2637000,44.129894
"165",45.029999,45.650002,44.82,45.59,2717200,44.93817
"166",45.34,46.669998,45.34,46.330002,3614700,45.667591
"167",47.490002,49.169998,47.490002,49.040001,18170400,48.338843
"168",49.040001,49.48,48.380001,48.639999,27872100,47.944561
"169",48.25,48.720001,47.73,47.880001,3428200,47.195429
"170",48.25,48.91,47.84,48.880001,3674000,48.181131
"171",48.880001,49.060001,48.52,48.869999,2509400,48.171272
"172",49.5,50.029999,48.919998,49.98,4469000,49.265402
"173",51.509998,51.68,50.029999,50.709999,3850700,49.984965
"174",50.490002,51.029999,50.18,50.91,3346000,50.182106
"175",50.669998,50.82,50.32,50.709999,2182400,49.984965
"176",50.380001,50.580002,50,50.529999,2524200,50.160671
"177",50.310001,50.93,49.990002,50.93,3135400,50.557749
"178",50.619999,50.790001,50.34,50.619999,1905600,50.250013
"179",50.73,51.619999,50.599998,51.529999,2797300,51.153362
"180",51.369999,51.540001,51.029999,51.349998,2199100,50.974677
"181",51.48,51.560001,51.07,51.470001,2024600,51.093803
"182",51.389999,51.669998,51.049999,51.27,1639100,50.895264
"183",51.610001,52.439999,51.5,52.41,1933200,52.026931
"184",52,52.18,51.189999,51.43,2631300,51.054094
"185",51.279999,51.540001,50.849998,51.48,2346000,51.103728
"186",51.669998,51.73,50.580002,50.880001,4446000,50.508115
"187",50.529999,51.18,50.5,50.75,2551100,50.379064
"188",50.98,51.419998,50.73,51.330002,1828900,50.954827
"189",50.700001,50.900002,49.529999,49.529999,2890900,49.16798
"190",49.310001,49.630001,48.799999,49.02,5666800,48.661709
"191",48.59,49.77,48.580002,49.689999,4041200,49.32681
"192",49.75,49.900002,48.77,49.52,3120500,49.158055
"193",49.950001,50.529999,49.700001,50.43,2141400,50.061403
"194",50.279999,50.279999,49.400002,49.73,2002800,49.366519
"195",49.57,50.330002,48.790001,50.209999,2390300,49.84301
"196",50.139999,50.549999,49.759998,50.299999,2110500,49.932353
"197",50.650002,51.23,50.34,50.869999,4178800,50.498186
"198",51,51.220001,50.369999,50.380001,1831000,50.01177
"199",50.439999,50.720001,49.59,49.619999,4273900,49.257322
"200",49.630001,49.830002,48.049999,48.09,2947400,47.738507
"201",47.66,48.470001,46.889999,48.209999,2561800,47.857628
"202",48.099998,49.490002,47.93,49.209999,1710300,48.850319
"203",49.310001,50.169998,49.189999,49.889999,2053700,49.525349
"204",49.650002,49.73,48.830002,48.900002,2942000,48.542588
"205",48.799999,48.869999,47.860001,48.310001,2170900,47.9569
"206",48.380001,48.75,48.060001,48.18,1321700,47.827849
"207",47.869999,48.5,47.18,48.32,1568800,47.966825
"208",48.419998,49.16,48.23,48.93,1677700,48.572367
"209",48.709999,49.040001,48.48,48.919998,2052300,48.562438
"210",48.709999,49.490002,48.709999,49.400002,1407700,49.038933
"211",49.599998,50.110001,49.34,50,1859900,49.634546
"212",50.040001,50.150002,49.32,49.529999,2012500,49.16798
"213",49.310001,49.43,48.73,48.799999,1996500,48.443316
"214",48.889999,50.25,48.720001,50.110001,1837800,49.743743
"215",49.73,50.369999,49.66,50.259998,1746600,49.892644
"216",49.75,49.830002,48.939999,49.200001,1702600,48.840394
"217",49.549999,49.84,49.290001,49.610001,956100,49.247397
"218",49.869999,49.900002,48.959999,49.23,2372700,48.870174
"219",49.459999,49.459999,48.619999,49.299999,1658100,48.939662
"220",48.09,48.889999,47.830002,48.57,2279100,48.214998
"221",48.32,48.34,47.02,47.330002,2539000,46.984063
"222",47.439999,47.970001,47.200001,47.349998,1442000,47.003914
"223",47.34,48.029999,47.07,47.939999,1844800,47.589601
"224",47.490002,47.98,47.360001,47.619999,1397200,47.271941
"225",47.439999,47.869999,47.330002,47.66,2657500,47.311649
"226",48.09,48.740002,47.860001,48.59,1447300,48.234852
"227",48.869999,48.950001,48.650002,48.84,1614400,48.483025
"228",48.59,48.82,47.52,47.540001,1749300,47.192527
"229",47.75,47.91,46.73,47.110001,2137400,46.76567
"230",47.23,47.970001,47.23,47.41,1585400,47.063476
"231",48,49.990002,47.84,48.970001,4117600,48.612076
"232",48.970001,49.509998,48.549999,49.389999,2338300,49.029004
"233",49.169998,49.380001,48.419998,49.09,2078900,48.731197
"234",49.389999,49.970001,48.77,49.66,1510900,49.297031
"235",49.790001,50.130001,49.490002,49.849998,1667400,49.485641
"236",49.970001,50.040001,49.09,49.259998,2079200,48.899953
"237",49.209999,49.369999,48.82,48.98,2057100,48.622001
"238",48.75,48.919998,48.150002,48.32,1885100,48.32
"239",48.490002,49.02,48.259998,48.68,1687200,48.68
"240",48.700001,48.700001,47.939999,48.389999,3424400,48.389999
"241",48.18,48.57,48.169998,48.400002,934100,48.400002
"242",48.16,48.32,47.599998,47.759998,1341500,47.759998
"243",47.810001,48.630001,47.669998,48.5,2470300,48.5
"244",48.450001,48.98,48.389999,48.880001,1371700,48.880001
"245",48.939999,49.43,48.77,49.130001,1928000,49.130001
"246",49.25,49.5,48.830002,49.09,1439700,49.09
"247",48.669998,48.759998,48.209999,48.290001,1495600,48.290001
"248",48.529999,48.68,47.970001,48.02,840000,48.02
"249",47.669998,48.380001,47.139999,47.310001,1862800,47.310001
"250",47.139999,47.57,46.970001,47.459999,1098600,47.459999
"251",47.369999,47.57,46.52,46.66,1344300,46.66
"252",45.900002,47.209999,44.259998,46.84,1500900,46.84
"253",47,47.610001,46.950001,47.509998,1026800,47.509998
