"","TWC.Open","TWC.High","TWC.Low","TWC.Close","TWC.Volume","TWC.Adjusted"
"97",141.160004,144.600006,140.839996,142.979996,2957000,140.236736
"98",143.059998,143.889999,140.429993,140.600006,3359200,137.90241
"99",141.050003,143.020004,141.050003,142.589996,2867900,139.854219
"100",142.399994,144.639999,142.389999,143.75,1438600,140.991967
"101",143.029999,143.860001,142.009995,142.880005,1666600,140.138664
"102",145.410004,147.210007,144.679993,147.210007,3016900,144.385589
"103",149.419998,149.729996,146.970001,149.020004,2263000,146.160859
"104",148.380005,148.479996,144.850006,144.869995,2156400,142.090473
"105",146.309998,146.639999,144.449997,146.160004,1085700,143.355731
"106",145.940002,147.130005,144.759995,146.380005,1835100,143.571512
"107",146.210007,146.210007,142.080002,143.600006,7469200,140.844851
"108",143.639999,144,133.259995,136.5,11431100,133.881068
"109",136.5,136.649994,131,134.779999,10584000,132.194067
"110",135.369995,138.789993,134.809998,136.479996,5863900,133.861447
"111",138.669998,141.660004,137.5,141.050003,6931400,138.343773
"112",140.600006,141.190002,139.539993,140.009995,2992900,137.323718
"113",139.300003,141.940002,139.240005,141.770004,3867200,139.04996
"114",141.419998,142.899994,140.600006,142.589996,2794300,139.854219
"115",142.380005,143.789993,141.570007,143.610001,3275800,140.854653
"116",142.360001,143.710007,141.910004,143.710007,1905000,140.952741
"117",145.809998,145.809998,142.520004,142.520004,2277500,139.78557
"118",142.839996,146.25,142.839996,146.240005,2719900,143.434198
"119",145.619995,149.899994,145.619995,149.589996,2971000,147.476263
"120",149.309998,149.75,148.800003,149.529999,854000,147.417114
"121",149.889999,150,148.720001,149.279999,1160600,147.170646
"122",149.020004,149.100006,147.800003,148.220001,1096900,146.125627
"123",148.580002,149.490005,147.860001,149.289993,4353600,147.1805
"124",148.990005,149.589996,148.020004,149.490005,1667000,147.377686
"125",149.5,149.5,147.190002,147.949997,1686800,145.859438
"126",147.679993,149.070007,147.149994,147.529999,1367400,145.445374
"127",147.210007,148.770004,146.75,147.289993,1281800,145.20876
"128",146.990005,147.350006,145.699997,146.75,1040400,144.676397
"129",146.429993,147.119995,145.199997,145.199997,1270300,143.148296
"130",145.589996,148.25,145.300003,147.149994,1171900,145.070739
"131",144.820007,147.509995,144.710007,145.119995,1689900,143.069424
"132",145.610001,146.270004,143.5,144.080002,678400,142.044126
"133",143.580002,146.289993,143.029999,143.100006,1325500,141.077978
"134",143.479996,144.800003,142.75,144.039993,1367600,142.004683
"135",143.979996,146.630005,143.080002,146.350006,2272100,144.282055
"136",145.850006,149.899994,145.850006,149.309998,2676400,147.200221
"137",148.679993,151.119995,148.669998,150.070007,4683500,147.949492
"138",150.580002,152.820007,150.210007,150.979996,1759400,148.846622
"139",151.309998,151.570007,150.789993,151.149994,763700,149.014218
"140",151.509995,153.320007,150.770004,152.830002,1107900,150.670487
"141",152.460007,154.949997,151.839996,154.529999,1009200,152.346463
"142",154.110001,155.910004,153.25,154.669998,1222300,152.484484
"143",155.449997,155.949997,151.949997,152.059998,1222100,149.911363
"144",153.029999,153.539993,149.580002,150.660004,825300,148.531151
"145",149.800003,149.949997,146.149994,147.020004,1495300,144.942586
"146",146.809998,146.809998,143,145,2479100,142.951125
"147",146.160004,146.160004,143.600006,145.020004,1314300,142.970846
"148",146.080002,149.880005,145.990005,147.729996,2357600,145.642545
"149",147.809998,148.440002,146.360001,146.360001,1915400,144.291908
"150",146.479996,147.529999,145.119995,145.740005,1470800,143.680674
"151",147.580002,150.809998,146.389999,147.300003,1677100,145.218628
"152",145.240005,145.240005,140.229996,143.229996,3580700,141.206131
"153",143.679993,145.75,142.960007,143.369995,2653200,141.344152
"154",143.25,146.759995,142.830002,146.759995,2478800,144.68625
"155",145.520004,146.440002,142.589996,143.779999,2273700,141.748362
"156",143,144.320007,141.960007,143.330002,1728800,141.304724
"157",144.279999,146.490005,142.990005,146.089996,1385500,144.025719
"158",146.389999,146.389999,143.729996,144.160004,1412400,142.122998
"159",143.710007,145.460007,143.570007,145.070007,1163600,143.020143
"160",144.619995,145.529999,142.839996,144.369995,1133500,142.330022
"161",144.779999,145.339996,138.559998,139.100006,2310000,137.134499
"162",141.309998,141.309998,136.899994,137.770004,1979400,135.82329
"163",136.600006,138.380005,135.520004,136.130005,4236400,134.206464
"164",137.179993,138.050003,134.210007,137.529999,3023900,135.586676
"165",138.809998,143,138.509995,142.809998,2973200,140.792067
"166",142.429993,150.270004,140.240005,145.529999,6708400,143.473634
"167",145.979996,148.119995,145.279999,147.679993,2376600,145.593249
"168",147.199997,148.25,145.949997,146.600006,1844500,144.528522
"169",145.949997,146.539993,144.880005,145.869995,1379600,143.808827
"170",146.720001,146.990005,145.059998,145.860001,1508100,143.798973
"171",145.869995,146.479996,145.020004,146.210007,2401400,144.144034
"172",146.690002,148.059998,146.130005,147.529999,1563300,145.445374
"173",147.429993,150.289993,147.059998,149.740005,1583800,147.624153
"174",148.110001,149.580002,146.520004,147.679993,2284800,145.593249
"175",146.630005,148.240005,146.020004,147.759995,2450900,145.67212
"176",147.800003,148.369995,147,147.479996,2155200,145.396078
"177",147.139999,149.119995,146.270004,148.580002,1590000,146.48054
"178",148.679993,149.649994,148,149.089996,2247600,146.983329
"179",149.520004,152.970001,148.970001,152.240005,2643600,150.088828
"180",150.960007,155.070007,150.919998,154.619995,3646900,153.189864
"181",153.330002,153.740005,151.320007,152.399994,2311800,150.990396
"182",152.259995,154.220001,151.220001,154.050003,2182400,152.625144
"183",154.059998,155.669998,153.639999,155.509995,2104400,154.071631
"184",155.429993,157,154.149994,156.740005,2691100,155.290266
"185",156.199997,157.860001,155.309998,157.490005,1793500,156.033329
"186",158,158.339996,155.839996,157.839996,1916500,156.380082
"187",157.089996,159.309998,155.860001,159.020004,3746600,157.549176
"188",159.220001,159.940002,158.559998,159.729996,2902600,158.2526
"189",158.75,158.949997,154.429993,154.699997,2272700,153.269126
"190",156.410004,156.410004,152.509995,152.639999,2639600,151.228182
"191",153.559998,156.860001,153.559998,156.630005,2095600,155.181282
"192",156,156.550003,154.600006,154.970001,2502500,153.536633
"193",154.759995,158.410004,154.759995,158.380005,2119400,156.915096
"194",155.919998,157.5,154.399994,156.449997,2707200,155.002939
"195",156.039993,157.75,154.5,156.919998,2546900,155.468593
"196",156.970001,157.210007,155.089996,155.610001,1783900,154.170712
"197",155.940002,158.289993,155.610001,157.869995,2549600,156.409804
"198",158,158.470001,155.479996,155.539993,1615400,154.101353
"199",154.429993,155.229996,150.460007,151,3323300,149.603351
"200",150.669998,151.320007,149.050003,149.050003,2144200,147.67139
"201",148.960007,149.059998,147.100006,147.75,2329300,146.383412
"202",148.080002,148.300003,146.740005,147.279999,1957800,145.917758
"203",147.399994,149.839996,147.130005,149.270004,1594100,148.646312
"204",148.929993,151.330002,147.529999,149.880005,5241600,149.253763
"205",150.009995,151.960007,148.820007,151.809998,3285300,151.175692
"206",152,155.449997,150.539993,154.809998,3730200,154.163157
"207",153.589996,156.210007,153.070007,154.889999,1120700,154.242825
"208",154.690002,156.169998,154.550003,155.149994,1638900,154.501733
"209",154.880005,157.600006,154.75,157.25,2134500,156.592965
"210",157.639999,159.050003,157.300003,158.809998,1862800,158.146444
"211",159.130005,161.139999,158.440002,160.809998,3211800,160.138087
"212",159.940002,160.809998,156.889999,157.059998,2057500,156.403756
"213",156.660004,158.679993,156.440002,156.860001,1553300,156.204595
"214",158.339996,159.979996,157.529999,159.020004,1283800,158.355573
"215",158.860001,159.110001,157.669998,158.199997,1236600,157.538992
"216",157,157,145.440002,149.610001,10585800,148.984887
"217",150.25,152.5,150.229996,150.869995,4181600,150.239617
"218",150.869995,153.210007,150.559998,152,3577100,151.364901
"219",151.550003,151.630005,149.149994,149.639999,3593000,149.014761
"220",146.990005,152.649994,145.770004,148.759995,17494600,148.138433
"221",151.710007,157.820007,151,155.259995,19731000,154.611274
"222",156.690002,158,154.789993,156.369995,6953900,155.716637
"223",157.119995,158.75,155.630005,157.889999,6343200,157.23029
"224",156.839996,158.649994,156.130005,157.860001,4678300,157.200416
"225",158.100006,158.259995,154.919998,155.520004,3532600,154.870197
"226",156,157.419998,154.949997,157.25,2357100,156.592965
"227",158,159.25,157.770004,159.089996,2186800,158.425273
"228",157.160004,159.059998,155.460007,156.649994,2129800,155.995465
"229",156.039993,157.309998,154.630005,155.350006,2371100,154.700909
"230",155.690002,156.669998,154.270004,155.119995,2119000,154.471859
"231",156.770004,157,154.419998,154.679993,2470200,154.033695
"232",155.199997,156.089996,154.440002,154.779999,2229700,154.133284
"233",153.699997,155.270004,153.610001,154.869995,2462300,154.222904
"234",154.429993,155.940002,152.809998,152.820007,3243400,152.181482
"235",154.339996,155.669998,153.339996,155.630005,3118500,154.979738
"236",155.630005,156.630005,155.080002,156.440002,2363600,155.786351
"237",156.5,157.960007,155.169998,157.509995,2098900,156.851873
"238",157.970001,158.729996,157.160004,158,2429600,157.339831
"239",162.759995,167.080002,162.330002,166.550003,9815800,165.85411
"240",166.130005,168.210007,164.059998,165.520004,6631600,164.828414
"241",170.509995,172.210007,169.529999,171.179993,7323000,170.464754
"242",171.179993,184.889999,171.179993,183.600006,29796000,182.832873
"243",181.970001,183.779999,181.5,183.570007,4925800,182.802999
"244",183.350006,183.5,180,182.380005,4146400,181.617969
"245",182.539993,182.710007,180.889999,180.889999,4678700,180.134189
"246",181.860001,182.610001,180.279999,180.279999,3284100,179.526737
"247",180.149994,180.610001,178.580002,178.580002,2871200,177.833844
"248",178.800003,179.050003,176.330002,176.929993,3894300,176.190729
"249",175.619995,177.710007,174.639999,176.910004,3314000,176.170823
"250",176.919998,178.490005,176.220001,178.059998,1664300,177.316012
"251",177.729996,177.990005,175.850006,176.369995,4871900,175.633071
"252",176.259995,179.839996,175.419998,179.070007,5552800,178.321802
"253",179.350006,179.800003,178.5,179.100006,1693700,178.351675
