"","GS.Open","GS.High","GS.Low","GS.Close","GS.Volume","GS.Adjusted"
"156",174.550003,178.389999,172.820007,177.149994,3737000,176.04653
"157",178.809998,182.589996,177.25,182.039993,6228200,180.906069
"158",181.429993,182.979996,180.419998,180.490005,3123800,179.365736
"159",178.720001,180.990005,178.059998,180.419998,2736500,179.296165
"160",177.240005,178.639999,176.300003,176.490005,3335600,175.390652
"161",177.729996,177.970001,172.970001,173.050003,3017300,171.972077
"162",173.179993,176.300003,173.070007,175.990005,2421400,174.893767
"163",174.130005,175.690002,172.320007,172.410004,3037400,171.336065
"164",172.990005,175.600006,172.259995,175.490005,2975300,174.396881
"165",176.009995,180.479996,175.910004,180.240005,3766900,179.117293
"166",178.720001,180.710007,178.529999,178.779999,2980500,177.666381
"167",179.440002,181.600006,179.229996,180.770004,2434400,179.643991
"168",182.050003,184.619995,181.139999,183.429993,3224100,182.28741
"169",181.690002,182.949997,181.149994,182.220001,2421900,181.084956
"170",183.350006,184.800003,182.350006,184.559998,2556300,183.410376
"171",184.070007,188.190002,183.75,187.649994,4079600,186.481125
"172",188.25,190,187.399994,189.779999,3086700,188.597862
"173",189.869995,191.330002,188.339996,189,2720400,187.822722
"174",188.779999,190.630005,188.309998,190.020004,2123300,188.836373
"175",189.539993,190.039993,187.820007,188.669998,1850700,187.494776
"176",187.679993,189.850006,187.270004,189.110001,1470400,187.932038
"177",188.350006,191.639999,187.050003,191.509995,2317100,190.317082
"178",190.740005,190.740005,189.270004,190.309998,1691100,189.12456
"179",190.029999,193.279999,189.679993,192.220001,2627300,191.022666
"180",191.550003,192.449997,190.460007,191.720001,2775700,190.525781
"181",190.509995,192.470001,190,192.199997,2449300,191.602417
"182",191.190002,192.5,189.789993,189.789993,2572400,189.199906
"183",190,191.919998,189.779999,191.789993,1659400,191.193688
"184",190.699997,192.869995,190.570007,191.270004,1487800,190.675316
"185",190.350006,190.820007,188.979996,189.669998,1648500,189.080284
"186",190.130005,190.720001,189.070007,190.080002,1330100,189.489013
"187",187.580002,191.399994,186.580002,186.910004,4103600,186.328871
"188",187.300003,188.789993,186.570007,187.929993,2233700,187.345689
"189",185.589996,186.139999,182.710007,182.710007,2768500,182.141933
"190",183.300003,185.839996,183.009995,184.179993,2098600,183.607348
"191",185.940002,190,185.940002,189.949997,3114800,189.359413
"192",188.869995,189.740005,186.160004,189.339996,3095100,188.751309
"193",190.039993,192.490005,189.899994,191.899994,2127700,191.303347
"194",190.970001,191.240005,188.800003,190.570007,1883200,189.977495
"195",189.669998,193.039993,189.199997,192.320007,2790100,191.722054
"196",191.759995,191.759995,189.089996,189.970001,2097100,189.379355
"197",190.470001,193.919998,189.899994,193.130005,3473800,192.529533
"198",193.270004,194.25,191.960007,191.960007,1590500,191.363173
"199",191.940002,192.509995,191.160004,191.279999,1799100,190.685279
"200",191.080002,191.229996,187.350006,187.350006,2542000,186.767506
"201",186.520004,187.970001,185.020004,187.240005,2377200,186.657847
"202",187.190002,188.479996,186.270004,188.059998,1539600,187.475289
"203",189.240005,192,189.190002,191.020004,2403800,190.426093
"204",190.339996,190.550003,187.970001,187.970001,2146600,187.385573
"205",187.940002,192.330002,186.960007,192.229996,4031400,191.632322
"206",191.729996,192.729996,190.850006,191.550003,2296300,190.954444
"207",190.179993,192.639999,188.949997,192.050003,1997000,191.452889
"208",192.520004,193.639999,192.240005,192.389999,1778000,191.791829
"209",193.039993,193.850006,192.199997,192.559998,1997300,191.961298
"210",192.860001,195.089996,192.410004,194.889999,1986500,194.284056
"211",194.649994,195.860001,194.089996,195.639999,1764800,195.031724
"212",195.320007,197.380005,194.770004,195.580002,2196100,194.971913
"213",196.979996,198.490005,195.710007,197.720001,3267400,197.105259
"214",198.210007,202.139999,197.389999,201.100006,5066100,200.474755
"215",202.699997,202.869995,198.699997,200.210007,5976900,199.587522
"216",197.839996,198.25,195.649994,197.350006,4578400,196.736414
"217",199.070007,199.600006,197.919998,198.100006,2616600,197.484082
"218",198.970001,199.5,196.580002,196.839996,1868300,196.22799
"219",197.910004,199.160004,196.570007,198.320007,1938100,197.703399
"220",198.160004,200.490005,197.600006,199.309998,2053400,198.690311
"221",199,199.100006,197.449997,197.990005,1445700,197.374423
"222",198.759995,199.309998,196.369995,196.520004,1767100,195.908993
"223",196.199997,197.610001,194.399994,197.490005,1909400,196.875978
"224",195.789993,199.729996,195.479996,198.559998,2480600,197.942643
"225",198.399994,199.75,195.399994,196.419998,2732800,195.809298
"226",198.449997,198.570007,196.830002,197.529999,2029500,196.915847
"227",198.259995,199.720001,197.899994,199.300003,1581600,198.680348
"228",198.309998,200.389999,196.720001,197.289993,2287500,196.676588
"229",197.75,198.589996,194.009995,196.25,2433700,195.639828
"230",196.259995,197.949997,194.809998,197.389999,1795300,196.776283
"231",199.100006,201.339996,199.100006,200.5,3192500,199.876614
"232",200.289993,201.949997,200.289993,201.729996,1966700,201.102785
"233",200.479996,201.039993,198.070007,200.529999,2247500,199.90652
"234",200.470001,201.75,199.850006,201.429993,2143300,200.803715
"235",202.330002,202.880005,201.429993,202.619995,1957000,201.990018
"236",202.550003,202.970001,201.820007,202.970001,1742900,202.338936
"237",202.649994,205.179993,202.639999,204.660004,2164600,204.023684
"238",204.990005,206.199997,204.550003,205.399994,2370100,204.761373
"239",205.169998,205.960007,204.149994,205.080002,1831200,204.442376
"240",204.600006,205.210007,204.179993,204.949997,2225000,204.312775
"241",204.660004,208.259995,204.630005,207.800003,3040400,207.15392
"242",207.520004,207.520004,205,206.380005,3336300,205.738337
"243",206.889999,209.679993,205.869995,209.059998,3011500,208.409997
"244",208.080002,208.589996,207.279999,208.479996,3084900,208.479996
"245",208.229996,208.270004,205.619995,206.190002,2245300,206.190002
"246",207.320007,208.820007,206.889999,207.809998,2083300,207.809998
"247",206.850006,207.839996,205.649994,206.429993,2228100,206.429993
"248",207.520004,210.169998,206.770004,208.289993,2403500,208.289993
"249",207.600006,210.059998,207,208.869995,3411200,208.869995
"250",210.699997,211.940002,208.550003,210.449997,3217700,210.449997
"251",211.149994,211.699997,209.449997,209.789993,2171300,209.789993
"252",210,210.440002,207.619995,209.020004,2258800,209.020004
"253",209.720001,213.399994,209.360001,213.130005,2647300,213.130005
