"","STZ.Open","STZ.High","STZ.Low","STZ.Close","STZ.Volume","STZ.Adjusted"
"133",89.620003,91.75,89.480003,89.699997,1008800,89.460365
"134",89.779999,93.540001,89.339996,93.160004,1568800,92.911129
"135",94.279999,95.410004,93.889999,95.410004,1221300,95.155118
"136",95.620003,95.809998,94.589996,94.800003,1633400,94.546747
"137",95.419998,96.900002,95.419998,96.900002,1001300,96.641135
"138",97.5,99.260002,96.82,99.139999,1774700,98.875149
"139",99.370003,100.769997,99.370003,100.089996,746200,99.822608
"140",100.059998,100.639999,99.309998,99.940002,660500,99.673015
"141",99.620003,99.830002,98.779999,99.220001,878500,98.954937
"142",99.080002,99.43,98.379997,98.839996,909000,98.575947
"143",99.190002,99.25,98.099998,98.169998,1041600,97.907739
"144",98.169998,98.860001,96.529999,97.5,1991700,97.239531
"145",97.379997,100.25,96.589996,99.82,2422300,99.553333
"146",102.209999,105.349998,99.220001,100.459999,3278800,100.191622
"147",101.059998,103.779999,100.860001,103.050003,2156500,102.774707
"148",108.339996,109.239998,106.589996,107.639999,3613700,107.352441
"149",106.93,107.739998,106.449997,107.339996,1559000,107.05324
"150",107.389999,108.519997,106.529999,106.970001,1249900,106.684233
"151",107.620003,108.57,105.300003,106.300003,1623300,106.016025
"152",105.800003,108.489998,105.209999,108.43,2006700,108.140332
"153",109.360001,109.379997,107.699997,108.18,1056000,107.891
"154",108.169998,111.730003,108.160004,111.599998,2052200,111.301861
"155",112,112,110.519997,111,1289300,110.703466
"156",110.779999,111.25,109.910004,110.529999,2221200,110.23472
"157",111.190002,111.5,109.599998,111.400002,2453900,111.102399
"158",111,111.209999,110.139999,110.610001,858200,110.314508
"159",110.400002,111.860001,109.900002,111.720001,921500,111.421543
"160",110.669998,111.760002,110.18,111.290001,707000,110.992692
"161",111.449997,112.389999,110.190002,110.290001,772900,109.995363
"162",110.790001,111.870003,110.150002,111.779999,1170100,111.481381
"163",110.940002,111.489998,110,110.449997,1058200,110.154932
"164",110.449997,111.360001,109.470001,111.300003,844600,111.002667
"165",111.669998,111.800003,110.239998,111.32,1039300,111.022611
"166",111.120003,113.110001,110.75,112.059998,1355600,111.760631
"167",112.5,112.959999,112,112.660004,810800,112.359035
"168",112.330002,113.589996,111.5,112.910004,1116400,112.608367
"169",112.110001,112.599998,111.489998,111.860001,946800,111.561169
"170",112.379997,113.739998,112.260002,113.400002,870100,113.097056
"171",113.449997,114.190002,112.07,113.529999,826300,113.226706
"172",113.57,114.449997,112.889999,113.510002,966500,113.206762
"173",113.300003,113.480003,112.199997,113.029999,683000,112.728041
"174",113.019997,114.349998,112.510002,114.129997,731500,113.825101
"175",113.720001,114.809998,113.290001,114.68,640500,114.373635
"176",114.660004,115.010002,114.239998,114.779999,583200,114.473366
"177",114.699997,115.980003,113.809998,115.75,1010600,115.440776
"178",115.25,115.769997,114.809998,114.949997,860400,114.64291
"179",115.150002,116.230003,115.019997,115.709999,1150500,115.400882
"180",115.949997,116.050003,113.589996,114.139999,1154500,113.835077
"181",114.139999,115.949997,114.050003,115.779999,614900,115.470695
"182",116.050003,116.290001,114.410004,114.720001,718500,114.413529
"183",114.43,115.989998,114.080002,115.980003,667500,115.670165
"184",115.849998,115.959999,114.690002,115.150002,740100,114.842381
"185",115.07,115.360001,114.370003,114.43,512600,114.124303
"186",114.57,115.07,113.400002,113.82,571800,113.515932
"187",112.550003,112.739998,110.449997,110.910004,1154100,110.61371
"188",111.849998,115.360001,111.540001,115.230003,1607500,114.922169
"189",114.07,115.150002,113.550003,114.559998,1146400,114.253953
"190",114.589996,116.190002,114.169998,115.610001,1043900,115.301151
"191",115.989998,118.150002,115.720001,117.989998,1285700,117.67479
"192",117.760002,117.989998,115.849998,116.440002,917200,116.128935
"193",116.489998,118.5,116.230003,117.379997,1271200,117.066419
"194",116.629997,117.300003,114.779999,115.489998,773800,115.181469
"195",115.419998,117.879997,114.599998,117.239998,1391200,116.926794
"196",117,117.010002,115.540001,116.040001,622700,115.730002
"197",116.239998,118.400002,116.010002,118.25,1531800,117.934097
"198",118.050003,118.190002,116.970001,117,691100,116.687437
"199",117.050003,118.43,116.599998,117.870003,912900,117.555115
"200",118.379997,118.459999,115.089996,115.400002,1003400,115.091713
"201",114.809998,115.739998,114.080002,114.809998,631000,114.503285
"202",114.739998,115.199997,114.25,114.480003,1009700,114.174172
"203",115.150002,117.43,114.57,116.93,991500,116.617624
"204",116.400002,116.970001,115.470001,116.209999,1161500,115.899546
"205",116.139999,116.370003,114.75,116.220001,1333500,115.909522
"206",116.559998,118.059998,115.93,117.75,967100,117.435433
"207",117.470001,120.239998,117.440002,119.379997,1434800,119.061076
"208",119.379997,119.739998,118.139999,118.269997,907800,117.954041
"209",118.660004,119.849998,118.470001,119.169998,1482700,118.851638
"210",119.190002,121.879997,118.5,120.059998,1953600,119.73926
"211",120.879997,121.790001,119.419998,121.699997,1465100,121.374878
"212",121.800003,121.919998,119.809998,119.919998,957500,119.599634
"213",118.989998,119.419998,117.699997,118.019997,1072300,117.704709
"214",118.190002,118.669998,117.25,117.519997,715900,117.206044
"215",117.540001,118.239998,117.080002,117.360001,639600,117.046476
"216",116.550003,116.940002,115.43,115.980003,679000,115.670165
"217",116.650002,117.089996,116.120003,116.459999,538100,116.148879
"218",115.870003,118.129997,115.519997,117.290001,1016600,116.976663
"219",117,117.349998,115.900002,115.989998,967700,115.680133
"220",115.459999,116.870003,115.25,116,843800,115.690108
"221",115.919998,116.199997,115.260002,115.639999,685100,115.331069
"222",115.959999,116.550003,115.57,116.360001,820700,116.049147
"223",116,117.919998,116,117.120003,812100,116.807119
"224",116.449997,116.769997,115.879997,116.260002,850800,115.949416
"225",116.129997,116.93,115.739998,115.940002,1314900,115.630271
"226",116.470001,117.330002,115.849998,117.190002,1142400,116.876932
"227",117.080002,118.239998,116.779999,117.32,990200,117.006582
"228",116.779999,116.959999,115.730003,116.040001,1314400,115.730002
"229",116.510002,116.550003,114.769997,115.080002,813200,115.080002
"230",114.900002,116,114.650002,115.309998,1285800,115.309998
"231",115.849998,116.860001,115.849998,116.32,853300,116.32
"232",115.919998,118.580002,115.919998,117.220001,1241700,117.220001
"233",116.589996,116.699997,114.980003,115.68,1022200,115.68
"234",115.599998,116.529999,115.120003,115.610001,769600,115.610001
"235",116.5,117.580002,116.190002,117.510002,1030200,117.510002
"236",117.720001,118.510002,117.150002,118.449997,798300,118.449997
"237",118.629997,119.419998,118.330002,119.010002,719100,119.010002
"238",119.120003,120.339996,118.889999,119.510002,940500,119.510002
"239",119.559998,120.480003,119.150002,119.519997,637200,119.519997
"240",119.260002,119.989998,118.43,119.010002,592500,119.010002
"241",118.949997,119.260002,117.93,118.279999,544800,118.279999
"242",118.139999,118.580002,117.330002,117.489998,814100,117.489998
"243",117.779999,118.459999,117.279999,118.239998,487600,118.239998
"244",118.239998,119.309998,117.910004,119.029999,495500,119.029999
"245",119.029999,119.190002,117.339996,117.889999,766300,117.889999
"246",118.790001,120.730003,118.790001,119.839996,833400,119.839996
"247",119.18,120.419998,118.330002,120.019997,658100,120.019997
"248",120.769997,121.410004,119.730003,121.389999,814100,121.389999
"249",121.169998,121.370003,119.330002,119.550003,693000,119.550003
"250",119.139999,119.489998,118.010002,118.870003,704400,118.870003
"251",119.599998,121.099998,119.029999,119.889999,939500,119.889999
"252",120.059998,120.489998,118.879997,120.309998,686600,120.309998
"253",120.480003,121.949997,120.220001,121.75,787600,121.75
