"","KSS.Open","KSS.High","KSS.Low","KSS.Close","KSS.Volume","KSS.Adjusted"
"1",53.59,53.77,53.130001,53.23,2408600,51.829695
"2",53.060001,53.119999,52.32,52.369999,2497900,50.992318
"3",52.450001,52.599998,51.880001,52.25,2663300,50.875476
"4",52.25,52.400002,51.950001,52.119999,1880600,50.748894
"5",52.299999,52.880001,52.130001,52.77,1707800,51.381796
"6",52.689999,53.189999,52.580002,53.029999,1188000,51.634955
"7",53.02,53.490002,52.709999,53.029999,1520900,51.634955
"8",53.080002,53.279999,52.84,53.200001,1714600,51.800485
"9",52.860001,53.369999,52.360001,52.400002,3880200,51.021531
"10",52.48,52.860001,52.459999,52.810001,2248700,51.420745
"11",52.939999,53.310001,52.77,53.080002,1810900,51.683643
"12",53.060001,53.290001,52.689999,52.77,1385800,51.381796
"13",52.720001,53.139999,52.580002,53.02,1916200,51.62522
"14",52.93,53.279999,52.830002,53.23,2155500,51.829695
"15",53.130001,53.470001,52.630001,52.68,1829500,51.294164
"16",52.709999,53.220001,52.709999,53.16,1703100,51.761536
"17",52.939999,53.150002,52.18,52.349998,3814800,50.972843
"18",52.650002,53.209999,52.650002,52.950001,1624700,51.557062
"19",52.779999,53.119999,52.700001,53.02,2244300,51.62522
"20",52.810001,53.110001,52.439999,53.02,2334100,51.62522
"21",53.07,53.75,52.98,53.200001,2385000,51.800485
"22",52.82,52.970001,52.060001,52.07,2521700,50.70021
"23",52.02,52.080002,51.360001,51.509998,2551200,50.154941
"24",51.900002,51.900002,50.900002,51,2909200,49.658359
"25",50.970001,51.400002,50.939999,51.330002,3154800,49.979679
"26",51.52,52.080002,51.139999,51.630001,2618100,50.271787
"27",51.389999,52.220001,51.25,51.630001,2209900,50.271787
"28",51.810001,52.400002,51.560001,52.400002,1939800,51.021531
"29",52.299999,52.450001,52.029999,52.310001,1453200,50.933898
"30",52.32,52.549999,51.509998,51.66,2978200,50.300996
"31",51.740002,52.139999,51.66,51.82,1783500,50.456787
"32",51.799999,52.509998,51.77,52.099998,1999200,50.72942
"33",52.07,52.07,51.16,51.360001,1842400,50.008889
"34",51.529999,52.240002,51.259998,52.23,1626400,50.856001
"35",52.169998,52.639999,51.93,51.939999,1269400,50.573629
"36",52.099998,54.200001,52.02,53.560001,4392400,52.151015
"37",53.119999,54.130001,53.02,53.540001,3436100,52.131541
"38",53.349998,53.709999,53.07,53.560001,2635600,52.151015
"39",53.650002,54.139999,53.619999,53.740002,2600100,52.32628
"40",53.34,54.299999,53.18,53.959999,2122300,52.54049
"41",53.75,55,53.599998,54.73,2819000,53.290234
"42",55.009998,55.25,54.380001,54.450001,3486200,53.017602
"43",54.52,55.830002,54.470001,55.720001,2585700,54.254192
"44",55.939999,56.23,55.459999,55.830002,3170800,54.361299
"45",55.459999,56.080002,55.369999,55.93,2074600,54.458667
"46",54.75,55.130001,54.029999,55.110001,5936100,53.660239
"47",57.18,57.73,56.549999,56.91,7347600,55.412886
"48",57.07,57.080002,55.990002,56.880001,2990000,55.383677
"49",57.200001,57.73,56.830002,57.549999,1997200,56.036049
"50",57.880001,58.32,57.419998,57.740002,3244400,56.221053
"51",57.84,59.200001,57.610001,58.880001,3406300,57.331063
"52",58.860001,59.59,58.650002,59.290001,2911000,57.730277
"53",59.5,59.889999,59.310001,59.43,2611000,57.866594
"54",59.779999,59.880001,59.209999,59.610001,1244300,58.041859
"55",59.66,59.900002,59.330002,59.470001,1152600,57.905542
"56",59.610001,59.720001,59.119999,59.66,1535100,58.090543
"57",59.18,59.509998,58.75,59.400002,1240700,57.837384
"58",59.360001,59.41,58.57,58.790001,2538100,57.243431
"59",58.990002,59.360001,58.709999,59.110001,2720000,57.555012
"60",59.610001,59.849998,59.009998,59.139999,2389400,57.584222
"61",59.080002,60.75,58.950001,60.330002,4164300,58.742919
"62",60.200001,60.200001,58.950001,59.950001,3660600,58.372915
"63",59.189999,59.470001,58.48,58.790001,2578300,57.61826
"64",58.900002,59.439999,58.470001,59.279999,3357300,58.098492
"65",59.279999,59.310001,58.700001,58.889999,2119200,57.716265
"66",58.77,60,58.759998,59.849998,2354100,58.657131
"67",59.900002,60.73,59.639999,60.380001,3940600,59.17657
"68",59.459999,60.669998,59.43,60.349998,3333600,59.147165
"69",60.18,61.439999,60.080002,61.110001,3052800,59.89202
"70",61.32,61.790001,60.849998,61.52,2315100,60.293848
"71",62.25,63.540001,62.16,62.5,6693800,61.254315
"72",62.68,62.689999,61.93,61.990002,3926100,60.754482
"73",61.869999,62,61.419998,61.73,2138100,60.499661
"74",61.68,62.09,61.400002,61.889999,2053500,60.656472
"75",61.900002,62.509998,61.779999,62.459999,2650200,61.215111
"76",62.330002,62.389999,61.360001,61.360001,2481400,60.137037
"77",61.75,62.790001,61.75,62.189999,2566900,60.950492
"78",61.75,61.82,60.900002,61.259998,2519600,60.039028
"79",61.169998,61.330002,60.73,61.029999,2417500,59.813612
"80",60.889999,61.290001,60.299999,60.41,2081600,59.205971
"81",60.509998,61.110001,59.91,60.830002,2316000,59.617602
"82",61.299999,61.900002,61.209999,61.470001,2112500,60.244845
"83",61.610001,61.68,59.52,59.59,2951300,58.402314
"84",59.169998,59.290001,57.740002,57.84,5634100,56.687193
"85",58.110001,58.669998,57,58.060001,5169300,56.90281
"86",58.07,58.09,56.939999,57.139999,4883500,56.001144
"87",57.200001,57.799999,56.290001,56.610001,4406500,55.481709
"88",56.209999,56.869999,55.830002,56.02,4318200,54.903468
"89",56.32,57.619999,56.200001,56.700001,3595600,55.569915
"90",56.259998,56.700001,55.529999,56.459999,3485600,55.334697
"91",55.43,57.310001,55.389999,56.279999,3369000,55.158284
"92",56.68,56.82,55.759998,56.540001,3077500,55.413104
"93",56.540001,57.84,56.5,57.52,2520800,56.373572
"94",57.849998,58.810001,57.529999,58.709999,2335500,57.539853
"95",58.639999,59.369999,58.34,58.43,2113400,57.265434
"96",58.75,59.630001,58.66,59.200001,2137600,58.020088
"97",58.959999,59.299999,58.27,59.09,3158600,57.91228
"98",58.939999,59,57.759998,58.549999,3097300,57.383042
"99",54.970001,55.389999,53.880001,54.66,9071200,53.570574
"100",54.470001,55.049999,54.07,54.439999,3545800,53.354957
"101",54.23,55.169998,54.209999,54.799999,2165700,53.707783
"102",55.380001,55.470001,53.860001,54.220001,3384900,53.139345
"103",54.279999,55,54.009998,54.950001,2184600,53.854795
"104",54.709999,55.200001,54.110001,55.169998,2236000,54.070407
"105",55.470001,55.619999,54.860001,55.09,1838600,53.992004
"106",55.130001,56.970001,55.099998,56.810001,3660300,55.677724
"107",56.639999,57.700001,56.48,57.220001,2439500,56.079552
"108",57.110001,57.549999,56.52,56.57,2108600,55.442505
"109",56.400002,56.700001,55.919998,56.23,1916900,55.109282
"110",56.23,57.98,56.029999,57.91,4056200,56.755798
"111",56.310001,57.099998,55.32,56.07,4895600,54.952471
"112",56.07,57.18,55.810001,57.119999,2543100,55.981543
"113",56.970001,57.759998,56.68,57.34,2461400,56.197159
"114",57.139999,57.330002,56.32,57.130001,2084200,55.991345
"115",57.209999,57.59,56.990002,57.400002,1604600,56.255964
"116",57.330002,58.599998,57.220001,58.34,1659100,57.177228
"117",58.84,58.889999,57.68,58.220001,2308700,57.059621
"118",58.419998,59.200001,58.400002,58.919998,3085400,57.745666
"119",59.189999,59.779999,58.75,58.830002,2652100,57.657463
"120",58.73,59.349998,58.470001,58.669998,2375900,57.500649
"121",59.150002,59.880001,58.740002,59.619999,1848700,58.431715
"122",59.389999,59.459999,57.049999,57.529999,3393500,56.383371
"123",57.939999,58.330002,56.939999,57.23,2885800,56.089351
"124",57.040001,58.240002,56.849998,58.209999,3030600,57.049818
"125",57.98,58.080002,56.439999,56.810001,2944100,55.677724
"126",56.869999,57.27,56.32,57.060001,3602200,55.922741
"127",56.759998,56.91,56.09,56.419998,2404000,55.676035
"128",56.27,56.860001,55.869999,56.799999,2565800,56.051026
"129",56.950001,57.48,56.59,56.740002,2672100,55.991819
"130",57.220001,58.419998,56.75,56.900002,2696100,56.149709
"131",56.77,58.110001,56.5,57.27,3085900,56.514829
"132",57.43,58.240002,57.23,58.02,2722400,57.25494
"133",57.939999,58.299999,57.150002,57.18,2607000,56.426016
"134",57.490002,57.77,57.119999,57.639999,4689400,56.879949
"135",58.310001,59.59,57.900002,59.450001,3267000,58.666084
"136",59.580002,59.689999,58.959999,59.59,3243900,58.804237
"137",59.84,60.68,59.509998,60.57,2602300,59.771314
"138",60.91,62.02,60.880001,61.540001,3326900,60.728525
"139",61.59,61.830002,60.459999,60.459999,1255100,59.662764
"140",60.630001,61.040001,60.169998,60.200001,1576100,59.406194
"141",60.009998,61.119999,60.009998,60.650002,3172200,59.850261
"142",60.790001,61.110001,60.259998,60.720001,1951200,59.919338
"143",60.939999,61.799999,60.91,61.040001,2113100,60.235118
"144",61.150002,61.240002,59.049999,59.59,2649700,58.804237
"145",59.330002,59.849998,58.889999,59.23,2373100,58.448983
"146",59.330002,60.110001,58.380001,59.150002,3533500,58.37004
"147",60.900002,61.959999,60.380001,61.310001,4257400,60.501558
"148",61.720001,62.049999,61.439999,61.52,2574500,60.708788
"149",61.080002,61.18,60.18,60.209999,2227300,59.416061
"150",60.310001,60.950001,59.650002,60.630001,2018600,59.830524
"151",61.18,62.200001,60.41,60.639999,2100500,59.840391
"152",59.82,60.59,59.139999,59.919998,1910700,59.129884
"153",60.119999,60.360001,58.5,58.549999,1985400,57.77795
"154",58.59,59.5,58.259998,59.34,1938300,58.557534
"155",59.419998,59.740002,58,58.360001,2411800,57.590456
"156",58.299999,58.93,58.290001,58.66,1567400,57.8865
"157",59.02,60.25,58.73,60.189999,2315200,59.396324
"158",60.18,60.73,59.849998,60.18,2235500,59.386457
"159",59.950001,61.650002,59.630001,61.43,3164900,60.619975
"160",61.169998,61.549999,60.599998,61.080002,1944900,60.274591
"161",61.400002,62.200001,60.77,60.799999,1688100,59.998281
"162",61.029999,61.41,59.959999,60.75,2151700,59.948941
"163",60.279999,60.810001,59.630001,59.720001,2403800,58.932524
"164",59.990002,61.52,59.610001,61.439999,2971300,60.629841
"165",61.400002,62.990002,61.09,62.880001,3384500,62.050856
"166",65.610001,67.150002,64.279999,66.870003,11151300,65.988244
"167",66.870003,67.889999,66.239998,67.739998,4893400,66.846768
"168",67.739998,69.470001,67.349998,69.300003,6729100,68.386202
"169",69.160004,70.400002,68.660004,69.620003,4921300,68.701982
"170",69.720001,69.889999,69.150002,69.580002,3178200,68.662509
"171",69.75,70.25,69.169998,69.470001,2978100,68.553959
"172",70.160004,70.199997,68.760002,68.830002,3538100,67.922399
"173",68.949997,68.989998,67.839996,68.25,2850200,67.350045
"174",67.949997,68.970001,67.43,68.849998,2578200,67.942132
"175",68.639999,68.870003,68.209999,68.75,2626400,67.843452
"176",68.739998,69.029999,68.230003,68.370003,2175800,67.468465
"177",68.25,69.580002,67.830002,69.5,2332500,68.583562
"178",69.650002,70.160004,69.150002,70,4023700,69.076969
"179",70,70.440002,69.129997,69.970001,3246900,69.047366
"180",70,71.43,69.629997,70.900002,4372900,69.965103
"181",70.730003,73.199997,69.400002,71.690002,5530500,70.744687
"182",72.160004,74.660004,71.980003,73.800003,6150700,72.826865
"183",73.400002,74.410004,72.900002,74.260002,4168500,73.280798
"184",74.440002,74.940002,73.580002,74.5,3081200,73.517631
"185",74.449997,74.699997,73.940002,74.300003,2411600,73.320272
"186",74.589996,74.720001,73.599998,73.599998,2723100,72.629497
"187",73.610001,74.089996,73.150002,73.360001,2211800,72.392664
"188",73.260002,74.019997,73,73.709999,2016000,73.186984
"189",73.43,74.040001,73.089996,73.910004,2803100,73.38557
"190",73.849998,74.370003,73.330002,73.849998,1821900,73.32599
"191",73.860001,74.660004,73.860001,74.410004,1482800,73.882022
"192",74.260002,74.900002,73.690002,74.099998,2574400,73.574216
"193",74.400002,74.989998,73.790001,74.199997,2863500,73.673505
"194",73.769997,74.550003,73.75,74.330002,2688400,73.802588
"195",74.330002,75.360001,73.57,74.949997,2578900,74.418184
"196",74.940002,75.839996,74.580002,75.610001,1876200,75.073504
"197",75.370003,76.440002,75.370003,75.639999,2600500,75.10329
"198",75.989998,76.540001,75.580002,75.599998,2646800,75.063573
"199",75.379997,75.860001,74.910004,75.010002,2481800,74.477763
"200",75.150002,75.620003,74.669998,74.690002,3492000,74.160034
"201",74.519997,75.230003,73.889999,74.989998,2205200,74.457901
"202",75.290001,75.660004,74.870003,75.309998,2668400,74.77563
"203",74.959999,77.040001,74.660004,76.620003,1742300,76.07634
"204",76.669998,79.300003,76.610001,78.25,4850200,77.694771
"205",77.860001,78.660004,77.529999,78.160004,3157800,77.605413
"206",78.139999,79.529999,78.139999,79.07,2244500,78.508953
