"","KSS.Open","KSS.High","KSS.Low","KSS.Close","KSS.Volume","KSS.Adjusted"
"207",78.720001,79.599998,78.540001,78.809998,1815300,78.250795
"208",78.980003,79.419998,78.309998,78.360001,1708500,77.803991
"209",78.279999,78.839996,77.25,77.75,2949500,77.198319
"210",78.330002,78.699997,77.449997,77.669998,2530800,77.118885
"211",78.339996,78.669998,77.580002,78.400002,2652200,77.843708
"212",78.220001,78.940002,77.730003,77.730003,1509900,77.178464
"213",77.489998,77.699997,76.419998,76.580002,1998800,76.036623
"214",76.870003,77.440002,76.160004,76.199997,2263900,75.659314
"215",76.169998,76.809998,75.510002,76.309998,1864700,75.768534
"216",75.629997,76.290001,74.260002,74.470001,2994800,73.941594
"217",75.370003,75.599998,74.68,75.330002,2260500,74.795492
"218",75.370003,75.559998,74.400002,74.949997,1741300,74.418184
"219",75.339996,76.360001,74.669998,75.910004,2381800,75.371379
"220",75.769997,77.389999,75.459999,76.779999,2335300,76.235201
"221",76.279999,76.550003,73.889999,74.589996,4806300,74.060737
"222",75.120003,75.489998,72.809998,72.910004,3310400,72.392665
"223",72.699997,73.480003,71.940002,73.25,3137200,72.730249
"224",72.730003,73.099998,71.099998,71.099998,3668300,70.595503
"225",71.019997,72.169998,70.900002,71.650002,3889200,71.141604
"226",71.589996,73.25,71.260002,73.089996,2272300,72.571381
"227",73.120003,73.599998,72.779999,73.129997,1862000,72.611098
"228",72.779999,73.260002,71.410004,71.550003,2632300,71.042315
"229",72.120003,73.029999,71.629997,72.959999,2866300,72.442306
"230",73.089996,73.709999,72.309998,73.360001,2284800,72.839469
"231",74,74.889999,73.68,74.279999,3115600,73.752939
"232",75,75.239998,74.019997,74.300003,3353200,73.772802
"233",74.129997,74.800003,73.800003,74.300003,2865000,73.772802
"234",73.910004,74.68,73.190002,74.510002,4728000,73.981311
"235",67.089996,68.080002,64.25,64.620003,25648400,64.161487
"236",64.709999,66.25,64.169998,66.129997,8833200,65.660767
"237",66.230003,66.800003,65.599998,66.07,5796300,65.601195
"238",66.32,66.519997,65.709999,66.5,4414300,66.028144
"239",66.559998,66.860001,65.790001,65.839996,3764900,65.372824
"240",65.610001,66.599998,65.510002,65.910004,3428100,65.442334
"241",66.059998,66.800003,65.980003,66.099998,2877300,65.630981
"242",66.099998,66.5,64.949997,65.110001,2759700,64.648008
"243",65.400002,66.029999,65.199997,65.389999,3026600,64.92602
"244",65.610001,66.330002,65.269997,65.379997,3063100,64.916089
"245",65.239998,65.769997,64.919998,65.489998,2966300,65.025309
"246",65.489998,65.940002,64.629997,64.669998,2906400,64.211127
"247",65.029999,65.870003,64.800003,65.730003,3066500,65.263611
"248",65.879997,66.18,65.300003,65.339996,2147500,64.876371
"249",64.510002,65.540001,64.349998,64.839996,1938700,64.379919
"250",64.830002,64.959999,63.310001,63.419998,3991800,62.969997
"251",63.200001,63.310001,62.619999,62.709999,2402200,62.709999
"252",62.880001,63.040001,61.950001,62.049999,2320600,62.049999
"253",62.5,62.619999,61.700001,62.459999,2559500,62.459999
