"","BDX.Open","BDX.High","BDX.Low","BDX.Close","BDX.Volume","BDX.Adjusted"
"1",119.849998,120.080002,118.75,119.449997,740600,117.398455
"2",119.18,119.510002,118.809998,119.059998,586000,117.015154
"3",119.099998,119.279999,117.769997,118.199997,700800,116.169924
"4",118.599998,118.599998,117.370003,117.639999,471200,115.619544
"5",117.910004,119.790001,117.910004,118.220001,1442700,116.189585
"6",117.809998,118.389999,117.279999,117.730003,661700,115.708002
"7",117.760002,118.519997,116.980003,118.480003,630000,116.445121
"8",118.519997,118.82,117.709999,118.300003,672400,116.268212
"9",118.970001,119.010002,118.419998,118.459999,878600,116.42546
"10",118.699997,119,118.110001,118.489998,505000,116.454944
"11",118.199997,119.150002,117.82,117.900002,570400,115.875081
"12",118.050003,119.360001,118.050003,119.239998,692500,117.192063
"13",119.279999,119.790001,118.360001,119.669998,792100,117.614678
"14",119.239998,120.040001,119.220001,119.599998,495300,117.545881
"15",119.419998,119.889999,118.07,118.300003,750400,116.268212
"16",118.800003,119.980003,118.599998,119.779999,542600,117.722789
"17",119.779999,119.949997,119.089996,119.870003,437900,117.811247
"18",119.860001,120.25,119.43,120.120003,316400,118.056954
"19",119.660004,120.300003,119.440002,120.209999,364200,118.145404
"20",120.230003,120.230003,119.089996,119.779999,718300,117.722789
"21",120.410004,120.410004,119.019997,119.470001,639000,117.418116
"22",118.160004,119.120003,118.029999,118.870003,764300,116.828422
"23",118.970001,119.449997,118.730003,119.360001,481800,117.310005
"24",120,120.150002,118.919998,119.480003,380200,117.427946
"25",119.019997,119.849998,118.510002,119.029999,479100,116.985671
"26",119.650002,119.650002,118.529999,119.029999,546300,116.985671
"27",118.599998,118.900002,117.489998,117.599998,565100,115.58023
"28",117.82,119.150002,117.230003,118.610001,854500,116.572886
"29",117.970001,118.349998,117.129997,117.839996,587400,115.816106
"30",118.169998,118.949997,118.169998,118.239998,492100,116.209238
"31",118.260002,118.730003,118.120003,118.610001,506900,116.572886
"32",118.110001,119.029999,118.110001,118.489998,609100,116.454944
"33",118.489998,118.650002,117.959999,118.370003,465000,116.33701
"34",118.550003,119.029999,117.68,118.82,418300,116.779278
"35",118.790001,119.330002,118.330002,118.860001,560800,116.818592
"36",119.099998,119.510002,118.260002,119.379997,968400,117.329658
"37",118.370003,119.5,115.940002,116.239998,937700,114.243588
"38",115.839996,116.75,114.989998,116.080002,762300,114.086339
"39",115.970001,117.080002,114.980003,116.879997,684100,114.872595
"40",116.75,117.370003,115.589996,115.830002,845200,113.840633
"41",115.43,116.510002,115.129997,115.82,649000,113.830803
"42",116.489998,116.489998,114.360001,114.779999,633400,112.808664
"43",115.129997,116.400002,114.400002,116.349998,699800,114.351699
"44",116.550003,117,116.139999,116.620003,760000,114.617066
"45",116.440002,117.529999,116.370003,116.769997,763500,114.764484
"46",117.440002,117.739998,116.959999,117.739998,559400,115.717825
"47",117.879997,118.470001,117.730003,118.059998,257600,116.032329
"48",118.269997,118.809998,116.389999,117.269997,633700,115.255896
"49",117.82,118.199997,117.650002,117.900002,447700,115.875081
"50",117.910004,118.300003,117.379997,118.220001,392400,116.189585
"51",117.860001,118.18,116.800003,117.639999,753000,115.619544
"52",117.970001,118.089996,117.260002,117.529999,637300,115.511433
"53",117.629997,117.629997,116.709999,116.970001,407600,114.961053
"54",117.550003,117.970001,117.220001,117.459999,306800,115.442635
"55",117.43,117.849998,117.220001,117.730003,419600,115.708002
"56",117.620003,117.769997,116.650002,116.839996,660000,114.833281
"57",116.720001,116.870003,116.209999,116.480003,493800,114.479471
"58",116.830002,117.230003,116.220001,117.169998,659700,115.157615
"59",117.300003,117.540001,116.620003,116.849998,775000,114.843111
"60",117.410004,117.449997,116.900002,117.07,692400,115.059334
"61",117.5,117.830002,116.25,116.419998,515800,114.420496
"62",115.980003,116.230003,114.839996,116.220001,801500,114.76117
"63",116.400002,116.599998,115.019997,115.139999,844000,113.694725
"64",115.220001,115.75,114.529999,115.550003,1378400,114.099582
"65",115.879997,115.980003,114.900002,115.029999,706600,113.586105
"66",114.620003,115.239998,113.870003,115.190002,769600,113.744101
"67",115.209999,115.370003,113.160004,113.709999,1027200,112.282675
"68",113.769997,114.269997,113.019997,114.059998,663800,112.62828
"69",113.82,114.43,113.410004,114.290001,977300,112.855396
"70",114.400002,114.889999,113.949997,114.519997,691100,113.082505
"71",114.739998,115.209999,114.650002,115.010002,828300,113.56636
"72",115.730003,115.739998,113.599998,113.699997,1404100,112.272798
"73",113.5,113.540001,112.150002,112.75,974100,111.334726
"74",112.360001,112.900002,112.169998,112.629997,714800,111.216229
"75",112.790001,113.870003,112.480003,113.720001,838700,112.292551
"76",113.610001,114.110001,113.339996,113.769997,1774700,112.341919
"77",113.800003,114.510002,113.790001,114.120003,1016500,112.687532
"78",113.379997,114.489998,113.379997,114.349998,774900,112.914641
"79",114.349998,114.360001,113.739998,113.809998,1676000,112.381418
"80",114.029999,114.07,112.980003,113.599998,1478800,112.174055
"81",113.669998,114.419998,113.050003,114.120003,786000,112.687532
"82",114.900002,116.139999,114.610001,115.839996,1021500,114.385936
"83",124.510002,125.559998,122.050003,124.980003,12966300,123.411214
"84",124.779999,129.089996,124.059998,128,5753500,126.393303
"85",127.230003,129.919998,127.199997,129.899994,2845800,128.269447
"86",129.460007,130.210007,127.589996,127.940002,2846500,126.334058
"87",127.110001,128.860001,127.110001,127.870003,2268900,126.264937
"88",127.730003,128.020004,125.830002,125.830002,1763900,124.250543
"89",126.330002,127.589996,125.019997,125.07,1854000,123.500081
"90",123.449997,125.099998,121.110001,124.529999,2987800,122.966858
"91",122.800003,123.639999,120.290001,120.779999,2742600,119.263929
"92",121.410004,122.480003,120.760002,121.730003,1938300,120.202009
"93",122,123.019997,121.650002,122.660004,1908300,121.120336
"94",123.480003,124.18,122.559998,123.309998,2124700,121.762171
"95",123.75,124.860001,123.260002,123.720001,1931300,122.167028
"96",125.040001,125.529999,124.68,125,1130800,123.43096
"97",125.07,125.870003,124.980003,125.730003,902500,124.1518
"98",125.540001,126.230003,125.43,125.800003,854000,124.220921
"99",126.540001,126.709999,125.769997,126.519997,939100,124.931877
"100",126.449997,127.129997,126.010002,126.769997,776900,125.178739
"101",126.239998,127.559998,125.57,127.519997,1150200,125.919325
"102",129.339996,129.339996,127.870003,128.699997,1320900,127.084513
"103",128.539993,128.679993,126.870003,127.419998,1090100,125.820581
"104",129.5,131.149994,125.940002,126.339996,1563500,124.754136
"105",126.809998,128.360001,126.809998,127.220001,1360100,125.623095
"106",127.510002,127.980003,126.489998,127.93,942100,126.324182
"107",128.039993,128.199997,125.349998,125.540001,1293600,123.964183
"108",125.800003,128.330002,125.580002,128.300003,986300,126.68954
"109",128.300003,128.929993,127.739998,128.759995,740700,127.143758
"110",128.220001,129.429993,128.220001,129.350006,1001000,127.726363
"111",129.75,129.779999,128.990005,129.309998,763900,127.686857
"112",129.080002,129.690002,128.710007,129.199997,795600,127.578237
"113",129.199997,130.119995,128.889999,129.539993,813500,127.913966
"114",129.539993,131.149994,129.25,130.940002,1072300,129.296402
"115",131.009995,131.070007,129.389999,130.110001,1094300,128.476818
"116",130.119995,130.419998,129.039993,130.399994,970600,128.763171
"117",131.570007,131.789993,129.990005,130.380005,1280200,128.743433
"118",130.830002,131.139999,129.960007,131.110001,697500,129.464266
"119",131.029999,135.270004,131.029999,134.729996,2154700,133.038822
"120",136.850006,141.679993,136.789993,141.259995,2971100,139.486854
"121",141.520004,142.330002,139.970001,140.330002,868800,138.568535
"122",140.029999,141.559998,138.809998,141.149994,1317300,139.378234
"123",141.119995,141.639999,140.220001,141.020004,1307400,139.249876
"124",140.770004,140.800003,139.899994,140.369995,868500,138.608026
"125",140.539993,142.559998,139.880005,140.679993,1193800,138.914132
"126",140.610001,140.740005,138.710007,139.149994,852800,137.403339
"127",138.860001,140.809998,138.559998,139.779999,1245200,138.623165
"128",138.410004,139.539993,137.449997,139.449997,1189400,138.295894
"129",139.130005,139.320007,136.520004,136.649994,985300,135.519064
"130",137,139.259995,137,138.020004,1134300,136.877736
"131",137.020004,138.589996,136.649994,136.990005,1534500,135.856262
"132",137.740005,137.899994,135.029999,135.75,1324900,134.626519
"133",135.320007,136.110001,134,134.039993,1271900,132.930664
"134",135.050003,137.100006,134.479996,136.800003,1614600,135.667832
"135",138.240005,140.440002,137.559998,140.429993,1612100,139.267779
"136",141.179993,141.440002,139.490005,139.809998,1545300,138.652915
"137",139.320007,140.380005,138.990005,140,815400,138.841345
"138",140.960007,141.300003,137.830002,138.460007,1176000,137.314097
"139",138.940002,141.080002,138.550003,139.899994,351700,138.742167
"140",140.169998,140.979996,139.199997,139.339996,554100,138.186804
"141",138.929993,139.779999,138.660004,139.610001,678400,138.454574
"142",139.539993,141.160004,139.539993,139.929993,703200,138.771917
"143",140.229996,141.690002,138.970001,139.160004,901400,138.008301
"144",140.270004,140.880005,139.380005,139.860001,1410400,138.702505
"145",140,142.440002,139.630005,140.720001,1390500,139.555388
"146",141.5,141.830002,139.25,140.449997,2312900,139.287618
"147",140.919998,143.970001,140.919998,143.740005,1376800,142.550398
"148",144.979996,146.740005,144.690002,146.360001,1340700,145.14871
"149",145.110001,145.850006,144.350006,144.630005,903500,143.433032
"150",144.800003,145.020004,142.979996,143.559998,885800,142.37188
"151",145.029999,145.649994,140.729996,141.720001,1689600,140.547112
"152",140.369995,141.639999,138.979996,140.809998,1691600,139.644639
"153",140.809998,142.100006,140.470001,140.669998,1193300,139.505799
"154",140.389999,140.899994,139.089996,140.380005,1338400,139.218205
"155",141.309998,142.039993,139.089996,140.279999,1218600,139.119027
