"","BDX.Open","BDX.High","BDX.Low","BDX.Close","BDX.Volume","BDX.Adjusted"
"156",141.610001,143.119995,140.279999,142.850006,1272400,141.667764
"157",142.850006,145.539993,142.380005,145.169998,1027200,143.968556
"158",144.240005,144.490005,143.139999,143.399994,820700,142.213201
"159",142.759995,143.570007,141.669998,143.490005,726900,142.302467
"160",142.289993,143,141.039993,142.220001,780100,141.042974
"161",142.880005,143.589996,140.539993,140.820007,1111900,139.654566
"162",140.600006,140.649994,138.75,140.309998,1204900,139.148777
"163",139.050003,139.990005,138.009995,138.080002,1601200,136.937237
"164",137.509995,139.800003,136.020004,139.520004,1464400,138.365322
"165",140.699997,141.839996,139.929993,141.229996,973400,140.061161
"166",140.639999,141.119995,139.100006,139.919998,1509100,138.762006
"167",143.759995,146.229996,143.070007,145.289993,1785500,144.087558
"168",145.399994,146.520004,142.610001,143.320007,1654600,142.133876
"169",143.220001,143.220001,140.330002,140.949997,1136700,139.78348
"170",141.389999,142.429993,141.070007,141.809998,973300,140.636363
"171",142.080002,142.649994,140.570007,141.830002,973400,140.656202
"172",144.270004,144.710007,142.179993,142.990005,1343500,141.806605
"173",142.630005,143.850006,142.089996,143.710007,809600,142.520648
"174",143.690002,144.270004,143.270004,143.820007,950400,142.629738
"175",143.820007,144,142.940002,143.889999,705800,142.699151
"176",143.440002,143.600006,142.679993,143.389999,1240400,142.203289
"177",143.190002,145.520004,143.009995,145.509995,1572300,144.305739
"178",145.460007,147.5,145.25,146.880005,1111500,145.664411
"179",147.119995,149.139999,146.899994,148.699997,1327900,147.46934
"180",148.699997,148.839996,147.649994,148.110001,1052700,146.884227
"181",148.100006,148.75,147.470001,148.539993,994600,147.310661
"182",148.899994,148.899994,146.470001,146.720001,1193500,145.505731
"183",146.720001,148.410004,146.720001,148.039993,833100,146.814799
"184",147.429993,147.429993,145.630005,146.259995,743300,145.049531
"185",146.259995,148.699997,145.649994,148.360001,1565600,147.132158
"186",148.75,149.979996,148.490005,149.5,991000,148.262722
"187",147.5,147.990005,144.509995,144.880005,1409900,144.259931
"188",145.169998,145.830002,144.270004,145.210007,1173000,144.588521
"189",144.029999,144.270004,142.389999,142.389999,1441600,141.780583
"190",142.339996,143.009995,140.839996,140.990005,1685900,140.386581
"191",141.520004,143.339996,141.300003,143.039993,1089700,142.427795
"192",143.039993,143.300003,140.830002,141.850006,921500,141.242901
"193",142.509995,144.5,142.289993,142.289993,2343500,141.681005
"194",141.990005,142.380005,140.759995,141.550003,1848800,140.944182
"195",140.860001,145.089996,140.169998,144.509995,1963900,143.891505
"196",144.839996,145.210007,143.940002,144.929993,1542000,144.309705
"197",145.809998,146.479996,144.679993,144.720001,2087300,144.100612
"198",144.899994,145.970001,144.369995,145.5,916100,144.877273
"199",146.169998,147.940002,144.139999,144.199997,1301700,143.582834
"200",144.509995,145.279999,142.600006,142.610001,3360000,141.999642
"201",142.25,144.210007,142,143.210007,1027900,142.597081
"202",143.589996,145.190002,143.529999,144.589996,997900,143.971164
"203",145.169998,146.009995,144.910004,145.639999,650600,145.016673
"204",145.360001,146.070007,143.550003,143.589996,1059700,142.975444
"205",143.630005,143.630005,140.869995,141.949997,1197100,141.342464
"206",142.199997,142.910004,141.029999,141.229996,1081800,140.625544
"207",140.119995,142.479996,139.800003,141.460007,1594000,140.85457
"208",142.270004,143,140.649994,140.710007,886800,140.10778
"209",141.580002,142.070007,140.660004,141.360001,690000,140.754992
"210",141.149994,142.619995,140.729996,142.509995,672600,141.900064
"211",142.470001,144.059998,142.190002,143.210007,760800,142.597081
"212",143.210007,144.479996,142.279999,142.449997,868800,141.840324
"213",142.25,142.710007,140.419998,141.309998,1046200,140.705203
"214",141.770004,142.330002,140.580002,140.809998,1066000,140.207343
"215",140.800003,143.179993,140.800003,142.389999,1251800,141.780583
"216",141.149994,141.960007,140.25,141.529999,1110900,140.924263
"217",142.470001,144.289993,142.410004,144.220001,1313600,143.602752
"218",144.619995,146.089996,144.279999,145.570007,1606400,144.946981
"219",145.380005,145.699997,143.880005,144.330002,1098300,143.712282
"220",143.440002,144.970001,143.229996,144.350006,807900,143.732201
"221",144.190002,145.169998,143.369995,144.330002,561800,143.712282
"222",144.529999,144.589996,141.669998,142.039993,831200,141.432075
"223",142.029999,143.320007,140.020004,143.270004,932400,142.656821
"224",142.350006,143.149994,140.970001,142.179993,1174200,141.571475
"225",142.179993,142.179993,140.050003,140.869995,1313000,140.267084
"226",141.050003,142.339996,141.050003,142.190002,778600,141.581442
"227",142.860001,144.559998,142.699997,143.940002,1022900,143.323952
"228",144,144,141.550003,142,1073100,141.392253
"229",142.179993,142.529999,140.520004,141.080002,1321200,140.476192
"230",141.5,144.75,141.5,142.800003,1169200,142.188832
"231",143.160004,143.509995,141.279999,142.009995,1539000,141.402204
"232",141.429993,143.199997,141.110001,141.580002,1443800,140.974052
"233",140.360001,141.259995,139.039993,139.160004,1721600,138.564411
"234",140.009995,140.009995,138.119995,138.860001,1385700,138.265692
"235",139.759995,141.119995,139.119995,141.039993,810300,140.436355
"236",140.990005,141.479996,140.550003,141.479996,807100,140.874474
"237",141.350006,142.110001,140.880005,141.610001,733400,141.003922
"238",141.350006,142.130005,141.089996,141.419998,842700,140.814733
"239",141.259995,142.059998,141.050003,141.380005,642000,140.774911
"240",141.229996,142.690002,140.949997,142.410004,872900,141.800501
"241",142.279999,143,141.610001,141.940002,808500,141.332512
"242",141.509995,141.929993,139.929993,140.279999,1040500,139.679613
"243",140.339996,141.910004,139.899994,141.550003,589300,140.944182
"244",141.259995,142.339996,140.380005,141.429993,944300,140.824685
"245",141.350006,142.059998,140.179993,140.509995,1203600,139.908624
"246",141.399994,141.919998,139.789993,140.820007,943400,140.21731
"247",140.009995,141.220001,139.110001,140.509995,1080400,139.908624
"248",140.559998,141.039993,139.809998,140.580002,930400,139.978332
"249",139.839996,140.789993,139.5,140.190002,819200,139.590002
"250",139.449997,140.169998,139,140.029999,996400,140.029999
"251",140.330002,140.940002,139.470001,139.570007,1048400,139.570007
"252",139.300003,139.729996,137.820007,137.929993,1299100,137.929993
"253",138.110001,140.279999,137.869995,140.050003,1425700,140.050003
