"","APA.Open","APA.High","APA.Low","APA.Close","APA.Volume","APA.Adjusted"
"1",94.459999,95.169998,94.160004,95.050003,2533300,93.770672
"2",94.68,95.599998,94.510002,95.410004,2331300,94.125827
"3",95.779999,97.150002,95.75,96.309998,3204700,95.013707
"4",96.870003,97.739998,96.510002,97.660004,2778300,96.345543
"5",97.900002,98.269997,97.519997,98.199997,2465800,96.878268
"6",97.739998,98.260002,97.32,98,3183000,96.680963
"7",98.040001,99.720001,97.900002,99.599998,3067200,98.259426
"8",99.129997,100.400002,98.980003,100.019997,3091000,98.673771
"9",100.190002,100.839996,99.730003,100.690002,4327900,99.334759
"10",101.480003,102.339996,101,101.599998,3984800,100.232507
"11",101.620003,101.720001,98.510002,98.849998,3273100,97.519521
"12",99.099998,99.550003,98.190002,99.379997,3205600,98.042386
"13",99.610001,99.699997,98.720001,99.690002,1947700,98.348219
"14",99.470001,99.849998,98.959999,99.760002,2011800,98.417276
"15",99.809998,101.980003,99.690002,100.620003,3727800,99.265701
"16",100.949997,101.440002,100.139999,100.510002,1955000,99.157181
"17",100,100.5,99.400002,99.849998,2020000,98.506061
"18",99.849998,100.220001,99.400002,100.029999,1086200,98.683639
"19",100.459999,100.459999,98.830002,99.050003,1945100,97.716833
"20",98.589996,99.43,98.290001,98.459999,2621500,97.13477
"21",98.5,99.75,98.470001,99.650002,1952700,98.308756
"22",98.419998,99.620003,97.879997,99.220001,2203000,97.884543
"23",98.720001,99.089996,97.370003,97.400002,2191900,96.08904
"24",97.93,98.910004,97.919998,98.550003,1949200,97.223563
"25",97.989998,98.800003,97.32,97.940002,2603200,96.621773
"26",98.5,99.900002,98.459999,99.870003,2525900,98.525796
"27",100,101.5,98.809998,98.910004,2912600,97.578718
"28",99.040001,99.239998,98.199997,98.580002,2143500,97.49959
"29",98.419998,98.690002,97.809998,98.559998,1441500,97.479805
"30",103.720001,104,102.220001,103.120003,5865300,101.989834
"31",102.980003,103.510002,101.470001,103.480003,3969900,102.345889
"32",103.360001,103.370003,102.379997,102.599998,3707600,101.475529
"33",102.239998,103.440002,101.160004,101.849998,1317300,100.733749
"34",101.389999,101.940002,100.639999,101.269997,1803300,100.160103
"35",100.989998,101.959999,100.709999,101.32,1934600,100.209558
"36",102.190002,102.650002,100.75,101.290001,2321300,100.179888
"37",103.080002,104.57,101.900002,102.660004,6190300,101.534876
"38",102.349998,102.690002,99.75,100.32,4280200,99.220518
"39",99.879997,102.599998,99.699997,102.290001,3956800,101.168929
"40",101.709999,101.709999,98.449997,99.379997,4064700,98.290818
"41",98.910004,101.669998,98.879997,99.949997,2386600,98.854571
"42",100.440002,100.660004,97.910004,98.57,2902600,97.489698
"43",98.989998,100.699997,98.639999,100.379997,1895300,99.279858
"44",100.400002,101.110001,99.709999,99.870003,1887500,98.775453
"45",99.580002,99.860001,98,98.470001,2691100,97.390795
"46",98.790001,100,98.290001,98.599998,2302300,97.519368
"47",99.050003,99.339996,97.68,97.940002,2861700,96.866605
"48",98.440002,99.110001,97.870003,98.68,3567800,97.598493
"49",99.309998,99.870003,97.599998,98.5,2694500,97.420465
"50",98.830002,99.889999,98.830002,99.269997,2441600,98.182023
"51",99.339996,100.470001,98.650002,100.339996,2446900,99.240296
"52",100.019997,101.419998,99.559998,101.129997,1883500,100.021638
"53",100.949997,100.949997,99.709999,99.82,1657000,98.725998
"54",100.120003,101.660004,100.029999,101.43,1757600,100.318353
"55",101.5,102.550003,101.410004,101.550003,2037200,100.437041
"56",101.660004,102.290001,101.019997,101.529999,1643100,100.417256
"57",101.449997,101.870003,101.040001,101.370003,2164000,100.259013
"58",100.809998,102.029999,100.809998,101.830002,3026100,100.713971
"59",101.82,101.910004,99.559998,100.160004,2349900,99.062276
"60",101.330002,102,100.260002,100.360001,2137500,99.260081
"61",100.209999,100.870003,98.099998,98.760002,2218300,97.677618
"62",98.260002,99.699997,98.260002,99.529999,2535200,98.439175
"63",98.800003,98.860001,97.349998,97.93,2198600,96.856713
"64",97.900002,98.589996,96.639999,97.110001,2749400,96.0457
"65",96.739998,97.360001,95.910004,97.279999,2609000,96.213835
"66",96.099998,97.669998,95.809998,97.629997,2088500,96.559997
"67",97.25,97.5,96.080002,96.239998,1621600,95.185232
"68",95.919998,97.32,95.220001,97.120003,1858900,96.055592
"69",97.269997,98.75,97.129997,97.82,2294600,96.747917
"70",98.269997,98.57,97.330002,97.5,3594900,96.431425
"71",97.879997,98.269997,96.540001,97.010002,1908700,95.946797
"72",97.550003,97.970001,96.510002,96.510002,2566000,95.452277
"73",96.089996,96.419998,94.25,94.519997,2598500,93.484082
"74",94.470001,95.970001,94.300003,95.059998,1647700,94.018164
"75",94.389999,95.529999,92.900002,94.849998,2817000,93.810467
"76",95.029999,95.139999,93.309998,93.309998,1892600,92.287344
"77",93.360001,95.169998,92.949997,94.620003,1507700,93.582992
"78",93.330002,94.919998,92.980003,94.68,1823800,93.642332
"79",94.410004,94.669998,92.839996,93.870003,3647300,92.841212
"80",93.589996,93.870003,90.769997,91.050003,4988000,90.052118
"81",90.059998,90.129997,87.68,88.739998,5087400,87.76743
"82",88.769997,89.059998,86.769997,86.949997,4516600,85.997047
"83",87.410004,87.410004,85.760002,86.190002,6632400,85.245382
"84",85.459999,86.550003,84.150002,84.209999,3126000,83.287079
"85",83.769997,85.459999,82.970001,85.43,3927100,84.493709
"86",84.800003,85.190002,81.790001,81.879997,3215200,80.982613
"87",81.480003,82.139999,79.309998,79.910004,4893200,79.03421
"88",79.900002,80.720001,75.830002,75.93,5008100,75.097827
"89",76.410004,77.269997,74.139999,74.400002,4403600,73.584597
"90",72.510002,72.889999,69.279999,72.669998,10104700,71.873554
"91",70.830002,74.529999,70.660004,73.230003,6222800,72.427421
"92",74.400002,75.309998,72.720001,72.849998,6391600,72.051581
"93",73.050003,73.32,71.760002,72.93,4547800,72.379092
"94",73.610001,75.650002,73.540001,75.529999,4278800,74.95945
"95",75.480003,76.269997,73.82,73.870003,3857600,73.311994
"96",74.809998,76.870003,74.629997,76.080002,4556800,75.505298
"97",75.839996,76.110001,74.589996,75.809998,2237800,75.237334
"98",74.519997,74.519997,72.470001,73.050003,4162700,72.498188
"99",73.57,75.690002,72.900002,75.239998,4255700,74.67164
"100",75.959999,77.230003,75.690002,76.389999,3288700,75.812954
"101",75.349998,76.400002,74.589996,75.809998,2754200,75.237334
"102",75.889999,77.279999,74.589996,77.199997,3613500,76.616833
"103",78.019997,78.650002,76.160004,76.400002,5192300,75.822881
"104",75.419998,76,73.580002,74.209999,5463100,73.649422
