"","DG.Open","DG.High","DG.Low","DG.Close","DG.Volume","DG.Adjusted"
"56",63.860001,64.309998,63.549999,63.700001,6215300,63.334952
"57",63.66,65.040001,63.389999,64.199997,6081900,63.832083
"58",64.300003,64.419998,63.41,63.990002,3665000,63.623291
"59",64.5,65.099998,64.209999,64.360001,3899100,63.99117
"60",64.379997,64.580002,64.080002,64.480003,2254700,64.110485
"61",64.120003,64.480003,64.040001,64.480003,5648100,64.110485
"62",63.25,63.389999,62.310001,63.009998,13103900,62.648904
"63",63.040001,64.739998,62.599998,63.389999,4873200,63.026727
"64",63.259998,64.07,62.970001,63.419998,5494200,63.056554
"65",63.580002,63.91,63.259998,63.700001,3793300,63.334952
"66",63.540001,63.900002,63.459999,63.77,2325400,63.404551
"67",64.050003,64.089996,63.700001,63.93,3984700,63.563634
"68",63.93,64,63.459999,63.470001,2588000,63.106271
"69",63.439999,63.93,63.360001,63.860001,4455300,63.494035
"70",63.799999,64.080002,63.549999,63.599998,2990700,63.235523
"71",63.669998,63.75,62.34,63,5863900,62.638963
"72",63.330002,63.459999,62.66,63.099998,4543000,62.738388
"73",62.82,62.919998,61.849998,61.970001,4110500,61.614867
"74",61.869999,62.43,61.529999,61.970001,3354000,61.614867
"75",61.860001,62.509998,61.830002,62.279999,1837500,61.923088
"76",62.09,62.27,61.200001,61.200001,1937800,60.849279
"77",61.439999,61.849998,61.209999,61.490002,2215900,61.137618
"78",61.18,62.02,61.150002,61.330002,1333700,60.978535
"79",61.119999,61.43,60.779999,61.110001,3255700,60.759795
"80",61.23,61.259998,59.950001,60.279999,4873800,59.934549
"81",59.889999,61.110001,59.889999,61.060001,4012000,60.710082
"82",61.549999,62.529999,61.290001,62.41,2641400,62.052344
"83",62.549999,62.560001,61.73,61.830002,2591900,61.47567
"84",61.599998,61.599998,61.009998,61.049999,1637900,60.700137
"85",61.200001,61.790001,61.009998,61.610001,3906700,61.256929
"86",61.5,61.599998,60.389999,60.630001,3511300,60.282546
"87",60.799999,61.310001,59.91,59.939999,3478400,59.596498
"88",59.91,59.990002,58.41,58.470001,4507700,58.134924
"89",58.740002,59.240002,58.299999,58.509998,5381900,58.174692
"90",57.66,59.849998,57.09,58.68,8710200,58.34372
"91",57.98,59.400002,57.599998,58.77,4920500,58.433204
"92",59.450001,60.73,59.09,59.950001,5670900,59.606442
"93",60.02,61.650002,60.009998,61.52,6231500,61.167445
"94",61.799999,62.450001,61.619999,62.189999,4435100,61.833603
"95",62.290001,62.380001,61.130001,61.16,3247700,60.809507
"96",61.689999,62.369999,61.57,62.259998,1862000,61.903202
"97",62.110001,62.330002,61.52,62.25,2587500,61.893261
"98",62.389999,62.450001,61.73,62.110001,2046600,61.754064
"99",62.389999,62.669998,61.779999,62.669998,1808700,62.310852
"100",62.57,62.790001,61.599998,61.970001,2169900,61.614867
"101",61.900002,62.75,61.82,62.450001,1888300,62.092116
"102",63.110001,63.419998,62.419998,62.669998,1964000,62.310852
"103",62.880001,63.299999,62.5,63.099998,2650800,62.738388
"104",62.849998,64.099998,62.849998,64,4212400,63.633232
"105",64.25,64.400002,63.25,63.32,1680000,62.957129
"106",63.52,64.199997,63.23,64.010002,2121700,63.643177
"107",63.880001,64.620003,63.66,64.410004,3323700,64.040886
"108",64.269997,65.169998,64.239998,64.459999,2485100,64.090595
"109",64.5,65.610001,64.339996,65.540001,5502900,65.164408
"110",65.43,65.510002,64.260002,64.900002,3157300,64.528076
"111",65.300003,65.440002,64.629997,64.839996,2084300,64.468415
"112",65.019997,65.239998,64.389999,64.650002,2221900,64.279509
"113",64.650002,65.410004,64.599998,65.300003,4826100,64.925785
"114",65.160004,66.209999,65.010002,66.169998,3577100,65.790795
"115",64.790001,66.290001,62.619999,66.099998,14828300,65.721196
"116",66.410004,67.330002,66.099998,66.550003,5672200,66.168622
"117",67.349998,67.949997,66.93,67.449997,3891800,67.063458
"118",67.739998,67.739998,66.629997,66.75,3286000,66.367473
"119",66.989998,66.989998,65.379997,65.379997,7026800,65.005321
"120",65.690002,66.139999,65.660004,65.910004,2480200,65.53229
"121",66.550003,67.57,66.410004,66.739998,2323200,66.357528
"122",66.959999,67.010002,66.279999,66.32,2824900,65.939936
"123",66.980003,67.580002,66.75,67.269997,4298900,66.884489
"124",67.519997,67.580002,66.550003,66.690002,5157100,66.307819
"125",65.510002,68.919998,65.410004,67.790001,6979300,67.401513
"126",67.989998,68.870003,67.830002,68.209999,7467300,67.819105
"127",68.209999,68.519997,67.879997,68.510002,4288100,68.117389
"128",67.889999,69.209999,67.790001,69.199997,3570600,68.803429
"129",69.339996,70.059998,68.559998,68.889999,4970500,68.495208
"130",69.25,70.25,68.970001,69.150002,3342100,68.75372
"131",68.93,70.220001,68.800003,69.800003,3658300,69.399997
"132",70.260002,70.5,69.379997,70.25,3746300,69.847415
"133",69.779999,70.269997,67.75,67.830002,5958700,67.441285
"134",68.260002,71.419998,68.029999,71.019997,6664200,70.612999
"135",71.75,71.75,70.599998,71.290001,3270800,70.881456
"136",71.300003,71.779999,67.940002,68.559998,8640300,68.167097
"137",68.550003,69,67.699997,68.660004,5245600,68.26653
"138",69.059998,69.910004,68.989998,69.550003,3331100,69.151429
"139",69.699997,70.040001,69.43,69.860001,1158800,69.459651
"140",69.879997,70.029999,69.370003,69.400002,1021500,69.002288
"141",69.519997,71.059998,69.489998,70.839996,2221300,70.43403
"142",70.800003,71.309998,70.629997,71.099998,1708500,70.692542
"143",71.209999,71.699997,70.650002,70.699997,1687000,70.294833
"144",70.699997,71.470001,70.599998,70.779999,2717000,70.374376
"145",70.5,71.07,70.010002,70.32,2508500,69.917013
"146",70.480003,70.910004,69.150002,69.43,3640300,69.032114
"147",70.019997,70.610001,69.599998,70.269997,4239000,69.867297
"148",70,70.419998,68.760002,69.510002,8738500,69.111658
"149",69.650002,69.900002,68.059998,68.120003,6671100,67.729624
"150",67.769997,68.150002,65.32,67.110001,11344900,66.72541
"151",67.790001,68.059998,66.849998,67.800003,5957800,67.411458
"152",67.040001,67.699997,66.400002,67.650002,4987200,67.262316
"153",66.099998,67.940002,65.650002,65.870003,9808400,65.492518
"154",65.709999,67.720001,65.32,67.629997,8606500,67.242427
"155",67.75,68.010002,67.099998,67.339996,5077100,66.954088
"156",67.239998,67.790001,66.82,67.209999,3854300,66.824836
"157",67.120003,69.900002,66.910004,69.769997,11936500,69.370162
"158",70.099998,70.82,69.480003,69.5,7592400,69.101713
"159",68.599998,69.199997,68.120003,68.839996,5423600,68.445492
"160",68.040001,68.360001,67.610001,67.650002,4546200,67.262316
"161",68.360001,68.370003,66.980003,67.120003,5054200,66.735355
"162",67.669998,68.110001,66.769997,67.900002,4148700,67.510884
"163",67.400002,68.059998,66.93,67.059998,6425000,66.675694
"164",67.139999,67.239998,65.860001,67.010002,3380300,66.625985
"165",67.489998,68.589996,67.269997,68.510002,3365700,68.117389
"166",68.540001,69.5,68.120003,68.809998,3905400,68.415665
"167",68.870003,69.449997,68.400002,68.489998,4462000,68.097499
"168",68.849998,69.019997,67.800003,68.169998,2775400,67.779333
"169",67.790001,68.190002,67.449997,67.629997,2529400,67.242427
"170",67.879997,68.010002,67.279999,67.82,7474300,67.43134
"171",67.800003,68.089996,67.629997,67.709999,3539200,67.32197
"172",67.870003,67.970001,67.440002,67.589996,9888700,67.202655
"173",67.769997,68.879997,67.620003,68.82,5141400,68.42561
"174",69.540001,69.900002,69.309998,69.559998,4540200,69.161367
"175",69.629997,70.529999,69.389999,70.32,3339800,69.917013
"176",70.330002,71.57,70.279999,70.699997,4349800,70.294833
"177",70.709999,71.730003,70.300003,71.690002,3507000,71.279165
"178",72.269997,72.739998,71.099998,71.470001,3113200,71.060425
"179",71.32,71.959999,71.019997,71.93,2360600,71.517788
"180",72.199997,73.269997,72.199997,72.480003,3240000,72.064639
"181",72.32,72.709999,71.93,72.190002,2563300,71.7763
"182",72.07,72.809998,72.07,72.620003,2359100,72.203836
"183",72.620003,73.529999,72.620003,73.089996,2624100,72.671136
"184",72.830002,72.959999,70.959999,71.650002,3776100,71.239393
"185",71.57,72.309998,71.32,71.949997,3285700,71.53767
"186",72.199997,72.199997,71.589996,71.709999,2648100,71.299047
"187",71.419998,71.910004,71.120003,71.32,2212400,70.911283
"188",71.290001,71.809998,71.010002,71.75,2263300,71.338819
"189",71.279999,71.75,70.879997,71.029999,3384400,70.622944
"190",71.059998,71.879997,70.980003,71.449997,4325100,71.040535
"191",74,74.360001,72.510002,74.279999,8983100,73.854319
"192",74.400002,75.25,73.82,74.300003,4954000,73.874208
"193",74.540001,75.580002,74.419998,75.400002,5080400,74.967903
"194",74.940002,75.440002,74.660004,74.720001,3682800,74.2918
"195",74.940002,75.82,74.5,75.389999,2660900,74.957958
"196",75.400002,75.75,74.870003,74.910004,2666800,74.480713
"197",75.330002,76.279999,75.010002,75.779999,4648100,75.345723
"198",75.790001,76.18,75.449997,75.449997,3219600,75.017612
"199",75.25,76.150002,75.199997,75.510002,2056000,75.077273
"200",75.360001,75.830002,74.169998,74.169998,3025700,73.744949
"201",73.809998,75.089996,73.370003,74.779999,3950100,74.351453
"202",74.769997,76.019997,74.57,74.989998,4185500,74.560249
"203",75.580002,75.620003,74.68,74.919998,4259200,74.490651
"204",74.910004,76,74.870003,75.379997,3289200,74.948013
"205",75.089996,75.349998,74.099998,75.199997,3408000,74.769045
"206",75.480003,75.849998,75.080002,75.559998,2739000,75.126982
"207",75.099998,75.839996,74.849998,75.32,2714000,75.107039
"208",75.279999,75.629997,73.900002,73.940002,3620000,73.730944
"209",74.32,76.330002,74.32,76.080002,5450100,75.864893
"210",76.389999,76.389999,74.989998,75.669998,2304000,75.456048
"211",75.919998,76.339996,75.68,76.07,2485300,75.854919
"212",75.989998,76.269997,75.080002,75.160004,3371600,74.947496
"213",75.050003,75.519997,74.5,75.290001,2019400,75.077126
"214",75.32,75.610001,74.379997,74.510002,2483500,74.299332
"215",74.580002,75.75,74.540001,75.440002,2780800,75.226703
"216",75,75.25,74.18,74.419998,4621800,74.209583
"217",74.620003,75.290001,74.57,75.279999,2741100,75.067152
"218",75.699997,76.160004,75.480003,76.010002,3390700,75.795091
"219",76.339996,76.339996,75.510002,75.830002,3432200,75.6156
"220",75.550003,76.419998,75.550003,76.25,2524700,76.03441
"221",76.660004,76.93,75.830002,76.610001,2251100,76.393393
"222",76.989998,76.989998,75.889999,76.199997,3699300,75.984549
"223",75.970001,76.110001,75.010002,75.330002,3935800,75.117013
"224",75.25,75.269997,72.889999,73.849998,5612100,73.641195
"225",73.699997,73.760002,72.449997,72.709999,2990200,72.504418
"226",73.07,73.589996,72.690002,73.470001,2422400,73.262272
"227",73.529999,74.029999,73.349998,73.900002,1578300,73.691056
"228",73.910004,73.959999,73.050003,73.32,2702800,73.112694
"229",73.300003,74.050003,72.699997,73.519997,4604900,73.312126
"230",73.400002,74.559998,73.400002,74.239998,3665200,74.030091
"231",74.839996,75.360001,74.669998,74.849998,2471300,74.638367
"232",74.870003,75.239998,74.730003,74.839996,2526200,74.628393
"233",74.540001,75,74.120003,74.800003,3085900,74.588513
"234",74.75,74.82,73.580002,73.739998,3077100,73.531505
"235",73.980003,74.230003,73.18,73.459999,3132900,73.252298
"236",73.610001,74.739998,73.610001,74.709999,1796400,74.498764
"237",74.860001,74.959999,74.110001,74.489998,2172600,74.279384
"238",74.959999,74.959999,73.709999,73.830002,3603800,73.621254
"239",74.089996,74.089996,72.830002,72.879997,4146300,72.673936
"240",72.150002,73.849998,71.440002,73.290001,4510900,73.08278
"241",73.410004,73.849998,73.239998,73.559998,1898500,73.352014
"242",74.43,74.699997,72.790001,72.949997,2532300,72.743738
"243",73.010002,73.370003,72.860001,72.940002,1965000,72.733771
"244",73.029999,73.43,72.900002,73.110001,2681000,72.903289
"245",73,73.220001,72.519997,72.589996,3154100,72.384755
"246",72.739998,72.980003,72.190002,72.809998,3403300,72.604134
"247",76.370003,76.5,74.470001,74.980003,6349000,74.768004
"248",75.279999,76.489998,75.050003,76,2937800,75.785117
"249",75.529999,76.400002,75.349998,75.550003,1811400,75.336393
"250",75.519997,76.010002,75.239998,75.5,2591100,75.286531
"251",75.629997,76.07,75.290001,75.339996,2613400,75.12698
"252",76.459999,76.459999,75.290001,75.919998,2636300,75.705342
"253",76.459999,77.330002,76,77.209999,2728700,76.991695
