"","ALL.Open","ALL.High","ALL.Low","ALL.Close","ALL.Volume","ALL.Adjusted"
"77",61.099998,61.630001,61.02,61.41,1279300,60.62772
"78",61.029999,61.540001,60.869999,61.290001,1279200,60.509249
"79",61.119999,61.610001,61.040001,61.369999,2256900,60.588228
"80",61.330002,61.610001,60.66,60.810001,2238400,60.035364
"81",60.919998,61.43,60.740002,61.139999,1961700,60.361159
"82",61.689999,62.16,61.68,61.73,2737700,60.943643
"83",62.049999,62.23,61.5,61.619999,1549900,60.835044
"84",61.389999,61.669998,60.880001,60.900002,1756700,60.124218
"85",60.919998,61.700001,60.849998,61.639999,2260600,60.854789
"86",61.549999,61.860001,61,61.009998,2819200,60.232814
"87",60.950001,61.860001,60.950001,61.16,2029200,60.380904
"88",61.299999,61.790001,61.049999,61.060001,2520200,60.28218
"89",61.459999,62.040001,61.25,61.619999,2896400,60.835044
"90",61.299999,61.43,59.73,60.57,3434700,59.79842
"91",59.759998,60.330002,59.279999,59.860001,3694000,59.097465
"92",60.27,60.810001,59.689999,60.639999,2708400,59.867528
"93",60.459999,60.950001,60.310001,60.849998,1837700,60.074852
"94",61.099998,62.220001,60.919998,62.029999,3165000,61.239821
"95",62,62.400002,61.779999,61.810001,2702600,61.022626
"96",62.400002,62.419998,61.880001,62,2454700,61.210204
"97",61.720001,62.630001,61.720001,62.57,2015400,61.772943
"98",62.709999,63.220001,62.57,63.130001,3801800,62.32581
"99",63.400002,63.700001,63.220001,63.23,3401800,62.424535
"100",63.279999,63.459999,62.639999,62.98,2563200,62.17772
"101",63.599998,64.129997,63.419998,63.91,2503900,63.095873
"102",64.150002,65,64.150002,64.849998,3055400,64.023897
"103",64.5,65,64.5,64.720001,2207400,63.895556
"104",64.900002,65.150002,64.580002,64.889999,2210800,64.063389
"105",65.480003,65.75,65.139999,65.739998,2520800,64.902559
"106",65.690002,66.239998,65.599998,66.129997,2538900,65.287591
"107",66.110001,66.410004,65.910004,66.25,2125000,65.406065
"108",66.75,66.879997,66.470001,66.760002,2025300,65.90957
"109",66.709999,66.970001,66.550003,66.629997,2059200,65.781221
"110",66.440002,67.209999,66.419998,67.169998,1991200,66.314343
"111",67.169998,67.32,66.709999,66.919998,1962900,66.067528
"112",67.010002,67.010002,66.43,66.580002,1559600,65.731863
"113",66.110001,66.739998,66.110001,66.660004,1172100,65.810846
"114",66.879997,67.150002,66.589996,66.790001,1802600,65.939187
"115",66.989998,67.400002,66.68,67.370003,1877600,66.5118
"116",66.940002,67.480003,66.879997,67.290001,1635500,66.432817
"117",67.889999,67.910004,67.260002,67.400002,2686500,66.541417
"118",67.650002,68.089996,67.610001,67.919998,1592500,67.054789
"119",67.610001,67.910004,67.360001,67.580002,1593400,66.995314
"120",67.660004,67.75,67.410004,67.519997,1494500,66.935828
"121",67.699997,68.470001,67.699997,68.150002,1097100,67.560382
"122",68.07,68.080002,67.610001,67.610001,1925300,67.025053
"123",67.510002,68.139999,67.510002,68.110001,1902800,67.520727
"124",68.190002,68.43,67.699997,68.07,2425500,67.481072
"125",68.120003,68.660004,68.059998,68.389999,2551100,67.798303
"126",68.459999,68.980003,68.400002,68.68,2185000,68.085795
"127",68.769997,69.410004,68.610001,69.139999,2547500,68.541814
"128",68.660004,68.870003,68.410004,68.830002,2345500,68.234499
"129",68.790001,69.5,68.550003,68.550003,3028700,67.956923
"130",68.589996,69.660004,68.330002,69.059998,3088800,68.462505
"131",68.269997,68.919998,67.379997,67.419998,2944600,66.836694
"132",67.709999,68.300003,67.089996,67.370003,2789500,66.787131
"133",67.25,68.419998,66.809998,67.209999,2493100,66.628512
"134",67.300003,68.610001,67.260002,68.220001,2739000,67.629776
"135",69.169998,69.790001,68.839996,69.790001,2979900,69.186192
"136",69.900002,70.139999,69.510002,69.889999,4940000,69.285326
"137",70.050003,70.599998,69.870003,70.440002,1933200,69.83057
"138",70.489998,71.139999,70.440002,70.75,1479000,70.137886
"139",70.93,71,70.639999,70.690002,567800,70.078407
"140",70.809998,71.25,70.739998,70.93,909600,70.316329
"141",70.93,71.529999,70.760002,71,1186200,70.385723
"142",70.970001,71.300003,70.75,70.940002,1095100,70.326244
"143",71.160004,71.209999,70.239998,70.25,1319900,69.642212
"144",70.589996,70.910004,69.730003,70.120003,1766400,69.513339
"145",69.68,69.779999,68.639999,68.730003,2898800,68.135366
"146",69.029999,69.610001,68.449997,68.68,2626800,68.085795
"147",69.400002,69.849998,68.82,69.809998,2090200,69.206016
"148",70.25,71.150002,70.209999,71.150002,2962600,70.534426
"149",71.080002,71.120003,70.370003,70.419998,2100800,69.810739
"150",70.360001,70.620003,69.559998,69.699997,1513100,69.096967
"151",70.300003,71.190002,69.559998,70.120003,2239500,69.513339
"152",68.959999,69.800003,68.839996,69.43,2692400,68.829306
"153",69.43,69.879997,69.120003,69.230003,2057300,68.63104
"154",69.82,70.879997,69.5,70.839996,2182800,70.227103
"155",71.160004,71.239998,69.889999,70.360001,2113700,69.75126
"156",70.089996,70.690002,69.610001,70.300003,2006800,69.691782
"157",70.669998,72.110001,70.389999,71.949997,2523000,71.3275
"158",72.080002,72.110001,71.410004,71.43,1746700,70.812003
"159",71.269997,71.769997,71.059998,71.730003,1663500,71.10941
"160",71.040001,71.790001,70.919998,71.440002,1526200,70.821918
"161",71.650002,72.540001,70.300003,70.32,2539200,69.711606
"162",70.519997,71.25,70.269997,71.050003,2854900,70.435293
"163",70.489998,70.839996,69.699997,69.790001,2486700,69.186192
"164",69.739998,70.989998,69.169998,70.910004,3005600,70.296505
"165",71.160004,72.059998,70.510002,72.029999,2988100,71.40681
"166",71.800003,72.870003,71.720001,72.580002,3677400,71.952055
"167",69.68,72.519997,69.040001,72.300003,4825000,71.674478
"168",72,72.209999,70.720001,70.93,4178800,70.316329
"169",70.32,70.690002,69.849998,70.029999,3555200,69.424114
"170",70.550003,70.589996,69.650002,70.050003,3063500,69.443945
"171",70.139999,71.419998,69.989998,71.18,3840100,70.564166
"172",71.239998,71.690002,71.160004,71.57,2063400,70.950791
"173",71.370003,71.739998,71.139999,71.459999,2016900,70.841742
"174",71.480003,71.860001,71.139999,71.269997,2027000,70.653383
"175",71.07,71.230003,70.510002,70.709999,2446200,70.098231
"176",70.650002,71.269997,70.589996,71.169998,2001900,70.55425
"177",71.089996,71.720001,70.470001,71.599998,2121000,70.98053
"178",71.370003,71.400002,71.050003,71.260002,1814800,70.643475
"179",71.07,71.870003,71.07,71.669998,1848000,71.049924
"180",71.540001,71.769997,71.089996,71.120003,2083500,70.504687
"181",70.870003,71.419998,70.870003,71.309998,1903400,70.992501
"182",71.07,71.269997,70.589996,70.599998,2199600,70.285663
"183",70.599998,71.18,70.57,70.980003,1687800,70.663976
"184",70.650002,70.900002,70.269997,70.489998,1910300,70.176152
"185",70.129997,70.230003,69.489998,69.5,2344000,69.190562
"186",69.790001,69.910004,69.300003,69.559998,3138000,69.250292
"187",69.360001,69.970001,68.860001,69.139999,2637700,68.832164
"188",68.879997,69.75,68.75,69.589996,1855900,69.280157
"189",68.93,69.139999,68.379997,68.389999,2164900,68.085503
"190",68.730003,69.440002,68.43,69.089996,2382500,68.782384
"191",69.400002,70.419998,69.330002,70.400002,1635500,70.086556
"192",70.019997,70.220001,69.25,69.559998,1955000,69.250292
"193",70.019997,70.650002,69.900002,70.489998,2061700,70.176152
"194",70.099998,70.209999,69.639999,69.980003,3156600,69.668428
"195",70.18,70.900002,69.489998,70.620003,2683200,70.305578
"196",70.699997,71.269997,70.32,70.599998,2623200,70.285663
"197",70.809998,71.639999,70.690002,71.459999,4189900,71.141834
"198",71.839996,72.330002,71.800003,71.889999,2478900,71.56992
"199",71.730003,71.889999,71.07,71.339996,2522300,71.022366
"200",71.550003,71.550003,70.489998,70.550003,2055000,70.23589
"201",70.300003,70.540001,69.980003,70.199997,1933900,69.887442
"202",70.18,70.370003,69.889999,70.050003,1734100,69.738116
"203",70.360001,71.370003,70.089996,70.949997,2331700,70.634103
"204",70.480003,71.300003,70.080002,71.169998,3560700,70.853125
"205",71.18,71.900002,70.959999,71.290001,3369600,70.972593
"206",71.290001,71.650002,71.139999,71.449997,1971900,71.131877
"207",71.07,72.510002,70.870003,72.120003,2408700,71.798899
"208",72.150002,72.400002,71.470001,71.470001,1310800,71.151792
"209",71.599998,72,71.440002,71.580002,2109000,71.261303
"210",71.610001,72.010002,71.610001,71.900002,1827600,71.579878
"211",72,72.239998,71.639999,72.029999,1475100,71.709296
"212",71.669998,72.389999,71.669998,71.980003,1465800,71.659523
"213",71.910004,72.099998,71.379997,71.5,2263200,71.181657
"214",71.610001,72.269997,71.610001,71.940002,1810300,71.619701
"215",71.860001,72.309998,71.510002,72.040001,1490100,71.719254
"216",71.480003,71.57,70.580002,70.870003,3084300,70.554465
"217",71.32,71.669998,71.239998,71.349998,1571200,71.032323
"218",71.330002,71.540001,70.720001,70.82,1566500,70.504684
"219",70.769997,71.019997,70.400002,70.879997,1718600,70.564415
"220",70.68,71.279999,70.599998,70.809998,1916900,70.494727
"221",70.629997,71.120003,70.480003,70.949997,1592400,70.634103
"222",71.279999,71.300003,70.220001,70.309998,2185500,69.996953
"223",70.239998,70.980003,70.089996,70.690002,1745000,70.375266
"224",70.25,70.739998,69.75,70.25,2132400,69.937223
"225",70.139999,70.379997,69.330002,69.660004,3440800,69.349853
"226",70.129997,70.349998,69.800003,69.949997,2423200,69.638555
"227",70,70.18,69.660004,69.82,4123000,69.509137
"228",69.620003,70.330002,69.620003,70,2513100,69.688336
"229",68.879997,69.25,66.900002,67.309998,9737600,67.01031
"230",67.230003,67.860001,66.980003,67.720001,4320100,67.418488
"231",68.400002,68.5,67.089996,67.269997,3631500,66.970487
"232",67.269997,67.400002,66.690002,66.870003,3425300,66.572274
"233",66.730003,67.099998,66.620003,66.910004,2510500,66.612097
"234",66.690002,67.050003,66.559998,66.989998,2458300,66.691735
"235",67.209999,67.669998,67.190002,67.639999,2061800,67.338843
"236",67.629997,68.019997,67.470001,67.599998,1683600,67.29902
"237",67.650002,68.199997,67.610001,68.089996,1444000,67.786836
"238",68.279999,68.849998,68.040001,68.75,2560700,68.443901
"239",68.650002,68.849998,68.129997,68.730003,2607400,68.423993
"240",68.419998,68.610001,67.879997,68.099998,2538900,67.796794
"241",68.029999,68.089996,67.580002,67.599998,1807400,67.29902
"242",67.410004,67.519997,67.139999,67.379997,2563700,67.079998
"243",67.43,67.82,67.099998,67.610001,2057000,67.610001
"244",67.400002,67.940002,67.400002,67.800003,2044200,67.800003
"245",67.690002,67.82,67.309998,67.32,1892000,67.32
"246",67.650002,67.980003,66.900002,66.919998,2633200,66.919998
"247",66.919998,67.419998,66.800003,67.129997,2332700,67.129997
"248",67.339996,67.809998,67.129997,67.720001,1773200,67.720001
"249",67.379997,67.68,66.959999,67.050003,2386400,67.050003
"250",67.410004,67.650002,66.459999,66.480003,1843300,66.480003
"251",66.550003,66.790001,65.800003,65.82,1985000,65.82
"252",65.82,66.25,65.599998,65.709999,2191000,65.709999
"253",65.919998,67.019997,65.900002,66.910004,2420000,66.910004
