"","ALXN.Open","ALXN.High","ALXN.Low","ALXN.Close","ALXN.Volume","ALXN.Adjusted"
"149",181.669998,184.589996,179.539993,184.270004,1344900,184.270004
"150",185.320007,186.960007,182.779999,183.360001,752400,183.360001
"151",185.960007,186.139999,177.059998,179.210007,1598700,179.210007
"152",177.830002,179,174.630005,175.399994,1462900,175.399994
"153",176.220001,177.830002,171.679993,172.869995,1680100,172.869995
"154",172.279999,180.880005,172.270004,180.440002,1791800,180.440002
"155",181.75,183.25,177.949997,183.059998,1560600,183.059998
"156",181.960007,183.179993,178.470001,179.259995,1075800,179.259995
"157",180.580002,181.919998,174.570007,180.320007,1205900,180.320007
"158",180.529999,183.369995,180.259995,183.320007,1137700,183.320007
"159",182.960007,183.860001,182.009995,182.759995,799200,182.759995
"160",179.699997,182.779999,178.789993,180.360001,783100,180.360001
"161",181.419998,183.020004,177.380005,177.779999,1570000,177.779999
"162",172.580002,189.029999,172.350006,188.050003,3015200,188.050003
"163",186.809998,189.720001,181.669998,183.240005,2144000,183.240005
"164",184.009995,184.990005,175.660004,178.169998,1935700,178.169998
"165",178.669998,179.279999,173.300003,177.509995,1428300,177.509995
"166",174.380005,180.240005,171.080002,178.289993,1616500,178.289993
"167",178.960007,181.380005,176.350006,178.169998,1338400,178.169998
"168",178.779999,180.440002,174.800003,175.630005,1192800,175.630005
"169",178.089996,178.089996,171.240005,171.419998,1187100,171.419998
"170",171.149994,177.369995,171.110001,176.389999,1334600,176.389999
"171",176.479996,178.330002,171.919998,173.5,1219200,173.5
"172",175.350006,176.360001,172.550003,176.270004,1172800,176.270004
"173",176.639999,182.419998,175.940002,182.289993,1286200,182.289993
"174",181.509995,181.929993,178.320007,178.970001,1055600,178.970001
"175",178.460007,180.720001,178.020004,180.289993,714000,180.289993
"176",180.039993,182.979996,179.919998,182.279999,722800,182.279999
"177",182.630005,186.300003,180.100006,186.020004,1054000,186.020004
"178",186.300003,188.350006,182.589996,184.139999,767700,184.139999
"179",184.300003,184.300003,180.009995,182.289993,847400,182.289993
"180",182.330002,186.699997,180.160004,184.899994,922400,184.899994
"181",185.699997,186,181,183.110001,757500,183.110001
"182",183.080002,183.990005,179.440002,180.369995,944700,180.369995
"183",180.339996,184.729996,180.089996,184.619995,971000,184.619995
"184",184.009995,184.600006,178.649994,182.509995,957400,182.509995
"185",180.699997,183.770004,179.25,182.529999,715700,182.529999
"186",182.809998,186.889999,182.779999,185.789993,1085200,185.789993
"187",184.610001,184.610001,180.509995,181.649994,1001700,181.649994
"188",182.279999,184.990005,180.809998,184.910004,897600,184.910004
"189",183.479996,184.179993,180.369995,181.279999,1498100,181.279999
"190",181.289993,181.75,177.380005,178.809998,1172000,178.809998
"191",180.199997,180.199997,176.270004,178,1020400,178
"192",176.979996,181.970001,174.929993,176.889999,1377300,176.889999
"193",178.399994,180.580002,177.119995,178.5,1539300,178.5
"194",178.089996,184.75,176.759995,184.119995,1575800,184.119995
"195",183.919998,189.059998,182.039993,188.160004,1426700,188.160004
"196",189.039993,189.970001,187.020004,189.070007,1168900,189.070007
"197",190.990005,193.270004,186.580002,187.710007,3077100,187.710007
"198",186.339996,187.619995,182.520004,185.440002,993000,185.440002
"199",184.990005,188.979996,183.070007,183.440002,816000,183.440002
"200",183.539993,185.800003,175.460007,175.630005,1399700,175.630005
"201",174.080002,178.139999,171.529999,176.039993,1593300,176.039993
"202",175.619995,183,175.440002,180.589996,1450300,180.589996
"203",182.779999,183.729996,178.309998,180.259995,1180200,180.259995
"204",180,180,173.119995,173.300003,1823300,173.300003
"205",172.300003,173.119995,167.449997,169.5,2864800,169.5
"206",169.149994,170.809998,166.720001,169.940002,1178500,169.940002
"207",168.600006,172.100006,167.550003,170.630005,1014600,170.630005
"208",171.190002,177.960007,170.779999,176,1348400,176
"209",176.059998,179.929993,174.360001,178.240005,1336000,178.240005
"210",178.330002,180,174.520004,177.369995,907900,177.369995
"211",178.080002,182.759995,177.449997,182.679993,1339700,182.679993
"212",182.5,184.5,182.169998,182.899994,873500,182.899994
"213",182.800003,185,181.190002,182.720001,879700,182.720001
"214",183.740005,184.869995,181.979996,183.830002,776800,183.830002
"215",183.649994,185.25,182.289993,184.279999,611800,184.279999
"216",182,184.600006,179.169998,181.339996,1063700,181.339996
"217",182.850006,185.979996,180.509995,185.710007,919400,185.710007
"218",186.389999,188.789993,184.570007,186.779999,1314000,186.779999
"219",187.559998,189.179993,185.660004,188.190002,1306600,188.190002
"220",185.600006,186.990005,179.179993,184.580002,2348700,184.580002
"221",183.039993,183.979996,179.520004,180.080002,1643800,180.080002
"222",181.570007,182.350006,173.880005,174.75,1480000,174.75
"223",174.919998,176.830002,169.460007,171.080002,1826300,171.080002
"224",171.470001,174.889999,170,173.610001,1702800,173.610001
"225",172.990005,174.610001,167.509995,169.229996,1407600,169.229996
"226",170.660004,175,170.419998,172.5,955100,172.5
"227",172.660004,174.820007,170.649994,171.300003,1211700,171.300003
"228",171.210007,171.639999,167.889999,168.550003,1472800,168.550003
"229",159.729996,160.990005,150.059998,155.009995,15783800,155.009995
"230",156.770004,163.809998,156.649994,162.960007,7101800,162.960007
"231",164.089996,167.660004,161.75,163.020004,3703400,163.020004
"232",163.520004,164.419998,160.600006,161.039993,1913700,161.039993
"233",161.009995,162.440002,159.009995,161.080002,1652100,161.080002
"234",161.179993,162.130005,158.529999,159.410004,1909600,159.410004
"235",160.330002,161.960007,156.539993,161.690002,1864700,161.690002
"236",162.229996,163.259995,159.779999,160.559998,1523300,160.559998
"237",160.350006,163.369995,159.389999,163.160004,1727700,163.160004
"238",162.919998,163.940002,160.759995,161.960007,1851600,161.960007
"239",162.399994,165.509995,160.789993,164.440002,1764000,164.440002
"240",163.899994,169.259995,162.149994,168.570007,2653400,168.570007
"241",167.690002,172.649994,167.309998,171.940002,2570100,171.940002
"242",171.800003,171.940002,165.070007,165.940002,2000600,165.940002
"243",166.839996,168.240005,164.600006,168.119995,1602900,168.119995
"244",167.220001,168.050003,164.770004,166.190002,1211300,166.190002
"245",165.589996,166.660004,162.270004,163.839996,1722700,163.839996
"246",165.300003,166,161.770004,164.779999,1988200,164.779999
"247",163.580002,165,162.5,163.910004,1830000,163.910004
"248",164.649994,164.690002,160.690002,161.529999,1656700,161.529999
"249",160,161.669998,158.050003,159.059998,1614400,159.059998
"250",159.479996,161.270004,157.429993,160.259995,1262000,160.259995
"251",159.869995,161.149994,158.339996,159.380005,1020900,159.380005
"252",159.070007,160.979996,157.130005,159.039993,1302700,159.039993
"253",160.350006,170.380005,159.210007,169.880005,2632000,169.880005
