"","FTI.Open","FTI.High","FTI.Low","FTI.Close","FTI.Volume","FTI.Adjusted"
"86",53.23,53.369999,51.009998,51.32,3280100,51.32
"87",51.360001,51.970001,49.68,51.099998,3486000,51.099998
"88",51.110001,51.75,49.580002,49.68,2796100,49.68
"89",50.09,50.580002,48.779999,49.049999,2787200,49.049999
"90",48.290001,49.82,47.790001,49.529999,3470300,49.529999
"91",48.290001,50.98,48.279999,50.810001,3146100,50.810001
"92",51.91,52.380001,49.68,50.259998,2198800,50.259998
"93",50.419998,50.990002,49.82,50.869999,1789100,50.869999
"94",51.439999,52.91,51.18,52.68,2562700,52.68
"95",52.459999,53.68,51.59,51.830002,3896400,51.830002
"96",52.619999,55.25,52.560001,54.41,3056600,54.41
"97",54.299999,54.650002,53.57,54.509998,1929900,54.509998
"98",53.459999,53.459999,52.610001,53.32,3188900,53.32
"99",53.689999,55.959999,52.990002,55.810001,3009000,55.810001
"100",56.389999,56.779999,54.599998,55.220001,2162600,55.220001
"101",54.98,55.419998,54.080002,55.220001,1363400,55.220001
"102",55.310001,56.130001,54.290001,56.040001,2255900,56.040001
"103",56.139999,56.689999,54.75,55.02,2150900,55.02
"104",54.580002,54.59,53.540001,53.91,1865100,53.91
"105",54.09,55.459999,53.619999,55.029999,2471000,55.029999
"106",54.610001,55.93,54.099998,55.91,2023300,55.91
"107",56,57.68,55.900002,56.990002,2511100,56.990002
"108",57.310001,57.869999,55.59,55.860001,1809900,55.860001
"109",55.919998,56.299999,55.209999,55.98,1817600,55.98
"110",55.650002,56.630001,55.389999,55.790001,1847700,55.790001
"111",55.57,55.59,52.77,53.98,4422000,53.98
"112",54.200001,54.790001,53.299999,54.310001,2067900,54.310001
"113",54.209999,54.93,53.290001,54.59,2090800,54.59
"114",54.630001,55.439999,54.549999,54.650002,2155400,54.650002
"115",54.669998,55.009998,54.130001,54.27,1821700,54.27
"116",54.330002,55.740002,54.09,55.639999,2201500,55.639999
"117",56.720001,57.48,56.150002,57,1843800,57
"118",57.009998,57.549999,55.439999,55.48,3216400,55.48
"119",55.580002,55.93,53.27,53.349998,3141600,53.349998
"120",53.220001,53.290001,51.950001,52.18,3234100,52.18
"121",50.240002,50.240002,47.380001,47.77,2440900,47.77
"122",46.830002,47.82,46.259998,47.619999,3088700,47.619999
"123",47.200001,48.299999,47.110001,47.759998,3118100,47.759998
"124",47.849998,48.48,47.549999,47.889999,3178300,47.889999
"125",47,48.419998,47,47.799999,2128800,47.799999
"126",47.560001,48.009998,46.57,47.009998,2266300,47.009998
"127",44.68,46.419998,44.68,44.860001,3490300,44.860001
"128",44.57,46.490002,44.57,46.02,2603900,46.02
"129",45.369999,46,43.639999,44,4506900,44
"130",44,45.799999,43.93,44.02,2757100,44.02
"131",43.52,44.060001,42.93,42.990002,3498900,42.990002
"132",43.32,43.900002,42.700001,42.75,2776000,42.75
"133",42.41,44.650002,42.41,43.220001,3558400,43.220001
"134",43.59,45.830002,43.48,44.32,3956800,44.32
"135",46.490002,46.490002,43.869999,45.16,3428500,45.16
"136",46.299999,48.259998,45.580002,48.200001,6188300,48.200001
"137",47.720001,47.720001,46.490002,47.639999,2489100,47.639999
"138",47.98,48.23,46.919998,47.41,2115600,47.41
"139",47.18,47.619999,46.400002,47.310001,889700,47.310001
"140",47.470001,47.880001,46.919998,47.639999,1307600,47.639999
"141",47.860001,48.75,47.48,48.48,2107800,48.48
"142",48.299999,48.299999,47.169998,47.439999,1986300,47.439999
"143",47.150002,47.619999,46.5,46.84,1614000,46.84
"144",46.439999,46.790001,45.709999,46.52,2012500,46.52
"145",45.549999,45.599998,44.040001,44.700001,2510300,44.700001
"146",44.419998,45.349998,43.32,43.77,2624600,43.77
"147",44.259998,44.529999,41.610001,42.279999,4569400,42.279999
"148",42.709999,43.73,42.18,43.43,4005000,43.43
"149",43.759998,43.889999,41.639999,42.169998,3382000,42.169998
"150",41.360001,41.759998,40.779999,40.91,4997700,40.91
"151",41.279999,41.279999,40.040001,40.48,2642600,40.48
"152",40.049999,40.459999,39.32,40.18,3841000,40.18
"153",40.18,41.18,38.939999,38.959999,3521700,38.959999
"154",39,40.150002,38.990002,40.119999,2340500,40.119999
"155",39.869999,40.040001,38.779999,38.919998,3740000,38.919998
"156",39.150002,39.919998,39.07,39.779999,4359000,39.779999
"157",40.080002,40.23,38.91,39.119999,4600800,39.119999
"158",39.119999,39.32,38,38.099998,4810300,38.099998
"159",38.310001,38.959999,37.91,38.220001,3655300,38.220001
"160",37.84,38.66,37.419998,38.16,4171600,38.16
"161",38.07,38.07,36.139999,36.169998,4980000,36.169998
"162",36.610001,36.939999,34.849998,36.48,5026200,36.48
"163",36.16,38.080002,35.919998,37.48,3280200,37.48
"164",37.950001,39.060001,37.759998,38.900002,4256200,38.900002
"165",39.549999,41.110001,39.200001,39.48,8043300,39.48
"166",38.73,39.139999,38.189999,38.68,3841500,38.68
"167",39.41,39.810001,39.009998,39.150002,2920300,39.150002
"168",39.369999,39.610001,38.299999,38.59,3022900,38.59
"169",38.610001,39.299999,38,38.900002,4546600,38.900002
"170",38.959999,39.060001,38.220001,38.919998,4096900,38.919998
"171",38.32,41.18,38.16,40.919998,8432000,40.919998
"172",41.02,41.400002,39.41,39.790001,6047900,39.790001
"173",40.389999,41.099998,40.060001,41.049999,3401300,41.049999
"174",40.990002,43.119999,40.470001,43.029999,5024100,43.029999
"175",42.310001,43.169998,42.009998,42.759998,3611100,42.759998
"176",41.049999,42.369999,41,41.66,3895700,41.66
"177",41.540001,41.779999,40.599998,40.970001,2961000,40.970001
"178",40.360001,41.470001,40.09,40.790001,3683400,40.790001
"179",41.16,41.310001,40.470001,41.25,3297200,41.25
"180",41.470001,41.470001,40.650002,40.950001,2322900,40.950001
"181",40.59,41.060001,39.82,39.98,4301800,39.98
"182",40.27,40.43,39.75,39.93,4468300,39.93
"183",39.779999,39.93,39.09,39.630001,3940200,39.630001
"184",39.779999,40.060001,39.419998,39.619999,3795300,39.619999
"185",39.57,39.68,38.889999,39.5,3530500,39.5
"186",39.349998,40.099998,39.110001,39.490002,2992100,39.490002
"187",39.110001,39.529999,38.549999,38.84,4195700,38.84
"188",38.77,40.080002,38.689999,39.18,4006500,39.18
"189",38.68,38.970001,38.040001,38.040001,2538300,38.040001
"190",37.389999,38.110001,36.810001,37.41,5162600,37.41
"191",37.5,37.52,36.580002,36.639999,3449800,36.639999
"192",36.279999,37,36.009998,36.66,3800500,36.66
"193",36.400002,37.009998,36.139999,36.990002,3552800,36.990002
"194",36.57,36.740002,35.369999,36.139999,4855600,36.139999
"195",35.860001,37.709999,35.580002,37.029999,5960800,37.029999
"196",36.540001,36.709999,35.990002,36.209999,4139200,36.209999
"197",36.650002,37.740002,36.560001,36.790001,7348700,36.790001
"198",36.799999,37.389999,36.75,36.77,2113900,36.77
"199",36.970001,37.490002,36.950001,37.189999,3832400,37.189999
"200",37.5,37.790001,37.060001,37.610001,3616600,37.610001
"201",38.130001,38.57,37.400002,37.790001,3225100,37.790001
"202",37.459999,37.810001,37.16,37.450001,1803400,37.450001
"203",37.639999,38.029999,37.290001,37.540001,4542000,37.540001
"204",37.209999,37.709999,37,37.009998,4448400,37.009998
"205",37.189999,37.68,36.830002,36.959999,3861900,36.959999
"206",36.689999,37.509998,36.650002,37.150002,3449100,37.150002
"207",37.459999,38.459999,37.169998,38.240002,3011300,38.240002
"208",38.25,39.150002,37.959999,38.07,2893500,38.07
"209",38.220001,38.599998,37.880001,38.09,2940700,38.09
"210",38.25,39.439999,38.18,39.299999,3591700,39.299999
"211",39.299999,39.650002,38.740002,38.869999,1855600,38.869999
"212",38.830002,39.209999,38.119999,38.189999,3311100,38.189999
"213",38.389999,39.25,38.080002,38.77,3598100,38.77
"214",39.16,40.900002,39.130001,40.869999,4374000,40.869999
"215",40.639999,40.919998,39.880001,39.900002,5206700,39.900002
"216",39.830002,39.900002,39,39.310001,2640600,39.310001
"217",39.330002,39.959999,39.169998,39.5,3892400,39.5
"218",39.580002,39.610001,37.549999,37.73,3580800,37.73
"219",37.639999,41.439999,37.619999,40.560001,8158600,40.560001
"220",40.560001,41.869999,40.560001,41.419998,4555500,41.419998
"221",41.259998,41.59,39.84,40.009998,3245300,40.009998
"222",40.759998,40.950001,40.209999,40.849998,2598000,40.849998
"223",40.66,41.32,40.459999,41.029999,2608400,41.029999
"224",40.959999,42.619999,40.669998,42.459999,3645200,42.459999
"225",42.509998,44.43,42.110001,44.099998,5144600,44.099998
"226",43.990002,44.240002,43,43.34,3709900,43.34
"227",43.459999,43.52,42.48,42.84,2237900,42.84
"228",43.110001,44,43.060001,43.380001,3374500,43.380001
"229",43.630001,44.279999,43.029999,43.23,3114500,43.23
"230",42.830002,42.869999,41.540001,42.139999,3109300,42.139999
"231",42.57,42.970001,41.950001,42.779999,2111800,42.779999
"232",42.700001,42.759998,41.41,41.560001,2194000,41.560001
"233",41.849998,42.259998,41.23,41.830002,2050500,41.830002
"234",42.009998,42.080002,41,41.450001,2343400,41.450001
"235",41.66,42.290001,41.360001,41.580002,2303400,41.580002
"236",41.41,41.970001,40.860001,41.5,1960300,41.5
"237",41.470001,41.759998,41.02,41.619999,2178600,41.619999
"238",41.09,41.380001,40.73,41.16,3269100,41.16
"239",41.52,42.200001,40.91,42.029999,2853700,42.029999
"240",42.259998,43.189999,42.080002,42.900002,2881200,42.900002
"241",42.43,43.200001,42.099998,42.93,2900100,42.93
"242",42.470001,42.82,41,41.52,4191300,41.52
"243",41.5,42.209999,41.330002,42.02,3127900,42.02
"244",41.84,41.970001,41.240002,41.919998,2360800,41.919998
"245",42.009998,42.48,41.759998,41.790001,2305200,41.790001
"246",41.66,41.75,40.91,41.66,2321300,41.66
"247",42.040001,43.68,41.84,43.16,2551800,43.16
"248",42.990002,43.470001,42.400002,42.509998,1812200,42.509998
"249",42.209999,42.540001,41.84,42.220001,2195800,42.220001
"250",41.970001,43.299999,41.869999,42.759998,1743100,42.759998
"251",42.509998,43.099998,42.130001,42.220001,1240200,42.220001
"252",42.650002,43,42.459999,42.490002,1445500,42.490002
"253",43.169998,43.43,42.900002,43.25,2105900,43.25
