"","% change","variation","adjusted","ticker"
"696",-0.132810294183368,-0.180000999999997,37.047254,"XYL"
"697",-0.718077512573552,-0.269995999999999,36.781226,"XYL"
"698",-0.32146291154079,-0.240001999999997,36.662988,"XYL"
"699",-0.994354306310215,-0.119999,36.298428,"XYL"
"700",-1.03149095051719,-0.389998999999996,35.924013,"XYL"
"701",2.02962848276444,-0.18,36.653137,"XYL"
"702",-2.06989377198465,-1.040001,35.894456,"XYL"
"703",-3.12928826668943,-0.930000000000007,34.771215,"XYL"
"704",-0.878439249246831,-0.200000000000003,34.465771,"XYL"
"705",0.914806171026919,0.25,34.781066,"XYL"
"706",0.934850587960697,0.479998999999999,35.106217,"XYL"
"707",0.0280605569093292,0.360000000000007,35.116068,"XYL"
"708",1.12233807042405,0.139998999999996,35.510189,"XYL"
"709",0.0554967477081125,0.0400009999999966,35.529896,"XYL"
"710",1.38657878424411,0.310001,36.022546,"XYL"
"711",-0.136769899606757,-0.0400009999999966,35.973278,"XYL"
"712",0.629973170640716,0.130001,36.1999,"XYL"
"713",-0.136099823480169,-0.0300020000000032,36.150632,"XYL"
"714",0.0817717377665792,-0.169998,36.180193,"XYL"
"715",1.85185302908693,0.390003999999998,36.850197,"XYL"
"716",0.294109689562845,0.0799980000000033,36.958577,"XYL"
"717",1.33297881030432,0.5,37.451227,"XYL"
"718",-0.605104340106132,-0.280002000000003,37.224608,"XYL"
"719",-1.0058158302164,-0.259997999999996,36.850197,"XYL"
"720",1.12298992594259,0.229999999999997,37.264021,"XYL"
"721",-0.449492554762137,-0.229998999999999,37.096522,"XYL"
"722",-0.58433240722674,-0.220002000000001,36.879755,"XYL"
"723",-0.454186856718553,-0.0899999999999963,36.712252,"XYL"
"724",0,-0.110000999999997,36.712252,"XYL"
"725",2.14708430308226,0.560001,37.500495,"XYL"
"726",-0.551768716652939,-0.32,37.293579,"XYL"
"727",0.0792656558921338,-0.00999800000000306,37.32314,"XYL"
