"","DUK.Open","DUK.High","DUK.Low","DUK.Close","DUK.Volume","DUK.Adjusted"
"43",17.489826,17.799823,17.419826,17.689823,3414900,42.024466
"44",17.309827,17.329828,17.10983,17.10983,2830200,41.217462
"45",16.989831,17.199828,16.959831,17.099829,2584300,41.193371
"46",17.07983,17.199828,16.99983,17.00983,3557400,40.976563
"47",16.969831,17.03983,16.759832,17.02983,2214600,41.024743
"48",17.10983,17.369827,17.07983,17.239828,2621700,41.530628
"49",17.209829,17.329828,17.10983,17.259827,8534100,41.578805
"50",17.209829,17.209829,16.859832,17.03983,2469800,41.048832
"51",16.959831,17.10983,16.909831,17.05983,2227100,41.097013
"52",17.149829,17.239828,17.05983,17.05983,4688800,41.097013
"53",16.97983,17.289827,16.919831,17.209829,4311200,41.458359
"54",17.159829,17.239828,16.94983,17.159829,3087400,41.337909
"55",17.229828,17.229828,17.02983,17.07983,2087900,41.145193
"56",17.149829,17.359827,17.02983,17.359827,1993500,41.819705
"57",17.349827,17.379826,17.149829,17.149829,1723900,41.31382
"58",17.099829,17.289827,17.00983,17.179829,3728400,41.386089
"59",17.329828,17.499825,17.279828,17.439826,3945700,42.01242
"60",17.459826,17.459826,17.219828,17.279828,2456600,41.626986
"61",17.319827,17.409826,17.199828,17.349827,2587300,41.795613
"62",17.349827,17.489826,17.299828,17.339827,2163200,41.771524
"63",17.339827,17.489826,17.329828,17.389826,1902400,41.891971
"64",17.469826,17.579825,17.399827,17.539825,2193400,42.253317
"65",17.519826,17.559825,17.419826,17.529825,2007900,42.229228
"66",17.579825,17.719823,17.559825,17.659824,2102500,42.542393
"67",17.659824,17.749823,17.559825,17.659824,1950700,42.542393
"68",17.649824,17.709824,17.539825,17.579825,2170400,42.349678
"69",17.719823,17.719823,17.509825,17.569824,1754100,42.325586
"70",17.569824,17.669823,17.469826,17.509825,3015200,42.181048
"71",17.559825,17.799823,17.519826,17.779823,2008900,42.83147
"72",17.789822,17.929821,17.689823,17.789822,2269500,42.855559
"73",17.809822,18.07982,17.809822,17.97982,2745500,43.313263
"74",17.919821,18.04982,17.709824,17.759822,2063900,42.78329
"75",17.869822,18.03982,17.859822,17.989821,1541400,43.337355
"76",17.939821,17.989821,17.799823,17.899822,2023600,43.120547
"77",17.969821,17.99982,17.819822,17.939821,2367400,43.216905
"78",17.869822,17.94982,17.779823,17.859822,1618800,43.024189
"79",17.939821,17.969821,17.689823,17.709824,2387100,42.662843
"80",17.849822,17.919821,17.729823,17.829823,2352800,42.95192
"81",17.799823,17.889821,17.679824,17.749823,2133800,42.759201
"82",17.889821,17.899822,17.709824,17.739823,4221600,42.735112
"83",17.719823,17.859822,17.669823,17.699823,2942500,42.638751
"84",17.759822,17.789822,17.579825,17.629824,3120400,42.470124
"85",17.619824,17.689823,17.569824,17.639823,2787700,42.494213
"86",17.649824,17.709824,17.569824,17.619824,1141000,42.446036
"87",17.559825,17.639823,17.529825,17.579825,2072200,42.349678
"88",17.619824,17.649824,17.539825,17.559825,2138000,42.301497
"89",17.569824,17.599824,17.509825,17.579825,2095400,42.349678
"90",17.649824,17.709824,17.509825,17.589825,2541700,42.373766
"91",17.629824,17.689823,17.579825,17.649824,4868800,42.518305
"92",17.569824,17.729823,17.569824,17.669823,3409500,42.566482
"93",17.729823,17.909821,17.699823,17.789822,3775400,42.855559
"94",17.839822,17.959821,17.749823,17.819822,2575700,42.927828
"95",17.819822,17.839822,17.629824,17.779823,1965200,42.83147
"96",17.799823,17.879821,17.749823,17.769823,1891100,42.807382
"97",17.749823,17.869822,17.649824,17.859822,2061900,43.024189
"98",17.759822,17.869822,17.629824,17.869822,2210700,43.048278
"99",17.99982,18.08982,17.869822,18.069819,3206100,43.53007
"100",18.04982,18.319817,18.00982,18.209819,3273100,43.867328
"101",18.289817,18.339817,17.929821,18.04982,2746500,43.481893
"102",18.139818,18.309817,18.139818,18.269818,2134300,44.011866
"103",18.329818,18.369817,18.149819,18.289817,2021100,44.060044
"104",18.409816,18.529815,18.349817,18.529815,2639600,44.638197
"105",18.499815,18.599814,18.379816,18.489816,2135300,44.541839
"106",18.479815,18.489816,18.319817,18.429816,2178600,44.397301
"107",18.209819,18.259817,17.969821,18.04982,2319700,44.067708
"108",18.03982,18.099819,17.829823,17.879821,2653600,43.652664
"109",17.849822,17.94982,17.799823,17.869822,1578800,43.628251
"110",17.819822,17.819822,17.619824,17.789822,1742700,43.432936
"111",17.849822,17.94982,17.739823,17.739823,1674600,43.310866
"112",17.719823,17.739823,17.499825,17.609825,2506600,42.993482
"113",17.679824,17.709824,17.549825,17.589825,2017500,42.944652
"114",17.659824,17.719823,17.549825,17.689823,2247400,43.188794
"115",17.659824,17.749823,17.519826,17.609825,1949300,42.993482
"116",17.519826,17.689823,17.499825,17.659824,2158000,43.115551
"117",17.589825,17.619824,17.449825,17.569824,2080600,42.895822
"118",17.669823,17.669823,17.559825,17.659824,1055500,43.115551
"119",17.549825,17.639823,17.509825,17.519826,843400,42.773753
"120",17.489826,17.559825,17.349827,17.509825,1588800,42.749337
"121",17.379826,17.589825,17.349827,17.549825,2326500,42.846996
"122",17.699823,17.849822,17.589825,17.779823,2540200,43.408522
"123",17.709824,17.779823,17.649824,17.759822,1812200,43.359693
"124",17.729823,17.789822,17.599824,17.789822,4351000,43.432936
"125",17.749823,17.759822,17.649824,17.679824,1710200,43.164381
"126",17.749823,17.859822,17.399827,17.469826,3077200,42.651681
"127",17.449825,17.499825,17.189828,17.359827,3699100,42.383126
"128",17.489826,17.489826,17.279828,17.439826,2157400,42.578438
"129",17.469826,17.539825,17.389826,17.529825,1459400,42.798166
"130",17.589825,17.619824,17.479825,17.539825,2043000,42.82258
"131",17.589825,17.699823,17.569824,17.659824,1502200,43.115551
"132",17.659824,17.699823,17.539825,17.549825,1672200,42.846996
"133",17.689823,17.689823,17.529825,17.659824,1779000,43.115551
"134",17.599824,17.749823,17.569824,17.739823,2615800,43.310866
"135",17.819822,17.819822,17.689823,17.729823,1574500,43.28645
"136",17.769823,17.799823,17.729823,17.769823,1264100,43.384109
"137",17.769823,17.829823,17.729823,17.759822,1324100,43.359693
"138",17.779823,17.779823,17.679824,17.769823,1051200,43.384109
"139",17.739823,17.889821,17.689823,17.799823,963000,43.457352
"140",17.799823,17.859822,17.729823,17.859822,1070200,43.603838
"141",17.859822,17.899822,17.759822,17.829823,1125100,43.530595
"142",17.809822,17.889821,17.789822,17.799823,834500,43.457352
"143",17.809822,17.889821,17.779823,17.809822,922700,43.481765
"144",17.919821,17.919821,17.769823,17.859822,1605300,43.603838
"145",17.859822,17.99982,17.759822,17.94982,2215100,43.823563
"146",17.819822,17.889821,17.699823,17.769823,2852200,43.384109
"147",17.779823,17.799823,17.629824,17.739823,2483900,43.310866
"148",17.799823,17.799823,17.639823,17.789822,2472200,43.432936
"149",17.679824,17.699823,17.359827,17.579825,10918400,42.920239
"150",17.579825,17.669823,17.499825,17.639823,4586200,43.066721
"151",17.699823,17.759822,17.639823,17.709824,3322000,43.237623
"152",17.739823,17.799823,17.639823,17.799823,2713000,43.457352
"153",17.809822,17.939821,17.699823,17.919821,3001000,43.75032
"154",17.969821,18.129819,17.889821,18.00982,4010400,43.970049
"155",18.02982,18.069819,17.929821,17.99982,2877200,43.945635
"156",18.03982,18.149819,17.97982,18.04982,2822800,44.067708
"157",18.159819,18.179819,17.99982,18.159819,3404700,44.336263
"158",18.179819,18.249818,18.10982,18.169818,4840400,44.360676
"159",18.119819,18.189818,18.019821,18.129819,2447700,44.26302
"160",18.149819,18.169818,18.04982,18.099819,2275800,44.189777
"161",18.069819,18.259817,18.04982,18.209819,2609500,44.458335
"162",18.169818,18.219818,17.959821,17.959821,3167900,43.847979
"163",17.99982,18.129819,17.879821,17.879821,2237800,43.652664
"164",17.97982,18.04982,17.909821,18.04982,2371200,44.067708
"165",17.959821,18.069819,17.909821,17.959821,2184600,43.847979
"166",17.94982,18.119819,17.909821,18.08982,7440500,44.165364
"167",18.139818,18.139818,17.889821,18.00982,6786100,43.970049
"168",18.019821,18.149819,18.019821,18.149819,7483300,44.31185
"169",18.189818,18.199818,18.099819,18.129819,2344600,44.26302
"170",17.889821,17.919821,17.759822,17.829823,3057500,44.126907
"171",17.779823,17.909821,17.779823,17.859822,2500500,44.201153
"172",17.789822,17.94982,17.789822,17.839822,2194900,44.151654
"173",17.839822,17.839822,17.609825,17.689823,2281500,43.780424
"174",17.599824,17.899822,17.589825,17.889821,3042000,44.275396
"175",17.909821,17.909821,17.659824,17.699823,3075000,43.805171
"176",18.189818,18.269818,17.939821,18.119819,8207800,44.844618
"177",18.119819,18.129819,17.879821,17.939821,4745800,44.399141
"178",17.899822,17.989821,17.839822,17.97982,3532200,44.498135
"179",17.939821,18.019821,17.849822,17.899822,2916700,44.300147
"180",17.859822,17.909821,17.769823,17.819822,2653900,44.102156
"181",17.829823,17.889821,17.759822,17.869822,2400900,44.225901
"182",17.879821,18.03982,17.859822,17.989821,3122500,44.522885
"183",17.94982,18.02982,17.869822,17.879821,3397300,44.250648
"184",17.919821,17.989821,17.839822,17.959821,2423100,44.448639
"185",18.03982,18.10982,17.989821,18.07982,2815500,44.745624
"186",18.019821,18.08982,17.839822,17.97982,3203300,44.498135
"187",17.99982,18.249818,17.99982,18.139818,3595600,44.894113
"188",18.199818,18.309817,18.159819,18.239818,3353800,45.141603
"189",18.239818,18.459816,18.179819,18.439816,2850300,45.636575
"190",18.349817,18.379816,18.199818,18.319817,3870300,45.33959
"191",18.319817,18.479815,18.199818,18.429816,3253900,45.611827
"192",18.289817,18.329818,18.019821,18.179819,6515200,44.99311
"193",17.769823,17.969821,17.769823,17.899822,3614500,44.300147
"194",18.03982,18.03982,17.539825,17.649824,5732000,43.68143
"195",17.839822,17.839822,17.429826,17.599824,4817300,43.557685
"196",17.729823,17.789822,17.539825,17.629824,3355500,43.631931
"197",17.749823,17.819822,17.699823,17.719823,2673300,43.85467
"198",17.739823,17.849822,17.699823,17.759822,2563200,43.953664
"199",17.719823,17.829823,17.629824,17.819822,1765500,44.102156
"200",17.859822,17.909821,17.779823,17.869822,1692000,44.225901
"201",17.939821,17.939821,17.799823,17.819822,1835800,44.102156
"202",17.829823,17.919821,17.809822,17.859822,1818400,44.201153
"203",17.909821,18.05982,17.809822,18.04982,3050600,44.671378
"204",18.05982,18.239818,18.05982,18.169818,2187900,44.968359
"205",18.159819,18.199818,18.05982,18.149819,2245200,44.918864
"206",18.189818,18.439816,18.189818,18.419816,2973200,45.587076
"207",18.399817,18.429816,18.349817,18.379816,1782400,45.488083
"208",18.359817,18.449815,18.349817,18.409816,2453600,45.562329
"209",18.429816,18.559815,18.419816,18.559815,3373800,45.93356
"210",18.509815,18.509815,18.349817,18.379816,1974000,45.488083
"211",18.459816,18.569814,18.339817,18.409816,2339700,45.562329
"212",18.379816,18.429816,18.099819,18.159819,3179500,44.943612
"213",18.149819,18.229818,17.94982,17.989821,2651700,44.522885
"214",18.03982,18.229818,18.019821,18.07982,2164600,44.745624
"215",18.04982,18.249818,17.99982,18.209819,2196400,45.067356
"216",18.279818,18.469816,18.229818,18.369817,2832400,45.463335
"217",18.269818,18.339817,18.149819,18.209819,2386800,45.067356
"218",18.209819,18.269818,18.10982,18.219818,1978200,45.092104
"219",18.319817,18.469816,18.269818,18.439816,2679300,45.636575
"220",18.459816,18.489816,18.409816,18.449815,1436300,45.661323
"221",18.489816,18.489816,18.359817,18.429816,1475700,45.611827
"222",18.499815,18.559815,18.389816,18.489816,3169200,45.76032
"223",18.499815,18.609815,18.459816,18.539815,2780700,45.884061
"224",18.589815,18.699813,18.479815,18.679814,1927800,46.230544
"225",18.719813,18.719813,18.619814,18.649814,3111400,46.156298
"226",18.689813,18.849812,18.679814,18.799813,2968500,46.527529
"227",18.799813,18.99981,18.729813,18.779813,3295400,46.478031
"228",18.779813,18.859812,18.559815,18.849812,6753800,46.651271
"229",18.799813,18.849812,18.619814,18.719813,3149700,46.329538
"230",18.839812,18.899812,18.619814,18.719813,3075600,46.329538
"231",18.759812,18.869812,18.679814,18.869812,2234900,46.700769
"232",18.909811,19.07981,18.879811,19.00981,1978600,47.047249
"233",18.989811,19.069809,18.899812,18.969811,2284800,46.948255
"234",18.959811,19.269808,18.929811,19.229808,2288800,47.59172
"235",19.209809,19.279808,19.10981,19.219808,2138400,47.566973
"236",19.229808,19.409806,19.219808,19.299808,2872200,47.764963
"237",19.319807,19.499805,19.239808,19.479805,3667700,48.210437
"238",19.279808,19.339807,19.019811,19.139808,2997400,47.972328
"239",19.189808,19.249808,18.99981,19.069809,3466200,47.796881
"240",19.04981,19.139808,18.989811,19.00981,2701700,47.646498
"241",18.899812,19.04981,18.749813,18.799813,3952700,47.120158
"242",18.849812,18.899812,18.719813,18.739813,2896700,46.969774
"243",18.649814,18.759812,18.559815,18.669813,2144700,46.794324
"244",18.619814,18.669813,18.499815,18.599814,2467100,46.618877
"245",18.659814,18.719813,18.579815,18.619814,1754100,46.669006
"246",18.799813,18.799813,18.639813,18.749813,1892600,46.994837
"247",18.749813,18.769813,18.579815,18.579815,2629700,46.568752
"248",18.629814,18.629814,18.399817,18.609815,2920500,46.643944
"249",18.459816,18.579815,18.389816,18.449815,2036400,46.242918
"250",18.429816,18.479815,18.309817,18.369817,2718300,46.042409
"251",18.419816,18.529815,18.369817,18.379816,1920500,46.067472
"252",18.379816,18.479815,18.329818,18.459816,2094600,46.267984
"253",18.449815,18.499815,18.349817,18.409816,2473100,46.142663
"254",18.389816,18.409816,18.279818,18.279818,2089400,45.816833
"255",18.329818,18.589815,18.319817,18.499815,2485000,46.368239
"256",18.629814,18.669813,18.439816,18.539815,2353600,46.468494
"257",18.409816,18.579815,18.289817,18.389816,2336900,46.092534
"258",18.529815,18.699813,18.449815,18.679814,3045900,46.81939
"259",18.779813,18.879811,18.699813,18.739813,2794800,46.969774
"260",18.699813,18.849812,18.599814,18.829813,5544500,47.19535
"261",18.919811,18.919811,18.709814,18.799813,2184000,47.120158
"262",18.739813,18.779813,18.629814,18.689813,2156900,46.844453
"263",18.519816,18.619814,18.399817,18.549815,2559100,46.49356
"264",18.559815,18.709814,18.489816,18.509815,2008200,46.393302
"265",18.559815,18.659814,18.539815,18.619814,1771000,46.669006
"266",18.639813,18.679814,18.519816,18.629814,2514800,46.694069
"267",18.689813,18.839812,18.669813,18.779813,1829300,47.070029
"268",18.829813,18.839812,18.689813,18.829813,2176000,47.19535
"269",18.799813,19.08981,18.789812,19.069809,1826400,47.796881
"270",19.08981,19.10981,18.939811,19.069809,3272000,47.796881
"271",19.069809,19.119809,18.99981,19.069809,1989500,47.796881
"272",19.10981,19.149809,18.99981,19.08981,2775600,47.84701
"273",19.00981,19.119809,18.99981,19.08981,2571400,47.84701
"274",18.99981,19.08981,18.849812,19.05981,4777600,47.771818
"275",19.02981,19.229808,19.00981,19.119809,4413500,47.922202
"276",19.209809,19.219808,18.99981,19.019811,2923800,47.671564
"277",19.02981,19.08981,18.869812,18.889811,2502100,47.34573
"278",18.889811,18.959811,18.759812,18.849812,2536400,47.245475
"279",18.759812,18.829813,18.599814,18.629814,2274600,46.694069
"280",18.669813,18.789812,18.509815,18.759812,2727500,47.0199
"281",18.859812,18.919811,18.709814,18.829813,2595600,47.19535
"282",18.909811,19.139808,18.909811,19.099809,3046700,47.872073
"283",19.04981,19.099809,18.899812,18.94981,2130800,47.496114
"284",18.879811,19.019811,18.849812,18.919811,2426800,47.420922
"285",18.899812,18.939811,18.809812,18.819812,2037500,47.170283
"286",18.819812,18.859812,18.709814,18.759812,2701200,47.0199
"287",18.749813,18.759812,18.619814,18.619814,7667000,46.669006
"288",18.559815,18.669813,18.429816,18.599814,8998500,46.618877
"289",18.829813,18.859812,18.579815,18.699813,6892800,46.869516
"290",18.819812,18.819812,18.539815,18.549815,6096500,46.49356
"291",18.519816,18.619814,18.259817,18.449815,4281300,46.242918
"292",18.299818,18.419816,18.00982,18.019821,5248000,45.165172
"293",18.169818,18.339817,17.869822,18.119819,7960900,45.415811
"294",17.829823,18.03982,17.149829,17.269828,7454400,43.285379
"295",17.529825,17.879821,16.869832,17.859822,12407500,44.76415
"296",17.549825,17.689823,17.199828,17.249828,7329700,43.84904
"297",17.309827,18.209819,17.279828,18.019821,6121500,45.80636
"298",18.099819,18.229818,17.749823,17.819822,4437000,45.297964
"299",17.959821,18.429816,17.929821,18.399817,3373400,46.772309
"300",18.299818,18.339817,18.119819,18.289817,3619700,46.492691
"301",18.349817,18.589815,18.349817,18.469816,2857500,46.950247
"302",18.139818,18.419816,18.02982,18.369817,4828000,46.69605
"303",18.209819,18.409816,18.149819,18.239818,3908900,46.365594
"304",18.499815,18.539815,18.249818,18.349817,4385800,46.64521
"305",18.359817,18.589815,18.249818,18.489816,7050000,47.001087
"306",18.449815,18.899812,18.429816,18.869812,4527900,47.967037
"307",18.849812,18.879811,18.449815,18.559815,4443200,47.179025
"308",18.499815,18.649814,18.199818,18.559815,4603000,47.179025
"309",18.679814,18.879811,18.649814,18.769813,3357900,47.71284
"310",18.719813,18.879811,18.679814,18.769813,4177100,47.71284
"311",18.839812,18.959811,18.779813,18.909811,3625800,48.068715
"312",18.929811,18.989811,18.799813,18.809812,3540700,47.814518
"313",18.659814,18.849812,18.619814,18.779813,3296000,47.738259
"314",18.499815,18.659814,18.329818,18.639813,3923400,47.382381
"315",18.799813,18.799813,18.629814,18.779813,3667200,47.738259
"316",18.759812,18.989811,18.679814,18.809812,2724900,47.814518
"317",18.699813,18.719813,18.429816,18.549815,3717300,47.153606
"318",18.449815,18.859812,18.429816,18.859812,3426900,47.941618
"319",18.879811,18.989811,18.729813,18.97981,2899100,48.246652
"320",18.99981,19.239808,18.859812,19.07981,3508000,48.500852
"321",19.239808,19.419806,19.129809,19.399807,2633500,49.314283
"322",19.469806,19.629804,19.429806,19.569804,3514300,49.746417
"323",19.389806,19.599804,19.299808,19.549805,2242000,49.695579
"324",19.609805,19.959801,19.569804,19.749803,4895200,50.203973
"325",19.759802,19.929801,19.639803,19.659804,5395800,49.975195
"326",19.289807,19.549805,19.199808,19.489806,6202800,49.543061
"327",19.519806,19.819802,19.399807,19.789802,4589500,50.305651
"328",19.879801,19.959801,19.769803,19.939801,9249700,50.686947
"329",20.0298,20.0498,19.849802,19.899802,5086900,50.585269
"330",19.859802,20.149799,19.849802,19.879801,5602000,50.534429
"331",20.0598,20.149799,19.9498,20.129799,9319300,51.169922
"332",20.0598,20.209799,19.969801,19.989801,4329500,50.814047
"333",20.0898,20.149799,19.669803,19.709804,5145700,50.102295
"334",19.479805,19.649804,19.169808,19.639803,5800000,49.924354
"335",19.669803,19.699803,19.289807,19.489806,4754800,49.543061
"336",19.419806,19.739803,19.419806,19.599804,4754300,49.822676
"337",19.689803,19.909801,19.629804,19.789802,5763600,50.305651
"338",19.9498,20.259797,19.849802,20.259797,4000500,51.500378
"339",20.169798,20.199798,19.909801,19.929801,3243000,50.661529
"340",20.0298,20.0298,19.779803,19.799803,4254400,50.331073
"341",19.749803,20.269798,19.599804,19.799803,5247000,50.331073
"342",19.879801,19.939801,19.749803,19.919801,4729200,50.636107
"343",19.849802,20.179799,19.849802,20.1098,3716900,51.119085
"344",20.0598,20.229798,19.799803,20.119799,3564800,51.144503
"345",20.159799,20.379796,20.129799,20.199798,3498100,51.347859
"346",20.209799,20.369797,20.099799,20.239798,3258000,51.449541
"347",20.359797,20.569794,20.359797,20.549795,3705900,52.237553
"348",20.519796,20.539795,20.299798,20.359797,3021800,51.754578
"349",20.379796,20.429796,20.119799,20.139798,4013800,51.195341
"350",20.289797,20.399797,20.199798,20.299798,3231000,51.602059
"351",20.529795,20.729793,20.469796,20.629794,4753100,52.440909
"352",20.639793,20.639793,20.269798,20.459796,3793100,52.008775
"353",20.379796,20.669793,20.309797,20.419796,3828600,51.907093
"354",20.179799,20.399797,20.099799,20.199798,4346400,51.347859
"355",20.389796,20.609795,20.349797,20.429796,3616900,51.932515
"356",20.599794,20.849792,20.439796,20.809792,13861000,52.898465
"357",20.719793,20.719793,20.349797,20.639793,13985200,52.466327
"358",20.539795,20.849792,20.519796,20.849792,12054600,53.000143
"359",20.869792,20.919791,20.699793,20.829793,4070300,52.949305
"360",20.699793,20.709794,20.469796,20.559795,3745400,52.262971
"361",20.679794,20.829793,20.519796,20.749793,3842300,52.745946
"362",20.819792,20.99979,20.819792,20.99979,3039300,53.381439
"363",20.94979,21.019791,20.749793,20.829793,10319700,52.949305
"364",20.899792,20.929791,20.659794,20.679794,9827400,52.568009
"365",20.409796,20.449795,20.209799,20.229798,4657400,52.053389
"366",20.199798,20.329798,19.919801,20.099799,5377300,51.718889
"367",20.199798,20.329798,20.139798,20.169798,2836600,51.899004
"368",20.0398,20.129799,19.829803,20.0298,2784500,51.538775
"369",20.0098,20.0498,19.779803,19.919801,4074200,51.255734
"370",19.819802,19.839802,19.579805,19.629804,3018500,50.509542
"371",19.669803,19.859802,19.659804,19.789802,1090900,50.921235
"372",20.0298,20.129799,19.899802,19.989801,3363900,51.435852
"373",20.0598,20.299798,19.9998,20.209799,2910100,52.00193
"374",20.469796,20.849792,20.459796,20.849792,4670000,53.648699
"375",20.759792,20.819792,20.659794,20.699793,3183900,53.262736
"376",20.799793,20.799793,20.569794,20.619794,3308300,53.056892
"377",20.749793,20.809792,20.609795,20.699793,2682500,53.262736
"378",20.759792,20.789792,20.599794,20.679794,2909900,53.211277
"379",20.739793,20.799793,20.599794,20.709794,3293400,53.288469
"380",20.699793,20.729793,20.459796,20.489796,2414100,52.722392
"381",20.649794,20.889791,20.589795,20.859792,3400600,53.674432
"382",20.779793,20.789792,20.449795,20.609795,3448800,53.031162
"383",20.689793,21.04979,20.689793,20.869792,4254600,53.700162
"384",20.839792,20.959791,20.769793,20.849792,4323100,53.648699
"385",20.829793,21.05979,20.829793,21.03979,5889400,54.137584
"386",21.209789,21.219788,20.929791,21.00979,4736400,54.060391
"387",21.159789,21.179789,20.889791,20.969791,2932100,53.957469
"388",21.10979,21.429786,21.069789,21.399785,5784900,55.06389
"389",21.369787,21.689783,21.369787,21.649783,4156400,55.70716
"390",21.689783,21.779781,21.589783,21.629784,4489000,55.655701
"391",21.719784,21.919782,21.649783,21.889781,2929300,56.3247
"392",21.759782,21.99978,21.759782,21.989781,2445300,56.582011
"393",21.989781,21.99978,21.859782,21.909782,2528700,56.376166
"394",21.89978,22.069779,21.89978,22.05978,2238000,56.762125
"395",22.089778,22.119779,21.94978,21.99978,2259700,56.60774
"396",22.10978,22.10978,21.529784,21.619784,4086900,55.629971
"397",21.579784,21.719784,21.489786,21.519784,2247100,55.37266
"398",21.449785,21.659785,21.399785,21.509785,4089400,55.346931
"399",21.549785,21.569784,21.449785,21.509785,7059600,55.346931
"400",21.529784,21.539786,21.389786,21.469787,6587800,55.244012
"401",21.599785,21.679784,21.419787,21.469787,2753200,55.244012
"402",21.419787,21.499785,21.299788,21.399785,3021900,55.06389
"403",21.459785,21.469787,21.239788,21.279788,2655200,54.755124
"404",21.179789,21.329788,21.179789,21.309787,2489200,54.832316
"405",21.399785,21.549785,21.249788,21.319787,2277100,54.858046
"406",21.289787,21.329788,21.169788,21.319787,2753200,54.858046
"407",21.319787,21.319787,21.099789,21.239788,3702000,54.652201
"408",21.259787,21.299788,21.139788,21.299788,3259300,54.806586
"409",21.279788,21.439786,21.209789,21.269788,2531600,54.729394
"410",21.169788,21.249788,21.05979,21.139788,1891600,54.394891
"411",21.07979,21.399785,20.869792,21.359787,3576600,54.960971
"412",21.359787,21.519784,21.299788,21.469787,2978600,55.244012
"413",21.459785,21.459785,21.149789,21.179789,2997200,54.497816
"414",21.129789,21.149789,20.97979,21.129789,2902600,54.369161
"415",21.179789,21.319787,21.159789,21.309787,2941300,54.832316
"416",21.359787,21.509785,21.299788,21.459785,2814300,55.218275
"417",21.469787,21.499785,21.339786,21.369787,2178500,54.986701
"418",21.459785,21.519784,21.249788,21.399785,2538900,55.06389
"419",21.369787,21.389786,21.209789,21.269788,2590200,54.729394
"420",21.219788,21.569784,21.149789,21.479786,2731400,55.269741
"421",21.519784,21.539786,21.309787,21.379786,2542300,55.012431
"422",21.429786,21.459785,21.309787,21.459785,11227300,55.218275
"423",21.429786,21.489786,21.359787,21.479786,10371900,55.269741
"424",21.609785,21.609785,21.379786,21.439786,11736900,55.166816
"425",21.529784,21.529784,21.359787,21.499785,3848600,55.321201
"426",21.369787,21.369787,20.849792,20.869792,5805700,54.331927
"427",20.919791,21.279788,20.919791,21.099789,6208000,54.930696
"428",21.249788,21.269788,20.859792,20.899792,5305200,54.410028
"429",20.909791,20.959791,20.799793,20.859792,2969800,54.305895
"430",20.839792,20.94979,20.799793,20.929791,3442500,54.488128
"431",20.929791,20.99979,20.849792,20.889791,3574000,54.383992
"432",20.859792,21.199788,20.839792,21.099789,6976400,54.930696
"433",21.03979,21.149789,20.919791,21.069789,2722900,54.852596
"434",21.099789,21.149789,20.94979,21.00979,2437600,54.696395
