"","DNB.Open","DNB.High","DNB.Low","DNB.Close","DNB.Volume","DNB.Adjusted"
"1",71.099998,71.529999,70.68,71.529999,273100,65.432415
"2",70.839996,71.849998,70.610001,71.839996,216600,65.715986
"3",72.279999,72.43,71.769997,71.870003,209200,65.743435
"4",72.169998,73.5,72.169998,73.480003,239900,67.216191
"5",73.160004,73.599998,72.790001,73.449997,281800,67.188742
"6",73.5,73.559998,73.120003,73.480003,181800,67.216191
"7",73.57,73.75,73.129997,73.230003,263100,66.987502
"8",73.809998,73.870003,72.470001,72.669998,202300,66.475235
"9",72.860001,73.330002,71.669998,71.760002,459900,65.642811
"10",71.760002,71.800003,71.029999,71.300003,273800,65.222025
"11",71.089996,71.540001,70.43,70.470001,179500,64.462777
"12",70.68,71.07,70.220001,70.480003,299100,64.471926
"13",70.690002,70.690002,70.190002,70.279999,467900,64.288971
"14",69.599998,69.610001,67.809998,68.080002,583500,62.276513
"15",67.870003,68.25,66.989998,67.120003,640900,61.398349
"16",67.040001,67.519997,66.480003,66.870003,549000,61.169661
"17",66.989998,67.339996,66.269997,66.370003,387600,60.712283
"18",67.040001,67.110001,65.5,65.919998,412800,60.300639
"19",66.050003,66.720001,65.660004,66.720001,425800,61.032446
"20",67,67.410004,66.709999,67.290001,622400,61.553856
"21",67.349998,67.540001,66.940002,67.459999,350600,61.709363
"22",67.440002,67.790001,67.209999,67.389999,387000,61.64533
"23",67.860001,68.910004,67.809998,68.769997,639000,62.907689
"24",68.540001,68.93,68.260002,68.5,221200,62.660708
"25",68.540001,69.07,67.889999,68.900002,380700,63.026612
"26",68.620003,68.720001,67.879997,67.940002,582800,62.148448
"27",68.25,68.489998,67.970001,68.349998,348300,62.523494
"28",68.150002,70,67.970001,69.940002,420500,63.977958
"29",70.080002,70.080002,68.940002,69.050003,350700,63.163826
"30",69.669998,70.550003,69.519997,70.18,386600,64.197497
"31",69.949997,70.339996,69.699997,70.339996,420600,64.343854
"32",70.330002,71.650002,70.330002,71.639999,206600,65.533038
"33",71.970001,71.980003,71.160004,71.389999,161600,65.304349
"34",71.199997,71.440002,70.169998,70.379997,218100,64.380445
"35",70.580002,71.050003,70,70.860001,325700,64.81953
"36",69.75,69.75,66.32,68.360001,1073700,62.532643
"37",68.540001,69.459999,68.43,69.43,410900,63.511431
"38",69.389999,69.870003,68.400002,68.489998,677600,62.651559
"39",68.730003,69.260002,68.400002,69.260002,366300,63.355924
"40",69,69.360001,68.769997,69.040001,287900,63.154677
"41",68.639999,69.059998,68.309998,68.959999,348800,63.081495
"42",69.279999,69.919998,69.059998,69.690002,259000,63.749269
"43",69.419998,69.75,68.970001,69.309998,221500,63.401658
"44",68.400002,68.489998,67.889999,67.980003,327200,62.185039
"45",67.160004,68.18,67.160004,67.57,380300,61.809986
"46",67.459999,67.75,66.970001,67.57,431800,61.809986
"47",67.260002,67.809998,67.019997,67.730003,272100,61.95635
"48",68.199997,68.769997,68,68.449997,253100,62.614968
"49",68.510002,69.239998,68.239998,68.790001,309400,62.925988
"50",68.529999,68.610001,67.910004,68.07,372400,62.267364
"51",67.870003,68.059998,67.480003,67.970001,236500,62.175889
"52",68.120003,68.519997,67.519997,67.699997,241900,61.928902
"53",67.160004,67.82,67.040001,67.349998,432800,61.608739
"54",67.32,67.639999,66.379997,67.510002,284300,61.755103
"55",67.629997,67.699997,66.769997,66.849998,493600,61.151362
"56",67.150002,67.379997,66.449997,67.370003,378000,61.951391
"57",67.309998,67.309998,66.25,66.25,349900,60.921471
