"","DNB.Open","DNB.High","DNB.Low","DNB.Close","DNB.Volume","DNB.Adjusted"
"58",66.099998,66.309998,65.339996,65.900002,685600,60.599623
"59",66.599998,67.300003,66.290001,67,431700,61.611148
"60",67.220001,67.879997,66.900002,67.809998,317300,62.355997
"61",68.160004,68.809998,67.949997,68.790001,213800,63.257178
"62",68.620003,68.68,67.910004,67.93,224200,62.466348
"63",67.949997,68.43,67.879997,68.129997,230900,62.650259
"64",68.57,68.660004,67.970001,68.25,318000,62.76061
"65",68.330002,68.620003,68.029999,68.449997,224200,62.944521
"66",68.919998,69.089996,68.470001,69.050003,270000,63.496268
"67",68.959999,69.160004,68.639999,68.790001,172300,63.257178
"68",68.720001,68.839996,68.470001,68.75,150200,63.220394
"69",68.510002,68.809998,68.379997,68.57,147300,63.054872
"70",68.900002,70,68.900002,69.650002,356700,64.048008
"71",69.970001,71.629997,69.970001,71.599998,507500,65.841166
"72",71.32,72.470001,71.230003,71.830002,403300,66.05267
"73",71.739998,72.260002,71.260002,72.120003,446200,66.319346
"74",71.739998,72.160004,70.919998,71.080002,283300,65.362993
"75",71.669998,73.889999,71.620003,73.800003,498200,67.864223
"76",73.769997,73.919998,73.110001,73.510002,380800,67.597547
"77",73.830002,74.699997,73.589996,74.540001,326200,68.544702
"78",74.080002,74.949997,73.769997,74.529999,234800,68.535504
"79",74.989998,75.25,74.129997,74.139999,346700,68.176873
"80",74.720001,74.800003,74.239998,74.650002,347700,68.645855
"81",74.32,74.690002,73.589996,73.900002,275000,67.956178
"82",74.510002,75.120003,74.059998,74.989998,409300,68.958505
"83",74.809998,75.5,74.720001,74.900002,227900,68.875747
"84",75.25,75.339996,74.610001,74.940002,227400,68.912531
"85",75.059998,75.239998,74.610001,75.080002,310200,69.04127
"86",75.089996,75.459999,75.080002,75.349998,116800,69.289551
"87",75.18,75.339996,74.220001,75.25,165100,69.197595
"88",75.419998,75.599998,75.019997,75.290001,334600,69.234379
"89",75.330002,76,75.059998,75.269997,261000,69.215984
"90",75.989998,76.309998,75.839996,76.029999,456400,69.914858
"91",75.959999,76.169998,75.790001,75.849998,432300,69.749336
"92",75.339996,75.580002,74.730003,75.169998,276600,69.124028
"93",75.410004,75.410004,74.150002,74.68,566500,68.673441
"94",74.900002,75.089996,74.610001,75,460700,68.967703
"95",74.989998,75.389999,74.870003,75.220001,232800,69.170009
"96",75.18,75.580002,74.790001,75.120003,305400,69.078054
"97",74.919998,75.580002,74.610001,75.18,186200,69.133226
"98",73.519997,74.160004,73.220001,73.870003,402900,67.928592
"99",74.440002,75.019997,74.269997,74.379997,272000,68.397567
"100",74.190002,74.860001,74.099998,74.410004,227200,68.42516
"101",74.739998,75.330002,74.449997,74.790001,295700,68.774594
"102",75.220001,76.029999,75.209999,75.82,179800,69.72175
"103",75.889999,76.389999,75.5,76.010002,192300,69.89647
"104",76.57,77,76.199997,76.980003,198400,70.788453
"105",76.849998,77.019997,76.519997,76.940002,135300,70.75167
"106",76.540001,77.120003,76.449997,76.620003,207400,70.457408
"107",76.690002,76.839996,75.459999,75.730003,237600,69.638992
"108",75.639999,76.260002,75.440002,76.209999,511500,70.080381
"109",75.660004,77.510002,75.349998,77.190002,414700,70.981562
"110",76.760002,77.019997,76.269997,76.540001,296600,70.383841
"111",76.660004,76.959999,76.25,76.330002,261400,70.190732
"112",75.470001,76.040001,75.160004,75.349998,266700,69.289551
"113",75.419998,76.18,75.07,75.209999,131100,69.160812
"114",75.970001,76.139999,75.470001,75.620003,223700,69.537839
"115",75.660004,76.199997,75.269997,76.199997,303100,70.071183
"116",75.82,76.089996,75.349998,75.809998,210700,69.712552
"117",75.5,75.5,74.910004,75.040001,260900,69.004487
"118",75.190002,76.059998,75.110001,76.059998,151500,70.270196
"119",75.459999,75.940002,75.190002,75.290001,61100,69.558812
"120",75.029999,75.599998,74.489998,75.449997,231400,69.706629
"121",74.949997,75.5,74.650002,75.339996,282000,69.605002
"122",76.059998,76.760002,75.919998,76.720001,199800,70.879959
"123",76.690002,77.760002,76.660004,77.610001,300300,71.70221
"124",77.400002,77.919998,77.400002,77.800003,236400,71.877749
"125",77.699997,77.900002,77.519997,77.699997,182600,71.785356
"126",77.989998,78.190002,77.529999,77.970001,250900,72.034807
"127",77.93,78.339996,77.870003,78.309998,252500,72.348922
"128",78.489998,78.57,78.209999,78.57,321600,72.589133
"129",78.160004,79.309998,77.669998,79.059998,241900,73.041831
"130",79.25,79.879997,79.25,79.650002,265000,73.586923
"131",79.809998,80.639999,79.809998,80.419998,179700,74.298307
"132",80.419998,80.599998,79.93,80.269997,191600,74.159723
"133",79.93,81.089996,79.900002,81.040001,194300,74.871114
"134",80.93,81.57,80.760002,81.559998,390100,75.351527
"135",81.699997,81.839996,81.209999,81.480003,177000,75.277623
"136",81.660004,81.860001,81.410004,81.709999,263300,75.490111
"137",81.5,81.650002,81.040001,81.650002,152200,75.43468
"138",81.5,81.690002,81.32,81.440002,141900,75.240667
"139",81.32,81.769997,81.239998,81.699997,80200,75.48087
"140",81.660004,81.760002,80.900002,81.660004,133100,75.443921
"141",81.839996,82.089996,81.599998,81.849998,106600,75.619453
"142",81.860001,81.860001,81.32,81.540001,82800,75.333053
"143",81.400002,82.300003,81.169998,82.089996,223200,75.841182
"144",82.510002,82.510002,81.139999,81.209999,345200,75.028171
"145",81.139999,81.379997,80.410004,80.57,470300,74.43689
"146",80.269997,81.349998,80.269997,81.269997,217000,75.083602
"147",81.269997,82.620003,81.269997,82.57,232800,76.284647
"148",82.559998,83.029999,82.309998,82.870003,306300,76.561813
"149",82.43,83.120003,82.199997,82.940002,275100,76.626484
"150",83.169998,83.360001,82.739998,83.239998,215100,76.903644
"151",83.690002,84.110001,83.239998,84.110001,173500,77.70742
"152",83.870003,84.269997,83.57,83.82,147300,77.439495
"153",83.760002,84.379997,83.589996,84.379997,280000,77.956865
"154",84.459999,84.480003,83.760002,84.480003,148100,78.049258
"155",84.519997,84.949997,84,84.480003,166700,78.049258
"156",84.160004,84.720001,83.980003,84.400002,268800,77.975346
"157",85,85.220001,84.349998,85.150002,256200,78.668255
"158",85.160004,86.290001,85.059998,86.169998,187200,79.610608
"159",86.080002,86.459999,85.540001,86.449997,191100,79.869293
"160",86.68,87.080002,85.900002,85.970001,500300,79.425835
"161",86.120003,86.150002,85,85.279999,894300,78.788357
"162",85.379997,85.809998,83.919998,84.120003,316100,77.716661
"163",84.18,85.440002,84.18,84.949997,337600,78.483475
"164",85.559998,86.540001,85.519997,85.970001,352200,79.425835
"165",85.629997,86.5,85.389999,85.470001,283700,78.963896
"166",85.169998,86.18,84.550003,85.529999,429600,79.019326
"167",85.629997,85.75,84.900002,85.360001,246100,78.862269
"168",85.389999,85.849998,85.260002,85.580002,190000,79.065523
"169",85.629997,85.830002,84.190002,84.489998,353700,78.058492
"170",84.209999,85.290001,84.110001,85.120003,336000,78.64054
"171",84.870003,85.169998,84.279999,85.169998,161500,78.686729
"172",84.830002,85.620003,84.730003,85.57,150700,79.056282
"173",85.660004,85.889999,85.389999,85.690002,213500,79.16715
"174",85.43,85.43,84.580002,85.089996,251000,78.612817
"175",85.260002,85.580002,84.269997,85.010002,218400,78.538912
"176",84.93,84.93,84.349998,84.730003,180000,78.280228
"177",84.580002,85.190002,84.290001,85.029999,227900,78.557387
"178",84.400002,84.400002,82.730003,83.150002,287200,76.820498
"179",83.199997,83.309998,80.75,81.169998,353700,74.991215
"180",80.82,81.790001,80.32,80.849998,296200,75.028334
"181",81.029999,81.349998,80.709999,80.800003,392300,74.981938
"182",81.220001,81.220001,80.519997,80.800003,456300,74.981938
"183",81.099998,81.099998,79.800003,79.800003,377500,74.053944
"184",79.779999,79.779999,79.010002,79.330002,367900,73.617786
"185",80.120003,80.389999,79.580002,80.339996,484900,74.555055
"186",80.209999,80.620003,79.599998,79.870003,327400,74.118903
"187",80.010002,80.650002,78.949997,79.519997,293500,73.7941
"188",79.599998,80.669998,79.459999,80.199997,315800,74.425136
"189",79.849998,80.489998,79.620003,80.32,373100,74.536498
"190",79.389999,79.669998,78.639999,78.75,231800,73.079547
"191",78.93,79.720001,78.239998,79.57,237300,73.840502
"192",79.029999,79.489998,78.800003,79,522400,73.311546
"193",77.400002,78.43,77.279999,78.099998,334100,72.47635
"194",77.849998,78.230003,76.910004,76.980003,363200,71.437001
"195",77.809998,78.220001,76.959999,77.07,304000,71.520517
"196",77.5,77.910004,77.25,77.839996,448700,72.235069
"197",78.43,79.510002,78.309998,79.160004,196800,73.460028
"198",79.080002,79.57,78.93,79.5,323500,73.775543
"199",79.309998,79.43,78.730003,79.160004,181500,73.460028
"200",79.440002,79.510002,78.559998,78.949997,169300,73.265143
"201",78.93,79.580002,78.690002,79.279999,195400,73.571383
"202",79.510002,79.779999,78.889999,78.889999,90300,73.209466
"203",78.800003,79.269997,78.610001,79.269997,174200,73.562101
"204",79.559998,79.870003,79.260002,79.82,122900,74.072501
"205",79.809998,80.370003,79.809998,80.239998,233400,74.462257
"206",80.739998,81.040001,80.190002,80.910004,182200,75.084018
"207",80.910004,81.68,80.800003,81.68,228300,75.798571
"208",81.360001,81.610001,81.080002,81.440002,221000,75.575854
"209",81.919998,81.940002,81.5,81.93,435700,76.030569
"210",81.709999,81.739998,80.889999,81.059998,127200,75.223212
"211",81.269997,81.620003,80.309998,80.730003,141000,74.916979
"212",80.800003,81.370003,80.650002,81.050003,282100,75.213937
"213",80.309998,81.290001,80.260002,81.129997,571300,75.288171
"214",81.419998,81.599998,80.879997,81.169998,263500,75.325292
"215",80.790001,81.519997,80.57,81.209999,330800,75.362412
"216",81.419998,81.529999,81.029999,81.459999,262500,75.594411
"217",80.75,81.029999,79.470001,80.910004,234500,75.084018
"218",80.919998,81.449997,80.730003,81.239998,313400,75.390251
"219",82.07,82.660004,82.07,82.540001,384500,76.596646
"220",82.839996,83.040001,82.620003,83.029999,176100,77.051362
"221",82.900002,82.980003,82.089996,82.18,205600,76.262568
"222",82.470001,83.089996,82.43,83.010002,295400,77.032805
"223",83,83.449997,82.809998,83.330002,248100,77.329763
"224",83.360001,83.830002,81.410004,81.620003,358300,75.742893
"225",81.639999,82.220001,81.379997,82.18,581000,76.262568
"226",82.639999,83.139999,82.370003,82.870003,372600,76.902886
"227",82.489998,82.970001,81.709999,82.849998,289000,76.884322
"228",82.739998,82.900002,81.889999,82.32,322900,76.392486
"229",81.980003,82.309998,81.599998,81.870003,384800,75.974892
"230",82.68,83.139999,81.660004,81.830002,230500,75.937771
"231",81.739998,82.029999,81.480003,81.870003,162000,75.974892
"232",81.919998,82.879997,81.919998,82.809998,362600,76.847202
"233",82.709999,82.739998,81.529999,81.730003,147500,75.844973
"234",81.540001,82.220001,81.400002,82.129997,134000,76.216165
"235",82.050003,82.260002,81.339996,81.68,137000,75.798571
"236",81.440002,81.690002,80.970001,81.029999,158600,75.195373
"237",80.68,81.129997,80.349998,80.730003,232400,74.916979
"238",80.639999,81.480003,80.610001,81.309998,161800,75.45521
"239",81.5,81.639999,80.769997,81.440002,90700,75.575854
"240",81.339996,81.360001,80.57,81.029999,235200,75.195373
"241",80.160004,80.57,79.940002,80.25,132300,74.471539
"242",80.379997,80.550003,79.940002,80.150002,243900,74.378741
"243",79.389999,80.190002,79.389999,80.050003,304800,74.621111
"244",79.849998,80.300003,79.769997,80.209999,405200,74.770256
"245",79.199997,79.730003,78.980003,79.620003,399400,74.220273
"246",79.830002,80.330002,79.470001,80.209999,451300,74.770256
"247",79.879997,79.879997,78.419998,78.440002,446900,73.120299
"248",78.489998,78.93,78.25,78.459999,342500,73.138939
"249",77.629997,77.709999,76.720001,76.779999,461400,71.572874
"250",76.610001,77.019997,75.660004,75.790001,481300,70.650017
"251",76.129997,76.470001,75.580002,76.160004,588400,70.994927
"252",76.370003,76.370003,75.360001,75.980003,374800,70.827134
"253",76.279999,76.43,75.900002,76.260002,328400,71.088143
"254",75.889999,76.18,75.489998,75.739998,274800,70.603405
"255",76.379997,76.379997,75.510002,75.629997,195800,70.500865
"256",76.199997,76.449997,76.040001,76.150002,267200,70.985603
"257",75.650002,75.870003,74.540001,74.919998,369800,69.839017
"258",74.910004,75.349998,74.629997,75.029999,313900,69.941557
"259",75.589996,75.779999,74.730003,74.989998,303300,69.904269
"260",74.830002,75.139999,74.639999,74.760002,141800,69.689871
"261",75.160004,75.529999,74.889999,75.389999,270000,70.277143
"262",75.080002,75.75,74.940002,74.980003,225900,69.894952
"263",74.139999,74.620003,72.919998,74.57,465300,69.512755
"264",74.639999,74.870003,73.970001,74.25,291100,69.214457
"265",74.419998,74.620003,74.110001,74.389999,207700,69.344962
"266",74.720001,74.720001,74.339996,74.540001,210300,69.48479
"267",74.949997,75.139999,74.5,75.029999,232900,69.941557
"268",75.099998,75.809998,75.059998,75.540001,249800,70.416972
"269",75.75,76.220001,75.370003,76.169998,293300,71.004243
"270",75.989998,75.989998,75.43,75.599998,163200,70.4729
"271",75.410004,76.129997,75.410004,76.080002,330400,70.92035
"272",76.639999,76.900002,76.620003,76.790001,234000,71.582198
"273",75.989998,76.269997,75.610001,76.040001,168000,70.883062
"274",75.260002,75.57,75.239998,75.440002,329000,70.323755
"275",75.18,75.839996,75.059998,75.449997,240300,70.333072
"276",75.790001,76.110001,75.400002,75.589996,239400,70.463576
"277",75.629997,75.900002,74.480003,74.589996,271600,69.531395
"278",74.900002,75.019997,74.190002,74.540001,179900,69.48479
"279",74.32,74.43,73.260002,73.330002,183200,68.356852
"280",73.660004,74.150002,73.470001,74,199800,68.981412
"281",74.220001,74.330002,73.639999,74.019997,324500,69.000052
"282",74.330002,75.099998,74.160004,74.800003,364300,69.72716
"283",74.93,75.080002,74.300003,74.459999,153700,69.410214
"284",73.959999,74.650002,73.809998,74.110001,171900,69.083952
"285",74.080002,74.379997,73.800003,74.139999,212000,69.111917
"286",73.959999,74.010002,72.760002,72.760002,422900,67.825509
"287",72.529999,73.279999,72.529999,72.910004,345500,67.965338
"288",72.580002,73.190002,71.82,72.550003,475700,67.629752
"289",73.080002,73.120003,70.970001,71.339996,538600,66.501806
"290",71.120003,71.610001,69.760002,69.760002,568800,65.028965
"291",69.919998,70.370003,68.610001,69.690002,745700,64.963713
"292",68.900002,70.150002,68.699997,69.080002,779200,64.395082
"293",69.589996,70.5,68.5,70.300003,964100,65.532344
"294",68.82,69.169998,66.139999,66.220001,1138500,61.729043
"295",67.279999,68.07,64.209999,66.790001,981300,62.260386
"296",65.580002,66.459999,64.330002,64.580002,863400,60.200266
"297",64.889999,66.089996,63.98,65.57,844800,61.123124
"298",66.190002,67.040001,65.330002,66.639999,532900,62.120557
"299",66.959999,67.25,66.400002,67.209999,299200,62.6519
"300",67,68.150002,66.43,67.330002,940500,62.763765
"301",67.449997,67.940002,66.760002,67.150002,358500,62.595972
"302",65.839996,65.959999,62.369999,62.77,688000,58.513017
"303",62.099998,63.060001,62.040001,62.32,621500,58.093535
"304",63.029999,63.82,62.66,62.849998,406700,58.587589
"305",63.150002,64.559998,62.759998,64.540001,833800,60.162978
"306",64.510002,65.43,64.089996,65.220001,944100,60.796862
"307",65.480003,65.709999,64.400002,64.580002,453300,60.200266
"308",64.220001,65.580002,63.439999,65.559998,354900,61.1138
"309",65.459999,66.360001,65.279999,66.360001,628100,62.201101
"310",66.190002,66.760002,65.470001,66.370003,341100,62.210476
"311",66.610001,67.260002,66.379997,66.889999,392900,62.697884
"312",67.220001,67.489998,65.779999,65.82,409100,61.694943
"313",64.980003,64.980003,63.639999,63.66,336700,59.670314
"314",62.16,63.700001,61.439999,63.59,539500,59.604702
"315",64.260002,65.029999,64.089996,65.029999,440600,60.954453
"316",64.730003,64.839996,63.07,63.490002,588400,59.51097
"317",63.18,63.18,61.299999,61.759998,560200,57.889389
"318",61.119999,62.57,60.950001,62.57,525300,58.648626
"319",62.68,63.150002,62.34,62.93,518900,58.986065
"320",63.220001,65.059998,62.34,64.529999,579500,60.485789
"321",65.220001,65.839996,64.849998,65.839996,401800,61.713687
"322",66.199997,66.589996,65.559998,66.589996,506100,62.416683
"323",65.720001,66.010002,64.900002,65.620003,343400,61.50748
"324",65.839996,66.410004,65.07,65.169998,227000,61.085678
"325",65.230003,65.459999,63,63.009998,409100,59.06105
"326",61.779999,62.419998,60.439999,61.060001,493600,57.233262
"327",60.810001,61.939999,60.580002,61.610001,320700,57.748792
"328",62.16,63.02,61.259998,63,570400,59.051678
"329",63.950001,64.900002,63.599998,63.889999,470100,59.885899
"330",64.050003,64.169998,62.040001,62.099998,415800,58.208081
"331",63.060001,63.290001,61.790001,62.91,654800,58.967318
"332",62.41,62.959999,61.259998,61.259998,575100,57.420725
"333",61.110001,61.77,59.209999,59.25,692400,55.536697
"334",58.5,60.66,58.5,60.630001,754200,56.830211
"335",60.689999,62.23,60.43,61.849998,630600,57.973749
"336",61.639999,62.16,60.900002,62.139999,804100,58.245575
"337",62.290001,62.57,61.490002,61.759998,408100,57.889389
"338",62.630001,63.060001,62.32,63.049999,443800,59.098544
"339",62.759998,63.18,62.57,63.029999,257700,59.079797
"340",63.200001,63.779999,63.200001,63.540001,380300,59.557836
"341",63.200001,63.400002,62.419998,62.880001,366900,58.939199
"342",63.57,63.919998,63.34,63.869999,327000,59.867152
"343",63.84,63.84,62.02,62.16,522500,58.264322
"344",62.34,63.619999,61.610001,63.389999,446800,59.417235
"345",63.299999,63.75,62.849998,62.98,322400,59.032931
"346",62.950001,63.560001,62.389999,63.400002,360600,59.426611
"347",64.349998,64.589996,63.720001,64.360001,468400,60.326445
"348",64.550003,65.349998,64.279999,65.040001,456100,60.963828
"349",64.709999,64.809998,63.310001,63.41,499600,59.435982
"350",63.869999,64.489998,63.09,63.369999,572200,59.398488
"351",64.650002,66.110001,64.639999,65.690002,547200,61.573093
"352",67.43,69.650002,67.43,68.019997,770600,63.757062
"353",67.790001,67.790001,66.809998,66.860001,477600,62.669765
"354",65.389999,65.839996,63.91,63.950001,647600,59.94214
"355",64.760002,64.93,63.689999,64.5,607000,60.45767
"356",64.959999,65.610001,64.389999,65.459999,726300,61.357504
"357",64.970001,66.5,64.800003,66.449997,506000,62.285457
"358",66.239998,66.860001,65.5,66.760002,487700,62.576034
"359",66.830002,68.129997,66.720001,68,436500,63.738319
"360",66.760002,66.879997,65.660004,65.760002,634800,61.638706
"361",66.449997,67.25,65.860001,67.07,527100,62.866603
"362",67.510002,68.169998,67.440002,67.910004,276900,63.653963
"363",67.580002,67.580002,66.550003,66.769997,256200,62.585402
"364",66.489998,68.080002,66.43,68,392000,63.738319
"365",66.910004,68.139999,66.910004,67.099998,534500,62.894722
"366",66.989998,67.879997,66.82,67.190002,650400,62.979085
"367",67.529999,67.989998,67.010002,67.919998,629800,63.663331
"368",67.129997,67.650002,67,67.459999,803700,63.232161
"369",67.43,68,67.18,67.5,673100,63.269655
"370",66.519997,66.68,65.360001,65.379997,463300,61.611111
"371",65.339996,65.919998,65.089996,65.139999,169100,61.384948
"372",66.260002,67.32,66.080002,67.269997,385600,63.39216
"373",67.389999,67.860001,66.830002,67.360001,271500,63.476976
"374",69.529999,69.959999,68.57,69.870003,632700,65.842287
"375",69.769997,71.199997,69.419998,70.309998,558000,66.256917
"376",70.730003,71.150002,69.989998,70.639999,1110700,66.567896
"377",71.599998,72.550003,71.279999,72.290001,551500,68.122782
"378",72.279999,72.279999,70.589996,71.309998,500700,67.199272
"379",71.050003,71.660004,70.57,71.459999,484200,67.340626
"380",71.139999,71.349998,70.230003,70.419998,435400,66.360577
"381",70.639999,71.879997,70.470001,71.720001,299600,67.58564
"382",71.029999,71.419998,70.800003,71.379997,502900,67.265236
"383",71.629997,72.160004,70.669998,70.989998,392700,66.897719
"384",70.82,70.940002,70.050003,70.300003,570100,66.247499
"385",70.93,71.260002,70.190002,70.389999,531700,66.332308
"386",71.080002,71.389999,70.330002,70.769997,395300,66.6904
"387",70.809998,71.220001,70.220001,70.360001,391800,66.304038
"388",71.290001,72.989998,71.290001,72.75,357100,68.556264
"389",72.459999,72.800003,71.489998,72.800003,255100,68.603384
"390",72.760002,74.129997,72.669998,74.129997,254500,69.85671
"391",74.290001,74.769997,74.169998,74.75,188400,70.440972
"392",74.57,74.75,74.339996,74.629997,139300,70.327887
"393",74.519997,74.650002,73.349998,74.209999,209000,69.9321
"394",74.209999,74.639999,74.110001,74.559998,253100,70.261923
"395",74.709999,75,74.32,74.830002,196600,70.516362
"396",76.150002,76.150002,75.089996,75.169998,539700,70.836759
"397",75.139999,75.290001,74.709999,75.18,324100,70.846185
"398",75.040001,75.400002,74.370003,75.360001,273300,71.015809
"399",75.279999,76.059998,74.959999,75.900002,259800,71.524681
"400",76,76.599998,75.449997,76.559998,288900,72.146631
"401",77.25,77.620003,76.629997,77.57,493700,73.098411
"402",77.519997,78.18,77.339996,78.139999,323600,73.635552
"403",78.379997,78.809998,77.959999,78.779999,320100,74.238658
"404",78.349998,78.860001,78.199997,78.779999,231400,74.238658
"405",79.410004,80.129997,79.410004,79.730003,329500,75.133899
"406",79.75,80.309998,79.370003,80.25,243200,75.62392
"407",80.230003,81.580002,80.099998,81.57,240400,76.867827
"408",81.68,82.029999,80.919998,81.400002,215200,76.707629
"409",81.370003,82,80.760002,80.900002,277700,76.236452
"410",80.599998,81.470001,80.540001,81.360001,257200,76.669934
"411",81.410004,82.870003,81.400002,82.730003,277600,77.960961
"412",82.910004,83.139999,82.120003,83.089996,403300,78.300202
"413",82.82,82.910004,82.370003,82.660004,533400,77.894997
"414",82.279999,82.959999,82.080002,82.709999,413100,77.94211
"415",83,83,82.519997,82.809998,614200,78.036344
"416",83.290001,83.879997,83.129997,83.790001,365700,78.959854
"417",83.900002,85,83.639999,84.709999,446500,79.826819
"418",85.029999,85.43,84.769997,84.970001,460400,80.071833
"419",84.610001,84.839996,84.209999,84.260002,481000,79.402762
"420",83.779999,83.830002,79.18,80.220001,1128400,75.59565
"421",80.139999,81.099998,79.919998,80.900002,476300,76.236452
"422",81.010002,81.25,79.419998,79.519997,460300,74.935998
"423",79.139999,79.300003,78.739998,78.769997,320200,74.229233
"424",79.309998,79.620003,78.589996,78.699997,391600,74.163268
"425",78.629997,78.790001,77.849998,78.309998,307400,73.795751
"426",78.540001,78.68,77.349998,77.5,304500,73.032446
"427",77.419998,78.589996,77.400002,78.519997,448800,73.993644
"428",78.919998,79,78.489998,78.709999,317500,74.172694
"429",78.760002,80.449997,78.620003,80.129997,505000,75.510835
"430",79.93,82.150002,79.839996,81.489998,717600,76.792437
"431",81.379997,83.190002,81.139999,83.150002,500900,78.356748
"432",83.129997,83.129997,81.650002,82.360001,271000,77.968605
"433",81.959999,83.019997,81.639999,82.690002,277300,78.281012
"434",82.620003,83.139999,82.279999,83.07,281300,78.640748
"435",82.589996,83.120003,82.120003,82.650002,452700,78.243144
"436",83.260002,83.260002,82.339996,83.080002,290000,78.650217
"437",83.089996,83.160004,82.5,82.610001,207100,78.205276
"438",82.389999,82.650002,81.900002,82.260002,164600,77.873939
"439",81.629997,82.239998,81.519997,81.809998,260700,77.447928
"440",81.970001,83.199997,81.769997,82.93,227400,78.508213
"441",83.82,84.440002,83.32,83.940002,275800,79.464362
"442",84.139999,85.419998,83.839996,84.629997,174800,80.117567
"443",84.769997,85.360001,84.480003,85.150002,171100,80.609845
"444",85.5,86.519997,85.129997,86.5,208100,81.887862
"445",86.459999,86.519997,85.290001,85.900002,173600,81.319855
"446",85.980003,86.379997,85.360001,86.379997,221300,81.774258
"447",86,86.410004,85.650002,85.720001,412200,81.149452
"448",85.150002,85.589996,84.68,84.709999,460900,80.193303
"449",84.25,84.400002,83.900002,84,686200,79.521161
"450",83.940002,84.330002,83.809998,83.989998,541900,79.511692
"451",83.519997,84.120003,83.519997,83.790001,637600,79.322359
"452",83.949997,84.029999,83.459999,83.82,495500,79.350758
"453",84.32,84.510002,83.989998,84.349998,997500,79.852498
"454",84.540001,84.540001,84.169998,84.239998,434600,79.748362
"455",84.25,84.529999,84.040001,84.25,543700,79.757831
"456",83.760002,84.349998,83.760002,84.25,444800,79.757831
"457",84.529999,85.019997,84.349998,84.730003,774200,80.212241
"458",84.769997,85.82,84.330002,85.410004,387500,80.855984
"459",85.559998,85.949997,85.110001,85.5,466600,80.941182
