"","NOC.Open","NOC.High","NOC.Low","NOC.Close","NOC.Volume","NOC.Adjusted"
"97",60.72017,61.560174,60.360169,61.350169,2655500,48.471131
"98",61.410178,61.590177,60.74017,61.380172,2734500,48.494835
"99",62.050179,62.600177,61.380172,62.240176,2440600,49.174301
"100",62.350171,63.230172,62.210182,63.220178,1973500,49.948575
"101",63.36018,64.48018,63.060176,63.510172,1736400,50.177691
"102",64.010184,64.680183,64.010184,64.590175,1724000,51.030973
"103",64.44018,64.750178,63.480178,64.280181,1598400,50.786055
"104",64.730186,65.460182,64.350185,65.27019,2213600,51.568234
"105",65.220183,65.590178,65.110179,65.340185,1043900,51.623535
"106",64.800181,65.590178,63.850173,65.340185,1232700,51.623535
"107",65.640185,65.680186,64.690177,65.280184,1387900,51.57613
"108",65.070187,65.430188,64.660183,65.220183,1413300,51.528725
"109",64.700183,64.740184,63.780178,64.070176,1624100,50.620136
"110",63.490172,63.60018,62.65018,62.900177,1353200,49.695751
"111",63.000179,63.570185,62.570183,63.010181,1186000,49.782662
"112",62.710173,62.820176,61.520174,61.900175,1691900,48.905676
"113",62.27017,62.320177,61.600175,62.050179,1273200,49.02419
"114",62.600177,63.390183,62.600177,63.070174,1341200,49.83006
"115",63.160177,63.370182,62.490182,63.260179,1147300,49.980178
"116",62.860177,63.160177,61.570181,62.280177,1993600,49.205905
"117",61.430166,61.700172,60.650167,61.290177,2256200,48.423732
"118",61.430166,62.320177,61.230176,62.200175,1590000,49.522462
"119",61.77018,62.310179,61.650178,61.760173,682300,49.172141
"120",61.160172,61.51018,60.330175,61.220173,2018000,48.742205
"121",60.760171,61.97017,60.670176,61.680172,3243800,49.108446
"122",62.700174,63.490172,62.520176,63.350174,2432500,50.438066
"123",63.470184,64.190186,63.34018,64.030175,1918300,50.979469
"124",63.910186,64.050176,62.900177,63.210184,3168700,50.326609
"125",63.220178,63.980181,63.010181,63.720177,1798200,50.732655
"126",64.130173,64.420179,63.930187,64.380183,1951500,51.258137
"127",64.390177,64.510174,64.100179,64.360183,1854700,51.242213
"128",64.620182,64.620182,63.430171,63.610173,2443600,50.645072
"129",63.94018,64.330176,63.790172,64.16018,1694600,51.082975
"130",64.310175,64.370185,63.710175,64.000181,2080600,50.955588
"131",64.22018,64.870175,64.080178,64.710186,1397200,51.520879
"132",64.48018,64.570175,63.610173,63.750184,2192100,50.756545
"133",63.850173,64.570175,63.630186,64.570175,1142600,51.409405
"134",64.520181,64.630189,64.040182,64.120179,2309100,51.051128
"135",64.370185,64.430186,63.820179,64.080178,1334500,51.01928
"136",64.350185,64.840181,64.170186,64.50018,2098900,51.353677
"137",64.620182,65.160182,64.410177,65.130179,1867400,51.855269
"138",65.080185,65.420186,64.730186,64.880182,1621000,51.656226
"139",64.710186,64.770178,64.48018,64.640183,1014300,51.465144
"140",64.720184,65.100181,64.510174,64.810187,1100300,51.600498
"141",65.000184,65.170188,64.660183,64.880182,1368400,51.656226
"142",64.770178,64.960183,64.400179,64.44018,1249500,51.305905
"143",64.420179,64.890188,64.18018,64.78018,1192900,51.576607
"144",65.150188,65.440182,64.920183,65.150188,1819500,51.871199
"145",65.140182,65.380185,64.700183,65.360185,2130600,52.038394
"146",65.150188,65.75018,64.790187,65.700186,1900400,52.309096
"147",65.820183,67.66019,65.770181,67.200187,2467000,53.503365
"148",67.810186,68.7502,67.420191,68.060192,2821000,54.188082
"149",67.610196,67.690197,66.760189,66.930181,1683500,53.288392
"150",67.180187,67.430197,66.400188,66.420188,1508400,52.882346
"151",66.590193,67.430197,66.590193,66.920187,1998000,53.280435
"152",67.40019,67.470185,66.230192,66.520185,1734600,52.961962
"153",66.470183,67.270182,66.29018,67.230194,1722600,53.527256
"154",66.940188,69.840197,66.870193,69.320194,3841200,55.191269
"155",69.320194,69.550199,68.580191,68.930199,1477000,54.880763
"156",68.980193,70.000196,68.610185,69.980195,2301000,55.716748
"157",70.350203,70.350203,69.280193,69.530191,1996900,55.358464
"158",69.490203,69.720196,68.4702,68.91019,2010400,54.864833
"159",68.840195,69.540197,68.550189,69.51019,2092800,55.342541
"160",69.630201,69.640194,68.320191,68.810188,2078600,54.785214
"161",69.040194,69.880198,68.660192,69.220197,1312100,55.111654
"162",69.3102,69.77019,67.330196,67.580189,2125100,53.805914
"163",68.010185,69.360194,67.860189,69.300194,2554900,55.175345
"164",69.77019,70.320196,69.560197,70.270202,1640800,55.947645
"165",70.100197,70.350203,69.670201,69.880198,1196400,55.637133
"166",69.780197,70.000196,69.150189,69.79019,1001600,55.565471
"167",69.700195,69.750202,69.180196,69.5702,1004900,55.390319
"168",69.780197,70.650203,69.670201,70.350203,1445900,56.011341
"169",70.340196,71.140196,69.940195,71.090206,1316600,56.600515
"170",71.910205,72.500208,70.590194,71.870196,2190400,57.221527
"171",71.330209,71.6802,70.440198,71.1602,1684400,56.656244
"172",70.950191,71.1602,70.400197,70.510193,1804200,56.138721
"173",70.410191,70.680197,68.560191,68.700193,3049800,54.697638
"174",68.230196,69.320194,68.140193,69.140195,1864900,55.047958
"175",69.3102,69.540197,67.300189,68.540195,2846800,54.570251
"176",68.280191,69.580194,68.080192,68.900192,1432000,54.856873
"177",68.900192,69.440196,68.7702,69.110201,1624400,55.024078
"178",68.530188,68.650199,67.140191,67.560188,1741300,53.78999
"179",67.520188,68.080192,66.330193,66.920187,2607100,53.280435
"180",66.420188,67.650183,65.650179,67.000188,2689800,53.721438
"181",67.210194,67.590195,66.320187,66.490183,2034700,53.31251
"182",66.520185,67.580189,66.080187,66.680188,2418200,53.464858
"183",67.010182,67.700191,65.660185,65.860184,1886900,52.807371
"184",65.830181,66.690194,65.75018,66.440189,1686700,53.272424
"185",66.870193,67.900189,66.830184,67.510194,1878400,54.130365
"186",67.540188,67.700191,65.850178,66.690194,1400800,53.472881
"187",66.780189,67.250194,65.400186,65.790189,1502000,52.751248
"188",65.700186,67.180187,65.700186,66.890193,1881700,53.633242
"189",66.770191,67.430197,66.300186,67.300189,1133500,53.961981
"190",67.180187,67.490194,66.27018,66.31018,2007100,53.168182
"191",66.43019,66.760189,65.720186,66.100188,1560000,52.999808
"192",65.630191,66.360187,65.350191,66.320187,2156900,53.176205
"193",64.650189,66.600187,64.170186,66.130182,2893100,53.023857
"194",66.000186,66.000186,64.600182,64.940183,2815300,52.069704
"195",66.180185,67.140191,65.940185,66.460189,4624900,53.288461
"196",67.36019,67.500192,65.990192,66.950194,3354800,53.681352
"197",67.830186,68.570197,67.68019,68.22019,2300300,54.699647
"198",68.080192,68.490196,67.820192,67.980191,2379800,54.507214
"199",67.600189,67.970184,67.170185,67.770198,3234700,54.338839
"200",67.980191,68.250188,67.460191,68.050198,1402800,54.563346
"201",68.100192,68.460194,67.350183,68.420193,1822000,54.860012
"202",68.570197,68.730187,67.900189,67.910187,1872900,54.451084
"203",67.950196,68.420193,67.410197,68.210196,1755500,54.691634
"204",68.400193,68.660192,67.570195,68.590198,2970800,54.996323
"205",62.580002,63.439999,62.23,62.709999,3848200,55.651931
"206",62.810001,63.549999,62.669998,62.970001,2113100,55.88267
"207",63.139999,63.209999,61.540001,62.580002,2196700,55.536565
"208",62.560001,62.939999,62.060001,62.209999,1506800,55.208207
"209",62.529999,62.529999,61.650002,62.360001,3526500,55.341326
"210",62.119999,62.779999,61.970001,62.540001,2629900,55.501067
"211",62.740002,62.799999,62.189999,62.380001,2125600,55.359075
"212",62.580002,63.380001,62.5,62.950001,1728700,55.864921
"213",62.580002,63.18,62.48,62.84,2020700,55.767301
"214",62.970001,63,61.290001,61.529999,3002300,54.604741
"215",61.09,61.330002,60.450001,61.290001,2672600,54.391755
"216",61.459999,61.860001,60.959999,61.290001,1500700,54.391755
"217",60.689999,60.77,59.869999,60.419998,2126700,53.619672
"218",60.389999,60.810001,60.259998,60.619999,1530600,53.797163
"219",61.48,62.16,60.970001,61.830002,1831500,54.870979
"220",61.889999,61.919998,61.200001,61.740002,1060800,54.791108
"221",61.75,61.75,61.130001,61.470001,684500,54.551496
"222",61.810001,62.689999,61.720001,62.490002,1600000,55.456695
"223",62.900002,64,62.27,62.900002,2271900,55.820549
"224",62.549999,63.200001,62.5,63.09,2160600,55.989163
"225",62.759998,63.830002,62.549999,63.610001,1665600,56.450637
"226",63.919998,64.279999,63.380001,64.169998,2782500,56.947606
"227",64.660004,65.290001,64.339996,65.050003,2791600,57.728566
"228",65.18,65.550003,64.32,64.470001,2493600,57.213844
"229",64.199997,64.75,63.919998,64.150002,2032300,56.92986
"230",64.669998,65.150002,64.25,64.449997,2019400,57.196091
"231",64.580002,65.260002,64.059998,64.809998,1264900,57.515573
"232",65,65.360001,64.779999,65.019997,1393000,57.701937
"233",65.019997,65.400002,64.620003,64.989998,1549900,57.675314
"234",64.910004,65.720001,64.839996,65.360001,1634200,58.003673
"235",65.349998,65.660004,64.660004,64.860001,1455200,57.559948
"236",64.68,65.029999,64.339996,64.779999,1544900,57.488951
"237",64.610001,65.169998,64.18,64.540001,1994500,57.275965
"238",64.550003,64.970001,64.389999,64.690002,1791400,57.409084
"239",64.839996,65.389999,64.669998,65.160004,2225100,57.826186
"240",64.93,65.050003,64.389999,64.5,1896800,57.240466
"241",64.040001,65.459999,63.869999,65.139999,3810400,57.808433
"242",65.199997,65.790001,64.980003,65.599998,3284400,58.216659
"243",65.199997,65.389999,64.650002,64.919998,3047900,57.613193
"244",64.07,64.550003,63.669998,64.360001,2586000,57.559537
"245",64.440002,64.949997,64.410004,64.889999,1373100,58.033535
"246",65.190002,65.489998,64.720001,65.290001,2709100,58.391271
"247",65,65.169998,63.689999,63.75,2232600,57.013991
"248",63.689999,64.190002,63.470001,63.799999,1899900,57.058707
"249",63.16,64.110001,62.889999,63.5,1619900,56.790407
"250",63.27,63.860001,63.060001,63.169998,2625700,56.495274
"251",63.439999,64.050003,63.290001,63.34,1618100,56.647313
"252",63.27,63.509998,62.970001,63.130001,1484100,56.459503
"253",63.169998,64.050003,62.970001,63.650002,1868100,56.924559
"254",63.290001,63.470001,62.5,62.509998,2333300,55.905012
"255",62.900002,63.740002,62.73,63.529999,1772100,56.817236
"256",64.160004,64.650002,63.970001,64.470001,2122300,57.657915
"257",63.849998,64.540001,63.439999,63.5,2206000,56.790407
"258",63.650002,64.830002,63.400002,64.720001,2673800,57.881499
"259",65.18,65.720001,64.57,64.690002,2707700,57.85467
"260",64.529999,65.830002,64.529999,65.730003,1655800,58.784782
"261",65.93,66.919998,65.839996,66.550003,3084800,59.518138
"262",66.120003,67.309998,66.120003,66.510002,2590200,59.482364
"263",65.760002,66.339996,65.110001,66.169998,2404700,59.178285
"264",66.300003,66.669998,65.370003,66.349998,3060400,59.339266
"265",66.419998,67.209999,66.209999,66.970001,2020600,59.893758
"266",67.089996,68.169998,66.919998,68.110001,2110500,60.913302
"267",68.209999,69.230003,68.040001,68.809998,2096200,61.539335
"268",69,69.900002,68.809998,69.349998,2855000,62.022278
"269",69.589996,70.5,69.400002,70.330002,2103200,62.898731
"270",70.379997,70.559998,69.410004,69.989998,2092000,62.594653
"271",69.949997,70.610001,69.68,70,1715500,62.603598
"272",68.889999,69.739998,68.059998,68.5,5732300,61.262093
"273",67.709999,68,67.029999,67.959999,3285200,60.77915
"274",67.480003,67.839996,67,67.309998,2703500,60.197829
"275",67.349998,67.360001,66.629997,66.82,2085500,59.759606
"276",66.93,67.25,66.379997,66.5,2600800,59.473418
"277",66.800003,66.830002,65.18,65.519997,3856400,58.596965
"278",65.720001,65.720001,63.84,64.620003,4245200,57.792067
"279",64.510002,64.629997,63.580002,64.370003,3165700,57.568483
"280",64.540001,64.779999,64,64.410004,3135900,57.604257
"281",65.690002,65.889999,64.760002,64.980003,2256900,58.114029
"282",65.470001,65.889999,65.260002,65.550003,3040400,58.623801
"283",65.449997,65.449997,64.550003,65.269997,1684100,58.373381
"284",64.849998,65.419998,64.510002,65.120003,2090800,58.239236
"285",65.410004,65.620003,64.940002,65.400002,3335500,58.489649
"286",65.040001,65.25,62.200001,62.68,4691700,56.057051
"287",62.32,62.380001,60.25,60.709999,4332400,54.295206
"288",60.139999,61.18,59.580002,60.509998,3941500,54.116337
"289",59.619999,60.169998,58.400002,59.599998,3960100,53.302491
"290",58.970001,59.599998,57.529999,57.529999,3716000,51.451213
"291",57.32,57.669998,55.849998,57.110001,4197400,51.075593
"292",56.5,56.830002,55.189999,55.310001,5135500,49.465787
"293",55.73,56.509998,54.950001,55.490002,6414500,49.626768
"294",54.48,55.119999,51.75,51.75,5813100,46.281946
"295",52.23,53.360001,50.360001,53.240002,6148600,47.61451
"296",52.290001,52.599998,50,50.09,7614800,44.797346
"297",50.09,52.450001,49.900002,51.779999,9151900,46.308775
"298",51.799999,52.200001,50.779999,51.889999,5973100,46.407152
"299",52.189999,53.369999,51.57,53.049999,5311500,47.444583
"300",52.59,54.119999,52.349998,53.240002,3871500,47.61451
"301",53.529999,53.860001,52.439999,52.759998,3160000,47.185225
"302",51.580002,51.580002,49.709999,50.040001,4232200,44.75263
"303",49.360001,50.23,49.200001,49.259998,3735100,44.055045
"304",50.41,50.630001,49.849998,50.029999,3892400,44.743685
"305",50.23,51.48,50,51.48,3587100,46.040474
"306",51.290001,52.830002,51.040001,52.720001,2393900,47.149454
"307",52.459999,52.75,50.950001,51.240002,2816400,46.264612
"308",50.93,52.459999,50.099998,52.16,2048100,47.095278
"309",52.82,53.970001,52.68,53.93,1353900,48.693412
"310",53.720001,54.759998,53.139999,54.41,1939100,49.126804
"311",54.759998,55.389999,54.290001,54.619999,1792600,49.316412
"312",54.650002,55.200001,53.389999,53.459999,2191600,48.269048
"313",52.43,52.709999,51.720001,51.799999,1829300,46.770234
"314",50.349998,51.77,49.970001,51.66,3034200,46.643828
"315",52.48,53.25,52.080002,53.110001,2366600,47.953034
"316",52.880001,53.450001,52.57,52.779999,2636900,47.655076
"317",51.98,52.400002,51.41,51.810001,3130200,46.779265
"318",51.360001,52.419998,51.299999,52.419998,2842300,47.330031
"319",52.23,52.939999,51.689999,52.389999,2315100,47.302945
"320",52.75,53.66,51.599998,52.91,2458700,47.772454
"321",53.48,54.279999,53.310001,54.169998,1618700,48.910106
"322",54.32,55.34,54.27,54.82,2520600,49.496993
"323",53.709999,54.200001,53.369999,53.880001,2942100,48.648268
"324",54.220001,54.52,53.709999,53.849998,2594900,48.621179
"325",53.549999,53.950001,51.880001,51.889999,2378100,46.851495
"326",50.470001,51.689999,50.32,51.130001,3541200,46.165292
"327",50.779999,52.099998,50.639999,51.049999,2872400,46.093059
"328",51.619999,52.48,51.330002,52.41,3232800,47.321003
"329",53.529999,54.439999,53.099998,53.490002,2287500,48.296137
"330",53.549999,54.169998,52.060001,52.099998,2825700,47.041103
"331",52.970001,53.939999,52.290001,53.27,2413900,48.097498
"332",52.66,53.349998,52.16,52.169998,2677500,47.104306
"333",51.740002,52.630001,50.860001,50.869999,2645000,45.930536
"334",50.25,51.759998,50.130001,51.689999,2800000,46.670914
"335",51.720001,52.119999,51.34,51.759998,4096400,46.734117
"336",51.75,52.32,51.139999,52.290001,2548900,47.212656
"337",52.779999,53.450001,52.150002,52.810001,2888700,47.682165
"338",53.889999,54.720001,53.779999,54.709999,1493500,49.397673
"339",54.130001,55.119999,54.130001,54.849998,2029200,49.524079
"340",55.16,55.830002,55.060001,55.32,1901900,49.948443
"341",54.889999,54.98,53.650002,54.330002,2406100,49.054574
"342",55.290001,55.419998,54.110001,54.560001,2220700,49.26224
"343",54.02,54.470001,53.720001,53.84,2306800,48.612151
"344",53.689999,54.709999,53.490002,54.400002,3200300,49.117777
"345",54.310001,54.740002,54,54.080002,2479700,48.828849
"346",54.34,54.470001,53.529999,54.110001,1914300,48.855935
"347",54.66,55.82,54.630001,55.810001,1920800,50.390866
"348",56,56.779999,55.650002,56.330002,2100600,50.860374
"349",56.169998,57.200001,55.880001,56.57,3393000,51.077068
"350",56.290001,56.849998,53.880001,55.599998,2986200,50.201254
"351",57.380001,57.970001,56.200001,57.639999,2397100,52.043172
"352",57.73,58.040001,57.279999,57.919998,2393500,52.295982
"353",57.099998,58.709999,57.040001,57.75,2681900,52.142491
"354",56.259998,56.439999,54.580002,54.98,3093200,49.641457
"355",55.889999,56.23,55.459999,55.82,1812200,50.399893
"356",56.279999,57.529999,56.150002,57.380001,2076000,51.808419
"357",57.169998,57.349998,56.419998,57.18,1314200,51.627838
"358",57.09,58.299999,56.869999,58.240002,1621700,52.584914
"359",58.48,58.639999,57.529999,58.529999,1651700,52.846752
"360",57.610001,57.959999,56.919998,57.290001,4294700,51.727158
"361",58.23,58.57,57.810001,58.060001,2117400,52.422391
"362",58.720001,59.669998,58.68,59.299999,1550400,53.541986
"363",59.16,59.459999,58.790001,58.849998,1822600,53.13568
"364",58.48,59.830002,58.470001,59.450001,1443500,53.677422
"365",58.84,59.560001,58.34,58.470001,2164200,52.79258
"366",58.23,58.240002,56.32,56.869999,2481800,51.347938
"367",57.080002,57.330002,56.360001,56.75,2865800,51.239591
"368",55.709999,55.919998,54,55.130001,3186900,49.776893
"369",54.75,54.860001,53.900002,54.400002,2898000,49.117777
"370",53.41,53.799999,52.959999,52.970001,2444800,48.27029
"371",52.779999,54.220001,52.689999,53.419998,1008300,48.680361
"372",54.639999,55.43,54.490002,54.82,2185900,49.956149
"373",54.959999,55.52,54.82,55.130001,2141700,50.238646
"374",56.25,57.349998,56.130001,57.07,2962000,52.00652
"375",56.860001,58,56.689999,57.330002,1932400,52.243454
"376",57.759998,57.84,56.970001,56.990002,1773900,51.93362
"377",57.73,58.18,57,57.419998,2008100,52.325465
"378",57.509998,57.900002,57.220001,57.310001,2280100,52.225228
"379",56.91,57.080002,56.470001,56.540001,2691200,51.523545
"380",56.330002,56.810001,55.59,55.700001,2076800,50.758073
"381",55.849998,56.689999,55.73,56.400002,1833100,51.395967
"382",56.049999,56.439999,55.68,55.98,1368300,51.013229
"383",56.09,56.68,55.09,55.299999,1718100,50.393561
"384",55.080002,55.59,55,55.150002,2285700,50.256872
"385",55.540001,55.830002,55.259998,55.34,1819100,50.430013
"386",55.779999,56.23,55.009998,55.66,3228100,50.721621
"387",56.02,56.360001,55.040001,55.16,1294600,50.265983
"388",55.91,56.950001,55.91,56.75,1539900,51.714912
"389",56.91,57.360001,56.560001,57.099998,1898400,52.033857
"390",57.09,58,57.02,57.799999,1446300,52.671751
"391",58.080002,58.5,57.650002,58.490002,1382600,53.300534
"392",58.259998,58.970001,58.150002,58.860001,1124500,53.637705
"393",58.75,58.869999,58.09,58.130001,1289400,52.972474
"394",58.310001,58.959999,58.290001,58.889999,887200,53.665042
"395",58.77,59.150002,58.459999,58.48,1049000,53.291419
"396",59.419998,59.560001,58.66,58.66,1802200,53.455449
"397",58.389999,58.810001,57.950001,58.630001,1389600,53.428112
"398",58.150002,58.259998,57.310001,58.150002,1794700,52.9907
"399",58.09,58.220001,57.720001,57.900002,2405600,52.762881
"400",58.040001,58.189999,57.59,57.91,1386000,52.771992
"401",58.41,58.900002,58.169998,58.619999,1793400,53.418997
"402",58.330002,58.73,58.279999,58.509998,1492600,53.318756
"403",58.560001,59.880001,58.560001,59.75,1473900,54.44874
"404",59.400002,59.439999,58.720001,58.84,1207600,53.619479
"405",59.330002,60.049999,59.200001,59.630001,1717000,54.339388
"406",59.549999,60.299999,59.189999,60.169998,1289000,54.831474
"407",60.34,61.57,60.169998,61.310001,1947000,55.870332
"408",61.310001,61.52,61.07,61.389999,2304600,55.943232
"409",61.560001,61.860001,60.32,60.490002,1763800,55.123086
"410",60.16,60.16,59.709999,60,1439900,54.676559
"411",59.439999,59.810001,58.860001,59.59,2735100,54.302936
"412",59.630001,59.66,58.959999,59.32,2732200,54.056891
"413",59.049999,59.150002,58.52,58.709999,1431000,53.501012
"414",57.990002,58.48,57.919998,58.200001,2323100,53.036263
"415",58.09,58.639999,57.93,58.049999,2498500,52.89957
"416",58.330002,60.189999,58.330002,59.25,3879500,53.993102
"417",58.240002,58.939999,57.880001,58.299999,3033200,53.127389
"418",58.880001,58.990002,58.189999,58.310001,3042900,53.136504
"419",58.029999,58.82,58.009998,58.799999,1723800,53.583027
"420",58.82,59.91,58.759998,59.84,1700600,54.530755
"421",59.880001,60.68,59.880001,60.5,2048700,55.132197
"422",60.57,60.650002,60.029999,60.209999,1326900,54.867926
"423",59.849998,59.900002,59.509998,59.810001,759700,54.503418
"424",59.970001,60.389999,59.77,60.299999,1330600,54.949941
"425",60.09,60.209999,59.68,60.209999,889000,54.867926
"426",60.290001,60.290001,59.549999,59.650002,1407500,54.357614
"427",59.830002,59.849998,59.029999,59.68,1773200,54.384951
"428",60.049999,60.200001,59.48,60.080002,1125300,54.749463
"429",60.110001,60.380001,59.639999,59.860001,1448800,54.548981
"430",59.720001,60.34,59.57,60.049999,1624300,54.722122
"431",59.349998,59.799999,59.279999,59.619999,1318800,54.786445
"432",59.669998,60.779999,59.560001,59.919998,1462100,55.062123
"433",59.5,60.57,59.5,60.049999,1401200,55.181584
"434",60.040001,60.049999,59.560001,59.889999,1165100,55.034556
"435",60,60.290001,59.639999,59.810001,2057600,54.961044
"436",60.419998,60.419998,59.669998,60.209999,1376800,55.328613
"437",60.07,60.240002,59.59,59.759998,1317200,54.915095
"438",59.720001,60.040001,59.610001,59.93,1431400,55.071314
"439",59.5,59.959999,59.439999,59.669998,2668400,54.832391
"440",59.830002,60.080002,59.549999,59.959999,2146700,55.098881
"441",60.07,60.849998,60.07,60.369999,1564700,55.475641
"442",60.459999,60.580002,59.970001,60.18,1692100,55.301046
"443",60.470001,60.77,60.099998,60.650002,1144400,55.732943
