"","BDX.Open","BDX.High","BDX.Low","BDX.Close","BDX.Volume","BDX.Adjusted"
"50",71.959999,72.040001,70.709999,71.309998,1013900,64.298926
"51",70.870003,71.470001,69.949997,70.82,1213700,63.857103
"52",71.07,71.800003,70.989998,71.010002,1362300,64.028425
"53",70.349998,70.349998,69.059998,69.300003,1289800,62.48655
"54",69,70.080002,68.940002,69.760002,975400,62.901323
"55",69.82,69.949997,68.82,68.830002,1429400,62.062759
"56",69.040001,69.790001,68.68,69.720001,915900,62.865255
"57",69.519997,69.910004,69.25,69.260002,747800,62.450482
"58",69.089996,69.279999,68.07,68.190002,1627500,61.485683
"59",68.839996,69.790001,68.830002,69.519997,1580800,62.684914
"60",69.540001,70.269997,69.540001,70.269997,718900,63.361176
"61",70.599998,70.690002,69.970001,70.620003,982000,63.67677
"62",69.900002,70.379997,69.610001,69.830002,767300,63.296067
"63",69.849998,70.050003,69.540001,69.709999,820600,63.187293
"64",70.190002,71,69.919998,70.830002,1283800,64.202498
"65",70.790001,71.389999,70.599998,71.269997,716500,64.601323
"66",71.699997,72.050003,70.949997,71.190002,815900,64.528814
"67",71.209999,71.940002,70.860001,71.589996,693700,64.891381
"68",71.239998,72.779999,71.239998,72.550003,950300,65.76156
"69",72.260002,73.059998,71.889999,72.75,810500,65.942844
"70",73.050003,73.5,72.870003,73.480003,1417400,66.604541
"71",73.559998,73.690002,72.75,73.580002,1074100,66.695183
"72",73.800003,74,73.330002,73.709999,880700,66.813016
"73",73.699997,74.290001,73.029999,73.480003,1027600,66.604541
"74",72.989998,73.620003,72.910004,73.110001,689800,66.269159
"75",73.720001,74.300003,73.559998,74.279999,728700,67.329682
"76",74.699997,74.900002,74.199997,74.220001,823600,67.275298
"77",74.449997,74.860001,73.970001,74.82,1230200,67.819155
"78",74.540001,74.699997,73.849998,74.169998,1171200,67.229974
"79",74.360001,74.830002,73.970001,74.099998,1021300,67.166524
"80",74.559998,74.720001,73.690002,74.300003,1128900,67.347814
"81",74.150002,74.290001,73.389999,73.669998,831100,66.776758
"82",74.099998,75.089996,74.040001,74.870003,1066600,67.86448
"83",74.93,75.389999,74.699997,75.129997,642300,68.100147
"84",75.32,75.489998,74.25,74.519997,1047600,67.547223
"85",74.699997,75,74.449997,74.75,911200,67.755705
"86",74.910004,75.480003,74.790001,74.919998,387700,67.909797
"87",74.709999,75.660004,74.389999,75.550003,906100,68.480853
"88",75.75,76.160004,75.480003,76.019997,903800,68.906869
"89",76.169998,76.360001,75.730003,76.080002,937400,68.96126
"90",76.5,76.5,75.599998,76.129997,997100,69.006577
"91",76.220001,76.860001,76.110001,76.82,781600,69.632017
"92",76.260002,76.629997,75.879997,76.349998,1478400,69.205993
"93",76.449997,77.010002,76.419998,76.900002,1097400,69.704533
"94",77,77.639999,76.730003,77,1644800,69.795175
"95",77.010002,77.269997,76.309998,76.400002,980200,69.251318
"96",76.68,77.239998,76.68,76.910004,1166300,69.713599
"97",76.620003,77.010002,76.580002,76.730003,912500,69.550441
"98",76.349998,76.610001,75.629997,76.150002,1132300,69.02471
"99",77.019997,77.209999,76.099998,76.389999,870600,69.242251
"100",76.089996,76.139999,75.519997,75.519997,1278100,68.453654
"101",75.919998,76.059998,74.919998,75.290001,1519900,68.245179
"102",75.849998,76.220001,75.239998,75.379997,1430900,68.326754
"103",75.610001,76,74.650002,75.540001,1832300,68.471787
"104",76.309998,78.760002,76.309998,78.25,2374800,70.928213
"105",77.900002,78.160004,77.339996,77.540001,1813500,70.284648
"106",76.959999,77.980003,76.629997,77.559998,1139400,70.302774
"107",77.5,78.190002,77.269997,77.779999,1353600,70.50219
"108",77.459999,78.239998,77.160004,78.18,1191800,70.864763
"109",77.709999,78.349998,77.220001,78.269997,1036300,70.946339
"110",77.779999,77.82,77.129997,77.269997,1136800,70.039908
"111",76.800003,78.120003,76.800003,77.389999,922400,70.148682
"112",76.860001,77.150002,76.400002,76.610001,1617900,69.441667
"113",76.790001,76.910004,76.25,76.779999,1276800,69.595759
"114",77.099998,78.059998,76.879997,77.690002,955800,70.420614
"115",77.650002,77.879997,77.269997,77.839996,1056100,70.556573
"116",77.529999,77.809998,76.839996,77.620003,1264300,70.357164
"117",76.720001,76.900002,76.360001,76.639999,1087400,69.468859
"118",76.639999,78.150002,76.550003,78.120003,1304700,70.81038
"119",77.239998,78.419998,77.199997,78.160004,825100,70.846638
"120",77.529999,78.309998,77.160004,78.050003,1595400,70.74693
"121",77.120003,78.190002,76.620003,77.93,1873800,70.638156
"122",78.610001,79.959999,78.339996,79.82,1588500,72.351309
"123",79.879997,81.160004,79.800003,80.760002,2106400,73.203357
"124",80.650002,81.650002,80.370003,81.529999,1831300,73.901305
"125",81.519997,81.589996,80.849998,80.849998,2069200,73.284932
"126",81.269997,81.870003,81.050003,81.379997,2351500,73.765339
"127",81.25,81.610001,80.800003,81.050003,1380900,73.83823
"128",81.290001,81.790001,81.099998,81.459999,1064400,74.211745
"129",81.809998,82.449997,81.550003,82.029999,1516900,74.731027
"130",82.099998,82.75,81.760002,82.419998,1459400,75.086324
"131",82.43,83.800003,82.040001,83.389999,1632100,75.970015
"132",83.150002,83.5,82.809998,83.040001,1549500,75.651159
"133",82.940002,84.93,82.629997,84.779999,1955200,77.236334
"134",84.739998,85.309998,83.970001,85.209999,1911500,77.628073
"135",85.230003,85.5,83.82,83.849998,1641200,76.389084
"136",84.260002,84.260002,83.400002,83.809998,1595500,76.352642
"137",83.949997,84.660004,83.650002,84.379997,1014900,76.871924
"138",84.129997,84.790001,84.129997,84.639999,908500,77.108791
"139",84.43,84.5,84.019997,84.110001,568500,76.625951
"140",84.419998,85.330002,84.279999,85.32,1251400,77.728286
"141",85.330002,85.5,84.830002,84.980003,845600,77.418542
"142",85.029999,85.339996,84.650002,85.139999,659300,77.564302
"143",84.989998,85.269997,84.43,84.519997,645100,76.999466
"144",85.169998,85.690002,84.629997,84.730003,1579500,77.190787
"145",84.75,84.860001,83.080002,83.349998,1652600,75.933574
"146",83.089996,83.629997,82.730003,83.370003,1048400,75.951798
"147",83.349998,83.580002,82.989998,83.25,952200,75.842473
"148",83.339996,83.849998,82.669998,83.230003,973300,75.824256
"149",82.730003,83.220001,82.589996,83.059998,886200,75.669377
"150",83.260002,84.220001,83.25,83.980003,698800,76.507521
"151",84.25,84.330002,83.480003,83.639999,1457700,76.19777
"152",83.779999,83.889999,82.910004,83.129997,1271400,75.733148
"153",83.080002,83.129997,82.360001,82.699997,1313600,75.341409
"154",82.580002,84.18,82.449997,83.970001,1432600,76.498409
"155",84.050003,84.269997,82.68,83,1281500,75.614718
"156",83.019997,83.370003,82.709999,83.089996,802000,75.696706
"157",83.440002,84.379997,83.080002,83.199997,1397600,75.796919
"158",83.32,83.870003,83.150002,83.660004,1246100,76.215995
"159",83.790001,84.760002,83.650002,84.610001,1815900,77.081462
"160",84.940002,85,84.129997,84.129997,1213600,76.644169
"161",83.870003,84.32,83.410004,83.550003,1159800,76.115782
"162",83.220001,83.949997,82.410004,82.559998,1070200,75.213866
"163",82.650002,82.970001,81.559998,82.949997,1097300,75.569164
"164",83.379997,83.949997,83.089996,83.82,795700,76.361754
"165",83.690002,84.07,83.339996,83.720001,793100,76.270654
"166",83.57,84.43,83.510002,84.160004,805800,76.671505
"167",84.379997,84.519997,83.82,84.5,911600,76.981249
"168",84.82,85.900002,84.580002,85.639999,1289800,78.019812
"169",82.720001,83.989998,80.150002,81.029999,4390100,73.820006
"170",81.029999,81.709999,80.970001,81.379997,1723200,74.138862
"171",81.389999,81.730003,81.050003,81.199997,1580800,73.974878
"172",80.949997,81.529999,80.5,81.290001,1287900,74.056873
"173",81.209999,81.620003,80.760002,81.589996,1229700,74.330175
"174",80.739998,81.050003,80.290001,80.440002,1968100,73.282507
"175",80.510002,80.910004,79.970001,80,2949100,72.881656
"176",79.660004,80.389999,78.620003,80.260002,2688100,73.118523
"177",80.43,81.739998,80.089996,81.279999,1984700,74.047761
"178",80.410004,81.129997,79.589996,79.68,1665000,72.590129
"179",79.769997,80.150002,79.029999,79.089996,1627000,72.052624
"180",78.980003,79.699997,78.57,79.080002,1286400,72.043518
"181",79.449997,80.230003,79.18,80.169998,1172100,73.036528
"182",80.150002,80.330002,79.550003,80,1699800,72.881656
"183",80.129997,80.18,79.199997,79.199997,1254000,72.152836
"184",79.190002,79.989998,79,79.470001,1230700,72.398816
"185",80,81.269997,79.660004,81.07,1187100,73.856448
"186",80.860001,81.050003,79.5,80.209999,1388000,73.072969
"187",80.519997,80.75,79.199997,79.410004,1278200,72.344157
"188",79.220001,80.129997,78.68,79.940002,967000,73.204959
"189",79.68,79.970001,79.129997,79.650002,1090800,72.939391
"190",78.900002,79.040001,77.93,78.330002,1526800,71.730603
"191",78,79.07,77.959999,78.870003,1178900,72.225108
"192",78.43,78.550003,77.220001,77.669998,1522500,71.126206
"193",75.830002,77.389999,75.699997,76.959999,2100600,70.476025
"194",76.699997,77.209999,75.440002,76.529999,2445600,70.082253
"195",77.440002,77.959999,76.389999,76.510002,1388400,70.063941
"196",77.110001,77.480003,76.5,76.900002,2143200,70.421082
"197",78.290001,78.360001,77.760002,77.910004,1106000,71.34599
"198",77.949997,78.309998,77.889999,78.050003,775800,71.474195
"199",77.790001,77.860001,77.029999,77.620003,899700,71.080422
"200",77.839996,78.07,77.199997,77.980003,805600,71.410093
"201",78.150002,78.93,78.059998,78.650002,997800,72.023643
"202",78.540001,79,78.25,78.620003,986500,71.996171
"203",78.580002,79.5,78.470001,79.489998,825400,72.792868
"204",79.790001,80.190002,79.379997,79.489998,937000,72.792868
"205",79.309998,80.349998,79.260002,79.620003,1420600,72.91192
"206",79.949997,80.790001,79.300003,80.57,1780800,73.781879
"207",80.75,81.080002,80.610001,81.019997,798400,74.193963
"208",80.720001,81.050003,80.199997,80.389999,1040400,73.617043
"209",80.510002,81.139999,80.419998,80.989998,1316800,74.166491
"210",80.889999,81.25,80.559998,80.959999,723500,74.13902
"211",81.010002,81.190002,80.5,80.760002,778200,73.955873
"212",80.970001,81.949997,80.809998,81.5,1106800,74.633525
"213",81.220001,81.75,81.139999,81.370003,829400,74.51448
"214",81.540001,82.019997,81.489998,81.870003,1317400,74.972355
"215",81.410004,82.010002,81.190002,81.809998,1208900,74.917405
"216",82.190002,83.589996,82.190002,83.449997,1301700,76.419232
"217",82.559998,83.889999,82.269997,83.07,1498200,76.07125
"218",83.129997,83.709999,82.940002,83.349998,1115300,76.327659
"219",84,84.379997,83.660004,83.980003,2159300,76.904585
"220",84.269997,84.370003,83.839996,84,1772400,76.922897
"221",83.720001,84.129997,83.389999,83.919998,1218100,76.849636
"222",84,84.949997,83.860001,84.889999,2100000,77.737913
"223",84.809998,85.620003,82.730003,85.5,1892800,78.29652
"224",84.400002,85.93,84.400002,85.559998,1488500,78.351463
"225",85.330002,86.339996,85.040001,85.940002,1e+06,78.699452
"226",86.209999,87.25,85.629997,86.849998,1727100,79.53278
"227",87.019997,87.089996,86.519997,86.830002,1265500,79.514468
"228",86.470001,86.830002,86.050003,86.419998,1209000,79.139007
"229",86.239998,86.589996,85.459999,85.940002,1340900,78.699452
"230",86.599998,87,86.18,86.419998,847100,79.139007
"231",86.379997,87.080002,85.989998,86.949997,765300,79.624353
"232",87,87.760002,86.800003,87.75,732100,80.356955
"233",88.489998,89.169998,87.739998,88.07,1367100,80.649994
"234",87.919998,88.709999,87.239998,88.709999,994000,81.236073
"235",88.800003,88.860001,87.639999,88.110001,1000100,80.686625
"236",87.93,88.419998,87.730003,87.919998,861600,80.512631
"237",87.650002,88.089996,86.989998,88,1064600,80.585892
"238",88.209999,89.480003,87.989998,89.470001,1512200,81.932044
"239",89.529999,89.730003,89,89.580002,1180100,82.032777
"240",89.309998,89.400002,88.400002,88.900002,1189700,81.410067
"241",88.059998,88.160004,87.099998,87.470001,1110900,80.100546
"242",87.489998,87.730003,86.669998,86.739998,1214600,79.432047
"243",86.43,86.980003,86.43,86.75,1208600,79.441206
"244",86.620003,86.769997,86.309998,86.629997,1140300,79.331314
"245",86.949997,87.099998,86.540001,87.040001,681200,79.706774
"246",87.550003,87.650002,87.080002,87.550003,1247900,80.173808
"247",87.300003,87.669998,87.040001,87.139999,1276000,79.798348
"248",87.010002,87.040001,85.93,86.339996,907200,79.065746
"249",85.669998,86.129997,85,85.760002,846600,78.534617
"250",85.519997,85.650002,85.029999,85.209999,734400,78.030952
"251",85.209999,85.669998,84.699997,84.970001,916300,78.187384
"252",85.050003,85.720001,84.529999,85.510002,1028600,78.68428
"253",85.440002,86.660004,85.260002,86.300003,794300,79.41122
"254",85.839996,86.169998,84.870003,84.919998,796100,78.141372
"255",84.949997,85.510002,84.870003,85.059998,551700,78.270196
"256",85.75,86.550003,85.660004,86.25,776100,79.365208
"257",85.910004,86.379997,84.779999,84.910004,1231300,78.132175
"258",85.110001,85.290001,84.510002,84.879997,860000,78.104564
"259",85.610001,86.089996,85.040001,85.129997,1357200,78.334608
"260",84.989998,86.129997,84.879997,85.959999,834400,79.098356
"261",86.389999,86.739998,85.870003,86.529999,735800,79.622856
"262",86.139999,86.910004,86.139999,86.389999,787100,79.494032
"263",85.519997,85.709999,84.190002,85.68,1092900,78.840708
"264",85.610001,85.690002,84.75,84.839996,904100,78.067756
"265",85.050003,85.589996,84.540001,85.25,692800,78.445032
"266",85.589996,86.489998,85.209999,86.110001,787900,79.236384
"267",86.389999,86.519997,85.589996,85.839996,959400,78.987933
"268",86.18,86.660004,85.860001,86.169998,1338100,79.291592
"269",86.330002,89.5,85.959999,89.300003,2433200,82.171749
"270",89.199997,89.5,88.860001,89.169998,1424600,82.052121
"271",88.830002,89.5,88.760002,89.279999,1042200,82.153341
"272",89.730003,89.75,89.089996,89.739998,1089500,82.576622
"273",89.010002,89.370003,88.510002,89.300003,1229100,82.171749
"274",88.57,88.949997,87.199997,87.370003,1275500,80.395808
"275",87.169998,88.57,87.150002,87.57,1012300,80.579841
"276",88.019997,88.68,87.639999,87.769997,937100,80.763873
"277",88.080002,88.129997,86.800003,87.540001,1043900,80.552237
"278",87.610001,88.050003,86.620003,87.089996,1302200,80.138153
"279",86.949997,87.080002,86.029999,86.669998,964200,79.751681
"280",86.839996,87.989998,86.809998,87.889999,1025800,80.874297
"281",88,88.07,87.239998,87.68,900100,80.681061
"282",88.300003,89.080002,87.989998,88.970001,952700,81.868089
"283",88.68,88.839996,86.389999,87.160004,1660500,80.202572
"284",86.559998,86.949997,86.080002,86.620003,1070600,79.705676
"285",86.779999,86.779999,84.830002,84.959999,1213900,78.17818
"286",84.82,85.169998,83.18,83.489998,1716000,76.82552
"287",83.360001,83.919998,82.730003,82.940002,972800,76.319427
"288",82.330002,83.849998,82.209999,83.610001,1676000,76.935943
"289",84.160004,84.160004,81.209999,82.300003,1940200,75.730515
"290",81.550003,82.449997,79.919998,79.980003,1731500,73.595706
"291",80.07,80.459999,78.150002,80.18,2000300,73.779738
"292",79.489998,79.879997,77.589996,77.610001,1948900,71.414885
"293",78.410004,80.449997,77.050003,79.230003,3643300,72.905573
"294",78.029999,79.160004,76.139999,76.419998,3867300,70.319873
"295",75.989998,78.830002,75,78.809998,3310000,72.519094
"296",77.410004,78.419998,76.18,76.419998,3215000,70.319873
"297",76.620003,79.370003,76.190002,78.669998,2978000,72.39027
"298",79.099998,80.660004,78.809998,80.279999,2098000,73.871754
"299",80.75,81.279999,79.889999,81.099998,1613500,74.626299
"300",80.150002,80.989998,79.419998,80.279999,1538400,73.871754
"301",80.419998,81.620003,79.620003,79.809998,1568700,73.43927
"302",78.970001,78.980003,76.550003,77.470001,1804800,71.286061
"303",77.029999,78.089996,76.690002,76.919998,1778000,70.779961
"304",78.32,78.440002,76.5,76.849998,1155700,70.715549
"305",77.160004,79.199997,76.93,79.080002,1554800,72.767546
"306",78.800003,79.830002,78.529999,79.639999,1236200,73.282842
"307",79.809998,80,77.809998,78.160004,1133200,71.920985
"308",77.93,79.940002,76.309998,79.730003,992700,73.365662
"309",80.459999,81.230003,80.419998,80.839996,1029400,74.387051
"310",80.510002,81.199997,79.720001,80.730003,1125300,74.285838
"311",81.160004,81.989998,80.879997,81.379997,1014800,74.883947
"312",81.209999,82.18,80.370003,80.440002,1290400,74.018986
"313",80.029999,80.029999,78.230003,78.489998,1241700,72.224638
"314",76.639999,78.580002,76.110001,78.43,1361000,72.16943
"315",78.730003,80.089996,78.540001,80.040001,1154500,74.037951
"316",79.660004,80.43,78.449997,78.529999,1524000,72.641181
"317",77.860001,77.980003,75.669998,76.019997,2182500,70.319399
"318",75.360001,76.540001,74.07,76.379997,2090900,70.652404
"319",76.629997,76.919998,75.779999,76.440002,1085900,70.70791
"320",76.480003,78.07,75.169998,77.260002,2458700,71.466419
"321",77.839996,77.919998,75.989998,77.5,1326300,71.68842
"322",77.639999,78,76.959999,77.25,1713400,71.457167
"323",76.449997,76.839996,75.040001,75.559998,1982300,69.893895
"324",76.040001,76.959999,75.370003,75.440002,2013200,69.782898
"325",75.300003,75.650002,73.669998,73.699997,2165900,68.173372
"326",72.18,73.739998,71.709999,73.400002,3061700,67.895873
"327",73,74.110001,72.669998,73.739998,1618400,68.210374
"328",74.040001,74.410004,73.290001,74.089996,1282500,68.534126
"329",75.040001,77.400002,75.010002,76.150002,1325800,70.439656
"330",76.360001,76.480003,73.199997,73.25,2323300,67.75712
"331",74.470001,74.589996,73.18,74.339996,1837600,68.765379
"332",73.739998,74.589996,73.290001,73.32,1332000,67.82187
"333",72.800003,73.370003,70.449997,70.839996,2110200,65.527838
"334",70.120003,72.379997,69.589996,72.339996,1900000,66.915356
"335",72.330002,73.370003,71.910004,72.919998,1922200,67.451864
"336",72.029999,73.459999,71.709999,73.209999,2121500,67.720118
"337",71.699997,73.900002,71.699997,72.860001,1680500,67.396366
"338",73.940002,74.709999,73.599998,74.449997,853700,68.867131
"339",74.32,74.690002,73.349998,73.419998,1105900,67.91437
"340",74.040001,74.900002,73.809998,74.199997,1610400,68.635878
"341",74.169998,74.169998,73.309998,73.870003,1189500,68.33063
"342",74.300003,74.459999,73.540001,74.290001,1015100,68.719133
"343",74,74.25,72.650002,72.790001,734200,67.331615
"344",72.709999,74.269997,72.169998,73.489998,1343800,67.979121
"345",73.709999,74.839996,73.589996,73.860001,1203900,68.321378
"346",74.040001,74.309998,72.510002,73.470001,1462800,67.960623
"347",74.199997,76.43,74.110001,76.43,1562600,70.698658
"348",76.550003,78.5,76.150002,78.230003,1617100,72.363682
"349",77.559998,78.669998,76.580002,76.720001,1380500,70.966912
"350",77.139999,77.870003,75.980003,76.720001,1348100,70.966912
"351",79.339996,79.559998,77.769997,78.669998,1238300,72.770682
"352",78.790001,79.809998,78.699997,79.639999,981300,73.667945
"353",79.110001,79.540001,78.209999,78.230003,1443100,72.363682
"354",76.870003,77.18,75.5,76.110001,1587500,70.402654
"355",71,73.870003,70.760002,72.599998,6287700,67.155861
"356",73.220001,73.300003,71.93,72.379997,2666500,66.952357
"357",72.25,73.209999,71.470001,72.68,3195800,67.229863
"358",73.860001,75.059998,72.889999,74.43,2947900,68.848634
"359",74.519997,74.790001,73.589996,74.709999,1674700,69.107636
"360",73.220001,73.459999,72.199997,72.610001,1875600,67.165113
"361",73.360001,73.879997,72.639999,73.559998,1506700,68.043871
"362",74.349998,74.629997,73.349998,74.120003,1763400,68.561883
"363",74.050003,74.540001,73.959999,74.309998,1185600,68.73763
"364",73.93,75.900002,73.919998,75.639999,1676300,69.967898
"365",74.470001,75.489998,74.110001,74.370003,1599400,68.793136
"366",74.25,74.519997,73.470001,73.730003,1923000,68.201129
"367",73.949997,74.059998,72.970001,73.150002,1495500,67.66462
"368",72.330002,72.330002,71.610001,71.839996,1285700,66.45285
"369",72,72.620003,71.32,72.120003,1396200,66.711859
"370",71.459999,71.779999,70.610001,70.769997,1973100,65.463087
"371",70.809998,71.379997,70.809998,71.110001,902500,65.777595
"372",72.339996,72.849998,71.519997,71.989998,1837100,66.591603
"373",72.160004,72.599998,71.620003,71.769997,1805700,66.388099
"374",73.389999,73.989998,72.940002,73.779999,2133600,68.247375
"375",73.769997,75.099998,73.769997,74.139999,1903500,68.58038
"376",74.419998,75.019997,73.120003,73.639999,2227100,68.117874
"377",74.660004,74.879997,73.790001,74.410004,1916800,68.830137
"378",74.639999,74.779999,73.660004,73.870003,1213400,68.33063
"379",73.68,74.309998,72.690002,74.120003,2315500,68.561883
"380",73.07,73.519997,72.410004,72.529999,2026200,67.500925
"381",72.82,73.199997,72.550003,72.919998,1446900,67.863883
"382",72.870003,73,71.970001,72.519997,1344000,67.491616
"383",72.68,72.760002,71.510002,71.800003,1427300,66.821546
"384",71.730003,71.980003,71.389999,71.519997,1278000,66.560954
"385",71.870003,72.099998,71,71.150002,1751500,66.216614
"386",71.379997,71.449997,70.050003,70.650002,2815500,65.751283
"387",70.779999,71.279999,70.5,70.660004,1310300,65.760591
"388",71.370003,73.139999,71.25,73.019997,1553800,67.956947
"389",73.07,73.839996,72.75,73.629997,1473200,68.524652
"390",73.629997,74.099998,73.5,73.760002,1419400,68.645643
"391",74,74.480003,73.830002,74.440002,1190600,69.278493
"392",74.349998,75.080002,74.32,74.800003,932200,69.613532
"393",74.919998,74.93,73.75,73.800003,1124900,68.68287
"394",74,74.730003,73.860001,74.550003,940800,69.380867
"395",74.68,75.389999,74.550003,74.720001,1033700,69.539077
"396",75.589996,75.870003,74.129997,74.449997,2146300,69.287795
"397",74.07,74.330002,72.82,73.18,2120000,68.105857
"398",73.169998,73.239998,72.300003,72.690002,2057900,67.649834
"399",72.849998,73.300003,72.400002,73.029999,1384900,67.966256
"400",73.209999,73.489998,72.559998,73.349998,1417500,68.264068
"401",73.669998,74.459999,73.669998,74.220001,1579800,69.073746
"402",74.019997,75.080002,74.019997,74.739998,1770100,69.557687
"403",74.800003,74.989998,74,74.690002,1354600,69.511159
"404",74.32,75.080002,73.910004,74.910004,1441200,69.715905
"405",75.510002,76.510002,75.220001,75.25,1629300,70.032327
"406",75.32,76.629997,75.099998,76.480003,1457300,71.177045
"407",76.57,78.190002,76.529999,77.910004,1476300,72.507892
"408",77.790001,78.379997,77.699997,78.150002,1408200,72.731249
"409",78.209999,78.269997,77.43,77.589996,1433300,72.210073
"410",77.400002,78.699997,77.339996,78.290001,1511600,72.861541
"411",78.040001,79.739998,78.010002,79.25,2135900,73.754976
"412",79.470001,80.25,78.93,79.370003,1904400,73.866658
"413",79.18,79.699997,78.919998,79.089996,1216100,73.606066
"414",78.739998,79.120003,77.959999,78.989998,1316000,73.513002
"415",79.089996,79.650002,78.25,78.410004,1359900,72.973223
"416",78.610001,79.949997,78.290001,79.5,1297200,73.987641
"417",79.730003,79.82,78.989998,79.379997,638500,73.875959
"418",79.870003,80.089996,79.550003,79.910004,981200,74.369216
"419",79.510002,80.559998,79.330002,80.529999,1345200,74.946222
"420",77.550003,79.610001,76.769997,77.510002,3145500,72.135626
"421",77.370003,77.449997,76.639999,76.809998,1487500,71.484158
"422",77,77.139999,76.5,76.849998,1127000,71.521385
"423",76.510002,76.75,76.040001,76.419998,1718200,71.1212
"424",76.489998,77.040001,76.25,76.860001,1359100,71.530694
"425",76.940002,76.940002,76.339996,76.699997,1759400,71.381784
"426",76.849998,77.519997,76.620003,77.260002,1147400,71.90296
"427",77.25,77.720001,77.199997,77.610001,995100,72.22869
"428",77.68,77.989998,77.160004,77.400002,1109700,72.033252
"429",77.5,77.610001,76.970001,77.110001,1234500,71.763359
"430",77.25,77.379997,76.760002,76.830002,1075400,71.502775
"431",76.75,76.910004,76.339996,76.449997,996400,71.149119
"432",76.809998,77.410004,76.739998,77.279999,1118600,71.92157
"433",76.879997,77.269997,76.510002,77.120003,1049100,71.772668
"434",77.150002,77.550003,77.010002,77.220001,1222700,71.865733
"435",76.940002,77.25,76.160004,76.220001,1366100,70.935071
"436",76.220001,76.440002,75.849998,76.379997,1320100,71.083973
"437",76.370003,76.830002,76.07,76.669998,929500,71.353866
"438",76.480003,76.709999,75.57,76.010002,1059200,70.739632
"439",75.68,75.860001,75.209999,75.440002,1147400,70.209155
"440",75.07,75.580002,74.949997,75.449997,1069200,70.639824
"441",76.010002,76.669998,75.489998,76.599998,1195000,71.716509
"442",76.540001,77.540001,76.470001,76.82,1232300,71.922484
"443",76.830002,77.32,76.470001,76.709999,1299000,71.819497
"444",77,77.879997,76.93,77.800003,1201300,72.840009
"445",77.830002,77.900002,77.360001,77.599998,1323300,72.652756
"446",77.550003,78.190002,77.220001,78.089996,993900,73.111515
"447",78.199997,78.239998,77.699997,78.110001,1772500,73.130244
"448",77.779999,78,77.419998,77.849998,993500,72.886818
