"","SLB.Open","SLB.High","SLB.Low","SLB.Close","SLB.Volume","SLB.Adjusted"
"33",59.25,59.25,57.580002,58.93,13798400,54.518723
"34",58.919998,60.07,58.610001,59.73,10541400,55.258837
"35",60.150002,60.98,58.709999,59.810001,10262400,55.332851
"36",58.91,60,58.720001,59.66,8901600,55.194078
"37",60.959999,63.369999,60.889999,62.740002,15300200,58.043522
"38",61.84,63.369999,61.84,62.860001,11709800,58.154538
"39",62.869999,63.720001,62.349998,62.919998,8673400,58.210045
"40",62.630001,63.279999,61.939999,63.259998,5842000,58.524594
"41",62.759998,63.290001,61.43,62.34,7151800,57.673463
"42",62.84,63.189999,62.439999,62.75,4657700,58.052772
"43",61.900002,62.529999,61.16,62.150002,6889400,57.497687
"44",60.98,61.080002,59.630001,60.060001,9892000,55.564137
"45",58.73,59.889999,58.630001,59.299999,7802900,54.861025
"46",59,59.84,58.720001,58.759998,5605500,54.361447
"47",58.509998,59.830002,58.400002,59.369999,5973300,54.925785
"48",60,60.990002,59.639999,60.310001,5836800,55.795423
"49",60.07,60.169998,58.720001,59.18,8503600,54.750009
"50",59.049999,59.150002,57.369999,57.82,8520200,53.491813
"51",57.150002,57.43,55.82,56.459999,9342100,52.233617
"52",55.630001,56.73,55.5,55.82,10497100,51.641525
"53",54.860001,56.360001,54.669998,54.77,15218100,50.670125
"54",54.709999,54.919998,53.950001,54.689999,9070900,50.596112
"55",55.189999,55.419998,53.419998,53.459999,13380200,49.458186
"56",53.919998,55.939999,53.439999,55.759998,12558600,51.586016
"57",55.610001,55.919998,54.099998,54.169998,9392600,50.304489
"58",53.91,54.009998,52.91,53.330002,13104300,49.524434
"59",54.099998,55.41,53.900002,55.18,11269600,51.242418
"60",55.529999,56.470001,55.080002,56.419998,8583300,52.393931
"61",57.169998,57.900002,56.790001,57.369999,9442800,53.276141
"62",57.43,57.509998,56.610001,57.130001,9281700,53.053269
"63",57.279999,58.900002,57.130001,58.34,8950300,54.176924
"64",59.150002,59.380001,58.360001,58.529999,7350100,54.353365
"65",59.139999,59.779999,58.740002,59.310001,7791700,55.077707
"66",59.93,60.450001,59.720001,60.150002,7280700,55.857766
"67",59.98,59.990002,58.040001,58.849998,13382300,54.65053
"68",58.52,59.43,57.279999,58.189999,15781100,54.037627
"69",58,58.549999,57.700001,58.18,6871700,54.028342
"70",58.669998,58.869999,58.09,58.099998,9750100,53.954049
"71",58.209999,59.130001,57.77,58.84,9372100,54.641245
"72",58.849998,59.810001,58.66,59.290001,8339000,55.059134
"73",59.400002,59.93,58.790001,58.98,6702000,54.771254
"74",58.110001,58.84,57.799999,58.110001,8540000,53.963337
"75",59.119999,61.060001,58.91,60.639999,9836300,56.312798
"76",61.029999,61.07,59.669998,59.860001,7828500,55.588459
"77",59.970001,60.439999,59.389999,60.290001,8281600,55.987775
"78",60.369999,62.169998,60.110001,61.52,9778600,57.130003
"79",62.209999,62.959999,61.290001,61.610001,10171200,57.213581
"80",62.369999,62.849998,61.799999,62.43,8841500,57.975067
"81",62.279999,63,60.57,61.200001,7277500,56.832839
"82",62.139999,63.200001,61.869999,62.959999,9926500,58.467245
"83",62.810001,63.919998,62.73,63.130001,8339500,58.625116
"84",63.68,63.68,62.419998,62.990002,7831300,58.495107
"85",62.740002,63.790001,61.599998,63.560001,8344400,59.024432
"86",63.389999,64.089996,62.869999,63.5,5621700,58.968712
"87",63.16,63.23,61.970001,62.66,12047900,58.188654
"88",63.490002,64.980003,63.259998,64.620003,10551300,60.008793
"89",64.730003,64.980003,63.700001,64.260002,8009000,59.674482
"90",64.709999,64.879997,63.52,64.5,11585900,59.897354
"91",63.900002,65.660004,63.529999,64.510002,8083000,59.906642
"92",63.619999,63.880001,62.360001,63.139999,13664200,58.634401
"93",63.439999,64.75,63.110001,64.290001,8642700,59.70234
"94",64.5,64.949997,63.5,64.309998,10354600,59.720909
"95",66.07,68.199997,66.010002,67.769997,14852800,62.934007
"96",68.529999,69.910004,68.489998,68.529999,12847200,63.639776
"97",68.440002,69.589996,68.209999,69.110001,9675000,64.17839
"98",68.239998,69.349998,67.599998,69.239998,7859900,64.299111
"99",69.589996,69.980003,68.540001,69.779999,14198400,64.800578
"100",69.489998,70.230003,69.029999,69.889999,12555700,64.902729
"101",70.440002,70.459999,69.540001,70.169998,12298100,65.162747
"102",70.870003,72.080002,70.610001,71.470001,9437600,66.369983
"103",71.699997,72.209999,70.949997,72.209999,9473200,67.057176
"104",73.839996,75.839996,73.639999,75.800003,14364800,70.391001
"105",75.449997,76.330002,74.660004,75.660004,11414200,70.260992
"106",75.389999,75.660004,74.239998,74.839996,10578800,69.4995
"107",75.099998,76.300003,73.5,73.919998,11238400,68.645151
"108",73.830002,74.760002,73.230003,74.650002,11753900,69.323063
"109",73.989998,75.139999,73.519997,75.019997,9052300,69.666655
"110",73.589996,74.900002,73.239998,74.110001,11112500,68.821595
"111",74.309998,74.779999,73.800003,74.300003,8442000,68.99804
"112",72.949997,74.32,72.5,73.18,12451900,67.957959
"113",72.739998,74.769997,72.580002,74.400002,9636900,69.090902
"114",75.18,75.980003,75,75.5,9381300,70.112406
"115",75.489998,76.470001,74.279999,76.43,7682000,70.976043
"116",75.900002,76.400002,74.629997,76.400002,8319400,70.948185
"117",75.419998,75.480003,73.830002,75.440002,9621500,70.05669
"118",75.739998,77.199997,75.699997,77.150002,6859600,71.644665
"119",76.129997,77.349998,75.980003,75.980003,2771200,70.558157
"120",75.900002,77.160004,75.059998,77,8594800,71.70355
"121",75.440002,77.790001,74.730003,77.339996,11115700,72.020159
"122",78.300003,81.199997,78.300003,80.849998,11990000,75.288726
"123",80.559998,81.120003,80.279999,80.739998,7863000,75.186291
"124",79.669998,83,79.669998,82.739998,10792400,77.048721
"125",82.739998,83.209999,81.300003,82.860001,6948200,77.16047
"126",83.889999,84.110001,80.720001,81,9649600,75.428409
"127",81.18,81.839996,80.300003,80.900002,7405100,75.335289
"128",82.029999,82.419998,80.510002,81.239998,5713500,75.651899
"129",81.019997,81.839996,80.919998,81.540001,5861900,75.931266
"130",82.309998,83.849998,82.199997,82.43,8058000,76.760047
"131",82.43,82.589996,81.010002,81.330002,7112600,75.735712
"132",80.599998,81.779999,80.550003,80.720001,6427800,75.16767
"133",80.580002,81.18,79.709999,81.129997,6678700,75.549465
"134",81.010002,81.690002,80.709999,81.339996,7632400,75.745019
"135",81.540001,82.400002,81.389999,82.18,5902200,76.527243
"136",82.32,82.730003,81.739998,82.440002,5391200,76.769361
"137",82.779999,83.160004,82.230003,82.809998,4041700,77.113906
"138",82.550003,83,82.25,82.519997,3738300,76.843853
"139",81.849998,82.639999,81.699997,82.419998,2858000,76.750733
"140",82.190002,82.940002,82.190002,82.209999,2753100,76.555178
"141",82.269997,84,82.269997,83.629997,4512500,77.877502
"142",83.709999,84,82.830002,83.360001,3297200,77.626077
"143",83.32,83.82,83,83.5,3385000,77.756447
"144",84,84.550003,83.370003,83.650002,5429100,77.89613
"145",83.809998,84.230003,80.650002,81.629997,8640400,76.015072
"146",80.940002,82.699997,80.599998,82.589996,6215800,76.909038
"147",82.599998,82.68,79.739998,80.529999,8257200,74.990737
"148",80.559998,82.25,80.290001,81.559998,6604800,75.949887
"149",80.93,81.470001,80.169998,80.68,6480600,75.130421
"150",81.410004,82.459999,81.389999,82.260002,6606700,76.601742
"151",82.93,84.489998,82.879997,84.449997,6797800,78.641098
"152",84.300003,85.300003,83.900002,84.599998,7352900,78.780782
"153",84.580002,86.959999,84.110001,86.910004,8400900,80.931893
"154",86.589996,86.900002,85.940002,86.760002,7381700,80.792209
"155",87.080002,87.699997,85.779999,86.260002,11819700,80.326602
"156",84.589996,85.330002,82.440002,85.279999,11931900,79.414008
"157",87.400002,87.559998,82.839996,83.480003,19141800,77.737825
"158",84,84.760002,82,84.25,9926200,78.454858
"159",84.260002,84.540001,82.230003,83.25,9155200,77.523643
"160",83.989998,87.75,83.830002,87.449997,10597600,81.434743
"161",87.349998,87.870003,85.510002,85.980003,9216100,80.065863
"162",87.400002,87.489998,85.709999,86.669998,8792000,80.708396
"163",86.410004,89,86.110001,88.989998,8150600,82.868815
"164",89.480003,90.419998,88.900002,89.639999,10033100,83.474106
"165",89.440002,89.809998,88.43,89.080002,5519300,82.952628
"166",89.400002,89.540001,87.720001,89.43,5515400,83.278551
"167",89.589996,89.970001,88.160004,89.330002,6035400,83.185431
"168",89.620003,91.239998,89.099998,89.830002,6746200,83.651039
"169",89.370003,89.690002,87.599998,89.059998,6173300,82.933999
"170",88.389999,89.639999,87.25,88.489998,6166100,82.403207
"171",88.589996,90.699997,88.300003,90.629997,6874100,84.396006
"172",89.989998,91.610001,89.650002,90.370003,5893400,84.153896
"173",90.209999,92.339996,90.209999,92.239998,5718600,86.133543
"174",92.089996,92.660004,91.150002,92.339996,7363000,86.226922
"175",92.360001,94.5,91.779999,94.010002,8895100,87.78637
"176",92.459999,94.919998,92.459999,94.370003,6732700,88.122538
"177",94.75,95.150002,93.650002,95.040001,8260700,88.748181
"178",95,95.639999,91.410004,92.910004,13636900,86.759194
"179",92.199997,94.610001,92.029999,92.900002,10386900,86.749854
"180",91.849998,92.610001,89.519997,89.650002,11831400,83.71501
"181",90.629997,92.980003,90.25,92.849998,8013200,86.703161
"182",93.129997,93.610001,91.82,93.419998,8325600,87.235426
"183",94.489998,95,91.400002,91.5,9201700,85.442535
"184",90.860001,91.43,89.519997,90.989998,9360200,84.966296
"185",92.349998,93.010002,91.529999,92.849998,7650200,86.703161
"186",92.639999,92.980003,90.449997,91.400002,6040500,85.349156
"187",91.779999,92.330002,89.919998,90.25,6867200,84.275287
"188",91.300003,91.360001,89.529999,89.849998,5960800,83.901766
"189",89.43,89.980003,88.029999,88.550003,7590600,82.687833
"190",86.620003,86.900002,84.389999,84.610001,13749600,79.008666
"191",83.669998,86.879997,83.650002,86.239998,8581000,80.530754
"192",85.370003,85.809998,83.639999,85.360001,11384400,79.709014
"193",82.150002,85.489998,82.07,84.800003,8797200,79.18609
"194",84.07,84.860001,81.93,83.099998,13268400,77.598628
"195",84.809998,87.5,84.120003,87.050003,11245500,81.287136
"196",87.760002,88.150002,85.32,85.93,11632900,80.241279
"197",87.139999,89.739998,87.139999,89.730003,8190700,83.789715
"198",89.32,89.730003,88.269997,88.769997,6441200,82.893263
"199",88.720001,89.019997,87.629997,88.5,4816900,82.64114
"200",88.860001,88.989998,86.709999,88.099998,6523300,82.267619
"201",87.730003,87.919998,86.379997,86.889999,10845300,81.137725
"202",86.519997,91.349998,86.269997,90.43,15765500,84.443371
"203",90.75,94.690002,90.160004,94.360001,13461600,88.113198
"204",94.830002,94.830002,92.519997,93.650002,8207800,87.450202
"205",94.260002,95.290001,93.150002,93.260002,7492400,87.086022
"206",94.099998,95,93.220001,93.699997,5993200,87.496888
"207",94.330002,94.860001,92.639999,92.769997,6643100,86.628455
"208",92.589996,94.18,92.389999,92.870003,7527900,86.721841
"209",93.610001,93.900002,90.889999,91.940002,7262400,85.853408
"210",92.139999,92.400002,90.709999,91.620003,6255200,85.554593
"211",92.699997,92.760002,90.410004,90.849998,7803400,84.835564
"212",90.980003,91.879997,88.400002,88.800003,8314700,82.921282
"213",87.790001,88.18,85.550003,86.239998,10670700,80.530754
"214",86.860001,87.279999,85.650002,85.790001,7479400,80.110548
"215",85.139999,86.349998,84.720001,86.019997,6720200,80.325318
"216",86.699997,87.18,85.190002,86.660004,8173300,80.922955
"217",85.110001,85.400002,83.599998,84.75,9273900,79.139397
"218",84.639999,86.25,84.459999,86.129997,8700100,80.428036
"219",87.620003,88.080002,87.099998,87.889999,8503200,82.071523
"220",89.410004,91.160004,88.970001,89.779999,10957100,83.836401
"221",89.559998,89.779999,87.599998,88.050003,5486000,82.220934
"222",88.190002,89.739998,88.019997,89.470001,5999300,83.546926
"223",89.839996,90.129997,87.330002,89.379997,7656300,83.46288
"224",88.099998,89.739998,87.959999,89.110001,4793000,83.210758
"225",88.809998,90,87.949997,89.75,6900000,83.808388
"226",89.940002,90.919998,86.900002,87.790001,8564400,81.978144
"227",87.209999,87.93,85.190002,85.849998,8361200,80.166574
"228",85.889999,85.889999,83.809998,84.790001,8643300,79.17675
"229",83.010002,85.400002,81.739998,82.839996,13356100,77.355839
"230",84.089996,85.129997,81.959999,82.660004,10724200,77.187762
"231",83.400002,84.029999,82.669998,83.589996,8670500,78.056188
"232",84.029999,85.239998,83.480003,84.489998,7293700,78.896607
"233",84.269997,84.269997,80.830002,82.25,12673300,76.804901
"234",82.190002,84.07,81.330002,83.519997,13427300,77.990822
"235",83.68,84.25,81.720001,82.709999,10234500,77.234448
"236",82.199997,83.660004,81.849998,82.190002,9597500,76.748876
"237",81.410004,82.660004,80.849998,82.059998,11787500,76.627478
"238",82.489998,84.410004,82.25,83.75,8621700,78.205599
"239",84.150002,84.599998,82.849998,83.580002,7768000,78.046855
"240",83.330002,84.32,82.300003,83.5,8242200,77.972149
"241",81.860001,82.419998,81.379997,82.080002,6315800,76.646157
"242",82.82,84.519997,82.82,83.279999,9057800,77.766712
"243",82.779999,84.769997,82.779999,84.089996,10897200,78.523087
"244",84,85.43,83.849998,85.190002,6455100,79.55027
"245",85.489998,86.480003,84.559998,84.709999,6360900,79.334864
"246",86.07,86.339996,84.839996,85.720001,7380300,80.280778
"247",85.730003,86.139999,82.860001,83.190002,8074900,77.911316
"248",83.309998,84.75,82.900002,84.290001,8082900,78.941516
"249",82.870003,86.150002,82.669998,85.040001,8344200,79.643926
"250",85.220001,85.480003,82.809998,83.059998,7455400,77.78956
"251",84.209999,84.589996,82.839996,82.879997,5975300,77.620982
"252",82.900002,84.589996,82.889999,83.730003,7472100,78.417052
"253",84.18,86.519997,84.110001,85.839996,8700500,80.393159
"254",85.199997,85.519997,83.57,83.660004,7328400,78.351494
"255",83.769997,84.489998,81.660004,82.699997,7053100,77.452403
"256",84.25,85.150002,83.949997,84.5,7476300,79.13819
"257",83.540001,85.239998,82.040001,82.660004,8695300,77.414947
"258",82.760002,83.410004,81.400002,82.25,8468400,77.03096
"259",82.940002,82.940002,81.330002,81.790001,7916800,76.600149
"260",81.370003,82.730003,80.910004,82.129997,6434600,76.918572
"261",82.480003,84.18,82.379997,83.5,6475900,78.201643
"262",83.089996,84.790001,82.889999,83.580002,6003000,78.276569
"263",81.040001,83.209999,80.25,83.07,10391400,77.798928
"264",83.120003,83.199997,80.639999,80.919998,9958000,75.785351
"265",80.309998,81.269997,79.550003,80.639999,8411700,75.523119
"266",81.480003,84.610001,81.360001,84.349998,11133500,78.997706
"267",84.82,86.400002,84,85.209999,9570300,79.803137
"268",85.5,86.790001,85.5,86.400002,8670400,80.91763
"269",85.889999,87.739998,85.25,87.599998,7299600,82.041483
"270",87.370003,88.730003,87.150002,88.349998,6140700,82.743893
"271",88.5,89.269997,87.849998,89.110001,6884100,83.45567
"272",89.989998,90.889999,89.300003,90.400002,8340400,84.663816
"273",88.379997,90.290001,88.220001,89.959999,6410600,84.251733
"274",88.139999,88.900002,87.459999,88.07,6201900,82.481661
"275",87.389999,87.970001,86.68,86.839996,8460000,81.329705
"276",86.739998,88.650002,86.540001,87,7116900,81.479556
"277",87.230003,87.629997,85.760002,85.919998,6905000,80.468084
"278",86.639999,88.199997,86.470001,87.989998,8109800,82.406735
"279",88.040001,88.040001,86.699997,87.209999,7884600,81.67623
"280",88.139999,88.989998,87.660004,88.699997,6959500,83.071683
"281",89.550003,89.550003,88.110001,88.410004,6259200,82.80009
"282",88.980003,91.019997,88.970001,90.959999,11176300,85.18828
"283",93.169998,94.440002,92.25,93.809998,15458500,87.857436
"284",92.75,95.529999,92.709999,94.699997,10266700,88.690962
"285",94.540001,94.959999,93.660004,93.93,8456400,87.969825
"286",93.120003,93.790001,91.349998,91.68,8745000,85.862595
"287",91.519997,92.730003,91.360001,91.400002,6977200,85.600363
"288",90.040001,91.540001,89.800003,90.370003,9173600,84.635721
"289",91.860001,92.220001,89.190002,90.209999,8591900,84.48587
"290",89.209999,90.900002,87.529999,87.620003,10362700,82.060218
"291",87.5,87.660004,84.32,87.190002,11528200,81.657502
"292",85.279999,85.540001,80.610001,80.790001,19612600,75.663603
"293",82.5,82.849998,77.239998,80.879997,18744400,75.747888
"294",77.269997,79.339996,73.110001,73.669998,20292300,68.995388
"295",75.559998,77.779999,72.82,77.629997,22079400,72.704112
"296",77.599998,78,73.480003,73.809998,18124000,69.126504
"297",74.910004,78.800003,72.800003,77.529999,17316300,72.610459
"298",78.809998,79.080002,77.010002,77.989998,8806700,73.041269
"299",78.910004,80.639999,78.879997,80.07,9052400,74.989288
"300",79.089996,80.260002,77.690002,78.629997,9372400,73.640658
"301",80.190002,81.330002,78.900002,79.519997,9077100,74.474184
"302",76.5,77.269997,73.459999,74.410004,14628500,69.688438
"303",73,75.660004,72.360001,73.120003,13280700,68.480292
"304",75.379997,75.489998,72.260002,72.489998,8761400,67.890263
"305",72.959999,76.169998,72.129997,76.129997,8675000,71.299292
"306",75.800003,76.400002,74.349998,76.230003,8635200,71.392952
"307",76.699997,77.230003,72.769997,73.110001,11468400,68.470924
"308",73.050003,75.410004,72.099998,74.839996,12202500,70.091146
"309",76.410004,77.370003,75.540001,77.25,7015200,72.348227
"310",76.790001,78.019997,75.690002,77.330002,10297600,72.658292
"311",77.910004,79.290001,77.440002,78.120003,11718800,73.400567
"312",78.190002,79.540001,76.419998,76.5,11194400,71.878433
"313",74.510002,75.349998,73.370003,74.419998,8994800,69.924089
"314",71.949997,74.5,71.349998,74.32,10659700,69.830132
"315",75.650002,76.889999,75.400002,76.790001,7942100,72.150914
"316",75.349998,76.739998,75.129997,75.470001,10678300,70.910659
"317",73.870003,74.120003,71.330002,71.800003,13356900,67.462375
"318",70.790001,72.410004,69.940002,72.379997,11095200,68.00733
"319",72.209999,72.790001,70.620003,72.129997,8844600,67.772433
"320",72.699997,73.889999,70.339996,72.93,10924600,68.524106
"321",74.309998,74.589996,72.839996,74.220001,8775500,69.736175
"322",74.949997,75.25,72.160004,72.839996,11825500,68.439539
"323",70.400002,71.290001,69.25,70.760002,12894800,66.485203
"324",71.360001,71.449997,69.279999,69.290001,13277500,65.104009
"325",69.379997,69.449997,65.120003,65.150002,18360900,61.214118
"326",62.540001,63.200001,59.880001,61.220001,24607300,57.521539
"327",60.549999,62.220001,60.23,61.200001,16739000,57.502747
"328",61.77,63.389999,58.77,63.27,19665100,59.447692
"329",64.849998,66.18,62.77,63.419998,16527500,59.588628
"330",63.59,63.950001,60.099998,60.330002,12653300,56.685307
"331",62.189999,62.68,60.029999,61.330002,12355700,57.624894
"332",60,61.25,59.380001,59.73,14907900,56.121552
"333",58.900002,59.950001,57.720001,57.720001,15979500,54.232983
"334",56.119999,59.32,54.790001,59.110001,20200000,55.539009
"335",59.27,62.099998,58.25,61.580002,15234300,57.859791
"336",62.509998,64.25,61.02,63.889999,14736600,60.030236
"337",63.950001,64.080002,61.919998,62.639999,12001000,58.855751
"338",64.610001,66.080002,64.610001,65.790001,10357300,61.815453
"339",65.459999,68.040001,65.25,66.82,14478800,62.783227
"340",67.360001,68.620003,66.82,67.309998,12050200,63.243623
"341",67,67.580002,65.739998,67.199997,10978500,63.140267
"342",68.639999,70.989998,68.529999,70.940002,11507200,66.654329
"343",69.739998,69.93,67.169998,67.519997,12283400,63.440935
"344",67.540001,70.400002,66.599998,69.910004,10030100,65.686555
"345",69.830002,70.93,67.730003,67.900002,10644500,63.797983
"346",68,68.809998,66.5,67.989998,13141800,63.882542
"347",68.639999,69.279999,66.519997,67.379997,21586000,63.309393
"348",67.779999,69.949997,67.400002,69.879997,11199000,65.658362
"349",70.32,70.519997,67.779999,68.029999,11877600,63.920127
"350",69.339996,70.339996,67.309998,69.839996,11804900,65.620777
"351",72.760002,76.559998,72.760002,75.769997,18198200,71.192531
"352",74.949997,76.93,74.639999,75.959999,10836500,71.371055
"353",74.989998,75.489998,73.110001,73.470001,10499400,69.031484
"354",69.809998,72.43,69,71.129997,15945300,66.832846
"355",72.889999,72.980003,71.400002,72.739998,8187400,68.345582
"356",73.809998,76.199997,73.129997,75.93,11993400,71.342868
"357",74.75,76.730003,73.919998,74.970001,10631700,70.440865
"358",75.019997,76.470001,73.970001,75.330002,6755300,70.779117
"359",75.940002,77.050003,74.720001,76.830002,8863600,72.188498
"360",74.400002,74.690002,72.860001,73.089996,12582300,68.674436
"361",74.339996,74.879997,72.82,74.050003,7601100,69.576446
"362",75.220001,77.150002,74.370003,76.540001,8356900,71.916017
"363",75.510002,76.629997,75,75.620003,5961600,71.051598
"364",75.300003,76.629997,74.510002,75.970001,7884700,71.380452
"365",75.349998,76.870003,74.690002,74.769997,13264800,70.252943
"366",74.68,74.970001,70.889999,71.709999,12043200,67.377808
"367",72.760002,72.760002,70.160004,71.32,9627200,67.01137
"368",69.940002,70.650002,68.650002,70.18,8495000,65.940241
"369",69.790001,70.489998,68.599998,68.949997,7931700,64.784545
"370",67.949997,68.360001,66.18,66.5,9720700,62.482559
"371",66.110001,67.809998,66.059998,66.370003,3545200,62.360415
"372",68.489998,69.870003,68.440002,69.220001,8294100,65.038238
"373",69.839996,71.330002,69.07,70.43,7446700,66.415005
"374",73.18,75.5,73.040001,75.330002,12319400,71.035672
"375",75.160004,76.050003,74.25,74.870003,7541900,70.601896
"376",75.900002,76.720001,74.839996,75.010002,7055000,70.733915
"377",76.290001,77.389999,75.93,77.150002,9641900,72.751919
"378",76.860001,77.650002,75.93,76.650002,7791800,72.280423
"379",75.790001,76.099998,74.339996,75.089996,9843700,70.809349
"380",74.239998,75.349998,71.650002,71.949997,12315900,67.848351
"381",72.139999,74.559998,72.040001,74.150002,10490400,69.92294
"382",72.849998,72.989998,70.580002,71.919998,9502600,67.820062
"383",72.580002,73.760002,70.010002,70.410004,9908400,66.396148
"384",69.18,69.510002,66.82,67,13809700,63.180538
"385",68.080002,68.480003,66.18,66.330002,8450500,62.548734
"386",67.129997,67.949997,65.809998,66.910004,11767900,63.095672
"387",67.419998,67.419998,64.949997,65.07,8046700,61.360561
"388",66.699997,68.580002,66.690002,68.169998,8083800,64.283838
"389",68.389999,68.620003,66.360001,67.709999,7831300,63.850062
"390",68.400002,68.400002,66.720001,67.93,8720600,64.057522
"391",68.25,69.139999,68.010002,69.139999,4506700,65.198543
"392",69.059998,69.559998,68.599998,68.599998,4343600,64.689326
"393",68.589996,69,66.790001,67.040001,6324000,63.218259
"394",67.07,67.739998,67,67.410004,4690200,63.567169
"395",67.239998,68.540001,67.139999,68.309998,5536100,64.415857
"396",70.400002,70.889999,69.599998,70.089996,7668200,66.094383
"397",70.129997,70.440002,69.230003,69.559998,6568800,65.594598
"398",68.980003,69.07,67.139999,68.07,10803500,64.18954
"399",68.5,68.730003,67.360001,67.779999,8985900,63.916071
"400",68.269997,68.959999,67.879997,68.82,5622500,64.896785
"401",70.459999,71.059998,70.25,70.75,8984900,66.716762
"402",70.589996,70.599998,69.410004,70.160004,7503800,66.1604
"403",70.580002,71.489998,68.190002,69.699997,8774900,65.726617
"404",69.010002,69.150002,67.720001,67.989998,9711900,64.114099
"405",69.370003,69.739998,67.400002,67.639999,11758700,63.784053
"406",67.139999,70.660004,67.120003,70.629997,13097000,66.6036
"407",71.220001,73,71.220001,72.860001,12785200,68.706478
"408",73.800003,75.75,72.599998,73.800003,18100200,69.592894
"409",74.220001,74.800003,73.089996,74.160004,9017500,69.932372
"410",73.169998,74.589996,72.870003,74.589996,7401800,70.337852
"411",74.139999,76.519997,73.099998,76.190002,10427200,71.846647
"412",77.040001,77.75,75.800003,75.980003,7839900,71.648619
"413",75.849998,77.489998,75.849998,76.660004,7239400,72.289855
"414",75.470001,76.279999,74.449997,76.269997,6589600,71.922081
"415",76.949997,76.949997,74.949997,75.169998,8976500,70.88479
"416",76.349998,77.150002,75.110001,76.120003,7260900,71.780638
"417",76.25,77.449997,75.970001,77.309998,7418700,72.902795
"418",78.309998,78.699997,77.709999,78.660004,7382700,74.175841
"419",78.199997,79.739998,77.75,79.639999,5360600,75.09997
"420",79.339996,79.690002,78,79.5,7552900,74.967952
"421",79.82,79.870003,77.970001,78.410004,6645200,73.940093
"422",78.809998,78.940002,77.730003,78.639999,7370000,74.156977
"423",77.690002,78.040001,76.620003,77.169998,7208800,72.770776
"424",78.089996,78.410004,77.120003,78.029999,4708100,73.581751
"425",77.709999,77.980003,76.949997,77.800003,4414500,73.364866
"426",78.160004,78.169998,76.739998,77.360001,6178100,72.949947
"427",77.120003,78.290001,76.5,78.059998,10820000,73.610039
"428",78.580002,78.669998,77.580002,77.739998,8603800,73.567457
"429",78.93,79.769997,78.260002,78.580002,8227200,74.362375
"430",78.550003,80.779999,78.550003,80,8156000,75.706158
"431",80.400002,80.400002,78.559998,79.589996,7399100,75.31816
"432",80.099998,80.5,79.599998,79.849998,5083900,75.564207
"433",79.220001,79.669998,78.050003,79.110001,5594400,74.863927
"434",79.099998,79.540001,78.220001,78.779999,6347500,74.551638
"435",78.809998,79.419998,77.400002,77.610001,8363200,73.444437
"436",78.139999,78.889999,77.400002,78.370003,6116700,74.163647
"437",78,78.32,76.730003,77.190002,6636700,73.046981
"438",76.809998,76.879997,75.029999,75.690002,6201100,71.627491
"439",73.860001,74.080002,72.730003,73.790001,10354000,69.829468
"440",74.389999,74.93,73.910004,74.699997,6386200,70.690622
"441",75.209999,76.339996,75.019997,75.82,6017200,71.750511
"442",75.989998,76.760002,75.510002,75.839996,6691300,71.769434
"443",75.650002,75.760002,73.75,74.019997,8034900,70.047119
"444",74.400002,74.900002,73.519997,74.769997,9371700,70.756864
"445",74.660004,74.800003,73.529999,74.019997,8145300,70.047119
"446",74.169998,75.059998,73.260002,74.919998,6748600,70.898815
