"","RTN.Open","RTN.High","RTN.Low","RTN.Close","RTN.Volume","RTN.Adjusted"
"74",45.5,45.59,44.93,45.009998,2790600,38.482873
"75",45.43,45.939999,45.200001,45.869999,2623100,39.218161
"76",46.130001,46.23,45.209999,45.369999,3437200,38.790668
"77",45.48,45.849998,44.880001,45.77,3014100,39.132664
"78",45.560001,45.630001,45.119999,45.540001,3613700,38.936018
"79",45.619999,46.189999,45.5,45.709999,3529500,39.081364
"80",45.68,45.799999,44.580002,44.610001,3779800,38.456373
"81",44.619999,44.939999,44.369999,44.450001,2477700,38.318444
"82",44.709999,45.77,44.650002,45.580002,3442400,39.292569
"83",45.57,45.990002,45.5,45.93,3244000,39.594288
"84",45.990002,45.990002,45.34,45.709999,2515400,39.404634
"85",45.689999,45.689999,44.990002,45.400002,2473300,39.137399
"86",45.549999,45.59,45.07,45.5,2160600,39.223603
"87",45.52,45.849998,45.029999,45.630001,2775600,39.335671
"88",45.790001,46.040001,45.610001,45.880001,2359900,39.551186
"89",45.889999,46,45.080002,45.52,2109200,39.240845
"90",45.790001,45.889999,45.220001,45.709999,4921800,39.404634
"91",45.66,47.419998,45.66,47.330002,4412800,40.801169
"92",46.950001,46.950001,46.169998,46.540001,4130200,40.120143
"93",46.73,47.43,46.68,47.240002,2890400,40.723584
"94",47.389999,47.889999,47.23,47.830002,3284500,41.232198
"95",47.830002,47.830002,47.330002,47.599998,1612600,41.033922
"96",47.939999,47.939999,47.09,47.139999,2216600,40.637376
"97",47.009998,47.619999,46.779999,47.549999,3033100,40.99082
"98",47.169998,47.369999,46.830002,47.299999,1906800,40.775305
"99",46.580002,47.43,45.16,45.639999,6750300,39.34429
"100",45.650002,46.23,45.650002,46.080002,2516600,39.723598
"101",46.360001,47.560001,46.330002,46.900002,3494000,40.430484
"102",47.34,48.380001,47.25,47.799999,3229300,41.206334
"103",47.91,48.290001,47.299999,47.73,2611600,41.14599
"104",48.110001,48.189999,47.599998,48.060001,2393600,41.430471
"105",48.16,48.41,47.950001,48.150002,2500600,41.508056
"106",48.119999,48.66,48.07,48.330002,2124300,41.663226
"107",48.549999,48.669998,47.950001,48.02,2306000,41.395988
"108",48.049999,48.130001,47.619999,47.959999,2236600,41.344263
"109",47.490002,47.66,46.950001,47.150002,2098900,40.645999
"110",47.02,47.02,46.119999,46.41,2353100,40.008075
"111",46.5,46.959999,46.5,46.540001,1655200,40.120143
"112",46.27,46.540001,45.68,45.900002,2658700,39.568427
"113",46.009998,46.490002,45.98,46.34,2626200,39.947731
"114",46.639999,47.09,46.529999,47.07,2836000,40.577033
"115",47.110001,47.560001,46.709999,47.009998,2587800,40.525308
"116",46.98,46.98,46,46.529999,2409000,40.111521
"117",46.150002,46.540001,46.040001,46.439999,2478000,40.033936
"118",46.740002,47.220001,46.720001,47.009998,2050200,40.525308
"119",46.669998,46.93,46.299999,46.48,922600,40.068419
"120",46.110001,46.630001,45.900002,46.540001,2739500,40.120143
"121",46.139999,46.650002,45.970001,46.25,3496500,39.870146
"122",46.93,47.369999,46.720001,47.25,2857000,40.732203
"123",47.34,48.509998,46.970001,48.330002,3427600,41.663226
"124",48.060001,48.25,47.349998,47.43,2824800,40.887374
"125",47.470001,47.59,46.91,47.200001,5206800,40.689101
"126",47.580002,47.740002,46.990002,47.200001,2997400,40.689101
"127",47.200001,47.27,46.419998,46.459999,3155100,40.051177
"128",46.610001,46.720001,45.709999,45.869999,2887800,39.542563
"129",46.029999,46.18,45.48,45.580002,2605600,39.292569
"130",45.959999,45.959999,45.259998,45.470001,2721700,39.197742
"131",45.759998,45.810001,45.5,45.630001,2029100,39.335671
"132",45.41,45.57,44.849998,44.860001,2943500,38.671887
"133",44.790001,45.490002,44.5,45.389999,2396100,39.128776
"134",45.34,45.389999,44.810001,45.169998,3801600,38.939123
"135",45.119999,45.200001,44.810001,44.959999,2091900,38.758091
"136",45.060001,45.23,44.810001,44.950001,2181500,38.749472
"137",44.900002,45.610001,44.869999,45.599998,4730700,39.309807
"138",45.450001,45.82,45.450001,45.580002,1890900,39.292569
"139",45.459999,45.650002,45.07,45.57,1514500,39.283947
"140",45.560001,45.720001,45.439999,45.650002,1386500,39.352913
"141",45.73,45.790001,45.439999,45.450001,2201400,39.180501
"142",45.389999,46.07,45.25,45.950001,2436000,39.611529
"143",45.880001,46.5,45.799999,46.34,2500500,39.947731
"144",46.299999,46.529999,45.900002,46.09,3534500,40.05637
"145",46.029999,47,45.810001,46.990002,4648700,40.838553
"146",46.75,48.060001,46.599998,47.700001,4637400,41.455606
"147",48.07,48.970001,47.77,48.720001,4542100,42.342078
"148",48.77,50.400002,48.75,49.849998,5742300,43.324148
"149",49.759998,49.98,48.950001,49.639999,5471400,43.14164
"150",49.919998,50.049999,48.98,49.220001,2849300,42.776624
"151",49.599998,49.970001,49.259998,49.349998,2473800,42.889603
"152",49.41,49.869999,49.310001,49.52,2378800,43.03735
"153",49.470001,50.490002,49.25,50.259998,3353300,43.680475
"154",50.400002,51,50.18,50.880001,2837700,44.219313
"155",50.689999,51.209999,50.34,51.209999,3437500,44.506111
"156",51.009998,52.389999,51,52.369999,5369500,45.514256
"157",52.419998,52.490002,51.860001,52.150002,5765800,45.323058
"158",52.16,52.349998,51.470001,51.82,3063700,45.036257
"159",51.630001,52.48,51.57,52.32,2562700,45.470802
"160",52.009998,52.389999,51.209999,51.599998,3173500,44.845056
"161",51.310001,52.5,51.130001,51.139999,4441300,44.445275
"162",51.709999,51.830002,49.349998,49.48,5952500,43.002586
"163",49.689999,50.25,49.599998,49.990002,4929900,43.445824
"164",50.25,50.619999,50.189999,50.5,2626000,43.889058
"165",49.59,50.27,49.41,50.110001,1715300,43.550113
"166",50.130001,50.400002,49.759998,49.91,2655900,43.376295
"167",50.049999,50.77,49.91,50.200001,2605100,43.628332
"168",50.439999,51.669998,50.310001,51.150002,2774000,44.453968
"169",51.040001,51.630001,51.040001,51.560001,1682700,44.810295
"170",51.360001,51.549999,51.209999,51.490002,2007500,44.749459
"171",51.299999,51.740002,51.029999,51.200001,2398400,44.497422
"172",51,51.360001,50.790001,51.080002,2303000,44.393132
"173",51.080002,51.369999,50.25,50.860001,2179000,44.201931
"174",50.619999,50.93,50.279999,50.790001,2033300,44.141095
"175",50.68,51.169998,50.450001,50.939999,2373000,44.271457
"176",50.82,52.040001,50.75,51.5,2108200,44.758148
"177",52.130001,52.450001,51.93,52.16,2633100,45.331748
"178",51.310001,51.939999,51.09,51.389999,2840700,44.662548
"179",51.27,51.889999,50.549999,50.830002,2409200,44.175859
"180",50.709999,51.540001,50.650002,50.889999,2972100,44.228003
"181",51.389999,51.740002,51,51.240002,2315300,44.532186
"182",51.459999,51.599998,51,51.209999,2077100,44.506111
"183",51.419998,51.59,50.509998,50.599998,2099400,43.975966
"184",50.630001,51.310001,50.360001,51.02,2929100,44.340985
"185",51.41,52.389999,51.290001,52.09,2052500,45.270912
"186",51.880001,51.950001,50.950001,51.720001,2455900,44.949349
"187",51.919998,52.400002,50.990002,51.09,2159300,44.401821
"188",51.110001,52.630001,51.099998,52.209999,2740700,45.375202
"189",52.150002,53.119999,52.02,52.509998,2915200,45.635928
"190",52.130001,52.48,51.59,51.889999,2615600,45.097093
"191",51.98,52.34,51.5,52.130001,1517000,45.305676
"192",51.75,51.889999,51.130001,51.540001,2003700,44.792913
"193",50.59,51.349998,50.279999,51.049999,5089200,44.367057
"194",50.950001,50.950001,49.75,49.77,3878500,43.254623
"195",50.189999,50.459999,49.66,49.93,2419300,43.393677
"196",50.650002,50.689999,49.16,49.73,4819600,43.219858
"197",50.459999,50.990002,50.310001,50.419998,2215300,43.819529
"198",50.400002,50.669998,50.290001,50.389999,1780900,43.793458
"199",50.349998,50.700001,50.049999,50.43,1862800,43.828222
"200",50.75,51.470001,50.580002,51.279999,2092800,44.566947
"201",51.310001,51.43,50.77,50.799999,1587100,44.149784
"202",50.91,51.060001,50.66,50.700001,1383100,44.062877
"203",50.639999,50.75,50.299999,50.700001,1401600,44.062877
"204",50.860001,51.09,50.330002,50.439999,2055100,43.836911
"205",50.330002,51,50.330002,50.869999,2950800,44.210621
"206",51.52,51.650002,51.200001,51.209999,1895500,44.506111
"207",50.419998,50.689999,49.91,50.459999,1792200,44.225645
"208",50.32,51,50.25,50.57,2101800,44.322055
"209",50.689999,51.27,50.66,51.23,1587700,44.900512
"210",51.200001,51.75,50.990002,51.490002,2031000,45.128391
"211",51.439999,51.630001,50.599998,50.790001,2443000,44.514875
"212",50.669998,51.029999,50.619999,50.720001,1443900,44.453524
"213",50.66,50.689999,50.080002,50.139999,2677700,43.945182
"214",50.209999,50.25,48.619999,48.68,5250400,42.665566
"215",48.43,48.5,47.650002,48.23,4388600,42.271163
"216",48.41,49.119999,48.16,48.810001,2897800,42.779505
"217",48.380001,48.57,47.919998,48.049999,2348500,42.113402
"218",48.18,48.450001,47.799999,48.009998,1905700,42.078343
"219",48.619999,49.130001,48.369999,48.790001,2481700,42.761976
"220",48.98,49.110001,48.389999,48.75,3311300,42.726917
"221",48.669998,48.939999,48.529999,48.740002,2187500,42.718154
"222",49.049999,49.66,48.939999,49.490002,2391700,43.375491
"223",49.599998,50.07,49.5,49.759998,2965900,43.61213
"224",49.75,49.990002,48.790001,49.25,3522400,43.165142
"225",49.330002,49.66,48.380001,48.549999,2621800,42.551627
"226",48.68,49.380001,48.48,48.990002,3931600,42.937267
"227",48.950001,49.73,48.939999,49.369999,4978600,43.270315
"228",49.189999,49.639999,48.790001,48.889999,2291700,42.84962
"229",48.700001,49.27,48.5,48.919998,2167800,42.875912
"230",49.27,49.700001,49.189999,49.439999,2319700,43.331666
"231",49.389999,49.630001,49.009998,49.509998,1726400,43.393017
"232",49.68,50.049999,49.290001,49.32,2064600,43.226493
"233",49.389999,49.689999,49.049999,49.360001,3343400,43.261552
"234",49.330002,49.59,49.09,49.200001,2561300,43.12132
"235",49.110001,49.529999,49.029999,49.189999,1937800,43.112554
"236",49.040001,49.630001,49,49.07,2226700,43.007381
"237",49.009998,49.18,48.59,48.849998,2696200,42.814561
"238",48.900002,49.439999,48.75,49.27,2377400,43.182671
"239",49.439999,49.98,49.240002,49.73,2477200,43.585837
"240",49.57,49.779999,49.299999,49.450001,2195100,43.340433
"241",49.09,49.759998,49.02,49.41,3112300,43.305374
"242",49.43,50.209999,49.220001,50.07,3793000,43.88383
"243",50.029999,50.369999,49.93,50.099998,3498500,43.910123
"244",50.09,50.48,49.669998,49.82,2369500,43.664718
"245",49.970001,50.130001,49.619999,50.029999,1852600,43.848772
"246",50.259998,50.599998,50.060001,50.380001,2414900,44.155531
"247",50.259998,50.400002,49.259998,49.259998,2502700,43.173905
"248",49.27,49.450001,48.689999,48.82,2497200,42.788268
"249",48.279999,49.119999,48.220001,48.810001,2161900,42.779505
"250",48.639999,48.889999,48.48,48.610001,2077400,42.604215
"251",48.799999,48.860001,48.529999,48.580002,1357600,42.577922
"252",48.490002,48.73,48.119999,48.150002,2791900,42.201049
"253",48.189999,48.799999,48.130001,48.610001,1736500,42.604215
"254",48.360001,48.639999,48.130001,48.279999,2322500,42.314985
"255",48.310001,48.66,48.299999,48.349998,2233500,42.376336
"256",48.740002,49.110001,48.470001,49.049999,2531600,42.989851
"257",48.709999,49.07,48.189999,48.360001,3256900,42.385102
"258",48.369999,48.73,48.209999,48.400002,3186400,42.420161
"259",48.75,49.200001,48.459999,48.77,2857500,42.744447
"260",48.560001,49.080002,48.52,49.02,1553600,42.963559
"261",49.830002,49.990002,49.41,49.580002,5549400,43.454372
"262",49.419998,49.810001,49.060001,49.119999,2754400,43.051203
"263",48.540001,48.619999,47.82,48.389999,3770600,42.411395
"264",48.299999,48.529999,47.849998,47.93,2197500,42.008229
"265",48.029999,48.509998,47.82,48.400002,1564200,42.420161
"266",48.450001,48.830002,48.25,48.720001,1696700,42.700625
"267",48.939999,49.27,48.919998,49.07,1768400,43.007381
"268",49.110001,49.900002,49.060001,49.849998,1908100,43.69101
"269",49.549999,50.25,49.349998,50.110001,1535600,44.301025
"270",49.990002,50.029999,49.470001,49.630001,1567600,43.876669
"271",49.619999,49.939999,49.349998,49.619999,1568300,43.867826
"272",49.900002,50,49.349998,49.580002,2219300,43.832466
"273",49.189999,49.259998,48.529999,48.619999,2616900,42.983751
"274",48.220001,48.360001,47.650002,47.779999,2909400,42.241127
"275",47.610001,47.849998,47.16,47.220001,3320000,41.746047
"276",47.380001,47.529999,47.040001,47.200001,2148500,41.728365
"277",47.200001,47.259998,46.439999,46.52,2366200,41.127194
"278",46.650002,46.669998,45.619999,46.049999,4213800,40.711677
"279",45.950001,45.950001,45.259998,45.43,2758600,40.163551
"280",45.5,45.860001,45.389999,45.75,4577700,40.446455
"281",46.830002,46.98,46.23,46.630001,4494800,41.224443
"282",46.799999,47.599998,46.700001,47.32,2828700,41.834453
"283",47.25,47.279999,46.380001,46.740002,2151600,41.321691
"284",46.290001,46.68,46.23,46.529999,2282000,41.136033
"285",46.669998,46.700001,46.299999,46.450001,2734600,41.065309
"286",46.259998,46.259998,44.82,44.98,4732000,39.765717
"287",45,45.849998,44.91,45.02,3713400,39.80108
"288",44.599998,45.18,44.259998,44.73,3160200,39.544698
"289",44.939999,44.939999,43.860001,44.32,4177400,39.182227
"290",44.099998,44.540001,43.880001,43.880001,4146700,38.793235
"291",43.919998,44.029999,42.799999,43.290001,7613300,38.27163
"292",42.990002,43.150002,41.139999,41.209999,8804200,36.432751
"293",41.470001,41.57,40.360001,41.299999,10954600,36.512318
"294",40.650002,41.07,39.369999,39.41,12302600,34.841416
"295",39.799999,41.25,39.009998,41.169998,7717500,36.397388
"296",40.43,40.439999,38.950001,39,6525600,34.478945
"297",39.27,40.82,38.759998,40.32,4465700,35.645925
"298",40.650002,40.869999,39.939999,40.759998,4108400,36.034917
"299",40.990002,41.369999,40.689999,41.240002,4067000,36.459276
"300",40.740002,41.580002,40.610001,40.91,3972100,36.167529
"301",41.110001,41.549999,41.060001,41.360001,4354200,36.565364
"302",40.470001,40.529999,39.830002,40.150002,4670800,35.495634
"303",39.669998,40.580002,39.66,39.869999,3559900,35.24809
"304",40.599998,40.700001,39.849998,39.93,3840100,35.301136
"305",40.23,41.139999,40,41.049999,3256100,36.2913
"306",41,42.169998,40.91,42.060001,3439500,37.184218
"307",42.209999,42.34,40.77,40.889999,3365800,36.149848
"308",40.720001,41.740002,40.169998,41.59,2186300,36.768701
"309",42.130001,42.59,41.919998,42.57,2340500,37.635095
"310",42.5,43.080002,41.919998,42.849998,2147600,37.882635
"311",43.209999,43.639999,42.950001,43.23,2320100,38.218584
"312",43.18,43.720001,42.5,42.560001,2262900,37.626255
"313",42.139999,42.220001,41.200001,41.27,1740500,36.485797
"314",40.02,40.82,40,40.75,2492900,36.026078
"315",41.360001,42.080002,41.060001,41.84,1787300,36.98972
"316",41.700001,41.950001,41.389999,41.419998,1942900,36.618407
"317",41.119999,41.259998,40.380001,40.639999,2946600,35.928829
"318",40.27,40.959999,40.16,40.939999,2852200,36.194051
"319",41.130001,41.830002,40.799999,41.09,3449100,36.326663
"320",41.240002,41.470001,40.68,41.07,3523300,36.308981
"321",41.48,41.799999,41.240002,41.57,2690400,36.751019
"322",41.84,42.450001,41.599998,42.130001,3500400,37.246103
"323",41.689999,42,41.139999,41.880001,2891500,37.025084
"324",42.049999,42.099998,41.279999,41.349998,2823800,36.556522
"325",41.360001,41.450001,39.790001,39.810001,2759900,35.195048
"326",38.84,39.209999,38.349998,38.830002,4604000,34.328654
"327",38.830002,40.029999,38.790001,39.310001,4445300,34.75301
"328",39.689999,40.450001,39.369999,40.41,3738400,35.725492
"329",41.330002,41.439999,40.360001,40.57,2564400,35.866944
"330",40.610001,41.060001,40.150002,40.290001,2572200,35.619404
"331",40.91,41.610001,40.5,41.259998,3013200,36.476955
"332",40.82,41.540001,40.759998,40.869999,3419400,36.132166
"333",40.16,40.779999,39.459999,39.5,3303200,35.2923
"334",38.84,40.240002,38.68,40.150002,3903500,35.873061
"335",40.34,40.439999,39.610001,39.970001,3372100,35.712235
"336",39.790001,40.470001,39.790001,40.470001,2486700,36.158973
"337",40.740002,41.43,40.560001,41,2524000,36.632514
"338",41.77,42.09,41.59,42.080002,1655000,37.59747
"339",41.93,42.139999,41.669998,41.84,1597100,37.383034
"340",42.139999,42.959999,42.080002,42.619999,2258700,38.079944
"341",42.580002,42.639999,41.970001,42.419998,1766100,37.901248
"342",42.98,43,42.549999,42.77,1517300,38.213967
"343",42.610001,42.68,41.869999,41.970001,1604800,37.499187
"344",42.049999,43.259998,41.77,42.880001,2185700,38.31225
"345",42.889999,43.380001,42.740002,42.959999,2464800,38.383726
"346",43.02,43.119999,42.209999,42.759998,2017900,38.20503
"347",43.16,44,43,43.970001,2632200,39.286139
"348",43.970001,44.540001,43.82,44.459999,1886000,39.72394
"349",44.189999,44.41,43.75,43.860001,2452600,39.187856
"350",44.509998,44.529999,42.299999,42.439999,5599200,37.919118
"351",44.369999,44.509998,42.25,43.790001,5954700,39.125313
"352",43.75,44.080002,43.189999,43.540001,3295100,38.901944
"353",43.169998,44.830002,43.099998,44.189999,3906000,39.482701
"354",43.150002,43.259998,42.400002,42.689999,4133800,38.142487
"355",44.119999,44.119999,43.029999,43.18,3080600,38.580292
"356",43.639999,44.360001,43.509998,44.259998,2698200,39.545244
"357",43.91,44.259998,43.389999,44.18,2242800,39.473768
"358",43.950001,45.529999,43.849998,45.470001,2845400,40.626353
"359",45.509998,45.82,44.919998,45.740002,4119800,40.867591
"360",44.970001,45,44.259998,44.380001,2255100,39.652464
"361",44.799999,45.18,44.419998,44.66,2283300,39.902636
"362",45.169998,45.82,45.09,45.540001,1859800,40.688896
"363",45.41,45.540001,45.02,45.130001,1949800,40.322571
"364",44.959999,45.869999,44.950001,45.59,1599600,40.733569
"365",44.98,45.209999,44.419998,44.5,2069200,39.75968
"366",44.369999,44.5,43.490002,43.84,2275600,39.169986
"367",44.060001,44.48,43.700001,44,2268400,39.312942
"368",43.34,43.57,42,43.349998,3467200,38.732181
"369",43.459999,43.75,42.849998,43.459999,2596100,38.830464
"370",43.080002,43.080002,42.439999,42.619999,1747500,38.079944
"371",42.509998,43.610001,42.470001,43.119999,1259200,38.526682
"372",43.919998,44.279999,43.529999,43.939999,2519200,39.259332
"373",44.02,44.470001,43.57,43.689999,3364400,39.035963
"374",44.77,45.619999,44.669998,45.57,3819100,40.715699
"375",45.369999,45.669998,45.169998,45.290001,2636300,40.465527
"376",45.779999,45.810001,45.110001,45.349998,3697700,40.519133
"377",45.860001,45.959999,44.900002,45.110001,3305200,40.304701
"378",45.049999,46,44.970001,45.639999,2815500,40.778242
"379",45.509998,46.34,45.330002,46.049999,3379100,41.144567
"380",45.779999,45.98,44.700001,44.799999,2686300,40.027722
"381",45.040001,45.740002,44.990002,45.549999,1489200,40.697829
"382",45.060001,45.259998,44.560001,44.82,1587500,40.045592
"383",45.119999,45.57,44.689999,44.919998,1771200,40.134938
"384",44.880001,45.220001,44.790001,44.919998,2008000,40.134938
"385",45.43,45.709999,45.290001,45.380001,2439900,40.54594
"386",45.84,46.279999,45.060001,45.509998,3027400,40.662089
"387",45.709999,46.200001,45.450001,45.580002,1963200,40.724635
"388",46.029999,47.060001,46.02,46.950001,2031800,41.948697
"389",46.919998,47.200001,46.389999,47.099998,1881200,42.082716
"390",47.259998,48.360001,46.990002,48.169998,2191900,43.038735
"391",48.34,48.380001,48.099998,48.369999,1111000,43.217431
"392",48.380001,48.66,48,48.619999,1077900,43.4408
"393",48.700001,48.880001,48.509998,48.630001,1597600,43.449736
"394",48.720001,49.110001,48.639999,49.07,1634100,43.842865
"395",48.43,48.91,48.32,48.380001,1725800,43.608509
"396",49.110001,49.509998,48.509998,48.529999,2668200,43.743713
"397",48.540001,48.77,48.240002,48.59,1440900,43.797797
"398",48.549999,48.580002,47.5,48.049999,2801300,43.311054
"399",48.240002,48.290001,47.900002,48.080002,1484200,43.338097
"400",48.220001,48.439999,47.66,48.16,2061200,43.410205
"401",48.540001,48.93,48,48.700001,2210500,43.896948
"402",48.669998,48.990002,48.630001,48.799999,1289100,43.987085
"403",48.91,49.619999,48.799999,49.48,1548300,44.60002
"404",49.259998,49.259998,48.580002,48.669998,1731400,43.869905
"405",49.189999,49.290001,48.779999,48.880001,1954300,44.059196
"406",48.759998,49.73,48.650002,49.619999,1838700,44.726212
"407",49.73,50,49.23,49.98,2387000,45.050707
"408",50.080002,50.189999,49.689999,49.880001,1619300,44.960571
"409",49.900002,50.380001,49.48,49.84,1188000,44.924515
"410",49.529999,49.84,49.459999,49.689999,1564400,44.789307
"411",49.509998,49.830002,48.900002,49.709999,3771600,44.807335
"412",50.700001,50.700001,49.080002,49.889999,4042100,44.969583
"413",49.790001,49.790001,48.52,48.639999,2468400,43.842865
"414",48.139999,48.220001,47.720001,48,2464500,43.265985
"415",48.16,48.43,47.5,47.990002,3669800,43.256973
"416",48.34,48.990002,48.330002,48.740002,2546300,43.933004
"417",48.700001,48.779999,48.369999,48.549999,1652100,43.761741
"418",48.720001,49.040001,48.709999,48.970001,2005000,44.14032
"419",48.610001,49.32,48.509998,49.299999,2098000,44.437772
"420",48.939999,49.310001,48.869999,49.169998,1793100,44.320592
"421",49.240002,49.93,49.139999,49.779999,1591200,44.870431
"422",49.860001,50.029999,49.709999,49.970001,2969300,45.041695
"423",49.650002,49.689999,49.18,49.529999,1588800,44.645088
"424",49.709999,50.450001,49.709999,50.310001,2138300,45.348162
"425",50.049999,50.5,49.830002,50.360001,2274600,45.39323
"426",50.27,50.310001,49.279999,49.34,2519900,44.473828
"427",49,49.110001,48.41,48.810001,3303300,43.9961
"428",49.110001,49.990002,49.110001,49.860001,2061700,44.942543
"429",49.860001,50.360001,49.740002,50.139999,2292300,45.194927
"430",50.009998,50.450001,49.939999,50.41,1828600,45.438298
"431",50.259998,50.529999,50.23,50.360001,2129300,45.39323
"432",50.360001,51.200001,50.310001,50.779999,1748500,45.771806
"433",50.41,51.060001,50.240002,50.84,4188400,45.82589
"434",50.990002,50.990002,50.560001,50.669998,1610800,45.672654
"435",50.650002,51.080002,50.380001,50.52,2902500,45.53745
"436",50.259998,51.419998,50.200001,51,3494600,45.97011
"437",51.099998,51.5,50.959999,51.369999,2722100,46.303617
"438",51.529999,52.279999,51.150002,51.619999,3805600,46.528961
"439",51.220001,51.610001,50.630001,50.849998,3107500,45.834902
"440",50.68,50.860001,50.459999,50.709999,2000200,45.70871
"441",51.09,51.849998,51.080002,51.720001,2046300,46.6191
"442",51.860001,52,51.450001,51.830002,1951600,46.718252
"443",51.93,52.130001,51.650002,51.919998,2192800,46.799373
"444",52.080002,52.75,51.790001,52.73,2283100,47.529487
"445",52.57,52.830002,52.330002,52.5,2212200,47.322172
"446",52.400002,52.549999,52.07,52.27,3057800,47.114856
"447",52.259998,52.349998,51.950001,52.119999,4120600,46.979648
"448",52,52.369999,52,52.189999,1654600,47.042744
"449",51.900002,52.040001,51.549999,51.77,1329300,46.664169
"450",51.98,51.990002,51.490002,51.5,1600400,46.420797
"451",51.400002,52.099998,51.25,51.959999,3421900,46.835428
"452",52.080002,52.240002,51.790001,52.16,1980600,47.015704
