"","HP.Open","HP.High","HP.Low","HP.Close","HP.Volume","HP.Adjusted"
"304",50.810001,51.02,48.470001,48.66,2487100,45.237538
"305",49.049999,51.880001,48.41,51.869999,1984800,48.221764
"306",51.68,52.369999,50.700001,52.330002,1148600,48.649413
"307",52.529999,53.220001,51.099998,51.259998,1499100,47.654668
"308",50.900002,54,50.279999,53.810001,1771100,50.025318
"309",54.919998,56.41,54.77,56.25,1591200,52.293701
"310",55.880001,56.98,55.439999,56.580002,1737000,52.600493
"311",57.450001,58.52,56.380001,57.02,1855800,53.009545
"312",57.110001,58.490002,56.599998,57.450001,1671700,53.409301
"313",56.209999,56.299999,54.060001,54.709999,1426100,50.862015
"314",52.279999,53.790001,51.540001,53.549999,1620500,49.783603
"315",54.779999,56.5,54.360001,56.439999,1327000,52.470337
"316",55.73,56.98,54.59,55.110001,1302900,51.233883
"317",53.900002,54.740002,52.029999,52.790001,1670700,49.077059
"318",51.709999,53.529999,51.490002,53.490002,1446800,49.727825
"319",53.610001,54.330002,52.560001,53.490002,1545100,49.727825
"320",53.959999,54.869999,52.009998,54.029999,1444000,50.229842
"321",54.84,55.18,53.849998,54.130001,1222400,50.322811
"322",54.049999,54.57,52.580002,53.5,1836400,49.737121
"323",51.939999,53.040001,51.049999,52.5,1114000,48.807455
"324",52.810001,53.360001,50.91,51.07,1242300,47.478032
"325",51.169998,51.400002,48.240002,48.27,1439700,44.874969
"326",46.169998,46.189999,44.009998,45.389999,2329800,42.19753
"327",44.540001,46.029999,44.27,44.610001,1880500,41.472392
"328",45,46.41,42.450001,46.330002,2042500,43.071418
"329",47.970001,49,45.09,45.450001,2129900,42.253311
"330",45.610001,46.41,42.91,43.040001,1695700,40.012817
"331",44.509998,45.549999,41.740002,43.349998,2521300,40.301011
"332",42.200001,42.52,40.599998,40.599998,2342700,37.74443
"333",39.73,39.93,37.09,37.389999,3942400,34.760204
"334",36.580002,39.77,35.580002,39.66,3405700,36.870546
"335",39.73,43.009998,38.599998,42.82,3689900,39.808289
"336",42.23,44.299999,41.599998,42.259998,3837000,39.287675
"337",42.75,42.98,41.389999,41.970001,3219500,39.018075
"338",43.599998,44.939999,43.560001,44.73,2036300,41.583951
"339",44.41,46.380001,44.009998,45.59,1712000,42.383464
"340",46.080002,47.540001,45.43,46.529999,2176600,43.257349
"341",46.049999,46.759998,44.91,46.540001,1538800,43.266647
"342",47.869999,48.790001,46.59,48.52,1461300,45.107385
"343",48.619999,48.619999,45.689999,45.790001,2059300,42.569398
"344",45.689999,48.349998,44.779999,48.02,1446700,44.642552
"345",47.830002,48.639999,46.639999,46.830002,1617900,43.536251
"346",46.830002,47.68,45.889999,47.419998,1378100,44.084751
"347",48.16,49.73,47.18,48.060001,1867200,44.67974
"348",48.59,49.830002,48.009998,49.66,1431200,46.167204
"349",49.68,50.75,47.950001,49.07,1679400,45.618701
"350",50.25,51.400002,48.57,51.240002,1697600,47.636077
"351",52.580002,57,52.439999,56.310001,3361200,52.349483
"352",55.740002,57,54.880001,56.889999,1624900,52.888687
"353",55.919998,56.720001,53.16,53.18,1837800,49.439628
"354",50.439999,51.459999,49.240002,50.299999,2055800,46.762189
"355",51.77,51.950001,50.549999,51.700001,2020400,48.063723
"356",51.82,54.860001,51.630001,54.389999,2003100,50.564523
"357",53.77,54.93,52.849998,54.799999,1599300,50.945685
"358",54.75,55.580002,53.189999,54.919998,1497200,51.057244
"359",55.400002,56.130001,54.330002,56,1466200,52.061285
"360",54.099998,54.099998,51.610001,51.849998,1671800,48.203171
"361",52.889999,54.459999,52.009998,53.580002,1382700,49.878836
"362",54.57,56.07,54.189999,55.34,980000,51.517258
"363",54.84,55.299999,53.169998,54.439999,895300,50.679427
"364",54.189999,55.639999,53.900002,55.119999,908500,51.312454
"365",54.580002,57,54.580002,55.32,1767900,51.498639
"366",56.040001,57.439999,53.369999,54.130001,2386400,50.390843
"367",55.209999,55.73,53.560001,54.5,1717100,50.735283
"368",53.029999,53.970001,51.93,53.57,1582900,49.869525
"369",53.509998,54.689999,53.07,53.66,1601100,49.953308
"370",52.619999,52.880001,50.32,50.540001,1799700,47.04883
"371",50.209999,51.080002,50.209999,50.700001,807800,47.197778
"372",52.540001,54.32,52.23,54.02,1778200,50.288441
"373",54.060001,54.200001,52.560001,52.84,2474400,49.189952
"374",55.470001,57,55.470001,56.959999,2063100,53.025352
"375",56.650002,58.650002,56.52,57.849998,1960300,53.853873
"376",58.669998,59.450001,57.950001,58.310001,1861300,54.2821
"377",59.330002,60.560001,58.5,59.189999,1716600,55.101309
"378",59.360001,60.470001,58.950001,59.759998,1474400,55.631935
"379",59.360001,59.830002,58.380001,59.59,2097800,55.47368
"380",59.490002,60.02,58.580002,58.77,2172900,54.710323
"381",58.619999,60.880001,58.5,60.580002,1264800,56.395294
"382",59.330002,59.330002,57.049999,58.049999,1157400,54.040058
"383",58.5,60.040001,56.669998,57.32,1557500,53.360485
"384",56.189999,56.200001,53.43,54.130001,1974600,50.390843
"385",54.799999,55.029999,53.610001,53.880001,1367900,50.158112
"386",54.52,55.880001,54,55.779999,1852200,51.926863
"387",56.18,56.419998,54.290001,54.439999,1220600,50.679427
"388",55.990002,58.279999,55.91,58.07,3083500,54.058677
"389",58.330002,58.82,56.299999,57.720001,1396800,53.732855
"390",58.209999,58.389999,57.099998,58.200001,1071500,54.179698
"391",58.68,59.040001,58.279999,59,599800,54.924435
"392",58.880001,59.57,58.41,59.060001,714800,54.980292
"393",59.220001,59.259998,57.32,57.580002,907800,53.602527
"394",57.5,58.700001,57.360001,58.259998,704100,54.235551
"395",58.32,59.299999,58.02,58.360001,1001200,54.328645
"396",60.290001,62.580002,59.549999,61.790001,2301100,57.52171
"397",61.419998,62.650002,60.990002,62.57,1434400,58.247829
"398",61.549999,63.27,61.200001,63.040001,1839900,58.685363
"399",63.240002,63.98,62.860001,63.619999,1279100,59.225297
"400",63.790001,64.739998,63.599998,64.300003,1235400,59.858328
"401",66.040001,68.599998,64.889999,65.129997,3237700,60.630988
"402",64.669998,64.790001,61.990002,62.189999,2219300,57.894077
"403",62.27,62.700001,59.130001,59.299999,3279300,55.203711
"404",58.790001,59.889999,58,58.509998,1784800,54.468281
"405",58.459999,59.34,56.169998,57.34,3124000,53.379104
"406",57.490002,61.220001,57.240002,61,2781900,56.78628
"407",61.009998,61.77,60.509998,60.889999,2225900,56.683878
"408",60.700001,61.560001,59.080002,59.540001,2095700,55.427134
"409",59.5,61.169998,58.32,60.389999,2647300,56.218417
"410",59.360001,61.619999,59.209999,61.529999,1489700,57.279668
"411",61.080002,63.18,59.82,62.950001,1696900,58.60158
"412",63.209999,63.950001,60.349998,60.759998,1776500,56.562857
"413",60.57,61.259998,60.110001,60.57,1639700,56.385983
"414",60.060001,60.98,58.860001,60.330002,1843600,56.162564
"415",63.880001,64.360001,59.5,61.709999,3443500,57.447234
"416",62.75,63,60.25,61.5,2217500,57.251742
"417",61.529999,62.450001,60.830002,61.810001,2084600,57.540329
"418",62.759998,62.880001,61.220001,61.619999,1480200,57.363451
"419",61.02,61.5,60.459999,60.950001,1721100,56.739735
"420",60.669998,61.18,59.189999,60.98,1620500,56.767661
"421",60.98,61.720001,60.5,60.790001,1632200,56.590787
"422",60.849998,60.919998,59.540001,59.939999,1665100,55.799501
"423",58.959999,59.560001,58.650002,59.27,1250500,55.175785
"424",59.080002,59.52,58.650002,59.310001,1662200,55.278306
"425",59.119999,59.650002,58.439999,59.09,968400,55.07326
"426",59.299999,59.700001,58.220001,58.830002,2186200,54.830935
"427",58.939999,60.419998,58.630001,60.32,1707200,56.219648
"428",61.98,64,61.57,63.279999,3341100,58.978436
"429",63.73,64.199997,61.93,62.279999,1550200,58.046413
"430",62.48,63.919998,62.279999,63.099998,1395200,58.810672
"431",63.150002,63.57,61.91,62.700001,1181300,58.437865
"432",62.939999,63.23,62.299999,62.720001,1101300,58.456505
"433",62.16,62.52,61.360001,62.16,1048500,57.934571
"434",62.540001,62.650002,60.82,61.369999,1328200,57.198272
"435",61.400002,61.610001,59.990002,61.299999,1877200,57.13303
"436",61.669998,62.959999,61.279999,62.380001,1437800,58.139617
"437",62.119999,62.549999,60.43,60.77,1043400,56.639059
"438",60.209999,60.43,58.560001,59.470001,1323200,55.42743
"439",58.189999,58.299999,57.349998,57.849998,1190600,53.917549
"440",57.689999,59.369999,57.279999,59.09,1269900,55.07326
"441",59.779999,61,59.009998,60.43,957700,56.322171
"442",60.549999,62.240002,60.43,60.849998,903100,56.713619
"443",60.880001,60.880001,58.889999,59.200001,755700,55.175783
"444",59.610001,60.360001,58.82,60.099998,1156000,56.014602
"445",60,60,58.41,58.810001,947500,54.812294
"446",58.900002,59.240002,57.59,58.610001,1075900,54.625889
"447",58.93,59.779999,58.869999,59.32,1087800,55.287625
"448",59.389999,59.66,58.200001,59.130001,1046100,55.110541
"449",58.48,58.490002,57.169998,57.830002,1730500,53.898912
"450",57.189999,57.52,56.040001,56.68,1462400,52.827084
"451",56.279999,56.279999,54.23,54.799999,1993800,51.074879
"452",54.799999,55.889999,54.549999,55.52,1034900,51.745937
"453",56.110001,56.32,54.779999,55,1592100,51.261284
"454",54.810001,55.360001,54.5,54.540001,1628700,50.832554
