"","HP.Open","HP.High","HP.Low","HP.Close","HP.Volume","HP.Adjusted"
"1",40.349998,42.220001,40.349998,42.16,2018700,38.955017
"2",41.450001,42.41,41.189999,41.970001,2109400,38.779462
"3",42.490002,42.869999,41.299999,41.389999,1701800,38.243551
"4",41.59,42.709999,41.59,42.349998,2467000,39.130572
"5",41.939999,42.66,41.389999,42.369999,2132700,39.149052
"6",42.77,43.16,42.27,42.66,1685500,39.417007
"7",42.560001,42.84,41.889999,42.509998,2123300,39.278408
"8",43.189999,43.720001,41.419998,41.810001,1939200,38.631625
"9",41.810001,42,40.130001,40.310001,1873500,37.245654
"10",40.299999,40.709999,39.59,40.41,1477600,37.338051
"11",40.080002,40.080002,38.91,39.029999,1758100,36.062957
"12",39.150002,39.619999,38.32,39.07,2151600,36.099917
"13",39.080002,39.080002,37.939999,37.990002,1439100,35.10202
"14",37.200001,38.009998,37,37.450001,2818500,34.603069
"15",37.48,38.279999,36.439999,36.52,2416300,33.743767
"16",36.580002,37.119999,35.630001,36.470001,2585900,33.697569
"17",36.77,37.34,36.23,36.529999,1437200,33.753006
"18",37.110001,37.84,36.57,36.990002,1341000,34.178039
"19",37.849998,39.889999,37.799999,39.77,2916300,36.746704
"20",40,40.389999,39.119999,40.029999,1565400,36.986937
"21",40.060001,40.75,39.689999,40.450001,1352100,37.375011
"22",40.380001,40.48,39.099998,39.740002,1346700,36.718986
"23",40.400002,40.599998,39.950001,40.169998,1503000,37.116294
"24",39.860001,40.389999,39.32,40.099998,938200,37.051616
"25",40.040001,40.209999,38.82,40.040001,1233200,36.996179
"26",39.68,39.799999,38.27,38.360001,1484500,35.443892
"27",38.639999,38.970001,37.950001,38.630001,1042200,35.693367
"28",37.970001,40.32,37.709999,40.23,1559400,37.171734
"29",40.279999,40.57,39.619999,40.060001,1452300,37.014659
"30",40.52,41.470001,40.349998,41.139999,1185900,38.012556
"31",40.889999,41.09,40.07,41,1502600,37.883199
"32",41.060001,41.630001,40.77,41.619999,1502200,38.456066
"33",41.790001,41.950001,40.220001,40.93,1709000,37.818521
"34",40.77,41.110001,40.200001,40.610001,1515100,37.522848
"35",40.630001,41.900002,40.110001,40.439999,1659800,37.365769
"36",39.209999,40.790001,39.209999,40.529999,1390100,37.448928
"37",41.450001,41.709999,40.82,41.369999,1264500,38.225071
"38",40.93,41.5,40.549999,41.25,1146700,38.114195
"39",41.400002,42.029999,40.73,41.400002,1214300,38.252793
"40",41.200001,41.57,40.82,40.959999,686300,37.846239
"41",40.439999,41.060001,40.099998,40.619999,973400,37.532086
"42",41.380001,41.400002,40.380001,40.700001,1602700,37.606006
"43",40.48,40.48,39.709999,40.18,1461500,37.125536
"44",39.110001,39.490002,38.119999,38.16,1417300,35.311825
"45",37.27,38.310001,37.25,38,1270000,35.163767
"46",37.959999,38.52,37.389999,37.419998,1099100,34.627055
"47",37.169998,37.5,36.939999,37.299999,824500,34.516013
"48",37.740002,38.310001,37.48,38.130001,1135900,35.284065
"49",38.07,38.240002,37.32,37.939999,685700,35.108244
"50",37.599998,37.889999,37.150002,37.419998,1262600,34.627055
"51",36.990002,36.990002,35.560001,36.330002,1660800,33.618414
"52",37.52,37.529999,36.799999,36.959999,2756300,34.201389
"53",36.5,37.73,36.5,37.369999,1885000,34.580788
"54",37.23,37.23,36.27,36.93,1717500,34.17363
"55",37.27,37.599998,36.380001,36.52,1278100,33.794231
"56",36.73,37.849998,35.98,37.799999,1729300,34.978694
"57",37.849998,38.09,37.57,37.849998,1247300,35.024961
"58",37.540001,37.599998,36.700001,37.040001,1813900,34.27542
"59",37.639999,38.91,37.59,38.799999,1047900,35.904056
"60",38.700001,39.07,37.91,39.040001,1040600,36.126145
"61",39.540001,39.639999,39.099998,39.389999,738700,36.45002
"62",39.009998,39.169998,38.470001,38.580002,537000,35.700479
"63",38.610001,39.580002,38.5,39.220001,896400,36.29271
"64",39.900002,39.900002,38.860001,39.110001,613700,36.19092
"65",39.419998,40.610001,39.220001,40.27,1084200,37.26434
"66",40.810001,41.200001,40.52,41.169998,1295600,38.097164
"67",41.23,41.439999,40.509998,40.73,1049700,37.690006
"68",40.150002,40.610001,39.799999,40.330002,1736700,37.319863
"69",39.98,40.02,38.34,38.52,2638800,35.644956
"70",38.709999,39.07,38.150002,38.560001,1263100,35.681971
"71",38.639999,39.389999,38.380001,39.259998,1270000,36.329722
"72",39.360001,39.560001,38.5,38.939999,1926700,36.033606
"73",38.849998,39.52,38.779999,39.029999,1139200,36.116889
"74",38.610001,39.490002,38.310001,39.009998,1313200,36.098381
"75",39.73,40.439999,39.509998,39.900002,1069200,36.921957
"76",40.099998,40.099998,39.41,39.490002,786000,36.542558
"77",39.75,39.759998,39.02,39.68,965500,36.718376
"78",39.43,40.419998,39.43,40.130001,1137200,37.13479
"79",40.560001,40.75,39.439999,40.459999,1747100,37.440157
"80",40.880001,41.040001,40.189999,40.259998,1644200,37.255084
"81",40.310001,40.43,39.650002,40.330002,1351600,37.319863
"82",40.799999,41.459999,40.360001,41.130001,1570500,38.060152
"83",41.220001,42.330002,40.990002,42.25,2172100,39.096557
"84",42.43,42.439999,40.68,41.150002,1657400,38.07866
"85",40.959999,42.09,40.880001,41.880001,893800,38.754174
"86",41.880001,42.599998,41.84,42.369999,1145000,39.207599
"87",42.130001,42.82,41.689999,42.439999,946100,39.272374
"88",42.82,44.48,42.68,43.860001,1501500,40.586391
"89",44.009998,45.040001,43.75,44.139999,2208600,40.845491
"90",44.5,44.540001,43.400002,44.139999,2390900,40.845491
"91",44.060001,44.169998,43.529999,43.759998,1095800,40.493852
"92",43,43.080002,41.43,41.939999,2100700,38.809693
"93",42.110001,42.389999,41.59,42.169998,1383900,39.022526
"94",42.330002,42.880001,41.209999,41.759998,1150400,38.643128
"95",41.990002,42.139999,41.240002,41.57,1405100,38.46731
"96",41.91,42.41,41.259998,41.310001,886800,38.226717
"97",41.209999,41.610001,40.650002,41.490002,2032400,38.393283
"98",41.060001,42.720001,41.02,42.669998,1705100,39.485207
"99",42.950001,43.080002,42.32,42.919998,1760000,39.716548
"100",42.869999,43.130001,42.59,42.779999,1249400,39.586998
"101",43.150002,43.310001,42.389999,42.700001,602400,39.51297
"102",42.59,42.919998,41.919998,42.779999,1072500,39.586998
"103",42.939999,42.990002,41.84,42.779999,975400,39.586998
"104",43.27,44.18,43.18,43.990002,1094800,40.706689
"105",43.98,44.09,43.509998,43.700001,782400,40.438333
"106",43.290001,43.970001,43.290001,43.740002,1044400,40.475348
"107",44.029999,45.119999,43.580002,43.990002,2153200,40.706689
"108",44.029999,45.080002,43.77,45,1096300,41.698177
"109",44.689999,46.799999,44.52,46.470001,2790900,43.060318
"110",46.02,46.259998,45.150002,45.689999,1931500,42.337547
"111",45.959999,46.080002,45.43,45.43,1003700,42.096626
"112",44.900002,45.220001,44.400002,44.970001,1652900,41.670379
"113",44.91,45.77,44.900002,45.330002,994900,42.003965
"114",46.560001,47.549999,45.529999,47.380001,2418300,43.903548
"115",47.259998,47.369999,46.290001,46.560001,1631700,43.143715
"116",46.32,46.630001,45.709999,46,2320900,42.624803
"117",45.549999,45.619999,44.57,44.869999,2032100,41.577714
"118",45.23,45.919998,45.110001,45.700001,1273100,42.346816
"119",45.240002,45.869999,45.189999,45.389999,385900,42.05956
"120",45.209999,45.720001,44.27,45.470001,1040300,42.133692
"121",44.82,45.669998,44.599998,45.360001,1245400,42.031763
"122",46.290001,46.939999,45.790001,46.860001,913200,43.421702
"123",46.939999,48.470001,46.759998,48.330002,1327800,44.783843
"124",48.139999,48.740002,47.91,48.290001,788900,44.746777
"125",48.169998,48.200001,47.610001,47.889999,754000,44.376126
"126",48.470001,48.709999,47.16,47.369999,1016100,43.89428
"127",47.419998,47.639999,46.68,47.220001,1208200,43.755288
"128",47.389999,47.619999,46.720001,47.400002,694900,43.922081
"129",47.490002,47.779999,47.220001,47.740002,839800,44.237134
"130",48.150002,48.599998,47.93,48.099998,929000,44.570716
"131",48.220001,48.389999,47.73,47.889999,747300,44.376126
"132",47.630001,48.75,47.630001,47.950001,1077300,44.431724
"133",48,48.779999,47.75,48.68,1022000,45.108161
"134",48.689999,49,48.23,48.740002,1145800,45.16376
"135",48.509998,48.869999,48.209999,48.59,1181900,45.024765
"136",48.779999,48.779999,48.450001,48.560001,1288500,44.996967
"137",48.700001,48.900002,48.610001,48.740002,605700,45.16376
"138",48.560001,48.740002,48.380001,48.720001,568500,45.145227
"139",48.599998,48.599998,48.02,48.41,293000,44.857972
"140",48.490002,48.77,48.279999,48.490002,346000,44.932103
"141",48.619999,49.27,48.57,49.060001,476300,45.46028
"142",49.02,49.459999,48.869999,48.880001,393200,45.293487
"143",48.91,48.990002,48.450001,48.48,584500,44.922835
"144",49.099998,49.459999,48.849998,49.040001,1024000,45.441747
"145",49.290001,49.490002,47.759998,48.110001,822900,44.579984
"146",47.779999,49.57,47.529999,49.220001,1265400,45.60854
"147",49.259998,49.330002,47.700001,48.41,1535500,44.857972
"148",48.419998,49,48.18,48.889999,1165400,45.302752
"149",48.669998,48.669998,47.779999,48.560001,785200,44.996967
"150",48.759998,49.720001,48.68,48.849998,947900,45.265686
"151",49.34,50.310001,49.139999,50.09,917900,46.414704
"152",50,50.549999,49.380001,49.720001,1031700,46.071853
"153",49.549999,50.860001,49.34,50.759998,811200,47.035542
"154",50.619999,52,50.619999,51.950001,1050200,48.138229
"155",51.889999,51.950001,50.93,51.040001,678700,47.294999
"156",50.630001,50.650002,49.27,50.619999,1211300,46.905815
"157",51.200001,51.360001,49.77,50.630001,983300,46.915083
"158",50.419998,51.139999,49.919998,50.57,710100,46.859484
"159",50.330002,50.48,49.189999,49.849998,976800,46.192312
"160",49.860001,52.09,49.84,51.810001,1696300,48.008502
"161",52.459999,57.549999,52.439999,56.740002,5085300,52.576769
"162",57.220001,58.240002,56.150002,56.369999,2541600,52.233915
"163",56.73,58.779999,56.689999,58.73,1995300,54.420753
"164",58.970001,59.5,58.27,58.98,2418000,54.65241
"165",58.950001,59.419998,58.290001,59.060001,1639100,54.726541
"166",59.040001,59.32,57.650002,59.169998,1187800,54.828467
"167",59.400002,59.580002,58.310001,59.099998,1121500,54.763604
"168",59.34,61.09,59.34,59.599998,1064000,55.226917
"169",59.639999,60.029999,58.349998,60,820500,55.597569
"170",59.639999,60.240002,58.59,58.950001,907300,54.624612
"171",58.650002,59.669998,58.169998,59.5,1155900,55.134256
"172",59.150002,59.759998,58.880001,59.240002,975900,54.948746
"173",59.150002,60.360001,59.040001,60.150002,974000,55.792827
"174",59.959999,60.549999,59.669998,60.16,971500,55.802101
"175",60.279999,62.330002,60.18,61.630001,1247400,57.165618
"176",61.240002,61.700001,60.52,61.580002,1388400,57.11924
"177",61.720001,62.619999,61.540001,62.150002,1220100,57.64795
"178",61.779999,62.990002,60.889999,61.75,1258700,57.276924
"179",61.849998,63.75,61.759998,63.029999,1245200,58.464202
"180",63.32,63.619999,61.5,61.93,1156500,57.443885
"181",62.400002,64.860001,61.990002,64.779999,1215700,60.087434
"182",65,65.5,63.5,64.989998,1386900,60.282221
"183",65.690002,65.900002,63.110001,63.240002,1620000,58.658992
"184",63.080002,64.529999,62.990002,63.73,1591100,59.113495
"185",64,64.480003,63.470001,64.330002,958200,59.670034
"186",64.400002,64.68,63.279999,64.059998,758000,59.419589
"187",64.230003,64.690002,62.580002,63.330002,1077300,58.742473
"188",63.650002,63.869999,62.459999,63.220001,1015300,58.640441
"189",63.200001,63.740002,62.150002,62.389999,1229400,57.870563
"190",61.73,61.73,59.889999,60.439999,1319600,56.061817
"191",60.080002,62.040001,59.509998,61.650002,930700,57.184169
"192",61.240002,62.07,60.450001,61.91,936600,57.425334
"193",59.810001,62.380001,59.139999,61.869999,1670500,57.38823
"194",61.669998,62.369999,59.84,60.57,1566600,56.182401
"195",61.93,63.610001,61.560001,63.209999,1786400,58.631163
"196",64.059998,64.379997,60.900002,61.18,2188800,56.748214
"197",62.330002,63.380001,62.27,63.32,1135500,58.733195
"198",63.689999,63.689999,62.810001,63.220001,840300,58.640441
"199",63.150002,63.849998,62.84,63.740002,1229200,59.122773
"200",64.089996,64.220001,63.189999,64.080002,1490300,59.438144
"201",64.260002,65.760002,63.919998,65.43,1397100,60.690351
"202",65.949997,67.019997,65.290001,66.25,1434500,61.450951
"203",65.989998,68.059998,65.690002,68.050003,1670800,63.120564
"204",68.529999,69.720001,67.220001,67.589996,1681300,62.69388
"205",67.620003,69.099998,67.550003,68.690002,1394100,63.714203
"206",69.339996,69.760002,68.690002,68.940002,1083300,63.946094
"207",68.25,69.440002,68.25,68.739998,904600,63.760577
"208",68.650002,69.010002,68.059998,68.690002,832900,63.714203
"209",69.309998,69.43,66.589996,67.040001,888000,62.183725
"210",67.269997,68.290001,67.120003,67.5,903600,62.610403
"211",68.910004,70.470001,68.650002,68.940002,1473600,63.946094
"212",68.949997,68.949997,66.43,66.849998,951700,62.007486
"213",65.879997,66.169998,63.860001,64.709999,1114600,60.022505
"214",65.169998,65.959999,64.529999,65.480003,972600,60.736732
"215",65.029999,66.519997,64.540001,66.290001,924300,61.488054
"216",66.839996,68.32,66.050003,67.839996,1608100,62.92577
"217",67,67.540001,65.639999,66.959999,1185600,62.109519
"218",67.029999,67.68,66.559998,67.519997,775900,62.628951
"219",68.75,69.150002,68.019997,68.699997,710400,63.723474
"220",69.169998,69.879997,68.559998,69.110001,815600,64.103777
"221",69.059998,69.440002,67.75,69.019997,675600,64.020293
"222",69.419998,70.419998,68.82,70.339996,1200000,65.244674
"223",70.43,70.459999,68.110001,69.980003,1483200,64.910758
"224",68.099998,68.599998,64.849998,65.050003,3232200,60.33788
"225",64.419998,66.57,64.220001,66.339996,1653400,61.534428
"226",66.150002,66.25,62.759998,63.150002,2274000,58.575511
"227",62.119999,62.84,60,60.700001,2769700,56.302985
"228",60.529999,60.700001,57.790001,58.369999,3400400,54.141765
"229",57.790001,59.540001,57.099998,58.43,2692700,54.19742
"230",59.5,59.610001,57.200001,57.669998,2334600,53.492471
"231",58.509998,59.799999,58.27,59.419998,1813300,55.115704
"232",59.419998,61.220001,58.970001,60.880001,2128000,56.469946
"233",60.5,60.73,57.93,58.720001,1829200,54.520145
"234",58.470001,59.580002,57.419998,58.689999,1634600,54.492289
"235",58.73,60.310001,58.509998,59.029999,1828400,54.807971
"236",58.66,59.529999,57.610001,57.900002,1325500,53.758795
"237",57.709999,58.549999,57.080002,57.75,1549800,53.619522
"238",58.200001,60.810001,58.119999,60.02,1462600,55.727164
"239",60.18,60.990002,59.650002,60.25,1577600,55.940713
"240",60.130001,61,59.400002,60.310001,1287800,55.996423
"241",58.91,59.639999,58.32,59.189999,1240400,54.956527
"242",59.540001,61.119999,59.529999,60.150002,1325600,55.847867
"243",59.950001,62.299999,59.669998,61.740002,1391800,57.324145
"244",61.439999,62.560001,61.119999,62.23,1057500,57.779097
"245",62.599998,63.380001,62.27,62.57,832100,58.094779
"246",63.470001,63.669998,62.02,62.68,1303600,58.196912
"247",62.610001,64.150002,62.25,62.66,2846600,58.178342
"248",62.650002,64.489998,62.450001,63.93,1750200,59.357508
"249",62.889999,64.300003,62.5,63.330002,1358000,58.800423
"250",63.220001,63.580002,60.889999,61.119999,968500,56.748487
"251",61.939999,62.48,61,61.509998,1145200,57.110592
"252",61.68,62.450001,61,61.599998,1257100,57.194155
"253",62.119999,62.93,61.689999,62.580002,721400,58.104066
"254",62.150002,62.34,60.490002,60.540001,1204500,56.209973
"255",60.639999,60.98,58.09,58.889999,1121900,54.677985
"256",59.849998,61.139999,59.439999,60.68,932500,56.339959
"257",59.759998,60.759998,58.759998,59.16,1199500,54.928674
"258",59.290001,59.880001,58.189999,58.91,872600,54.696555
"259",59.459999,59.48,58.240002,58.349998,1086800,54.176607
"260",58.25,59.560001,57.849998,59.290001,1307000,55.049377
"261",59.68,61.5,59.290001,61.029999,1344800,56.664924
"262",60.720001,62.310001,60.509998,61.549999,1102400,57.147732
"263",60.27,61.360001,58.560001,61.259998,1069600,56.878473
"264",61.18,61.380001,59.650002,60.68,2751600,56.339959
"265",60.220001,61.369999,59.360001,60.950001,1483200,56.590648
"266",61.380001,63.369999,61.330002,63.009998,1002800,58.503307
"267",63.560001,64.940002,63,64.470001,1534100,59.858886
"268",64.82,66.599998,64.559998,66.120003,1490700,61.390873
"269",66.230003,67.540001,65.25,67.470001,1357100,62.644315
"270",67.230003,67.870003,66.980003,67.459999,1191100,62.635029
"271",67.5,68.260002,66.809998,68.260002,1385600,63.377813
"272",69.089996,69.730003,68.559998,69.220001,1387700,64.269149
"273",67.849998,68.650002,67.5,68.449997,1023900,63.554219
"274",67.389999,67.82,66.300003,66.709999,861300,61.938671
"275",66.290001,67.879997,66,66.989998,977100,62.198644
"276",67.379997,69.309998,67.330002,68.290001,1218300,63.405666
"277",68.699997,69.019997,66.889999,66.980003,1071800,62.189364
"278",67.599998,70.110001,67.419998,70.050003,1690600,65.039787
"279",69.800003,70.199997,68.720001,69.120003,974500,64.176303
"280",69.739998,71.379997,69.739998,71.300003,1185300,66.200382
"281",71.489998,71.550003,70.489998,71.190002,1000200,66.098249
"282",71.739998,72.599998,71.059998,71.860001,1620700,66.720327
"283",72.080002,72.690002,71.760002,72.559998,899100,67.370258
"284",71.199997,72.769997,71.150002,72.599998,1478100,67.407398
"285",72.910004,73.400002,72.239998,72.57,2211700,67.379545
"286",72.089996,72.110001,70.290001,70.389999,1012100,65.355465
"287",70.389999,72.519997,70.029999,71.760002,1510800,66.627481
"288",70.519997,71.370003,68.059998,69.050003,2488700,64.11131
"289",70.419998,70.910004,67.910004,68.379997,1777500,63.489225
"290",67.650002,69.150002,65.800003,65.800003,1840900,61.093761
"291",65.879997,65.879997,62.439999,64,3097900,59.422501
"292",62.689999,62.830002,57.509998,57.689999,2884200,53.563812
"293",58.700001,58.900002,53.490002,56.84,2702800,52.774608
"294",53.950001,54.540001,50.650002,51.310001,3589800,47.640134
"295",52.610001,55.810001,51.889999,55.200001,3262500,51.251907
"296",54.290001,56.860001,53.349998,54.720001,3065000,50.806239
"297",54.970001,59.25,53.689999,58.34,2680900,54.236703
"298",59.049999,59.400002,57.990002,58.900002,1873000,54.757317
"299",59.599998,61.52,59.200001,60.119999,2164400,55.891507
"300",59.130001,59.330002,56.68,57.419998,2031200,53.381409
"301",58.189999,58.919998,56.759998,57.060001,1833100,53.046732
"302",54.650002,54.700001,51.490002,52.25,3183000,48.575038
"303",51.360001,52.540001,49.029999,49.34,2646700,45.869711
