"","FMC.Open","FMC.High","FMC.Low","FMC.Close","FMC.Volume","FMC.Adjusted"
"95",70.510002,70.629997,69.809998,70.18,411200,33.719648
"96",70.669998,71.68,70.660004,71.18,625800,34.200122
"97",70.75,70.919998,69.68,70.849998,1090800,34.041565
"98",68.980003,70.5,68.839996,69.330002,1336600,33.311246
"99",70.510002,74.349998,70.510002,73.82,2494200,35.468573
"100",73.199997,73.730003,72.470001,73.099998,1513400,35.122631
"101",73.82,73.849998,72.879997,73.449997,1184000,35.290796
"102",74.220001,75.029999,73.68,74.940002,929600,36.006705
"103",75.169998,75.169998,73.940002,74.739998,833000,35.910608
"104",75.720001,76.290001,75.410004,76.239998,1021000,36.631318
"105",76.199997,76.959999,76.199997,76.879997,1206400,36.938821
"106",76.419998,77.43,76.330002,77.029999,966000,37.010893
"107",77.129997,77.300003,75.849998,76.160004,787600,36.592883
"108",76.25,76.720001,75.540001,76.690002,568800,36.847534
"109",76.050003,77.43,76.050003,77.150002,777800,37.068551
"110",76.360001,76.949997,74.870003,75.209999,814800,36.136431
"111",75.470001,76.279999,75.290001,75.739998,729400,36.391081
"112",75.260002,75.260002,73.650002,74.550003,954200,35.81932
"113",74.580002,75.150002,74.010002,74.790001,531200,35.934633
"114",75.760002,77.360001,75.68,76.839996,879000,36.919602
"115",76.650002,77.260002,76.139999,77.230003,807600,37.10699
"116",76.900002,77.919998,76.050003,77.25,879800,37.116598
"117",76.639999,76.639999,75.510002,75.949997,1060400,36.49198
"118",76.860001,78.900002,76.860001,78.860001,1213600,37.890161
"119",78.019997,79.669998,77.879997,79.089996,563800,38.000668
"120",78.269997,79.059998,77.480003,78.809998,1139400,37.866136
"121",77.949997,78.379997,77.629997,77.82,1512800,37.390468
"122",79.260002,80.790001,78.32,80.510002,1858800,38.682943
"123",80.690002,81.779999,79.769997,80.160004,2618400,38.514778
"124",79.910004,81.120003,79.870003,80.220001,1418800,38.543605
"125",79.730003,80.849998,79.730003,80.400002,1107400,38.630091
"126",81.43,82.029999,81.059998,81.080002,1129400,38.956813
"127",81.099998,81.709999,80.349998,80.849998,550400,38.846303
"128",81.519997,81.519997,80.489998,81.239998,556200,39.033687
"129",81.540001,81.910004,80.93,81.400002,401400,39.110565
"130",81.550003,81.970001,79.800003,79.910004,1639000,38.39466
"131",80,80.169998,79.459999,79.800003,914400,38.341807
"132",79.660004,80.25,79.089996,79.260002,608400,38.082351
"133",79.389999,80.25,79.239998,80.019997,1081000,38.447508
"134",80.010002,80.110001,79.040001,79.75,1305800,38.317782
"135",79.949997,80.029999,79.269997,79.379997,861800,38.140005
"136",79.769997,80.470001,79.769997,80.25,1099000,38.558019
"137",80.139999,80.300003,79.150002,79.610001,589800,38.250516
"138",79.5,80.190002,78.830002,79.699997,457000,38.293757
"139",80.099998,80.099998,79.07,79.669998,374400,38.279343
"140",79.82,80.25,79.290001,79.519997,625200,38.207272
"141",79.879997,80.019997,78.900002,79.779999,630400,38.392547
"142",79.769997,80.68,79.660004,80.190002,458600,38.589853
"143",79.940002,80.419998,79.769997,79.889999,507800,38.445483
"144",80.68,81.309998,80.540001,80.580002,917400,38.777533
"145",80.730003,80.730003,78.379997,78.559998,1096400,37.805446
"146",78.150002,78.150002,77.529999,77.769997,1606000,37.425273
"147",77.809998,78.339996,76.82,77.040001,1022200,37.073977
"148",77.93,77.93,76.589996,76.809998,606400,36.963293
"149",76.330002,76.779999,76.050003,76.629997,1483600,36.876671
"150",76.940002,77.139999,76.400002,76.75,809600,36.93442
"151",77.309998,77.940002,76.910004,77.940002,519800,37.507085
"152",77.860001,78.300003,77.300003,77.580002,511200,37.333842
"153",77.400002,78.07,77.010002,77.75,731400,37.41565
"154",77.790001,79.080002,77.540001,78.889999,662200,37.964252
"155",78.940002,78.940002,76.699997,76.809998,657000,36.963293
"156",76.379997,76.379997,74.900002,75.760002,1042000,36.458003
"157",76,76.5,75.510002,76.099998,882000,36.62162
"158",76.239998,76.93,76.120003,76.860001,950400,36.987356
"159",76.620003,76.879997,75.919998,76.860001,944200,36.987356
"160",76.790001,77.779999,76.300003,76.389999,1602000,36.761177
"161",76.349998,76.949997,74.589996,76.519997,1564000,36.823736
"162",76.870003,77.18,75,75.010002,1441400,36.097081
"163",74.699997,76.910004,74.699997,76.059998,1281800,36.60237
"164",77.510002,79.699997,77.510002,79.099998,2316200,38.06531
"165",78.830002,79.550003,78.599998,79.260002,959400,38.142309
"166",79.269997,79.730003,78.379997,79.480003,841400,38.24818
"167",79.379997,80.300003,79.099998,80.209999,849200,38.599476
"168",80.870003,81.980003,80.410004,81.080002,1374400,39.018148
"169",79.82,82.919998,79.099998,82.5,2316800,39.701494
"170",82.529999,82.690002,81.129997,81.330002,1357000,39.138455
"171",80.769997,82.029999,80.769997,81.449997,1185200,39.196201
"172",80.980003,81.839996,80.900002,81.589996,958800,39.263573
"173",81.470001,82.029999,81.419998,81.589996,558000,39.263573
"174",81.260002,81.300003,79.949997,80.089996,1033000,38.541727
"175",80.629997,81.440002,80.160004,81.389999,774800,39.167328
"176",81.360001,81.879997,80.699997,81.769997,738800,39.350194
"177",81.779999,82.160004,80.620003,81.150002,1352800,39.051834
"178",80.419998,81.230003,77.379997,77.529999,1997600,37.309779
"179",77.470001,77.5,74.68,75.830002,1474000,36.491689
"180",75.410004,76.160004,74.300003,75.18,1585000,36.178889
"181",75.75,76.620003,75.589996,76.040001,1154200,36.592747
"182",76.480003,77.489998,76.110001,77.440002,1269400,37.26647
"183",77.919998,78.150002,75.900002,76.040001,1383600,36.592747
"184",75.970001,77.379997,75.940002,77.019997,965000,37.064351
"185",77.93,79.32,77.889999,79.059998,850800,38.046061
"186",79.160004,79.300003,77.209999,77.980003,860200,37.526335
"187",78.550003,78.760002,76.080002,76.559998,1154200,36.842985
"188",76.849998,78,76.050003,77.550003,695000,37.319406
"189",77.07,77.309998,75.68,76.150002,1192400,36.645683
"190",75.230003,75.779999,74.139999,75.120003,1074000,36.150016
"191",74.809998,76.279999,74.809998,75.870003,1058000,36.510939
"192",75,76.349998,74.650002,75.5,898200,36.332882
"193",73.239998,75.800003,72.57,75.150002,1495000,36.164452
"194",75.059998,75.889999,74.190002,75.150002,1896000,36.164452
"195",76.599998,77.040001,75.730003,76,910200,36.573497
"196",77.279999,77.279999,76.379997,76.919998,1600200,37.016228
"197",78,79.699997,77.650002,79.650002,2015800,38.329988
"198",79.760002,79.980003,78.669998,79.769997,1565000,38.387734
"199",79.989998,81.790001,79.510002,81.610001,1666000,39.273199
"200",82.209999,83.400002,81.32,82.660004,1864800,39.778493
"201",82.989998,83.900002,82.860001,83.470001,1238000,40.168288
"202",83.760002,83.959999,82.529999,82.730003,993400,39.812178
"203",82.720001,83.980003,82.18,83.879997,839800,40.438912
"204",84.300003,85,83.580002,84.690002,1053600,40.82942
"205",84.449997,85.620003,84.449997,84.93,720400,40.945124
"206",85.580002,86.169998,85.290001,86.120003,1069400,41.518829
"207",86.389999,87.129997,86.18,86.889999,995000,41.890048
"208",86.68,87.980003,86.489998,86.889999,1112600,41.890048
"209",87.309998,87.849998,85.870003,86.339996,877600,41.624889
"210",86.190002,87.150002,85.510002,85.900002,793800,41.412765
"211",86.550003,86.699997,84.760002,85.220001,822200,41.084934
"212",85.519997,85.550003,84.209999,84.339996,730200,40.66068
"213",83.949997,84.5,83.5,83.720001,775000,40.361778
"214",84.290001,84.510002,83.029999,83.849998,736400,40.42445
"215",83.220001,84.75,82.790001,84.599998,1087800,40.786028
"216",84.93,85.690002,84.5,85.349998,1204400,41.147606
"217",84.190002,84.949997,83.559998,84.620003,1011200,40.795672
"218",84.629997,85.279999,84.370003,85,961000,40.978871
"219",86.419998,87.75,86.419998,86.900002,1165200,41.89487
"220",87.220001,87.889999,86.699997,87.879997,698400,42.36733
"221",87.699997,87.980003,86.669998,87.279999,424400,42.078068
"222",87.93,88.669998,87.510002,88.029999,917000,42.439646
"223",88.410004,88.410004,86.550003,87.419998,722000,42.145562
"224",87.379997,88.029999,87.209999,87.800003,945200,42.328764
"225",88.25,89.059998,88,88.279999,960000,42.560172
"226",89.110001,89.279999,86.900002,87.230003,1561800,42.053965
"227",87.230003,87.279999,82.919998,84.279999,2984200,40.631755
"228",84.32,84.400002,82.760002,83.349998,1571600,40.183398
"229",82.669998,83.910004,82.160004,83.309998,1602400,40.164113
"230",84.870003,86.379997,84.309998,84.709999,1694800,40.83906
"231",84.709999,85.860001,84.610001,85.559998,762400,41.248848
"232",85.959999,86.510002,85.830002,86.25,795600,41.581501
"233",85.959999,86.160004,83.919998,84.660004,795200,40.814957
"234",84.300003,84.300003,83.080002,84.099998,1070000,40.544976
"235",84.129997,84.260002,83.099998,83.709999,1050400,40.356956
"236",83.199997,84.860001,83.010002,83.57,754800,40.289461
"237",83.110001,83.370003,81.809998,82.540001,740400,39.792894
"238",83.099998,83.879997,82.040001,83.75,1194800,40.37624
"239",84.360001,84.879997,83.519997,84.110001,698600,40.549798
"240",84.040001,84.440002,82.339996,83.93,1177000,40.463019
"241",82.639999,82.93,82.059998,82.339996,970000,39.696471
"242",82.720001,83.400002,81.900002,82.220001,1418000,39.638621
"243",81.949997,83.349998,81.629997,82.949997,1463400,39.990555
"244",82.68,83.330002,82.120003,83.089996,1085000,40.05805
"245",83.379997,84.260002,82.970001,83.43,947600,40.221967
"246",84.82,84.82,83.349998,84.349998,1329000,40.665502
"247",83.360001,84.099998,81.43,81.510002,1008000,39.296327
"248",81.449997,82.800003,80.889999,81.440002,866800,39.26258
"249",80.010002,80.68,79.580002,79.68,1364200,38.414076
"250",79.360001,80.550003,78.760002,79.110001,1017600,38.139276
"251",79.339996,79.760002,78.889999,78.980003,895000,38.076604
"252",78.660004,78.980003,77.870003,78.18,856400,37.690919
"253",79.379997,80.150002,78.160004,79.580002,967400,38.365866
"254",79.019997,79.370003,78.160004,78.309998,882600,37.753591
"255",78.419998,78.970001,76.790001,77.379997,1004200,37.305234
"256",78.209999,80.099998,78.120003,79.989998,1577800,38.563527
"257",78.870003,79.629997,78.800003,79.019997,2410000,38.095885
"258",79,80.650002,78.050003,79.199997,2797600,38.182664
"259",80.330002,80.68,79.190002,79.239998,1558400,38.201949
"260",79.129997,80.559998,79.129997,80.459999,1039200,38.790116
"261",80.900002,82.220001,80.68,82.040001,1117400,39.551842
"262",81.550003,82.760002,81.550003,82.040001,1018400,39.551842
"263",80.620003,81.650002,79.610001,81.57,855800,39.325253
"264",81.769997,83.709999,81.720001,83.099998,2439800,40.062872
"265",82.870003,83.540001,82.010002,83.089996,807600,40.05805
"266",83.290001,84.440002,83.080002,84.389999,689600,40.758366
"267",84.760002,85.900002,84.370003,85.610001,1836000,41.347598
"268",86,86.099998,84.620003,86.019997,1270800,41.545616
"269",86.029999,87.980003,85.870003,87.529999,1524400,42.274911
"270",87.459999,88.699997,87.110001,88.040001,1068200,42.52123
"271",88.019997,89.230003,87.669998,88.370003,1012200,42.680613
"272",89.07,89.82,88.779999,89.330002,941600,43.14427
"273",88.089996,89,87.660004,88.709999,844200,42.844823
"274",87.120003,88.099998,86.379997,86.919998,899200,41.980295
"275",86.709999,87.690002,86.669998,86.970001,841800,42.004446
"276",87.449997,88.419998,87.300003,87.510002,733600,42.265253
"277",87.660004,87.980003,86.099998,86.610001,934600,41.830574
"278",86.949997,87.480003,86.370003,87.419998,869400,42.221784
"279",86.959999,87.25,85.540001,86.059998,860400,41.564936
"280",86.400002,88.43,86.370003,88.25,1093600,42.622655
"281",88.220001,89.300003,88.010002,89.150002,1204200,43.057334
"282",90,93,89.639999,92.860001,2887800,44.849176
"283",92.919998,92.93,91.559998,91.68,1297200,44.279263
"284",90.790001,92.610001,90.690002,91.93,712800,44.400008
"285",92.260002,92.389999,91.18,91.379997,762000,44.134369
"286",91.239998,91.599998,88.629997,88.629997,1362200,42.806184
"287",88.809998,89.599998,88.199997,88.379997,1846400,42.68544
"288",87.099998,88.519997,86.43,87.57,1872800,42.294231
"289",89.269997,90.190002,86.68,88.349998,2245200,42.670952
"290",84.790001,86.720001,82.32,82.550003,3189000,39.869692
"291",82.57,83.550003,80.199997,83,2696200,40.087029
"292",81.779999,81.779999,77.699997,77.730003,2620800,37.541746
"293",78.919998,79.620003,75.25,77.650002,2039800,37.503107
"294",75.389999,76.330002,70.199997,70.290001,2375400,33.948402
"295",71.849998,74.449997,69.459999,74.370003,2958800,35.918946
"296",73.360001,74.419998,70.910004,71.050003,1737800,34.315465
"297",71.800003,75.800003,71.779999,74.5,2354000,35.981731
"298",75.269997,75.480003,74.019997,75.099998,2625600,36.271516
"299",75.739998,76.25,74.660004,75.559998,2250600,36.493685
"300",74.370003,74.650002,72.75,73.489998,2083600,35.493924
"301",74.32,74.75,72.75,72.900002,1851200,35.20897
"302",70.620003,70.720001,67.470001,68.18,2352000,32.929321
"303",67.230003,69.169998,66.989998,67.089996,1668400,32.402875
"304",68.589996,68.860001,66.580002,66.75,1412600,32.238665
"305",67.150002,70.239998,66.730003,70.239998,1461600,33.924251
"306",69.919998,71.190002,69.540001,71.150002,1144400,34.363761
"307",71.589996,71.93,69.739998,70.379997,1192800,33.991868
"308",69.449997,72.610001,68.389999,72.529999,1100400,35.030267
"309",73.480003,74.330002,73.330002,74.32,1554000,35.894795
"310",73.889999,76.139999,73.580002,75.739998,1400400,36.580621
"311",76.370003,76.860001,75.410004,75.93,1516800,36.672387
"312",75.779999,76.620003,74.559998,74.669998,970000,36.063836
"313",72.760002,73.620003,72.230003,72.550003,682600,35.039929
"314",70.239998,71.900002,70,71.709999,756200,34.634227
"315",73.040001,74.18,72.900002,74.07,827400,35.774051
"316",73.290001,74.599998,72.760002,73.029999,1017600,35.271756
"317",72.059998,72.309998,70.480003,71.129997,1475800,34.3541
"318",70.110001,71.389999,69.059998,70.419998,1061400,34.011187
"319",70.809998,72.550003,70.370003,72.309998,960400,34.924012
"320",72.519997,75.790001,71.050003,74.779999,1410200,36.116964
"321",75.550003,76.519997,74.949997,76.440002,1272800,36.918706
"322",76.940002,77.510002,76.139999,77.190002,1569800,37.280939
"323",75.5,77.029999,74.209999,76.660004,1268400,37.024962
"324",77.150002,78.139999,76.419998,76.43,1488200,36.913876
"325",76.239998,77.07,72.839996,72.849998,1036200,35.18482
"326",69.720001,70.75,67.910004,68.720001,2377200,33.190129
"327",68.349998,70.720001,67.839996,68.830002,1451600,33.243257
"328",69.269997,70.480003,67.699997,70.440002,1341400,34.020849
"329",72.610001,75.949997,72.290001,74.709999,1881800,36.083156
"330",74.800003,74.800003,72.080002,72.209999,1913600,34.945878
"331",74.139999,74.139999,69.830002,71.669998,1164400,34.684545
"332",70.18,71.279999,69.110001,69.160004,1228400,33.469839
"333",68.419998,69.800003,65.82,65.830002,2038800,31.858291
"334",64.739998,67.5,63.810001,67.220001,2407600,32.530979
"335",67.519997,69.660004,66.779999,69.360001,1964000,33.566627
"336",69.309998,71.879997,68.160004,71.410004,1256800,34.558722
"337",71.690002,72.419998,70.150002,71.019997,1046200,34.369978
"338",72.639999,74.230003,72.379997,74.209999,1153600,35.913773
"339",73.360001,74.809998,73.360001,74.239998,718600,35.928291
"340",75.07,76.529999,74.620003,75.410004,891800,36.494513
"341",74.669998,75.330002,73.849998,74.889999,560400,36.242858
"342",73.919998,76.980003,73.919998,76.970001,684800,37.249471
"343",76.440002,76.440002,74.279999,74.519997,1233000,36.063796
"344",74.279999,77.290001,73.330002,76.889999,1183000,37.210754
"345",76.43,76.57,73.980003,74.290001,1216600,35.95249
"346",74.860001,75.720001,73.330002,74.550003,1820200,36.078318
"347",76.050003,76.050003,75.010002,75.900002,1578200,36.731647
"348",76.309998,78.290001,76.129997,78.209999,1092200,37.849565
"349",77.699997,78.68,75.809998,75.919998,1097200,36.741324
"350",76.739998,78.629997,75.5,78.050003,1161400,37.772135
"351",81.449997,84.32,80.489998,83.150002,1660600,40.240269
"352",82.080002,83.029999,81.769997,82.419998,1093400,39.886985
"353",80.68,81.660004,78.879997,78.889999,1117400,38.17865
"354",75.580002,80.32,75.010002,78.349998,2087800,37.917317
"355",77.699997,81.389999,77.690002,81.059998,1581400,39.228816
"356",82.139999,84.129997,80.43,83.809998,1467800,40.559673
"357",83.209999,83.809998,81.519997,83.5,1056200,40.40965
"358",83.099998,84.290001,82.610001,84.099998,1032200,40.700018
"359",84.349998,84.849998,82.940002,84.43,801200,40.859722
"360",81.68,82.110001,79.480003,80.029999,1288200,38.73035
"361",81.639999,82.610001,80.330002,81.949997,1043600,39.659529
"362",83.470001,84.220001,82.629997,83.440002,1145000,40.380614
"363",83.239998,83.459999,81.889999,82.279999,1076200,39.819233
"364",82.059998,82.760002,81.010002,82.330002,866000,39.843432
"365",81.160004,82.940002,80.760002,81.110001,1013800,39.253015
"366",81.040001,81.330002,78.339996,78.839996,894800,38.154451
"367",79.559998,80.889999,78.910004,80.220001,1150000,38.822301
"368",78.07,79.25,77.889999,78.760002,782000,38.115738
"369",78.269997,79.160004,77.019997,77.57,1458600,37.539839
"370",76.940002,78.309998,76.279999,76.540001,1327000,37.041373
"371",76.300003,78.110001,76.110001,76.790001,404800,37.16236
"372",79.459999,80.519997,78.599998,79.169998,899600,38.314155
"373",79.5,80.269997,79,79.809998,1383600,38.623881
"374",83.470001,83.940002,82.769997,83.919998,1639400,40.612907
"375",83.480003,84.889999,83.230003,83.410004,655600,40.366096
"376",83.760002,84.769997,82.370003,82.559998,646000,39.954738
"377",84.510002,85.269997,83.480003,84.400002,1009200,40.845204
"378",84.629997,85.989998,83.779999,85.120003,977600,41.193647
"379",83.489998,86.389999,82.730003,85.739998,1327000,41.493692
"380",84.660004,85.419998,82.93,83.190002,890000,40.259627
"381",83.160004,85.080002,82.410004,84.769997,798800,41.024262
"382",83.459999,83.660004,81.959999,83.239998,894200,40.283822
"383",84.360001,85.720001,81.790001,82.18,1003000,39.770839
"384",81.830002,82.43,80.989998,81.540001,1294800,39.461112
"385",82.730003,83.629997,82.269997,83.360001,1203000,40.341897
"386",84.57,85.57,83.839996,84.489998,1308800,40.888757
"387",84.830002,85.339996,83.029999,83.239998,648600,40.283822
"388",84.940002,86.879997,84.779999,86.580002,1146800,41.90021
"389",86.709999,87.010002,84.269997,85.940002,1017000,41.590484
"390",86.32,87.199997,85.860001,86.599998,551600,41.909888
"391",87,87.949997,86.419998,87.370003,651800,42.28253
"392",87.370003,88,87.07,87.760002,355000,42.471269
"393",87.559998,87.559998,85.330002,85.440002,571400,41.419305
"394",85.720001,86.489998,85.160004,86.290001,418800,41.831364
"395",86.239998,86.839996,85.940002,86.040001,423600,41.71017
"396",88.260002,88.589996,87.129997,87.540001,924600,42.437335
"397",87.150002,88.230003,86.760002,87.370003,887000,42.354924
"398",86.699997,87.589996,85.860001,86.949997,1074800,42.151315
"399",86.879997,88.339996,86.5,87.970001,973600,42.645789
"400",88.089996,88.610001,87.610001,87.970001,871200,42.645789
"401",89.419998,89.639999,88.730003,89.050003,659200,43.169349
"402",88.709999,89.699997,88.580002,89.43,470400,43.353562
"403",89.620003,90.599998,89.459999,90.489998,698600,43.867424
"404",89.830002,90.440002,89.239998,90.129997,690200,43.692904
"405",91.279999,92.459999,89.970001,90.230003,801600,43.741385
"406",89.940002,91.120003,89.589996,91.059998,841000,44.143747
"407",91.470001,92.080002,90.769997,91.800003,529800,44.502484
"408",91.610001,92.029999,91.389999,91.529999,688000,44.371592
"409",91.440002,92.300003,91.080002,91.349998,566800,44.284332
"410",90.75,92.010002,90.480003,91.800003,466200,44.502484
"411",91.349998,93.099998,90.849998,92.739998,687600,44.958171
"412",93.199997,93.610001,91.330002,91.5,759200,44.357049
"413",91.349998,93.230003,91.029999,92.959999,1050200,45.064823
"414",91.800003,93.449997,91.480003,92.849998,600600,45.011497
"415",93.75,93.830002,92.099998,92.68,1039200,44.929086
"416",93.68,94.25,93.080002,93.199997,947400,45.181168
"417",93.550003,94.110001,93.129997,93.279999,720000,45.219951
"418",94.32,95.190002,94.239998,95,733400,46.053767
"419",94.540001,94.660004,93.239998,93.779999,1022400,45.462339
"420",93.459999,94.190002,92.699997,93.050003,1256000,45.108455
"421",93.019997,95.580002,92.459999,95.099998,2033000,46.102244
"422",95,95.110001,91.019997,92.800003,2442000,44.98726
"423",92.279999,92.790001,90.459999,91.18,1829200,44.201921
"424",92.050003,93.889999,91.860001,93.739998,1256600,45.442948
"425",93.059998,93.120003,91.75,92.5,1018200,44.841826
"426",92.610001,94.459999,92.510002,94.040001,1697800,45.588382
"427",93.919998,95.300003,93.800003,95.190002,1288200,46.145876
"428",95.790001,96.739998,95.599998,96.620003,1153000,46.839106
"429",96.540001,98.739998,96.540001,98.510002,1615600,47.755334
"430",98.389999,99.800003,97.610001,98.620003,1484200,47.808659
"431",98.5,99,97.519997,98.57,794200,47.784419
"432",98.839996,99.110001,97.860001,98.559998,721600,47.77957
"433",97.779999,99.699997,97.099998,99.220001,794000,48.099525
"434",99.330002,100.410004,99.209999,99.989998,1072800,48.472801
"435",100.089996,100.360001,98.470001,98.970001,1312800,47.97833
"436",99.360001,100.449997,99.269997,100.230003,1047600,48.58915
"437",99.639999,100.529999,99.379997,100,925200,48.47765
"438",100.32,100.32,99.07,99.760002,1395200,48.361304
"439",99.870003,99.889999,96.580002,96.75,1356000,46.902126
"440",96.760002,97.5,96.400002,96.870003,1055400,46.960301
"441",97.720001,99.239998,97.400002,99.129997,995400,48.055893
"442",99.160004,100,98.599998,99.120003,992400,48.051048
"443",99.050003,99.139999,98.169998,98.309998,596200,47.658376
"444",99.139999,100.099998,98.519997,100.010002,731600,48.482498
"445",99.370003,100.379997,98.830002,99.349998,683200,48.162544
"446",99.529999,100,99.220001,100,709200,48.47765
"447",100,100.860001,99.730003,99.900002,1337000,48.429173
"448",100.540001,100.830002,99.589996,100.220001,570200,48.584301
"449",99.480003,99.699997,98.949997,99.199997,556600,48.089827
"450",99.419998,99.809998,99.040001,99.43,460400,48.201327
"451",98.410004,99.050003,96.940002,97.449997,1218000,47.241468
