"","FFIV.Open","FFIV.High","FFIV.Low","FFIV.Close","FFIV.Volume","FFIV.Adjusted"
"102",115.220001,118.370003,115.190002,117.349998,1543400,117.349998
"103",116.510002,122.959999,116.510002,122.919998,2765900,122.919998
"104",124.529999,125.389999,120.379997,120.889999,3033800,120.889999
"105",121.919998,124.220001,119.32,123,2095900,123
"106",122.860001,124.309998,120.849998,122.82,1282300,122.82
"107",122.940002,124,119.839996,120.419998,1182700,120.419998
"108",120.260002,124.849998,119.769997,122.889999,2206100,122.889999
"109",119.190002,123.989998,117.43,123.699997,2701900,123.699997
"110",123.209999,127.949997,121.110001,123.860001,2980400,123.860001
"111",124.360001,124.68,118.910004,119.550003,2265800,119.550003
"112",118.43,120.300003,115.370003,115.949997,2637300,115.949997
"113",116.519997,118.900002,112.099998,115.010002,3845000,115.010002
"114",117.989998,121.900002,117.730003,120.510002,2478700,120.510002
"115",121.18,123.629997,119.699997,122.690002,2076700,122.690002
"116",122.510002,132.199997,122.129997,131.929993,3667400,131.929993
"117",129.649994,131.5,127.209999,129.139999,2303000,129.139999
"118",132.25,133.699997,131.089996,132.550003,2106100,132.550003
"119",131.110001,135.229996,130.559998,135.039993,1225900,135.039993
"120",134.669998,136,131.929993,134.179993,1858400,134.179993
"121",132.429993,133,131.259995,131.880005,1968700,131.880005
"122",134.110001,139.880005,134.110001,138.960007,3797200,138.960007
"123",138.660004,139.589996,135.839996,137.149994,2635900,137.149994
"124",135.839996,141.619995,135.520004,139.279999,2320400,139.279999
"125",139.479996,140.580002,137.610001,139.800003,1552800,139.800003
"126",142.339996,143,137.320007,137.610001,1638700,137.610001
"127",138.320007,139.169998,135.720001,137.169998,1912300,137.169998
"128",138.300003,139.330002,136,138.919998,1475500,138.919998
"129",142.940002,143.550003,138.679993,143.089996,4263100,143.089996
"130",143.720001,143.75,138.710007,139.059998,2332400,139.059998
"131",139.410004,140.220001,132.820007,133.649994,3474000,133.649994
"132",133.050003,135.990005,130.130005,130.380005,3791700,130.380005
"133",130.960007,134.380005,129.589996,134.070007,3105900,134.070007
"134",135.009995,138.240005,132.630005,136.009995,17748400,136.009995
"135",136.75,136.990005,133.339996,135.600006,2089400,135.600006
"136",136.059998,136.990005,133.929993,136.639999,1726600,136.639999
"137",136.759995,137,134.830002,136.169998,1374000,136.169998
"138",136.089996,136.25,134.600006,135.600006,811100,135.600006
"139",135.259995,135.699997,133.020004,134.899994,801200,134.899994
"140",135.080002,135.630005,133.050003,133.380005,1194100,133.380005
"141",133.630005,134.649994,132.020004,133.679993,822800,133.679993
"142",133.380005,133.800003,132.25,132.410004,857000,132.410004
"143",132.350006,132.440002,129.139999,130.160004,1017300,130.160004
"144",132.889999,137.690002,132.770004,134.330002,2307400,134.330002
"145",135.190002,135.960007,131.589996,132.070007,1442300,132.070007
"146",131.800003,137.300003,131.800003,137.289993,2296300,137.289993
"147",137.889999,139.199997,135.759995,138.070007,1995500,138.070007
"148",138.149994,139,135.5,138.350006,1304900,138.350006
"149",138.169998,143.550003,138.070007,142.690002,2103500,142.690002
"150",144,144.100006,141.100006,142.649994,1765900,142.649994
"151",143.850006,143.850006,141.619995,142.610001,1226900,142.610001
"152",142.080002,145.759995,141.369995,143.949997,1776100,143.949997
"153",144.470001,145,141.449997,144.169998,1771700,144.169998
"154",144.419998,145.729996,139.770004,141.779999,2875600,141.779999
"155",141.889999,143.600006,135.600006,138.779999,7365100,138.779999
"156",111.190002,114.75,106.099998,109.150002,23329500,109.150002
"157",111.730003,113.82,109.660004,109.970001,9433700,109.970001
"158",108.860001,110.459999,104.800003,106.559998,7223700,106.559998
"159",104.75,107.949997,102.660004,107.529999,5672800,107.529999
"160",108.779999,110,107.059998,108.809998,3997600,108.809998
"161",109.589996,112.5,109.489998,110.940002,3290000,110.940002
"162",112.82,113.18,107.800003,109.580002,4302900,109.580002
"163",110.239998,110.75,107.910004,108.379997,2481400,108.379997
"164",109.559998,111,108.75,109.959999,2220300,109.959999
"165",107.809998,113.739998,107.809998,113.510002,3729700,113.510002
"166",113.849998,118.650002,113.849998,118.209999,5873500,118.209999
"167",120.150002,123.900002,119.5,123.639999,7081300,123.639999
"168",124.43,127.959999,123.410004,124.230003,7396200,124.230003
"169",124,125.349998,122.25,123.519997,3717400,123.519997
"170",123.139999,124.449997,121.07,123.660004,3082000,123.660004
"171",121.440002,127.949997,121,127,4684500,127
"172",127.099998,128.899994,126.110001,126.620003,2632100,126.620003
"173",126.739998,129,126.699997,128.419998,2597200,128.419998
"174",129.479996,129.919998,125.720001,126.370003,3113400,126.370003
"175",127.209999,127.360001,124.760002,125.68,2900300,125.68
"176",124.93,125,122.75,122.93,2624500,122.93
"177",123.660004,123.690002,120.279999,120.849998,2612800,120.849998
"178",118.589996,118.739998,115,115.110001,2588800,115.110001
"179",114.519997,116.470001,110.690002,111.989998,3293200,111.989998
"180",112.059998,117.300003,110.739998,117.059998,3312700,117.059998
"181",121,122.650002,118.639999,120.18,2688500,120.18
"182",120.660004,120.959999,116.580002,118.010002,2072100,118.010002
"183",118.580002,118.599998,112.459999,113.379997,3649600,113.379997
"184",112.68,116.5,112.629997,113.199997,3002500,113.199997
"185",115.349998,116.480003,113.75,114.349998,3044300,114.349998
"186",114.610001,115.5,112.550003,113.82,2132300,113.82
"187",114.160004,114.529999,108,108.699997,4258000,108.699997
"188",108.440002,112.43,108.269997,110.610001,2598800,110.610001
"189",109.440002,109.620003,106.860001,108.169998,2649800,108.169998
"190",106.389999,111.330002,105.129997,110.059998,3873300,110.059998
"191",109.300003,111.410004,108.120003,111,2201200,111
"192",110.089996,112.199997,108,108.970001,2347200,108.970001
"193",105.209999,111.019997,104.900002,110.669998,3377500,110.669998
"194",111.220001,112.879997,106.559998,106.650002,3754700,106.650002
"195",108.629997,108.870003,103,103.360001,3956100,103.360001
"196",104.849998,105.220001,96.910004,96.919998,8601600,96.919998
"197",98.660004,98.660004,95.209999,95.599998,7304600,95.599998
"198",95.169998,96.599998,91.099998,91.669998,10290500,91.669998
"199",91.860001,96.419998,91.860001,95.669998,5887000,95.669998
"200",96.120003,96.709999,93.449997,94.879997,4328400,94.879997
"201",95,96.959999,95,95.669998,3509200,95.669998
"202",96.599998,96.849998,93.690002,93.760002,2573700,93.760002
"203",93.790001,98.129997,93.410004,97.400002,3785100,97.400002
"204",98.510002,101.849998,98.510002,100.699997,6157100,100.699997
"205",101,103,100.019997,102.57,5067600,102.57
"206",100.580002,100.720001,93.410004,93.559998,12305300,93.559998
"207",94.239998,95.540001,93.599998,94.150002,4060200,94.150002
"208",94.330002,94.669998,93.230003,93.349998,2844100,93.349998
"209",93.949997,95.370003,93.040001,94.389999,3332200,94.389999
"210",94.199997,95.199997,93,94.610001,3550300,94.610001
"211",96.080002,96.449997,94.480003,95.18,2758000,95.18
"212",94.919998,95.980003,93.760002,94.5,2102200,94.5
"213",93.589996,94.290001,92.029999,93.769997,2590500,93.769997
"214",96.730003,97.730003,95.379997,96.699997,4228600,96.699997
"215",95.800003,96.449997,94.300003,96.169998,2401800,96.169998
"216",96.230003,96.230003,94.57,94.690002,2313500,94.690002
"217",94.029999,94.029999,92.199997,93.529999,2121900,93.529999
"218",93.300003,94.370003,92.330002,92.919998,2503000,92.919998
"219",95.730003,99.800003,94.410004,99.739998,6343600,99.739998
"220",110.889999,111.629997,105.290001,106.870003,9923800,106.870003
"221",106.389999,109.150002,105.519997,105.709999,3251500,105.709999
"222",105.989998,106,102.639999,103.970001,3400000,103.970001
"223",104.029999,106.239998,103.889999,105.379997,2690900,105.379997
"224",105.360001,106.449997,102.230003,102.779999,2800000,102.779999
"225",102.980003,102.980003,100.660004,101.360001,2632100,101.360001
"226",100.419998,101.849998,99.720001,100.190002,2486000,100.190002
"227",99.809998,101.360001,99.120003,100.550003,2200000,100.550003
"228",100.660004,101.980003,97.260002,99.720001,2518700,99.720001
"229",99.790001,102.769997,99.5,100.489998,2700000,100.489998
"230",101.949997,102.989998,100.25,100.900002,1507400,100.900002
"231",101.260002,103.540001,100.260002,103.370003,1683000,103.370003
"232",103.910004,104.870003,102.349998,104.389999,1898600,104.389999
"233",104.110001,106.290001,102.940002,103.809998,1900000,103.809998
"234",103.480003,106.120003,102.160004,105.760002,2300000,105.760002
"235",105.599998,107.889999,104.620003,104.639999,3006400,104.639999
"236",103.989998,106.980003,103.75,105.029999,2385800,105.029999
"237",104.550003,106.449997,102.599998,103.839996,2176400,103.839996
"238",103.82,109.510002,103.82,108.519997,2962300,108.519997
"239",109.269997,109.349998,106.540001,108.18,2060400,108.18
"240",108.480003,109.220001,106.760002,106.959999,1800000,106.959999
"241",105.470001,106.519997,104.120003,104.760002,1500000,104.760002
"242",105.410004,105.5,102.269997,102.379997,1645700,102.379997
"243",102.410004,104.910004,101.75,104.290001,1552600,104.290001
"244",104,107.480003,103.620003,107.169998,2200600,107.169998
"245",107.75,113.220001,107.25,112.849998,3733000,112.849998
"246",114.239998,114.540001,112.110001,113.580002,2726000,113.580002
"247",112.099998,114.900002,108.93,109.400002,3275800,109.400002
"248",109.529999,113.449997,109.489998,111.559998,2171800,111.559998
"249",109.860001,111.660004,109.029999,109.699997,1448600,109.699997
"250",109.599998,110.580002,106.970001,107.059998,1701800,107.059998
"251",108.989998,112.610001,106.989998,112.010002,3221000,112.010002
"252",111.040001,112,110.07,111.040001,2806000,111.040001
"253",110.870003,111.400002,108.169998,108.93,2178500,108.93
"254",108.730003,109.620003,104.790001,105.389999,2113600,105.389999
"255",105.529999,107.5,104.029999,104.290001,1839600,104.290001
"256",106.32,107.550003,105.239998,106.639999,1501400,106.639999
"257",105.139999,107.220001,103,103.610001,2023300,103.610001
"258",103.870003,104.839996,98.75,100.089996,3128200,100.089996
"259",101.93,102.32,96.93,97.199997,3361000,97.199997
"260",96.650002,98.650002,96.209999,98.18,1890800,98.18
"261",99.169998,103.269997,98.5,103,2210300,103
"262",105.650002,108.400002,104.68,104.809998,3043900,104.809998
"263",101.410004,107.660004,101.029999,107.620003,3070400,107.620003
"264",107.099998,107.589996,105.010002,106.099998,1920900,106.099998
"265",106.660004,110.25,105.730003,109.540001,2020000,109.540001
"266",110.5,111.970001,107.900002,108.779999,2771700,108.779999
"267",109.120003,111.900002,107.5,111.150002,2668600,111.150002
"268",110.949997,111.800003,110,110.25,1977400,110.25
"269",110.830002,113.330002,110.129997,113.160004,1431300,113.160004
"270",113.010002,113.830002,111.370003,113.510002,1355700,113.510002
"271",113.290001,116.75,113.290001,115.82,2713700,115.82
"272",117,119.690002,116.900002,117.639999,2759600,117.639999
"273",114.760002,117,114.199997,116.419998,1698400,116.419998
"274",115.540001,117.169998,112.239998,112.779999,1934100,112.779999
"275",112.260002,112.489998,108.050003,110.400002,3030900,110.400002
"276",111.779999,115.080002,111.779999,112.720001,1670500,112.720001
"277",113.650002,115.5,109.919998,110.959999,1816400,110.959999
"278",112.410004,113.989998,110.660004,113.940002,1807000,113.940002
"279",113.440002,115.199997,111.290001,111.82,1887000,111.82
"280",113.330002,118.690002,113,118.650002,2678800,118.650002
"281",116,116,110.449997,111.440002,6382000,111.440002
"282",102.809998,104,98.099998,98.870003,7326900,98.870003
"283",99.760002,102.449997,99.57,101.199997,4088400,101.199997
"284",99.800003,100.980003,97.25,97.5,3729300,97.5
"285",98.690002,100.199997,98.160004,99.309998,2542900,99.309998
"286",98,98,94.620003,94.900002,3304800,94.900002
"287",95.339996,96.5,93.839996,94.269997,2118200,94.269997
"288",93.349998,95.580002,92.300003,93.480003,2569900,93.480003
"289",95.519997,96.389999,91.919998,93.489998,2104800,93.489998
"290",92.010002,94.989998,90.050003,90.190002,3075800,90.190002
"291",90.519997,93.699997,89.110001,93.360001,3099700,93.360001
"292",91.720001,93.269997,86.449997,86.519997,4344100,86.519997
"293",88.339996,88.5,81.669998,82.940002,4865300,82.940002
"294",77.970001,81.279999,74.949997,75.260002,5344800,75.260002
"295",77.080002,78.379997,70.989998,76.519997,5480800,76.519997
"296",74.699997,76.480003,72.57,72.93,3543200,72.93
"297",73.870003,77.550003,73.870003,76.120003,3883900,76.120003
"298",79.550003,83.080002,78.209999,81.900002,4777700,81.900002
"299",84,85.160004,82.68,83.650002,4094100,83.650002
"300",82.610001,83.230003,79.580002,81.269997,2264600,81.269997
"301",81.610001,81.730003,77.5,78.720001,2303400,78.720001
"302",74,74.059998,70.059998,71.300003,3855800,71.300003
"303",70.25,72.809998,69.199997,69.32,2889100,69.32
"304",71.660004,71.980003,69.040001,69.25,2679300,69.25
"305",69.419998,73.949997,69.010002,73.940002,3046000,73.940002
"306",73.660004,74.739998,70.639999,73.459999,2732900,73.459999
"307",75.970001,76.269997,71.400002,71.720001,3063500,71.720001
"308",71.400002,75.739998,71.199997,75.489998,3000500,75.489998
"309",78.290001,78.809998,76.330002,78.720001,2395500,78.720001
"310",77.910004,79.849998,77.019997,79.330002,2187200,79.330002
"311",80,82.309998,80,81.57,3420000,81.57
"312",81.5,82.440002,78.639999,79.129997,2428200,79.129997
"313",77.099998,78.489998,75.550003,76.309998,1782200,76.309998
"314",73.57,76.389999,72.309998,76.029999,1986500,76.029999
"315",77.620003,80.099998,77.419998,79.919998,1747400,79.919998
"316",79.769997,80.599998,77.660004,78.440002,2175300,78.440002
"317",77.709999,77.849998,73.300003,74.599998,3188600,74.599998
"318",73.029999,77.599998,72.809998,77.519997,2905300,77.519997
"319",78.099998,80.480003,77.610001,80.300003,3703100,80.300003
"320",80.699997,84.5,80.230003,83.220001,3762000,83.220001
"321",84.050003,85.099998,83.099998,84.529999,2226300,84.529999
"322",84.599998,86.160004,82.349998,83.720001,2080700,83.720001
"323",82.239998,83.610001,80.5,82.889999,1767600,82.889999
"324",83.199997,83.919998,78.089996,78.169998,2712900,78.169998
"325",78.309998,80.489998,76.650002,76.68,2408500,76.68
"326",74.129997,75.32,70.830002,74.199997,3600100,74.199997
"327",73.129997,74.870003,72.760002,74.379997,2136800,74.379997
"328",74.599998,77.5,72.5,77.379997,2644900,77.379997
"329",78.790001,80.599998,77.120003,77.889999,2637900,77.889999
"330",78.019997,78.68,75.629997,75.849998,1491400,75.849998
"331",77.339996,77.75,72.400002,74.75,1930700,74.75
"332",73.260002,74.120003,71.050003,71.050003,1906100,71.050003
"333",70.610001,72.349998,69.599998,70.43,2675900,70.43
"334",70.360001,77.800003,70.209999,77.629997,4176700,77.629997
"335",75.93,83.169998,75.110001,82.57,3675500,82.57
"336",82.449997,85.809998,81.739998,85.75,2892900,85.75
"337",85.760002,86.779999,83.400002,85.010002,2537800,85.010002
"338",86.699997,88.440002,85,87.309998,1678100,87.309998
"339",86.919998,87.639999,85.559998,87.059998,1126200,87.059998
"340",88.540001,88.900002,86.449997,87.800003,2312100,87.800003
"341",87,88.099998,85.900002,87.449997,1547000,87.449997
"342",88.449997,90.220001,87.860001,90.07,1777200,90.07
"343",89.790001,89.800003,86.559998,87.040001,1450600,87.040001
"344",87.480003,89.389999,85.360001,88.5,1592300,88.5
"345",88.190002,88.879997,86.059998,86.459999,1148000,86.459999
"346",87.599998,87.599998,84.790001,86.720001,1874700,86.720001
"347",87.419998,89,86.300003,88.919998,1583300,88.919998
"348",89.129997,93.989998,89.129997,93.419998,1921200,93.419998
"349",92.769997,92.919998,88.400002,88.760002,3370400,88.760002
"350",97.25,103,96.559998,101.260002,8089100,101.260002
"351",103.029999,107,100.790001,105.720001,3394800,105.720001
"352",104.410004,107.949997,103.760002,107.629997,2121500,107.629997
"353",105.68,107.650002,103.949997,103.949997,2794500,103.949997
"354",100.279999,101.980003,97.709999,100.559998,2513600,100.559998
"355",101.010002,105.419998,101,104.629997,2094800,104.629997
"356",106.040001,107.690002,102.589996,106.940002,2221300,106.940002
"357",105.650002,110.330002,105.650002,109.620003,2499600,109.620003
"358",109.519997,109.760002,106.739998,108.559998,1698200,108.559998
"359",109.440002,110.489998,107.589996,109.610001,1221100,109.610001
"360",106.330002,108.589996,104.050003,105.769997,1753600,105.769997
"361",107.730003,108.849998,106.279999,106.989998,1660800,106.989998
"362",108.330002,111.68,108.040001,111.190002,1641000,111.190002
"363",111.370003,113.099998,110.489998,110.620003,1296000,110.620003
"364",110.410004,113.599998,109.599998,112.610001,1502500,112.610001
"365",111.290001,113.239998,110.32,110.459999,1520400,110.459999
"366",110.5,110.720001,104.75,107.099998,2079500,107.099998
"367",107.339996,107.949997,105.480003,106.190002,1474000,106.190002
"368",104.029999,104.059998,100.82,102.730003,1974000,102.730003
"369",102.529999,104.43,101.160004,103.139999,1377000,103.139999
"370",102.059998,102.339996,98.209999,99.529999,2091800,99.529999
"371",98.699997,101.309998,97.589996,97.620003,805400,97.620003
"372",100.800003,104.739998,100.790001,104.660004,1852400,104.660004
"373",104.690002,105.419998,102.510002,103.410004,1253000,103.410004
"374",107.300003,113.230003,107,113.029999,2622900,113.029999
"375",111.5,113.209999,108.459999,111.07,2417500,111.07
"376",112,113.510002,111.260002,112.419998,1640900,112.419998
"377",115,117.300003,114.089996,115.660004,2248500,115.660004
"378",115.790001,116.209999,113,114.32,1406100,114.32
"379",114.160004,115.160004,112.5,114.510002,1104500,114.510002
"380",113.43,113.550003,110.669998,111.089996,1388600,111.089996
"381",111.790001,115.18,111.139999,114.739998,1599300,114.739998
"382",112.93,113.339996,111.099998,112.360001,1290000,112.360001
"383",113.440002,114.779999,108.690002,109.940002,1707900,109.940002
"384",109.360001,109.5,103.599998,104.650002,2327600,104.650002
"385",106.25,107.050003,104.230003,105.290001,1189900,105.290001
"386",106.010002,108.75,104.769997,104.830002,2161900,104.830002
"387",105.669998,106.519997,102.199997,102.480003,1624900,102.480003
"388",107.07,110.720001,106.040001,109.389999,1717300,109.389999
"389",108.080002,108.43,99.589996,102.129997,3226100,102.129997
"390",102.790001,105.809998,102.650002,104.480003,1729200,104.480003
"391",104.82,106.449997,103.370003,106.389999,1022200,106.389999
"392",105.910004,107.160004,105.309998,106.540001,667200,106.540001
"393",106.220001,106.540001,104.709999,105.730003,1311100,105.730003
"394",106.209999,107.129997,105.110001,107,997900,107
"395",106.610001,107.550003,105.989998,106.120003,931000,106.120003
"396",108.480003,109.949997,105.110001,105.940002,1906700,105.940002
"397",102.150002,105.050003,99.599998,104.32,2644600,104.32
"398",104.019997,105.379997,102.75,105.230003,1259100,105.230003
"399",106.43,107.120003,105.25,106.720001,1370100,106.720001
"400",107.599998,112.260002,107.599998,110.489998,2422400,110.489998
"401",111.989998,112.849998,108.410004,109.610001,1658100,109.610001
"402",109.910004,111.849998,109.650002,110.720001,1427900,110.720001
"403",110.919998,111.75,108.029999,110.809998,1358100,110.809998
"404",109.690002,110.059998,106.010002,106.779999,1852700,106.779999
"405",108.760002,108.760002,105.449997,106.309998,1286600,106.309998
"406",106.610001,109.239998,106.190002,108.459999,2646000,108.459999
"407",118.470001,122.629997,116.489998,120,7044500,120
"408",119,121.5,118.599998,120.269997,1955200,120.269997
"409",120.099998,122.230003,119.620003,121.019997,1711400,121.019997
"410",120.650002,124.290001,119.940002,123.099998,1784500,123.099998
"411",123.400002,123.5,121.139999,122.480003,1031000,122.480003
"412",123.449997,124.019997,119.849998,120.82,1705200,120.82
"413",117,120.599998,116.839996,120.160004,2185000,120.160004
"414",119,121,117.75,120.099998,1067000,120.099998
"415",121.18,121.199997,119.120003,119.739998,1033900,119.739998
"416",121.169998,123.449997,119.5,122.419998,1564200,122.419998
"417",121.75,122.82,120.050003,120.519997,1867500,120.519997
"418",121.900002,125,121.580002,124.769997,1919800,124.769997
"419",124.760002,125,123.550003,125,1038200,125
"420",124.919998,127.809998,124.18,126.400002,1540600,126.400002
"421",127.059998,127.370003,124.349998,125.400002,1039700,125.400002
"422",126,126,123.519997,125.75,837700,125.75
"423",124.300003,125.760002,123.529999,124.010002,884600,124.010002
"424",125.160004,125.940002,123.5,125,909800,125
"425",124.860001,125.889999,124.019997,125.779999,957800,125.779999
"426",126,129.660004,126,126.720001,1692600,126.720001
"427",126.970001,127.830002,125.279999,127.449997,1091400,127.449997
"428",127.410004,127.980003,124.589996,124.919998,1122100,124.919998
"429",125.449997,127.639999,124.309998,125.419998,1029200,125.419998
"430",125,126.790001,123.57,126.580002,1154800,126.580002
"431",126.129997,128.820007,125.599998,128.699997,1073200,128.699997
"432",129.979996,130.270004,126.959999,127.480003,984000,127.480003
"433",126.629997,129.270004,125.610001,128.289993,905600,128.289993
"434",128.509995,128.669998,125.709999,127.019997,781500,127.019997
"435",127.5,128.25,124.790001,124.959999,884400,124.959999
"436",125.739998,127.599998,125.029999,127.330002,1016200,127.330002
"437",126.959999,128.509995,126.010002,127.010002,729700,127.010002
"438",126.970001,127.400002,123.699997,124.489998,917400,124.489998
"439",121.029999,122.970001,119.5,121.260002,1479000,121.260002
"440",122.5,125.57,122.5,124.75,1084400,124.75
"441",125.959999,126.800003,124.18,124.260002,962000,124.260002
"442",124.599998,126.360001,123.5,125.610001,756200,125.610001
"443",126.339996,126.339996,124.589996,125.849998,857400,125.849998
"444",126.849998,132.75,126.699997,132.720001,2206200,132.720001
"445",133.210007,133.600006,130.820007,131.860001,1437300,131.860001
"446",132,134,130.699997,132.309998,1132900,132.309998
"447",132.100006,133.059998,130.990005,131.910004,921300,131.910004
"448",132.639999,135.839996,132.149994,132.729996,1191200,132.729996
"449",131.100006,131.309998,128.369995,129.509995,1633700,129.509995
"450",130.199997,132.399994,129.369995,131.360001,1140900,131.360001
"451",131.139999,132.869995,129.5,132.470001,1085800,132.470001
