"","BAX.Open","BAX.High","BAX.Low","BAX.Close","BAX.Volume","BAX.Adjusted"
"180",51.86,52.11,51.430001,51.680001,4845100,24.842508
"181",51.799997,52.5,51.639998,52.419996,4304400,25.198222
"182",52.799999,53.189999,52.349999,53.15,6158300,25.549135
"183",53.279997,53.439999,52.119997,52.189997,7171200,25.087662
"184",52.159999,52.459998,51.869997,51.99,5418400,24.991524
"185",52.459998,53.999998,52.459998,53.91,13572000,25.914465
"186",53.779996,53.97,53.470001,53.799998,9386700,25.861587
"187",53.749998,53.929998,53.009996,53.109998,7649400,25.529906
"188",53.059999,53.349997,52.759997,53.049999,4972900,25.650789
"189",53.049999,53.249999,52.82,53.08,4241100,25.665295
"190",52.400001,52.809999,52.089998,52.11,5271500,25.196279
"191",52.119997,52.82,51.869997,52.599998,7362700,25.433204
"192",53.14,53.14,52.05,52.130001,5025900,25.20595
"193",51.22,51.509998,50.869998,51.240001,8295000,24.775617
"194",51.009999,51.240001,49.979998,50.220001,8073500,24.282425
"195",50.91,51.649999,50.749999,51.049998,5916600,24.683746
"196",51.580002,52.119997,51.449998,51.779999,6813500,25.036717
"197",52.139998,52.839998,52.139998,52.679999,5749400,25.471886
"198",52.959997,53.409997,52.56,52.659998,4489300,25.462215
"199",52.43,52.57,51.709999,52.419996,4998500,25.346169
"200",52.75,53.109998,52.219999,53.090001,6824600,25.67013
"201",52.999999,53.439999,52.839998,52.919998,4402000,25.587931
"202",53.059999,53.629999,52.95,53.299998,5485300,25.771669
"203",53.209997,53.490002,52.739999,53.119999,4391300,25.684635
"204",53.359998,53.749998,52.57,53.040001,6744700,25.645955
"205",52.889997,53.869998,52.889997,53.769999,7327200,25.998924
"206",53.939998,54.099996,53.72,53.91,5659800,26.066617
"207",54.099996,54.430001,53.999998,54.299997,4196000,26.255189
"208",54.119998,54.369997,53.619998,53.65,4846100,25.940902
"209",53.829999,54.569998,53.529997,53.779996,9121400,26.003758
"210",53.59,54.209999,53.429998,53.549998,7399200,25.892549
"211",53.759999,54.110001,53.509996,53.729997,5529600,25.979582
"212",53.65,54.49,53.59,54.279999,5269500,26.24552
"213",54.139999,54.599996,53.939998,54.319998,4096200,26.26486
"214",54.439998,54.560001,54.060001,54.139999,4484900,26.177827
"215",54.060001,54.299997,52.939996,53.769999,10109100,25.998924
"216",54.259998,55.119996,54.199998,54.959998,11833800,26.574313
"217",54.48,54.599996,53.679998,53.999998,5484900,26.110133
"218",54.009999,54.099996,53.39,53.749998,5461100,25.989253
"219",55.169996,55.169996,54.099996,54.519998,5352200,26.361564
"220",55.5,56.749998,55,56.59,11462800,27.362454
"221",56.040001,56.59,55.970001,56.029997,5924900,27.091681
"222",56.359998,56.999998,56.049998,56.939998,7364000,27.531685
"223",56.819998,57.139998,56.519999,57.069998,5394300,27.594543
"224",56.959999,57.529999,56.929997,57.330002,4344400,27.72026
"225",57.299997,57.389998,56.849996,56.899999,5311300,27.512345
"226",57.169996,58.299999,57.139998,57.61,9098800,27.855645
"227",57.339999,58.400001,57.330002,58.06,8625600,28.073229
"228",57.900001,58.32,57.630001,58.039999,7891300,28.063558
"229",57.919996,57.939997,57.130001,57.29,6366000,27.700918
"230",57.709998,58.209997,57.439997,57.789999,8453500,27.942678
"231",57.709998,59.000002,57.709998,58.919998,8493500,28.489057
"232",59.09,59.490001,58.45,59.049998,8101700,28.551914
"233",59.08,59.250002,58.359999,58.689996,3963500,28.377846
"234",58.479998,59.419997,58.389997,59.369994,4295400,28.706639
"235",59.369994,59.459999,58.619999,59.230001,6065400,28.638949
"236",59.039997,59.829999,58.929998,59.699998,7861100,28.866203
"237",59.110001,59.900002,59.110001,59.579999,7385000,28.808181
"238",59.630002,60.36,59.549997,60.259994,5204900,29.136973
"239",60.250001,60.36,59.819998,60.219999,4038000,29.117634
"240",60.079998,60.5,59.569998,60.329998,5198100,29.170821
"241",59.500002,59.770002,58.990002,59.049998,7579000,28.551914
"242",59.100001,59.689998,58.949999,59.449999,5565500,28.745323
"243",59.299998,59.569998,58.84,59.029997,6081600,28.542243
"244",59.000002,59.360001,58.729998,59.269996,6126100,28.658288
"245",59.329999,59.500002,58.84,59.110001,4736000,28.580927
"246",59.100001,59.549997,59.000002,59.520003,6840200,28.779171
"247",59.329999,59.579999,58.650001,58.7,9256000,28.382683
"248",58.650001,58.949999,58.279998,58.650001,3929800,28.358507
"249",58.109999,58.589997,57.839998,57.939997,5737500,28.015205
"250",57.81,58.049999,57.580001,57.650002,3369000,27.874987
"251",57.959998,58.629999,57.639998,58.139997,5193500,28.11191
"252",57.939997,58.509996,57.61,57.799999,6528700,28.09733
"253",57.950001,59.169997,57.819997,58.9,5181700,28.632055
"254",58.509996,58.509996,57.519998,57.61,4709300,28.004969
"255",57.639998,58.429999,57.509998,58.029998,3902600,28.209135
"256",58.58,58.939999,58.470001,58.689996,7208600,28.529969
"257",58.470001,59.110001,58,58.080001,7064500,28.233442
"258",57.979999,58.589997,57.849999,58.009997,6943500,28.199413
"259",58.509996,58.929998,57.88,58.339998,7038700,28.35983
"260",58.099998,60.000001,58.099998,59.929997,7897200,29.13275
"261",60.009994,60.179997,59.659996,59.799997,6096800,29.069555
"262",59.770002,60.000001,59.589999,59.659996,4470500,29.001499
"263",59.019996,59.049998,58.06,58.990002,10901700,28.675806
"264",58.970001,59.130002,58.2,58.499999,6748200,28.437609
"265",58.659998,59.09,58.309999,58.929998,3951000,28.646637
"266",58.990002,59.049998,58.639996,58.83,5894000,28.598027
"267",59.000002,59.740001,58.650001,59.48,5558000,28.914
"268",59.73,59.880001,59.439998,59.689998,5932400,29.016083
"269",59.799997,60.299996,59.500002,60.229999,7693900,29.278585
"270",60.000001,60.319997,59.48,60.169996,5446200,29.249416
"271",60.179997,60.87,60.140002,60.689997,6911500,29.502195
"272",60.979999,61.27,60.429996,61.060003,9274400,29.68206
"273",60.5,61.049995,60.279995,60.919995,13036100,29.614001
"274",60.229999,61.029994,59.699998,59.880001,6541400,29.108446
"275",59.829999,60.829997,59.809997,60.209998,6038700,29.268862
"276",60.459998,61.549995,60.349999,60.579998,5765600,29.448723
"277",60.779995,61.199997,60.49,60.989999,5658500,29.64803
"278",61.199997,61.580003,60.349999,60.799996,6647300,29.555667
"279",60.709998,61.150001,59.919997,60.309997,4405500,29.317472
"280",60.37,61.51,60.329998,61.410001,7365800,29.852199
"281",61.150001,61.330004,60.669996,60.829997,5777800,29.570251
"282",61.349998,62.499998,61.020001,62.41,11368000,30.338311
"283",62.229997,62.229997,61.319996,61.790001,6292500,30.036922
"284",61.169995,62.180001,61.099998,61.349998,5999300,29.82303
"285",61.479998,61.479998,60.380001,60.650001,5870000,29.482753
"286",60.319997,60.390001,59.179998,59.230001,6689800,28.792472
"287",59.299998,59.6,58.58,58.7,7294200,28.534832
"288",58.369999,58.489999,57.659999,58.169995,9300400,28.27719
"289",58.459997,58.639996,56.65,57.209999,8702600,27.810523
"290",56.860001,56.979997,55.879999,55.919998,9270000,27.183437
"291",55.859998,55.869999,54.519998,55.659998,10591300,27.057047
"292",54.969999,55.13,53.449999,53.459996,12672300,25.987598
"293",54.080002,54.330002,52.119997,53.59,11978800,26.050795
"294",52.549999,53.029997,50.2,50.309999,14584600,24.456344
"295",50.729998,52.330001,49.519998,52.31,16432000,25.42857
"296",51.519999,52.06,50.39,50.490002,14069100,24.543845
"297",50.629999,53.109998,50.540001,52.609999,10776500,25.574403
"298",52.859999,53.529997,52.409998,53.290001,6005300,25.904961
"299",53.929998,54.22,53.249999,54.16,6353100,26.327879
"300",53.639999,53.959999,52.999999,53.689999,5473800,26.099405
"301",53.979997,54.259998,53.15,53.759999,6270800,26.133433
"302",52.720001,53.349997,51.499998,51.99,13326800,25.273014
"303",51.549997,52.75,51.419997,51.639998,8915200,25.102874
"304",52.609999,52.659998,51.630001,51.839999,5463200,25.200096
"305",52.009998,53.9,51.919996,53.829999,6332700,26.167461
"306",53.66,54.409999,53.27,54.240001,4831900,26.366768
"307",54.209999,54.459999,52.489999,52.839998,11970000,25.686209
"308",52.639997,53.999998,51.919996,53.729997,11750200,26.118849
"309",54.299997,55.32,54.249998,55.279998,14919100,26.872325
"310",55.080001,55.77,54.750001,55.429999,4631400,26.945242
"311",55.83,56.619998,55.489999,55.979998,6700700,27.212604
"312",56.02,56.389999,55.220002,55.369999,6246000,26.916076
"313",54.269999,54.939997,53.999998,54.119998,5507400,26.308433
"314",52.259997,54.149999,52.25,54.069998,6823300,26.284128
"315",54.61,55.57,54.349996,55.559999,5589600,27.164181
"316",55.38,56.33,54.729999,54.839998,7212900,26.812161
"317",54.279999,54.349996,52.669999,53.159998,8279900,25.990781
"318",52.88,53.319999,52.24,53.299998,6142300,26.05923
"319",53.439999,54.149999,52.979998,53.97,7301400,26.386804
"320",54.209999,55.639997,53.849997,55.099999,8289300,26.939279
"321",55.479999,56.08,54.86,56.059999,6372600,27.408639
"322",56.319999,56.709999,55.979998,56.669997,8030600,27.706877
"323",55.840001,55.939999,55.019998,55.7,4821800,27.232629
"324",55.89,57.259998,55.790001,56.429998,6310900,27.589537
"325",56.529996,56.579999,54.560001,54.560001,6389400,26.675265
"326",53.179999,53.34,51.99,52.909998,8472700,25.868552
"327",52.88,54.029996,52.619999,53.470001,6403900,26.142347
"328",53.929998,54.389998,53.169998,54.330002,3974400,26.562815
"329",55.809999,57.249997,55.619999,55.869999,8452400,27.315745
"330",56.769999,56.79,55.25,55.659998,7392200,27.213072
"331",56.59,57.219999,55.400001,56.209996,6411300,27.481975
"332",55.669998,56.990001,55.509997,56.14,8728400,27.447752
"333",55.25,56.429998,53.569999,53.679998,10757300,26.245018
"334",52.88,54.049997,52.450001,53.999998,8468600,26.401471
"335",54.069998,54.729999,53.84,54.449998,8310300,26.621483
"336",54.560001,55.239999,54.019999,55.229999,4947500,27.002838
"337",55.359999,56.129999,55.039999,55.650001,6598700,27.208184
"338",56.4,57.29,56.4,57.049997,4541400,27.892665
"339",56.999998,57.060001,55.809999,56.109998,3961100,27.433084
"340",56.369998,56.479997,53.07,54.399999,23900600,26.597038
"341",55.099999,55.739999,54.199998,55.400001,7244200,27.085955
"342",56.08,56.129999,55.470001,55.919998,4559600,27.34019
"343",55.58,55.799999,54.569998,54.719999,5414400,26.753491
"344",54.519998,56.379999,54.189998,55.720001,5673600,27.242408
"345",55.619999,56.15,54.830001,55.009997,5652600,26.895276
"346",54.240001,54.519998,52.799999,53.860001,12040300,26.333024
"347",54.299997,55.18,54.060001,54.81,7471000,26.797494
"348",54.939997,55.439996,54.549997,55.369999,6079700,27.071287
"349",55.13,55.299999,54.04,54.16,4010300,26.479698
"350",54.630001,55.31,54.209999,55,9034500,26.890388
"351",56.15,56.319999,54.979999,55.609999,9641700,27.188626
"352",55.609999,55.749999,55.049999,55.169996,8960300,26.973502
"353",54.700001,55.400001,54.599996,54.979999,8340700,26.880609
"354",53.729997,54.36,53.309999,53.52,8302700,26.166792
"355",54.310001,54.889998,53.669997,54.569998,8473000,26.680153
"356",55.150001,55.200001,54.36,55,7579400,26.890388
"357",54.639998,54.769998,52.799999,53.689999,8892200,26.249907
"358",53.509996,54.54,53.409997,54.48,5037000,26.636152
"359",54.719999,54.8,54.099996,54.509998,9417500,26.650818
"360",53.729997,54.04,53.02,53.109998,6397300,25.966336
"361",53.349997,53.949999,53.319999,53.669997,5395400,26.240128
"362",54.149999,54.919996,54.009999,54.659999,4250500,26.724156
"363",54.330002,54.589999,53.849997,53.97,3070800,26.386804
"364",53.979997,54.779999,53.929998,54.569998,5884200,26.680153
"365",54.209999,54.900002,53.699999,53.929998,6268100,26.367247
"366",53.490002,53.84,51.129998,51.360001,13672200,25.110734
"367",51.229997,51.459999,50.27,50.419998,15555000,24.651151
"368",49.720002,50.290001,49.099996,49.099996,11178600,24.005781
"369",49.189997,49.380001,48.619998,48.689998,8188400,23.805326
"370",48.310002,48.319999,47.83,47.83,7853200,23.384859
"371",47.689999,48.269999,47.689999,47.720001,2077800,23.331079
"372",48.349997,49.389998,48.349997,49.029999,6016200,23.971558
"373",49.139998,49.739999,49.04,49.419996,8623200,24.162234
"374",51.079999,51.719999,50.540001,51.659999,9432900,25.257408
"375",51.519999,52.419996,51.48,52.130001,7464000,25.487199
"376",52.489999,52.779998,51.240001,51.459999,6360800,25.159624
"377",52.18,52.669999,51.209999,51.61,5833600,25.232962
"378",51.749997,52.000001,51.360001,51.689998,5182200,25.272074
"379",51.169997,51.169997,50.459997,50.740002,8489600,24.969435
"380",50.499999,50.659997,49.389998,49.479999,7978200,24.349381
"381",49.789999,50.569999,49.729999,50.369999,5415500,24.787355
"382",50.290001,50.32,49.49,49.759997,6230300,24.48717
"383",49.799999,50.059999,49.189997,49.3,9497500,24.260803
"384",49.189997,49.279999,48.34,48.41,8515900,23.822829
"385",48.479997,49.060001,48.279996,48.360001,6813500,23.798224
"386",48.669997,48.799997,47.959996,48.079999,9269600,23.660434
"387",48.509999,48.580002,47.549998,47.65,5141900,23.448829
"388",47.809999,49.04,47.7,48.969999,4780700,24.098407
"389",49.009998,49.549999,48.909999,49.469999,6135500,24.34446
"390",49.5,49.900001,49.369997,49.759997,4428200,24.48717
"391",49.979998,50.049999,49.68,50.049999,3707400,24.629881
"392",49.839998,49.869999,49.419996,49.519998,4208500,24.369065
"393",49.589998,49.599999,48.999997,49.369997,4844200,24.295248
"394",49.469999,49.859999,49.279999,49.789999,3427200,24.501934
"395",49.68,49.869999,49.43,49.479999,2729500,24.349381
"396",50.13,50.77,50.13,50.540001,6193300,24.871014
"397",50.309999,50.52,49.609999,49.659998,4873300,24.43796
"398",49.88,50.049999,49.63,49.659998,5703400,24.43796
"399",49.759997,50.39,49.5,50.139997,6078100,24.67417
"400",50.099998,50.39,49.619996,49.739999,6418300,24.477329
"401",50.029998,50.299998,49.939996,50.179999,4906400,24.693855
"402",49.95,50.929998,49.889997,50.860001,7079700,25.028488
"403",50.990001,51.979999,50.97,51.79,6796200,25.486145
"404",51.389999,51.549997,51.259999,51.299997,6286300,25.245012
"405",51.86,52.25,51.74,51.939997,6229000,25.55996
"406",51.950001,52.029999,51.419997,51.749997,10080600,25.46646
"407",51.779999,53.319999,51.749997,52.619999,9694900,25.894593
"408",52.729998,52.779998,52.25,52.679999,6239100,25.924119
"409",52.619999,52.95,52.549999,52.779998,6220900,25.973329
"410",53.549998,54.029996,52.999999,53.610001,9160600,26.381778
"411",53.369999,54.409999,53.349997,54.369997,8309500,26.755776
"412",54.889998,56.679998,54.449998,55.650001,11191600,27.385673
"413",55.529998,55.919998,55.209998,55.869999,8283900,27.493935
"414",55.359999,55.57,54.830001,55.299999,6851600,27.213435
"415",55.439996,55.77,55.229999,55.479999,8767900,27.302014
"416",55.709997,56.499998,55.599998,56.349997,9195400,27.730145
"417",56.419997,56.689998,56.249999,56.540001,7167000,27.823647
"418",56.819998,57.080002,56.66,57.04,6993800,28.069699
"419",57.11,57.119997,56.669997,57.11,4718100,28.104147
"420",56.849996,57.149999,56.560002,57.019999,5782900,28.059857
"421",56.899999,57.089999,56.599997,57.069998,3602100,28.084462
"422",57.029996,57.04,56.33,56.799997,4451000,27.951593
"423",56.519999,56.839999,56.209996,56.839999,4801100,27.971278
"424",57.049997,57.049997,56.799997,57.04,3682600,28.069699
"425",56.749998,56.990001,56.4,56.990001,4553900,28.045095
"426",56.990001,56.990001,56.560002,56.839999,4615600,27.971278
"427",56.919997,57.069998,56.699999,56.779996,5581000,27.94175
"428",56.939998,57.089999,56.639999,56.97,5470900,28.035252
"429",56.97,56.97,56.490001,56.639999,3407000,27.872857
"430",56.379999,56.799997,56.349997,56.639999,4148000,27.872857
"431",56.490001,56.749998,56.4,56.59,3384500,27.848252
"432",56.769999,57.729999,56.749998,57.639998,5196800,28.364962
"433",57.330002,58.189996,57.269998,57.950001,4580600,28.517516
"434",58.080001,58.389997,57.979999,58.220001,3952800,28.650385
"435",58.279998,58.389997,57.900001,58.13,5458400,28.606095
"436",58.019998,58.38,57.689997,58.299999,5780900,28.689752
"437",58.330001,58.330001,57.669996,57.979999,3982300,28.532278
"438",57.909999,58.150001,57.539999,57.839998,4319900,28.463383
"439",57.479999,57.729999,57.319998,57.479999,3930400,28.286226
"440",57.279999,57.580001,57.11,57.459998,4923900,28.44215
"441",57.93,59.059998,57.849999,59.000002,7928300,29.204437
"442",58.970001,59.119995,58.759996,58.89,5332600,29.149987
"443",58.77,59.119995,58.629999,58.659998,3473800,29.036138
"444",59.000002,59.770002,58.939999,59.740001,5099200,29.57073
"445",59.620001,59.86,59.389995,59.589999,3602800,29.49648
