"","BAX.Open","BAX.High","BAX.Low","BAX.Close","BAX.Volume","BAX.Adjusted"
"1",41.05,41.169996,40.74,41.080001,9386300,19.495031
"2",40.810001,41.529998,40.68,41.409998,7607000,19.651635
"3",41.650001,42.299998,41.459998,41.459998,8240500,19.675363
"4",41.679999,42.39,41.679999,42.360001,11638100,20.102471
"5",42.119999,42.689998,41.919998,42.540001,11572900,20.187892
"6",42.740001,42.749998,42.209997,42.579999,9398700,20.206874
"7",42.490002,42.819999,41.990002,42.009996,14091200,19.936372
"8",42.72,42.999998,42.040001,42.360001,7569500,20.102471
"9",42.39,42.599997,41.639997,41.659998,8897200,19.770276
"10",41.759997,41.929999,41.259997,41.320001,9254200,19.608925
"11",41.169996,41.520001,41.029999,41.130001,11010500,19.518759
"12",41.039999,42.169998,40.86,41.790002,14447200,19.83197
"13",41.790002,42.59,41.539999,42.189999,7440800,20.021794
"14",41.859999,42.049998,40.839999,41.209998,10809200,19.556722
"15",41.099999,41.099999,40.509998,40.639998,9173300,19.286222
"16",40.529999,41.270001,40.249998,41.139998,11196600,19.523503
"17",41.119997,41.959997,41.019998,41.650001,8003700,19.765531
"18",41.999999,42.159997,41.5,41.790002,7654100,19.83197
"19",41.729998,42.889999,41.520001,42.79,7502800,20.306532
"20",43.009999,43.419996,42.540001,43.389998,9809800,20.591269
"21",43.500001,44.369999,43.439998,43.909999,9177200,20.838042
"22",43.849999,43.969999,43.560001,43.709998,6598500,20.743129
"23",43.99,44.369999,43.469999,43.750001,11161200,20.762113
"24",43.569998,43.569998,42.930001,43.249998,10415800,20.52483
"25",43.049997,43.11,41.95,42.610001,18753700,20.221111
"26",42.439999,42.899999,42.169998,42.449999,13612500,20.145181
"27",42.599997,42.729997,42.349997,42.610001,5940200,20.221111
"28",42.4,42.749998,42.189999,42.71,8198300,20.268567
"29",42.740001,42.740001,41.450001,41.799999,8383200,19.836715
"30",43.16,44.239999,42.810002,43.249998,13963600,20.52483
"31",44.200001,44.599998,43.830001,43.99,11710400,20.876007
"32",44.06,45.14,44.06,44.720001,9318000,21.222438
"33",45.099997,45.179998,44.58,44.799998,5611700,21.260402
"34",44.669998,44.799998,43.869997,44.119996,6277300,20.937699
"35",44.259997,44.639997,43.669996,43.700001,7541500,20.738385
"36",43.419996,44.029998,42.990001,43.769998,5438900,20.771603
"37",44.409998,45.14,44.209998,44.77,6121100,21.246166
"38",44.759996,45.129999,44.339998,44.419999,4661400,21.080069
"39",44.429999,45.059999,44.369999,45.009996,6163900,21.360059
"40",44.999999,45.310002,44.529998,45.02,7002100,21.364807
"41",44.790001,45.209996,44.549999,45.129999,4138400,21.417008
"42",45.119998,45.419997,45.009996,45.349997,5496900,21.521411
"43",45.27,46.619997,45.109998,46.319998,12155200,21.981737
"44",45.639999,45.869998,45.049998,45.619998,10690100,21.649543
"45",45.09,46.049997,45.09,45.799997,8723600,21.734964
"46",45.59,45.919997,45.240002,45.709999,5612800,21.692255
"47",45.519999,45.740001,45.059999,45.47,4377000,21.57836
"48",45.639999,46.180001,45.4,45.91,4664200,21.787167
"49",46.029999,46.199998,45.529996,45.830002,3813400,21.749204
"50",45.649999,45.729997,44.740002,44.990002,5528300,21.350571
"51",44.919998,44.970001,44.189997,44.57,7292900,21.151254
"52",44.790001,45.429998,44.659998,44.77,5625400,21.246166
"53",44.099999,44.349998,43.330002,44,8717100,20.880753
"54",43.599999,44.32,43.599999,44.159998,9816400,20.956682
"55",44.209998,44.429999,43.449998,43.449998,7405800,20.619743
"56",43.589999,43.819997,43.060001,43.750001,5610300,20.762113
"57",43.630001,43.919996,43.189998,43.199998,3539700,20.501102
"58",42.939998,43.16,42.47,42.549998,5767100,20.192636
"59",42.939998,43.61,42.930001,43.469999,5496700,20.629234
"60",43.569998,44.169995,43.459999,44,3400900,20.880753
"61",44.139997,44.339998,43.759998,44.229999,3761300,20.989902
"62",44.209998,44.740002,44.069997,44.38,5646000,21.061087
"63",43.049997,43.439998,42.759999,42.97,7797000,20.526078
"64",43.48,43.48,42.699999,42.819999,9016800,20.454425
"65",42.930001,43.279999,42.830003,43.069998,4609100,20.573846
"66",43.310001,43.509998,43.099996,43.269999,4654600,20.669383
"67",43.139999,44.270001,42.819999,44.06,7699600,21.046754
"68",43.900002,45.14,43.769998,45.09,6464700,21.538768
"69",45.109998,45.310002,44.709997,44.979998,6682500,21.486222
"70",45.009996,45.189999,44.619999,44.990002,9320600,21.491001
"71",44.999999,45.759999,44.82,45.740001,5223500,21.849263
"72",45.98,47.419998,45.97,47.400001,14860400,22.642218
"73",47.720001,48.4,47.540001,47.909997,10980500,22.885836
"74",47.599998,47.909997,47.429999,47.64,6869900,22.756862
"75",48.199999,49.580001,46.56,48.02,20435300,22.938382
"76",48.179998,48.360001,47.790001,47.790001,6807500,22.828515
"77",47.939999,48.099997,47.65,47.949999,6324800,22.904944
"78",47.64,47.959996,47.429999,47.619999,4821200,22.747308
"79",47.549998,48.099997,47.549998,47.709997,5746100,22.790299
"80",48.110001,48.229997,47.299999,47.65,6224400,22.761639
"81",47.659998,47.709997,47.169999,47.58,5213900,22.728201
"82",47.84,48.389999,47.689999,48.329999,6459700,23.086464
"83",48.189999,48.580002,47.959996,48.560001,5764700,23.196332
"84",48.580002,48.919996,48.389999,48.779999,7018300,23.301422
"85",48.919996,49.3,48.630002,49.159999,5651700,23.482941
"86",49.200001,49.439997,49.019998,49.349999,4195100,23.573701
"87",49.229999,49.469999,49.04,49.419996,5829300,23.607138
"88",49.479999,49.619996,49.099996,49.389998,6684300,23.592808
"89",49.549999,49.929999,49.139998,49.469999,7158400,23.631023
"90",49.770001,49.859999,48.669997,48.759998,14893300,23.291867
"91",48.689998,49.150002,48.519999,48.999997,10825400,23.406511
"92",48.619998,49.099996,48.449999,48.599996,8647200,23.215437
"93",48.599996,49.549999,48.599996,49.389998,7271200,23.592808
"94",49.939996,51.769998,49.75,51.069999,16337200,24.395317
"95",50.939999,51.509998,50.209997,51.119998,7702200,24.419201
"96",51.399999,51.900002,50.340001,50.429999,9854000,24.0896
"97",50.419998,51.110001,50.279997,50.999998,6463600,24.361879
"98",50.729998,50.819999,50.240002,50.799998,4421900,24.266342
"99",50.949999,51.269999,50.72,50.97,8195400,24.34755
"100",50.810002,50.97,50.39,50.929998,6746700,24.328441
"101",51.040001,51.22,50.470001,50.619999,4703900,24.18036
"102",50.990001,51.169997,50.749999,50.84,4450100,24.285451
"103",50.77,51.240001,50.33,50.699999,4174100,24.218575
"104",51.040001,51.589999,51.040001,51.47,6217600,24.586391
"105",51.419997,51.580002,51.069999,51.519999,3999200,24.610275
"106",51.110001,51.699998,50.84,51.459999,4959700,24.581614
"107",51.430001,52.000001,51.399999,51.669996,4652800,24.681927
"108",51.639998,51.900002,51.069999,51.900002,3874200,24.791797
"109",51.680001,51.99,51.449998,51.979999,3581700,24.83001
"110",51.749997,51.819998,51.199999,51.459999,4362100,24.581614
"111",51.419997,51.769998,51.240001,51.439998,3696500,24.57206
"112",51.179998,51.229997,50.209997,50.32,6259600,24.037055
"113",50.32,50.84,50.2,50.549998,3979700,24.146922
"114",50.740002,51.279996,50.4,51.09,3348800,24.404872
"115",51.249998,51.399999,50.779997,51.389999,4602500,24.548176
"116",50.96,51.189998,50.2,50.52,4941800,24.132592
"117",49.919999,49.989999,49.330001,49.509997,5119600,23.65013
"118",49.519998,50.059999,49.519998,50,3895700,23.884196
"119",49.650001,49.989999,49.36,49.75,1755600,23.764775
"120",49.459998,49.739999,48.839999,49.63,3672800,23.707453
"121",49.229999,49.330001,48.389999,48.549997,12683600,23.191553
"122",48.999997,49.439997,48.819998,49.339998,8962700,23.568924
"123",49.259998,49.839998,49.200001,49.659998,7466700,23.721783
"124",49.439997,50,49.369997,49.839998,3635100,23.807766
"125",49.539999,49.81,49.400002,49.49,2830000,23.640577
"126",49.75,50.039998,49.380001,49.43,4569000,23.611916
"127",49.119997,49.720002,49.119997,49.5,3586300,23.794584
"128",49.919999,49.919999,49.400002,49.779998,3367400,23.929179
"129",50.059999,50.429999,49.789999,50.27,4988900,24.164722
"130",50.249999,50.819999,50.240002,50.359998,5723700,24.207984
"131",50.919997,51.799997,50.299998,51.799997,11477300,24.90019
"132",51.779999,51.939997,51.430001,51.799997,6563000,24.90019
"133",51.699998,52.299999,51.499998,51.969999,5338700,24.981909
"134",51.74,51.799997,50.669998,51.269999,9963900,24.64542
"135",51.360001,51.47,50.759996,50.779997,7692300,24.409877
"136",51.049998,51.049998,50.119999,50.139997,5417900,24.10223
"137",50.020001,50.929998,50.020001,50.64,4882500,24.342581
"138",50.490002,51.399999,50.490002,51.09,3312900,24.558895
"139",50.889999,51.279996,50.799998,50.949999,2230200,24.491597
"140",50.949999,51.249998,50.59,51.09,2816700,24.558895
"141",51.139999,51.199999,50.9,50.91,2057100,24.47237
"142",50.83,50.879999,50.340001,50.72,2397200,24.381037
"143",50.58,50.849997,50.490002,50.619999,1993800,24.332966
"144",50.84,50.9,50.290001,50.549998,8143100,24.299317
"145",50.77,50.849997,49.939996,50.089998,7852800,24.078195
"146",49.889997,50.759996,49.63,50.689999,5650400,24.366615
"147",50.439999,50.709996,50.099998,50.249999,4979200,24.155108
"148",50.409998,50.45,49.019998,49.409999,7689500,23.751321
"149",49.209998,49.469999,49.11,49.209998,5849400,23.655181
"150",49.339998,49.88,48.810001,49.63,6459700,23.857075
"151",49.830001,51.399999,49.830001,50.97,9707200,24.501211
"152",50.979997,51.029996,50.209997,50.349998,6035900,24.203177
"153",50.169998,50.409998,50.049999,50.309999,6220200,24.18395
"154",50.759996,50.949999,50.419998,50.810002,4883600,24.4243
"155",50.540001,50.860001,50.179999,50.299998,6042300,24.179142
"156",50.169998,50.659997,50.159998,50.549998,6464500,24.299317
"157",50.759996,50.869998,49.469999,49.49,17338900,23.789777
"158",49.380001,50,49.31,49.669996,11722900,23.876301
"159",49.700001,51.009999,49.659998,50.979997,9658800,24.506017
"160",50.919997,51.119998,50.58,50.9,11729000,24.467562
"161",49.24,50.379999,48.779999,48.98,21075200,23.544621
"162",48.899999,49.569997,48.519999,48.599996,12180200,23.361954
"163",48.889998,48.919996,48.329999,48.490001,8240900,23.309079
"164",48.680001,49.119997,48.449999,48.66,11193800,23.390797
"165",48.580002,48.79,48.379998,48.499998,6159100,23.313885
"166",48.319999,48.459999,48.029997,48.379998,9404600,23.256201
"167",48.830002,48.949998,48.429998,48.519999,9117000,23.323499
"168",48.599996,49.019998,48.509999,48.849996,12629800,23.482128
"169",48.73,49.189997,48.619998,49.099996,17398600,23.602303
"170",49.139998,49.900001,48.99,49.839998,8781600,23.958021
"171",49.759997,49.979998,49.569997,49.799999,5965800,23.938793
"172",49.849998,51.810001,49.799999,51.680001,13828900,24.842508
"173",51.680001,51.880001,51.449998,51.709999,9691900,24.856928
"174",51.54,51.99,51.249998,51.61,7781900,24.808859
"175",51.869997,52.619999,51.619997,52.38,8321300,25.178997
"176",51.99,52.789998,51.880001,52.549999,9931500,25.260715
"177",52.679999,53.379999,52.479999,53.029997,8927900,25.491449
"178",51.919996,52.75,51.799997,52.299999,6552700,25.14054
"179",52.24,52.63,51.61,51.719999,6578800,24.861735
