"","NOV.Open","NOV.High","NOV.Low","NOV.Close","NOV.Volume","NOV.Adjusted"
"54",37.829995,37.969995,37.14,37.390002,7138900,31.433623
"55",37.540003,37.909998,36.609995,36.749995,4598400,30.895572
"56",37.080003,37.990001,36.250005,37.969995,4490600,31.921221
"57",38.039997,38.410005,37.640003,37.650004,3289300,31.652206
"58",37.269995,37.739999,37.000001,37.629998,5073200,31.635387
"59",38.279993,39.409997,38.139993,39.189995,3631600,32.946869
"60",39.210001,39.880006,39.150004,39.789998,4362800,33.45129
"61",40.28,40.729998,40.050004,40.549994,3866600,34.090216
"62",40.039999,40.069998,39.289995,39.550002,3861200,33.249526
"63",39.479999,40.309998,39.459993,39.86,3118700,33.595081
"64",40.470004,40.589998,39.569995,39.910004,2376000,33.637226
"65",40.28,41.279996,40.259994,41.099993,3789900,34.640181
"66",41.869995,42.000002,41.23,41.319996,3523200,34.825605
"67",41.190001,41.809998,40.899996,41.450003,3771400,34.935179
"68",41.139997,41.279996,40.570005,41.130004,3471700,34.665475
"69",41.08,41.310003,40.589998,40.899996,3210700,34.471618
"70",41.099993,41.419996,40.750004,41.279996,4068600,34.791893
"71",41.459996,42.369997,41.149997,42.210004,3784700,35.575728
"72",42.31,43.500002,42.31,42.989994,6519300,36.233125
"73",43.080002,43.619996,42.660002,42.880005,5004500,36.140423
"74",42.250003,43.279999,42.100003,42.770004,4649600,36.047711
"75",43.430004,44.680002,43.369994,44.209994,6369700,37.261373
"76",44.400002,44.589994,43.570004,43.649994,5006400,36.78939
"77",43.869997,44.459999,43.379999,44.310007,4188200,37.345667
"78",44.149997,45.100002,43.889994,44.85,5705100,37.800788
"79",45.17,45.240002,43.999996,44.47,5304500,37.480514
"80",45.019999,45.700005,44.869994,45.180005,4808700,38.078925
"81",44.930003,45.070003,43.360002,43.939999,6050100,37.033814
"82",44.570001,46.159996,44.549995,46.129997,6419800,38.879604
"83",45.880004,46.580004,45.740004,46.21,5191900,38.947033
"84",46.549997,46.600001,45.040005,45.639995,5199700,38.466617
"85",45.810007,46.840002,45.569993,46.610002,3401000,39.284165
"86",46.430003,46.999995,46.239999,46.640001,3645000,39.309449
"87",46.519998,47.200005,45.83,46.819992,3783500,39.46115
"88",47.200005,48.599995,47.200005,48.149993,5394800,40.582111
"89",48.200002,48.910002,47.619992,48.140005,5506700,40.573692
"90",48.419992,48.609996,47.499998,48.599995,4731300,40.961385
"91",48.499995,48.679998,47.629997,48.310003,4210100,40.716972
"92",47.249997,47.879998,46.740001,47.469999,5909500,40.008994
"93",47.689994,48.870003,47.659995,48.810006,4418700,41.138387
"94",48.959998,49.019995,47.410002,47.949996,7078200,40.413548
"95",48.170003,48.79,48.170003,48.590003,5267100,40.952963
"96",49.150003,49.929997,47.779998,47.970006,9749000,40.430413
"97",49.919991,52.629998,49.919991,52.029999,14880100,43.852285
"98",51.269999,54.590001,51.110005,54.000003,12717700,45.512657
"99",54.740006,54.740006,52.579994,53.479995,7659200,45.07438
"100",52.969995,55,52.969995,53.759994,7612100,45.310371
"101",54.660003,55.129995,53.900003,54.319994,5551900,45.782354
"102",54.929998,56.029996,54.679997,55.470004,5136900,46.751614
"103",55.719997,55.749996,54.000003,55.719997,6404700,46.962314
"104",56.650005,58.400006,56.569998,58.259993,7501400,49.103091
"105",58.589998,59.379997,58.309998,58.770001,7587100,49.53294
"106",58.52,58.719997,57.499997,58.290004,6126800,49.128385
"107",58.649994,59.729994,57.96,58.330004,6298300,49.162098
"108",58.309998,59.32,57.599993,59.090004,7104500,49.802647
"109",58.409998,59.869994,58.409998,59.559996,4910500,50.198769
"110",58.779993,59.470001,56.92,57.649998,8023600,48.58897
"111",57.879993,58.119993,57.000002,57.490004,4569300,48.454124
"112",56.710002,57.759999,56.409992,57.630004,7634800,48.572119
"113",57.44,59.61,57.3,59.190001,6472600,49.886927
"114",59.960002,63.109994,59.779999,61.870001,14344900,52.145703
"115",61.279998,61.749994,60.289994,61.730001,6865200,52.027707
"116",61.509994,61.539992,59.6,60.949994,4850900,51.370296
"117",60.019999,60.949994,59.430001,60.869991,4508400,51.302868
"118",61.730001,63.879996,61.689997,63.299998,5656100,53.350943
"119",61.689997,62.729994,61.409997,61.519999,2747700,51.850712
"120",61.189995,61.509994,60.009994,61.39,6900200,51.741145
"121",60.760002,62.309994,60.279993,61.290004,7478100,51.656866
"122",61.999996,62.499998,61.49,61.990003,6808200,52.340786
"123",61.939999,62.499998,61.25,62.339992,5005200,52.636296
"124",61.990003,63.310003,61.990003,63.000005,4804700,53.193573
"125",62.939996,63.609997,62.699995,63.310003,3791400,53.455318
"126",64.050007,64.739993,62.279995,62.57,5035300,52.830502
"127",62.559995,62.909997,60.879996,61.669991,6452500,52.070586
"128",62.290001,63.169991,61.959996,62.890004,4088400,53.100694
"129",62.669997,63.310003,62.599999,62.659996,4131900,52.906489
"130",63.620002,66.109993,63.55,63.989997,6374400,54.029465
"131",64.040002,65.379995,63.419992,63.520001,5065200,53.632628
"132",63.249994,64.35,62.209998,62.219998,4906300,52.53498
"133",62.179999,63.13,61.080002,63.049997,4435100,53.235783
"134",62.950001,63.86999,62.509991,63.579998,4708800,53.683286
"135",63.819999,64.499992,63.119999,64.059995,3008600,54.088567
"136",64.150003,65.730006,63.979992,65.379995,4908200,55.203099
"137",65.640002,65.869997,65.019992,65.750003,2932000,55.515513
"138",65.599998,65.95,65.330003,65.81,1722300,55.566171
"139",65.640002,65.860005,64.549997,65.069997,2183600,54.941355
"140",65.199992,65.57,64.769991,65.019992,1928600,54.899134
"141",65.219998,66.489994,64.80999,66.30999,2305900,55.988334
"142",66.389993,67.150002,66.119998,66.89,2629900,56.47806
"143",66.809997,67.719994,66.429997,67.250003,2231600,56.782026
"144",68.139998,68.610002,66.769993,66.870002,4244100,56.461176
"145",67.399995,67.430002,65.610003,66.800005,6322300,56.402073
"146",66.019998,66.429997,64.889993,66.069994,5896100,55.785695
"147",66.199989,66.199989,63.459996,63.719998,6353500,53.801494
"148",63.760002,65.879998,63.579998,65.039998,6302800,54.916026
"149",64.560002,65.799995,63.83,65.199992,4971300,55.051115
"150",65.720005,66.959998,65.660008,66.399998,4588200,56.064331
"151",66.720002,67.45,65.690006,67.379998,5471500,56.891786
"152",67.469993,68.190003,66.849996,67.129996,3726200,56.680699
"153",67.03,69.33,66.519992,69.309994,5138000,58.521364
"154",69.699995,69.989995,68.799994,69.849996,3567300,58.97731
"155",69.730002,70.000001,67.919995,68.260001,4454300,57.63481
"156",67.539995,68.120001,65.650003,67.759998,5060800,57.212637
"157",68.879997,69.660004,67.129996,67.509997,4899900,57.00155
"158",67.239998,68.82,66.599995,68.25,3707700,57.626366
"159",67.940001,68.169997,66.519992,68.129993,5138000,57.525039
"160",68.349996,71.899998,68.349996,71.519998,6004500,60.387364
"161",71.750002,71.879996,69.699995,70.869999,4027100,59.838542
"162",70.520001,71.99999,70.250002,71.460001,3916100,60.336706
"163",72.359997,74.139997,71.500004,73.9,5190900,62.396901
"164",74.259999,74.729999,72.449988,74.099993,5402400,62.565763
"165",73.829994,75.649997,73.309998,74.639999,5827200,63.021713
"166",75.079997,76.669996,73.52,75.929997,7980000,64.110913
"167",76.709991,77.589994,75.800002,76.450002,7327200,64.549975
"168",76.839994,79.280002,76.669996,77.710005,6732500,65.613849
"169",78.169996,78.359996,76.290004,77.37,4288400,65.326768
"170",76.949996,78.610001,75.890002,76.799999,4327100,64.845493
"171",75.970001,79.629992,75.890002,79.450001,5318100,67.083001
"172",79.129997,79.450001,77.429997,77.859993,4809100,65.74049
"173",78.099989,79.889998,77.859993,79.599989,3945000,67.209642
"174",79.329998,79.639992,77.799996,78.949998,3941700,66.660828
"175",79.409997,81.980008,79.000003,80.699995,6429000,68.138424
"176",80.400002,81.900001,79.609998,81.399999,4548600,68.729467
"177",81.30999,81.639995,79.699989,80.179999,4942900,67.699369
"178",80.629997,81.930004,79.199995,79.799998,5641200,67.378519
"179",79.959996,80.989987,79.309997,79.389995,4600400,67.032336
"180",79.389995,79.389995,76.940003,77.889996,5453100,65.765823
"181",78.419993,79.849994,78.099989,79.830001,4244900,67.403852
"182",79.969997,80.500002,77.610004,79.569995,4823500,67.184317
"183",80.680001,80.680001,76.689998,77.029994,5164800,65.039687
"184",77.010001,79.639992,76.839994,79.559994,5395300,67.175873
"185",80.059996,81.949997,79.759995,81.859998,5690700,69.117864
"186",81.610001,82.359992,80.269998,80.739998,4044400,68.172201
"187",81.399999,81.839996,79.509998,79.879989,3812100,67.446058
"188",80.01,80.38,78.309991,79.819992,3457600,67.3954
"189",79.639992,80.490001,78.009998,78.319992,3232200,66.220147
"190",76.689998,77.929991,73.639994,73.749995,6799100,62.35618
"191",73.120006,76.629992,72.539997,76.050008,4499100,64.300858
"192",75.449996,76.299996,74.37,76.029998,4417900,64.283939
"193",73.050009,75.949999,72.349996,75.440004,5803500,63.785095
"194",75.02,75.949999,73.070002,74.410004,7892600,62.914222
"195",75.859999,78.660006,75.669999,78.279997,4740900,66.186331
"196",79.150008,79.699989,76.69999,76.809992,5460300,64.94343
"197",78.349995,79.389995,77.550007,79.389995,2583700,67.124843
"198",79.170001,79.669995,78.249994,78.610001,2918400,66.465352
"199",78.830004,79.749994,77.880003,79.559994,3218100,67.268578
"200",79.969997,80.199992,78.149994,80.199992,3509900,67.809701
"201",79.98999,81.119999,79.339999,80.650007,3287000,68.190192
"202",80.550007,81.900001,79.469994,80.720005,3523100,68.249376
"203",80.370007,82.609997,80.120002,82.259991,3690100,69.551446
"204",82.760003,82.799998,79.739993,79.899999,5670300,67.556055
"205",80.759992,81.430001,79.189994,79.270001,4257000,67.023387
"206",79.999999,81.330001,79.999999,80.680001,3651300,68.215553
"207",81.039992,81.990001,80.680001,81.459996,3355100,68.875044
"208",81.059993,81.749996,80.249997,80.480009,3602300,68.046458
"209",80.989987,81.550004,77.959994,78.569998,4312500,66.431529
"210",78.319992,78.749997,77.059997,78.510001,4340700,66.380801
"211",78.739996,80.300001,78.720003,79.629992,3875400,67.327761
"212",79.799998,80.480009,77.139996,77.510004,3688500,65.535296
"213",76.589989,76.669996,73.340001,74.639999,7214600,63.108685
"214",75.09999,75.639996,74.139997,75.069996,5191900,63.47225
"215",74.429997,76.25,74.259999,76.000003,4483700,64.258579
"216",75.699993,76.569995,75.429994,76.499989,3802800,64.681321
"217",75.669999,77.029994,74.46,76.220006,4093000,64.444593
"218",76.329991,77.84,76.259993,77.510004,2955900,65.535296
"219",78.69,78.930005,77.149997,78.629995,3412700,66.482257
"220",79.010003,79.660003,78.009998,79.229998,2764700,66.989564
"221",78.930005,79.730001,78.389998,79.399996,2234900,67.133299
"222",79.429991,80.650007,78.709993,80.600003,4325100,68.147913
"223",80.540006,80.540006,74.890005,76.879989,11030100,65.002614
"224",77.680002,77.979995,75.690001,76.979998,5943200,65.087172
"225",76.919993,77.929991,76.15,76.689998,4299500,64.841974
"226",77.019994,77.809997,74.139997,74.729999,4511700,63.184781
"227",74.259999,74.729999,71.809999,72.379991,6865400,61.197831
"228",72.129993,72.319994,68.319997,69.919998,11420800,59.117888
"229",68.510002,70.229996,67.619998,68.699998,8361500,58.086369
"230",69.660004,71.190002,68.120001,68.599997,5619300,58.001818
"231",69.259997,71.07,69.249997,70.669993,4250100,59.752015
"232",70.660001,72.079997,69.819997,71.489995,4884600,60.445333
"233",70.929995,70.929995,67.980001,68.300004,7096600,57.748171
"234",67.390003,69.069993,66.109993,68.169997,8181200,57.638249
"235",68.54,69.309994,67.549996,68.019992,5556000,57.511419
"236",67.819995,69.05,66.620001,66.860001,6946100,56.530638
"237",66.399998,67.290002,65.08999,65.400001,9471500,55.296197
"238",65.860005,68.82,65.219998,67.739992,8032800,57.274677
"239",68.080001,68.4,66.569997,67.929996,5646600,57.435327
"240",68.260001,68.559998,67.059998,67.759998,5865400,57.291592
"241",66.51,67.250003,65.500002,66.769993,5102600,56.454536
"242",67.239998,68.500001,67.040001,68.470003,7366000,57.891906
"243",67.879992,73.110006,67.739992,72.339987,11553000,61.164007
"244",72.020001,72.780001,71.460001,72.549997,4956200,61.341573
"245",72.940007,74.000001,72.289999,72.86,4072800,61.603682
"246",73.989992,74.000001,71.979997,72.58,5205500,61.36694
"247",72.289999,72.660007,71.470002,71.54,5307500,60.487612
"248",71.73,73.190004,71.379994,72.359997,3360300,61.180926
"249",71.209995,73.910001,70.739991,73.340001,4723200,62.009527
"250",73.039999,73.679998,71.180001,71.190002,3741100,60.191686
"251",71.780004,72.410002,71.049998,71.219996,3372600,60.217047
"252",71.219996,72.199991,70.609996,71.349999,3578300,60.420285
"253",72.159996,73.569996,71.629999,73.000004,3674200,61.817535
"254",72.249996,72.249996,70.460004,70.739991,4830100,59.903721
"255",70.929995,71.629999,68.050003,69.079998,4383000,58.498013
"256",70.350003,72.209992,70.169999,71.629999,4027000,60.657393
"257",70.839992,71.769995,69.830002,70.120007,5027800,59.378709
"258",70.000001,70.789996,68.849999,69.980003,3920000,59.260151
"259",70.479997,70.739991,68.760003,69.05,5389100,58.47261
"260",68.969993,70.339997,68.500001,69.9,3228600,59.192403
"261",70.429993,72.129993,70.28,71.720007,2855600,60.733614
"262",71.860003,73.459995,71.560001,72.099991,2903000,61.055389
"263",70.409999,71.979997,69.319994,71.809999,5021200,60.80982
"264",71.819999,72.129993,70.099997,70.099997,5117700,59.361764
"265",69.819997,71.129997,69.410003,70.699992,3140200,59.869849
"266",71.620007,74.819999,71.149998,74.560001,4633300,63.138564
"267",75.029992,77.069998,74.199994,75.800002,6808900,64.188617
"268",76.190004,78.389998,76.010004,78.209991,5443600,66.229432
"269",77.589994,78.339994,76.569995,78.309991,3385300,66.314114
"270",77.969994,80.57,77.540007,80.050004,5009800,67.787584
"271",79.559994,80.559999,78.78,80.160005,3642700,67.880735
"272",81.219999,81.900001,79.399996,80.95,4848200,68.549715
"273",79.189994,80.400002,78.790001,80.210001,3007500,67.923072
"274",79.029997,79.239999,76.329991,77.290001,4509200,65.450371
"275",76.830002,77.829999,76.159992,76.429991,4156900,64.722101
"276",77.069998,79.299996,76.869997,77.300002,3752600,65.458839
"277",77.820006,78.589991,76.050008,76.409998,3620700,64.70517
"278",77,78.849998,76.819993,78.559997,3223000,66.525823
"279",78.319992,78.919995,77.339997,77.909998,2845400,65.975393
"280",78.69,80.120002,78.230001,80.069997,3405100,67.804515
"281",79.919992,80.099992,78.349995,78.940006,2930100,66.84762
"282",79.429991,81.730003,79.369994,81.469996,6065500,68.990055
"283",81.529993,83.339995,81.319991,83.309993,6519300,70.548193
"284",81.559996,83.359997,81.399999,82.309996,4054100,69.70138
"285",83.260005,86.710003,81.900001,81.959998,7855700,69.404997
"286",81.029991,82.180001,79.270001,79.999999,6650700,67.745239
"287",80.120002,82.229997,80.019993,81.249994,6054800,68.803754
"288",80.089991,81.189997,79.589988,80.57,4481000,68.227925
"289",81.930004,82.280002,78.830004,79.91,4233400,67.669026
"290",79.019996,80.770001,78.069995,78.12,5283200,66.153226
"291",78.169996,78.239993,75.029992,77.580002,6040900,65.695948
"292",76.359993,76.359993,68.099995,68.360001,10074700,57.888308
"293",70.499995,71.690005,63.030004,67.479998,10266900,57.143108
"294",62.239996,66.830003,60.000002,60.259996,11258200,51.029098
"295",63.450003,66.459995,60.730004,66.389993,10866000,56.220075
"296",65.640002,66.690003,63.240001,63.389994,10535100,53.679629
"297",64.180001,67.220004,62.750004,66.129999,6551300,55.999908
"298",66.989996,67.869999,65.849999,66.779999,5340700,56.550338
"299",69.469999,70.949993,68.379994,70.290006,7825000,59.522666
"300",69.33,70.309999,67.709993,68.370002,6827000,57.896777
"301",69.399997,70.240001,67.569993,68.309997,4774800,57.845964
"302",65.540001,65.860005,62.419995,63.249994,8161400,53.561075
"303",61.609994,63.93,60.499996,60.709998,7200500,51.410167
"304",62.750004,62.969994,60.139993,60.370001,6843400,51.122253
"305",60.639996,63.709997,59.990001,63.65,5118800,53.899807
"306",63.41,64.420002,62.239996,64.390003,4821600,54.526453
"307",65.099995,65.650003,62.239996,62.619992,5105900,53.02758
"308",62.029994,64.390003,61.229994,63.730003,4901900,53.967554
"309",64.999995,66.629993,64.699989,66.58999,4158800,56.389435
"310",65.960001,67.649996,64.889993,67.010002,5043200,56.745108
"311",67.729999,68.39,65.209997,66.119998,5923500,55.991439
"312",66.339989,66.860001,64.929997,65.179998,4269000,55.195433
"313",63.620002,64.619999,62.499998,63.639995,3566500,53.891334
"314",61.229994,63.749997,61.070001,63.679999,4091200,53.92521
"315",64.959995,66.099992,64.420002,65.969993,4705400,55.961081
"316",65.640002,66.919998,64.639992,65.08999,3718600,55.214591
"317",63.660001,64.439995,61.600002,62.659996,5408500,53.153274
"318",60.879996,63.399999,60.839993,63.27,5328200,53.670728
"319",62.799996,64.35,62.039999,63.819999,4598000,54.137282
"320",64.120004,65.849999,62.559995,64.819996,4532600,54.98556
"321",65.879998,66.469996,65.079998,65.730006,4215900,55.757504
"322",65.969993,66.499994,64.080005,65.029993,4280300,55.163697
"323",63.529994,64.129997,62.179999,63.469997,4045700,53.840382
"324",63.969999,64.35,61.589997,61.689997,6140200,52.330442
"325",61.419998,61.639993,57.919996,58.040003,8273700,49.234222
"326",55.439993,55.929995,53.060003,54.410002,11732900,46.154962
"327",53.12,54.229999,52.089996,53.230002,11154100,45.15399
"328",53.909995,55.209998,50.979998,55.049992,8102200,46.697853
"329",57.389995,58.350001,56.249998,56.750001,7811500,48.139938
"330",55.819994,56.239993,53.669999,53.949999,6938700,45.76475
"331",55.269995,55.530001,51.459995,52.779991,7876600,44.772255
"332",51.539998,52.899997,49.570002,51.219994,9414700,43.448939
"333",50.619991,52.629998,50.130002,50.230002,7712100,42.609148
"334",48.660001,52.829995,47.970006,52.779991,8203200,44.772255
"335",52.530002,55.14,51.740007,55.110002,8791900,46.748758
"336",55.42,59.589994,55.290001,59.470001,12337100,50.447262
"337",60.119996,60.219996,57.830001,58.81,8313800,49.887396
"338",60.359996,62.020002,60.229997,61.430004,5913700,52.109895
"339",60.999999,63.630003,60.490004,62.739999,6933200,53.221139
"340",63.109994,64.639992,62.43,62.85,7079700,53.314451
"341",62.519996,63.329997,61.210001,62.960002,5384700,53.407763
"342",64.460001,66.499994,64.280002,66.409999,4677400,56.334329
"343",65.989999,66.009997,62.57,62.729994,4285200,53.212651
"344",62.860005,66.559991,61.799999,65.730006,6319000,55.757504
"345",65.620004,66.649999,63.719998,64.150003,4914200,54.417218
"346",64.439995,65.780002,63.310003,65.129994,5223700,55.248526
"347",65.930002,67.110003,64.749993,65.720005,5293400,55.74902
"348",66.259998,68.640001,66.259998,68.410006,6737300,58.030897
"349",71.049998,71.149998,64.980001,67.989993,7845500,57.674608
"350",69.410003,70.199997,67.379998,69.449993,5903000,58.913098
"351",72.259997,76.050008,72.239995,74.720007,8433700,63.38355
"352",73.959997,75.849998,73.649995,75.730004,5888800,64.240311
"353",74.489994,74.750001,71.279993,71.329998,5664900,60.50787
"354",66.730002,69.62,64.999995,68.379994,8751200,58.005439
"355",70.490002,70.56,68.500001,70.150006,5987200,59.506905
"356",70.98,73.029998,69.769993,72.759999,4939200,61.720913
"357",71.99999,72.830006,70.229996,71.080001,5847600,60.295802
"358",70.929995,72.449988,69.76,71.109995,4492900,60.321246
"359",71.780004,72.95,70.429993,72.649998,3898700,61.627601
"360",68.220001,70.04,66.900001,67.050006,6452400,56.877235
"361",68.799994,69.209993,66.760001,68.799994,5900900,58.361717
"362",69.929999,71.36,69.459994,71.049998,3436200,60.270351
"363",70.589999,70.699992,68.879997,69.940004,2904200,59.328765
"364",69.699995,71.349999,69.069993,70.649996,2955200,59.931037
"365",69.919998,73.150001,69.809996,70.779995,4903600,60.041313
"366",70.399994,70.56,67.059998,67.869999,6416600,57.57282
"367",68.969993,69.259997,66.639999,67.499991,5324600,57.258949
"368",66.399998,66.519992,64.789997,65.720005,6028400,55.74902
"369",65.599998,66.139992,63.569997,64.609994,5875800,54.807419
"370",63.429997,64.639992,62.900005,63.760002,5607500,54.086387
"371",63.41,65.459998,63.049997,64.519998,2334800,54.731078
"372",66.699996,67.000001,65.069997,65.81,7023300,55.825362
"373",66.079995,69.089999,65.67,67.649996,5718700,57.386195
"374",70.669993,72.020001,70.129995,71.699997,6245600,60.929816
"375",71.349999,72.680001,70.919995,71.429998,3885900,60.700374
"376",72.389991,73.089995,70.819994,71.049998,4516300,60.377454
"377",72.900004,73.379996,72.230002,73.14,4965500,62.153513
"378",73.450002,74.000001,71.850002,73.099996,4350500,62.119518
"379",72.95,73.350002,71.860003,72.739998,4493300,61.813596
"380",72.359997,73.42,70.669993,71.029996,4984800,60.360457
"381",71.230006,73.839987,71.029996,73.399998,3612300,62.374456
"382",72.139994,72.179998,69.349993,70.749996,4911200,60.122516
"383",71.370001,72.680001,68.360001,68.949999,4937200,58.5929
"384",67.619998,68.440004,65.580005,65.969993,5966500,56.060526
"385",67.220004,67.330006,63.86999,64.230006,5446700,54.581905
"386",64.919992,66.030003,64.07,65.53,6022600,55.686625
"387",65.869997,65.930002,63.630003,63.839992,3714900,54.250476
"388",65.820001,67.689996,65.790002,67.360004,4163900,57.241741
"389",67.369997,67.899998,65.39,67.339998,4070500,57.22474
"390",67.560001,68.629996,66.860001,68.289999,3682500,58.032039
"391",68.519994,68.790002,68.149999,68.470003,2399200,58.185004
"392",68.4,69.099992,68.019992,68.640001,2457800,58.329467
"393",68.780001,68.790002,66.730002,66.830003,2452800,56.791352
"394",67.089997,68.239995,66.989996,67.869999,2388800,57.675128
"395",67.83,68.669999,67.530003,67.989993,1818400,57.777098
"396",69.949996,71.599997,69.839995,70.869999,3714900,60.224493
"397",70.469996,71.750002,69.9,70.940001,3937200,60.28398
"398",70.390002,70.869999,69.300001,70.749996,3571600,60.122516
"399",71.010003,71.680004,70.150006,70.809993,4483800,60.173501
"400",71.029996,71.899998,70.719998,71.550009,3172200,60.802357
"401",72.96,74.220004,72.809995,73.889991,4019600,62.790847
"402",73.569996,74.139997,73.180003,73.639994,3748600,62.578402
"403",74.029995,74.449999,73.010005,73.299997,4006800,62.289477
"404",72.459998,73.350002,71.909999,73.110006,2848800,62.128024
"405",74.400003,74.699996,73.509999,74.120003,3635900,62.986309
"406",73.889991,75.68,73.749995,75.469998,4679300,64.133518
"407",74.979996,75.980002,74.440007,75.800002,3725900,64.413952
"408",75.629995,76.499989,74.110002,74.799997,3921500,63.564159
"409",74.989997,76.170002,74.629998,75.980002,2906900,64.566913
"410",75.029992,76.019997,74.500004,75.980002,3696700,64.566913
"411",75.800002,77.459999,74.190001,77.199993,4968200,65.603647
"412",77.829999,78.449995,75.660007,75.989994,4097100,64.575405
"413",76.029998,77.899997,75.879993,77.400002,3619300,65.773613
"414",76.369994,76.369994,74.919999,75.449996,4429600,64.116521
"415",75.929997,76.129998,73.910001,73.979999,6438000,62.867335
"416",74.46,75.239994,73.59999,74.680003,5019100,63.46219
"417",73.439993,77.620005,73.42,77.079999,6293500,65.501678
"418",78.720003,82.199994,78.720003,82.139997,8429700,69.801605
"419",82.439999,83.699994,80.999996,83.650006,5627500,71.084793
"420",82.870004,83.230003,81.20999,82.110003,5052200,69.776117
"421",82.349999,82.999999,81.550004,81.769998,4302000,69.487184
"422",82.07,83.349996,81.579998,82.459992,4192100,70.073533
"423",82.17,83.589993,81.919995,82.660002,5651900,70.243499
"424",83.410002,83.500001,81.959998,82.599988,3628300,70.1925
"425",82.289994,83.959992,81.990001,83.929998,5281200,71.322727
"426",83.929998,83.980002,82.439999,82.859995,4743900,70.41345
"427",82.849994,84.639994,82.319988,84.550003,5473200,71.8496
"428",85.65,85.889997,83.500001,83.799995,4071500,71.212251
"429",83.810004,85.210003,83.500001,84.579997,3692200,71.875088
"430",84.399998,87.72,84.199988,87.179994,5581500,74.084535
"431",86.899994,87.179994,85.250007,86.230002,3576600,73.277243
"432",86.109999,86.829997,85.55,86.040002,3355400,73.115783
"433",85.62999,85.749992,84.519992,85.229996,3257600,72.42745
"434",85.389994,85.729999,83.859992,84.529993,2661400,71.832595
"435",84.859997,84.900001,82.159999,82.52999,4090300,70.133017
"436",82.969996,84.389997,82.509997,84.089987,2847500,71.458683
"437",83.659999,84.689999,81.669997,82.239998,3584800,69.886585
"438",81.769998,81.89,79.280002,79.940003,4541700,67.932075
"439",78.419993,78.419993,76.609999,77.540007,5376400,65.892587
