"","ICE.Open","ICE.High","ICE.Low","ICE.Close","ICE.Volume","ICE.Adjusted"
"182",127.459999,130.25,126.82,128.199997,719700,125.437746
"183",128.399994,129.130005,126.650002,127.099998,539200,124.361448
"184",126.620003,128.729996,126.230003,127.510002,606100,124.762618
"185",128.470001,130.229996,128.050003,129.479996,565000,126.690165
"186",129.800003,130.440002,128.720001,130.25,659800,127.443578
"187",130.479996,135.380005,130.389999,134.720001,1587500,131.817267
"188",133.570007,133.570007,130.470001,131.940002,871000,129.097167
"189",131.369995,131.869995,130.339996,130.929993,500700,128.10892
"190",129.639999,130.029999,126.720001,127.589996,734100,124.840888
"191",127.809998,128.539993,124.760002,126.07,1162800,123.353642
"192",125.230003,125.599998,123.910004,124.790001,810600,122.101223
"193",121.849998,124.879997,121.209999,123.330002,818500,120.672681
"194",123.139999,125.699997,122.910004,123.769997,740700,121.103196
"195",125.419998,126.279999,124.730003,125.339996,567500,122.639368
"196",126.980003,127.440002,123.910004,124.769997,635200,122.081649
"197",125.769997,126.400002,124.57,125.239998,326700,122.541524
"198",124.849998,126.779999,124.629997,125.75,590300,123.040537
"199",125.300003,127.989998,125.269997,127.029999,470400,124.292957
"200",127.68,128.119995,126.360001,127.300003,419800,124.557143
"201",127.400002,128.339996,126.18,127.980003,371200,125.222492
"202",126.769997,128.240005,125.699997,125.809998,501000,123.099242
"203",125.510002,126.129997,123.980003,126.120003,441800,123.402568
"204",126.910004,126.949997,124.720001,124.93,401800,122.238206
"205",124.599998,124.980003,122.059998,123.540001,805300,120.878156
"206",122.599998,123.25,117.949997,119.75,4351000,117.169816
"207",120.389999,122.910004,118.150002,118.900002,1411100,116.338132
"208",118.75,120.029999,117.660004,119.809998,925000,117.228521
"209",119.739998,122.82,119.730003,122.489998,1064300,119.850777
"210",124.309998,124.940002,121.830002,122.260002,805300,119.625736
"211",122.349998,122.970001,119.879997,120.550003,539000,117.952582
"212",120.849998,121.669998,119.699997,120.550003,598400,117.952582
"213",119.760002,121.970001,119.379997,120.480003,464700,117.88409
"214",121.099998,122,120.550003,121.190002,475000,118.578791
"215",120.480003,121.720001,119.709999,120.639999,371300,118.040639
"216",121.050003,122.389999,120.5,122.019997,704000,119.390902
"217",120.779999,120.779999,119.169998,119.839996,507600,117.257873
"218",119.879997,120.690002,118.5,119.330002,491900,116.758867
"219",120.690002,120.940002,120.139999,120.660004,444700,118.060212
"220",121.010002,122.209999,120.720001,122.18,387100,119.547458
"221",122.470001,123.309998,120.599998,122,637800,119.371336
"222",122.230003,123.5,122.029999,122.370003,622700,119.733367
"223",122.75,123.169998,120.18,121.790001,497100,119.165862
"224",121.550003,121.949997,119.610001,120.199997,472200,117.610117
"225",120.290001,120.660004,118.800003,120.349998,590000,117.756886
"226",120.639999,120.769997,117.699997,118.199997,871500,115.65321
"227",117.989998,118.68,116.07,116.449997,723700,113.940916
"228",115.989998,117,112.199997,114.849998,1858600,112.375392
"229",114.300003,115.330002,112.230003,114.059998,964500,111.602413
"230",115.199997,118.099998,114.93,117.599998,1200400,115.066139
"231",117.760002,119.309998,116.940002,118.93,841500,116.367484
"232",119.010002,120.349998,118.300003,120.25,565100,117.659043
"233",120.059998,121.440002,119.379997,120.309998,978600,117.717747
"234",119.790001,120.879997,118.660004,120.040001,807000,117.453568
"235",119.940002,120.580002,117.870003,118.32,451900,115.770627
"236",121.260002,126.669998,120.989998,122.220001,2212000,119.586597
"237",122.540001,123.349998,120.110001,120.480003,1287800,117.88409
"238",120.639999,122.57,120.419998,122.370003,493600,119.733367
"239",122.620003,123,120.919998,122.860001,545800,120.212807
"240",122.769997,123.620003,121.019997,121.18,412300,118.569005
"241",119.989998,120.589996,119.5,120.410004,492900,117.815599
"242",120.589996,121.669998,119.889999,121.360001,628100,118.745127
"243",120.75,121.690002,120.239998,121.150002,506200,118.539652
"244",120.550003,120.779999,119.75,120.370003,511300,117.77646
"245",121.199997,121.730003,118.610001,119.169998,582000,116.602311
"246",120.209999,120.660004,118.809998,120.650002,1248800,118.050426
"247",120.43,120.720001,116.540001,116.610001,734900,114.097472
"248",116.889999,117.980003,115.900002,117.360001,556000,114.831312
"249",116.150002,117.5,115.5,115.629997,446800,113.138584
"250",115,115.5,113.260002,113.75,524400,111.299094
"251",114.120003,114.809998,113.32,113.849998,365900,111.396938
"252",112.82,113.949997,112.660004,113.209999,655900,110.770729
"253",113.610001,117,113.019997,116.709999,625900,114.195316
"254",115.459999,116.800003,115.040001,115.790001,485700,113.295141
"255",116.18,116.93,115.610001,115.959999,494900,113.461476
"256",117.089996,118.849998,116.709999,118.57,514800,116.01524
"257",117.5,118.059998,115.760002,116.519997,587900,114.009407
"258",116.370003,119.290001,116.080002,117.110001,843100,114.586699
"259",117.919998,118.959999,117.650002,118.110001,484300,115.565153
"260",119.470001,120.730003,118.139999,120.629997,561000,118.030852
"261",121.139999,122.330002,120.510002,122.269997,570700,119.635516
"262",122.290001,122.959999,119.830002,119.93,514700,117.345938
"263",118.360001,119.959999,117.260002,119.620003,631700,117.04262
"264",119.639999,120.269997,117.760002,118.559998,407000,116.005454
"265",118.910004,120.910004,118.650002,120.519997,362900,117.923222
"266",120.800003,123.550003,119.849998,122.410004,393700,119.772506
"267",122.970001,125.849998,122.760002,124.150002,673600,121.475013
"268",124.699997,125.75,123.970001,124.709999,498000,122.022945
"269",124.839996,127.269997,124.779999,126.980003,453500,124.244038
"270",126.669998,129.139999,126.669998,128.509995,627300,125.741064
"271",127.959999,127.959999,126.82,127.830002,295600,125.075722
"272",129.080002,131.720001,128.360001,129.520004,590500,126.729311
"273",127.970001,128.889999,127.160004,128.399994,365100,125.633433
"274",126.809998,127.809998,124.709999,125.589996,458900,122.883981
"275",125.620003,127,125.230003,125.32,256200,122.619802
"276",126.279999,127.980003,125.870003,126.120003,452000,123.402568
"277",126.75,128.5,125.809998,126.029999,694800,123.314503
"278",126.260002,127.57,125.449997,127.5,369200,124.752831
"279",127.220001,127.839996,125.169998,125.879997,449300,123.167734
"280",126.650002,127.75,125.940002,127.650002,310800,124.899601
"281",128,128.740005,125.940002,126.309998,538200,123.588469
"282",127.440002,128.5,126.809998,128.199997,589800,125.437746
"283",126.849998,129.360001,126.849998,128.720001,308100,125.946546
"284",127.400002,128.660004,127.059998,127.82,267400,125.065936
"285",127.459999,127.900002,126.110001,126.290001,507400,123.568903
"286",125.809998,126.519997,122.82,123.080002,527500,120.428068
"287",123.18,125.610001,123.18,123.599998,368900,120.936861
"288",122.580002,124.970001,121.5,123.300003,473600,120.643329
"289",124.730003,124.730003,120.919998,122.120003,441200,119.488753
"290",121.220001,122.129997,119.07,119.089996,666000,116.524033
"291",119.400002,120.550003,114.110001,117.019997,1213000,114.498634
"292",115.309998,115.870003,110.669998,110.839996,973000,108.451791
"293",112.209999,113.800003,109.029999,110.160004,1064700,107.78645
"294",107.599998,110.870003,102.57,103.910004,2595600,101.671115
"295",106.010002,114.370003,104.769997,113,2844100,110.565254
"296",110,114.839996,106.75,109.800003,1872300,107.434206
"297",111,118.25,110.699997,116.849998,1184600,114.332299
"298",117.559998,118.260002,114.410004,114.879997,648900,112.404744
"299",115.889999,116.650002,114.720001,116.43,733700,113.92135
"300",115.029999,115.519997,109.290001,111.220001,1606800,108.823608
"301",111.849998,113.940002,110.629997,111.139999,729600,108.74533
"302",108.050003,108.529999,104.919998,105.730003,800900,103.4519
"303",104.209999,107.330002,104,105.050003,707200,102.786551
"304",107.099998,108.489998,105.769997,106.239998,530200,103.950906
"305",106.269997,111.410004,105.309998,111.290001,703600,108.892099
"306",110.900002,112.699997,110.099998,112.610001,439700,110.183658
"307",113.919998,113.919998,109.260002,110.239998,509300,107.86472
"308",109.360001,112.300003,107.150002,112.089996,436800,109.674858
"309",114.610001,116.459999,113.639999,116.449997,478100,113.940916
"310",115.989998,116.959999,113.68,116.209999,438700,113.706089
"311",117.32,118.43,116.510002,117.949997,571100,115.408596
"312",117.730003,117.980003,114.82,115.209999,439500,112.727636
"313",113.410004,114.120003,111.650002,112.529999,368100,110.10538
"314",108.989998,113.5,108.82,113.18,590300,110.741376
"315",114.610001,117.25,113.730003,117.07,739100,114.54756
"316",116.110001,118,115.190002,116.699997,602500,114.185529
"317",115.519997,117.019997,113.849998,114.480003,658000,112.013369
"318",112.669998,117.739998,112.080002,117.639999,660100,115.105278
"319",117.559998,119.339996,116.199997,119.120003,582800,116.553393
"320",119.75,121.989998,116.360001,120.489998,681700,117.893869
"321",121.300003,123.790001,118.839996,123.68,958400,121.015139
"322",123.709999,125.279999,122.919998,124.980003,882200,122.287131
"323",122.620003,123.970001,121.059998,122.879997,490700,120.232373
"324",123.720001,125.5,121.889999,122.449997,424000,119.811637
"325",122.5,126.459999,122.459999,122.870003,882100,120.222594
"326",120.110001,123.580002,118.809998,122.940002,1199200,120.291085
"327",122.529999,123.470001,119.82,122.099998,1170400,119.46918
"328",123.629997,124.220001,119.419998,124.07,799900,121.396735
"329",125.07,125.68,123.309998,124.040001,998000,121.367383
"330",123.07,124.010002,120.639999,121.419998,914700,118.803831
"331",123,123.870003,119.18,122.18,681700,119.547458
"332",120.879997,121.379997,118.150002,118.260002,606000,115.711922
"333",117.870003,121.209999,117.559998,117.699997,866200,115.163983
"334",116.440002,121.709999,115.230003,121.260002,885200,118.647283
"335",121.43,123.800003,119.379997,123.129997,577800,120.476986
"336",122.970001,125.68,121.5,125.510002,460600,122.80571
"337",124.730003,124.730003,121.050003,121.620003,750600,118.999527
"338",123.739998,126.379997,123.489998,125.970001,468700,123.255798
"339",125,125.489998,121.580002,123.099998,705000,120.447634
"340",124.129997,127.440002,123.459999,125.610001,566000,122.903554
"341",124.779999,124.860001,122.339996,124.080002,415400,121.406522
"342",125.449997,125.510002,123,124.449997,479000,121.768545
"343",123.410004,124.959999,121.949997,122.279999,647500,119.645302
"344",122.5,125.279999,119.699997,124.5,858200,121.81747
"345",124.699997,125.169998,122.559998,122.809998,800200,120.163881
"346",123.419998,123.43,120.889999,122.809998,544800,120.163881
"347",123.610001,128,123.610001,126.510002,864400,123.784164
"348",126.870003,130,126.629997,128.240005,854500,125.476892
"349",126.410004,127.300003,123.720001,124.120003,506900,121.445661
"350",126.129997,126.910004,124.440002,125.730003,828800,123.020971
"351",130.699997,132.669998,128.369995,132.119995,1433200,129.273282
"352",131.679993,132.889999,129.679993,132.440002,660000,129.586394
"353",128.910004,132.320007,128.910004,129.880005,761300,127.081555
"354",126.790001,128.649994,122.949997,123.260002,1415100,120.60419
"355",124.980003,129.770004,119.870003,122.620003,1616700,119.97798
"356",125,128.759995,122.82,127.809998,830900,125.056149
"357",126.980003,129.350006,126.459999,127.489998,852800,124.743044
"358",127.040001,127.949997,123.849998,124.730003,773800,122.042518
"359",125.419998,127.309998,124.709999,127.059998,709100,124.322309
"360",123.760002,125.809998,123.019997,124.150002,899700,121.475013
"361",125.980003,126.279999,123.349998,125.339996,753500,122.639368
"362",126.980003,128,125.75,127.889999,467500,125.134427
"363",127.059998,127.309998,125.75,126.68,440100,123.950499
"364",126.25,127.68,125.779999,127.029999,556200,124.292957
"365",125.599998,126.190002,122.349998,122.459999,913200,119.821424
"366",122,122.5,117.669998,118.169998,958300,115.623857
"367",117.989998,119.139999,116.510002,117.209999,943500,114.684543
"368",114.709999,116.199997,113.449997,114.150002,835500,111.690477
"369",114.470001,117.5,113.889999,115.910004,771000,113.412558
"370",114.949997,115.580002,113.260002,113.309998,627500,110.868572
"371",113.019997,114.589996,113,113.779999,172100,111.328447
"372",117.139999,118.120003,115.970001,117.559998,613100,115.027
"373",117.339996,120.190002,116.389999,117.379997,804800,114.850878
"374",120.919998,121.889999,119.300003,121.720001,824300,119.097371
"375",121.43,125.639999,119.68,124.699997,920900,122.013158
"376",125.879997,127.540001,123.139999,123.419998,535400,120.760739
"377",125.169998,125.790001,121.419998,122.230003,733100,119.596384
"378",122.019997,124.040001,121.959999,123.279999,586000,120.623756
"379",122.120003,123.739998,119.75,122.980003,817400,120.330224
"380",122.150002,124.019997,120.279999,120.589996,543200,117.991713
"381",121.309998,123.43,120.68,122.889999,417600,120.242159
"382",121.449997,121.93,118.510002,119.540001,422400,116.964341
"383",119.910004,120.580002,115.910004,117.349998,761900,114.821526
"384",117.040001,118.18,116.120003,117.25,592500,114.723682
"385",118.43,118.5,116.040001,117.120003,790500,114.596486
"386",118.260002,118.879997,116.82,117.68,737800,115.144417
"387",118.309998,118.330002,115.800003,116.190002,565800,113.686523
"388",118.099998,120.239998,117.989998,119.900002,359600,117.316585
"389",119.889999,119.980003,117.199997,118.550003,256200,115.995674
"390",118.75,119.900002,118.379997,119.540001,329900,116.964341
"391",119.449997,120.169998,117.830002,120.120003,201700,117.531846
"392",119.839996,121.18,119.029999,120.57,205300,117.972147
"393",120.510002,120.779999,118.790001,119.419998,274400,116.846924
"394",119.760002,121.849998,119.230003,121.300003,270700,118.686422
"395",121.269997,121.75,120.120003,120.550003,242600,117.952582
"396",122.400002,123.120003,118.400002,118.57,747500,116.01524
"397",118.57,119.209999,115.82,117.019997,615200,114.498634
"398",115.93,117.220001,114.690002,117.010002,690800,114.488855
"399",115.879997,116.559998,113.730003,115.010002,841900,112.531948
"400",115.650002,115.690002,111.68,112.580002,1119200,110.154305
"401",113.620003,114.07,112.739998,113.910004,1128600,111.45565
"402",113.129997,113.449997,111.82,112.610001,814200,110.183658
"403",113.019997,115.139999,112.580002,114.940002,864000,112.463456
"404",113.860001,117.199997,113.860001,116.470001,1122400,113.960489
"405",115.730003,116.989998,111.779999,112.150002,1366400,109.73357
"406",112.089996,114.760002,110.669998,114.75,1121800,112.277548
"407",115.169998,118.849998,113.949997,118.029999,979600,115.486874
"408",118.089996,118.339996,116.260002,117.410004,664500,114.880238
"409",117.5,118.910004,117,118.529999,704100,115.976101
"410",117.18,119.290001,116.309998,118.93,565500,116.367484
"411",118.32,118.870003,117,117.529999,855700,114.997648
"412",118,119.019997,117.07,117.449997,639300,114.91937
"413",117.029999,117.82,115.709999,116.449997,669200,113.940916
"414",115.480003,116.470001,114.529999,115.43,563800,112.942897
"415",115.849998,116.07,114.199997,114.480003,616600,112.013369
"416",115.559998,115.809998,114.580002,114.690002,801500,112.218843
"417",115.07,119.68,114.599998,119.650002,858400,117.071972
"418",120.230003,122.629997,120.230003,122.32,746100,119.684441
"419",120.199997,123,120.199997,122.760002,605800,120.114963
"420",122.260002,124.410004,121.849998,122.769997,964800,120.124742
"421",125.980003,131.460007,125.980003,130.080002,1628100,127.277243
"422",130.860001,132.830002,130.399994,131.929993,1057200,129.087373
"423",130.229996,134.990005,128.889999,134.830002,1065400,131.924898
"424",135,135,131.520004,133.740005,740100,130.858387
"425",134.240005,134.240005,132.580002,133.679993,568500,130.799667
"426",133.860001,134.279999,132.600006,132.860001,572300,129.997343
"427",132.820007,134,131.949997,133.830002,1052500,130.946444
"428",134.279999,135,133.289993,134.470001,692300,131.572654
"429",132.320007,134.389999,132.309998,133.369995,529100,130.496349
"430",132.25,134.130005,132.25,133.149994,460500,130.281088
"431",133.100006,140.460007,132.509995,139.259995,1482200,136.25944
"432",140.100006,140.100006,137.550003,139.740005,980600,136.729108
"433",138.820007,139.979996,136.649994,139.630005,726800,136.621478
"434",139.800003,140.110001,137.339996,139.860001,588500,136.846518
"435",139.529999,140.5,137.490005,137.960007,693800,134.987462
"436",138.059998,140.110001,137.029999,139.800003,950100,136.787813
"437",139.960007,141.899994,139.050003,139.330002,558600,136.327939
"438",139.130005,139.770004,137.339996,138.149994,577000,135.173356
"439",136.259995,138.850006,136.210007,137.570007,682800,134.605866
"440",137.369995,140.839996,137.369995,139.419998,614000,136.415996
"441",140.339996,140.339996,138.970001,139.699997,416100,136.689962
"442",140.020004,142.399994,139.570007,141.820007,563800,138.764293
"443",141.820007,142.5,138.330002,138.630005,385000,135.643024
"444",139.320007,142.369995,138.880005,142.369995,506300,139.302431
"445",139.279999,142.490005,139.279999,140.720001,407200,137.687988
"446",140.770004,142.75,140.100006,141.850006,450700,138.793646
"447",141.75,141.75,139,139,675100,136.005047
"448",139.419998,141,137.830002,140.279999,376500,137.257467
"449",139.979996,140.820007,138.660004,139.869995,402300,136.856297
"450",139.309998,140.259995,136.610001,139.380005,502700,136.376864
"451",138.600006,140.259995,137.320007,139.649994,451600,136.641036
"452",140,140.899994,138.229996,139.479996,550400,136.474701
"453",140.220001,141.240005,138.589996,139.169998,836100,136.171382
"454",139.020004,139.210007,136.990005,137.149994,535700,134.194902
"455",137.460007,137.710007,135.270004,136.119995,644900,133.187096
"456",135.279999,136.100006,134.639999,135.190002,526900,132.277141
"457",136.169998,138.570007,135.229996,137.419998,631700,134.459089
"458",137.089996,139.559998,136.490005,138.619995,420600,135.63323
