"","KRFT.Open","KRFT.High","KRFT.Low","KRFT.Close","KRFT.Volume","KRFT.Adjusted"
"142",51.220001,52.110001,50.970001,52.07,3352700,48.063281
"143",51.740002,51.880001,50.709999,50.720001,3783400,46.817163
"144",51.040001,51.560001,50.75,51.490002,2330500,47.527913
"145",51.110001,51.23,50.130001,50.419998,3009500,46.540245
"146",50.5,50.779999,49.790001,50.09,2957600,46.23564
"147",49.860001,50.720001,49.860001,50.349998,2228000,46.475631
"148",50.59,50.810001,50.029999,50.639999,2121100,46.743317
"149",50.869999,51.23,50.369999,51.189999,2325900,47.250995
"150",51.25,51.52,50.630001,50.68,2494900,46.78024
"151",50.900002,51.310001,50.689999,51.279999,2325200,47.334069
"152",51.459999,51.700001,50.77,50.919998,2547100,47.00177
"153",51.27,52.060001,51.25,51.57,2589400,47.601755
"154",51.400002,51.73,51.080002,51.490002,2757600,47.527913
"155",51.189999,51.41,50.779999,51.07,2059700,47.140229
"156",51.16,51.889999,50.040001,50.529999,4545000,46.641781
"157",53,54.099998,52.369999,53.110001,6136800,49.023255
"158",53.07,53.650002,52.610001,53.389999,3583200,49.281708
"159",53.310001,55.689999,53.240002,54.849998,6666100,50.629362
"160",54.93,55.130001,54.240002,55.02,4018800,50.786283
"161",55.5,55.57,54.73,55.049999,2787600,50.813973
"162",55.189999,55.540001,55.049999,55.220001,3125700,50.970894
"163",55.27,55.349998,54.209999,54.400002,2899300,50.213992
"164",54.299999,54.810001,53.950001,54.77,2098400,50.55552
"165",54.619999,55.259998,54.200001,55.200001,1588700,50.952432
"166",55.82,55.82,54.970001,55.52,2265900,51.247808
"167",55.740002,56.130001,54.970001,56.110001,2762000,51.792409
"168",56.130001,56.27,55.389999,56.240002,2688000,51.912407
"169",56.27,57.09,56.130001,56.610001,4148100,52.253935
"170",56.560001,57.259998,56.25,56.950001,5880400,52.567772
"171",56.470001,57.150002,56.330002,56.900002,3383900,52.52162
"172",56.380001,57.139999,56,57.009998,1725500,52.623153
"173",57.380001,57.84,56.990002,57.540001,2341800,53.112373
"174",57.299999,57.540001,56.610001,56.709999,2428900,52.346238
"175",56.529999,56.860001,55.389999,55.41,2712100,51.146272
"176",55.470001,55.689999,54.799999,55.130001,4868200,50.887819
"177",55.139999,55.389999,53.630001,54.939999,4384700,50.712437
"178",55.130001,55.470001,53.709999,54.400002,4318400,50.213992
"179",54.18,54.310001,53.209999,53.299999,2809200,49.198633
"180",53.48,54.040001,52.939999,53.740002,2814400,49.604778
"181",54.07,54.470001,53.220001,54.369999,3110800,50.186298
"182",54.48,54.52,53.68,54.509998,2545600,50.315525
"183",54.34,54.48,53.540001,54.139999,2292500,49.973997
"184",54.5,54.599998,53.439999,53.450001,2318200,49.337093
"185",53.599998,56.119999,53.549999,55.990002,4916700,51.681644
"186",55.790001,56.48,55.27,55.68,2897500,51.395497
"187",55.82,56.470001,55.459999,55.93,2012600,51.626259
"188",55.900002,56.73,55.880001,56.650002,1909500,52.290857
"189",56.650002,56.740002,55.299999,55.330002,3301200,51.07243
"190",55.099998,55.150002,52.91,52.990002,4797800,48.91249
"191",53.299999,53.84,52.799999,53.459999,6135400,49.346322
"192",53.330002,54.220001,52.91,53.82,3300400,49.678621
"193",54.349998,55.139999,54.040001,54.689999,3547600,50.481674
"194",54.650002,55.130001,53.669998,54.34,3588900,50.62141
"195",54.540001,55.75,54.540001,55.32,2224800,51.534346
"196",54.889999,56,54.889999,55.869999,11861400,52.046708
"197",55.75,56.25,54.849998,54.98,2478000,51.217613
"198",55.259998,56.07,54.900002,55.529999,2817500,51.729975
"199",55.009998,55.580002,54.889999,55.509998,1141700,51.711343
"200",56,56.049999,55.080002,55.240002,2019700,51.459823
"201",55.630001,55.970001,54.639999,55.029999,2973600,51.264191
"202",55.68,56,55.279999,55.380001,2006300,51.590242
"203",55.509998,56.330002,55.389999,56.060001,1667600,52.223708
"204",56.73,56.869999,56.459999,56.68,2213100,52.801279
"205",56.82,57.189999,56.439999,56.689999,2164800,52.810594
"206",56.5,57.75,56.48,57.630001,1935100,53.68627
"207",57.75,57.84,57.34,57.470001,1763900,53.537219
"208",57.450001,57.709999,57.25,57.349998,2e+06,53.425428
"209",57.349998,58.049999,56.669998,57.18,2098600,53.267063
"210",57.540001,57.970001,56.700001,57.66,2281300,53.714216
"211",58.439999,58.759998,57.93,58.290001,2309200,54.301105
"212",58.400002,58.400002,57.080002,57.200001,1935900,53.285695
"213",57.349998,57.68,56.07,56.439999,2145100,52.577702
"214",56.18,57.07,56.130001,56.860001,1749000,52.968962
"215",56.439999,56.700001,55.68,56.450001,2491100,52.587019
"216",56.75,57,56.369999,56.490002,1944100,52.624283
"217",56.509998,57.130001,56.490002,56.639999,1659200,52.764016
"218",56.470001,56.939999,56.060001,56.580002,1819500,52.708124
"219",57.080002,57.48,56.779999,57.139999,2303300,53.2298
"220",57.049999,57.75,56.009998,57.5,3352600,53.565165
"221",56.709999,57.049999,56.349998,56.450001,2447300,52.587019
"222",56.16,56.84,56.16,56.700001,2249700,52.819911
"223",56.25,56.5,55.130001,55.200001,2392000,51.422559
"224",55.549999,56.470001,55.279999,56.209999,2664000,52.363441
"225",56.41,56.41,55.759998,56.259998,1569800,52.410019
"226",56,56.59,55.470001,55.549999,2284700,51.748606
"227",55.77,56.369999,55.450001,56.040001,1802400,52.205076
"228",56.119999,56.189999,54.549999,55.169998,3755300,51.39461
"229",54.619999,54.689999,53.369999,53.5,3706600,49.838893
"230",53.259998,53.34,52.529999,52.77,3824600,49.158848
"231",52.419998,52.5,51.91,52.110001,4050000,48.544014
"232",52.450001,53.610001,52.189999,52.630001,3293400,49.028429
"233",52.580002,52.759998,51.990002,52.27,2543800,48.693064
"234",52.32,53.290001,52.27,53.02,1946700,49.39174
"235",52.990002,53.380001,52.77,52.82,2790600,49.205426
"236",53.09,53.09,51.689999,52.080002,3153500,48.516068
"237",51.669998,52.310001,51.529999,51.939999,3203400,48.385645
"238",51.75,52,51.200001,51.57,2697200,48.040966
"239",51.23,52.290001,51.220001,51.93,2582400,48.376331
"240",51.970001,52.25,51.529999,51.77,1966500,48.22728
"241",52.490002,53.130001,52.009998,52.360001,2393800,48.776906
"242",52.200001,53.200001,52.099998,52.939999,2591600,49.317213
"243",52.84,53.259998,52.68,52.889999,1990000,49.270636
"244",53.43,53.810001,52.580002,53.209999,2791400,49.568737
"245",53.509998,54.439999,53.240002,54.23,3474000,50.518937
"246",54.310001,54.400002,52.639999,53.119999,4583000,49.484896
"247",53,53.73,53,53.639999,2828100,49.969312
"248",53.529999,53.639999,53.290001,53.400002,2077300,49.745737
"249",53.740002,54.279999,53.330002,54.240002,1962700,50.528255
"250",54.68,55.169998,54.580002,54.790001,2053300,51.040616
"251",54.799999,55.200001,54.580002,55,1491800,51.236245
"252",55.169998,55.650002,54.380001,55.529999,2434400,51.729975
"253",55.5,55.509998,53.799999,53.98,3974600,50.286045
"254",53.93,54.450001,53.799999,54.029999,15053400,50.332623
"255",54.099998,54.279999,53.57,53.98,1722200,50.286045
"256",54.110001,54.110001,52.950001,53.040001,3026800,49.410372
"257",53.099998,53.32,52.439999,52.639999,2445100,49.037743
"258",52.900002,53.060001,52.32,53.040001,1944200,49.410372
"259",52.880001,53.099998,52.25,52.880001,1792300,49.261321
"260",52.389999,52.82,52.080002,52.48,2637800,48.888693
"261",52.459999,53,52.279999,52.959999,2041000,49.335845
"262",52.59,53.080002,52.099998,53.060001,2565300,49.429004
"263",52.860001,53.029999,52.119999,52.459999,2071000,48.870061
"264",52.509998,53.459999,52.419998,53.220001,9195800,49.578055
"265",52.709999,54.360001,52.709999,53.849998,8603200,50.16494
"266",53.790001,53.82,52.709999,53.07,3671600,49.438318
"267",52.549999,52.790001,51.77,51.880001,3463000,48.812636
"268",52.360001,52.939999,52.25,52.57,2955200,49.461839
"269",52.419998,52.889999,52.290001,52.34,3024500,49.245438
"270",52.200001,52.5,52.099998,52.360001,3085600,49.264256
"271",52.099998,52.32,51.720001,52.110001,3185900,49.029037
"272",52.450001,53.099998,52.369999,53.060001,2611200,49.92287
"273",52.610001,53.880001,52.610001,53.779999,2283400,50.600298
"274",53.810001,53.990002,53.619999,53.689999,2282100,50.515619
"275",53.709999,54.029999,53.240002,54.009998,1646100,50.816699
"276",54.540001,54.950001,54.009998,54.73,2024600,51.49413
"277",54.349998,54.98,54.16,54.419998,1583600,51.202458
"278",54.639999,54.82,54.299999,54.610001,1464300,51.381226
"279",54.91,54.970001,54.52,54.959999,1508600,51.710531
"280",54.619999,55.73,54.619999,55.509998,2705100,52.228012
"281",55.68,55.799999,55,55.790001,2396700,52.49146
"282",55.75,55.93,55.220001,55.439999,1804900,52.162151
"283",54.790001,54.790001,53.080002,54.380001,5739700,51.164825
"284",54.509998,55.139999,54.330002,54.630001,3638200,51.400044
"285",54.66,55.029999,54.450001,54.580002,2370000,51.353001
"286",54.380001,54.509998,54.09,54.110001,2137100,50.910788
"287",54.299999,54.5,54.07,54.369999,2193200,51.155415
"288",54.25,54.380001,53.259998,53.439999,2959000,50.2804
"289",53.5,53.549999,52.369999,52.73,6687700,49.612379
"290",52.610001,52.799999,52.119999,52.380001,3177500,49.283074
"291",52.389999,52.5,51.84,51.959999,4313600,48.887904
"292",52.369999,52.529999,51.970001,52.52,3175800,49.414796
"293",52.709999,53.18,52.580002,53.02,2716400,49.885234
"294",53.07,53.130001,52.509998,53.049999,3306900,49.913459
"295",53.310001,53.939999,52.799999,52.939999,2952600,49.809962
"296",52.959999,53.110001,52.68,52.869999,2975800,49.744101
"297",53.59,53.59,52.290001,52.59,3899400,49.480657
"298",52.689999,52.82,52.09,52.5,3584600,49.395978
"299",52.130001,52.900002,52.119999,52.720001,2390900,49.602972
"300",52.990002,52.990002,52.599998,52.68,2034900,49.565336
"301",52.970001,53.59,52.799999,53.169998,3702800,50.026363
"302",53.099998,53.59,53,53.389999,2600400,50.233357
"303",53.389999,53.689999,53.029999,53.119999,1443100,49.97932
"304",53.360001,53.41,52.759998,53.099998,2398400,49.960502
"305",52.91,53.32,52.860001,53.029999,2365500,49.894641
"306",52.869999,52.990002,52.310001,52.810001,2522000,49.687651
"307",52.880001,52.98,52.450001,52.66,2183400,49.546518
"308",53.049999,53.599998,53.040001,53.549999,2363100,50.383897
"309",54.580002,54.919998,54.299999,54.5,3941000,51.277729
"310",54.720001,54.779999,53.669998,54.060001,3160200,50.863745
"311",53.860001,54.139999,53.630001,53.73,2138500,50.553255
"312",53.630001,53.689999,52.669998,52.93,3206200,49.800555
"313",53.25,53.27,52.470001,52.610001,3145200,49.499475
"314",52.720001,53.299999,52.599998,52.84,2000100,49.715876
"315",52.700001,52.75,52.299999,52.439999,2791800,49.339524
"316",53.220001,53.419998,52.41,53.34,4538600,50.186314
"317",53.419998,53.5,52.91,53.18,4173500,50.035774
"318",53.290001,54.049999,53.200001,54,5544200,50.807292
"319",53.650002,54,53.509998,53.950001,2257000,50.760248
"320",53.330002,53.490002,53.060001,53.32,1103100,50.660486
"321",53.34,53.709999,53.220001,53.630001,1399800,50.955025
"322",53.790001,53.939999,53.560001,53.709999,1490400,51.031032
"323",53.669998,54.119999,53.599998,53.939999,1629100,51.24956
"324",53.91,54.209999,53.720001,53.91,1720000,51.221058
"325",53.799999,53.889999,53.43,53.73,1770300,51.050035
"326",53.700001,53.990002,53.380001,53.450001,2055900,50.784002
"327",53.939999,53.939999,53.110001,53.43,2386600,50.765
"328",53.369999,54.16,53.32,53.93,3334100,51.24006
"329",54.32,54.48,52.810001,53.25,5406700,50.593977
"330",53.470001,53.720001,52.869999,53.32,3363100,50.660486
"331",53.41,53.82,53.119999,53.799999,2429200,51.116544
"332",53.650002,54.060001,53.209999,53.490002,3619200,50.822008
"333",53.66,54.709999,53.509998,54.419998,4294500,51.705618
"334",54.48,54.68,54,54.509998,2612400,51.791129
"335",54.34,54.849998,54.110001,54.689999,2365500,51.962151
"336",54.529999,55.110001,54.400002,54.759998,4169400,52.028659
"337",55.200001,55.200001,54.049999,54.240002,3443400,51.534599
"338",54.43,54.52,54.040001,54.400002,2794700,51.686619
"339",54.139999,54.25,53.310001,53.490002,3474100,50.822008
"340",53.169998,53.560001,52.669998,52.889999,3286800,50.251933
"341",53.040001,53.209999,52.73,52.84,3082900,50.204428
"342",52.959999,53.099998,52.580002,52.880001,2216300,50.242433
"343",52.549999,52.880001,52.060001,52.189999,2954000,49.586847
"344",52.59,52.810001,52.209999,52.68,2982700,50.052408
"345",52.009998,52.599998,51.990002,52.349998,3247600,49.738866
"346",52.860001,52.91,51.07,51.119999,4699600,48.570217
"347",51.240002,51.459999,50.59,51.060001,3743100,48.513212
"348",51,51.32,50.540001,51.119999,3396300,48.570217
"349",51.380001,51.709999,51.25,51.650002,2764700,49.073784
"350",52.110001,52.419998,51.91,52.299999,3058800,49.691361
"351",52.349998,53.290001,52.110001,53.189999,3443500,50.536969
"352",53.099998,53.400002,52.91,53.169998,3885100,50.517966
"353",53.450001,53.619999,53.080002,53.419998,3279800,50.755496
"354",53.07,53.75,53.07,53.610001,3388800,50.936022
"355",54.849998,55,52.560001,53.759998,8027200,51.078538
"356",53.889999,54.470001,53.700001,54.330002,3582500,51.620111
"357",54,54.689999,53.990002,54.560001,3309500,51.838638
"358",54.529999,55.599998,54.529999,55.200001,4253900,52.446715
"359",54.970001,55.57,54.75,55.09,3584200,52.342201
"360",55,55.630001,55,55.119999,2891800,52.370704
"361",55.040001,55.75,55.040001,55.490002,2619600,52.722251
"362",55.689999,55.700001,54.540001,54.880001,3626300,52.142677
"363",54.759998,55.18,54.529999,55.169998,4120200,52.418209
"364",55.279999,55.59,54.959999,55.27,2930500,52.513224
"365",54.880001,55.200001,54.48,55.099998,2288400,52.351701
"366",55.549999,56.02,55.41,55.799999,2628100,53.016787
"367",55.52,55.669998,55.32,55.630001,2629900,52.855268
"368",55.799999,55.799999,55.540001,55.619999,1537100,52.845765
"369",55.970001,55.990002,55.200001,55.650002,1864600,52.874271
"370",55.689999,56.040001,55.459999,55.52,2082300,52.750754
"371",55.540001,55.759998,55.189999,55.419998,2213000,52.65574
"372",55,55.720001,55,55.720001,2482000,52.940779
"373",55.259998,56.099998,55.139999,55.669998,2033600,52.89327
"374",55.34,55.75,55.25,55.470001,2922200,52.703249
"375",55.889999,56,55.52,55.919998,2323600,53.1308
"376",56,56.369999,55.68,56.209999,1880000,53.406337
"377",56.34,56.349998,55.450001,55.77,2015400,52.988284
"378",55.59,56.049999,55.450001,56.029999,1525600,53.235314
"379",56.560001,56.560001,55.349998,55.369999,3794000,52.608234
"380",55.689999,55.91,55.040001,55.439999,2402100,52.674742
"381",55.57,55.869999,55.48,55.759998,1835500,52.978781
"382",56,56.299999,55.830002,55.900002,2641000,53.111801
"383",55.740002,55.889999,55.41,55.540001,2127500,52.769757
"384",55.73,56,55.43,55.700001,2031100,52.921776
"385",55.849998,56.490002,55.73,56.099998,2503900,53.301823
"386",56.16,56.240002,55.77,56.110001,2898700,53.311326
"387",55.98,56.759998,55.75,56.650002,2985000,53.824392
"388",56.75,57.380001,56.59,57.32,3259700,54.460972
"389",57.700001,57.759998,56.790001,56.799999,4340800,53.966908
"390",56.799999,57.970001,56.540001,57.59,4465000,54.717505
"391",57.68,57.950001,57.119999,57.439999,3866500,54.574986
"392",57.029999,57.080002,56.119999,56.209999,4413400,53.898969
"393",56.369999,57.07,55.849998,55.889999,2973800,53.592126
"394",56.32,56.32,55.470001,55.639999,2618100,53.352405
"395",56.09,56.360001,55.66,56.209999,2467500,53.898969
"396",56.419998,56.560001,55.93,56.139999,2434800,53.831848
"397",56.470001,56.73,56.150002,56.73,2259700,54.39759
"398",56.43,57.150002,56.25,56.91,2504900,54.57019
"399",56.990002,57.07,56.669998,56.93,1692000,54.589368
"400",56.959999,57.009998,56.029999,56.34,3135700,54.023625
"401",56.299999,57.119999,56.130001,56.93,2328100,54.589368
"402",57.080002,57.130001,56.529999,56.830002,2150500,54.493481
"403",56.880001,56.939999,56.5,56.66,1791700,54.330469
"404",57,57.279999,56.650002,57.130001,2837400,54.781146
"405",57.389999,57.389999,56.66,56.669998,2546400,54.340056
"406",56.669998,56.950001,56.560001,56.860001,2526500,54.522247
"407",56.900002,56.93,56.349998,56.689999,2673300,54.359234
"408",57.119999,57.18,55.91,56.200001,3393800,53.889382
"409",56.110001,56.32,55.709999,56.259998,2351200,53.946913
"410",55.869999,56.43,55.860001,56.060001,2051000,53.755139
"411",56.32,56.959999,56.07,56.700001,2477000,54.368825
"412",56.970001,57.09,56.310001,56.599998,1729000,54.272934
"413",56.669998,57.240002,56.599998,57.240002,2200300,54.886624
"414",57.299999,57.689999,57.200001,57.419998,2190700,55.05922
"415",57.369999,57.84,57.360001,57.650002,1864900,55.279767
"416",57.59,57.75,57.32,57.509998,1719900,55.14552
"417",57.48,57.540001,56.849998,57,2480600,54.65649
"418",57.060001,57.650002,56.810001,57.580002,2335000,55.212645
"419",57.330002,57.599998,57.169998,57.509998,2066800,55.14552
"420",57.18,57.619999,57.169998,57.360001,1700000,55.001689
"421",57.25,57.740002,57.169998,57.709999,1718600,55.337298
"422",57.619999,57.950001,57.360001,57.830002,1729000,55.452367
"423",58,58.43,57.830002,58.150002,1889900,55.75921
"424",58.040001,58.240002,57.970001,58.209999,1827500,55.816741
"425",58.040001,58.509998,58,58.330002,1636700,55.93181
"426",58.630001,59.040001,58.369999,59.029999,1699300,56.603027
"427",59.23,59.560001,58.709999,59.459999,2757500,57.015348
"428",59.23,59.330002,58.77,58.970001,2204800,56.545496
"429",58.950001,59.110001,58.349998,58.509998,3527400,56.104406
"430",58.43,58.889999,58.299999,58.810001,1852100,56.392075
"431",58.959999,59.139999,58.57,58.959999,1537900,56.535905
"432",59.740002,59.880001,59.009998,59.720001,2900900,57.26466
"433",60,60.52,59.740002,60.43,3984000,57.945469
"434",60.240002,60.349998,59.549999,59.93,2276200,57.466026
"435",59.82,59.970001,59.240002,59.490002,2217500,57.044117
"436",59.200001,59.279999,58.810001,58.939999,2391600,56.516727
"437",59.040001,59.240002,58.650002,59.009998,2103900,56.583849
"438",58.689999,59.32,58.689999,59.290001,1621300,56.852339
"439",59.200001,59.5,59.150002,59.349998,1593000,56.90987
"440",59.150002,59.57,58.900002,59.52,3091000,57.072883
"441",59.630001,60.189999,59.52,60.049999,2569500,57.581091
"442",60.240002,60.599998,60,60.5,5785700,58.01259
"443",60.209999,60.349998,59.619999,59.75,2539600,57.293426
"444",59.790001,59.830002,59.34,59.599998,2050000,57.149592
"445",59.470001,59.470001,58.900002,59.32,2055200,56.881105
"446",59.32,59.349998,58.830002,59.299999,1601000,56.861927
"447",59.18,59.669998,59.060001,59.66,1901100,57.207126
"448",59.77,60.060001,59.419998,59.950001,2388700,57.485204
"449",60.060001,60.5,59.810001,60.330002,2313000,57.849581
"450",60.240002,60.529999,60.110001,60.43,1702800,57.945469
"451",60.59,60.720001,60.439999,60.630001,1220200,58.137246
"452",60.790001,60.790001,60.360001,60.630001,1754000,58.137246
"453",60.599998,61.099998,60.360001,60.66,3308500,58.166012
