"","BEN.Open","BEN.High","BEN.Low","BEN.Close","BEN.Volume","BEN.Adjusted"
"1",89.630013,91.709999,89.049992,91.530001,4897200,27.560294
"2",90.410007,93.719999,90.21999,93.50001,4881600,28.153477
"3",94.089993,94.220009,91.659988,91.869987,4332300,27.662666
"4",92.349993,94.100012,91.679998,93.96999,5083200,28.294991
"5",93.389997,94.659988,92.820002,94.089993,3861600,28.331124
"6",94.47999,94.530001,91.95999,93.099993,3871200,28.033029
"7",92.570011,93.380013,92.180008,93.300001,4710600,28.093253
"8",94.25001,95.070002,93.120003,93.579992,5868300,28.17756
"9",93.579992,94.74,92.589993,92.660007,5665800,27.900546
"10",92.829992,93.309992,91.110003,91.629988,3876000,27.590401
"11",91.110003,91.299992,88.820011,89.159998,6925200,26.84667
"12",89.939999,91.340012,89.22999,90.99999,7889700,27.400704
"13",90.609987,91.359987,89.459999,89.969999,3309900,27.156216
"14",89.189999,89.189999,85.199999,85.709999,4896600,25.870393
"15",85.679998,87.549992,85.400007,86.189999,5932500,26.015275
"16",86.090012,87.419998,84.080011,85.709999,5557200,25.870393
"17",85.95999,86.150007,84,84.96999,3607200,25.647032
"18",85.98999,87.629997,84.860012,85.869987,3585600,25.918684
"19",86.00001,89.450008,86.00001,89.27001,5176800,26.944934
"20",90.170008,91.050001,89.210009,90.710009,4620000,27.379578
"21",90.129988,92.280001,90.129988,92.240009,3443700,27.841388
"22",91.949999,92.49999,90.699989,91.649998,2522100,27.663301
"23",92.669998,95.300011,92.669998,94.599993,4895400,28.553717
"24",94.050001,94.23999,92.46999,93.650007,2935500,28.266977
"25",93.72999,94.029991,91.449989,93.75,3436200,28.297158
"26",92.379988,92.900007,89.879997,90.140013,3883200,27.207533
"27",90.48999,91.47999,89.379988,91.080002,2450700,27.491255
"28",89.420008,92.340002,88.850012,92.189999,4161600,27.826293
"29",93.440008,93.440008,90.600002,90.740009,4667100,27.388633
"30",91.98999,95.139988,91.880013,94.98,5532900,28.668417
"31",94.320002,95.870012,93.600002,95.52,3292800,28.831408
"32",95.610003,98.409988,95.159998,98.370003,4226400,29.691643
"33",98.660007,99.419998,98.040001,98.450008,3804900,29.715791
"34",98.100002,99.039986,96.21999,96.240005,3479700,29.048732
"35",97.220009,100.98999,97.220009,99.819992,5889000,30.129302
"36",98.78001,102.200008,96.650013,100.580006,5208000,30.358702
"37",102.330002,104.819996,101.270016,103.589996,4826400,31.267227
"38",103.670013,103.670013,102.299995,102.540001,4279500,30.9503
"39",102.669994,103.599987,101.649994,103.130013,2982300,31.128387
"40",102.069992,102.909988,102.009991,102.800011,2454900,31.02878
"41",102.020016,103.269985,100.740005,102.699989,3145200,30.99859
"42",101.960014,104.240009,101.960014,104.240009,3745800,31.463424
"43",103.310005,106.149994,102.660004,105.440014,4401900,31.825629
"44",103.809986,104.46999,100.629993,100.700008,4232100,30.394923
"45",100.190014,100.809986,99.020016,100.130013,3461100,30.222878
"46",99.129993,100.910007,99.129993,99.53001,3210600,30.041775
"47",98.879997,100.259995,98.609997,99.069992,2661900,29.902925
"48",100.209995,102.299995,99.740009,101.499985,2771100,30.636385
"49",101.169994,101.859993,100.479984,101.349987,1636800,30.59111
"50",100.310005,101.189999,98.079987,98.420013,3152700,29.706738
"51",97.460014,99.279991,96.930004,98.919994,2906100,29.85765
"52",99.609993,99.680008,98.450008,98.46999,2288700,29.721822
"53",97.299992,97.470005,95.550001,95.70999,3237900,28.888754
"54",95.139988,97.100006,93.950008,96.660004,3244200,29.175503
"55",97.379997,98.139988,95.559992,96.009991,2944500,28.979305
"56",96.380013,98.330006,95.100002,98.319992,2984100,29.676548
"57",97.77,98.069996,96.330002,96.350006,2492100,29.081934
"58",95.900007,97.130013,94.98999,96.509995,2976600,29.130225
"59",98.100002,101.060005,97.179989,100.359993,4650300,30.292294
"60",100.389988,101.51001,100.220009,101.060005,2669100,30.503583
"61",102.050011,102.660004,101.700005,102.639988,4498800,30.980479
"62",101.529991,102.290005,100.470005,101.100002,2838600,30.515656
"63",101.649994,103.299992,101.229984,102.729984,2683800,31.007644
"64",104.210014,105.810001,103.290001,104.990009,4493700,31.689801
"65",105.120003,105.189995,103.28001,104.009995,3761400,31.393997
"66",105.240005,106.749985,105.140007,106.200005,3069900,32.055022
"67",105.689999,107.430004,105.249985,106.070011,2669100,32.015785
"68",105.440014,107.100002,104.919994,107.000015,2046600,32.296494
"69",106.529995,106.820011,105.729984,106.490009,1920000,32.142556
"70",107.370003,107.370003,104.709995,105.759991,3868800,31.92221
"71",106.350002,108.410007,106.100006,108.240005,3249300,32.670768
"72",108.290005,108.290005,106.059986,106.389988,3442800,32.112366
"73",105.959999,107.25,104.450008,104.979984,2807700,31.686775
"74",104.079987,104.850002,102.980015,103.059986,2649600,31.10725
"75",104.600006,107.78001,104.379993,106.970009,3132000,32.287437
"76",107.799992,108.339993,106.880013,107.420013,3075600,32.423265
"77",107.220005,108.399994,105.27,107.990009,3042900,32.662201
"78",107.289986,107.840012,106.269985,106.790005,2244000,32.299252
"79",107.679989,109.190014,106.310005,106.899994,2724600,32.332519
"80",108.209999,108.999985,106.539986,107.910004,4000800,32.638002
"81",107.769985,108.710014,106.040005,106.820011,2564100,32.308328
"82",108.230015,112.220009,106.850006,112.029991,4556100,33.884116
"83",112.140003,112.599987,111.029995,112.539986,2723100,34.038367
"84",113.289986,114,112.190014,112.740005,3581700,34.098864
"85",113.289986,113.73999,111.930004,113.379993,1830300,34.292432
"86",113.289986,113.990009,112.730015,113.390007,1784400,34.295461
"87",113.720009,116.339996,113.009995,115.5,5639100,34.933641
"88",115.100006,118.839993,115.100006,116.979984,4214400,35.38127
"89",116.439995,118.340012,115.209995,116.189999,3376800,35.142335
"90",117.069992,117.650013,115.449989,116.409988,2517900,35.208872
"91",115.830002,117.290005,115.100006,116.559986,3255600,35.25424
"92",115.220009,116.559986,113.060005,113.609997,4012200,34.361998
"93",114.089996,117.029995,113.799992,116.120007,3713400,35.121165
"94",116.009995,117.999985,112.149994,115.670013,3443400,34.985062
"95",115.71999,117.48,115.680004,115.869987,2352300,35.045545
"96",116.979984,117.470009,115.700008,115.779991,2042700,35.018326
"97",115.299992,116.399998,114.909988,115.98,2417400,35.078819
"98",114.590012,116.279995,114.590012,116.009995,2573400,35.087891
"99",114.620007,115.490009,110.150013,114.810001,6691200,34.724947
"100",114.039986,115.190014,113.73,114.699989,2155200,34.691673
"101",115.169998,117.330002,114.849987,117.120003,2955000,35.42362
"102",118.470005,119.259991,118.02,118.620003,2687400,35.877303
"103",118.610012,119.690014,117.860012,119.570011,2418900,36.164639
"104",120.470009,122.609997,119.649994,122.160004,3065700,36.947997
"105",121.940014,125.000015,121.890003,124.589996,2865300,37.682962
"106",124.130013,124.140003,121.359993,121.919998,2514900,36.875406
"107",122.51001,123.290005,120.930004,121.5,3283200,36.748375
"108",121.089993,121.520016,119.229984,120.140007,4756800,36.337037
"109",118.820011,120.899998,118.820011,120.419998,2045700,36.421722
"110",118.98999,120.27,117.450005,118.329987,2440500,35.789586
"111",118.779991,119.910004,118.149994,118.529995,1575000,35.85008
"112",117.209999,117.209999,113.819996,114.299995,4530300,34.570692
"113",115.040005,116.150013,114.110012,115.550011,3501900,34.948767
"114",117.240005,118.119987,116.799992,116.949989,2266200,35.372198
"115",116.660007,117.500015,115.089993,116.220005,2265000,35.15141
"116",115.589996,116.240009,114.909988,115.850006,2138700,35.039502
"117",114.149998,114.470009,112.670013,112.740005,3038400,34.098864
"118",113.559986,116.549995,113.559986,116.03001,3294300,35.093945
"119",114.399994,114.950008,113.930008,114.029995,946200,34.489029
"120",113.150013,114.899998,112.539986,114.509995,2010300,34.634208
"121",113.259991,114.870003,112.950005,114.089996,2921700,34.507177
"122",116.360012,117.75,115.649998,117.629997,2537400,35.577871
"123",117.819992,120.129993,117.689999,119.970005,2487900,36.285619
"124",119.390007,120.249985,117.450005,120.020016,2466000,36.300745
"125",119.339996,119.609997,118.599987,119.120007,3683100,36.028532
"126",120.189995,120.729984,118.659988,118.859997,3517200,35.949891
"127",119.169994,119.399998,117.830006,118.919998,2643300,35.968039
"128",119.829987,119.979984,116.000015,117.440014,6362400,35.520409
"129",117.950008,118.659988,116.690014,118.059986,4567800,35.707923
"130",118.539986,118.539986,117.029995,117.410007,1925700,35.511333
"131",117.170013,117.800011,116.129997,116.439995,2006100,35.217947
"132",116.060005,118.130013,115.880013,116.769985,2934000,35.317755
"133",116.960014,116.979984,115.310005,116.310001,1873800,35.17863
"134",115.220009,115.71999,113.160004,114.600002,6952200,34.661431
"135",112.629993,113.150013,110.660007,111.699989,6734400,33.784305
"136",111.879993,112.310005,111.639988,111.899998,4430700,33.844799
"137",110.870007,111.48,109.250015,109.970009,6298200,33.261063
"138",109.700008,109.839993,107.799992,108.560005,4457100,32.834599
"139",107.919994,111,107.78001,110.319992,3311400,33.366917
"140",110.52,110.619987,110.03001,110.370003,1644600,33.382043
"141",110.25,110.78001,109.859997,110.109993,1691100,33.379006
"142",109.880013,110.679989,109.490009,110.499985,1508700,33.497229
"143",110.129997,111.669994,110.060005,111.209999,2147700,33.712465
"144",111.96999,113.930008,111.879993,113.169994,3542400,34.306622
"145",114.050011,114.240005,112.049995,112.149994,5490000,33.997417
"146",110.160004,111.039986,108.330002,110.310001,8698500,33.439637
"147",110.390007,110.990009,109.589996,109.740005,6545100,33.266847
"148",109.629993,112.23,109.340012,111.689999,4686900,33.857973
"149",111.27,113.450008,110.649994,112.929989,4242600,34.233867
"150",114.609993,117.279991,114.509995,115.859997,5344800,35.122076
"151",116.910004,118.089993,116.660007,118.01001,3145800,35.773836
"152",117.999985,119.259991,117.560005,119.259991,3375300,36.152758
"153",118.98999,121.359993,118.569992,121.209995,3775800,36.743887
"154",121.539986,121.539986,119.829987,120.290005,2608200,36.464999
"155",119.399998,119.759995,117.849987,118.02,2839500,35.776865
"156",117.999985,118.830002,116.949989,118.269985,2767500,35.852646
"157",118.640007,119.339996,118.049995,118.430008,3205500,35.901155
"158",118.470005,119.73999,118.460014,119.649994,2994300,36.270985
"159",118.98,120,118.28001,119.939999,2643300,36.358898
"160",120.029995,120.669994,119.109993,120.339993,3649500,36.480153
"161",121.820011,123.999985,120.980015,122.73,4372200,37.204665
"162",123.500015,124.149994,120.120003,120.839996,3571500,36.631725
"163",121.620003,122.090012,120.48,120.650013,2786100,36.574133
"164",121.959995,124.439999,121.160007,123.590012,3711600,37.465371
"165",123.110012,123.26001,121.730015,121.890003,1803000,36.950027
"166",121.599987,122.03001,119.879997,121.700008,2679600,36.892431
"167",121.700008,123.069992,120.779995,122.439995,1628100,37.116752
"168",122.690014,124.910007,122.370003,124.670013,2039700,37.792766
"169",124.700008,126.620007,124.310005,126.609993,3386700,38.380856
"170",125.829987,126.140007,124.820011,126.069992,3472200,38.217159
"171",125.03001,127.089993,124.740005,126.930004,2061300,38.477865
"172",126.189995,129.050011,125.970005,128.549995,3134100,38.968953
"173",128.289986,129.129993,127.680004,129.039986,2708400,39.117489
"174",128.819996,130.340012,128.46999,129.96999,3365400,39.399413
"175",130.290001,130.970009,128.939999,130.169998,2454900,39.460044
"176",128.939999,129.830006,128.850002,129.689999,2055900,39.314536
"177",129.669994,130.479984,128.859993,130.400013,2788800,39.529771
"178",128.660007,128.660007,124.689995,124.970009,3213900,37.883707
"179",125.139988,126.48999,122.139988,123.549992,3474300,37.45324
"180",123.920013,124.850006,121.98,123.759991,3194700,37.516899
"181",124.730015,125.390007,124.190014,124.940014,1752900,37.874614
"182",125.700005,126,124.670013,125.619987,2091900,38.080743
"183",125.73,126.009991,123.180004,123.26001,3192900,37.365334
"184",123.099987,124.5,122.069996,123.689999,2023800,37.495682
"185",124.859997,127.310005,124.569992,126.890007,2594100,38.46574
"186",126.560005,127.209995,123.890007,125.549995,2314200,38.059526
"187",126.120003,127.730015,123.990005,124.350002,2079300,37.695757
"188",124.899994,127.23999,124.550011,127.119987,3658800,38.535457
"189",125.060005,125.180008,121.640007,123.980015,5628600,37.583598
"190",122.310001,122.480015,119.25,119.339996,4978200,36.177012
"191",119.819996,121.329987,118.809986,121.01001,2605200,36.683263
"192",120,120.710014,118.290001,118.529995,3347100,35.931466
"193",116.310001,117.540001,114.770016,116.810005,4401600,35.410064
"194",116.46999,117.500015,113.339996,114.120003,3270900,34.59461
"195",116.220005,116.750015,114.600002,115.569992,3886200,35.034163
"196",117.21999,118.059986,116.310001,116.52,2855700,35.322151
"197",118.640007,119.150013,117.200008,118.640007,2097000,35.964815
"198",118.5,118.919998,117.450005,117.540001,2775600,35.631357
"199",117.080006,118.599987,116.100002,118.460014,2235300,35.910252
"200",119.589993,121.529995,119.319992,121.470005,3114600,36.822707
"201",121.490009,121.899994,120.380013,121.179989,1592100,36.734791
"202",120.170013,120.849987,119.840012,120.149998,2657400,36.422557
"203",119.570011,120.249985,118.580006,120.120003,1865400,36.489386
"204",121.299992,123.380013,121.01001,122.799992,2595300,37.303498
"205",122.439995,125.129997,122.330006,125.079987,3955500,37.996102
"206",125.930008,127.200005,125.409988,127.200005,2739300,38.64011
"207",126.990005,127.98,126.089996,127.400013,1883400,38.700867
"208",126.660004,126.899998,125.220005,125.300011,3678300,38.06294
"209",125.910004,126.27,124.430008,125.069996,1912500,37.993067
"210",124.880013,125.420013,123.680008,124.149994,2165700,37.713594
"211",124.950005,125.589993,123.849987,124.599987,2762100,37.850291
"212",124.529995,125.799992,123.399994,123.999985,1577700,37.668025
"213",123.579987,125.189999,123.170013,124.080002,3180000,37.692333
"214",125.009995,125.100002,122.919994,123.819992,1834500,37.613348
"215",122.879997,123.060001,121.929989,122.559986,2389500,37.230591
"216",122.919994,123.639988,121.919998,123.080006,1981500,37.388559
"217",121.749985,122.220005,120.500015,121.400013,3008400,36.878221
"218",121.670013,121.809986,120.689999,121.379997,1847100,36.87214
"219",123.149998,124.299992,122.829987,124.130013,1944300,37.707525
"220",124.539986,126.159988,124.419994,125.930008,1927200,38.254317
"221",125.459999,125.720009,124.28001,124.649998,1508400,37.865483
"222",125.279995,126.560005,124.910007,126.350006,1618500,38.381902
"223",126.720005,126.819992,124.299992,125.870007,2136000,38.23609
"224",125.790001,127.599987,124.649998,127.329987,2538300,38.679595
"225",128.000015,129.540001,127.71999,129.120003,2985000,39.223356
"226",129.75,130.77,128.910004,129.060001,2103900,39.205129
"227",128.73,128.810005,127.100006,128.649994,2029200,39.080579
"228",128.78001,128.859993,126.729984,127.899994,2325900,38.852749
"229",127.040005,127.040005,124.709999,124.959995,2652900,37.959652
"230",127.419994,128.289986,125.669998,126.27,2788200,38.357598
"231",126,127.589996,125.600006,127.140003,2389800,38.621883
"232",128.169994,128.759995,127.550011,128.349987,2450100,38.989445
"233",127.71999,128.480015,125.439995,126.209999,2060100,38.339371
"234",126.020016,128.499985,125.360012,128.03001,1926000,38.892244
"235",128.139988,128.439995,126.710014,127.269985,2113200,38.661368
"236",126.639988,128.720009,126.21999,126.939995,1890600,38.561125
"237",125.960014,126.680008,124.470005,126.089996,2745600,38.302918
"238",126.279991,127.209995,125.240009,127.080002,1508100,38.603656
"239",127.400013,127.569992,126,127.049995,2337900,38.594541
"240",126.48999,127.569992,125.679989,125.829987,2030700,38.223933
"241",124.259995,124.550011,122.25,123.410007,2277900,37.488805
"242",123.699989,124.470005,122.540005,123.359997,1609200,37.473613
"243",122.529991,124.190014,121.970009,123.779995,1750800,37.601198
"244",123.159988,125.46999,122.040001,125.139988,2452200,38.014329
"245",125.810005,126.819992,125.229984,126.759991,2137800,38.506445
"246",128.589993,130.119987,128.589993,129.579987,4389300,39.363087
"247",129.230015,129.249985,124.98999,125.069996,3970800,37.993067
"248",124.890003,126.209999,123.629997,125.379993,4029600,38.087237
"249",123.380013,125.199989,122.490005,124.100006,2706900,37.698409
"250",123.629997,124.259995,121.850006,121.950005,2874600,37.045294
"251",122.78001,123.939995,122.289986,122.46999,2161200,37.203252
"252",123.500015,123.920013,122.069996,122.289986,2579100,37.148571
"253",122.559986,124.649998,122.300011,123.470009,2387400,37.507032
"254",122.720009,123,120.810001,121.899994,3043800,37.030102
"255",122.03001,123.359997,121.430008,122.700005,2018100,37.273125
"256",124.359993,126.140007,124.119987,126.009991,2955900,38.278614
"257",124.940014,125.169994,122.040001,122.829987,3683100,37.31261
"258",123.039986,123.990005,122.559986,123.600002,2790600,37.546521
"259",124.940014,125.810005,123.710014,124.379997,2252100,37.783464
"260",124.02,125.100002,123.48,124.319996,2403000,37.765237
"261",125.210014,127.310005,124.98999,126.330002,2762400,38.375825
"262",125.640003,126.600002,124.799995,124.839993,2120100,37.923198
"263",123.189995,124.310005,122.000015,124.119987,2883300,37.704479
"264",124.179989,124.649998,122.360012,123.140007,3469200,37.406786
"265",123.27,125.52,122.870007,125.189999,2071500,38.029521
"266",125.630013,126.660004,124.790005,126.660004,1680600,38.553056
"267",127.539986,130.080002,127.490009,129.279991,3036000,39.350534
"268",129.899998,131.649994,128.600006,131.289986,3215100,39.962341
"269",130.670013,134.480015,130.649998,134.259991,3094200,40.866357
"270",134.270016,135.309986,133.169998,134.300011,2809800,40.878539
"271",133.709999,135,132.620007,134.709995,2542500,41.003331
"272",136.169998,137.559986,135.830006,137.259991,3354300,41.779504
"273",135.080006,137.090012,134.640003,137.079987,3309900,41.724714
"274",134.580002,135.540001,131.339996,131.759995,3347100,40.105403
"275",131.499985,133.520016,131.169994,131.360012,2629800,39.983655
"276",132.450005,133.259995,130.940014,131.240009,2572200,39.947129
"277",131.73999,132.440014,129.609993,130.28001,2004600,39.654922
"278",130.799995,131.25,128.799992,130.319996,2330400,39.667093
"279",129.500015,130.040005,126.879993,128.279995,1934400,39.046153
"280",129.129993,130.470005,128.73999,130.410004,1936500,39.69449
"281",131.370003,131.960014,130.049995,130.680004,1991700,39.776673
"282",131.859993,135.069992,131.73999,134.819996,2888400,41.036813
"283",134.52,135.209999,133.209995,133.509991,1630200,40.638071
"284",131.430004,133.509991,131.430004,132.879993,1369200,40.446311
"285",133.149994,133.689995,131.630013,132.810001,1755600,40.425006
"286",131.759995,131.949989,126.509995,126.930004,2956500,38.63524
"287",127.259995,131.700005,127.23999,129.419998,3614700,39.39315
"288",128.240009,128.919994,126.500015,126.959999,4052100,38.64437
"289",128.46999,129.159988,125.120007,126.440014,4308900,38.486095
"290",125.51001,127.820011,122.139988,122.330006,4771500,37.235082
"291",122.649994,125.210014,120.999985,124.899994,3125700,38.017341
"292",122.78001,123.390003,117.279991,117.560005,4089300,35.783178
"293",119.810005,120.380013,113.060005,117.660004,6567000,35.813616
"294",112.779991,115.550011,106.200005,106.629993,8448000,32.456277
"295",109.529995,115.400013,106.580006,115.319996,7348800,35.101359
"296",111.419998,113.100002,108.359997,109.439999,8070000,33.311592
"297",110.759995,117.200008,109.01001,115.659988,4723200,35.204847
"298",117.200008,118.310005,114.639988,115.680004,3220800,35.210939
"299",116.799992,117,114.450005,115.919998,4303200,35.283989
"300",113.549995,116.270016,113.399998,114.740009,4022100,34.924822
"301",114.75,115.950005,114.390003,115.749985,3972900,35.23224
"302",111.459995,111.549992,108.359997,109.71999,8477100,33.396817
"303",109.23999,113.459999,108.369987,110.630013,7624800,33.673812
"304",114.21999,114.830006,111.110012,112.400013,5085300,34.212568
