"","ALXN.Open","ALXN.High","ALXN.Low","ALXN.Close","ALXN.Volume","ALXN.Adjusted"
"211",103.529999,103.529999,100.769997,102.379997,1161000,51.189999
"212",99.800003,100.260002,98.059998,98.860001,2831000,49.43
"213",98.790001,99.099998,98,98.879997,1377200,49.439999
"214",101.220001,101.32,98.07,101.300003,1515200,50.650002
"215",100.900002,101.220001,99.5,101.129997,1950000,50.564999
"216",101.440002,101.480003,100.110001,101.290001,1249600,50.645
"217",100.519997,100.519997,97.080002,98.019997,1694600,49.009998
"218",97.870003,98.419998,97.629997,98.169998,1374000,49.084999
"219",99.290001,101.800003,99.059998,101.769997,1421400,50.884998
"220",101.529999,101.959999,97.169998,99.760002,1795000,49.880001
"221",98.07,98.169998,95,95.599998,2514800,47.799999
"222",96.209999,96.230003,92.940002,93.760002,3400000,46.880001
"223",94,96.730003,93.400002,96.57,2101000,48.285
"224",96.18,97.940002,95.989998,97.07,1764600,48.535
"225",96.870003,98.43,96.669998,96.870003,2221000,48.435001
"226",96.970001,99.629997,96.919998,97.610001,1658600,48.805
"227",97.400002,98.089996,95.940002,96.879997,1154000,48.439999
"228",96.980003,98.199997,93.75,95.059998,1383800,47.529999
"229",94.440002,95.769997,93.690002,94.129997,1144800,47.064999
"230",94.5,96.800003,94.5,95.889999,1150400,47.945
"231",96.190002,97.690002,95.519997,97.580002,891400,48.790001
"232",97.68,99.709999,97.589996,99.610001,1395000,49.805
"233",99.099998,99.800003,98.110001,98.860001,1338800,49.43
"234",98.849998,101,97.5,100.870003,866000,50.435001
"235",101,101.959999,99.480003,99.529999,927800,49.764999
"236",99.220001,100.150002,95.610001,96.32,1442600,48.16
"237",95.239998,97.639999,94.059998,97.190002,1633400,48.595001
"238",96.540001,96.769997,95.309998,96.660004,1448600,48.330002
"239",97.089996,97.93,94.599998,95.199997,1695600,47.599998
"240",95.269997,96.18,94.110001,95.580002,2146000,47.790001
"241",47.130001,47.669998,44.360001,47.330002,1200000,47.330002
"242",47.25,47.439999,45.869999,45.990002,1645200,45.990002
"243",46.09,46.439999,45.349998,46.060001,1289800,46.060001
"244",45.990002,46.560001,45.639999,46.299999,1281600,46.299999
"245",46.139999,46.52,45.52,46.18,1886100,46.18
"246",47.689999,48.689999,46.639999,47.419998,1979700,47.419998
"247",48.700001,48.990002,47.73,48.139999,1932800,48.139999
"248",47.970001,48.919998,47.610001,48.110001,980700,48.110001
"249",47.52,47.91,47.139999,47.349998,897900,47.349998
"250",47.459999,47.950001,46.98,47.349998,898000,47.349998
"251",47.66,48.439999,47.139999,47.939999,1003000,47.939999
"252",47.889999,48.860001,47.720001,48.439999,1364100,48.439999
"253",48.200001,48.200001,46.970001,47.029999,1147600,47.029999
"254",47.209999,47.209999,45.450001,45.52,1204600,45.52
"255",45.09,46.77,44.580002,45.470001,1300700,45.470001
"256",45.59,45.650002,44.450001,45.439999,1592300,45.439999
"257",45.130001,46.419998,45.080002,45.419998,1337900,45.419998
"258",45.290001,45.66,44.380001,44.93,1097300,44.93
"259",45.82,45.990002,44.5,44.610001,1272900,44.610001
"260",44.599998,45.209999,43.84,45.009998,813100,45.009998
"261",44.98,45.439999,44.189999,45.310001,865700,45.310001
"262",45.09,45.5,44.169998,44.84,988400,44.84
"263",44.5,45.360001,43.779999,45.290001,1310700,45.290001
"264",45.240002,45.360001,44.419998,44.82,1293200,44.82
"265",44.580002,45.830002,44.509998,45.59,1269200,45.59
"266",45.650002,47.029999,45.349998,46.860001,1130700,46.860001
"267",46.919998,47.16,46.299999,46.779999,1121400,46.779999
"268",46.860001,47.580002,46.860001,47.029999,805200,47.029999
"269",46.91,47.509998,46.91,47.509998,846700,47.509998
"270",47.369999,48,46.73,47.959999,1018700,47.959999
"271",47.939999,48.099998,47.619999,47.810001,776100,47.810001
"272",48.080002,48.490002,47.52,48.459999,1026200,48.459999
"273",48.23,50.349998,48.130001,50.299999,2087700,50.299999
"274",50,50.68,49.59,50.369999,2308000,50.369999
"275",50.48,50.720001,50.040001,50.41,1731500,50.41
"276",50.52,52.66,50.389999,51.25,1522800,51.25
"277",51.310001,51.66,50.610001,51.27,1314400,51.27
"278",51.43,52.470001,51.150002,52.369999,1760700,52.369999
"279",52.240002,52.25,51.380001,51.709999,1484600,51.709999
"280",52.110001,53.209999,52.060001,53.200001,1269400,53.200001
"281",53.139999,53.349998,51.82,52.040001,1662700,52.040001
"282",53,57.73,52.779999,56.77,3347400,56.77
"283",57,59.07,56.779999,58.98,2201700,58.98
"284",58.52,58.98,57.619999,57.740002,1620700,57.740002
"285",57.75,58.32,57.23,57.700001,947400,57.700001
"286",57.27,57.48,55.799999,56.490002,1390500,56.490002
"287",56.5,57.57,56.27,56.490002,1296600,56.490002
"288",55.900002,57.18,55.619999,56.799999,1334500,56.799999
"289",57.810001,57.950001,55.099998,56.009998,1357500,56.009998
"290",55.540001,56.400002,54.400002,54.509998,1015900,54.509998
"291",55.049999,55.049999,52.060001,54.900002,1267000,54.900002
"292",53.73,54.310001,50.919998,50.990002,2380200,50.990002
"293",50.740002,51.669998,48.330002,50.700001,2743000,50.700001
"294",48.880001,50.299999,46.900002,48.049999,2200100,48.049999
"295",48.32,50.900002,46.560001,49.849998,2974300,49.849998
"296",51.040001,51.040001,47.290001,48.740002,2172800,48.740002
"297",48.959999,51.279999,48.009998,50.580002,2169900,50.580002
"298",50.669998,53.150002,49.669998,52.59,1592700,52.59
"299",52.880001,53.66,52.029999,53.130001,1286700,53.130001
"300",52.93,53.02,51.650002,52.450001,1497900,52.450001
"301",52.509998,53.400002,50.84,51.740002,1140800,51.740002
"302",50.66,50.849998,49.669998,50.310001,1624800,50.310001
"303",49.759998,51.740002,49.73,50.459999,1509200,50.459999
"304",51.310001,51.490002,49.91,50.41,1026600,50.41
"305",50.490002,52,49.5,51.73,1713000,51.73
"306",51.189999,53.580002,50.700001,53.509998,1761100,53.509998
"307",53.490002,54,52.650002,52.990002,1120100,52.990002
"308",52.630001,54.889999,52.23,54.68,1110300,54.68
"309",55.490002,57.290001,55.029999,57.02,1151700,57.02
"310",56.93,58.049999,56.16,57.59,1029100,57.59
"311",57.919998,59.41,57.209999,57.950001,1259400,57.950001
"312",57.66,57.77,55.919998,56.630001,993600,56.630001
"313",55.709999,58.07,55.240002,56.889999,1117300,56.889999
"314",55.98,60.09,55.43,59.84,2096100,59.84
"315",60.150002,60.810001,59.080002,59.540001,1833400,59.540001
"316",59.419998,60.139999,58.32,59.689999,1244900,59.689999
"317",59.25,59.560001,57.599998,58.07,981000,58.07
"318",57.09,58.900002,56.849998,58.810001,1073700,58.810001
"319",59.130001,59.93,58.34,59.869999,1172600,59.869999
"320",60.09,60.720001,58.75,60.09,1270800,60.09
"321",62.310001,64.169998,61.82,64.080002,2230200,64.080002
"322",63.740002,63.740002,61.619999,62.07,2319400,62.07
"323",61.57,64.389999,61,63.849998,1382700,63.849998
"324",64.120003,66.900002,63.709999,66.199997,2212600,66.199997
"325",66.099998,67.75,65.449997,65.709999,2181200,65.709999
"326",63.959999,64.959999,62.200001,63.369999,1734200,63.369999
"327",63.09,67.580002,62.470001,66.150002,2715600,66.150002
"328",67.870003,68.459999,64.839996,66.18,2160400,66.18
"329",67.480003,68.5,66.760002,66.989998,1979200,66.989998
"330",67.620003,68.309998,65.809998,65.900002,1361200,65.900002
"331",66.980003,67,62.5,64.230003,1871300,64.230003
"332",63.59,65.120003,62.490002,64.059998,1722100,64.059998
"333",63.330002,64.120003,59.419998,60.869999,2615100,60.869999
"334",60.27,62.990002,59.98,62.68,2772500,62.68
"335",63.16,65,60.919998,64.709999,2757900,64.709999
"336",64.919998,65.870003,64.290001,65.639999,1182700,65.639999
"337",65.480003,66.040001,63.470001,65.18,1028100,65.18
"338",66.110001,68.160004,65.620003,67.879997,966700,67.879997
"339",67.720001,70.199997,67.419998,68.830002,1545700,68.830002
"340",69.110001,69.449997,65.43,65.970001,1959200,65.970001
"341",65.989998,67.980003,65.410004,67.379997,1182600,67.379997
"342",68.080002,68.18,66.029999,66.800003,927600,66.800003
"343",66.769997,67.790001,65.68,66.209999,634400,66.209999
"344",66.389999,67.230003,64.669998,66.720001,896600,66.720001
"345",66.519997,67.82,65.639999,66.059998,1072200,66.059998
"346",68.720001,69.790001,65.279999,66.760002,2379100,66.760002
"347",67.669998,69.410004,67.220001,68.379997,1828300,68.379997
"348",68.239998,70.419998,68.199997,69.559998,1682000,69.559998
"349",69.599998,69.949997,66.730003,66.910004,959000,66.910004
"350",66.769997,67.599998,65.279999,66.849998,1192000,66.849998
"351",67.839996,68.150002,66.830002,67.540001,991000,67.540001
"352",67.410004,68.489998,67,67.93,906200,67.93
"353",68,68.980003,67.440002,67.510002,1477100,67.510002
"354",66.040001,66.75,63.5,66.269997,1509500,66.269997
"355",66.550003,67.32,64.980003,66.110001,1007800,66.110001
"356",66.730003,67.050003,64.809998,65.199997,1085300,65.199997
"357",65.239998,66.419998,64.760002,66.040001,1058700,66.040001
"358",66.019997,66.599998,64.25,65.639999,823300,65.639999
"359",65.699997,66.18,64.470001,64.839996,1336400,64.839996
"360",63.860001,65.220001,62.77,64.07,1384000,64.07
"361",64.690002,65.050003,62.720001,63.599998,1055000,63.599998
"362",63.810001,64.720001,63,64.25,1096100,64.25
"363",64.370003,68.160004,63.509998,66.809998,2403400,66.809998
"364",66.809998,67.699997,66.099998,67.32,1823000,67.32
"365",66.900002,67.360001,65.989998,66.169998,1247900,66.169998
"366",66.260002,66.709999,64.300003,64.690002,1210600,64.690002
"367",64.300003,65.120003,63.98,64.120003,1046900,64.120003
"368",63.209999,64.739998,62.02,64.410004,1179600,64.410004
"369",64.309998,66.290001,63.639999,66.18,972500,66.18
"370",66,66,64.82,64.870003,836600,64.870003
"371",64.230003,64.879997,63.529999,63.869999,355900,63.869999
"372",65.919998,67.529999,64.610001,67.470001,951900,67.470001
"373",67.470001,67.620003,65.470001,65.970001,1200400,65.970001
"374",67.260002,68.709999,66.510002,68.660004,1474800,68.660004
"375",68.510002,69.269997,67.790001,69.260002,798800,69.260002
"376",69.349998,69.720001,66.650002,66.980003,1216700,66.980003
"377",68.099998,68.339996,64.739998,65.099998,1641500,65.099998
"378",65.279999,66.050003,64.949997,65.050003,977700,65.050003
"379",64.989998,64.989998,63.599998,64.449997,1353900,64.449997
"380",64.32,65.089996,63.810001,64.18,837400,64.18
"381",64.540001,65.339996,63.91,65.059998,1212100,65.059998
"382",65.099998,65.279999,64.610001,65.110001,840300,65.110001
"383",65.129997,65.919998,63.34,63.82,1333900,63.82
"384",63.439999,64.160004,62.5,63.029999,854100,63.029999
"385",63.25,63.959999,62.549999,63.669998,834800,63.669998
"386",64.169998,66.480003,63.84,66.370003,1862800,66.370003
"387",66.839996,68.169998,66.510002,67.239998,1328000,67.239998
"388",68.160004,69.129997,67.879997,68.989998,1164300,68.989998
"389",68.93,69.949997,66.620003,67.540001,1322900,67.540001
"390",67.650002,68.129997,67.07,67.360001,713100,67.360001
"391",67.489998,69.25,67.25,69.080002,880300,69.080002
"392",69.239998,72.18,69.010002,71.550003,1491000,71.550003
"393",71.5,71.779999,70.629997,70.919998,698100,70.919998
"394",69.970001,71.290001,69,70.980003,1289400,70.980003
"395",71.459999,72.25,70.830002,71.5,1051500,71.5
"396",72.529999,72.669998,70.139999,70.57,1489800,70.57
"397",70.379997,71.050003,69.82,70.290001,748900,70.290001
"398",70.949997,73.050003,70.370003,72.410004,1463000,72.410004
"399",72.5,74.68,72,74.449997,1775300,74.449997
"400",75.300003,76.199997,74.120003,74.269997,1323400,74.269997
"401",75,75.709999,74.050003,74.68,1651200,74.68
"402",74.75,75.029999,73.160004,73.639999,1291300,73.639999
"403",73.889999,74.379997,73.120003,74.32,681100,74.32
"404",74.089996,75.059998,73.309998,74.620003,864100,74.620003
"405",75.379997,77.32,74.650002,77.110001,1371900,77.110001
"406",77.330002,77.580002,76.5,76.989998,1110800,76.989998
"407",77.190002,77.190002,75.57,75.690002,1255700,75.690002
"408",75.610001,75.650002,73.040001,73.580002,1682700,73.580002
"409",73.839996,75.669998,73.779999,74.330002,1448300,74.330002
"410",74.32,74.959999,73.870003,73.980003,1094200,73.980003
"411",74.099998,75.260002,73.760002,74.940002,1592800,74.940002
"412",74.940002,75.379997,73.690002,74.949997,949600,74.949997
"413",74.410004,75.970001,74.410004,75.400002,684500,75.400002
"414",74.510002,75.620003,73.730003,75.010002,707700,75.010002
"415",75.529999,76.830002,74.68,76.760002,1325000,76.760002
"416",76.949997,78.080002,76.330002,77.349998,851600,77.349998
"417",77.349998,78.510002,76.809998,77.779999,917300,77.779999
"418",80.349998,80.970001,78.379997,78.879997,1163200,78.879997
"419",78.75,80.080002,78.199997,79.75,897300,79.75
"420",79.870003,79.959999,78.400002,78.809998,922000,78.809998
"421",78.860001,78.860001,75.040001,76.690002,2023800,76.690002
"422",79,83.099998,76.809998,80.410004,2365200,80.410004
"423",81.389999,83.879997,81.07,83.449997,2100800,83.449997
"424",83.949997,84.830002,83.540001,84.349998,1221300,84.349998
"425",84,85.480003,83,83.389999,1432400,83.389999
"426",83.309998,84,82.510002,83,957600,83
"427",83.040001,84,82.230003,83,982800,83
"428",82.5,82.940002,80.25,81,1225900,81
"429",81.269997,82.5,80,81.809998,1175600,81.809998
"430",81.529999,83.940002,81.160004,83.459999,1700600,83.459999
"431",84.959999,87.629997,84.32,85.910004,1810500,85.910004
"432",86,86.480003,84.230003,84.629997,984900,84.629997
"433",84,84.599998,83.459999,83.760002,1036400,83.760002
"434",83.830002,84.860001,82.129997,84.849998,1337500,84.849998
"435",84.629997,84.940002,83.459999,83.730003,1108300,83.730003
"436",84.129997,84.68,83.010002,84.540001,1039600,84.540001
"437",84.309998,85.279999,83.519997,85.260002,1256900,85.260002
"438",84.769997,85.839996,83.68,84.199997,889600,84.199997
"439",83.900002,84.730003,82.699997,83.279999,964900,83.279999
"440",83.300003,84.129997,82.629997,83.849998,719700,83.849998
"441",84.040001,85.459999,83.900002,84.910004,954200,84.910004
"442",84.900002,85.389999,84,84.730003,1051000,84.730003
"443",85.260002,88.5,84.860001,87.870003,2115900,87.870003
"444",89.129997,89.849998,88,89.510002,1426800,89.510002
"445",89.32,89.480003,88.330002,89.169998,1357600,89.169998
"446",89.160004,89.769997,89.010002,89.519997,1133500,89.519997
"447",89.080002,89.540001,88.099998,89.010002,1607800,89.010002
"448",89.32,89.900002,88.529999,89.809998,912400,89.809998
"449",89.540001,90.529999,88.900002,90.019997,1509800,90.019997
"450",90.25,93.470001,90.019997,92.800003,1706800,92.800003
"451",92.550003,94.220001,91.639999,94.019997,1566000,94.019997
"452",94.099998,94.900002,92.449997,93.82,889400,93.82
"453",92.449997,95.010002,92,94.309998,1259400,94.309998
"454",93.989998,94.410004,92.989998,93.279999,1293300,93.279999
"455",92.970001,93.830002,87.029999,90.220001,3962300,90.220001
"456",89.230003,91.5,88.739998,91.260002,1514700,91.260002
"457",91.949997,93.050003,91.519997,92.860001,1694800,92.860001
"458",93,93.540001,92.260002,93.050003,1529200,93.050003
"459",92.75,93.870003,92.5,93.870003,1010800,93.870003
