"","LO.Open","LO.High","LO.Low","LO.Close","LO.Volume","LO.Adjusted"
"48",74.97999,75.980009,74.49999,75.860012,3486300,19.875774
"49",75.800011,76.379997,75.309992,76.220009,2893800,19.970095
"50",75.959999,76.089993,74.54001,75.279991,2632500,19.723805
"51",74.639997,75.350012,74.450008,74.73999,4050300,19.582322
"52",75.090002,75.659998,74.360012,74.649988,4432200,19.558741
"53",74.070002,75.72999,74.03001,75.339993,6768000,19.739526
"54",75.26001,78.159988,75.21999,78.039991,7782000,20.446942
"55",78.350012,78.849993,76.95999,77.930008,6258000,20.418125
"56",78.099993,78.129988,76.71999,77.199989,5148900,20.226856
"57",76.340012,76.340012,75.609987,76.160007,5427000,20.249461
"58",75.75,76.449989,75.339993,76.01001,7190400,20.20958
"59",76.709999,78.209999,76.569992,78.200008,6443700,20.791858
"60",78.170008,79.910007,77.100002,79.899988,5257500,21.243849
"61",80.109987,80.699999,79.359987,80.699999,8614200,21.456556
"62",80.529991,80.879997,80.319992,80.589993,3009600,21.427308
"63",80.78001,81.170008,80.459999,80.679989,4574100,21.451236
"64",81.360003,81.360003,80.070002,80.070002,3807900,21.289052
"65",80.310001,81.909988,80.310001,81.759991,3196500,21.738388
"66",82.190008,82.23999,81,81.360003,3120300,21.632039
"67",81.429989,81.48,80.589993,81.24999,2679000,21.602789
"68",81.309992,81.429989,80.720009,81.120003,4338600,21.568227
"69",81.149998,81.24999,79.970009,80.690008,3229200,21.4539
"70",80.690008,81.48999,80.639997,80.699999,2753400,21.456556
"71",81.050011,82.01001,80.769991,81.980009,2644500,21.796886
"72",82.070011,83.03001,81.699989,82.889997,3775200,22.038834
"73",82.649998,82.850012,81.77001,81.920008,3953400,21.780933
"74",80.97999,81.24,80.060011,80.120012,4320600,21.302349
"75",80.78001,81.449999,79.629988,81.399988,3241800,21.64267
"76",81.339993,81.710009,81.140013,81.189989,2086500,21.586835
"77",81.350012,81.350012,80.319992,80.790001,3085800,21.480486
"78",80.420008,81.189989,80.169989,80.699999,2705100,21.456556
"79",80.889988,81.710009,80.22999,80.310001,3800100,21.352864
"80",80.820002,80.930008,79.76001,80.03001,2993700,21.27842
"81",80.040001,80.459999,78.540001,78.699989,4428600,20.924793
"82",79.070011,79.869987,79.01001,79.52001,3272700,21.14282
"83",79.490009,80.319992,78.929998,79.04001,4149000,21.015198
"84",79.419989,79.800001,78.99,78.99,2682900,21.001901
"85",79.290001,80.090012,79.100012,79.970009,3323100,21.262466
"86",79.640013,80.180008,79.290001,79.98999,2609400,21.267779
"87",80.090012,81.659998,80.090012,81.449999,4537800,21.655967
"88",81.549992,82.269991,81.50001,82.050001,3131700,21.815496
"89",82.029991,83.019991,81.600002,81.899998,2349600,21.775613
"90",82.610012,83.589993,82.610012,82.970009,4212900,22.060108
"91",83.100002,83.559992,83.03001,83.459999,1532100,22.190387
"92",82.910007,83.73,82.539991,82.910007,2991900,22.044155
"93",83.189999,84.099993,83.129997,83.199989,1961400,22.121255
"94",83.559992,83.840012,83.100002,83.199989,2364000,22.121255
"95",83.409988,84.099993,83.060011,84.050011,2461800,22.347259
"96",86.51001,87.470009,85.02,85.139997,4124100,22.637066
"97",85.050001,86.580002,85.029991,86.570011,2859000,23.017278
"98",85.79001,85.79001,84.129988,85.130013,3760200,22.634411
"99",85.659988,86.409988,85.52001,86.330011,1835100,22.953467
"100",86.22999,86.330011,84.99999,85.340012,3215700,22.690245
"101",85.490009,86.169989,85.100012,85.5,2315700,22.732783
"102",86.129997,87.719999,86.070002,87.710009,3197700,23.320381
"103",87.909988,88.26,87.27,88.26,3270000,23.466613
"104",88.74,88.98,88.110003,88.940008,3354300,23.647414
"105",89.040001,89.310001,88.530001,88.919998,1759500,23.642094
"106",88.620003,89.390013,88.569992,89.219999,4851000,23.721858
"107",89.169989,89.70999,88.560001,88.599993,3120900,23.557011
"108",88.689989,88.77,87.879988,88.089993,2680200,23.421412
"109",87.590012,88.590002,87.570002,88.379997,1658100,23.498518
"110",87.360003,87.800011,86.889988,87.800011,1720500,23.344311
"111",88.02,88.800001,87.789991,88.169998,2204400,23.442684
"112",87.939989,87.939989,86.319992,86.840012,3072900,23.089066
"113",86.660007,87.039991,86.319992,86.75001,2959500,23.065136
"114",87.149998,87.590012,86.639997,86.889988,9320700,23.102354
"115",86.810011,87.039991,85.449989,86.03001,9469500,22.873703
"116",85.800001,86.040001,84.689999,85.25001,9817200,22.666316
"117",84.639988,84.710009,83.76,83.790001,5277900,22.278128
"118",83.990009,84.449999,83.889988,83.960009,4276500,22.32333
"119",83.900007,84.060001,83.52,83.52,2080200,22.20634
"120",82.029991,82.26,81.099993,81.629997,4591800,22.000163
"121",81.069992,81.21999,79.580011,79.580011,7175700,21.44767
"122",80.51001,82.310011,80.51001,82.20999,4896000,22.156477
"123",82.20999,82.20999,81.45999,81.740009,3508500,22.029813
"124",81.699989,82.169998,81.330002,81.75,3713700,22.032505
"125",81.549992,82.220009,81.380013,81.899998,2880000,22.072931
"126",82.350002,82.509991,81.470009,81.830011,3014100,22.054069
"127",81.810001,82.490009,81.339993,82.449989,3727200,22.22116
"128",82.550011,82.71999,80.589993,80.720009,4519200,21.754911
"129",80.97999,82.52001,80.859987,82.149988,3781500,22.140306
"130",82.530001,82.659988,81.840002,81.96999,2940900,22.091795
"131",81.840002,82.730009,81.840002,82.469999,2366400,22.226553
"132",81.830011,82.509991,81.48,82.20999,3803700,22.156477
"133",82.430008,82.98,82.430008,82.670008,3185700,22.280457
"134",82.79001,82.880013,82.119987,82.389988,5616000,22.204989
"135",82.299992,82.490009,81,82.089993,4129800,22.124137
"136",81.96999,82.25001,81.549992,82.02,1757100,22.105273
"137",81.959999,82.449989,81.719999,82.400007,1624500,22.207689
"138",82.26,82.620003,82.02,82.580011,1714500,22.256202
"139",82.400007,82.509991,81.870003,82.350002,1470300,22.194212
"140",82.52001,82.670008,81.639988,81.99,1969500,22.097188
"141",81.899998,82.659988,81.800011,82.389988,1514700,22.204989
"142",82.400007,82.409998,81.96999,82.110003,1130700,22.12953
"143",82.089993,82.310011,81.759991,82.059992,2067600,22.116051
"144",82.569992,82.629988,81.759991,81.909988,2577900,22.075624
"145",81.909988,81.909988,80.450008,80.76,3242100,21.76569
"146",79.98999,81.330002,79.469999,81.080011,6525300,21.851936
"147",80.829992,81.26001,80.349993,80.97999,4682100,21.824979
"148",80.370003,80.450008,77.040001,77.289991,11477100,20.830485
"149",77.169989,78.120003,77.049992,77.859987,6317700,20.984105
"150",77.919989,78.419998,76.850012,76.970009,5083200,20.744246
"151",77.720009,77.859987,76.490009,76.880013,4005900,20.719991
"152",76.77,77.25,76.569992,76.98999,11017500,20.749631
"153",76.869987,77.349993,76.659988,77.070002,10126200,20.771195
"154",77.240009,77.78001,75.75,76.509991,5356500,20.620266
"155",76.620003,76.919998,74.75001,74.949989,7803600,20.199829
"156",75,75.279991,74.169989,74.319992,7861800,20.030038
"157",75.380013,75.380013,74.03001,74.199989,6377100,19.997696
"158",74.600012,74.790001,72.399988,74.25,14706900,20.011174
"159",74.070002,74.840012,73.949999,74.409988,6129300,20.054293
"160",74.799992,75.519991,74.70999,75.179998,7207500,20.261819
"161",75.230009,76.160007,74.909998,75.26001,5896500,20.283383
"162",75.389997,75.699989,74.51001,74.649988,3532500,20.118975
"163",74.949989,75.929998,74.660007,75.24,5457000,20.27799
"164",75.449999,75.959999,74.459999,74.480009,4608600,20.073164
"165",74.429998,75.030001,74.300011,74.580002,4088700,20.100113
"166",74.49999,74.990009,74.370003,74.840012,12510900,20.170189
"167",74.840012,75.429989,74.840012,75,18148200,20.213307
"168",76.79001,77.199989,76.01001,76.439999,13379400,20.601403
"169",76.569992,76.74999,76.100012,76.430008,4738800,20.59871
"170",76.290001,76.700008,75.77001,76.350002,5773800,20.577148
"171",76.23999,76.74999,76.169998,76.490009,7545900,20.614881
"172",76.610012,78.99999,76.460009,78.24,8833800,21.086522
"173",78.189989,78.189989,77.199989,77.76,3828600,20.957157
"174",77.580002,77.889988,77.259991,77.49,4414500,20.884389
"175",77.690008,77.909998,77.199989,77.840012,2834700,20.978721
"176",77.699999,79.26,77.429998,79.190008,5382900,21.34256
"177",79.310011,79.79001,78.740009,79.530001,5382300,21.434191
"178",79.220009,79.880013,78.950008,79.119987,5713500,21.323688
"179",79.169998,80.559992,79.100012,79.95999,6588300,21.550078
"180",79.98999,80.289991,77.909998,78.45999,6852300,21.145812
"181",77.550001,77.990009,77.070002,77.189999,4986300,21.154032
"182",77.289991,77.289991,76.01001,76.77,8080500,21.038931
"183",80.51001,81.179998,77.900007,77.97999,13283400,21.370531
"184",77.949989,78.369987,76.929989,77.289991,15610800,21.181436
"185",77.720009,78.21999,77.100002,77.27001,6204000,21.17596
"186",77.529991,78.02001,77.27001,77.73999,4424700,21.304758
"187",77.919989,78.339993,77.49,77.54001,6384900,21.249954
"188",77.480009,79.089993,77.360012,78.609987,5233200,21.543182
"189",78.50001,79.379997,78.360003,79.370012,4436700,21.751468
"190",78.929998,79.809992,78.659998,79.359987,5482200,21.748721
"191",79.139997,79.649998,78.920008,79.350002,3680100,21.745985
"192",78.009991,79.940008,78.009991,78.840002,9036000,21.606218
"193",77.829992,78.669989,77.259991,78.26001,4981200,21.447271
"194",78.02001,78.819992,77.649988,78.339993,6673500,21.46919
"195",79.23,83.25,78.330002,78.780001,14367600,21.589775
"196",80.01,88.169998,79.299992,87.110012,44380800,23.872627
"197",87.320011,90.099993,87.140013,89.150007,13265400,24.43169
"198",88.830002,92.22999,88.5,91.25001,17788800,25.007199
"199",90.549992,94.689989,89.76,94.580011,23895900,25.919791
"200",93.899998,94.98,93.320011,93.72999,10242600,25.686841
"201",94.149988,94.98,93.53001,94.74,8338500,25.963636
"202",94.74,96.759991,94.299992,95.859987,5132400,26.27057
"203",96.039986,96.459995,95.73,96.440014,6794400,26.429527
"204",96.800011,97.040005,95.450008,95.790001,6150600,26.25139
"205",95.610003,96.180004,94.929989,95.01,4960500,26.03763
"206",95.169989,95.660007,94.700008,94.779991,3981300,25.974596
"207",95.01,95.439989,94.709999,95.070002,2865900,26.054073
"208",94.439999,96.459995,94.439999,96.009991,3561300,26.311679
"209",96.200008,96.740009,95.390013,95.580002,2445900,26.19384
"210",95.450008,96.120003,95.090012,95.49,5512800,26.169175
"211",95.340002,96.540001,95.159998,96.249985,3497400,26.37745
"212",96.180004,98.180008,96.180004,96.710014,4029000,26.503521
"213",96.53001,97.890003,96.450005,97.430008,4251300,26.700837
"214",97.580006,98.850002,97.490009,98.589993,4696200,27.018732
"215",98.390007,100.749985,98.259991,100.379997,4220100,27.509286
"216",100.449989,100.449989,98.52,98.930008,4719900,27.111914
"217",98.46999,98.73999,97.100006,97.830002,2914200,26.810456
"218",99.650013,99.870003,97.340012,99.029995,3938400,27.139315
"219",99.600002,99.710014,98.439995,99.170013,2695200,27.177688
"220",99.189995,100.220009,98.850002,99.209999,2379900,27.188646
"221",99.26001,99.990005,98.979984,99.600002,2401200,27.295527
"222",102.500015,104.960014,102,103.730015,8100000,28.427363
"223",104.759995,105,102.950008,104.240009,3952200,28.567128
"224",103.959995,104.889988,103.640007,104.799992,2812500,28.720592
"225",105.050011,106.749985,104.73999,106.5,4547100,29.186481
"226",106.98,107.52,106.730015,107.270016,4669500,29.397505
"227",106.910007,107.649994,104.870007,107.570011,11257200,29.479719
"228",107.420013,107.570011,105.800011,106.620003,10329900,29.219368
"229",106.299992,108.180004,105.509995,107.240009,3795000,29.389282
"230",108.050011,109.040005,107.589993,108.620007,3231000,29.767472
"231",108.320011,109.179989,107.859993,109.029991,1760400,29.879829
"232",109.179989,109.479984,107.939999,109.269985,2484000,29.9456
"233",109.23999,110.540005,108.369987,109.02,2993100,29.877091
"234",109.059986,111.48999,108.669994,110.889988,7200000,30.389564
"235",110.840012,111.810001,110.289986,111.509995,3268500,30.559478
"236",111.560005,112.140003,111.039986,111.669994,3047100,30.603326
"237",111.429989,112.290001,110.859993,112.059986,3738900,30.710204
"238",112.319996,112.959995,111.639988,112.899994,2491500,30.940409
"239",113.300011,116.259991,113.040001,116.169994,6298200,31.836557
"240",116.300011,116.859993,115.799995,116.370003,3489000,31.89137
"241",115.589996,116.900013,115.410004,116.240009,3597000,31.855745
"242",116.490005,116.73,112.610012,113.870007,7930500,31.206242
"243",113.769985,114.390003,112.610012,113.870007,4946700,31.206242
"244",113.840012,115.460014,113.679989,114.959999,3509400,31.504956
"245",114.050011,115.550011,113.51001,114.959999,3473100,31.865297
"246",115.76001,116.549995,114.710014,115.28001,3803400,31.954
"247",115.23999,116.109993,114.879993,115.23999,3670500,31.942907
"248",115.250015,115.250015,110.879997,111.240005,6757200,30.834167
"249",110.339996,111.180004,107.289986,107.73,7593900,29.861243
"250",103.100006,103.569992,99.600002,99.899998,15517200,27.690876
"251",100.160007,100.250015,96.509995,97.200005,11832000,26.942476
"252",96.999985,99.999985,96.500015,99.450005,8654400,27.566145
"253",100.109997,103.359993,99.540001,101.660007,8356200,28.178726
"254",101.079987,102.249985,99.849987,99.849987,5486700,27.677014
"255",99.789986,102.189995,99.729984,101.570011,4976700,28.153781
"256",102.029995,113.879997,101.829987,113.589993,18075600,31.485551
"257",112.410004,112.890003,109.029991,109.730015,8385600,30.415619
"258",109.959995,111.620007,108.600002,109.850006,6294300,30.448879
"259",111.639988,112.080002,110.709995,111.339993,6981300,30.861882
"260",111.600002,112.77,110.850002,111.099987,11346600,30.795356
"261",111.48999,112.02,109.379997,111.890007,15057000,31.014339
"262",111.689999,111.800011,109.250015,110.009995,3770400,30.493226
"263",108.830006,109.599987,107.750015,109.449989,10938900,30.338
"264",109.680004,111.96999,109.259995,110.490005,3962700,30.626278
"265",110.100002,111.569996,108.990005,111.189995,6132900,30.820305
"266",111.200008,111.200008,108.240005,109.130013,4701000,30.249307
"267",109.610012,110.660007,108.729984,109.119987,3948600,30.246528
"268",109.5,109.5,108.509995,108.870003,3774000,30.177236
"269",109.340012,111.75,108.870003,110.379993,10576800,30.595784
"270",110.379993,111.830006,108.899998,108.959999,3905100,30.202182
"271",109.250015,110.399998,108.890007,109.839993,4537500,30.446103
"272",110.799992,111.350006,110.000015,110.829987,6499800,30.720516
"273",110.03001,111.290005,109.830002,110.939999,3504900,30.75101
"274",110.120007,110.900013,109.379997,109.620003,2548200,30.385125
"275",109.389988,110.150013,108.390003,109.029991,4045200,30.221582
"276",109.419994,110.870007,108.909988,109.329987,3312900,30.304737
"277",109.340012,110.259991,109.209995,109.599987,3152700,30.379577
"278",110.150013,110.51001,108.660004,109.959995,3826800,30.479366
"279",109.98,110.090012,109.080002,109.689995,3228300,30.404526
"280",109.77,111.149998,109.730015,110.549995,3392100,30.642906
"281",110.700005,110.700005,108.519985,109.790005,2964000,30.432247
"282",110.559986,113.669998,110.559986,113.220005,4451400,31.382995
"283",112.959995,113.51001,111.950008,112.290001,3295200,31.125211
"284",111.980015,111.980015,106.220009,107.289986,9400200,29.739277
"285",107.409988,107.549995,105.839996,106.389988,4031700,29.489811
"286",106.040005,106.410004,104.430004,104.78001,3508800,29.043547
"287",105.279991,106.740005,104.750015,105.620007,3395700,29.276383
"288",105.509995,107.669998,104.669998,106.220009,4338000,29.442695
"289",106.859997,106.970009,102.96999,104.870007,3521700,29.068493
"290",103.869987,106.209995,103.830002,104.589993,3549900,28.990877
"291",104.589993,107.589993,104.589993,106.970009,5484300,29.650584
"292",106.109997,107.229984,103.310005,103.430008,6996000,28.669346
"293",104.379993,105.710014,100.680004,105.249985,5919900,29.173818
"294",102.419998,103.940014,99.999985,100.089993,6822600,27.74354
"295",101.139988,101.589993,97.379997,101.399998,15618000,28.106655
"296",100.02,101.669998,99.419998,99.759991,8772000,27.652068
"297",100.209995,101.46999,99.020016,100.580006,8862000,27.879365
"298",101.349987,101.960014,100.629993,101.619987,5550900,28.167633
"299",102.560005,105.909988,102.050011,105.819992,5446800,29.331816
"300",104.910004,106.269985,104.240009,105.159988,2983200,29.148872
"301",100.76001,109.470005,100.76001,108.380013,5567100,30.041417
"302",106.509991,108.290005,105.980015,107.549995,4954200,29.811348
"303",106.299992,111.429989,106.299992,108.620007,6929700,30.10794
"304",110.009995,110.759995,108.159988,108.839996,7202400,30.168919
"305",108.629997,111.569996,108.629997,111.26001,5966400,30.839712
"306",110.819996,111.75,109.98999,111.279991,5042100,30.845251
"307",112.119987,112.119987,108.639988,109.109997,3990600,30.243759
"308",108.779995,110.529991,106.700008,110.109993,3223800,30.520944
"309",111.330002,113.319992,111.159988,112.799995,3903600,31.266575
"310",111.240005,111.600002,110.360012,111.209999,3917700,31.18525
"311",111.909988,112.149994,110.790001,111.419998,4134300,31.244137
"312",111.560005,112.790005,111.180004,111.699989,5999400,31.322652
"313",110.540005,111.299995,109.890003,110.069996,2889300,30.865573
"314",107.979984,109.070011,106.98999,108.590012,6221100,30.450559
"315",110.009995,110.750015,109.040005,110.46999,5332800,30.977738
"316",110.120007,110.499985,109.149994,109.400013,3860700,30.677698
"317",108.729984,108.729984,106.98,107.540005,4977000,30.156119
"318",106.620003,109.340012,105.909988,109.23,5456400,30.630023
"319",109.509991,110.300011,108.629997,109.680004,4303800,30.756212
"320",109.959995,110.73999,109.01001,110.009995,5196900,30.848748
"321",110.879997,112.140003,110.019985,111.890007,4793700,31.375936
"322",112.23999,112.959995,111.249985,111.800011,6859800,31.3507
"323",110.580002,112.040005,110.580002,111.549992,4764600,31.28059
"324",111.980015,112.779991,111.660004,111.75,3902700,31.336676
"325",111.899998,111.96999,108.620007,108.620007,3809700,30.45897
"326",107.019985,108.26001,105.930004,106.649998,5012400,29.906545
"327",106.209995,107.319992,105.290005,105.999985,4657500,29.72427
"328",107.079987,109.869987,107.079987,109.730015,12833700,30.770236
"329",111.26001,111.540001,109.929989,110.289986,4058400,30.927262
"330",110.300011,110.360012,107.889988,108.509995,4419600,30.428121
"331",109.910007,110.220005,108.75,110.069996,6089400,30.865573
"332",109.040005,112.709999,109.040005,110.700005,6298200,31.042239
"333",110.660007,114.519985,110.540005,112.950005,11281500,31.673178
"334",110.390007,112.119987,108.999985,112.01001,9600000,31.409587
"335",112.01001,112.400013,109.560001,111.980015,7382400,31.401176
"336",112.089993,115.859997,111.569996,115.130013,7936800,32.284491
"337",115.599987,116.700005,115.329987,115.950005,7970700,32.514431
"338",117.450005,120,117.390003,118.470005,8982300,33.221084
"339",118.299992,118.809986,117.140007,117.53001,5737500,32.957493
"340",117.470009,118.23999,115.959995,116.049992,4906800,32.542469
"341",116.000015,117.240005,115.370007,116.490005,4525200,32.665857
"342",117.359997,117.849987,116.169994,117.53001,2852400,32.957493
"343",117.249985,118.149994,116.409988,116.600006,5592600,32.696703
"344",116.349987,116.759995,111.380013,111.639988,7447500,31.305826
"345",112.479984,115.490009,111.680008,114,5429100,31.967616
"346",116.300011,117.48,113.970005,114.339993,3913500,32.062956
"347",115.149994,116.459999,114.549992,115.640007,4912800,32.427503
"348",111.999985,116.649994,109.190014,114.96999,10242300,32.239618
"349",113.720009,114.920013,113.100002,113.46999,4313100,31.818991
"350",114.629997,114.629997,111.080006,111.959999,4532400,31.395563
"351",113.529991,113.529991,111.620007,113.169994,4401000,31.734867
"352",113.420013,114.990005,112.040005,114.609993,4238100,32.138668
"353",114.569996,114.569996,110.570011,110.660007,4986900,31.031023
"354",108.789986,109.269985,107.439995,108.089996,5866800,30.310346
"355",109.259995,109.28001,107.229984,108.779995,3408300,30.503834
"356",109.899994,111.470009,109.250015,109.940014,3499200,30.829124
"357",109.169998,109.689995,108.279991,109.389988,2108400,30.674887
"358",110.900013,111.009991,108.999985,110.339996,4382400,30.941286
"359",110.630013,110.709995,108.500015,109.830002,2830200,30.798274
"360",108.120003,109.049995,106.749985,107.079987,3279600,30.027121
"361",107.850002,108.740009,106.460014,107.73,3552900,30.209397
"362",108.500015,109.700008,108.26001,109.490009,2319000,30.702934
"363",109.040005,109.389988,107.949989,108.309986,1843500,30.372035
"364",107.709995,109.299992,107.540005,109.059986,2924700,30.582348
"365",110.129997,111.569996,108.26001,110.060005,5328600,30.862771
"366",109.749985,111.129993,109.190014,109.680004,9198900,30.756212
"367",110.040001,110.339996,107.490005,109.490009,14099700,30.702934
"368",108.669994,109.179989,107.559986,108.440014,13911600,30.408497
"369",108.350006,109.169998,107.300011,107.960014,2676000,30.273897
"370",107.229984,109.509991,106.640007,108.689999,2766000,30.478597
"371",108.500015,109.5,107.990009,108.629997,1403400,30.461772
"372",110.490005,110.490005,108.800011,109.269985,3628200,30.641236
"373",107.900013,109.329987,107.769985,108.53001,3550500,30.800166
"374",110.480015,111.620007,109.940014,111.620007,4433700,31.677089
"375",111.189995,112.5,110.859993,112.319996,3312300,31.875742
"376",112.520016,112.959995,109.970009,110.019985,2865900,31.223012
"377",111.120003,112.190014,110.52,110.960014,2327700,31.489787
"378",111.459995,111.800011,110.589993,110.720009,2771100,31.421675
"379",110.720009,111.039986,108.990005,109.589996,4503300,31.100984
"380",109.200005,110.700005,108.890007,109.089993,2527200,30.959086
"381",109.520016,110.349987,108.999985,109.299992,2314200,31.018682
"382",108.789986,109.580006,108,108.879993,3002700,30.899489
"383",109.179989,110.970005,108.980015,109.779991,4574400,31.154903
"384",109.830002,109.970009,108.069992,108.369987,3236700,30.754753
"385",108.720005,110.189999,108.48,109.629993,2897700,31.112335
"386",110.019985,110.420013,107.930008,108.029995,8103600,30.658265
"387",108.450005,110.109993,108.450005,108.839996,2792700,30.888139
"388",110.090012,111.359997,109.460014,111.060001,2889300,31.518163
"389",111.060001,112.689995,111.060001,112.5,3290400,31.926826
"390",113.03001,113.150013,111.950008,112.190014,2620500,31.838853
"391",112.539986,113.669998,112.290001,113.669998,1324800,32.258864
"392",113.270016,114.590012,113.270016,114.020016,1554600,32.358197
"393",114.26001,114.770016,113.310001,114.330002,2352600,32.446169
"394",114.249985,115.049995,113.669998,114.939995,2149800,32.619282
"395",115.089993,115.089993,113.589993,114,2008500,32.352517
"396",115.28001,115.509991,113.040001,113.270016,4231500,32.145351
"397",113.310001,113.660007,111.770016,112.680004,3028200,31.97791
"398",112.599987,114.249985,112.410004,114.089996,2754300,32.378057
"399",113.810005,114.21999,112.98,114.060001,2689800,32.369545
"400",114.039986,114.720005,113.300011,114.339993,1977000,32.449004
"401",114.600002,115.670013,113.709995,113.859993,3357000,32.312783
"402",113.480015,113.979984,111.920013,112.070011,3953100,31.804797
"403",112.329987,112.830002,111.830006,112.070011,2100900,31.804797
"404",111.800011,113.25,111.600002,113.100002,1835700,32.097103
"405",113.859993,114.830006,112.550011,114.020016,2729700,32.358197
"406",114.060001,114.189995,112.140003,112.98999,2400000,32.065882
"407",112.859997,113.009995,110.220005,110.339996,2793600,31.31383
"408",110.480015,110.819996,109.449989,109.689995,4683900,31.129363
"409",109.809986,110.540005,109.209995,110.259991,3953100,31.291124
"410",110.060005,112.149994,110.000015,112.070011,3872400,31.804797
"411",111.830006,114.639988,111.189995,114.410007,4017300,32.468874
"412",114.959999,115.200005,110.78001,111.380013,5895900,31.60898
"413",111.309986,111.470009,107.399998,107.480015,7217700,30.502184
"414",107.060005,109.98,106.899994,109.589996,4076400,31.100984
"415",109.620003,109.899994,106.830002,107.390007,7381800,30.47664
"416",107.750015,108.609993,106.98999,107.51001,5228400,30.510696
"417",107.949989,109.830002,107.949989,109.599987,3381900,31.103819
"418",109.899994,111.689999,109.709999,111.569996,3614700,31.662896
"419",111.26001,112.5,111.069992,112.190014,2894700,31.838853
"420",112.28001,114.110012,112.23999,113.009995,2977500,32.071559
"421",112.98999,113.73999,112.839993,113.360012,3564600,32.170892
"422",118.790005,127.680004,117.089996,124.370007,11762100,35.295462
"423",122.049992,123.27,120.069992,122.580002,5351700,34.78747
"424",123.350006,123.419998,121.130013,122.459999,5664900,34.753414
"425",122.300011,122.73999,121.539986,122.73999,6746100,34.832873
"426",122.700005,125.540005,122.279995,123.830006,3324600,35.142213
"427",124.28001,126.930004,124.28001,126,3696600,35.758045
"428",126.48999,127.160007,125.049992,127.049995,3851700,36.056027
"429",128.240009,129.660004,127.799995,129.060001,4520700,36.626455
"430",129.459995,130.130013,128.750015,128.979984,4351800,36.603746
"431",129.249985,129.369987,126.720005,128.879997,14920800,36.575371
"432",128.910004,130.01001,128.73,130.01001,10900500,36.896061
"433",129.669994,131.100002,128.870007,130.569992,3895200,37.054981
"434",129.060001,130.610012,128.600006,129.609993,3697500,37.224432
"435",129.950008,132.609993,129.390003,131.079987,4852800,37.646619
"436",131.379993,131.52,129.339993,129.890007,3155700,37.304853
"437",129.390003,129.860012,128.240009,128.829987,3997500,37.000412
"438",129.060001,129.710014,127.910007,128.379993,4075200,36.871172
"439",128.009995,129.099987,127.250015,128.069996,3138600,36.78214
