"","PPG.Open","PPG.High","PPG.Low","PPG.Close","PPG.Volume","PPG.Adjusted"
"51",65,65.540001,64.720001,65.400002,2054600,29.882418
"52",65.82,66.169998,64.949997,65.010002,1228200,29.704221
"53",64.32,64.709999,64.029999,64.209999,2658400,29.338685
"54",63.919998,65.400002,63.119999,65.139999,3270000,29.763619
"55",65.529999,66.440002,65.169998,65.32,2476000,29.845864
"56",65.75,67.110001,64.970001,67.099998,2107600,30.659177
"57",66.720001,66.900002,65.470001,65.480003,2098400,29.918973
"58",65.239998,66.129997,64.93,65.830002,2737400,30.078893
"59",66.830002,68.400002,66.510002,68.160004,2327800,31.143512
"60",68.400002,68.93,68.239998,68.919998,1359600,31.490767
"61",69.459999,70.220001,69.459999,69.980003,2408200,31.975102
"62",69.459999,69.57,68.080002,68.279999,2920200,31.19834
"63",68.279999,69.470001,68.209999,69.099998,2336000,31.573013
"64",69.970001,69.970001,69.18,69.309998,1437800,31.668965
"65",69.550003,71,69.519997,70.769997,3419800,32.336064
"66",71.489998,71.910004,71.400002,71.639999,3012000,32.733584
"67",71.220001,71.610001,70.949997,71.339996,2658200,32.596507
"68",71.110001,71.889999,70.290001,71.629997,2342400,32.729014
"69",71.269997,72.309998,71.110001,72.230003,2992000,33.003167
"70",72.290001,72.730003,71.68,72.050003,2492000,32.920922
"71",72.379997,72.93,72,72.660004,2693600,33.199642
"72",72.43,72.739998,71.629997,72.190002,3479200,32.98489
"73",72.07,72.910004,72.07,72.080002,2888600,32.934629
"74",71.610001,72.32,71.110001,71.449997,2097200,32.646768
"75",72.510002,73.18,72.07,72.919998,1983000,33.318438
"76",72.93,73.199997,72.580002,72.779999,1337800,33.25447
"77",73.050003,73.32,71.639999,73.139999,2593600,33.418961
"78",72.760002,73.5,72.529999,72.900002,2728800,33.309301
"79",73.5,73.989998,72.330002,72.800003,3623200,33.26361
"80",73.5,73.5,72.68,73.089996,1215200,33.396113
"81",72.760002,73.07,72.099998,72.239998,2593800,33.007734
"82",72.93,74.349998,72.760002,74,2816600,33.81191
"83",73.760002,74.959999,73.760002,74.760002,2480000,34.159168
"84",75,75,73.919998,74.550003,1865400,34.063216
"85",74.510002,75.449997,74.459999,75.209999,1529400,34.36478
"86",75.370003,75.589996,74.730003,75,1533200,34.268828
"87",74.620003,75.650002,74.260002,75.5,2126800,34.497287
"88",75.849998,76.620003,75.849998,76.239998,2148800,34.835405
"89",76.190002,76.550003,75.870003,76.330002,2981400,34.876529
"90",77.040001,77.339996,75.830002,76.769997,3054200,35.077571
"91",76.849998,77.07,76.389999,76.879997,1964200,35.127832
"92",75.809998,76.790001,75.260002,75.769997,2606600,34.620653
"93",75.93,77.949997,75.400002,77.459999,2528000,35.392845
"94",76.489998,77.370003,75.949997,76.669998,3338400,35.031879
"95",77.379997,77.379997,76.25,76.43,2204600,34.92222
"96",76.900002,78,76.620003,77.330002,2346600,35.333447
"97",76.709999,77.68,76.260002,77.300003,2527200,35.31974
"98",76.300003,76.879997,75.839996,76.769997,2008200,35.077571
"99",77.220001,77.599998,76.099998,76.599998,1880200,34.999895
"100",76.269997,77.160004,76.099998,76.699997,2045000,35.045586
"101",77.120003,77.860001,76.25,76.669998,2872600,35.031879
"102",77.290001,78.139999,77.290001,77.639999,1939800,35.47509
"103",77.690002,78.220001,76.900002,77.889999,2382400,35.58932
"104",78.690002,79.410004,78.529999,79.129997,2351600,36.155897
"105",79.059998,79.839996,78.660004,79.669998,2547800,36.402633
"106",78.959999,79.370003,78.660004,79.089996,2147400,36.388828
"107",79.199997,79.419998,77.940002,78.260002,1739400,36.006953
"108",78.129997,78.330002,77.120003,78.019997,2944800,35.896528
"109",77.370003,78.480003,77.139999,78.110001,2187600,35.937938
"110",77.110001,77.800003,76.400002,76.779999,2021400,35.326013
"111",76.910004,77.870003,76.720001,76.860001,2300400,35.362821
"112",76.290001,76.379997,75.019997,75.580002,3088400,34.773901
"113",75.68,76.639999,75.349998,76.080002,2257600,35.003948
"114",77.120003,78.019997,77,77.550003,1978000,35.680287
"115",77.410004,77.739998,76.910004,77.379997,1889600,35.602068
"116",76.93,77.559998,76.010002,77.349998,1493400,35.588266
"117",76.300003,76.419998,75.349998,75.919998,1723200,34.930331
"118",76.410004,77.82,76.410004,77.790001,1523200,35.790708
"119",76.970001,78,76.870003,77.629997,1231600,35.717092
"120",77,77.949997,76.209999,77.800003,2555600,35.79531
"121",77.019997,78.5,76.75,77.959999,4179800,35.868924
"122",79.120003,79.949997,78.989998,79.860001,2322600,36.743103
"123",79.769997,80.290001,79.519997,80.190002,2519000,36.894935
"124",79.82,80.989998,79.68,80.800003,2015800,37.175592
"125",80.43,80.5,79.779999,79.949997,1900000,36.78451
"126",80.769997,80.989998,80.32,80.449997,2397600,37.014556
"127",80.400002,80.800003,79.599998,79.839996,2013600,36.733899
"128",80.239998,80.239998,79.519997,80.050003,1771200,36.830522
"129",80.43,80.919998,80.18,80.900002,1953800,37.221601
"130",80.980003,81.300003,80.459999,80.459999,2438200,37.019158
"131",80.699997,81.599998,80.480003,81.330002,2090200,37.419441
"132",81.150002,82.589996,81.150002,82.099998,2774600,37.773712
"133",81.989998,81.989998,81.019997,81.459999,3519800,37.479252
"134",81.639999,82.160004,81.029999,82.010002,4614400,37.732305
"135",81.949997,82.489998,81.769997,82.360001,1768600,37.893338
"136",82.5,82.949997,82.389999,82.480003,1970000,37.94855
"137",82.730003,82.849998,82.230003,82.639999,1005800,38.022163
"138",82.599998,83,82.440002,82.800003,969400,38.09578
"139",82.419998,83.199997,82.300003,83.019997,1048800,38.196998
"140",82.949997,84.059998,82.93,83.849998,1934200,38.578877
"141",83.849998,84.459999,83.849998,84.209999,1451600,38.744511
"142",83.949997,84.279999,83.580002,83.849998,1576800,38.578877
"143",83.860001,84.589996,83.690002,84.07,1508600,38.680098
"144",84.510002,85.050003,84.309998,84.690002,1862400,38.965357
"145",84.650002,84.690002,82.889999,83.43,2342400,38.385638
"146",83.279999,84.120003,83.029999,83.900002,2480000,38.601883
"147",83.860001,83.989998,83.339996,83.599998,2642400,38.463853
"148",83.059998,83.540001,81.800003,82.32,3316200,37.874933
"149",82.080002,82.879997,81.110001,82.580002,3072400,37.994559
"150",82.629997,82.989998,81.900002,82.029999,2391800,37.741506
"151",82.559998,83.169998,82.410004,83.010002,1643000,38.192399
"152",82.800003,83.080002,82.379997,82.540001,1326200,37.976155
"153",82.730003,83.32,82.230003,83.139999,1719200,38.25221
"154",83.290001,83.559998,83.029999,83.190002,2133400,38.275216
"155",83.239998,83.410004,82.110001,82.790001,3433200,38.091178
"156",80.489998,81.900002,78.75,81.360001,6078800,37.433244
"157",82.080002,82.93,81.809998,82.150002,3565000,37.796718
"158",82.25,83.339996,82.080002,83.309998,3091000,38.330425
"159",83.129997,83.959999,82.75,83.580002,2335800,38.454653
"160",84,85.440002,83.720001,84.790001,2864200,39.011366
"161",84,84.519997,83.459999,83.919998,2519800,38.611083
"162",84.220001,85.349998,82.949997,83.230003,4426000,38.293621
"163",83.43,85,83.339996,84.279999,4291800,38.776717
"164",84.760002,86.220001,84.760002,86.010002,3185400,39.572681
"165",85.639999,85.809998,84.919998,85.150002,1654600,39.177
"166",85.050003,85.879997,84.419998,85.599998,1809200,39.384041
"167",85.610001,86.040001,84.949997,85.849998,1313600,39.499064
"168",86.07,86.879997,85.870003,86.089996,3084800,39.609486
"169",86.080002,86.900002,86.029999,86.730003,1832800,39.903949
"170",86.290001,86.650002,85.650002,86.489998,1669000,39.793524
"171",86.07,87.800003,85.82,87.519997,2082200,40.267421
"172",87.110001,88.690002,87.019997,88.379997,2031400,40.663102
"173",88.389999,88.860001,88.25,88.489998,2040800,40.713712
"174",88.260002,88.879997,88,88.349998,2577000,40.649299
"175",88.169998,89.019997,88.120003,88.699997,2346400,41.065976
"176",88.580002,89.599998,88.349998,89.449997,1676800,41.413208
"177",89.93,90.339996,89.120003,90.139999,2684600,41.732663
"178",88.739998,89.139999,86.949997,87.059998,2736800,40.306695
"179",87.080002,87.699997,85.150002,86.550003,3479800,40.07058
"180",86.410004,87.260002,84.68,85.949997,2596800,39.792792
"181",86.730003,87.75,86.300003,87.43,2764200,40.477998
"182",87.580002,88.730003,87.550003,88.379997,2675400,40.917824
"183",88.870003,89.160004,87.650002,87.739998,3718600,40.621519
"184",87.410004,88.68,87.400002,88.010002,3117200,40.746525
"185",88.910004,89.82,88.889999,89.739998,2083600,41.547471
"186",89.489998,89.809998,87.900002,88.57,2217600,41.00579
"187",88.93,89.639999,86.860001,87.519997,2910000,40.519664
"188",87.860001,89.150002,87.190002,88.830002,1613400,41.126165
"189",88.510002,88.809998,87.360001,88.050003,1723600,40.765044
"190",87.209999,87.300003,86,86.449997,2717200,40.02428
"191",86.029999,88,85.949997,87.5,2404800,40.510406
"192",87.25,88.18,86.75,87.839996,1807400,40.667816
"193",85.290001,87.440002,85.010002,86.800003,2989800,40.186324
"194",86.370003,87.050003,84.690002,85.519997,3613000,39.593712
"195",87.019997,88.699997,86.769997,87.160004,4111000,40.352996
"196",88.57,88.959999,87.400002,87.459999,4042000,40.491887
"197",88.870003,88.949997,88.209999,88.559998,2847200,41.001159
"198",88.949997,88.970001,87.959999,88.089996,2062000,40.78356
"199",87.769997,88.599998,87,88.279999,1911400,40.871527
"200",88.779999,88.980003,87.910004,88.68,1267200,41.056718
"201",89,90,88.779999,89.440002,1886200,41.408581
"202",89.839996,89.989998,89.269997,89.379997,1987400,41.3808
"203",89.389999,90.639999,89.010002,90.589996,2650800,41.941
"204",94.440002,96.559998,93.699997,95.93,9503600,44.413294
"205",95.540001,95.949997,95.129997,95.209999,3821000,44.079951
"206",95.529999,96.550003,94.650002,95.099998,3171600,44.029023
"207",95.199997,96.760002,95.18,96.489998,2891200,44.67256
"208",96.160004,97.809998,95.470001,96.349998,2635200,44.607743
"209",96.849998,97.150002,96.209999,96.410004,2234600,44.635524
"210",96.389999,96.970001,95.550003,96.07,1998000,44.478111
"211",96.400002,96.699997,94.57,95.339996,1797600,44.140137
"212",95.470001,96,94.5,94.940002,1570600,43.954949
"213",94.129997,94.739998,93.470001,93.760002,1931200,43.408637
"214",94.290001,94.43,91.599998,92.269997,3508600,42.7188
"215",92,92.879997,91.709999,92.489998,2554200,42.820656
"216",92.769997,93.019997,91.839996,92.650002,3470400,42.894733
"217",91.440002,91.709999,90.139999,91.389999,2666400,42.311383
"218",91.510002,93.190002,91.389999,93.139999,2242400,43.121591
"219",94.449997,94.959999,93.589996,94.540001,3214800,43.769758
"220",94.610001,95.730003,93.919998,94.639999,2151600,43.816055
"221",94.879997,95,93.199997,93.43,1589200,43.255854
"222",94.080002,94.68,93.559998,93.970001,1622200,43.505862
"223",94.199997,94.290001,92.43,93.599998,2237200,43.334559
"224",93.559998,94.309998,93.459999,94.139999,1269800,43.584567
"225",94.589996,94.730003,93.739998,94.669998,2200000,43.829944
"226",95,95.489998,94.010002,94.129997,1531200,43.579936
"227",94.239998,94.400002,91.339996,92.099998,2552400,42.640095
"228",92.029999,92.489998,89.790001,90.389999,2317000,41.848407
"229",89.970001,91.360001,89.779999,90.239998,2361600,41.778959
"230",91.089996,91.910004,89.940002,90.389999,2912000,42.114422
"231",90.510002,91.620003,90.260002,91.279999,1509200,42.52909
"232",91.720001,92.309998,91.300003,91.779999,1566600,42.76205
"233",91.779999,91.800003,89.580002,89.989998,2334000,41.928054
"234",89.949997,90.040001,88.529999,89.709999,2295800,41.797597
"235",89.519997,90.040001,87.82,88.470001,2041400,41.219859
"236",88.169998,89.699997,87.900002,88.620003,2291200,41.289747
"237",88.330002,88.519997,86.830002,87.419998,2869200,40.730642
"238",87.739998,89.230003,87.220001,89.080002,2237000,41.50407
"239",89.529999,90.080002,88.349998,88.93,1569800,41.434181
"240",88.889999,88.889999,87.010002,88.050003,1727000,41.024174
"241",86.940002,87,86.059998,86.660004,2109400,40.376546
"242",86.93,87.540001,85.75,85.93,2030000,40.036424
"243",85.599998,87.650002,85.599998,87.330002,2050400,40.688711
"244",87.190002,87.660004,86.400002,87.099998,1934400,40.581548
"245",87.559998,88.300003,87.379997,87.800003,1246600,40.907694
"246",88.580002,88.93,87.790001,88.699997,1907800,41.327018
"247",88.43,88.639999,86.720001,86.760002,2265600,40.423138
"248",86.629997,87.629997,85.720001,86.169998,2019400,40.148243
"249",84.949997,85.279999,84.389999,84.93,2184400,39.570505
"250",84.879997,85.419998,84.050003,84.099998,1402200,39.183791
"251",84.870003,86.260002,84.709999,85.68,3086000,39.919944
"252",85.230003,85.239998,84.269997,84.449997,2152400,39.346862
"253",84.68,85.75,84.339996,85.260002,1453600,39.724259
"254",85.050003,85.080002,83.949997,84.110001,2139600,39.188451
"255",84.25,84.559998,83.400002,83.839996,2083200,39.062651
"256",84.860001,85.879997,84.860001,85.5,1447800,39.836079
"257",84.459999,84.949997,83.25,83.970001,2365000,39.123223
"258",83.720001,84.68,82.760002,84.110001,2479800,39.188451
"259",84.720001,85.260002,84.290001,84.75,3378200,39.486639
"260",84.480003,85.739998,84.400002,85.43,1530200,39.803464
"261",86.019997,87.889999,85.830002,87.730003,1862400,40.87508
"262",87.739998,88.610001,87.199997,87.739998,2220800,40.879736
"263",86.339996,87.080002,85.25,87.010002,2461600,40.539617
"264",87.160004,87.410004,86.279999,87.160004,6506400,40.609506
"265",86.709999,87.5,85.419998,86.959999,2778200,40.51632
"266",87.489998,88.459999,86.870003,88.459999,2621200,41.215199
"267",88.800003,89.389999,87.919998,89.139999,2270800,41.532024
"268",89.510002,90.970001,89.160004,90.790001,2171400,42.300791
"269",90.980003,92.010002,90.440002,91.849998,1576000,42.794664
"270",91.599998,91.760002,91,91.489998,1991400,42.626933
"271",91.790001,93.389999,91.580002,92.510002,3381000,43.102172
"272",93.519997,93.849998,93.089996,93.370003,2125800,43.502863
"273",92.029999,92.230003,91.370003,92.120003,2855200,42.920464
"274",90.580002,91.169998,89.860001,90.269997,2099400,42.058511
"275",90.019997,90.690002,89.709999,89.849998,2209200,41.862826
"276",90.43,90.93,89.720001,89.93,2290400,41.9001
"277",89.980003,90.239998,88.300003,88.449997,3396800,41.210538
"278",88.849998,89.75,88.589996,89.669998,2330800,41.77896
"279",89.489998,89.489998,88.18,88.709999,2775800,41.331678
"280",89.18,89.910004,88.980003,89.239998,2765200,41.578615
"281",89.43,89.690002,88.699997,89.349998,1683400,41.629866
"282",91.550003,91.650002,89.760002,89.980003,2847800,41.923397
"283",90,90.580002,88.669998,88.940002,2869800,41.438841
"284",88.150002,89.699997,87.790001,88.550003,2958600,41.257133
"285",88.480003,88.510002,86.419998,86.589996,3417000,40.343929
"286",86.199997,86.529999,84.910004,85,2532600,39.603119
"287",85.330002,86.379997,84.419998,84.550003,2436000,39.393457
"288",83.400002,84.910004,83.050003,84.199997,2502400,39.230382
"289",85.419998,85.709999,82.809998,83.900002,3004200,39.090609
"290",83.379997,84.18,81.699997,81.720001,3657200,38.074905
"291",82.050003,82.760002,79.650002,82.639999,5202400,38.50355
"292",81.510002,81.510002,77.620003,77.68,5494200,36.192592
"293",79.150002,79.589996,76.239998,77.879997,6098200,36.285774
"294",75.699997,76.610001,72,72.949997,6841400,34.239391
"295",74.089996,77.519997,72.760002,77.309998,5494200,36.285775
"296",75.349998,75.879997,72.910004,73.059998,5031400,34.29102
"297",73.370003,75.75,72.949997,74.910004,6495000,35.159328
"298",76.150002,76.279999,74.75,75.059998,5024600,35.229728
"299",75.639999,76.669998,75.139999,76.620003,3972200,35.961923
"300",75.75,76.019997,74.419998,75.199997,2853200,35.295438
"301",75.669998,76.779999,74.779999,75.300003,2539000,35.342376
"302",73.139999,73.25,69.860001,70.410004,4565200,33.047234
"303",69.389999,71.230003,68.800003,68.879997,4102000,32.329119
"304",70.330002,70.800003,68.699997,68.940002,2695200,32.357283
"305",69.239998,71.139999,68.860001,71.139999,2898200,33.38986
"306",70.809998,72,70.300003,71.889999,2250200,33.741876
"307",72.349998,72.739998,70.690002,71.080002,1811200,33.3617
"308",71.330002,72.68,69.139999,72.339996,2721000,33.953084
"309",73.339996,75.519997,73.279999,75.489998,2654800,35.431551
"310",75.160004,76.940002,74.919998,76.480003,3296200,35.896214
"311",77.040001,77.639999,76.07,76.589996,3230800,35.94784
"312",76.699997,77.150002,74.949997,75.029999,3396800,35.215648
"313",73.5,74.010002,73.339996,73.57,4484400,34.530391
"314",71.529999,73.260002,71.300003,73.199997,4522800,34.356729
"315",74.339996,75.029999,74.300003,75.010002,4785000,35.206263
"316",74.540001,75.419998,74.349998,74.839996,4882800,35.12647
"317",73.910004,73.970001,72.650002,73.099998,4372800,34.309794
"318",72.279999,73.449997,71.529999,73.120003,3634200,34.319183
"319",73.599998,74.910004,73.110001,74.690002,2617000,35.056069
"320",75.18,76.93,73.809998,76,3188800,35.670922
"321",76.779999,77.720001,76.489998,77.419998,1939000,36.337405
"322",77.879997,78.769997,77.529999,78.639999,3665800,36.910017
"323",76.980003,78,76,77.720001,3521800,36.478212
"324",78.129997,79.129997,77.019997,77.519997,3230600,36.384339
"325",77.389999,77.629997,73.5,73.540001,3403000,34.516311
"326",71.120003,71.230003,68.910004,70.099998,4302400,32.901732
"327",69.5,70.589996,68.269997,68.82,4296600,32.300959
"328",69.559998,72.5,68.489998,72.440002,4231800,34.000022
"329",74.459999,76.160004,73.580002,74.519997,4353000,34.976277
"330",74.699997,74.849998,71.449997,71.5,3150400,33.558828
"331",74.139999,74.139999,70.989998,72.349998,3277800,33.957779
"332",71.07,72.190002,70.5,70.660004,3580000,33.164572
"333",70,71.559998,68.580002,68.68,4649600,32.235249
"334",67.660004,70.769997,66.43,70.669998,3800000,33.169263
"335",71.160004,73.099998,70.209999,72.760002,2834600,34.150216
"336",72.400002,73.809998,71.199997,73.709999,3156000,34.596101
"337",73.849998,74.650002,72.43,73.480003,2431800,34.488151
"338",74.989998,76.650002,74.959999,76.440002,1773000,35.877439
"339",76.110001,76.82,75.660004,76.209999,1768200,35.769486
"340",76.919998,78.440002,76.919998,77.760002,2265200,36.496987
"341",76.760002,77.919998,76.169998,77.669998,2230600,36.454743
"342",78.839996,79.830002,78.129997,79.709999,1723800,37.412226
"343",79.580002,79.889999,77.529999,77.839996,2406600,36.534532
"344",77.690002,81.190002,77.279999,80.730003,2569400,37.89097
"345",80.5,81,78.300003,78.839996,3214200,37.003887
"346",80.169998,80.940002,78.290001,80.68,3083600,37.8675
"347",81.970001,83.760002,81.709999,83.68,3253000,39.275563
"348",83.970001,84.849998,83.599998,84.400002,4141200,39.613499
"349",84.099998,84.650002,82.419998,82.529999,2437200,38.735805
"350",84.07,85.400002,82.75,84.860001,2575600,39.829401
"351",87.139999,89.959999,86.459999,88.93,3321400,41.739673
"352",88.209999,90,87.790001,89.370003,2747600,41.94619
"353",87.779999,88.080002,86.349998,86.410004,2570200,40.556902
"354",83.080002,86.639999,83.080002,84.599998,2919000,39.707368
"355",85.639999,87.339996,85.349998,86.699997,1528000,40.693011
"356",88,88.959999,86.769997,88.660004,1808200,41.612949
"357",88.099998,88.790001,86.550003,88.510002,1379400,41.542545
"358",88.730003,89.360001,87.099998,88.900002,1545400,41.725593
"359",88.769997,89.589996,87.529999,89.379997,1592800,42.221593
"360",86.800003,87.209999,84.800003,85.419998,2782400,40.350957
"361",86.309998,86.970001,85.07,86.220001,2048000,40.728865
"362",87.639999,88.580002,87.599998,88.110001,1770600,41.621668
"363",87.779999,88.089996,86.620003,87.290001,2215400,41.234314
"364",86.849998,87.989998,86.309998,87.349998,1856000,41.262656
"365",85.860001,86.809998,84.809998,84.93,3101800,40.11949
"366",84.699997,85.529999,81.970001,82.709999,3370400,39.070799
"367",83.330002,84.25,82.599998,83.599998,1875000,39.49122
"368",82.379997,82.449997,81.110001,81.830002,2667000,38.655104
"369",81.510002,82.610001,80.639999,81.269997,3696000,38.390567
"370",80.300003,80.660004,79.389999,79.57,1838200,37.587517
"371",79.220001,80.400002,79.07,79.449997,648800,37.53083
"372",82.290001,83.25,81.949997,82.550003,1879200,38.99522
"373",83.93,84.059998,82.629997,83.139999,2540400,39.273924
"374",86.339996,87.790001,85.910004,87.75,2561600,41.45161
"375",87.190002,87.779999,86.160004,86.550003,1896600,40.884752
"376",86.519997,86.980003,84.589996,84.870003,3056800,40.091148
"377",86.410004,87.050003,84.629997,85.169998,2882600,40.232861
"378",85.120003,86.25,84.5,85.440002,1924800,40.360407
"379",85.160004,85.449997,84.120003,84.669998,2954000,39.99667
"380",84.379997,84.529999,82.43,82.629997,2837200,39.033008
"381",81.589996,84.349998,81.199997,83.940002,2948400,39.651832
"382",82.790001,82.949997,81.889999,82.519997,1896200,38.981045
"383",83.209999,84.07,80.739998,81.360001,2925200,38.433083
"384",80.839996,81.349998,79.870003,80.199997,2869000,37.885117
"385",81.410004,81.599998,79.639999,80.120003,2821400,37.847329
"386",80.900002,82.129997,80.199997,80.870003,2922600,38.201616
"387",81,81.440002,78.800003,79.129997,2262200,37.379667
"388",80.040001,81.370003,79.949997,80.779999,4068400,38.1591
"389",81.160004,82.230003,80.540001,82.160004,2117000,38.810991
"390",82.269997,82.650002,81.709999,82.360001,2810800,38.905466
"391",82.540001,83.550003,82.360001,83.510002,1213800,39.448707
"392",83.300003,84.440002,83.18,83.959999,1048600,39.661278
"393",84.120003,84.239998,82.639999,82.790001,1399200,39.108591
"394",82.849998,84.059998,82.449997,83.989998,1251000,39.675449
"395",84.120003,84.230003,83.489998,83.489998,1114000,39.439258
"396",85.300003,86.279999,84.959999,85.120003,1474400,40.209244
"397",85.099998,85.68,84.580002,85.300003,1453800,40.294273
"398",84.489998,84.639999,83.269997,84.540001,2289200,39.935261
"399",84.480003,84.940002,84.239998,84.760002,1253400,40.039186
"400",84.800003,84.970001,83.919998,84.330002,1711600,39.836061
"401",85.410004,86.660004,85.309998,86.139999,1536000,40.691073
"402",85.900002,86.599998,85.82,86.599998,1591000,40.908369
"403",86.75,88.089996,86.449997,88,1364200,41.569706
"404",87.699997,88.019997,86.410004,87.519997,1440200,41.342961
"405",88.739998,89.040001,87.599998,88.040001,1382200,41.588602
"406",88.269997,89.980003,88.080002,89.900002,2100000,42.467234
"407",89.400002,89.400002,86.739998,87.760002,4021200,41.456335
"408",87.690002,89.199997,87.690002,88.919998,2433200,42.004297
"409",88.849998,89,88.019997,88.330002,1358000,41.725593
"410",87.5,88.610001,87.239998,88.5,1800800,41.805897
"411",88.080002,89.690002,87.650002,89.419998,1366400,42.240489
"412",89.949997,90.889999,88.510002,88.830002,1910000,41.961785
"413",88.739998,89.519997,88.07,89.059998,1581200,42.070431
"414",88.029999,89.589996,87.610001,89.470001,1609600,42.26411
"415",89.800003,90,88.529999,89.580002,2158600,42.316072
"416",90.720001,91.629997,90.300003,90.860001,2308600,42.920722
"417",90.980003,90.980003,89.699997,89.800003,1325800,42.419997
"418",90.970001,91.559998,90.699997,91.220001,2186800,43.09078
"419",90.669998,90.949997,90.43,90.879997,972800,42.930168
"420",90.57,91.400002,89.989998,91.269997,1378400,43.114397
"421",91.230003,91.699997,90.370003,91.610001,1224000,43.275009
"422",91.610001,92.089996,91.160004,92.029999,1846400,43.473409
"423",91.160004,91.160004,90.18,90.830002,1490000,42.906551
"424",91.410004,91.830002,90.830002,91.080002,1035200,43.024647
"425",91.040001,91.379997,89.68,90.519997,1943200,42.76011
"426",90.620003,90.620003,89.349998,89.940002,1619600,42.755357
"427",90.07,91.519997,89.900002,91.400002,1404800,43.449406
"428",91.860001,92.449997,91.540001,92.120003,1616800,43.791678
"429",91.32,92.300003,90.900002,91.970001,2848400,43.720371
"430",91.980003,93.160004,91.730003,91.800003,2048600,43.639557
"431",91.690002,92.5,91.480003,92.199997,1010200,43.829705
"432",92,92.559998,91.489998,91.669998,1290600,43.577756
"433",91.190002,93.18,90.699997,92.940002,1776400,44.181486
"434",92.790001,93.669998,92.349998,92.93,2121400,44.176732
"435",92.919998,93.139999,90.940002,91.25,2340400,43.378099
"436",91.489998,92.980003,91.489998,92.660004,1628400,44.048381
"437",92.949997,93.400002,92.110001,92.5,1115800,43.97232
"438",92.160004,92.300003,91.199997,91.620003,1310200,43.55399
"439",90.230003,90.959999,90.040001,90.410004,1556200,42.978785
"440",90.629997,90.93,90.050003,90.550003,1958200,43.045337
"441",91.510002,93.389999,91.400002,92.940002,2057400,44.181486
"442",93,93.639999,92.599998,92.769997,1498600,44.10067
"443",92.959999,93.629997,92.68,93.089996,1302800,44.25279
"444",93.709999,94.410004,93.370003,94.309998,1717600,44.83275
"445",94.18,94.589996,93.25,93.68,1530600,44.533264
