"","HES.Open","HES.High","HES.Low","HES.Close","HES.Volume","HES.Adjusted"
"83",61.150002,62.290001,61.150002,61.610001,2758700,58.974535
"84",62.200001,62.330002,60.880001,61.810001,2709800,59.165981
"85",61.759998,62.740002,61.509998,62.529999,2830800,59.855179
"86",62.52,63.560001,62.52,63.040001,2146300,60.343365
"87",62.709999,62.98,61.849998,62.669998,1910800,59.98919
"88",63,63.73,62.900002,63.369999,2534500,60.659247
"89",63.299999,63.779999,62.380001,62.75,2446800,60.065769
"90",63.52,64.040001,62.77,63.830002,3414400,61.099572
"91",63.709999,64.68,63.43,64.360001,2769500,61.6069
"92",63.52,63.75,62.07,62.27,3336100,59.606303
"93",62.580002,63.84,62.380001,63.279999,2416000,60.573097
"94",63.540001,64.480003,62.580002,63.119999,2789700,60.419941
"95",63.220001,63.68,62.48,63.25,2603900,60.544381
"96",63.799999,64.099998,62.459999,62.549999,3625800,59.874324
"97",62.09,62.84,61.43,62.509998,3274900,59.836034
"98",63.189999,64.410004,61.299999,62.509998,4590200,59.836034
"99",63.18,63.75,62.91,63.23,2205400,60.525236
"100",62.889999,63.48,62.57,63.029999,2074700,60.333791
"101",63.720001,64.669998,63.720001,64.099998,3019100,61.358019
"102",64.830002,65.970001,64.75,65.279999,3206800,62.487543
"103",65.550003,66.75,65.220001,66.440002,4616900,63.597926
"104",69.25,69.900002,68.889999,69.25,6086000,66.287722
"105",69.279999,70.230003,69.089996,69.980003,4563800,66.986498
"106",69.669998,70.849998,69.440002,70.470001,3184600,67.455535
"107",70.959999,71.220001,69.18,69.660004,3386600,66.680187
"108",70.150002,71.529999,69.110001,71.529999,3055300,68.47019
"109",70.82,71.989998,69.5,71.900002,2867100,68.824365
"110",71.010002,71.040001,69.150002,70.059998,4056900,67.06307
"111",70.629997,70.669998,69.529999,69.529999,2711100,66.555743
"112",68.75,68.75,67.199997,67.779999,4049000,64.880602
"113",67.129997,68.690002,66.510002,67.82,3561600,64.918892
"114",68.830002,70.389999,68.830002,69.989998,2764000,66.996065
"115",69.760002,70.480003,69.139999,70.400002,3003900,67.38853
"116",69.779999,70,68.419998,69.690002,2014900,66.708902
"117",68.900002,69.330002,68.389999,69.050003,3211400,66.09628
"118",69.389999,70.970001,69.349998,70.940002,2432200,67.905431
"119",70.080002,70.290001,69.330002,69.779999,1068200,66.795049
"120",69.379997,70.419998,67.870003,70.120003,2695000,67.120509
"121",69.389999,70.650002,69.120003,70.050003,2607800,67.053503
"122",71.589996,73.389999,71.459999,73.139999,3238000,70.01132
"123",73.099998,74.550003,73.099998,74.290001,2486900,71.112128
"124",73.93,74.75,73.830002,74.300003,3369400,71.121703
"125",74.419998,74.5,73.18,74,4098500,70.834533
"126",74.82,76.370003,74.660004,75.440002,3977300,72.212937
"127",75.699997,75.860001,73.599998,74.339996,2692900,71.159985
"128",75.07,75.07,73.610001,73.949997,2170300,70.786669
"129",74.32,74.730003,73.970001,74.519997,1862700,71.332286
"130",74.720001,75.269997,73.93,74.120003,2593600,70.949402
"131",74.190002,74.540001,73.620003,74.089996,2801600,70.920679
"132",73.769997,74.370003,72.910004,73.209999,2479200,70.078325
"133",73.449997,74.440002,72.57,74.419998,2876800,71.334006
"134",74.75,75.910004,74.470001,75.440002,4451200,72.311713
"135",74.989998,75.290001,74.25,74.599998,3171500,71.506542
"136",74.730003,76.050003,74.57,76.010002,2219100,72.858076
"137",75.980003,76.540001,75.510002,76.18,2134700,73.021025
"138",75.739998,76.019997,75.43,75.839996,1586600,72.69512
"139",75.379997,75.489998,74.629997,75.269997,1196600,72.148757
"140",75.639999,75.639999,74.940002,75.120003,1523600,72.004983
"141",75.589996,76.529999,75.080002,76.440002,2713500,73.270246
"142",76.5,76.980003,76.220001,76.440002,1830300,73.270246
"143",76.440002,76.900002,75.849998,76.540001,1286900,73.366098
"144",77.940002,78.389999,77.089996,77.419998,2124900,74.209604
"145",78.169998,78.360001,77.199997,77.75,2724200,74.525921
"146",78.269997,79.519997,77.360001,79.470001,4138400,76.174599
"147",80.269997,80.449997,78.699997,79.209999,2872600,75.925378
"148",79.190002,79.339996,78.110001,79.169998,2739900,75.887036
"149",79.18,79.260002,77,77.989998,4777300,74.755967
"150",78.57,81.610001,78.410004,80.989998,4838400,77.631565
"151",82.230003,82.379997,79.800003,80.190002,3760100,76.864744
"152",80.889999,81.07,79.440002,79.919998,3082300,76.605936
"153",79.949997,82.330002,79.669998,82.129997,3047700,78.724292
"154",82.720001,82.75,81.93,82.029999,2690300,78.62844
"155",82.160004,82.470001,80.360001,80.5,3046500,77.161886
"156",79.949997,80.040001,77.760002,79.440002,4155600,76.145844
"157",79.019997,80.139999,78.410004,78.650002,3841400,75.388602
"158",78.739998,79.290001,78.360001,78.940002,3357200,75.666578
"159",78.580002,78.75,76.290001,77.169998,4934000,73.969971
"160",76.790001,79.769997,76,79.349998,5064600,76.059572
"161",79.580002,79.910004,78.449997,79.25,2928200,75.96372
"162",78.93,82.230003,78.25,81.510002,6961300,78.130007
"163",81.699997,84.190002,81.459999,84.120003,4187500,80.631778
"164",84.32,86.120003,84.309998,85.360001,4082400,81.820356
"165",84.830002,85.199997,83.760002,83.879997,2555000,80.401724
"166",83.709999,84,81.75,83.139999,2533000,79.692412
"167",84.349998,84.349998,81.910004,82.339996,2892200,78.925583
"168",82.660004,83.910004,82.529999,83.150002,2045000,79.702
"169",82.800003,82.809998,81.769997,82.669998,2387500,79.241901
"170",82.150002,82.470001,79.860001,80.089996,2984100,76.768884
"171",79.889999,81.400002,79.75,81.290001,1790100,77.919128
"172",81.089996,81.290001,79.879997,80.599998,2590000,77.257738
"173",80.489998,82.449997,80.330002,82.330002,2371500,78.916003
"174",82.07,82.269997,81,81.190002,1559400,77.823276
"175",81.599998,83.980003,81.410004,83.839996,2651500,80.363382
"176",83.690002,84.419998,82.82,84.129997,2278700,80.641358
"177",83.919998,85.019997,83.269997,85,2870100,81.475284
"178",84.349998,85,80.629997,80.760002,4140800,77.411107
"179",81.099998,85.209999,81.099998,84.949997,5061000,81.427354
"180",84.690002,85.400002,82.82,83.730003,4133900,80.25795
"181",84.040001,84.849998,82.790001,84.800003,3500700,81.28358
"182",85.5,87.029999,85,87.029999,3767400,83.421104
"183",87.169998,87.400002,84,84.660004,4270000,81.149386
"184",84.650002,84.949997,83,84.510002,2335800,81.005605
"185",85.440002,85.690002,84.400002,85.199997,2224100,81.666987
"186",85.400002,85.5,83.629997,84.239998,2614400,80.746797
"187",84.949997,85.970001,83.550003,84.360001,2050600,80.861823
"188",84.360001,84.529999,82.349998,83.809998,2693200,80.334627
"189",83.290001,84.18,82.660004,83.099998,1987100,79.65407
"190",81.739998,81.970001,78.660004,78.739998,5482000,75.565799
"191",78.129997,80.720001,78,80.18,3872200,76.947751
"192",79.290001,79.68,78.260002,79.349998,2563500,76.151209
"193",76.360001,79.300003,76.209999,78.529999,3127600,75.364265
"194",78.949997,80.669998,76.919998,78.309998,4004700,75.153133
"195",79.139999,80.93,78.730003,80.309998,3471700,77.072508
"196",81.669998,81.879997,79.589996,79.589996,3833900,76.381532
"197",81.339996,82.349998,80.919998,82.169998,2524800,78.857528
"198",82.260002,82.489998,81.040001,82.099998,2365800,78.79035
"199",81.879997,82.089996,80.050003,80.660004,3532300,77.408405
"200",81.209999,82.160004,80.129997,82.150002,2550100,78.838337
"201",82.230003,84.620003,81.370003,84.360001,3177200,80.959246
"202",84.419998,85,82.93,82.970001,1705300,79.625281
"203",82.800003,83.669998,81.93,83.370003,2212000,80.009157
"204",83.889999,84.849998,83.209999,83.809998,1821300,80.431415
"205",84.760002,86.110001,84.629997,85.209999,3645900,81.774979
"206",85.82,87.190002,85.809998,86.739998,2363000,83.2433
"207",86.519997,86.980003,85.5,85.879997,1721500,82.417968
"208",86.25,86.879997,85.550003,86.349998,1918500,82.869022
"209",86.889999,87,84.010002,84.809998,2845300,81.391102
"210",85.389999,85.550003,83.410004,84.529999,2821000,81.122391
"211",85.169998,85.5,83.809998,84.239998,2812100,80.844081
"212",83.970001,84.559998,81.540001,81.779999,2725100,78.48325
"213",80.839996,80.93,78.760002,80.309998,4183000,77.072508
"214",80.589996,81.300003,78.459999,79.669998,5875500,76.458309
"215",79.370003,79.860001,78.650002,79.650002,3030900,76.439118
"216",79.389999,79.639999,78.510002,78.879997,4377400,75.700155
"217",77.440002,77.849998,76.610001,77.209999,2955500,74.097478
"218",77.209999,78.709999,76.739998,78.559998,2422900,75.393055
"219",80.290001,80.650002,79.830002,80.550003,2267200,77.302838
"220",80.489998,81.099998,79.650002,80.68,2112200,77.427595
"221",80.730003,80.889999,79.629997,80,1582700,76.775007
"222",80.160004,80.919998,79.599998,80.669998,2400000,77.417996
"223",84.150002,84.800003,82.279999,82.739998,6679000,79.404549
"224",84.040001,84.779999,83,83.940002,3340400,80.556179
"225",83.940002,86.449997,83.93,85.959999,3772600,82.494744
"226",86.190002,86.190002,83.019997,83.559998,4505700,80.191493
"227",82.900002,83.040001,79.57,79.830002,5327500,76.611862
"228",79.650002,79.720001,76.68,77.43,8071400,74.30861
"229",76.620003,78.559998,75.550003,76.519997,6960900,73.435291
"230",78.580002,79.949997,76.360001,77.470001,6059300,74.346999
"231",78.290001,80.290001,78,79.949997,3865000,76.72702
"232",79.800003,80.129997,78.449997,79.669998,4295800,76.458309
"233",79.150002,79.150002,76.75,77.07,3870700,73.963122
"234",76.529999,77.339996,75.209999,76.379997,4318700,73.300936
"235",77.160004,77.330002,75.459999,75.779999,3260400,72.725124
"236",75.360001,76.599998,74.349998,74.589996,3625400,71.583094
"237",74.279999,75.589996,73.800003,75.459999,3684100,72.418025
"238",75.68,77.959999,75.290001,77.190002,3852600,74.078287
"239",78.029999,78.470001,77,78.080002,3748300,74.932409
"240",77.639999,78.589996,77.089996,77.919998,4067300,74.778855
"241",76.25,76.800003,75.760002,76.199997,3082800,73.128191
"242",77.089996,78.440002,76.989998,77.440002,2914200,74.318209
"243",77.050003,78.489998,76.949997,78.239998,3119900,75.085955
"244",77.900002,78.75,77.5,78.400002,2569000,75.239509
"245",78.790001,79.5,78.169998,78.599998,1990100,75.431443
"246",79.68,80.050003,78.120003,79.029999,2687900,75.844109
"247",78.779999,79.080002,76.050003,76.300003,3828300,73.224166
"248",76.580002,77.639999,75.5,76.699997,3118900,73.608035
"249",75.559998,78.099998,75.309998,76.970001,2507400,73.867155
"250",76.830002,77.139999,74.139999,74.379997,3259500,71.38156
"251",75.900002,76.449997,74.410004,74.529999,4167200,71.525515
"252",74.519997,75.93,73.5,73.769997,4143900,70.79615
"253",74.239998,75.580002,73.970001,75.110001,2695700,72.082136
"254",74.410004,74.410004,72.75,72.849998,3531100,69.91324
"255",73.07,73.459999,70.690002,71.610001,3188900,68.723229
"256",72.559998,73.839996,72.360001,73.360001,2398100,70.501136
"257",72.199997,72.57,70.269997,70.980003,4922100,68.213888
"258",71.309998,71.559998,69.400002,70.309998,4769200,67.569992
"259",71.160004,71.400002,69.019997,69.279999,5475700,66.580133
"260",68.650002,69.260002,67.650002,68.730003,5186900,66.051571
"261",69.470001,72.050003,69.139999,71.529999,4018800,68.74245
"262",70.940002,72.879997,70.529999,71.419998,3491900,68.636736
"263",69.970001,69.970001,68.309998,69.580002,4669400,66.868445
"264",69.650002,70.150002,68.940002,69.040001,3017500,66.349488
"265",68.779999,69.550003,68.370003,69.190002,2780600,66.493644
"266",69.709999,71.559998,69.709999,71.470001,2984700,68.68479
"267",71.690002,73.339996,71.330002,72.980003,4075200,70.135947
"268",74.029999,75.150002,73.540001,74.760002,4905300,71.846579
"269",74.769997,75.589996,73.629997,75.419998,3594100,72.480854
"270",75.300003,77.120003,75.220001,75.779999,2909600,72.826826
"271",75.370003,75.400002,73.889999,74.410004,3303800,71.51022
"272",75.870003,76.449997,75.330002,75.650002,2764600,72.701894
"273",73.769997,74.709999,73.599998,74.68,2947200,71.769694
"274",73.419998,73.610001,71.699997,72.019997,3036200,69.213352
"275",71.699997,72.410004,70.919998,71.379997,3628700,68.598294
"276",71.900002,72.540001,69.480003,70.790001,8420600,68.03129
"277",71.5,71.639999,69.559998,69.639999,5612300,66.926104
"278",70.120003,72.989998,70.029999,72.93,6074500,70.087893
"279",72.190002,72.980003,71.800003,72.489998,3549400,69.665037
"280",73.199997,74.75,73.150002,74.120003,3057000,71.23152
"281",74.550003,74.559998,72.75,72.809998,2629800,69.972566
"282",73.089996,74.370003,73.050003,74.139999,2457800,71.250738
"283",74.290001,74.660004,73.669998,74.370003,2037800,71.471778
"284",73.25,74.870003,73.040001,74.150002,2280200,71.26035
"285",74.32,74.730003,72.93,73.089996,3217300,70.241654
"286",70.699997,72.220001,69.82,70.279999,8590200,67.541163
"287",69.160004,71.629997,69.029999,70.449997,5650000,67.704536
"288",68.949997,69.589996,68.370003,68.559998,5136000,65.88819
"289",70.019997,70.029999,67.699997,68.440002,3553400,65.772872
"290",67.980003,68.910004,65.940002,66.019997,4855200,63.447174
"291",66,66.330002,63.669998,65.139999,5832600,62.601471
"292",64.169998,64.169998,60.860001,61.299999,6842400,58.911117
"293",62.299999,62.880001,57.610001,59.860001,8362200,57.527235
"294",57.560001,58.25,53.130001,53.549999,7848200,51.463137
"295",54.830002,56.189999,52.630001,56.02,7126200,53.836881
"296",54.919998,55.91,53.84,54.049999,9236700,51.943652
"297",54.5,57.799999,53.73,56.720001,12625700,54.509603
"298",57.48,57.799999,56.25,57.040001,5506100,54.817132
"299",57.189999,60.240002,57.16,60.209999,4719800,57.863594
"300",59.529999,60.610001,58.619999,59.200001,5141200,56.892956
"301",60.02,60.919998,59.09,59.549999,3275700,57.229315
"302",57.07,57.07,54.5,55.599998,6200400,53.433247
"303",54.43,56.59,54,54.290001,4969900,52.174301
"304",56.040001,56.25,53.740002,53.91,4621500,51.809108
"305",54.25,55.43,53.299999,55.380001,5720500,53.221823
"306",54.990002,56.27,54.48,56.200001,3250300,54.009867
"307",56.599998,56.82,54.299999,54.599998,3432200,52.472217
"308",54.02,56,53.48,55.700001,3506500,53.529352
"309",56.709999,58.630001,56.599998,58.59,3485800,56.306727
"310",57.299999,58.59,56.610001,58.220001,5150900,55.951147
"311",58.720001,59.990002,58.369999,59.34,4626500,57.0275
"312",59.509998,60.560001,58.5,59.82,7403600,57.488793
"313",57.91,58.57,57.32,58.009998,5784200,55.749328
"314",55.849998,56.82,55.360001,56.73,4683100,54.519212
"315",58.009998,59.27,57.66,59.259998,2762700,56.950615
"316",59.07,61.75,58.599998,59.84,5914000,57.508014
"317",58.939999,59.759998,56.860001,57.740002,5478300,55.489854
"318",56.639999,58.009998,56.119999,57.990002,6636100,55.730111
"319",58.200001,60.080002,57.290001,59.66,6557500,57.335029
"320",60.16,61.380001,58.759998,60.400002,4544700,58.046192
"321",61.34,61.84,60.619999,61.25,3186300,58.960681
"322",61.470001,62.330002,60.650002,61.610001,4374100,59.307226
"323",59.900002,61.23,59,60.759998,3797900,58.488994
"324",60.970001,61.639999,59.610001,59.759998,3e+06,57.52637
"325",59.669998,60,56.43,56.490002,4431100,54.378595
"326",54.07,54.220001,50.759998,51.77,8615400,49.835012
"327",51.200001,52.32,50.93,51.48,4490000,49.55585
"328",52.02,54.169998,50.419998,54.09,5592800,52.068298
"329",55.779999,58.400002,55.200001,56.869999,6542900,54.744389
"330",57.150002,58.290001,54.720001,54.759998,4936900,52.713253
"331",56.59,56.669998,54.130001,55.540001,4374900,53.464102
"332",54.23,54.759998,52.43,52.459999,4169900,50.49922
"333",52.360001,52.450001,49.310001,49.459999,6059100,47.61135
"334",48.5,52.040001,46.66,51.950001,6300000,50.008284
"335",52.220001,53.580002,51.400002,53.459999,4612200,51.461844
"336",53.650002,55.040001,52.59,54.689999,3553400,52.64587
"337",55.09,55.220001,52.459999,53.200001,3752200,51.211563
"338",54.709999,56.389999,54.709999,56.09,2816300,53.993544
"339",55.360001,56.669998,54.98,55.610001,3311400,53.531486
"340",56.349998,57.259998,55.700001,56.099998,3126100,54.003169
"341",55.52,55.700001,54,55.09,3344500,53.030921
"342",56.490002,57.549999,56.369999,57.470001,3302400,55.321966
"343",57.049999,58.220001,56.650002,56.82,4374100,54.696259
"344",56.66,58.84,55.130001,58.209999,6915300,56.034305
"345",58.18,60.049999,57.900002,58.919998,4638600,56.717766
"346",58.849998,59.25,56.619999,58.810001,4013700,56.611881
"347",59.880001,60.84,58.779999,59.799999,3793800,57.564876
"348",60.209999,61.32,59.970001,61,3778100,58.720025
"349",60.860001,60.959999,58.689999,58.779999,3993600,56.583
"350",56.580002,60.59,56.299999,60.380001,7645100,58.123199
"351",63.599998,66.489998,62.48,64.580002,10631500,62.166218
"352",64.309998,65.900002,63.68,65.660004,5334700,63.205853
"353",64.82,65.660004,62.080002,62.560001,6279800,60.221719
"354",59.369999,60.220001,58.439999,58.939999,5809000,56.737019
"355",60.459999,61.18,59.529999,60.450001,3234000,58.190583
"356",61.150002,63.139999,60.310001,62.91,4124000,60.558635
"357",62.68,63.900002,62.220001,63.439999,3322200,61.068824
"358",63.619999,64.540001,61.880001,63.389999,2792500,61.020694
"359",64,64.989998,62.970001,64.760002,2759800,62.339491
"360",62.189999,63.130001,61.279999,61.389999,3995800,59.095447
"361",62.73,64.389999,61.810001,63.849998,4450000,61.4635
"362",65.029999,66.309998,64.760002,65.089996,3559300,62.657151
"363",64.230003,64.959999,63.25,64.120003,2114900,61.723412
"364",63.66,64.160004,62.900002,63.400002,2581500,61.030322
"365",62.52,64.489998,62.259998,62.529999,3693600,60.192837
"366",62.5,63.099998,60,60.369999,4676200,58.113571
"367",61,61.709999,59.5,59.73,3950100,57.497493
"368",58.48,58.869999,57.5,58.470001,2918100,56.284589
"369",58.200001,59.48,57.84,58.029999,3918600,55.861032
"370",57.029999,57.200001,54.66,55.009998,4585200,52.953909
"371",54.689999,55.68,54.330002,54.330002,1498400,52.299329
"372",56.549999,57.419998,56.150002,56.740002,3364200,54.619251
"373",56.740002,58.43,56.540001,57.389999,3351600,55.244954
"374",59.439999,61.130001,58.959999,60.220001,4867200,57.96918
"375",59.93,61.130001,59.32,59.490002,3244100,57.266465
"376",60.360001,60.689999,59.560001,59.650002,2760000,57.420485
"377",61.139999,61.84,60.240002,60.759998,3043700,58.488994
"378",60.689999,60.990002,59.84,60.419998,3028100,58.161702
"379",60,60.310001,58.529999,59.810001,2970700,57.574504
"380",59.380001,59.459999,57.150002,57.43,3229200,55.28346
"381",57.75,58.759998,57.68,58.470001,3065900,56.284589
"382",57.419998,57.439999,55.369999,56.349998,3377000,54.243825
"383",57.279999,58.490002,55.869999,56.27,4207800,54.166817
"384",55.689999,55.799999,53.599998,53.82,4014600,51.808389
"385",54.82,55.200001,54.049999,54.689999,3635900,52.64587
"386",55.119999,55.240002,53.66,54.310001,3732900,52.375846
"387",54.299999,54.32,52.91,53.080002,3092000,51.189651
"388",54.43,55.75,54.279999,55.5,3004400,53.523465
"389",55.490002,56.16,54.950001,55.82,2428500,53.832069
"390",56.110001,56.869999,56.049999,56.650002,2231500,54.632511
"391",56.77,56.959999,56.23,56.959999,1464400,54.931469
"392",57.049999,57.59,57.029999,57.169998,1601700,55.133989
"393",57.110001,57.450001,55.810001,55.950001,1672400,53.95744
"394",56.009998,56.619999,55.84,56.470001,1640000,54.458922
"395",56.52,57.220001,56.490002,56.799999,1902700,54.777167
"396",58.720001,59.110001,58.049999,58.400002,4572400,56.320188
"397",58.25,59.080002,57.810001,59,4913900,56.898819
"398",58.450001,58.66,57.369999,57.599998,6649600,55.548676
"399",57.57,57.59,55.939999,56.419998,4984300,54.410699
"400",56.450001,57.259998,56.34,56.900002,3542200,54.873608
"401",58.119999,58.919998,58.119999,58.560001,4307500,56.47449
"402",58.189999,58.380001,57.669998,57.939999,3301100,55.876568
"403",58,58.560001,56.990002,57.009998,4896000,54.979688
"404",56.509998,56.959999,56.09,56.549999,3715800,54.536071
"405",57.560001,58.209999,57.040001,57.389999,3801300,55.346156
"406",58.130001,59.720001,57.669998,59.669998,5571000,57.544956
"407",59.970001,61.48,59.560001,61.189999,5959700,59.010825
"408",61.099998,61.349998,60.439999,61.27,3694700,59.087977
"409",61.220001,62.060001,61.07,61.650002,3121000,59.454445
"410",61,61,59.650002,60.32,4396900,58.171809
"411",59.68,60.66,57.16,57.310001,11204500,55.269007
"412",58.130001,58.330002,54.759998,54.990002,9590200,53.03163
"413",54.580002,55.630001,54.290001,55.259998,6372300,53.292011
"414",55.09,55.34,54.099998,55.150002,4341300,53.185931
"415",56.349998,56.459999,55.02,56.299999,7792400,54.294974
"416",56.84,57.09,56.23,56.73,5227400,54.709661
"417",56.889999,58.049999,56.529999,57.810001,5330200,55.7512
"418",58.689999,60.650002,58.349998,60.380001,6484000,58.229674
"419",59.869999,61.169998,59.540001,61.119999,4176700,58.943318
"420",60.779999,62.48,60.150002,61.18,8031800,59.001182
"421",61.48,61.48,60.09,60.459999,6281700,58.306823
"422",60.75,63.450001,60.73,63.25,8076900,60.997463
"423",62.040001,62.860001,61.73,61.82,4598400,59.618389
"424",62.740002,63.439999,61.950001,62.259998,3148600,60.042718
"425",62.150002,62.450001,61.34,61.900002,3318800,59.695542
"426",62.130001,65.050003,62,64.129997,7796200,61.84612
"427",64.07,65.07,63.66,64.879997,4377800,62.56941
"428",65.349998,65.800003,64.440002,65.150002,4137100,62.829799
"429",65.150002,67.019997,65.150002,65.5,5106800,63.167333
"430",65.949997,65.949997,64.470001,65.230003,3658300,62.906952
"431",65.309998,66.389999,64.589996,66.379997,3515700,64.015991
"432",66.650002,67.279999,66.5,67,3561400,64.613913
"433",66.559998,67.860001,66.459999,67,3863200,64.613913
"434",67.059998,67.470001,65.410004,65.860001,4353900,63.514513
"435",65.870003,66.360001,64.790001,64.919998,4705000,62.607987
"436",65.349998,66.830002,65.330002,66.160004,4170000,63.803832
"437",65.839996,66.349998,65.110001,65.43,4334900,63.099826
"438",65.010002,65.25,63.880001,64.699997,4131000,62.395821
"439",63.610001,63.91,62.5,63.5,4421200,61.238559
"440",63.669998,64.669998,62.849998,64.139999,2628900,61.855766
"441",64.790001,65.150002,63.369999,64.559998,3450300,62.260807
"442",64.370003,64.580002,62.869999,63.040001,5441900,60.794942
"443",63.09,63.25,61.849998,62.669998,4934800,60.438117
"444",62.91,63.169998,62,63.009998,3444600,60.766008
"445",63,63.799999,61.389999,61.77,4468600,59.664859
"446",61.849998,62.650002,61.27,61.490002,4143600,59.394402
"447",61.700001,63.009998,61.639999,62.549999,5001100,60.418275
"448",62.549999,63.669998,62.5,63.27,2622600,61.113738
"449",62.59,62.59,61.5,61.689999,2715000,59.587583
"450",61.720001,61.84,60.880001,61.220001,3621900,59.133604
