"","MCD.Open","MCD.High","MCD.Low","MCD.Close","MCD.Volume","MCD.Adjusted"
"71",74.32,75.349998,74.300003,75.110001,4211200,64.482419
"72",75.32,75.75,74.879997,75.510002,5297300,64.825823
"73",75.360001,75.779999,75,75.129997,5141600,64.499587
"74",75.160004,75.43,74.580002,74.639999,5921600,64.07892
"75",75.400002,75.440002,74.940002,75.099998,5843400,64.473832
"76",75.230003,75.389999,74.75,74.760002,5957400,64.181943
"77",74.959999,74.959999,74.220001,74.629997,7047500,64.070333
"78",74.57,74.75,74.300003,74.449997,4668100,63.915802
"79",74.519997,74.970001,73.870003,74.510002,7237700,63.967317
"80",75.040001,75.199997,74.540001,74.919998,7192400,64.319301
"81",74.910004,75.129997,74.400002,74.949997,3900300,64.345055
"82",75.389999,75.959999,75.25,75.82,5680000,65.091958
"83",75.790001,75.949997,75.400002,75.559998,4732700,64.868745
"84",75.510002,75.989998,75.510002,75.860001,4477200,65.126299
"85",75.910004,76.309998,75.639999,76.099998,4118200,65.332339
"86",76.010002,76.25,75.269997,75.589996,3653400,64.894499
"87",75.709999,75.82,74.879997,75.580002,4703500,64.885918
"88",75.889999,76.07,75.410004,75.75,4370700,65.031863
"89",75.769997,77.089996,75.669998,77.040001,6616400,66.139337
"90",77.470001,77.769997,76.93,77.480003,6259200,66.517082
"91",77.540001,77.940002,77.160004,77.32,5375200,66.379718
"92",77.080002,77.620003,76.68,76.989998,5226000,66.096409
"93",77.269997,78.139999,77.169998,77.410004,6420300,66.456987
"94",78.440002,79.480003,78.269997,78.440002,7697000,67.341247
"95",78.050003,78.75,77.849998,78.550003,4224000,67.435684
"96",78.989998,79.25,78.629997,78.699997,4103000,67.564454
"97",78.589996,79,78.580002,78.760002,4030200,67.615969
"98",78.459999,78.620003,77,77.480003,8459200,66.517082
"99",77.720001,77.769997,77.120003,77.480003,5346300,66.517082
"100",77.599998,79.900002,77.400002,77.769997,4335000,66.766043
"101",78.059998,78.629997,77.370003,77.879997,4957800,66.860479
"102",78.389999,78.760002,78.269997,78.400002,3701400,67.306906
"103",78.410004,78.709999,77.82,78.5,4060500,67.392756
"104",79.120003,79.470001,78.839996,79.18,5607000,67.97654
"105",79.389999,79.389999,78.800003,79.300003,5243200,68.079563
"106",78.940002,79.400002,78.699997,79.309998,4865700,68.088144
"107",79.190002,79.25,78.709999,79.099998,4534300,67.907858
"108",79.07,79.580002,78.660004,79.5,4009900,68.251262
"109",79.360001,79.849998,79.32,79.699997,4438900,68.422961
"110",79.300003,79.449997,78.139999,78.849998,4946900,67.693232
"111",78.980003,79.379997,78.769997,79.07,3741600,67.882104
"112",78.599998,78.639999,77.120003,77.419998,6751400,66.465567
"113",77.43,78.519997,77.43,78.370003,5272800,67.281152
"114",78.629997,79.480003,78.629997,79.019997,11083200,67.839176
"115",79.120003,79.660004,78.760002,79.639999,10866000,68.371452
"116",79.370003,79.529999,79.059998,79.519997,10939500,68.268429
"117",79.050003,79.199997,78.440002,79.010002,5460400,67.830596
"118",79.370003,79.669998,79.25,79.480003,4465100,68.234095
"119",79.239998,79.269997,78.540001,78.540001,2576700,67.427097
"120",77.940002,78.470001,77.150002,78.260002,4977600,67.712624
"121",77.760002,78.730003,77.5,78.300003,5558300,67.747233
"122",79.139999,79.580002,79.099998,79.290001,5323300,68.603806
"123",79.470001,79.650002,79.220001,79.379997,4994400,68.681673
"124",79.309998,79.790001,79.050003,79.760002,3611200,69.010463
"125",79.690002,79.940002,79.400002,79.580002,3113700,68.854722
"126",79.959999,80.940002,79.900002,80.339996,7729000,69.51229
"127",78.830002,78.949997,78.120003,78.739998,9359700,68.127929
"128",79.199997,79.209999,77.449997,77.610001,10593300,67.150225
"129",77.650002,77.839996,77.32,77.559998,5321100,67.106961
"130",77.739998,77.760002,77.080002,77.110001,6926500,66.717612
"131",77.050003,77.370003,76.910004,77.110001,6040400,66.717612
"132",77.230003,77.449997,76.910004,76.980003,6125800,66.605135
"133",77.190002,77.190002,76.529999,76.709999,6483700,66.37152
"134",76.709999,76.959999,76.620003,76.809998,8998800,66.458041
"135",76.949997,77.059998,76.82,76.919998,4759200,66.553217
"136",77.139999,77.139999,76.510002,76.860001,4286100,66.501305
"137",77.040001,77.370003,76.910004,77.010002,3518100,66.631091
"138",77.010002,77.110001,76.760002,76.959999,2862600,66.587827
"139",76.730003,76.75,76.230003,76.43,2612600,66.129258
"140",76.440002,76.610001,75.940002,76.43,2962900,66.129258
"141",76.75,77.5,76.629997,76.989998,3583900,66.613782
"142",76.860001,77.050003,76.519997,76.760002,2565000,66.414784
"143",76.709999,76.860001,76.339996,76.760002,2485100,66.414784
"144",77.099998,77.589996,76.599998,76.599998,8019700,66.276345
"145",75.739998,75.910004,74.110001,74.309998,36471600,64.294975
"146",74.68,74.900002,74.309998,74.660004,17904000,64.59781
"147",74.900002,74.940002,74.080002,74.209999,11717100,64.208454
"148",74.349998,74.580002,73.589996,74.370003,11271900,64.346893
"149",74.25,74.459999,73.519997,73.559998,11338600,63.646055
"150",73.839996,74.489998,73.57,73.900002,8658800,63.940236
"151",74.370003,74.370003,73.459999,73.599998,10378500,63.680665
"152",73.440002,73.550003,72.459999,72.669998,14512600,62.876004
"153",72.400002,74.120003,72.139999,74.059998,10570000,64.078669
"154",74.650002,75.360001,74.309998,74.68,11228500,64.615111
"155",75.099998,75.440002,74.75,75.349998,10696700,65.194812
"156",75.389999,75.739998,74.68,75.160004,8290300,65.030423
"157",75.75,75.75,74.639999,75.010002,9825900,64.900638
"158",74.25,75.849998,74.150002,75.379997,16395500,65.220767
"159",75.540001,75.68,75,75.480003,6959800,65.307295
"160",75.589996,75.709999,75.150002,75.169998,6669000,65.03907
"161",75.43,75.449997,74.339996,74.349998,7610900,64.329585
"162",74.370003,74.730003,73.050003,73.279999,9083500,63.403793
"163",73.800003,73.980003,73.349998,73.669998,6372400,63.741231
"164",74.220001,74.260002,73.199997,73.470001,8468900,63.568188
"165",73.489998,73.760002,73.080002,73.639999,5841900,63.715275
"166",73.839996,74.269997,73.809998,73.830002,11126100,63.87967
"167",73.730003,74.5,73.639999,74.050003,9699700,64.070021
"168",74.129997,74.349998,73.300003,73.449997,11618600,63.55088
"169",74.370003,75.970001,74.199997,75.360001,11855200,65.203466
"170",75.5,75.989998,75.18,75.93,5845000,65.696644
"171",75.980003,76.32,75.529999,75.760002,5437100,65.549558
"172",75.800003,76.230003,75.510002,76.139999,4597900,65.878341
"173",76.07,76.449997,75.830002,76.239998,4512800,65.964863
"174",75.870003,76.339996,75.800003,76.150002,3823000,65.886995
"175",76.279999,76.339996,75.760002,76.019997,4058200,65.774512
"176",75.910004,76.129997,75.699997,75.980003,4338400,65.739908
"177",76.080002,76.32,75.370003,76.129997,5446900,65.869687
"178",75.949997,76.440002,75.519997,75.699997,7034000,65.497639
"179",75.970001,76.449997,74.589996,75.190002,7034000,65.056379
"180",74.980003,75.330002,74.550003,75.209999,7297100,65.07368
"181",74.900002,75.339996,74.419998,74.440002,6499000,64.934114
"182",74.510002,75.870003,74.510002,75.68,11324600,66.015766
"183",75.709999,75.910004,74.709999,74.889999,9067200,65.326647
"184",74.660004,74.800003,73.639999,74.690002,7835300,65.152189
"185",75.260002,76.629997,75.169998,76.239998,7390100,66.504252
"186",76.110001,76.599998,75.559998,76.029999,5416400,66.32107
"187",76.379997,77.239998,75.940002,76.290001,7954100,66.54787
"188",75.730003,76.050003,74.970001,75.540001,8950300,65.893644
"189",75.68,76,75.199997,75.779999,5337800,66.102994
"190",75.639999,77.25,75.290001,76.68,8157900,66.888067
"191",76.360001,77.040001,76,76.730003,4448900,66.931685
"192",76.099998,76.410004,75.459999,75.669998,7988500,66.007041
"193",74.5,75.669998,74.339996,75.120003,6933600,65.527279
"194",74.739998,74.75,73.169998,73.379997,10583900,64.00947
"195",74.129997,74.190002,73.120003,73.400002,6126100,64.02692
"196",73.480003,73.790001,72.889999,72.989998,9184100,63.669273
"197",73.5,74.230003,73.379997,73.760002,5353700,64.340949
"198",74,74.300003,73.529999,73.870003,4498800,64.436902
"199",73.75,74.650002,73.669998,74.529999,5057900,65.012618
"200",74.599998,75,74.489998,74.93,4306800,65.36154
"201",75,75.75,74.760002,75.25,4652000,65.640676
"202",75.550003,75.629997,75,75,3081600,65.422601
"203",74.870003,75.449997,74.870003,75.370003,3008700,65.745354
"204",75.5,76.040001,75.459999,75.809998,3479500,66.129162
"205",75.839996,76.449997,75.760002,76.089996,4505700,66.373406
"206",76.300003,76.5,75.870003,75.989998,3889000,66.286177
"207",76.309998,76.5,76.139999,76.389999,3283100,66.635099
"208",76.260002,76.739998,75.970001,76.599998,4274100,66.818281
"209",76.779999,76.910004,76.459999,76.720001,5657400,66.92296
"210",76.339996,76.739998,75.660004,76.010002,5414400,66.303627
"211",76.25,76.379997,75.779999,76.040001,3693100,66.329795
"212",76.160004,76.5,76,76.25,3940500,66.512977
"213",75.830002,76.959999,75.830002,76.660004,4769000,66.870624
"214",76.970001,77.459999,76.5,76.889999,4862700,67.07125
"215",76.720001,77.220001,76.449997,77.07,3488700,67.228264
"216",77.290001,77.540001,76.660004,77.379997,4605700,67.498675
"217",76.889999,77.360001,76.400002,77,4937700,67.167203
"218",76.879997,77,76.43,76.599998,4810600,66.818281
"219",77.18,78.410004,77.169998,78.400002,7964800,68.388426
"220",77.400002,77.690002,76.5,76.910004,9424100,67.088699
"221",77.150002,77.25,76.540001,77.129997,3831600,67.2806
"222",77.199997,77.339996,76.550003,76.940002,4900000,67.114867
"223",77.410004,77.959999,77.010002,77.870003,5745100,67.926108
"224",78,78.440002,77.519997,78.029999,3991900,68.065673
"225",78.040001,78.589996,77.769997,78.309998,4500000,68.309916
"226",78.400002,78.93,78.349998,78.639999,4021700,68.597777
"227",78.629997,79.089996,78.510002,78.940002,4446300,68.85947
"228",78.910004,79.309998,78.82,79.07,5493400,68.972867
"229",78.839996,79.18,78.199997,78.599998,6407800,68.562884
"230",78.830002,79.370003,78.650002,78.699997,6076200,68.650113
"231",79.459999,79.82,79.080002,79.309998,6284700,69.182217
"232",79.519997,79.849998,79.269997,79.709999,4375800,69.531139
"233",79.68,79.970001,79.169998,79.510002,4304800,69.356681
"234",79.300003,80.709999,79.110001,80.660004,6400000,70.359829
"235",80.589996,80.910004,80.379997,80.739998,5220900,70.429608
"236",80.440002,81.25,80.440002,81.139999,6244100,70.77853
"237",80.699997,81.290001,80.440002,80.93,6471600,70.595348
"238",80.900002,81.5,80.730003,81.5,4373100,71.092559
"239",81.599998,82.629997,81.370003,82.510002,5909600,71.973585
"240",82.790001,82.849998,81.989998,82.330002,4790700,71.816571
"241",81.529999,82.699997,81.489998,82.5,6550800,71.964861
"242",82.650002,83.080002,82.410004,82.639999,6309900,72.086982
"243",82.57,82.989998,82.510002,82.720001,6589800,72.156768
"244",82.870003,82.970001,82.199997,82.43,7160900,71.9038
"245",82.129997,82.199997,81.269997,81.620003,5443300,71.728041
"246",82.129997,82.25,81.279999,81.540001,7161400,71.657735
"247",81.470001,81.739998,80.980003,80.980003,5700100,71.165606
"248",80.949997,81.269997,80.459999,80.75,4764400,70.963478
"249",80.099998,80.949997,80.010002,80.540001,5752100,70.77893
"250",80.599998,81.470001,80.43,80.699997,6132800,70.919535
"251",81.050003,82.230003,80.959999,81.139999,7248900,71.306211
"252",80.18,81.5,80,81.150002,7867600,71.315001
"253",81.150002,81.610001,80.620003,81.260002,4540200,71.41167
"254",81.209999,81.379997,80.279999,80.360001,5466200,70.620745
"255",80.43,81.32,80.389999,80.730003,4376000,70.945905
"256",81.059998,81.849998,80.800003,81.470001,5246300,71.596219
"257",81.220001,81.889999,81.110001,81.239998,5353600,71.394091
"258",81.379997,81.93,80.900002,81.809998,5258800,71.895009
"259",82.220001,82.720001,81.849998,82.519997,7279500,72.51896
"260",82.32,82.970001,82.110001,82.690002,4792800,72.668361
"261",82.769997,83.07,82.489998,82.800003,5818300,72.76503
"262",82.849998,83.089996,82.480003,82.650002,4543200,72.633208
"263",82.059998,82.339996,81.400002,82.290001,6677400,72.316838
"264",82.290001,82.650002,81.720001,81.839996,6467700,71.921372
"265",81.510002,82.5,81.510002,82.32,4528800,72.343201
"266",82.459999,84.410004,82.419998,84.349998,8545100,74.127174
"267",84.410004,84.660004,84.099998,84.57,7181000,74.320512
"268",84.699997,84.910004,84.239998,84.32,4968000,74.100811
"269",84.160004,85.790001,84.150002,85.650002,5829700,75.269622
"270",85.410004,85.989998,85.330002,85.639999,5093000,75.260833
"271",85.639999,86.279999,85.300003,85.860001,5810300,75.454171
"272",86,86.290001,85.660004,86.059998,6072300,75.629929
"273",85.599998,85.900002,85.25,85.599998,5200100,75.22568
"274",85.32,85.860001,85.099998,85.349998,5288300,75.005978
"275",85.199997,86.050003,84.970001,84.989998,5498200,74.689608
"276",85.25,85.760002,84.809998,84.959999,6545200,74.663245
"277",86.019997,86.459999,85.559998,85.809998,6764400,75.410228
"278",85.879997,86.050003,84.919998,85.480003,5892000,75.120227
"279",85.480003,85.93,85.150002,85.400002,5408100,75.049921
"280",85.699997,86.260002,85.559998,86.209999,4672200,75.761751
"281",86.220001,86.580002,85.900002,86.269997,4114100,75.814477
"282",86.669998,87.040001,86.019997,86.540001,6107200,76.051758
"283",88.5,89.57,88.440002,88.559998,11408600,77.826941
"284",87.959999,89,87.779999,88.120003,5346000,77.440271
"285",88.059998,88.449997,87.830002,88.019997,4729100,77.352385
"286",87.919998,88.18,87.080002,87.089996,6668100,76.535097
"287",86.989998,87.769997,86.669998,86.779999,4864300,76.262669
"288",86.150002,86.849998,85.82,86.480003,5707000,75.999032
"289",87.489998,87.489998,85.599998,86.389999,4400300,75.919936
"290",86.040001,86.580002,85.029999,85.059998,5604800,74.751124
"291",85.110001,85.809998,85,85.540001,7635100,75.172953
"292",85.389999,86.459999,84.25,84.279999,10708800,74.065658
"293",84.709999,85.529999,82.75,85.080002,12502600,74.768704
"294",83.629997,84.940002,82.010002,82.110001,14499500,72.158653
"295",83.459999,86.029999,82.57,85.959999,15364200,75.54205
"296",84.93,85.459999,83.610001,84.080002,13493400,73.889899
"297",84.730003,86.970001,84.440002,86.279999,11112100,75.823267
"298",86.589996,86.940002,85.779999,86.5,6531200,76.016605
"299",86.82,86.870003,85.760002,86.82,6470400,76.297822
"300",86.449997,87.190002,85.68,86.669998,5627300,76.166
"301",87.139999,87.510002,86.440002,87.5,5407500,76.89541
"302",86.559998,87.269997,84.68,85.610001,11373500,75.23447
"303",85.82,88.43,85.82,87.230003,11686500,76.658136
"304",88.209999,88.889999,87.330002,87.760002,7087900,77.123901
"305",87.760002,89.559998,87.75,89.529999,6617100,78.679382
"306",89.059998,90.150002,88.540001,90.129997,8174400,79.206664
"307",90.059998,90.459999,88.360001,88.709999,8671900,77.958763
"308",88.650002,90.489998,87.830002,89.93,5958600,79.030905
"309",90.599998,90.82,90.07,90.790001,6261700,79.786678
"310",90.239998,91.220001,90.099998,90.779999,6311800,80.317524
"311",91.059998,91.199997,90.019997,90.410004,9168400,79.990171
"312",90.269997,91.089996,90.029999,90.07,5475400,79.689352
"313",89.459999,89.93,89.010002,89.089996,5250800,78.822295
"314",87.419998,88.949997,87.07,88.82,7198400,78.583416
"315",89.480003,89.480003,88.620003,89.290001,7065300,78.999249
"316",89.160004,90,88.610001,88.610001,7330000,78.39762
"317",86.290001,86.459999,83.650002,85.029999,18444800,75.230216
"318",84.440002,86.199997,84.160004,86.190002,8271000,76.256528
"319",86.169998,86.300003,85.169998,86.120003,6598700,76.194596
"320",86.300003,87.790001,85.440002,86.75,7666600,76.751986
"321",87.550003,88.239998,87.370003,88.07,6755100,77.919854
"322",88.260002,88.760002,88.040001,88.290001,7594500,78.1145
"323",87.610001,89.220001,87.540001,88.809998,6471600,78.574567
"324",89.239998,90.559998,89,89.309998,7942200,79.016941
"325",89.260002,89.720001,87.480003,87.519997,5777500,77.43324
"326",85.839996,86.970001,85.099998,85.989998,10785600,76.079574
"327",86.099998,87.849998,85.75,87.370003,7614900,77.300533
"328",87.959999,89.470001,86.730003,89.339996,7515500,79.043483
"329",90.239998,91,89.400002,89.739998,8043200,79.397384
"330",89.739998,90.379997,87.980003,88.029999,7027800,77.884463
"331",89.449997,89.82,87.379997,88.779999,8145900,78.548025
"332",87.989998,90.169998,87.809998,87.82,8776100,77.698667
"333",87.43,87.779999,86,86.019997,9185600,76.106116
"334",85.059998,86.599998,83.739998,86.480003,10700000,76.513106
"335",86.669998,86.769997,84.900002,85.830002,7730400,75.938018
"336",86.449997,87.25,86.07,87.110001,5861000,77.070496
"337",87.290001,87.970001,86.589996,87.199997,5509200,77.15012
"338",88.050003,88.519997,87.610001,88.510002,5136400,78.309146
"339",88.830002,89.889999,88.669998,89.339996,6868200,79.043483
"340",89.830002,89.830002,88.029999,88.360001,7847900,78.176432
"341",88.389999,89.940002,88.279999,89.309998,4990800,79.016941
"342",89.980003,89.980003,89.139999,89.940002,3702300,79.574338
"343",89.410004,89.900002,88.510002,88.660004,4321700,78.44186
"344",88.949997,90,88.209999,89.639999,4864000,79.30891
"345",89.919998,90.629997,89.309998,89.620003,5681700,79.291218
"346",90,90.150002,88.379997,89.010002,6969800,78.751521
"347",91.220001,92.449997,91.089996,92.32,12081700,81.680038
"348",92.07,92.309998,91.400002,92.010002,6653900,81.405768
"349",91.860001,92.860001,91.449997,91.769997,6465700,81.193423
"350",92.379997,92.669998,90.870003,91.779999,7046500,81.202273
"351",93.309998,93.839996,92.010002,93.510002,7004300,82.732892
"352",93.489998,93.650002,92.489998,93.290001,4942400,82.538246
"353",92.779999,93.68,92.779999,92.849998,4544600,82.148954
"354",92.309998,93.389999,91.709999,91.910004,6503500,81.317294
"355",92.330002,92.830002,91.669998,92.529999,5421700,81.865834
"356",92.830002,93.150002,92.279999,93,5245400,82.281668
"357",92.839996,93.830002,92.300003,93.809998,5612500,82.998312
"358",93.919998,94.699997,93.220001,94.620003,4646700,83.714964
"359",94.959999,95.449997,93.839996,94.599998,7195500,83.697265
"360",93.410004,93.959999,92.349998,92.650002,6666000,81.972007
"361",93.279999,93.489998,92.589996,93.260002,4189400,82.511704
"362",93.93,94.949997,93.860001,94.760002,4425500,83.838828
"363",94.349998,94.800003,93.860001,94.059998,3232200,83.2195
"364",93.870003,94.910004,93.699997,94.470001,5577300,83.58225
"365",93.910004,94.330002,93.07,93.150002,3915600,82.414381
"366",93.139999,93.550003,91.720001,92.290001,5435000,81.653497
"367",92.559998,93,92.190002,92.739998,4791500,82.051631
"368",92.029999,92.620003,91.220001,92.279999,5869400,81.644647
"369",91.900002,93.139999,91.809998,92.650002,4695700,81.972007
"370",92.32,92.5,91.699997,91.870003,4555800,81.281904
"371",91.870003,92.449997,91.800003,92.099998,2452400,81.485392
"372",93.190002,93.989998,93.07,93.760002,6101200,82.954079
"373",93.540001,93.790001,93.110001,93.459999,5648300,83.310642
"374",94.849998,95.540001,94.639999,95.519997,7683300,85.146933
"375",95.440002,95.879997,95.220001,95.5,4860300,85.129108
"376",96.370003,96.470001,95.32,95.699997,4023100,85.307386
"377",96.419998,96.589996,95.080002,95.349998,5906900,84.995396
"378",95.470001,96.269997,94.82,96.010002,5346500,85.583726
"379",95.830002,96.650002,95.5,96.449997,5137800,85.975939
"380",97.029999,98.290001,96.720001,96.919998,8123000,86.3949
"381",97.669998,98.43,97.620003,98.029999,5721200,87.38436
"382",97.669998,98.529999,97.199997,98.480003,5804900,87.785496
"383",98.739998,98.949997,97.760002,98,6862400,87.357619
"384",97.760002,98.459999,97.160004,97.610001,6347200,87.009971
"385",98.510002,98.779999,97.860001,98.139999,5558600,87.482415
"386",98.540001,98.620003,97.080002,97.489998,8867300,86.903
"387",97.919998,98.370003,96.980003,97.239998,5169500,86.680149
"388",98.07,98.919998,97.93,98.82,5981100,88.08857
"389",98.980003,99.5,98.699997,99.199997,5414500,88.427301
"390",99.239998,99.349998,98.550003,98.599998,4752500,87.89246
"391",98.839996,100.150002,98.760002,100.150002,3516800,89.274139
"392",100.169998,100.82,100,100.550003,3052100,89.630702
"393",100.730003,100.75,99.459999,99.580002,3111600,88.766039
"394",99.75,101,99.599998,100.809998,3986200,89.862462
"395",100.43,100.82,100.059998,100.330002,2957200,89.434592
"396",101.330002,101.589996,98.75,98.839996,8895900,88.106395
"397",99.110001,100.300003,98.760002,99.389999,6754700,88.59667
"398",99.470001,100.400002,98.68,99.830002,8163800,88.98889
"399",100.089996,100.769997,99.870003,100.599998,6775300,89.675268
"400",100.879997,100.93,99.510002,99.639999,4433700,88.819521
"401",100.239998,100.449997,99.349998,99.699997,5075400,88.873003
"402",99.620003,100.110001,99.349998,99.93,4622500,89.078029
"403",100.370003,100.650002,100.07,100.57,4022700,89.648527
"404",100.18,100.43,99.610001,100.349998,4134800,89.452417
"405",100.589996,101.199997,100.050003,100.550003,4555800,89.630702
"406",100.900002,101.870003,100.739998,101.559998,4844500,90.531016
"407",101.769997,101.800003,100.699997,101.260002,4763300,90.263598
"408",101.389999,102.220001,101.269997,101.739998,5630400,90.691469
"409",101.709999,101.889999,100.040001,100.949997,6059700,89.987258
"410",101.019997,101.019997,98.410004,98.75,11654100,88.026172
"411",98.410004,99.510002,98.050003,99.230003,7544000,88.454049
"412",99.540001,99.709999,98.690002,99.18,4607100,88.409476
"413",98.57,98.940002,98.349998,98.690002,5135000,87.97269
"414",98.040001,98.809998,97.699997,98.690002,6104900,87.97269
"415",99.040001,99.260002,98.25,99.050003,6574200,88.293596
"416",99.459999,99.489998,98.360001,98.400002,6141300,87.714182
"417",98.260002,98.82,98.260002,98.620003,3984000,87.910292
"418",99.18,100.269997,99.040001,100.010002,5600900,89.149343
"419",99.959999,100,99.339996,99.489998,3486600,88.685809
"420",99.57,101.18,99.559998,100.910004,6029900,89.951608
"421",101.120003,101.290001,99.599998,100.050003,5433600,89.185
"422",100.059998,100.459999,99.699997,99.989998,3608800,89.131511
"423",99.519997,99.660004,98.940002,99.470001,3874700,88.667984
"424",99.720001,99.919998,99.279999,99.650002,2971100,88.828437
"425",99.510002,99.639999,98.949997,99.550003,3520800,88.739298
"426",99.660004,99.75,98.309998,98.610001,5260500,87.901376
"427",98.360001,99.440002,98.360001,99.260002,3996300,88.48079
"428",99.660004,100.25,99.410004,99.989998,4931700,89.131511
"429",100.120003,100.75,100,100.489998,4474800,89.577213
"430",100.150002,100.75,100.150002,100.660004,3918900,89.728757
"431",100.809998,101.040001,100.400002,100.809998,4166500,89.862462
"432",100.760002,100.760002,100.050003,100.32,3661800,89.425676
"433",100.029999,100.75,99.5,100.360001,4044500,89.461333
"434",99.769997,100.099998,99.5,99.779999,4365800,89.569051
"435",99.860001,99.879997,99.260002,99.279999,5461000,89.120218
"436",99.279999,99.68,99.139999,99.25,4086100,89.093289
"437",99.269997,99.639999,98.959999,99.5,4311700,89.317705
"438",99.419998,100.349998,98.839996,99.940002,6313200,89.71268
"439",99.18,100.199997,99.099998,99.889999,6713900,89.667794
"440",100,100.440002,99.540001,100.18,5873500,89.928118
"441",97,97.650002,96.459999,96.959999,16841200,87.037635
"442",97.449997,97.599998,96.529999,96.839996,7808700,86.929912
"443",97.050003,97.480003,96.580002,96.660004,4503100,86.768339
"444",96.989998,97.290001,96.370003,96.779999,6350900,86.876055
"445",96.690002,97.440002,96.68,97.290001,7209100,87.333866
