"","WHR.Open","WHR.High","WHR.Low","WHR.Close","WHR.Volume","WHR.Adjusted"
"38",86.75,86.75,84.190002,85.089996,1655600,75.971298
"39",85.709999,86.32,84.660004,85.860001,1113700,76.658785
"40",84.830002,86.25,84.349998,85.330002,1567700,76.185583
"41",83.93,85.18,83.339996,84.919998,1126200,75.819518
"42",85.43,86.800003,85.199997,86.07,1286600,76.846279
"43",85.440002,85.440002,82.269997,82.75,2469400,73.882068
"44",81.25,81.25,78.959999,79.269997,2392100,70.775001
"45",78.449997,79.610001,77.529999,78.129997,2251000,69.75717
"46",77.989998,77.989998,76.43,76.739998,1591700,68.51613
"47",76.330002,78.290001,75.629997,77.190002,1956200,68.91791
"48",78.269997,80.760002,77.839996,79.43,1799700,70.917858
"49",79.400002,80.580002,77.900002,79.980003,1554000,71.408919
"50",79.400002,79.870003,76.459999,78.010002,2096500,69.650034
"51",77.309998,77.720001,76.099998,77.580002,1641300,69.266115
"52",77.699997,80.629997,77.110001,77.709999,3007600,69.382181
"53",76.389999,77.300003,74.720001,75.190002,2683900,67.132241
"54",74.370003,76.610001,73.610001,76.18,2328400,68.407356
"55",76.440002,77.110001,74.410004,74.510002,1568400,66.907748
"56",75.260002,75.959999,72.870003,75.580002,1545100,67.868576
"57",74.809998,76.580002,74.239998,74.370003,1704600,66.782033
"58",73.260002,75.900002,73.260002,74.160004,2192400,66.59346
"59",75.5,77.989998,75.25,77.949997,1706300,69.99676
"60",78.010002,78.25,76.349998,77.279999,1453000,69.395122
"61",78.339996,79.830002,77.699997,79.199997,1396200,71.119223
"62",78.43,78.559998,75.650002,75.980003,1830900,68.227765
"63",76.139999,77.919998,75.989998,77.470001,1893300,69.565739
"64",78.510002,79.019997,75.449997,75.800003,1961100,68.06613
"65",75.910004,76.18,72.839996,73.059998,3255200,65.605688
"66",74.309998,74.669998,71,71.620003,3540000,64.312615
"67",72,73.059998,71.099998,72.32,2472000,64.941192
"68",72.080002,72.830002,71.510002,72.769997,2042500,65.345275
"69",72.5,73.019997,71.349998,72.57,2340100,65.165684
"70",72.919998,74.690002,72.589996,74.489998,2340700,66.889785
"71",74.980003,80.029999,74.779999,79.879997,3578300,71.729843
"72",80.5,81.610001,78.040001,78.470001,2754000,70.463709
"73",78.089996,79.790001,76.540001,76.580002,2585900,68.766546
"74",75.360001,78.099998,75.07,75.870003,2043800,68.128988
"75",77.330002,79.68,77.059998,79.160004,2109100,71.08331
"76",79.470001,79.470001,77.559998,77.720001,1740500,69.790231
"77",77.879997,79.279999,76.300003,78.949997,2533500,70.89473
"78",78.75,81.800003,78.32,80.75,2407300,72.511079
"79",81.699997,82.480003,78.519997,80.959999,3054800,72.699652
"80",81.779999,82.260002,79.330002,80.199997,1588900,72.017193
"81",79.739998,80.32,78.889999,79.949997,1279500,71.7927
"82",80.919998,83.669998,79.860001,83.029999,2220600,74.55845
"83",82.830002,83.5,80.93,81.910004,1338800,73.552728
"84",82.330002,82.540001,79.5,80.559998,1629900,72.340463
"85",80.779999,83.18,80.510002,82.769997,1221700,74.324976
"86",82.800003,84.629997,82.800003,83.059998,1769800,74.585388
"87",82.959999,84.419998,82.239998,84.269997,1818700,75.671931
"88",84.57,87.410004,84.519997,86.650002,2740200,77.809104
"89",86.599998,86.900002,83.860001,84.449997,1505000,75.833566
"90",85.580002,85.82,83.279999,84.389999,1970200,75.77969
"91",84.57,86.970001,83.910004,85.760002,2830500,77.009911
"92",84.260002,88.150002,84.220001,85.599998,2226000,76.866232
"93",85.809998,85.809998,83.639999,85.089996,3117800,76.408266
"94",85.589996,87.470001,84.900002,85.550003,1399000,76.821338
"95",85.57,85.910004,84.419998,85.559998,909600,76.830313
"96",86.279999,87.440002,84.730003,84.809998,1469400,76.156835
"97",84.339996,86.019997,83.709999,84.519997,1410700,75.896423
"98",83.279999,83.279999,77.809998,81.040001,5528100,72.771491
"99",81.379997,81.379997,77,77,2934300,69.143692
"100",77.209999,77.599998,75.330002,75.830002,3085600,68.093068
"101",76.25,76.650002,74.43,75.269997,1288300,67.5902
"102",75.93,77.650002,74.75,77.220001,1860000,69.341246
"103",77.160004,77.980003,76.599998,77.459999,2124700,69.556757
"104",78.800003,79.889999,78.209999,79.800003,2003500,71.65801
"105",79.949997,80.769997,79.349998,80.07,1830700,71.900459
"106",79.540001,79.550003,77.459999,78.470001,2027100,70.463709
"107",78.529999,78.900002,76.029999,76.449997,2307200,68.649805
"108",76.339996,77.730003,75.919998,77.639999,1367600,69.718392
"109",76.760002,77.010002,75.550003,76.129997,1943300,68.362455
"110",75.419998,76.400002,73.440002,74.129997,3658500,66.566515
"111",74.709999,75.949997,74.620003,75.160004,2323400,67.49143
"112",74.610001,75.5,73.620003,74.190002,1942700,66.620398
"113",74.089996,74.75,73.790001,74.370003,1113900,67.171352
"114",75.230003,77.07,74.489998,76.150002,2282000,68.779056
"115",75.980003,77.019997,75.379997,76.620003,1339600,69.203563
"116",76.419998,76.650002,75.43,75.639999,1749500,68.318419
"117",74.690002,75.080002,73.970001,74.309998,1162800,67.117155
"118",75.190002,75.75,74.550003,75.730003,1054100,68.399711
"119",74.940002,75.489998,74.5,75,473800,67.740369
"120",74.75,75.589996,73.870003,75.129997,1096500,67.857783
"121",74.209999,74.370003,72.949997,73,1917400,65.933959
"122",74.18,75.989998,73.919998,74.300003,2639300,67.108128
"123",74.559998,78.980003,74.470001,78.809998,2805700,71.181577
"124",78.089996,80.5,77.580002,80.059998,2297700,72.310584
"125",81.400002,83.980003,80.610001,83.75,2775400,75.643412
"126",84.860001,85.699997,84.120003,84.540001,2203400,76.356945
"127",84.809998,85.059998,82.370003,83.519997,1593200,75.435672
"128",84.199997,85.839996,83.519997,85.690002,1717900,77.395632
"129",85.980003,85.980003,84.419998,85.739998,1366200,77.440788
"130",86.32,86.669998,85.379997,85.580002,1157800,77.296279
"131",85.75,89.309998,85.260002,87.949997,3315800,79.43687
"132",87.970001,89.360001,86.910004,87.209999,1221800,78.7685
"133",87.610001,90.940002,87.610001,89.519997,2061000,80.854901
"134",89.970001,90.349998,89,90.080002,1288200,81.360701
"135",90.400002,91,88.589996,88.599998,1290400,80.023954
"136",89.010002,89.260002,87.959999,88.900002,1367500,80.294919
"137",88.879997,90.050003,88.849998,89.919998,751200,81.216185
"138",89.43,90.949997,89.25,89.860001,857400,81.161994
"139",89.400002,90.800003,89.019997,90.330002,437900,81.586502
"140",90.690002,90.779999,89.82,90.309998,455700,81.568434
"141",90.309998,91.279999,89.93,90,751200,81.288443
"142",90.010002,90.589996,89.559998,89.82,461900,81.125865
"143",89.68,89.809998,88.68,88.830002,670100,80.231695
"144",89.730003,90.779999,89.419998,90.470001,1107700,81.71295
"145",90.379997,90.82,88.279999,89.169998,970400,80.538781
"146",88.449997,90.389999,88.099998,89.769997,884100,81.080702
"147",89.620003,89.739998,87.300003,87.860001,1506800,79.355585
"148",88.050003,89.18,86.360001,87.489998,1231800,79.021396
"149",87.400002,88.129997,86.029999,87.900002,994100,79.391714
"150",88.459999,88.889999,87.480003,87.790001,789600,79.292361
"151",88.440002,89.989998,87.620003,89.690002,1272700,81.008451
"152",89.470001,89.639999,87.190002,87.470001,1413900,79.003335
"153",87.32,88.349998,87.029999,88.239998,862100,79.6988
"154",88.040001,88.209999,86.559998,87.230003,884700,78.786568
"155",87.25,87.339996,85.269997,85.970001,1321900,77.648528
"156",85.669998,87.32,84.940002,86.589996,1074500,78.208511
"157",87.349998,89.690002,87.199997,88.449997,1967300,79.888472
"158",88.599998,88.599998,86.68,87.559998,1743400,79.08462
"159",87.290001,87.980003,86.510002,87.769997,837000,79.274293
"160",88.07,89.739998,87.330002,88.760002,1100300,80.16847
"161",88.919998,91.330002,88.32,91.279999,1686900,82.444544
"162",91.410004,92.279999,89.620003,89.919998,2311700,81.216185
"163",89.959999,90.080002,85.370003,85.5,4324100,77.22402
"164",86.18,86.629997,84.940002,85.419998,3523200,77.151762
"165",80.510002,84.769997,79.75,83.599998,7449300,75.50793
"166",83.150002,85.699997,82.529999,85.68,3417600,77.386598
"167",85.730003,86.440002,84.919998,85.970001,1729500,77.648528
"168",86.190002,87.32,85.860001,86.400002,1609100,78.036906
"169",86.43,86.690002,85.099998,86.07,1127300,77.738847
"170",85.919998,86.949997,85.449997,85.800003,1170800,77.494985
"171",85.32,87.650002,85.269997,87.089996,1284800,78.660113
"172",86.540001,87.099998,85.459999,86.699997,1278700,78.307864
"173",86.470001,86.699997,85.370003,85.449997,1181500,77.178857
"174",85.199997,85.650002,83.769997,83.93,1506800,75.805989
"175",84.050003,84.839996,82.400002,83.220001,2097900,75.164714
"176",82.709999,83.830002,82.379997,83.279999,1466900,75.218904
"177",83.709999,84.360001,83.120003,83.440002,1908600,75.363421
"178",82.68,82.68,81.160004,81.620003,1404600,73.719588
"179",81.029999,81.980003,79.5,81.010002,1418000,73.556149
"180",81.129997,81.449997,80.190002,80.690002,2257600,73.265593
"181",81.089996,81.790001,80.68,81.519997,1372700,74.019219
"182",82.080002,82.989998,81.620003,82.5,1630800,74.90905
"183",82.57,82.730003,80.160004,80.199997,1809100,72.820674
"184",80.349998,81.239998,79.879997,80.309998,1141800,72.920553
"185",81.199997,82.5,80.720001,82.349998,1277100,74.772851
"186",82.379997,82.389999,80.230003,80.940002,1109000,73.49259
"187",81.389999,81.989998,80.019997,80.370003,836800,72.975037
"188",80.809998,84.220001,80.760002,83.360001,2082200,75.689921
"189",83.18,84.339996,82.720001,83.849998,1089500,76.134833
"190",82.669998,83.410004,81.82,82.269997,910800,74.70021
"191",82.190002,83.849998,81.830002,83.339996,1057900,75.671757
"192",82.830002,83,81.269997,82,1109100,74.455056
"193",79.779999,82.690002,79.519997,81.410004,1834000,73.919346
"194",81.239998,81.5,79.239998,79.709999,1936100,72.375762
"195",81.360001,81.360001,79.150002,79.57,1331600,72.248644
"196",80.769997,80.900002,79.290001,80.099998,2472100,72.729877
"197",81.230003,81.5,80.589996,80.989998,1153700,73.537986
"198",80.970001,81.110001,80,80.190002,803300,72.811599
"199",80.010002,81.110001,79.300003,80.779999,748200,73.347309
"200",81.279999,81.699997,80.18,81.330002,947400,73.846705
"201",81.419998,83.029999,81.349998,82.089996,625600,74.536772
"202",82.190002,82.610001,81.379997,81.400002,576000,73.910264
"203",81.410004,81.68,80.610001,81.540001,780400,74.037382
"204",81.889999,84.269997,81.870003,84.190002,1309500,76.443553
"205",83.949997,87.190002,83.949997,85.360001,2640900,77.505898
"206",85.940002,87,85.769997,86.029999,1940600,78.114249
"207",86.110001,86.519997,84.900002,85.160004,1196100,77.324303
"208",84.900002,85.470001,84.099998,84.760002,917500,76.961106
"209",85.410004,85.57,84,84.489998,582800,76.715945
"210",84.220001,84.980003,83.5,84.190002,554000,76.443553
"211",84.540001,84.919998,82.209999,82.580002,951100,74.981691
"212",82.629997,83.449997,82.540001,83.18,838000,75.526483
"213",82.709999,84.580002,82.489998,84.339996,797400,76.579746
"214",84.720001,85.190002,83.800003,84.639999,1211000,76.852145
"215",84,84.839996,83.190002,84.739998,817100,76.942943
"216",84.82,86.220001,84.379997,85.699997,1044500,77.814611
"217",84.419998,85.269997,83.82,84.879997,1016900,77.07006
"218",85.290001,87.18,85.290001,86.099998,1195100,78.177807
"219",87.230003,87.559998,85.540001,86.239998,1212100,78.304925
"220",86.25,87.550003,85.760002,87.309998,623500,79.276473
"221",87.459999,88,86.239998,87.220001,614400,79.194757
"222",87.410004,87.900002,86.510002,87.860001,1300000,79.775869
"223",91,92,85.610001,88.650002,3853700,80.493181
"224",88.68,89.129997,86.529999,87.43,1329100,79.385434
"225",87.5,87.660004,85.800003,86.18,1370900,78.250448
"226",86.779999,86.980003,85.739998,85.919998,1131100,78.014369
"227",85.699997,86.099998,84,84.32,1361800,76.561589
"228",84.389999,84.559998,83,83.900002,1091500,76.180236
"229",83.220001,84.809998,83.010002,83.889999,1016000,76.171154
"230",85.050003,85.720001,84.239998,84.5,1261300,76.725027
"231",84.360001,84.610001,83.059998,83.550003,831700,75.862441
"232",83.900002,84.879997,83.519997,84.540001,1089700,76.761348
"233",84.150002,84.510002,83.309998,83.959999,961400,76.234713
"234",83.779999,85.830002,83.339996,85.389999,1280200,77.533136
"235",85.400002,88,85.400002,86.660004,2159300,78.686286
"236",86.050003,86.790001,85.019997,85.099998,1176900,77.269819
"237",84.75,85.650002,84.010002,84.360001,1509500,76.597909
"238",84.040001,84.209999,83.529999,83.879997,1230000,76.616174
"239",84.089996,84.800003,82.400002,83.019997,1035800,75.830648
"240",82.709999,82.709999,81.540001,81.959999,945100,74.862443
"241",81.019997,81.470001,80.339996,80.540001,1403700,73.565414
"242",80.779999,81.389999,80.25,80.349998,944000,73.391865
"243",80.18,82.360001,80.07,82.019997,1261400,74.917245
"244",81.779999,82.580002,81.389999,82.25,957000,75.127331
"245",82.419998,82.989998,81.919998,82.959999,638000,75.775846
"246",83.620003,83.940002,82.75,83.800003,1106000,76.543107
"247",83.419998,84.059998,82.07,82.160004,2227800,75.045128
"248",82.410004,82.720001,80.900002,80.949997,962400,73.939905
"249",79.699997,79.809998,76.330002,76.980003,4139800,70.313704
"250",76.779999,76.879997,74.68,75.019997,2198100,68.52343
"251",75.57,75.760002,74.599998,75,1695800,68.505165
"252",74.93,75.029999,73.989998,74.57,1582900,68.112402
"253",74.779999,75.120003,74,74.559998,1242300,68.103266
"254",74.400002,74.519997,72.480003,72.980003,1819700,66.660096
"255",73.160004,74.160004,72.790001,73.660004,1645500,67.281209
"256",74.550003,75.660004,74.010002,74.370003,1448700,67.929724
"257",73.769997,74.25,72.68,73.559998,1308800,67.189864
"258",73.599998,75.349998,73.529999,75.290001,1914800,68.770052
"259",75.93,76.300003,75.419998,76.050003,1402900,69.46424
"260",75.889999,77.809998,75.709999,77.699997,1347800,70.971348
"261",78.050003,78.220001,77.550003,78.040001,2082400,71.281909
"262",77.620003,78.230003,77.099998,77.220001,1201500,70.532919
"263",74.550003,77.900002,73.879997,77.779999,3179600,71.044422
"264",77.940002,78.230003,76.43,76.760002,1298300,70.112755
"265",76.650002,77.550003,76.580002,77,754500,70.331969
"266",77.589996,79.959999,77.25,79.330002,1831100,72.460198
"267",79.599998,80.769997,79.309998,80.489998,1934800,73.519741
"268",80.790001,81.519997,80.389999,81.32,1094900,74.277867
"269",81.360001,82.989998,80.75,82.779999,987100,75.611433
"270",82.75,82.75,81.129997,81.809998,920400,74.725432
"271",81.330002,81.519997,80.709999,80.93,1083000,73.92164
"272",81.870003,82.709999,81.699997,82,1232100,74.89898
"273",81.279999,81.440002,80.400002,81.059998,966500,74.04038
"274",80.25,80.480003,78.389999,78.730003,1609400,71.912158
"275",78.669998,79.5,78.129997,78.18,891700,71.409784
"276",78.879997,79.800003,78.010002,78.139999,785900,71.373247
"277",78.480003,78.510002,76.5,76.629997,1100500,69.994008
"278",77.019997,77.019997,75.309998,75.830002,1376700,69.26329
"279",75.669998,76.970001,75.220001,75.599998,1191700,69.053205
"280",74.970001,75.57,74.269997,75.07,2660200,68.569103
"281",75.120003,75.900002,74.919998,75.639999,1698200,69.089742
"282",74.400002,74.639999,72.010002,72.779999,4872700,66.477411
"283",72.949997,73.629997,72.349998,72.489998,1729500,66.212524
"284",71.970001,72.559998,71.57,71.779999,1675200,65.564009
"285",71.889999,72.5,71.5,71.629997,1348700,65.426997
"286",71.32,72.279999,70.849998,71.379997,1829600,65.198647
"287",71.559998,72.220001,70.209999,70.349998,1574600,64.257843
"288",69.610001,70.209999,67.769997,69.230003,1969500,63.234837
"289",70.209999,70.25,67.260002,67.839996,1554900,61.965202
"290",67.07,67.290001,65.080002,65.129997,2418400,59.489883
"291",65.300003,67,64.190002,66.919998,2094700,61.124874
"292",65.900002,66,64.010002,64.629997,2865000,59.033182
"293",65.529999,67.059998,64,66.360001,2983100,60.613371
"294",64.419998,64.650002,58.669998,58.84,4889000,53.744586
"295",59.849998,60.25,55.91,59.84,3227200,54.657988
"296",58.57,59.77,57.259998,57.419998,2575300,52.447553
"297",57.869999,62.200001,57.310001,61.150002,2476500,55.854546
"298",61.360001,64.019997,61.16,62.59,2144100,57.169844
"299",63.09,63.959999,62.099998,63.459999,1812100,57.964503
"300",62.779999,63.27,61.029999,61.110001,2139200,55.818009
"301",61.400002,63.09,59.799999,60.110001,2464400,54.904607
"302",58.32,58.470001,56.68,57.200001,2859700,52.246607
"303",56.189999,58.43,56.189999,56.470001,2398000,51.579823
"304",57.830002,57.900002,55.529999,55.709999,2376900,50.885636
"305",56.07,57.16,55,57.150002,2426700,52.200937
"306",56.32,58.549999,56.209999,58.349998,2313600,53.767425
"307",58.639999,58.860001,56.630001,56.830002,2301300,52.366802
"308",56.419998,59.59,56.209999,58.73,1648700,54.117582
"309",59.900002,62.400002,59.84,62.099998,1931000,57.222915
"310",61.950001,63.560001,60.419998,63.220001,2766200,58.254957
"311",63.41,64.389999,62.259998,62.689999,1498900,57.766579
"312",62.689999,62.849998,60.650002,60.740002,1510400,55.969726
"313",59.299999,59.970001,57.669998,58.360001,1274300,53.776641
"314",55.970001,56.549999,54.25,55.82,2576100,51.436122
"315",56.779999,57.189999,56.16,56.849998,2649500,52.385228
"316",56.16,56.599998,53.740002,54.009998,3091100,49.76827
"317",53.610001,54.02,51.91,52.540001,2770100,48.413721
"318",51.740002,52.939999,50.919998,52.349998,1912800,48.23864
"319",52.52,54,52.299999,53.27,1584300,49.086389
"320",53.330002,54.900002,52.380001,54.119999,1666500,49.869632
"321",54.889999,54.889999,53.369999,54.549999,1424600,50.265862
"322",54.799999,55.849998,53.299999,53.599998,2279400,49.39047
"323",52.470001,53.369999,52.130001,52.990002,1800500,48.82838
"324",53.200001,54.060001,51.439999,51.490002,1514800,47.446184
"325",51.549999,52.349998,50.009998,50.02,1719300,46.091631
"326",48.419998,49.119999,47.349998,48.009998,3024200,44.239486
"327",47.52,50.849998,47.52,50,2217900,46.073201
"328",50.450001,52.419998,50.009998,52.310001,1832100,48.201784
"329",53.509998,54.889999,52.619999,53.240002,1815400,49.058746
"330",53.490002,53.619999,50.220001,50.41,1877100,46.451001
"331",51.57,52.720001,49.540001,51.09,2271400,47.077597
"332",50.09,51.5,49.52,49.91,1537100,45.990269
"333",49.459999,50.459999,48.48,48.490002,3009900,44.681792
"334",47.639999,52.040001,47.48,51.959999,2600000,47.87927
"335",52.18,54.25,51.720001,54.099998,1837300,49.851202
"336",54.130001,55.619999,53.93,55.209999,1654600,50.874028
"337",55.709999,56.630001,52.75,53.540001,1712300,49.335185
"338",54.75,55.740002,54.400002,55.619999,911400,51.251828
"339",55.299999,56.240002,55.009998,55.990002,869700,51.592772
"340",56.349998,59.580002,55.669998,57.689999,2933800,53.159258
"341",57.400002,57.740002,55.599998,56.84,1442900,52.376015
"342",57.66,58.189999,56.68,57.91,1056300,53.361982
"343",57.560001,57.560001,54.82,54.98,1489600,50.662092
"344",53.689999,55.52,51.52,55.209999,3094400,50.874028
"345",55.09,56.099998,54.919998,55.360001,1400700,51.012249
"346",55.459999,55.849998,53.889999,55.080002,1467300,50.75424
"347",55.880001,57.41,55.860001,57.400002,1493000,52.892036
"348",57.709999,59.5,57.52,59.119999,1881600,54.476952
"349",58.779999,58.779999,57.110001,57.220001,1538100,52.726173
"350",57.98,59.299999,56.93,58.540001,1556200,53.942505
"351",60.169998,62,59.919998,60.470001,2631500,55.720931
"352",53.389999,54.599998,51.77,51.799999,8701800,47.731836
"353",51.34,51.919998,50.529999,50.810001,3179500,46.819588
"354",49.34,50.709999,48.75,49.869999,3370000,45.95341
"355",50.52,51.439999,49.900002,50.84,1728900,46.847231
"356",51.529999,51.689999,49.419998,51.52,1704900,47.473827
"357",51.09,51.75,50.310001,51.639999,1292800,47.584402
"358",51.439999,52.470001,50.77,52.400002,1397600,48.284716
"359",52.689999,53.459999,51.790001,53.299999,1472500,49.114032
"360",52.279999,53.049999,52.049999,52.639999,2028000,48.505866
"361",53.34,54.119999,52.18,53.259998,2284100,49.077172
"362",53.639999,54.759998,53.43,54.59,1495800,50.302721
"363",54.299999,54.849998,53.369999,53.790001,1544300,49.565551
"364",53.77,53.779999,52.790001,53.450001,1653200,49.252253
"365",52.439999,53.220001,51.650002,51.849998,1140200,48.229069
"366",51.84,52.060001,49.98,50.310001,1623700,46.796617
"367",50.68,50.98,49.93,50.68,1630800,47.140777
"368",49.799999,49.900002,47.830002,48.490002,1920500,45.103717
"369",48.299999,48.68,47.200001,47.889999,1472500,44.545615
"370",47.169998,47.650002,46.279999,46.360001,1363600,43.122463
"371",46.310001,47.110001,46.02,46.049999,561500,42.834111
"372",47.599998,48.299999,47.189999,47.93,1645000,44.582823
"373",47.18,47.400002,45.880001,46.740002,2706600,43.475927
"374",48.34,49.32,48.049999,49.060001,2151900,45.63391
"375",49.099998,49.849998,48.450001,49,1906500,45.578099
"376",49.669998,50.810001,49.349998,49.450001,2335400,45.996674
"377",50.349998,50.68,49.439999,49.75,1803200,46.275723
"378",49.700001,50.009998,48.990002,49.07,1605400,45.643211
"379",48.790001,50.299999,48.130001,49.639999,1569900,46.173404
"380",49.189999,49.68,48.52,48.84,1354600,45.429273
"381",49.07,49.98,49.029999,49.790001,1201400,46.312931
"382",49.220001,49.459999,48.27,49.41,2480000,45.959467
"383",49.709999,50.41,47.52,47.860001,2240000,44.517711
"384",47.52,47.950001,46.630001,46.759998,1666700,43.494527
"385",47.549999,47.740002,46.240002,46.630001,1966600,43.373609
"386",46.939999,47.25,46.009998,46.639999,2087300,43.382909
"387",46.810001,47.18,45.220001,45.369999,1764800,42.201598
"388",46.220001,48.259998,46.220001,48.16,1505100,44.79676
"389",48.139999,49.380001,47.639999,49.139999,1522700,45.708322
"390",49.299999,50.790001,49.150002,50.560001,1599100,47.029158
"391",50.790001,51.68,50.759998,51.189999,1119800,47.61516
"392",50.34,50.34,46.560001,46.619999,4245300,43.364305
"393",46.900002,48,46.060001,46.369999,2669700,43.131764
"394",46.490002,47.419998,46.400002,47.32,2094300,44.015421
"395",47.59,47.880001,47.25,47.450001,1682900,44.136344
"396",48.34,49.66,48.279999,48.509998,1954500,45.122317
"397",48.470001,49.290001,47.720001,48.970001,1779000,45.550195
"398",48.52,50.389999,48.139999,50.32,2053700,46.805917
"399",50.27,50.32,49.02,49.48,1839200,46.024578
"400",49.700001,50.93,49.700001,50.490002,1297000,46.964047
"401",51.029999,52.349998,51,51.830002,1882700,48.210469
"402",51.549999,52.48,51.299999,51.830002,1794200,48.210469
"403",50.98,52.139999,49.84,52.009998,3091000,48.377895
"404",51.650002,52.049999,50.540001,50.900002,2478300,47.345415
"405",51.73,52.330002,49.860001,49.889999,2413600,46.405946
"406",49.990002,54.130001,49.779999,53.860001,3557800,50.098703
"407",53.830002,56.290001,53.599998,55.43,2828300,51.559062
"408",55.23,55.23,53.419998,54.189999,2614600,50.405656
"409",54.18,55.099998,53.740002,53.959999,2046500,50.191718
"410",53.52,54.709999,53.330002,54.360001,1926600,50.563786
"411",54.400002,55.119999,53.400002,54.889999,1740400,51.056772
"412",54.23,55.25,53.779999,54.419998,1337700,50.619593
"413",54.200001,54.849998,53.810001,54.599998,1055100,50.787023
"414",54.02,54.599998,53.360001,53.75,1565500,49.996384
"415",54.25,54.689999,52.91,54.32,2691400,50.526578
"416",59.130001,65.25,58.5,61.639999,13143400,57.335388
"417",61.759998,64.940002,61.5,64.360001,4831300,59.865439
"418",65.07,69.139999,65.040001,68.660004,4802400,63.865152
"419",68.720001,71.57,68.18,70.739998,3650500,65.799891
"420",70.419998,70.93,69.379997,70.699997,3661500,65.762683
"421",70.699997,71.330002,69.300003,70.199997,2467400,65.297601
"422",70.220001,70.220001,68.730003,69.529999,2027100,64.674392
"423",68.860001,70.239998,68.300003,70.040001,1937400,65.148778
"424",70.760002,72.25,70.489998,71.940002,2473100,66.916093
"425",71.220001,72.260002,70.769997,72.07,2050500,67.037012
"426",72.519997,73.089996,69.18,69.349998,2662800,64.506961
"427",69.279999,70.900002,68.940002,70.660004,1649300,65.725483
"428",71.169998,72.5,70.93,71.029999,1286600,66.069639
"429",71.32,72.260002,70.379997,70.610001,1914000,65.678972
"430",70.370003,71.07,69.199997,70.080002,1370400,65.185985
"431",70.040001,71.349998,69.540001,70.900002,899600,65.948721
"432",71.360001,72.349998,70.699997,71.300003,1840600,66.320788
"433",70.739998,76.779999,70.739998,76.099998,5862000,70.785577
"434",75.860001,78.040001,75.449997,76.150002,2487000,70.832088
"435",75.910004,76.830002,74.860001,75.57,2011600,70.75718
"436",76.519997,76.519997,74.07,74.480003,2034700,69.736602
"437",74.379997,75,73.5,74.139999,1348800,69.418252
"438",73.790001,74.660004,73.339996,73.849998,1436900,69.14672
"439",72.129997,73.139999,71.269997,72.800003,1558000,68.163596
"440",73.230003,74.089996,72.93,73.57,1088000,68.884554
"441",73.669998,73.690002,71.629997,73.440002,1957500,68.762836
"442",72.949997,75.849998,72.93,75.300003,1864100,70.504379
"443",75.470001,75.730003,74.5,75.129997,1022300,70.3452
"444",75.68,78.18,75.599998,78.059998,2218500,73.088598
"445",78.5,79.389999,77.970001,78.5,2252600,73.500578
"446",78.580002,78.919998,77.629997,78.82,1327000,73.800198
"447",79.230003,79.360001,76.059998,76.839996,2532500,71.946295
"448",76.839996,78.809998,76.230003,77.760002,1472100,72.807708
"449",77.32,77.860001,76.010002,77.419998,1107400,72.489358
