"","BWA.Open","BWA.High","BWA.Low","BWA.Close","BWA.Volume","BWA.Adjusted"
"94",54.41,54.880001,53.59,54.110001,2273200,26.572416
"95",54.450001,54.450001,53.810001,54.060001,2366600,26.547862
"96",54.439999,54.990002,54.060001,54.27,2512000,26.650989
"97",53.830002,54.470001,53.07,53.810001,4583400,26.425092
"98",53.09,55.34,52.41,55.200001,5499200,27.107695
"99",55.73,55.939999,54.919998,55.830002,2693000,27.417076
"100",55.610001,56.419998,55.290001,56.110001,1884200,27.554579
"101",56.540001,56.98,55.619999,56.040001,2321200,27.520203
"102",56.459999,56.77,56.09,56.279999,1327000,27.638062
"103",56.439999,56.880001,55.709999,56.709999,1919200,27.849227
"104",57.380001,58.779999,57.380001,58.52,1704400,28.738085
"105",58.57,59.290001,58.34,59.259998,3398200,29.101484
"106",58.950001,59.27,58.349998,59.119999,2395200,29.032733
"107",59.259998,59.380001,57.27,57.709999,2255600,28.340308
"108",57.810001,58.779999,57.189999,58.66,2151800,28.806836
"109",57.98,59.299999,57.790001,58.849998,1361400,28.900141
"110",58.299999,58.810001,57.150002,57.630001,1688400,28.301023
"111",57.830002,58.880001,57.639999,57.759998,1972000,28.364862
"112",57.82,58.939999,56.119999,56.490002,4670000,27.74119
"113",56.759998,58.639999,56.700001,58.18,2423400,28.571117
"114",58.830002,60.939999,58.560001,59.459999,3836800,29.199701
"115",59.209999,60.400002,58.82,59.880001,2512600,29.405956
"116",59.639999,61,59.41,60.75,3155800,29.833196
"117",60.07,60.709999,59.5,59.91,2799400,29.420688
"118",60.240002,62.490002,60.110001,60.919998,3547400,29.916679
"119",60.560001,60.900002,60.130001,60.619999,1521200,29.769355
"120",60.130001,60.220001,58.619999,59.939999,3185200,29.435419
"121",59.169998,60.619999,59.080002,60.34,2869000,29.631853
"122",61.439999,63.52,61.369999,63.259998,3045200,31.06581
"123",63.560001,65.900002,63.560001,65.269997,3540200,32.052882
"124",64.769997,66.650002,64.769997,66.43,2143000,32.622539
"125",66.339996,66.879997,65.800003,66.269997,1723400,32.543964
"126",67.029999,67.199997,65.599998,65.730003,2825200,32.278783
"127",65.989998,67.07,65.800003,67,2688600,32.902455
"128",67.529999,67.550003,66.25,67.150002,2488000,32.976118
"129",67.32,67.370003,66.43,66.900002,2747200,32.853348
"130",67.260002,67.690002,66.639999,66.849998,1750400,32.828792
"131",67.209999,68.239998,67.07,67.449997,2023400,33.12344
"132",67.330002,68.989998,67.150002,68.160004,4815400,33.472111
"133",68.489998,70.93,67.940002,70.760002,3567000,34.748922
"134",70.889999,71.370003,70.160004,71.050003,5544200,34.891336
"135",71.75,72.440002,71.099998,71.900002,2379200,35.308755
"136",72.489998,73,72,72.559998,2260000,35.632866
"137",72.900002,73,71.940002,72.279999,1554200,35.495364
"138",72.32,73.43,72.18,73.139999,1536000,35.917695
"139",72.720001,72.860001,71.779999,72.190002,1324000,35.451169
"140",72.339996,72.720001,71.019997,71.379997,2406200,35.05339
"141",71.559998,72.75,71.559998,72.480003,1683600,35.593583
"142",72.169998,73.349998,71.919998,72.870003,1816400,35.785104
"143",72.839996,73.129997,72.190002,72.360001,1160400,35.534652
"144",73.309998,74.239998,73.059998,73.360001,2641200,36.025733
"145",74.07,74.269997,71.360001,72.510002,3972600,35.608315
"146",72.660004,73.599998,72.220001,73.18,4037400,35.937338
"147",73.190002,73.559998,72.279999,72.480003,2685200,35.593583
"148",71.489998,72,69.160004,69.970001,6988000,34.360967
"149",69.160004,71.809998,68.059998,71.110001,6008000,34.9208
"150",71.879997,72.800003,69.889999,70.5,6504800,34.62124
"151",71.269997,71.690002,69.550003,70.099998,4859200,34.424807
"152",70.099998,70.339996,67.949997,68.870003,7364800,33.820779
"153",68.980003,70.849998,68.75,70.410004,4261200,34.577044
"154",70.089996,71.459999,69.93,71.43,2994400,35.077946
"155",71.540001,71.800003,69.599998,69.800003,2356400,34.277484
"156",69.230003,69.5,67.5,68.849998,4568600,33.810955
"157",69.459999,69.800003,67.93,68,2969000,33.393536
"158",68.169998,69.190002,67.690002,68.970001,3084000,33.869886
"159",68.529999,69,67.209999,68.120003,2283400,33.452467
"160",68.599998,70.580002,68.540001,70.419998,3063200,34.581952
"161",68.849998,70.970001,68.760002,70.550003,2541200,34.645795
"162",69.790001,69.790001,67.529999,67.629997,4656600,33.211835
"163",67.769997,68.720001,67.209999,67.400002,2797000,33.098888
"164",68.040001,68.959999,66.889999,67.279999,5215200,33.039957
"165",67.290001,67.309998,65.57,65.739998,4756600,32.283691
"166",65.910004,66,64.220001,65.720001,7402200,32.273871
"167",66.019997,67.25,65.629997,67.029999,3403800,32.917187
"168",67.739998,71.239998,67.449997,70.470001,6174400,34.606508
"169",70.809998,72.419998,70.809998,71.900002,3479600,35.308755
"170",72,72.709999,71.769997,72.040001,5045600,35.377506
"171",71.709999,73.889999,71.150002,73.769997,5394800,36.227074
"172",73.489998,77.650002,73.489998,77.330002,8992600,37.975327
"173",76.699997,80.040001,76.410004,80.029999,5424800,39.301245
"174",79.349998,80.029999,79.010002,79.470001,3905200,39.026241
"175",79.830002,81.07,79.660004,80.300003,5409600,39.433839
"176",80.18,80.690002,79.379997,80.010002,3009600,39.291425
"177",80.160004,80.510002,79.510002,80.230003,2947800,39.399464
"178",78.959999,79.779999,77.599998,77.760002,3300200,38.186492
"179",77.739998,78.099998,73.949997,75.970001,4757600,37.307456
"180",75.730003,76.660004,73.959999,75.360001,4132800,37.007896
"181",76.059998,76.970001,75.57,76.949997,3806200,37.788714
"182",77.639999,78,76.25,77.610001,4269600,38.112829
"183",77.68,78.32,75.18,75.849998,3030800,37.248525
"184",75.769997,77.199997,75.410004,75.919998,3485200,37.2829
"185",77.029999,78.059998,76.629997,77.620003,3053400,38.117741
"186",77.43,78.080002,76.690002,77.75,3011800,38.18158
"187",77.860001,78.559998,75.269997,75.629997,3024800,37.140486
"188",76,77.529999,75.150002,76.830002,3061000,37.729786
"189",76.690002,77.879997,75.93,77.32,2666200,37.970415
"190",75.93,77.260002,74.849998,76.459999,4308600,37.548085
"191",76.169998,76.269997,73.669998,74.660004,4551600,36.66414
"192",73.510002,75.980003,73.019997,74.610001,4802600,36.639585
"193",71.339996,74.139999,70.07,73.75,4047200,36.217254
"194",73.620003,74.809998,72.199997,72.800003,4574200,35.750729
"195",74.57,75.709999,73.629997,73.669998,4105000,36.177967
"196",74.82,75.230003,73.370003,74.449997,3874800,36.56101
"197",75.379997,76.57,75.370003,76.209999,1755800,37.425314
"198",76.25,76.25,72.610001,73.209999,3828400,35.95207
"199",72.739998,75.260002,71.559998,74.410004,3912600,36.54137
"200",74.959999,75.980003,73.959999,75.709999,2543200,37.179774
"201",75.790001,78.010002,75.389999,77.279999,4731400,37.950771
"202",77.739998,78.260002,76.150002,76.349998,3613200,37.494065
"203",76.239998,78.129997,75.699997,78,2188200,38.30435
"204",78.410004,79.120003,78.25,78.610001,2126800,38.60391
"205",78.199997,79.779999,77.849998,79.690002,2357800,39.134279
"206",80,81.839996,79.989998,81.029999,2968800,39.792327
"207",81.300003,82.279999,80.760002,81.660004,2275400,40.10171
"208",81.300003,81.519997,79.669998,79.709999,4020600,39.144099
"209",80.43,80.43,77.199997,77.760002,3856400,38.186492
"210",77.540001,77.980003,75.540001,75.970001,2914000,37.307456
"211",76.639999,76.949997,74.360001,75.370003,2623200,37.012808
"212",75.199997,75.480003,73.720001,74.309998,3027600,36.492259
"213",73.900002,74.169998,71.32,72.059998,8560600,35.387326
"214",72.760002,73.080002,71.5,72.269997,3413000,35.490452
"215",71.599998,72.139999,70.690002,71.379997,3498400,35.05339
"216",71.230003,72.279999,71.099998,71.980003,2653000,35.348042
"217",70.519997,71,69.260002,70.889999,4044800,34.812761
"218",71.089996,71.660004,70.269997,71.650002,2409600,35.185984
"219",73.25,76.089996,73.25,74.699997,3044000,36.68378
"220",75.339996,77.169998,74.57,76.940002,3422400,37.783805
"221",77.089996,77.470001,75.349998,76.169998,2011400,37.405671
"222",76.389999,77.93,76.370003,77.629997,2600000,38.122649
"223",78,79.089996,77.849998,78.559998,2963000,38.579355
"224",76.290001,78.639999,75.470001,76.57,4425400,37.602104
"225",77,77.330002,76.370003,77.239998,3029200,37.931128
"226",77.709999,77.879997,75.639999,76.720001,3318800,37.675767
"227",76.209999,76.209999,74.209999,74.849998,3767400,36.757443
"228",74.980003,75.580002,73.519997,74.330002,1817200,36.502083
"229",73.699997,75.839996,73.300003,74.449997,1983200,36.56101
"230",75.940002,76.669998,75.339996,76.269997,2451000,37.454778
"231",76.080002,77.769997,76.029999,77.050003,1672000,37.837825
"232",77.5,78.099998,77.25,77.699997,1685200,38.157025
"233",77.389999,78.160004,76.68,77.129997,1703000,37.877108
"234",76.790001,76.910004,75.199997,76.07,1638000,37.356563
"235",76.260002,76.419998,73.5,73.82,1569200,36.25163
"236",73.25,74.779999,73.019997,73.18,1524200,35.937338
"237",72.860001,72.860001,70.25,70.589996,3942600,34.665435
"238",70.510002,70.959999,70.080002,70.870003,5147600,34.802941
"239",71.300003,71.599998,70.309998,71.089996,2699000,34.910976
"240",70.919998,71.290001,69.830002,70.629997,2235000,34.685079
"241",69.18,69.580002,67.080002,68.139999,5803800,33.462287
"242",68.230003,68.790001,65.779999,66.290001,7086000,32.553788
"243",66.360001,70.239998,66.290001,70.040001,3987600,34.395343
"244",69.589996,70.43,69.5,70.059998,2319800,34.405163
"245",70.489998,71.970001,70.220001,71.889999,2233200,35.303843
"246",72.370003,72.699997,71.650002,72.510002,3320600,35.608315
"247",72.389999,72.860001,69.290001,69.489998,2710000,34.125247
"248",69.720001,71.080002,69.279999,69.419998,2566000,34.090871
"249",68.330002,69.879997,68.040001,68.910004,2139000,33.840422
"250",68.68,69.269997,67.660004,68.389999,5059000,33.585058
"251",68.75,68.760002,67.669998,67.940002,1696400,33.364073
"252",67.839996,67.959999,66.300003,67.330002,2770200,33.064513
"253",67.339996,69.489998,67.089996,69.32,2545400,34.041764
"254",68.849998,69.25,67.599998,67.93,2030400,33.359161
"255",68.139999,68.949997,66.660004,67.379997,2111400,33.089065
"256",68.43,71.120003,68.419998,70.839996,3158200,34.788206
"257",69.839996,71.739998,69.300003,69.639999,3288000,34.19891
"258",69.519997,70.809998,68.540001,69.400002,2171400,34.081051
"259",70.68,72.550003,69.620003,71.519997,4134200,35.122141
"260",71.279999,73.480003,70.830002,73.18,3134600,35.937338
"261",73.690002,76,73.449997,75.559998,3667200,37.106111
"262",75.400002,76.379997,75.050003,75.220001,2630000,36.939145
"263",73.940002,76.540001,72.849998,76.419998,2120200,37.528441
"264",76.480003,78.849998,76.370003,78.160004,4581800,38.382925
"265",77.769997,79.279999,77.220001,78.540001,2873800,38.569535
"266",78.639999,79.040001,77.760002,79,3740800,38.795432
"267",79.779999,80.660004,79.120003,80.050003,3389200,39.311069
"268",80.199997,81.220001,79.650002,80.790001,3082400,39.674468
"269",80.870003,81.5,79.889999,80.739998,2961400,39.649913
"270",80.879997,81.379997,80.07,80.660004,2975200,39.610629
"271",80.599998,80.879997,79.769997,80.400002,2412000,39.482947
"272",81.160004,81.980003,80.839996,80.980003,1841200,39.767775
"273",79.449997,80.440002,79.150002,80.190002,2119600,39.37982
"274",79.080002,79.269997,78.029999,78.959999,2146000,38.775788
"275",78.379997,79.540001,78.089996,78.93,2366200,38.761056
"276",79.449997,79.620003,78.169998,78.419998,2569800,38.510604
"277",78.860001,79.949997,76.800003,77.150002,2504200,37.886932
"278",77.410004,77.769997,75.660004,76.480003,3052800,37.557908
"279",76.209999,76.230003,73.470001,75.120003,3591000,36.890037
"280",75.800003,76.5,75.160004,76.110001,1435200,37.376207
"281",76.370003,76.459999,75.129997,76.059998,2124600,37.351651
"282",76.230003,76.699997,75.010002,76.370003,1298200,37.503889
"283",76.220001,77,76.080002,76.160004,1007200,37.400762
"284",75.309998,76.43,75.029999,75.610001,1134400,37.130666
"285",75.360001,75.400002,73.919998,74.190002,1121400,36.433331
"286",73.830002,74.150002,71.510002,71.660004,3097200,35.190896
"287",73.32,81.669998,73.32,79.5,7988800,39.040973
"288",78.68,80.919998,77.779999,79.620003,4842200,39.099904
"289",81.040001,81.040001,78.82,79.82,2671800,39.198119
"290",79.050003,79.379997,75.790001,75.959999,4530600,37.302544
"291",75.75,76.989998,74.209999,76.120003,3386600,37.381119
"292",75.07,76.07,70.349998,70.349998,4641200,34.547577
"293",71.57,71.669998,66.150002,68.470001,5534400,33.624345
"294",64.669998,66.43,62.09,62.560001,5926000,30.722054
"295",64.18,66.739998,61.66,66.739998,5415800,32.774773
"296",64.860001,67.160004,63.450001,64.019997,6263600,31.439031
"297",64.18,68.959999,63.66,67.599998,3091600,33.197103
"298",68.629997,70.110001,67.580002,69.699997,3011800,34.228373
"299",70.550003,71.470001,70.550003,71.32,2850800,35.023926
"300",70.559998,71.900002,69.730003,70.580002,3414800,34.660527
"301",70.900002,71.779999,68.199997,68.980003,2709600,33.874798
"302",66.559998,66.650002,63.889999,66.040001,5930000,32.431017
"303",64.730003,66.120003,62.400002,63.439999,3873000,31.154204
"304",65.279999,65.459999,62.77,63.23,2998000,31.051078
"305",63.540001,66.800003,63.330002,66.440002,2905200,32.627451
"306",66.099998,68.800003,65.379997,68.400002,3217400,33.58997
"307",69.07,69.769997,66.839996,67.220001,2205800,33.010493
"308",66.559998,69.099998,65.470001,68.440002,2028600,33.609613
"309",69.400002,71.099998,69.220001,70.779999,2321800,34.758742
"310",70.449997,71.190002,69.059998,70.5,3452200,34.62124
"311",71.230003,73.459999,70.519997,71.389999,2868800,35.058302
"312",71.360001,72.889999,70.419998,71.43,2481200,35.077946
"313",69.589996,69.849998,66.620003,68.07,2674000,33.427912
"314",65.650002,67.870003,64.720001,67.5,2495800,33.147996
"315",68.760002,70.169998,68.209999,69.879997,2137400,34.316768
"316",68.970001,69.730003,67.370003,67.940002,2108200,33.364073
"317",67,67.330002,64.629997,65.82,3174800,32.322979
"318",64.699997,66.610001,64.089996,66.099998,2575600,32.460481
"319",66.300003,67.550003,65.57,66.330002,2572000,32.573431
"320",67.190002,68.889999,65.519997,67.769997,2410600,33.280586
"321",68.879997,70.230003,68.300003,69.529999,2113000,34.14489
"322",70.050003,70.209999,68.849998,69.419998,2255200,34.090871
"323",67.970001,69.809998,67.279999,69.269997,2059000,34.017208
"324",69.290001,69.82,68.029999,69,3697200,33.884618
"325",68.32,68.709999,63.330002,63.330002,4394200,31.100187
"326",59.73,61.779999,58.959999,60.130001,5548200,29.528726
"327",59.66,60.580002,58.639999,59.889999,4724400,29.410866
"328",60.02,61.119999,57.389999,59.150002,5000400,29.047467
"329",60.439999,64.150002,60.419998,62.07,5925200,30.481423
"330",62.32,62.68,59.889999,59.959999,3862000,29.445241
"331",61.240002,62.369999,59.599998,61.540001,4921800,30.221151
"332",60.209999,61.799999,59.290001,60.529999,3739200,29.725158
"333",59.900002,60.630001,56.09,56.139999,5238600,27.56931
"334",55.240002,60.18,54.59,60.130001,5e+06,29.528726
"335",60.41,61.59,59.27,61.09,4969600,30.000164
"336",61.380001,64.809998,60.98,64.160004,4270200,31.507785
"337",64.82,66.120003,63.709999,64.389999,3058800,31.620732
"338",65.809998,68.940002,65.57,68.629997,3780400,33.702916
"339",67.809998,69.860001,67.379997,69.519997,3067800,34.139978
"340",69.989998,71.75,68.639999,68.830002,2579000,33.801135
"341",68.339996,69.830002,66.75,69.57,2598400,34.164534
"342",70.82,71.389999,69.940002,70.860001,2199200,34.798029
"343",70.849998,71.82,68.769997,69.160004,2674800,33.963193
"344",69.18,71.529999,66.940002,71.110001,5984600,34.9208
"345",70.959999,71.360001,69.110001,69.559998,2025000,34.159622
"346",69.489998,69.860001,67.900002,69.419998,1995000,34.090871
"347",70.25,72.870003,70.190002,72.239998,2062600,35.47572
"348",72.690002,74.800003,72.040001,74.489998,2029200,36.580654
"349",74.209999,74.279999,71.610001,72.910004,1896600,35.804748
"350",73.970001,74.43,71.160004,72.519997,2298200,35.613223
"351",75.18,77.699997,74.199997,76.68,4400400,37.656123
"352",75.779999,77.639999,74,76.330002,4330600,37.484245
"353",75.160004,77.690002,75.150002,76.489998,3613800,37.562817
"354",73.440002,75,72.139999,73.849998,4239400,36.266362
"355",74.769997,75.07,73.230003,74.400002,2611400,36.536458
"356",75.419998,75.919998,73.339996,75.519997,2760400,37.086467
"357",74.730003,76.25,73.889999,75.75,2485000,37.199417
"358",75.5,76.07,72.949997,74.580002,2159800,36.624853
"359",73.809998,73.809998,69.089996,71.040001,9047400,34.886424
"360",68.639999,68.660004,65.650002,66.019997,6436200,32.421193
"361",66.540001,68,65.739998,67.82,3804000,33.305142
"362",68.449997,68.68,67.059998,67.959999,3187600,33.373893
"363",67.690002,68.300003,66.550003,67.349998,1777800,33.074333
"364",67.169998,68.050003,65.879997,67.440002,2826600,33.118532
"365",66.790001,67.230003,65.209999,65.629997,3481400,32.229672
"366",65.620003,66.169998,63.73,64.57,2695800,31.709127
"367",64.839996,65.18,63.240002,63.860001,3469400,31.36046
"368",62.48,63.029999,61.68,62.540001,1792600,30.712232
"369",62.18,63.380001,61.700001,63.119999,2373600,30.997058
"370",62.220001,62.5,61.419998,62.009998,2444000,30.451958
"371",61.52,62,60.950001,61.200001,696400,30.054183
"372",63.169998,63.619999,62.380001,63.139999,2326400,31.00688
"373",63.060001,63.529999,62,62.189999,2222800,30.540353
"374",65.510002,66.489998,64.82,65.919998,5206800,32.372086
"375",65.379997,67.879997,65.040001,67.07,5145400,32.93683
"376",68.089996,68.949997,66.620003,67.110001,3457000,32.956474
"377",68.540001,70.339996,68.330002,69.760002,7541200,34.257841
"378",69.610001,70.540001,69.290001,70.129997,2601400,34.439538
"379",69.239998,70.260002,68.730003,69.910004,1841400,34.331504
"380",69.07,69.82,68.029999,68.260002,2879800,33.521219
"381",69.400002,70.120003,69.050003,69.150002,3623000,33.958281
"382",68.510002,68.589996,67.160004,68.089996,2178600,33.437732
"383",68.510002,68.650002,63.25,63.970001,7007800,31.414479
"384",63.369999,64,61.200001,61.900002,7511800,30.39794
"385",61.43,63.700001,61.310001,62.93,4900800,30.903754
"386",63.529999,63.810001,61.98,62.349998,38017600,30.618926
"387",62.779999,63.59,61.900002,62.110001,5099200,30.501067
"388",63.380001,63.610001,62.34,63.34,4077600,31.105097
"389",64.029999,64.57,62.950001,64.220001,3127600,31.537249
"390",64.599998,65.169998,64.010002,64.690002,2092200,31.768058
"391",65.089996,65.580002,64.589996,65.580002,1412200,32.20512
"392",65.139999,65.139999,64.099998,64.290001,1369000,31.571625
"393",64.400002,64.440002,63.09,63.650002,1217200,31.257333
"394",63.709999,64.629997,63.540001,63.869999,1557800,31.36537
"395",63.98,64.370003,63.68,63.740002,1135800,31.30153
"396",64.93,66.699997,64.93,65.43,2444400,32.131457
"397",64.970001,66.330002,64.879997,66.019997,2630400,32.421193
"398",65.459999,66.669998,64.669998,66.099998,6087200,32.460481
"399",65.970001,66.150002,65.029999,65.120003,2933000,31.979223
"400",65.150002,65.389999,64.290001,64.360001,3706800,31.606
"401",65.300003,72.75,65.019997,72.25,11597400,35.480632
"402",71.82,72.900002,71.730003,72.529999,3434800,35.618135
"403",72.900002,74.339996,72,73.970001,3004400,36.325293
"404",73.07,74.050003,72.559998,73.699997,2222000,36.192699
"405",74.550003,75.589996,73.150002,73.550003,2641200,36.11904
"406",73.720001,75.110001,73.300003,74.860001,2931600,36.762355
"407",74.389999,75.830002,73.160004,75.300003,3488200,36.978432
"408",74.889999,75.150002,74.010002,74.879997,3097400,36.772175
"409",76.43,76.830002,74.559998,75.160004,2437200,36.909681
"410",74.370003,76.050003,73.699997,75.989998,2104000,37.317276
"411",76,76.900002,75.779999,76.529999,2911200,37.58246
"412",77,77.489998,75.089996,75.379997,2411000,37.017716
"413",74.82,75.059998,73.739998,74.720001,2526600,36.693604
"414",73.900002,75.519997,73.650002,75.260002,1732800,36.958788
"415",75.510002,76.029999,73.849998,74.629997,2296200,36.649405
"416",75.580002,75.949997,74.919998,75.459999,1934800,37.057003
"417",75.599998,76.669998,75.349998,75.870003,1947200,37.258348
"418",77.139999,79.669998,77.059998,79.510002,3164000,39.045884
"419",79.290001,79.900002,78.980003,79.260002,1627000,38.923114
"420",78.93,79.169998,77.419998,78.18,1530200,38.392745
"421",78.050003,78.480003,76.949997,77,2372000,37.813269
"422",77.360001,77.440002,76.07,77.43,1807400,38.024434
"423",76.660004,77.190002,75.559998,77.050003,2473600,37.837825
"424",78.260002,78.989998,77.93,78.849998,3591600,38.721769
"425",77.459999,79.769997,76.220001,79.410004,4308600,38.996777
"426",78.43,81.919998,78.43,80.580002,4320600,39.571341
"427",80.349998,82.099998,79.650002,81.910004,3416000,40.224481
"428",82.489998,82.839996,80.940002,81.209999,1761400,39.880721
"429",81.470001,81.739998,79.959999,80.309998,1724400,39.438747
"430",80.260002,80.830002,79.989998,80.220001,1622400,39.394552
"431",80.480003,80.790001,79.400002,80.75,1938000,39.654824
"432",81.029999,83.449997,80.790001,82.43,2836200,40.479841
"433",81.43,83,80.839996,82.639999,2514800,40.582968
"434",82.540001,83.309998,82.18,83.260002,2524800,40.88744
"435",83.419998,84.089996,82.449997,82.839996,3204800,40.681183
"436",83.050003,84.489998,82.809998,84.190002,2453200,41.344146
"437",84,86.980003,83.879997,85.419998,5986800,41.948174
"438",85.209999,85.269997,82.559998,82.910004,2312600,40.715562
"439",81.550003,81.550003,79.059998,79.550003,3252000,39.065528
"440",80,80.629997,79.470001,79.760002,1767400,39.168655
"441",81.290001,83.089996,81.110001,82.339996,2161800,40.435642
"442",82.43,84.199997,82.040001,83.849998,2236200,41.177176
"443",83.760002,84,82.370003,83.029999,2119600,40.774489
"444",83.82,85.580002,83.169998,85.470001,2284600,41.972729
"445",85.25,86.699997,85.019997,86.660004,2876600,42.557117
"446",86.480003,87.050003,85.879997,87.050003,1648000,42.748639
"447",87.449997,87.449997,85.269997,85.739998,2119200,42.10532
"448",85.220001,85.43,83.959999,84.870003,3799200,41.678081
