"","CVX.Open","CVX.High","CVX.Low","CVX.Close","CVX.Volume","CVX.Adjusted"
"85",83.470001,84.099998,82.949997,83.940002,6879000,71.541012
"86",83.849998,84,83.349998,83.709999,4790700,71.344983
"87",83.360001,84.18,82.629997,83.839996,8528900,71.455778
"88",83.449997,84.110001,82.860001,83.669998,11647800,71.310891
"89",83.650002,83.919998,82.959999,83.900002,6718600,71.50692
"90",84.389999,84.540001,83.120003,83.610001,9502500,71.259756
"91",83.480003,84.769997,83.400002,84.480003,7800200,72.001248
"92",83.379997,83.68,82.139999,82.790001,9455500,70.560881
"93",83.139999,84.519997,82.93,84.019997,8835000,71.60919
"94",84.510002,85,83.389999,84.25,9521400,71.805219
"95",84.790001,84.790001,84.169998,84.550003,5555000,72.060908
"96",85.129997,85.790001,84.739998,84.870003,6757400,72.33364
"97",84.650002,85.239998,84.489998,85.150002,5968600,72.572279
"98",84.639999,84.639999,83.290001,84.309998,9557300,71.856355
"99",85.269997,85.650002,84.099998,84.440002,8519800,71.967156
"100",82.889999,83.230003,81.980003,82.599998,12463000,70.398944
"101",83.150002,84.080002,81.089996,81.449997,12781900,69.418812
"102",82.360001,82.449997,81.720001,82.150002,9528800,70.015417
"103",82.660004,83.120003,81.910004,82.699997,10036500,70.484171
"104",84.160004,85.309998,83.879997,85.139999,16295400,72.563755
"105",84.709999,85.32,84.050003,84.980003,14513200,72.427392
"106",84.620003,85,83.790001,84.800003,11799200,72.27398
"107",83.910004,84.269997,83.099998,83.559998,13597200,71.217139
"108",83.779999,85.220001,83.25,85.169998,11795500,72.589322
"109",85,86.190002,85,86.089996,11297200,73.373425
"110",85.459999,85.610001,84.559998,85.440002,10571300,72.819444
"111",85.739998,85.970001,84.830002,84.860001,9252400,72.325115
"112",83.550003,83.580002,81.93,82.480003,12360200,70.898214
"113",82.410004,83.129997,82.099998,82.459999,7847300,70.881018
"114",83.040001,83.980003,82.949997,83.82,7590000,72.050049
"115",83.690002,83.959999,82.82,83.940002,8130900,72.153201
"116",83.470001,83.580002,82.050003,83.449997,6791900,71.732001
"117",82.470001,82.5,81.150002,81.75,9507700,70.270717
"118",82.150002,83.010002,82,82.93,8042600,71.285022
"119",82.440002,82.57,81.790001,82.050003,2789700,70.528594
"120",81.300003,82.050003,80.410004,81.690002,9070100,70.219144
"121",80.639999,81.610001,80.470001,80.970001,10366000,69.600245
"122",82.150002,83.220001,81.75,82.699997,10629600,71.087316
"123",82.699997,84.669998,82.529999,84.5,10799500,72.634564
"124",84.489998,85,84.360001,84.889999,6724000,72.9698
"125",84.790001,85.209999,84.489998,84.949997,5184200,73.021372
"126",85.919998,86.629997,85.709999,86.300003,12560600,74.181812
"127",86.510002,86.800003,85.629997,86.139999,6918300,74.044275
"128",86.790001,86.980003,85.839996,86.650002,8076700,74.482663
"129",86.959999,87.080002,86.239998,87.029999,7406700,74.809302
"130",87.720001,88.949997,87.510002,88.370003,9910500,75.961143
"131",88.580002,88.949997,88.129997,88.379997,7331300,75.969734
"132",88.019997,88.629997,87.93,88.010002,7608700,75.651694
"133",88.080002,89.220001,87.849998,89.059998,7796700,76.554249
"134",88.849998,88.959999,88.080002,88.489998,10832800,76.064289
"135",88.959999,89.599998,88.57,88.800003,8029800,76.330763
"136",89.339996,89.82,88.949997,89.230003,5962500,76.700383
"137",89.620003,89.959999,89.32,89.919998,4262400,77.293489
"138",89.889999,90.889999,89.82,90.68,5095600,77.946772
"139",90.489998,90.599998,90.040001,90.120003,3138200,77.465409
"140",90.32,91.43,90.129997,91.190002,5058100,78.38516
"141",91.540001,92.389999,91.349998,91.370003,5301000,78.539885
"142",91.32,91.940002,91.150002,91.599998,4156500,78.737585
"143",91.580002,91.800003,91,91.25,5152900,78.436733
"144",91.660004,92.379997,91.300003,91.940002,7802300,79.029846
"145",92.279999,92.480003,91.220001,91.599998,8513900,78.737585
"146",90.919998,92.07,90.5,91.440002,6659500,78.600055
"147",91.760002,91.830002,90.269997,90.690002,6220800,77.95537
"148",90.980003,91.300003,90.269997,91.190002,6346300,78.38516
"149",90.949997,91.169998,90.120003,90.410004,6848700,77.714688
"150",90.870003,91.989998,90.809998,91.830002,7838900,78.935291
"151",92.360001,92.849998,92.199997,92.449997,7845400,79.468227
"152",92.010002,92.599998,91.779999,92.18,5721900,79.236143
"153",92.120003,92.879997,91.82,92.830002,5557900,79.794872
"154",92.940002,93.75,92.93,93.349998,7733200,80.241851
"155",93.629997,93.709999,92.580002,92.970001,6069900,79.915213
"156",92.139999,92.860001,91.580002,92.709999,6513500,79.69172
"157",93.370003,93.940002,93.099998,93.779999,7427500,80.611471
"158",93.889999,94.529999,93.660004,94.099998,7282800,80.886537
"159",93.779999,94.440002,93.349998,94.080002,7423200,80.869348
"160",94.379997,94.970001,93.580002,94.639999,8832600,81.350711
"161",94.559998,94.959999,94.300003,94.75,6301100,81.445265
"162",94.489998,94.849998,92.93,93.370003,12444700,80.259046
"163",93.849998,95.190002,93.370003,94.93,11167900,81.59999
"164",95.629997,96.489998,95.169998,96.220001,9948200,82.70885
"165",95.370003,96.849998,95.370003,96.480003,6607800,82.932343
"166",96.57,97.440002,95.760002,97.309998,10500300,83.64579
"167",96.93,97.330002,96.519997,97.110001,10529700,83.473876
"168",97.279999,98.230003,97.260002,97.660004,10256500,83.946648
"169",97.870003,97.989998,97.110001,97.739998,5710500,84.01541
"170",97.25,97.379997,95.699997,96.239998,8242700,82.726039
"171",95.879997,96.980003,95.739998,96.699997,7286200,83.121445
"172",96.089996,97.18,95.889999,96.449997,7324900,82.90655
"173",95.5,97.160004,95.5,96.949997,6994000,83.963123
"174",96.580002,96.849998,95.660004,96.339996,7626700,83.434835
"175",96.720001,97.019997,96.080002,96.660004,6786600,83.711976
"176",96.559998,97.339996,96.410004,97.169998,6616600,84.153655
"177",97.410004,98.809998,97.029999,98.720001,8860500,85.496028
"178",99.230003,102.120003,99.230003,100.32,15723400,86.8817
"179",100.529999,103.940002,100.519997,102.269997,17174700,88.570486
"180",103.089996,103.419998,101.550003,102.029999,16467900,88.362637
"181",101.709999,102.629997,101.349998,102.099998,8516400,88.42326
"182",102.279999,103.940002,102.18,103.75,10219700,89.852237
"183",104.07,104.989998,102.839996,102.900002,12266900,89.116099
"184",103.050003,103.970001,102.190002,103.470001,8335000,89.609745
"185",103.839996,104.57,103.32,104.190002,7537800,90.233299
"186",104.129997,104.779999,102.5,103.75,9850500,89.852237
"187",104.120003,104.769997,103.010002,103.010002,8222500,89.211365
"188",103.410004,104.040001,101.449997,103.769997,8913900,89.869555
"189",103.18,103.68,101.900002,102.139999,7102000,88.457903
"190",101.480003,101.480003,98.290001,99.080002,12553000,85.807805
"191",98.099998,100.75,97.599998,99.93,6872700,86.543942
"192",99.160004,101,99.029999,100.800003,7353600,87.297405
"193",98.18,102,97.980003,101.230003,12650100,87.669804
"194",101.650002,102.07,98.629997,99.510002,14795200,86.180205
"195",100.879997,102.57,100.400002,102.239998,9981500,88.544506
"196",103.370003,103.970001,102.360001,102.800003,11366300,89.029496
"197",103.860001,105.199997,103.199997,105.190002,8785300,91.099344
"198",105.360001,105.940002,105.120003,105.230003,8008500,91.133987
"199",104.730003,105.919998,104.449997,105.480003,6811800,91.350498
"200",105.870003,105.919998,104.93,105.379997,6996800,91.263889
"201",105.720001,107.010002,105.379997,106.779999,8982900,92.476354
"202",106.400002,107.099998,106.040001,106.040001,6023500,91.835482
"203",106.040001,107.480003,105.519997,107.370003,6963200,92.987324
"204",107.610001,108.739998,107.550003,108.010002,7907300,93.541593
"205",109.309998,109.650002,107.349998,107.489998,8418500,93.091245
"206",108.290001,108.779999,107.510002,108.32,6494000,93.810065
"207",108.519997,108.57,107.849998,108.230003,4764600,93.732124
"208",108.25,109.800003,108.230003,109.330002,6541400,94.684773
"209",109.830002,109.940002,108.440002,108.660004,6893000,94.104524
"210",109.019997,109.099998,107.510002,108.940002,7011700,94.347016
"211",109.349998,109.940002,109.139999,109.660004,6732900,94.97057
"212",109.739998,109.900002,107.57,107.779999,6599000,93.3424
"213",106.470001,106.699997,103.480003,104.18,12803700,90.224636
"214",104.82,105.139999,103.339996,103.809998,7241100,89.904197
"215",103.32,105.290001,103.129997,104.879997,7084900,90.830866
"216",105.519997,106.5,104.349998,106.239998,8869500,92.008688
"217",104.949997,104.989998,103.040001,104.5,7194800,90.501771
"218",104.489998,105.849998,104.269997,105.400002,4993300,91.281213
"219",107.709999,108.339996,107.010002,107.809998,6667800,93.36838
"220",108.25,108.25,107.489998,108.129997,4915500,93.645514
"221",107.370003,107.779999,106.68,107.419998,3995200,93.030623
"222",107.849998,108.830002,107.160004,108.75,5300000,94.182465
"223",109.110001,109.169998,107.550003,108.970001,5982600,94.372996
"224",109.080002,109.099998,108.080002,108.809998,5941200,94.234425
"225",108.480003,109.599998,107.779999,109.440002,6755500,94.780038
"226",109.480003,109.580002,107.610001,108.18,6550800,93.688819
"227",107.580002,107.839996,105.190002,106.169998,7955600,91.948065
"228",106.019997,106.019997,103.699997,104.68,8892900,90.657659
"229",103.360001,104.120003,101.110001,102.620003,11988500,88.873607
"230",103.339996,104.449997,102,102.879997,9536300,89.098774
"231",103.25,104.860001,103,104.089996,7117900,90.146689
"232",104.32,104.949997,103.25,104.360001,6430500,90.380525
"233",103.269997,103.459999,101.25,102.260002,10161700,88.56183
"234",101.629997,103.32,100.410004,102.760002,10425800,88.994853
"235",103.449997,103.489998,101.269997,102.389999,8968000,88.674414
"236",102.029999,103.290001,101.410004,101.650002,6759400,88.033542
"237",100.309998,101.190002,99.610001,100.410004,8768800,87.632081
"238",100.919998,103.459999,100.169998,102.860001,8193700,89.770298
"239",103.690002,104.529999,102.940002,103.870003,7452400,90.651769
"240",103.550003,103.809998,101.769997,102.57,8760900,89.517201
"241",101.129997,101.910004,100.699997,101.370003,7487000,88.469913
"242",101.849998,103.389999,101.849998,102.269997,6800500,89.255376
"243",102,103.860001,101.809998,103.25,7949500,90.110667
"244",102.989998,103.800003,102.099998,103.360001,6614300,90.206669
"245",103.639999,104.220001,102.529999,103.209999,5796300,90.075756
"246",104.610001,105.209999,103.709999,104.910004,8188400,91.559422
"247",104.730003,104.949997,102.080002,102.489998,8196100,89.44738
"248",102.349998,102.589996,100.360001,101.120003,8129200,88.251727
"249",99.730003,101.690002,99.57,101,7692200,88.146996
"250",100.900002,101.309998,99.300003,99.68,6982200,86.994976
"251",100.230003,100.910004,99.379997,99.470001,6835400,86.811701
"252",99.510002,100.839996,99.5,99.949997,6936200,87.230614
"253",100.510002,101.870003,100.32,101.230003,5734900,88.34773
"254",100.940002,101,98.980003,99.669998,9113900,86.986247
"255",100.040001,100.510002,98.07,98.93,7999300,86.340419
"256",100.019997,101.290001,99.889999,100.599998,7353400,87.797898
"257",99.199997,99.910004,97.709999,98.410004,9665600,85.886596
"258",98.059998,99.660004,97.809998,99.43,7786300,86.77679
"259",100.230003,100.839996,98.730003,99.169998,12029500,86.549875
"260",98.879997,100.199997,98.650002,99.910004,6427200,87.19571
"261",100.540001,101.980003,100.32,101.589996,8499500,88.661911
"262",101.269997,102.459999,101,101.07,6592500,88.208088
"263",98.900002,99.550003,97,99.360001,13058800,86.715699
"264",99.540001,99.739998,97.809998,97.900002,8032400,85.441495
"265",97.940002,99.639999,97.940002,98.900002,7130200,86.314238
"266",99.529999,100.599998,99.300003,100.349998,6113800,87.579712
"267",100.690002,101.709999,99.910004,101.279999,7637700,88.391363
"268",101.790001,102.940002,101.279999,102.839996,7697700,89.752839
"269",102.709999,104.190002,102.010002,104.089996,6579700,90.843767
"270",104.110001,105.760002,104.110001,105.120003,7392200,91.742698
"271",104.82,105.239998,104.57,105.080002,6196300,91.707787
"272",106.080002,106.919998,105.800003,106.589996,7878100,93.025623
"273",105.449997,106,105.07,105.889999,6334900,92.414706
"274",104.43,104.639999,103.75,104.410004,6975400,91.123051
"275",103.989998,105.949997,103.989998,104.389999,9158300,91.105593
"276",104.739998,106.610001,104.720001,105.089996,6871100,91.71651
"277",105.699997,106.470001,104.57,104.669998,7279600,91.349959
"278",105.68,106.300003,105.139999,106.190002,10160500,92.676532
"279",105.580002,106.5,105.110001,106.230003,6951000,92.711442
"280",106.489998,107.800003,106.489998,107.480003,6987600,93.80237
"281",107.510002,107.650002,106.879997,107.099998,5044900,93.470724
"282",107.879997,109.75,107.760002,109.43,8319200,95.504216
"283",109.389999,109.660004,108.82,108.970001,5413700,95.102755
"284",107.550003,109,107.459999,108.099998,6284400,94.343467
"285",107.910004,108.470001,107.339996,107.57,4864800,93.880914
"286",106.970001,107,105.470001,105.629997,7412700,92.187791
"287",105.150002,105.849998,104.43,105.029999,6655300,91.664147
"288",103.720001,105.230003,103.07,104.019997,9697600,90.782675
"289",106.080002,106.129997,103.919998,105.379997,9309400,91.969606
"290",104.720001,105.699997,103.43,103.449997,10396300,90.285212
"291",103.529999,103.739998,100.870003,102.760002,12027400,89.683025
"292",100.779999,100.980003,96.510002,96.839996,20541200,84.516384
"293",98.029999,99.339996,93.82,97.610001,17596200,85.188399
"294",94.279999,95.790001,89.75,90.25,23079600,78.765014
"295",91.599998,93.709999,87.300003,93.400002,21012700,81.514154
"296",92.709999,93.849998,89.739998,90.57,18069500,79.044291
"297",92.07,95.139999,90.779999,94.07,30717300,82.09889
"298",95.639999,97.050003,94.919998,95.860001,13364100,83.6611
"299",97,99.230003,96.790001,99.099998,11857000,86.488784
"300",97.989998,99.279999,97.150002,98.139999,9842900,85.650952
"301",98.410004,99.089996,97.110001,97.68,8594800,85.932468
"302",95.139999,95.379997,91.75,93.239998,15083800,82.026444
"303",92.089996,95.360001,92.080002,93.290001,13452700,82.070434
"304",96.550003,96.550003,92.949997,93.300003,10071000,82.079233
"305",93.919998,97.379997,93.459999,97.330002,12301000,85.624562
"306",96.830002,97.760002,96.07,97.589996,7642500,85.853288
"307",98.050003,98.519997,95.290001,95.959999,9812400,84.419323
"308",94.68,97.349998,93.360001,96.849998,9216600,85.202287
"309",98.279999,98.760002,96.580002,98.739998,9724900,86.864984
"310",97.970001,98.980003,96.739998,98.400002,9202500,86.565878
"311",98.849998,99.720001,98.080002,98.839996,11242000,86.952956
"312",99.010002,100.480003,98.5,98.519997,10121400,86.671442
"313",96.309998,97.059998,95.07,96.410004,8976700,84.815208
"314",93.580002,95.800003,92.75,95.610001,10276800,84.111418
"315",98.269997,99.440002,97.860001,99.290001,10572800,87.348841
"316",98.889999,100.580002,98,98.410004,9603600,86.574677
"317",97.010002,97.389999,94.779999,95.190002,13346600,83.741931
"318",93.940002,95.93,93.160004,95.910004,13616300,84.375341
"319",96.760002,96.839996,94.629997,95.93,11453800,84.392932
"320",96.309998,99,95.150002,97.309998,11325600,85.606964
"321",98.720001,99.5,98.059998,99.260002,9241200,87.32245
"322",100,100.160004,98.290001,99.629997,13862000,87.647947
"323",97.190002,99.339996,96.599998,98.709999,8522500,86.838593
"324",99.279999,99.739998,97.739998,97.790001,8660500,86.029239
"325",97.209999,97.779999,94.139999,94.269997,9267200,82.93257
"326",90.910004,91.510002,88.589996,90.169998,16685800,79.32566
"327",90.129997,90.839996,88.559998,90.010002,12228200,79.184906
"328",90.650002,91.650002,88.760002,91.489998,11899200,80.486909
"329",94.160004,95.349998,93.050003,93.540001,11079800,82.290367
"330",93.989998,95.330002,91.540001,91.739998,10338300,80.706843
"331",94.190002,94.480003,92.32,94.389999,10104100,83.03814
"332",92.959999,94.800003,92.519997,92.589996,11918800,81.454616
"333",91.93,92.769997,89.849998,89.879997,11384300,79.070536
"334",88.720001,91.839996,86.68,91.480003,15398100,80.478116
"335",92.139999,94.739998,91.029999,94.660004,13057500,83.275673
"336",93.379997,94.809998,92.720001,94.610001,10169500,83.231683
"337",95.669998,95.730003,93.660004,94.400002,10534600,83.04694
"338",96.129997,98.239998,96.089996,98.199997,7490300,86.389927
"339",97.209999,98.639999,97.150002,97.599998,7613500,85.862087
"340",98.110001,98.75,96.690002,97.779999,8868800,86.02044
"341",96.620003,98.099998,96.25,97.790001,6507900,86.029239
"342",98.970001,100.559998,98.849998,100.470001,7365100,88.386928
"343",99.910004,100.25,98.400002,98.610001,6576400,86.750621
"344",99.029999,104.150002,97.970001,102.949997,12165700,90.568666
"345",102.690002,104.080002,101.709999,102.239998,8651800,89.944055
"346",102.68,103.660004,101.720001,103.389999,8710100,90.955751
"347",104.5,105.839996,104.209999,105.529999,10884100,92.838382
"348",105.5,106.870003,105.269997,106.269997,7911500,93.489384
"349",106.620003,106.910004,104.330002,104.5,8452200,91.932257
"350",106.080002,106.839996,104.459999,106.769997,9959400,93.929251
"351",107.839996,110.010002,107.620003,108.970001,14393600,95.864671
"352",108.849998,109.989998,107.260002,109.639999,10341300,96.454092
"353",107.720001,108,105.050003,105.050003,11457800,92.416114
"354",101.470001,103.68,100.790001,102.080002,15213300,89.803301
"355",103.959999,104.93,103.139999,104.540001,8393400,91.967447
"356",105.839996,106.349998,104.699997,106.129997,9276200,93.366222
"357",105.75,106.599998,104.480003,106.43,8402700,93.630145
"358",106.650002,108.529999,105.540001,107.720001,7821800,94.765003
"359",108.269997,109,106.5,108.860001,7761400,95.7679
"360",105.800003,106.489998,103.879997,104.279999,12062000,91.738714
"361",105.32,106.010002,103.5,105.5,10025200,92.811991
"362",106.690002,107.519997,106.610001,107.050003,6352600,94.175583
"363",106.199997,106.739998,105.379997,106.169998,5531200,93.401412
"364",106.230003,107.330002,102.580002,103.269997,24328000,90.850181
"365",102.510002,103.419998,100.739998,101.050003,12581000,89.599957
"366",100.75,102.129997,98.75,100.080002,11794300,88.739867
"367",100.519997,101.5,97.519997,97.879997,13668700,86.789147
"368",96.919998,96.940002,94.449997,95.660004,15021100,84.820702
"369",95.68,97.25,95,96.419998,8939500,85.494581
"370",95.419998,95.580002,93.75,93.75,11665200,83.127122
"371",94.029999,94.449997,92.290001,92.290001,5257300,81.832557
"372",96.029999,96.349998,95,95.769997,8403100,84.918232
"373",95.959999,98.050003,95.75,97.389999,8845100,86.354671
"374",100.5,102.82,100.110001,102.82,13373200,91.169394
"375",102.82,103,100.959999,101.830002,7007200,90.291574
"376",103.040001,103.190002,101.5,101.690002,6638100,90.167438
"377",103.580002,104,102.040001,102.82,6121800,91.169394
"378",103.099998,104.730003,102.839996,104.360001,7445000,92.534896
"379",104.220001,105.739998,103.970001,104.519997,10323300,92.676763
"380",104,104.800003,101.949997,102.25,7720100,90.663981
"381",102.739998,104.5,102.709999,104.25,6624100,92.43736
"382",104.019997,104.230003,101.5,103.07,7595800,91.391066
"383",104.220001,105.889999,103.099998,103.620003,8990000,91.878748
"384",102.75,104.019997,99.510002,100.529999,15512100,89.138875
"385",101.230003,101.599998,99.32,99.669998,9667000,88.376321
"386",100.32,100.860001,99.589996,100.860001,14709700,89.431484
"387",101.160004,101.330002,99.5,99.720001,5977400,88.420659
"388",101.940002,103.849998,101.779999,103.669998,7278600,91.923079
"389",103.68,105.529999,103.550003,105.43,8156600,93.483654
"390",105.510002,106.580002,105.059998,106.309998,7483800,94.263938
"391",106.629997,107.610001,106.099998,107.5,3779400,95.3191
"392",107.260002,108.489998,107.260002,107.980003,4136200,95.744714
"393",107.860001,108.160004,105.879997,105.959999,5307900,93.953598
"394",106.379997,107.559998,106.32,107.470001,4468500,95.292501
"395",106.790001,107.5,106.18,106.400002,5009400,94.343743
"396",108.739998,110.989998,108.730003,110.370003,11518700,97.863901
"397",109.830002,110.370003,109.199997,110.18,8019100,97.695428
"398",109.389999,109.540001,107.970001,109.099998,7184900,96.737802
"399",109.410004,109.610001,108.089996,108.309998,8214900,96.037316
"400",108.239998,109.669998,108.029999,109.489998,7118800,97.08361
"401",110.120003,110.660004,108.900002,109.059998,7641800,96.702333
"402",108.510002,108.650002,107.129997,107.769997,7802500,95.558503
"403",104.519997,106.040001,104.519997,104.970001,11897200,93.075777
"404",104.620003,106.150002,103.510002,106.089996,8266900,94.068865
"405",107.269997,107.980003,106.029999,106.720001,6925300,94.627484
"406",106,106.940002,105.199997,106.830002,6581400,94.72502
"407",107.209999,107.5,105.82,106.93,5666100,94.813688
"408",106.949997,107.199997,106.25,106.889999,7284600,94.778219
"409",106.989998,107.5,106.559998,107.010002,6506700,94.884624
"410",106.449997,107.089996,106.18,106.720001,5041400,94.627484
"411",106.370003,108,105.089996,107.730003,8020700,95.523042
"412",108.029999,108.57,106.349998,106.589996,7000400,94.51221
"413",104.389999,104.669998,103.120003,103.959999,10581500,92.180219
"414",103.400002,103.5,102.080002,103.410004,7615700,91.692544
"415",104.610001,104.779999,102.400002,103.120003,8320100,91.435404
"416",104.419998,104.419998,102.68,102.790001,7824500,91.142795
"417",103.029999,103.959999,102.879997,103.690002,5897200,91.940816
"418",104.910004,105.599998,104.480003,105.5,6818600,93.545722
"419",104.620003,106.760002,104.370003,106.669998,6443600,94.583147
"420",106.019997,107.059998,105.440002,106.830002,6034700,94.72502
"421",107.269997,107.5,106.089996,106.760002,5383700,94.662952
"422",107.18,107.410004,106.07,106.370003,4751400,94.317144
"423",105.190002,105.519997,104.580002,105.279999,6136800,93.350649
"424",106.160004,106.529999,105.449997,106.379997,4695500,94.326006
"425",106.25,106.529999,105.57,106.489998,5974800,94.423542
"426",106.239998,106.239998,104.589996,105,6553800,93.81597
"427",105.519997,106.57,104.800003,106.519997,5733900,95.174065
"428",107.019997,107.239998,106.040001,106.660004,5666500,95.299159
"429",107.510002,108.5,107.440002,108.410004,7149000,96.862758
"430",108.160004,108.559998,107.199997,107.5,7150000,96.049683
"431",107.540001,108.5,107.32,108.349998,5504800,96.809145
"432",108.800003,109.400002,108.5,109.080002,5833300,97.461392
"433",108.290001,110.220001,108.279999,109.629997,7723400,97.952805
"434",109.68,110.400002,109.18,109.610001,9132500,97.934938
"435",110.400002,110.919998,108.919998,109.120003,10572800,97.497132
"436",109.169998,110.139999,109.099998,109.760002,5980100,98.068962
"437",109.5,109.870003,109,109.610001,5377100,97.934938
"438",109.139999,109.449997,108.139999,109.32,5941500,97.675827
"439",108.139999,109.029999,108,108.849998,7480800,97.255887
"440",109,109.949997,108.190002,109.459999,6867900,97.800914
"441",109.800003,110.57,109.559998,110.029999,5505400,98.3102
"442",109.889999,110.410004,109.370003,109.57,5704200,97.899198
"443",109.650002,110,109.160004,110,5324700,98.283397
"444",110.220001,111.309998,109.43,111.190002,7331000,99.346647
"445",111.050003,112.279999,110.540001,110.690002,8819400,98.899904
"446",110.510002,110.93,109.459999,110.029999,8899400,98.3102
