"","DVN.Open","DVN.High","DVN.Low","DVN.Close","DVN.Volume","DVN.Adjusted"
"58",60.169998,61.369999,60,60.279999,2820300,56.50278
"59",61.02,62.380001,60.830002,62.299999,3160000,58.396205
"60",62.599998,62.990002,61.900002,62.939999,2405700,58.996101
"61",63.23,63.950001,63.060001,63.52,1954700,59.539759
"62",62.75,63.23,62.41,62.799999,2381100,58.864874
"63",63,63.639999,62.860001,63.07,2183900,59.117956
"64",63.740002,63.91,62.57,62.860001,2286400,58.921116
"65",63.240002,63.240002,62.34,62.529999,4173200,58.611792
"66",63,63.080002,61.470001,61.73,5942900,58.01036
"67",61.759998,62.52,61.419998,61.98,3436100,58.245295
"68",61.630001,62.169998,61.41,62.119999,2847800,58.376859
"69",61.959999,62.490002,61.759998,62.110001,2838200,58.367463
"70",62.290001,62.470001,61.400002,61.970001,5351200,58.2359
"71",62.27,63.139999,61.529999,62.93,2606600,59.138052
"72",62.790001,63.23,62.16,62.68,3687200,58.903117
"73",62.779999,63.779999,62.360001,62.560001,2499400,58.790348
"74",61.779999,62.91,61.779999,62.240002,2033000,58.489631
"75",63.029999,64.360001,62.75,64.059998,3239900,60.19996
"76",64.050003,64.400002,63.810001,63.990002,2487800,60.134182
"77",63.860001,64.550003,63.150002,64.349998,2793900,60.472486
"78",63.990002,65.25,63.990002,64.830002,3097100,60.923566
"79",65.470001,65.5,63.869999,64.739998,3798000,60.838986
"80",65.32,65.68,64.82,65.25,2405600,61.318257
"81",65,65.519997,63.849998,64.349998,2568900,60.472486
"82",65.139999,65.550003,64.68,65.379997,2504200,61.440421
"83",65.370003,66.5,64.989998,66.300003,3274000,62.30499
"84",66.669998,66.940002,65.220001,65.830002,2218100,61.86331
"85",65.839996,66.980003,65.739998,66.769997,2427700,62.746664
"86",66.720001,67.550003,66.620003,67.139999,2053600,63.094371
"87",66.620003,67.080002,65.940002,66.839996,2141600,62.812445
"88",67.290001,68.050003,66.910004,67.599998,2741800,63.526652
"89",67.68,68.080002,67.160004,67.519997,2291700,63.451471
"90",67.860001,68,66.989998,67.660004,2716400,63.583042
"91",67.550003,69.110001,67.389999,68.860001,3318000,64.710731
"92",67.790001,68.080002,66.440002,66.879997,3145000,62.850036
"93",66.980003,67.849998,66.919998,67.459999,3289200,63.395089
"94",67.68,67.769997,65.57,66.370003,4360400,62.370772
"95",66.610001,66.610001,64.709999,65.230003,3601900,61.299465
"96",65.610001,65.900002,64.730003,65.019997,3195500,61.102113
"97",64.650002,65.07,64.300003,64.589996,3022200,60.698023
"98",64.050003,64.779999,63.759998,64.690002,2809000,60.792003
"99",65.110001,65.18,64.230003,64.730003,2035900,60.829593
"100",64.519997,65.269997,64.370003,65.019997,2336700,61.102113
"101",65.699997,66.040001,65.029999,65.339996,2802000,61.40283
"102",65.860001,66.099998,65.510002,65.93,2196600,61.957283
"103",66.669998,69,65.370003,68.220001,11007600,64.109296
"104",69.129997,69.989998,69.099998,69.599998,8515100,65.406139
"105",69.68,70.809998,69.43,70.779999,3740000,66.515037
"106",70.239998,72.349998,70.239998,71.559998,4533500,67.248035
"107",72.080002,72.260002,70.559998,70.830002,5376200,66.562027
"108",70.660004,71.959999,70.269997,71.900002,4733400,67.567552
"109",71.309998,72.839996,71.309998,72.760002,4350400,68.375732
"110",72.059998,73,71.720001,72.480003,4112500,68.112605
"111",72.989998,73.199997,71.43,71.43,5498100,67.125871
"112",70.739998,70.93,69.43,70.440002,4014000,66.195527
"113",70.330002,70.849998,69.949997,70.349998,2425300,66.110947
"114",71.029999,72.139999,70.849998,71.93,3206100,67.595743
"115",72.379997,73.25,71.440002,73.199997,5635400,68.789214
"116",72.830002,72.959999,71.089996,72.410004,3352000,68.046823
"117",71.5,71.529999,70.669998,70.870003,2526700,66.599617
"118",71.059998,71.959999,70.400002,71.720001,3164900,67.398398
"119",71.040001,71.529999,70.809998,70.940002,1039100,66.665399
"120",70.370003,70.900002,70.099998,70.459999,3388100,66.214319
"121",69.779999,71.25,69.660004,70.57,4973800,66.317691
"122",71.68,72.370003,71.239998,72.010002,2783100,67.670924
"123",72.010002,73.529999,72.010002,73.43,4269500,69.005358
"124",72.93,73.989998,72.889999,73.910004,1873200,69.456438
"125",73.959999,74.900002,73.599998,73.93,2359100,69.47523
"126",74.610001,74.900002,73.669998,73.68,2565800,69.240294
"127",73.599998,74.040001,72.5,73.18,2463900,68.770422
"128",73.239998,73.510002,71.620003,72.769997,3843600,68.385124
"129",72.900002,73.739998,72.559998,73.290001,2966100,68.873795
"130",73.220001,74.57,73.220001,73.879997,2708400,69.580137
"131",73.610001,74.300003,73.220001,73.610001,2682600,69.325855
"132",73.290001,73.959999,72.809998,73.169998,3209700,68.911461
"133",73.419998,73.419998,72.68,73.349998,2349200,69.080985
"134",73.080002,73.43,72.800003,73.089996,3347500,68.836115
"135",73.209999,74.080002,72.849998,73.980003,1926500,69.674323
"136",74.139999,74.870003,74.040001,74.400002,2152900,70.069877
"137",74.839996,76.599998,74.790001,76.019997,3160700,71.595587
"138",76.019997,77.730003,76,77.379997,3113400,72.876435
"139",77.25,77.300003,76.550003,77.139999,1834200,72.650405
"140",77.239998,77.839996,77.239998,77.559998,1557700,73.045959
"141",77.610001,78.5,77.529999,78,1969600,73.460353
"142",78,78.790001,77.900002,78.199997,2070500,73.64871
"143",78.150002,78.860001,78.010002,78.510002,1692600,73.940673
"144",79.129997,79.339996,78.57,78.68,2557400,74.100777
"145",79.339996,79.459999,77.129997,78.199997,2875400,73.64871
"146",77.739998,78.769997,76.959999,78.699997,2885000,74.11961
"147",78.629997,79,77.690002,78.230003,2462300,73.67697
"148",78.489998,78.860001,77.900002,78.459999,1830900,73.89358
"149",78.43,78.650002,77.639999,78.300003,1901700,73.742896
"150",78.5,80.910004,78.5,80.860001,3711400,76.1539
"151",81.230003,82.019997,80.849998,81.989998,3336400,77.218131
"152",81.779999,82.18,80.849998,81.940002,3185300,77.171045
"153",81.379997,82.849998,81.120003,82.790001,2344300,77.971573
"154",82.25,84.110001,82.07,84.019997,3641900,79.129983
"155",84.059998,84.379997,82.309998,82.489998,4431500,77.689031
"156",81.360001,82.599998,80.300003,82.330002,3960200,77.538347
"157",82.809998,83.540001,82.440002,83.510002,3021800,78.64967
"158",83.540001,85.730003,83.080002,85.699997,4570600,80.712206
"159",85.089996,85.949997,83.410004,84.529999,3857000,79.610302
"160",84.699997,86.370003,84.690002,85.760002,3006300,80.768719
"161",86.010002,86.739998,83.470001,83.900002,3672200,79.016971
"162",84.019997,85.150002,83.769997,85.129997,3744400,80.175381
"163",85.610001,89.379997,85.510002,88.690002,5399600,83.528191
"164",88.589996,89.989998,87.82,89.449997,4265000,84.243954
"165",88.449997,90.099998,88.440002,89.489998,3394000,84.281626
"166",89.410004,89.730003,87.75,88.989998,2491200,83.810727
"167",88.93,89.5,87.519997,88.690002,1992100,83.528191
"168",87.510002,88.349998,86.589996,86.980003,3793500,81.917715
"169",86.989998,87.25,86.019997,86.660004,2881500,81.61634
"170",86.550003,86.889999,85.300003,85.870003,2600700,80.872317
"171",85.769997,87.059998,85.620003,86.879997,2271800,81.823529
"172",86.720001,86.959999,85.970001,86.440002,2045300,81.409143
"173",87.949997,89.18,87.300003,88.239998,3148800,83.104377
"174",88.120003,88.309998,87.010002,88.099998,3138100,82.972526
"175",88.25,88.339996,85.5,86.220001,6743400,81.201946
"176",86.099998,87.57,86.099998,87.120003,2622600,82.049567
"177",87.349998,88.5,87.040001,88.199997,3145700,83.066704
"178",88.510002,89.699997,86.870003,87.459999,3148600,82.369775
"179",87.610001,90.169998,87.610001,89.669998,4991700,84.451151
"180",89.32,89.709999,87.970001,88.349998,4250200,83.207976
"181",88.669998,90.470001,88.669998,90.349998,3408100,85.091575
"182",90.510002,91.5,90.040001,91.440002,2968900,86.11814
"183",91.82,92.099998,88.599998,88.760002,3900300,83.594117
"184",88.629997,89.790001,87.529999,89.389999,3114000,84.187448
"185",90,90.260002,88.849998,90.160004,2062500,84.912638
"186",90.389999,91.139999,89.739998,91.120003,3260200,85.816764
"187",91.349998,92,89.660004,90.529999,2850300,85.261099
"188",90.690002,90.989998,88.529999,89.959999,2338600,84.724273
"189",89.93,90.669998,89.07,89.709999,2253900,84.488824
"190",88.650002,88.650002,85.669998,86.080002,3747100,81.070094
"191",85.629997,88.75,84.370003,88.050003,2373200,83.079863
"192",87.629997,88.870003,87.32,88.57,2393700,83.570507
"193",85.519997,88.139999,84.620003,87.550003,2918800,82.608086
"194",87.199997,88.489998,84.800003,85.650002,4562200,80.815334
"195",86.410004,89.510002,85.800003,89.449997,4395700,84.400832
"196",90.379997,91.779999,89.940002,90.139999,6052100,85.051886
"197",91.25,93,91.120003,92.690002,3317400,87.457949
"198",92.690002,93.309998,92.25,93.099998,3005500,87.844802
"199",93.089996,93.489998,92.029999,92.959999,2314500,87.712705
"200",93.370003,93.559998,91.82,92.760002,2069400,87.523998
"201",91.699997,93.309998,91.580002,93.010002,3150200,87.759886
"202",93.019997,93.25,91.440002,91.5,2689700,86.335119
"203",91.190002,92.110001,89.639999,91.699997,3147500,86.523826
"204",92.440002,92.639999,91,91.589996,3634900,86.420035
"205",91.599998,92.5,91.330002,91.769997,3102500,86.589875
"206",92.290001,92.690002,91.410004,92,2411600,86.806895
"207",92.379997,92.620003,91.459999,91.980003,2439800,86.788027
"208",91.949997,91.959999,90.830002,91.019997,2651700,85.88221
"209",91.400002,92.050003,89.839996,90.860001,2852100,85.731245
"210",91.089996,91.5,90.120003,91.309998,2141300,86.155841
"211",92.099998,92.25,90.940002,91.400002,2130000,86.240765
"212",91.279999,91.489998,88.900002,89.239998,2907500,84.202686
"213",87.919998,88.239998,85.589996,85.980003,4435300,81.126708
"214",87.349998,88.199997,86.870003,87.720001,3696300,82.768489
"215",87.32,88.129997,86.760002,87.769997,3093100,82.815662
"216",88.150002,89.18,87.080002,87.82,3129200,82.862843
"217",86.599998,86.639999,85.139999,86.190002,2487500,81.324853
"218",86.150002,87.269997,85.839996,86.970001,2655000,82.060824
"219",88.470001,89.150002,88,88.839996,2038700,83.825264
"220",89.190002,89.690002,88.150002,89.110001,1724700,84.080027
"221",88.860001,89.160004,87.739998,88.209999,1596400,83.230828
"222",88.620003,89.360001,88.25,89.239998,1500000,84.202686
"223",89.559998,89.589996,86.699997,88.18,2409900,83.202522
"224",88.220001,89.18,87.489998,88.809998,1939000,83.796958
"225",89.050003,91.230003,89.040001,91,2981000,85.863342
"226",91.389999,91.610001,88.650002,89.370003,2652100,84.325353
"227",89.260002,89.370003,86.5,87.32,3345100,82.391066
"228",85.949997,86.379997,84.010002,84.959999,4069100,80.16428
"229",84.260002,84.849998,82.519997,83.459999,4084400,78.74895
"230",84.029999,86.25,82.589996,83.620003,3380400,78.899922
"231",84.610001,86,84.43,85.550003,3350800,80.72098
"232",85.239998,85.699997,84.32,85.480003,2781300,80.654931
"233",84.949997,84.980003,82.650002,83.160004,3937200,78.465888
"234",82.82,82.93,81.129997,82.150002,5636100,77.512898
"235",82.410004,82.809998,81,82.019997,3145200,77.390231
"236",81.790001,83.559998,81.18,81.779999,2406000,77.16378
"237",81.339996,82.129997,80.5,81.82,3053000,77.201523
"238",82.019997,83.82,81.669998,83.010002,2716000,78.324354
"239",83.449997,83.5,81.669998,82.529999,2082800,77.871445
"240",82.57,83.449997,81.290001,82.849998,3465200,78.173382
"241",81.290001,81.720001,80.459999,80.639999,3782000,76.08813
"242",81.160004,82.650002,81.129997,81.540001,2571100,76.93733
"243",80.940002,83.709999,80.93,83.120003,3299400,78.428145
"244",82.720001,83.480003,81.580002,82.739998,2950500,78.069591
"245",83.360001,83.970001,82.43,83.339996,2082300,78.635721
"246",84.110001,84.830002,82.809998,84.07,3876100,79.324518
"247",83.82,84.279999,82.349998,82.769997,4241800,78.097896
"248",83,83.720001,82.309998,82.75,2124000,78.079028
"249",81.720001,83.07,81.160004,82.279999,2202900,77.635557
"250",81.970001,82.800003,81.360001,81.519997,2690200,76.918454
"251",82.160004,82.260002,80.709999,80.730003,6294800,76.173054
"252",80.769997,81.830002,79.82,79.989998,3225000,75.474819
"253",80.449997,82.110001,80.239998,81.419998,2813300,76.824101
"254",80.839996,81.050003,79.269997,79.529999,2724300,75.040786
"255",79.57,79.669998,76.860001,77.510002,3586000,73.291479
"256",78.199997,79.489998,78.129997,79.150002,2753500,74.84222
"257",78.209999,78.720001,76.68,77.089996,2867800,72.894332
"258",77.309998,78.040001,76.580002,77.120003,2974500,72.922705
"259",77.75,77.790001,76.279999,76.949997,3565700,72.761952
"260",76.339996,76.959999,75.900002,76.730003,1859200,72.553932
"261",77.370003,78.639999,77.260002,78.220001,1804900,73.962836
"262",77.709999,79.169998,77.639999,78.089996,1814500,73.839906
"263",76.629997,77.639999,75.5,77.489998,3681500,73.272563
"264",77.419998,78.019997,76.580002,76.610001,3613700,72.44046
"265",76.160004,76.589996,75.57,76.019997,2975200,71.882567
"266",76.699997,78.050003,76.559998,77.980003,2639300,73.7359
"267",77.120003,79.339996,76.830002,77.919998,4894000,73.67916
"268",78.199997,79.279999,78.110001,78.809998,2636700,74.520721
"269",78.860001,79.220001,77.489998,78.760002,2929100,74.473447
"270",78.540001,80.43,78.489998,79.800003,2794600,75.456845
"271",79.620003,80.010002,78.699997,80.010002,2925600,75.655415
"272",80.910004,81.910004,80.650002,81.550003,3175600,77.1116
"273",81.349998,81.349998,79.760002,80.32,2961200,75.948541
"274",79.220001,79.720001,77.940002,78.260002,2510700,74.000659
"275",77.82,78.760002,77.699997,77.769997,2317000,73.537323
"276",78.190002,79.400002,78.129997,78.300003,1867100,74.038483
"277",78.809998,79.440002,77.709999,77.879997,2469300,73.641337
"278",78.989998,80.599998,78.660004,80.459999,4199500,76.08092
"279",80.330002,80.620003,78.940002,79.970001,2686600,75.617591
"280",80.559998,82.5,80.510002,82.32,2795100,77.839689
"281",82.519997,83.059998,81.410004,82.019997,2668500,77.556014
"282",82.849998,84.410004,82.75,83.690002,2670200,79.135129
"283",83.550003,84.519997,83.080002,84.349998,1978600,79.759204
"284",83.279999,84.400002,83.019997,83.760002,1714600,79.201319
"285",83.610001,84.059998,82.550003,82.790001,2643400,78.284111
"286",82.209999,82.699997,81.370003,81.610001,1950600,77.168332
"287",81.459999,82.290001,79.800003,79.970001,5124200,75.617591
"288",79.099998,79.480003,78.239998,78.699997,4464700,74.416707
"289",80.139999,80.25,77.540001,78.32,2905200,74.057392
"290",77.639999,78.669998,75.07,75.349998,4270800,71.249034
"291",76.5,77.169998,73.709999,75.790001,5736700,71.665089
"292",74.889999,74.889999,71.57,71.650002,5387900,67.750412
"293",72.519997,73.120003,68.410004,69.900002,8730900,66.095656
"294",67.529999,68.379997,64.709999,65.349998,8651000,61.79329
"295",66.470001,68.870003,64.599998,68.730003,7200700,64.989336
"296",67,68.879997,66.029999,66.279999,5413300,62.672674
"297",65.959999,69.269997,65.629997,68.379997,5980300,64.658379
"298",69.089996,69.410004,67.529999,68,3610700,64.299063
"299",68.669998,69.940002,68.279999,69.779999,3249000,65.982185
"300",68.660004,69.970001,68.099998,68.940002,4039200,65.187906
"301",69.419998,70.440002,68.419998,68.68,2791400,64.942054
"302",66.790001,66.879997,63.84,64.57,4438100,61.055743
"303",63.689999,65.540001,63.419998,63.549999,3729700,60.091256
"304",64.919998,65.190002,62.369999,62.970001,4000700,59.542825
"305",63.490002,64.779999,62.66,64.660004,3795400,61.140848
"306",63.98,64.879997,63.759998,64.860001,3754300,61.32996
"307",64.739998,65.550003,63.150002,63.41,3111700,59.958877
"308",63.130001,64.5,61.18,64.379997,2751000,60.876081
"309",65.190002,66.080002,64.589996,66.010002,3223200,62.417372
"310",65.529999,67.620003,65.43,67.169998,4468100,63.514235
"311",67.82,68.339996,67.199997,67.830002,4124700,64.138318
"312",68.389999,68.510002,66.5,66.580002,2799500,62.956349
"313",65.209999,65.669998,64.25,64.610001,2491900,61.093567
"314",62.549999,63.950001,62.150002,63.84,2915500,60.365474
"315",64.720001,66.470001,64.519997,66.379997,3542200,62.76723
"316",66.489998,67.919998,65.059998,65.620003,3480300,62.048599
"317",64.629997,65.07,62.689999,63.189999,4006400,59.750849
"318",62.43,63.849998,62.040001,63.779999,4853100,60.308738
"319",63.650002,64.620003,63.139999,64.129997,5269300,60.801748
"320",64.339996,65.5,63.529999,64.739998,5452000,61.38009
"321",65.580002,66.169998,65.050003,65.989998,4049700,62.565217
"322",66.25,66.379997,64.620003,66.110001,4485900,62.678992
"323",64.559998,65.07,63.43,64.550003,3806000,61.199956
"324",64.949997,66.199997,64.43,64.870003,4246700,61.503348
"325",64.470001,64.769997,61.5,61.610001,3481700,58.412535
"326",59.389999,59.580002,55.599998,56.91,7917500,53.956457
"327",56.080002,57.040001,55.139999,55.369999,5038000,52.49638
"328",55.77,57.57,55.470001,57.43,5516700,54.449471
"329",59.02,60.139999,58.299999,58.639999,3360700,55.596673
"330",58.869999,59.220001,56.369999,56.419998,4162600,53.491886
"331",57.450001,58.41,56.16,57.669998,4818900,54.677013
"332",56.360001,57.049999,55.200001,55.439999,4530600,52.562747
"333",54.869999,54.889999,52.970001,53.34,4810000,50.571735
"334",52.240002,55.720001,50.740002,55.549999,6800000,52.667039
"335",55.849998,56.490002,54.98,56.34,6402300,53.41604
"336",56.32,57.900002,55.779999,57.759998,5449400,54.762342
"337",58.119999,58.18,56.299999,56.48,3718300,53.548773
"338",57.52,58.77,57.52,58.759998,2657300,55.710444
"339",58.41,59.740002,58.169998,58.779999,3822400,55.729406
"340",59.41,60.98,59.16,60.220001,5613700,57.094675
"341",59.549999,59.599998,58.09,59.040001,3376500,55.975915
"342",59.84,60.740002,59.34,60.709999,4186800,57.559242
"343",60.560001,60.990002,59.529999,59.68,3713900,56.582699
"344",59.529999,61.869999,58.580002,61.529999,3591100,58.336685
"345",61.59,63.130001,61.279999,62.299999,3689300,59.066724
"346",62.049999,63.049999,61.25,62.790001,2766100,59.531295
"347",63.389999,64.470001,63.200001,64.410004,3237200,61.067222
"348",64.300003,64.879997,63.389999,63.740002,3573600,60.431993
"349",63.810001,63.830002,61.439999,61.599998,3642700,58.403052
"350",62.580002,63.040001,60.919998,62.709999,3669300,59.455445
"351",64.989998,66.910004,64.589996,66.370003,3838900,62.925501
"352",66.470001,68.25,65.800003,68.150002,3459700,64.61312
"353",66.699997,66.949997,64.910004,64.949997,3504700,61.579191
"354",62.040001,63.389999,61.16,62.41,4081000,59.171016
"355",64.309998,66.519997,63.73,65.459999,5244200,62.062725
"356",66.220001,67,64.779999,66.059998,3970800,62.631584
"357",65.629997,66.150002,64.699997,65.379997,2933400,61.986875
"358",64.980003,66.290001,64.5,65.879997,2690500,62.460926
"359",66.790001,69.550003,66.529999,69.370003,5588300,65.769805
"360",66.980003,67.620003,65.540001,65.660004,5026400,62.252349
"361",67.230003,67.739998,66.110001,67.239998,4022000,63.750344
"362",68.139999,69,68.139999,68.470001,2626300,64.916512
"363",68.370003,68.43,66.510002,66.879997,2512200,63.409027
"364",66.580002,67.440002,65.68,66.970001,3027500,63.49436
"365",66.230003,68.129997,66,66.160004,3027300,62.7264
"366",65.669998,66,63.310001,63.939999,3823200,60.62161
"367",64.5,64.730003,63.099998,63.720001,3101100,60.41303
"368",62.669998,63.09,61.5,62.709999,2575700,59.455445
"369",62.48,62.610001,61.169998,61.700001,3274500,58.497865
"370",61,61,59.509998,59.52,3481400,56.431003
"371",59.09,59.759998,58.560001,58.580002,1412400,55.539789
"372",60.810001,61.75,60.25,60.84,2648400,57.682497
"373",61.560001,62.459999,60.98,61.91,3448400,58.696965
"374",64.449997,66.239998,64.220001,65.459999,4612200,62.062725
"375",65.309998,66.099998,64.599998,65.099998,2258800,61.721408
"376",65.910004,66.540001,65.230003,65.389999,3417700,61.996358
"377",66.940002,67.889999,65.690002,66.349998,3604200,62.906534
"378",66.419998,67.5,65.910004,67.019997,3140000,63.541761
"379",66.599998,67.120003,65.599998,66.5,3417200,63.048751
"380",65.769997,66.339996,63.5,63.73,3332900,60.422509
"381",64.080002,66.75,64.029999,66.559998,3982000,63.105635
"382",65.360001,65.5,63.360001,64.230003,2901700,60.896564
"383",64.459999,66.209999,62.830002,63.380001,3292400,60.250141
"384",62.43,62.689999,60.57,61.07,3824800,58.054214
"385",62.310001,62.580002,60.25,60.349998,4243500,57.369768
"386",61.040001,61.459999,59.98,60.450001,4632400,57.464832
"387",60.630001,60.84,58.849998,59.049999,3583600,56.133966
"388",60.299999,61.639999,60.299999,61.209999,2982900,58.187299
"389",61.18,62.619999,60.619999,62.450001,2900000,59.366067
"390",62.689999,63.419998,62.459999,62.869999,3302600,59.765324
"391",62.98,63.130001,61.880001,62.509998,2024900,59.423102
"392",62.580002,63.240002,62.259998,62.360001,1833100,59.280511
"393",62.349998,62.549999,61.080002,61.16,2199600,58.139769
"394",61.369999,62.419998,61.32,62.290001,2165200,59.213968
"395",62,62.810001,61.950001,62,1522800,58.938288
"396",64.860001,66.599998,64.32,66.110001,5474700,62.845327
"397",66.010002,66.199997,64.18,65.379997,3266600,62.151373
"398",65.480003,65.489998,63.82,65.370003,3294900,62.141872
"399",65.440002,65.580002,64.260002,64.75,2869500,61.552486
"400",65,65.980003,64.889999,65.839996,3088100,62.588656
"401",66.889999,66.910004,65.32,65.699997,4046100,62.45557
"402",65.269997,65.400002,63.349998,63.68,4089500,60.535326
"403",63.77,64.260002,63.259998,63.380001,3187200,60.250141
"404",62.970001,63.220001,62.130001,63.099998,3004500,59.983966
"405",63.77,64.120003,62.93,63.68,3367700,60.535326
"406",63.349998,64.419998,63.040001,64.400002,3265100,61.219772
"407",64.529999,65.199997,63.869999,64.150002,3350500,60.982117
"408",64,64.139999,62.759998,63.290001,2924900,60.164586
"409",63.970001,65.699997,63.970001,65.279999,3288600,62.056313
"410",64.730003,64.800003,64.050003,64.169998,1941400,61.001127
"411",63.990002,66.290001,63.34,66.169998,2642400,62.902362
"412",66.540001,66.610001,64.540001,64.82,3343800,61.619029
"413",64.489998,65.330002,64.449997,65.010002,2092200,61.799649
"414",64.32,64.889999,63.509998,64.610001,1789500,61.419401
"415",65.110001,65.25,63.68,63.810001,3279000,60.658907
"416",64.440002,64.599998,63.509998,63.75,3099600,60.601869
"417",63.869999,64.43,63.040001,63.919998,3837300,60.763472
"418",64.800003,64.839996,63.349998,63.459999,4077400,60.326189
"419",63.16,64.620003,62.810001,64.459999,4679100,61.276807
"420",64.209999,66.260002,63.639999,66.019997,3684500,62.759768
"421",66.260002,66.639999,65.269997,66.260002,3107600,62.987921
"422",66.300003,66.849998,65.209999,66.230003,3224200,62.959404
"423",64.25,65.260002,64.129997,64.650002,3577400,61.457426
"424",65.980003,66.279999,64.769997,65.639999,3268200,62.398536
"425",65.790001,67.690002,65.75,66.900002,4516000,63.596316
"426",68.18,72.209999,67.610001,71.699997,12816700,68.159276
"427",73.110001,75.419998,72.889999,75.019997,10173800,71.315326
"428",76.150002,76.260002,74.360001,74.949997,5838900,71.248783
"429",75.699997,75.75,74.809998,75.230003,3431200,71.514962
"430",74.919998,75.580002,74.349998,74.760002,2956400,71.06817
"431",74.790001,75.209999,73.790001,75.089996,3670900,71.381868
"432",75.160004,75.849998,74.5,75.190002,2696900,71.476936
"433",74.970001,76.150002,74.620003,75.150002,3255300,71.43891
"434",75.410004,75.629997,73.660004,73.980003,3949700,70.32669
"435",74,74.489998,73.099998,73.309998,3849000,69.68977
"436",73.349998,74.379997,73.209999,74.129997,2846500,70.469277
"437",73.839996,74.43,72.849998,73,1830000,69.395081
"438",72.669998,72.849998,71.959999,72.68,2511200,69.090884
"439",71.519997,71.839996,70.470001,71,3337700,67.493846
"440",71.879997,72.629997,71.260002,72.18,2299400,68.615575
"441",72.660004,72.889999,71.839996,72.150002,3017000,68.587058
"442",72.099998,72.459999,71.629997,71.809998,3538200,68.263844
"443",71.720001,71.900002,70.599998,71.110001,3039300,67.598415
"444",71.269997,72.139999,70.300003,72.099998,3153200,68.732838
"445",72.110001,72.910004,71,71.32,2972600,67.989266
"446",71.32,73.330002,71.129997,72.540001,5108000,69.152292
"447",72.580002,74,72.580002,73.730003,4589700,70.28672
"448",74.599998,76.339996,74,75.809998,5025800,72.269576
