"","MJN.Open","MJN.High","MJN.Low","MJN.Close","MJN.Volume","MJN.Adjusted"
"54",52.150002,52.5,51.700001,52.150002,1414600,48.074067
"55",52.459999,52.709999,52.040001,52.240002,873400,48.157033
"56",52.470001,52.5,51.400002,52.459999,1360600,48.359836
"57",52.490002,52.490002,51.549999,51.549999,485600,47.520959
"58",51.169998,52.389999,51.139999,52.189999,1427700,48.110938
"59",53.599998,55.16,53.369999,54.029999,1581800,49.807127
"60",54.310001,55.75,54.209999,55.369999,1501700,51.042396
"61",55.779999,56,54.48,55.139999,1232500,50.830373
"62",55.029999,55.299999,54.580002,54.630001,728800,50.360235
"63",54.759998,55.220001,54.650002,54.880001,751200,50.590695
"64",55.27,56.349998,55.259998,55.849998,1271100,51.48488
"65",55.889999,56.810001,55.66,56.700001,1408800,52.268448
"66",57.02,57.139999,55.700001,56.150002,964300,51.761435
"67",55.93,56.32,55.09,55.619999,836300,51.272857
"68",55.490002,56.189999,55.450001,56.080002,612100,51.696907
"69",55.75,56.34,55.75,56.150002,688200,51.761435
"70",56.25,56.25,55.080002,55.099998,1317400,50.793498
"71",55.299999,56.360001,55.02,55.650002,994300,51.300514
"72",55.779999,56.009998,55.23,55.939999,1179700,51.567846
"73",55.740002,57.07,55.599998,56.669998,1288700,52.451757
"74",56.150002,57.169998,55.990002,56.009998,1031000,51.840884
"75",56.57,58.040001,56.540001,57.119999,2125700,52.868262
"76",57.099998,57.110001,56.27,56.5,1027800,52.294413
"77",56.5,57.060001,55.919998,56.66,1882400,52.442503
"78",56.669998,56.810001,56.09,56.75,1449100,52.525804
"79",56.939999,57.169998,56.080002,56.91,2515100,52.673894
"80",56.990002,57.25,55.790001,56.25,1332200,52.063021
"81",56.110001,56.23,55.599998,55.950001,1037900,51.785353
"82",56.459999,56.720001,56.200001,56.25,1083900,52.063021
"83",56.27,56.41,55.689999,56,628400,51.83163
"84",56.130001,56.279999,55.580002,56.189999,826100,52.007486
"85",56.700001,56.82,55.939999,56.5,1250600,52.294413
"86",56.52,57.970001,56.509998,57.91,1476300,53.599459
"87",57.849998,58.529999,57.450001,58.299999,936000,53.960429
"88",58.41,58.970001,57.860001,58.240002,1464400,53.904897
"89",58.25,58.389999,57.68,57.77,825900,53.46988
"90",58.389999,58.439999,57.41,57.82,921700,53.516158
"91",57.939999,58.360001,57.709999,58.09,591800,53.766061
"92",57.459999,57.869999,57.09,57.400002,962300,53.127422
"93",57.470001,58.32,57.470001,57.919998,1039300,53.608713
"94",58.209999,59.459999,58.029999,58.200001,1186200,53.867874
"95",58.220001,59.299999,58.220001,59.040001,872900,54.645348
"96",59.27,59.860001,58.310001,58.380001,989800,54.034476
"97",58.299999,58.509998,56.75,57.099998,2934400,52.84975
"98",56.279999,57.419998,56.279999,57.279999,1251700,53.016352
"99",57.849998,59.68,57.849998,58.73,2135900,54.358422
"100",58.509998,59.299999,58.110001,58.82,1573000,54.441723
"101",59.150002,59.849998,58.810001,59.150002,939300,54.747161
"102",59.5,59.75,59.209999,59.450001,967700,55.02483
"103",59.450001,59.630001,58.860001,59.470001,793600,55.043341
"104",59.889999,60.400002,59.380001,59.450001,1144600,55.02483
"105",59.689999,59.900002,59.34,59.439999,814300,55.015572
"106",59.240002,59.310001,58.34,59.23,953500,54.821204
"107",59.450001,60.630001,59.25,59.580002,1978700,55.145154
"108",59.740002,60.049999,59.650002,59.990002,1598500,55.524635
"109",59.490002,59.799999,59.34,59.700001,1153400,55.256221
"110",59.43,60.200001,59.200001,59.610001,1003400,55.17292
"111",59.799999,60.950001,59.59,60.610001,1374500,56.098485
"112",60.279999,60.700001,58.630001,59.389999,1696400,54.969294
"113",59.330002,59.880001,58.869999,59.490002,877700,55.061853
"114",60,60.25,59.59,60,794300,55.53389
"115",60,60.310001,59.470001,60.150002,1098000,55.672726
"116",59.700001,60.490002,59.639999,60.150002,679800,55.672726
"117",59.66,59.669998,58.869999,58.990002,1108100,54.599071
"118",59.48,60.490002,59.43,60.209999,1286700,55.728257
"119",59.990002,60.970001,59.990002,60.540001,931400,56.033695
"120",60.119999,60.25,59.299999,59.759998,1231500,55.311752
"121",59.369999,60.48,59.360001,59.57,4189800,55.135896
"122",60.650002,61.259998,59.869999,60.150002,1493900,55.672726
"123",60.73,61.419998,60.509998,61.41,1696500,56.838936
"124",61.360001,62.23,61.27,62.040001,946000,57.422043
"125",62.02,62.52,61.369999,62.110001,1360500,57.486832
"126",62.59,63.380001,61.779999,61.84,1331400,57.236929
"127",61.73,62.419998,61.720001,62.189999,920200,57.560875
"128",62.540001,62.639999,61.619999,62.009998,1146900,57.394273
"129",62.209999,62.32,61.919998,62.259998,714700,57.625664
"130",62.5,62.59,61.93,62.209999,1451700,57.579387
"131",62.400002,62.450001,61.84,61.98,1178600,57.366507
"132",61.740002,61.93,61.040001,61.290001,1419500,56.934554
"133",61.509998,62.25,60.959999,62.25,923100,57.826333
"134",62.200001,62.970001,61.950001,62.52,2962600,58.077147
"135",62.470001,62.799999,62.119999,62.549999,1045600,58.105013
"136",62.91,62.91,61.82,61.990002,1052000,57.584811
"137",61.869999,62.110001,61.790001,61.93,605400,57.529073
"138",61.759998,62.349998,61.66,62.049999,612700,57.640545
"139",61.75,62.200001,61.490002,61.709999,567100,57.324706
"140",61.919998,62,61.34,61.700001,1386100,57.315418
"141",61.869999,61.869999,61.169998,61.290001,960800,56.934554
"142",61.16,61.950001,60.790001,61.419998,1073300,57.055314
"143",61.299999,62.529999,61.169998,62.25,923800,57.826333
"144",62.450001,62.889999,62.130001,62.299999,1825300,57.872779
"145",62.619999,62.619999,60.939999,61.200001,1302700,56.85095
"146",60.889999,61.799999,60.860001,61.77,1599900,57.380444
"147",61.860001,62.290001,61.240002,61.400002,801300,57.036738
"148",61.34,61.709999,60.880001,61.040001,916100,56.70232
"149",60.720001,61.459999,60.32,61.060001,1097900,56.720899
"150",61.27,61.970001,61.220001,61.849998,1511900,57.454757
"151",62.200001,62.470001,61.790001,62.279999,1494800,57.8542
"152",62.290001,63.18,62.099998,62.93,1100500,58.458011
"153",62.740002,63.040001,62.360001,62.860001,893700,58.392985
"154",63.029999,63.299999,62.77,63,1035500,58.523036
"155",63.029999,63.169998,62.09,62.400002,1148000,57.965675
"156",61.830002,62.34,61.130001,61.41,1684300,57.046026
"157",61.990002,62.040001,61.5,61.68,1072300,57.296839
"158",61.68,62.169998,60.889999,61.599998,1026300,57.222523
"159",61.490002,61.540001,60.389999,60.709999,1416200,56.395769
"160",60.990002,60.990002,59.529999,60.02,1552800,55.754804
"161",58.799999,60.16,58,59.610001,2987100,55.37394
"162",59.68,60.099998,58.099998,58.310001,1441900,54.166322
"163",58.139999,58.57,57.650002,57.970001,2815600,53.850484
"164",58.27,59.09,57.830002,57.900002,1965700,53.785458
"165",57.740002,58.060001,57.369999,57.540001,3424600,53.45104
"166",57.43,59,57.43,58.790001,2924700,54.612212
"167",58.720001,58.889999,58.189999,58.740002,1216600,54.565765
"168",58.889999,59.59,58.560001,59.200001,1621900,54.993076
"169",59.32,60.09,59.02,60.07,1789400,55.80125
"170",59.810001,60.299999,59.740002,60.130001,1759500,55.856987
"171",59.91,60.130001,59.549999,59.790001,1031200,55.541149
"172",59.799999,60.599998,59.549999,60.299999,1369000,56.014905
"173",60.220001,60.700001,60.029999,60.330002,695200,56.042776
"174",60.060001,60.34,59.509998,59.669998,1132900,55.429674
"175",59.950001,60.630001,59.849998,60.259998,723600,55.977747
"176",60.049999,61.459999,60.040001,61.209999,1334100,56.860238
"177",61.09,61.34,60.52,61.310001,1193700,56.953133
"178",60.689999,61.130001,59.779999,59.93,1340200,55.671199
"179",59.709999,60.099998,58.139999,58.66,1823200,54.491449
"180",58.52,59.400002,58.290001,59.209999,956000,55.002364
"181",59.299999,60.740002,59.299999,60.700001,1003800,56.386481
"182",60.700001,61,59.48,59.849998,1507500,55.596883
"183",60.09,60.439999,58.470001,58.57,1409100,54.407844
"184",58.470001,59.07,58.02,58.860001,1266500,54.677237
"185",59.34,60.029999,59,59.93,895900,55.671199
"186",59.84,59.919998,58.619999,59.279999,873100,55.067389
"187",59.619999,60.32,58.810001,59.200001,769900,54.993076
"188",59.52,59.619999,58.900002,59.110001,1159200,54.909471
"189",58.900002,59.279999,58.549999,59.169998,818600,54.965205
"190",58.560001,59.139999,57.84,57.849998,1539700,53.739009
"191",57.779999,58,57.189999,57.700001,1542200,53.59967
"192",57.580002,57.82,57.080002,57.349998,1295200,53.27454
"193",55.810001,56.700001,55.119999,56.34,2076500,52.336315
"194",56.049999,56.650002,55.5,55.810001,1294600,52.084342
"195",56.459999,56.490002,55.290001,55.360001,1528500,51.664381
"196",56.200001,56.200001,55.360001,55.900002,2010200,52.168334
"197",56.5,57.34,56.490002,57.080002,1000800,53.269562
"198",57.139999,57.400002,56.740002,56.77,2212500,52.980255
"199",56.580002,57.07,56.009998,57.029999,1523100,53.222897
"200",57.43,58.119999,57.110001,57.59,1550800,53.745515
"201",57.950001,58.810001,57.610001,58.790001,1496200,54.865408
"202",58.84,59.07,58.360001,58.360001,1081200,54.464113
"203",58.23,58.34,57.830002,58.139999,1346000,54.258798
"204",58.279999,58.630001,58.189999,58.400002,1677700,54.501443
"205",58.240002,58.439999,57.810001,57.93,1361500,54.062818
"206",58.330002,58.549999,57.869999,58.330002,1920900,54.436117
"207",58.52,58.52,58.18,58.259998,609800,54.370786
"208",58.18,58.709999,57.880001,58.470001,1311300,54.56677
"209",58.740002,59.209999,58.509998,59.02,1590600,55.080054
"210",59,59.290001,58.720001,58.849998,959600,54.9214
"211",59,59.540001,58.950001,59,1312500,55.061388
"212",59.060001,59.41,57.869999,59.349998,1856000,55.388022
"213",58.990002,59.75,58.810001,59.389999,1282300,55.425353
"214",59.580002,59.939999,59.490002,59.610001,1165400,55.630668
"215",59.5,60.290001,59.450001,60.25,927200,56.227943
"216",60.57,61,60.330002,60.919998,1155500,56.853215
"217",60.389999,60.529999,59.950001,60.27,1008000,56.246609
"218",61.450001,61.860001,60.880001,61.490002,2303200,57.385167
"219",62.040001,62.130001,61.200001,61.360001,2048100,57.263844
"220",60.959999,62,60.650002,60.82,1494700,56.759892
"221",60.549999,61.439999,60.330002,61.279999,904300,57.189183
"222",61.41,62.110001,61.18,61.630001,1200000,57.515821
"223",61.66,62.040001,61.43,61.990002,992500,57.851789
"224",63.470001,65.739998,63.470001,65.150002,3333900,60.80084
"225",65.370003,67.440002,65.330002,66.879997,3611000,62.415348
"226",67.040001,67.080002,65.519997,65.68,1752500,61.295458
"227",65.290001,66.18,64.760002,66.099998,1498200,61.687418
"228",66.059998,66.809998,65.660004,66.080002,1195600,61.668757
"229",65.779999,66.980003,65.589996,66.019997,1507600,61.612757
"230",66.730003,67.279999,66.050003,66.400002,978600,61.967394
"231",65.980003,66.029999,65.080002,65.730003,1365700,61.342123
"232",66.120003,66.599998,66.050003,66.459999,854000,62.023387
"233",66.360001,66.93,65.910004,66.360001,1017500,61.930064
"234",66.330002,68.199997,66.260002,67.720001,1900000,63.199276
"235",67.720001,68.510002,67.550003,68.300003,1431400,63.740559
"236",67.980003,68.489998,67.080002,67.160004,1334300,62.676662
"237",67.07,67.43,66.580002,67.269997,878900,62.779312
"238",67.209999,67.620003,66.050003,67.470001,1083700,62.965965
"239",67.849998,68.010002,67.349998,67.849998,821200,63.320595
"240",67.870003,67.870003,67.059998,67.300003,1069700,62.807315
"241",66.639999,66.93,66.07,66.300003,1231900,61.874071
"242",66.449997,66.470001,65.980003,66.230003,1145800,61.808745
"243",65.949997,66.470001,65.68,66.349998,1397000,61.920729
"244",66.160004,67.610001,66,67.559998,1218700,63.049954
"245",67.940002,68.809998,67.82,68.370003,1229700,63.805886
"246",68.68,68.849998,67.220001,67.790001,2752800,63.264603
"247",67.470001,67.760002,66.949997,66.959999,1753700,62.490009
"248",66.889999,67.510002,66.230003,67.239998,1553800,62.751316
"249",66.43,66.900002,66.18,66.5,1150400,62.060717
"250",66.290001,66.419998,65.580002,65.580002,912300,61.202135
"251",65.440002,66.389999,65.419998,65.5,978000,61.127474
"252",65.5,65.790001,64.900002,65.470001,1032900,61.099477
"253",65.32,65.5,64.919998,64.989998,1417500,60.651517
"254",64.75,65.220001,63.84,63.889999,1838700,59.62495
"255",64.379997,65.540001,64.290001,65.099998,1103700,60.754175
"256",65.5,65.959999,65.279999,65.540001,1167300,61.164804
"257",65.050003,65.440002,64.449997,64.82,855000,60.7338
"258",64.68,65.239998,64.349998,64.779999,1138900,60.696321
"259",65.07,65.269997,64.75,64.959999,1557000,60.864974
"260",64.970001,65.639999,64.529999,65.269997,840600,61.155429
"261",65.279999,65.580002,64.860001,65.419998,1077200,61.295975
"262",65.059998,65.57,64.620003,65.080002,861000,60.977412
"263",64.440002,65.269997,63.779999,65.220001,1221200,61.108586
"264",65.220001,65.589996,65.029999,65.370003,1085500,61.249131
"265",65.599998,66.220001,65.279999,65.860001,818000,61.70824
"266",65.949997,66.389999,65.82,66.360001,863700,62.17672
"267",66.599998,67.360001,66.230003,67,941400,62.776375
"268",67.239998,67.669998,67.160004,67.550003,1412900,63.291706
"269",67.339996,69.099998,67.32,69.040001,1034600,64.687776
"270",68.800003,69.989998,68.550003,69.93,1723600,65.52167
"271",69.589996,69.629997,68.699997,69.029999,1349400,64.678404
"272",69.339996,69.709999,68.860001,69,1229200,64.650296
"273",68.620003,69.18,68.230003,69.150002,1195100,64.790842
"274",68.400002,68.860001,68.300003,68.410004,1058400,64.097493
"275",68.400002,69.18,68.18,68.779999,1199800,64.444164
"276",68.889999,69.370003,68.610001,68.959999,1060800,64.612817
"277",68.849998,69.190002,68.669998,68.790001,1060500,64.453535
"278",68.879997,69.279999,68.489998,69.269997,931300,64.903273
"279",68.959999,68.959999,68.120003,68.550003,1067900,64.228667
"280",68.870003,69.839996,68.800003,69.839996,731300,65.43734
"281",69.730003,69.989998,68.849998,68.949997,759300,64.603445
"282",69.129997,70.089996,69.059998,69.769997,1111500,65.371753
"283",69.940002,69.989998,68.970001,69.080002,1053600,64.725255
"284",68.440002,69.209999,67.739998,68.959999,1364300,64.612817
"285",68.830002,69.150002,68.519997,68.839996,657500,64.500379
"286",68.699997,68.699997,66.790001,67.480003,2541100,63.226119
"287",69.519997,72.860001,69.519997,71.760002,3651800,67.23631
"288",71,72.080002,70.889999,71.370003,1688800,66.870896
"289",71.709999,72,69.900002,71.190002,1616800,66.702243
"290",70.57,71.25,70.029999,70.050003,1751500,65.634108
"291",70.209999,70.639999,69,70.459999,1685400,66.018258
"292",69.910004,70.279999,68.43,68.529999,2149800,64.209924
"293",68.900002,69.169998,66.459999,68.919998,2808500,64.575338
"294",67.650002,68,65.040001,65.209999,3250200,61.099214
"295",67.300003,68.510002,64.779999,68.260002,3371600,63.956947
"296",67.43,67.989998,65.760002,66.040001,3039500,61.876893
"297",66.919998,67.480003,65.650002,66.769997,2518100,62.560871
"298",67.029999,69.379997,66.620003,69.18,2063000,64.81895
"299",69.580002,69.989998,68.57,69.07,1426300,64.715883
"300",68.449997,71.139999,68.410004,70.57,2533100,66.121325
"301",71.110001,71.349998,70.589996,71.029999,2034200,66.552326
"302",69.790001,70.379997,68.440002,69.959999,2279000,65.549778
"303",69.110001,69.910004,66.440002,66.730003,3194000,62.523398
"304",67.599998,67.709999,65.900002,66.260002,2132900,62.083026
"305",66.910004,68.459999,65.550003,68.459999,1938000,64.144337
"306",68.209999,68.68,67.379997,67.989998,1649700,63.703964
"307",68.050003,68.18,65.860001,67.32,1746000,63.076202
"308",66.959999,68.519997,65.730003,68.129997,991700,63.835138
"309",68.360001,69.949997,68.239998,69.809998,1115200,65.409232
"310",69.870003,71.050003,69.300003,70.629997,1175100,66.17754
"311",70.800003,71.440002,70.610001,71.25,1526900,66.758458
"312",71.089996,72.370003,70.690002,70.830002,845100,66.364936
"313",70.019997,70.779999,69.800003,70.209999,1000900,65.784018
"314",68.589996,70.410004,68.129997,70.199997,1218300,65.774646
"315",70.730003,72.220001,70.480003,72.209999,1226900,67.65794
"316",71.730003,72.779999,71.129997,71.839996,1260300,67.311262
"317",71.199997,71.629997,69.389999,70.139999,1202600,65.718431
"318",69.339996,71.459999,68.849998,71.349998,1383800,66.852153
"319",71.779999,72.620003,71.18,72.519997,1350900,67.948395
"320",73.220001,76.309998,73,75.25,2832100,70.506301
"321",75.870003,76.260002,74.239998,75.269997,1963300,70.525038
"322",75.690002,76.910004,75.540001,76.089996,1538700,71.293345
"323",75.129997,76.129997,74.889999,75.800003,861100,71.021633
"324",75.860001,76.129997,75.18,75.43,1697600,70.674955
"325",75.349998,75.809998,74.120003,74.230003,369400,69.791166
"326",72.059998,73.580002,70.419998,72.989998,2044000,68.625311
"327",72.849998,74.610001,71.879997,74.449997,1382700,69.998005
"328",75,75.43,73.059998,75.230003,973000,70.731368
"329",75.959999,75.959999,74.379997,74.639999,1395000,70.176645
"330",72.900002,73.510002,71.93,72.07,1692100,67.760328
"331",72.809998,73.260002,70.75,71.209999,1723400,66.951754
"332",69.480003,70.809998,68.790001,68.830002,2465100,64.714077
"333",68.739998,70.010002,67.839996,68.110001,1898700,64.03713
"334",67.650002,68.110001,66.349998,68.089996,2200000,64.018322
"335",68.18,69.550003,68.010002,69.360001,1711200,65.212382
"336",69.160004,70.660004,68.82,69.989998,1380200,65.804707
"337",70.209999,71.760002,69.82,71.169998,1281600,66.914145
"338",71.849998,71.849998,70.959999,71.339996,1233500,67.073977
"339",71,73.300003,70.730003,72.589996,1338000,68.249229
"340",72.919998,73.379997,71.849998,71.860001,1241300,67.562886
"341",73.449997,74.57,72.970001,73.730003,1963000,69.321066
"342",74.790001,75.150002,73.419998,74.07,1061600,69.640731
"343",73.93,75.199997,73.080002,73.360001,867000,68.973189
"344",73.209999,74.279999,72.639999,73.410004,1063800,69.020201
"345",73.349998,73.529999,71.32,71.5,1101000,67.224413
"346",71.440002,72.529999,71.25,72.169998,794200,67.854346
"347",72.970001,73.379997,72.32,72.800003,996100,68.446678
"348",73.07,73.07,71.93,72.529999,1102500,68.192819
"349",72.25,72.43,71.360001,71.800003,838800,67.506476
"350",72.269997,72.889999,71.279999,71.82,1144300,67.525277
"351",72.730003,73.080002,69.25,72.760002,2000300,68.409069
"352",72.959999,73.690002,71.760002,73.400002,1676400,69.010797
"353",72.349998,72.980003,71.75,71.849998,994800,67.553482
"354",70.169998,71.269997,69.919998,70.209999,1415100,66.011552
"355",70.900002,71.410004,70.25,70.639999,1154400,66.415839
"356",70.980003,71.510002,70.470001,71.389999,1302400,67.12099
"357",70.830002,71.529999,70.410004,71.260002,837400,66.998767
"358",71.209999,71.760002,70.709999,71.629997,666600,67.346637
"359",71.730003,72.540001,71.389999,72.339996,1044900,68.014179
"360",71.25,71.290001,69.029999,69.230003,2307200,65.090159
"361",69.720001,70.279999,68.959999,70.150002,1142900,65.955142
"362",70.57,72.089996,70.269997,71.900002,1345700,67.600495
"363",71.650002,71.849998,70.849998,71.75,848100,67.459463
"364",71.300003,72.400002,71.089996,72.139999,655400,67.826141
"365",71.599998,72.059998,70.889999,70.989998,1001500,66.744908
"366",70.75,71.019997,69.589996,70.160004,1068500,65.964546
"367",70.660004,70.919998,70.309998,70.639999,1642600,66.415839
"368",69.82,70.440002,69.050003,70.010002,1294100,65.823515
"369",70.150002,72.110001,70,71.839996,1443900,67.544078
"370",71.339996,71.669998,70.349998,71.029999,1250400,66.782517
"371",70.68,71.510002,70.589996,70.989998,397400,66.744908
"372",71.940002,72.760002,71.580002,72.629997,1021700,68.286838
"373",72.919998,74,72.809998,73.480003,1017800,69.086015
"374",75,75.440002,74.139999,75.360001,1658100,70.853592
"375",75,75.57,74.610001,75.330002,1215600,70.825387
"376",75.660004,75.980003,74.529999,74.910004,1228400,70.430504
"377",75.599998,76.040001,75.029999,75.639999,1167100,71.116847
"378",75.589996,75.720001,74.879997,75.139999,1007800,70.646746
"379",75.029999,75.510002,74.309998,75.269997,841500,70.76897
"380",75.07,75.620003,74.010002,74.160004,967300,69.725353
"381",74.510002,75.290001,74.470001,75.120003,735800,70.627945
"382",74.559998,74.610001,73.68,74.470001,814500,70.016813
"383",74.629997,74.919998,73.470001,73.889999,1150400,69.471494
"384",73.769997,74.120003,71.849998,72.580002,1200700,68.239832
"385",72.68,72.860001,72.290001,72.669998,1053800,68.570085
"386",73.129997,73.620003,72.68,72.919998,1473400,68.80598
"387",73.089996,73.639999,72.830002,73.120003,1027500,68.994701
"388",73.830002,74.529999,73.610001,74.389999,1216600,70.193047
"389",74.25,76.529999,74.25,76.480003,1090400,72.165136
"390",74.790001,74.910004,60.619999,68.760002,30643100,64.880684
"391",66.029999,67.599998,63.740002,65.290001,13187100,61.606454
"392",68.279999,69.940002,68.010002,69.080002,7781300,65.18263
"393",68.970001,69.959999,67.519997,67.980003,3897000,64.144691
"394",67.75,68.839996,66.550003,68.639999,3047100,64.767451
"395",68.699997,68.989998,67.879997,68.730003,1235500,64.852378
"396",72,73.309998,71.18,71.349998,6468100,67.324557
"397",70.75,71.580002,70.379997,71.129997,2139000,67.116968
"398",70.849998,72.089996,70.639999,71.699997,1665600,67.654809
"399",71.529999,71.800003,71.029999,71.150002,995400,67.135844
"400",71.190002,71.75,70.809998,71.370003,1317500,67.343433
"401",71.709999,71.900002,70.889999,71.830002,1714500,67.77748
"402",71.860001,72.739998,71.389999,72.610001,1710800,68.513472
"403",73.050003,73.480003,72.190002,72.480003,1735100,68.390809
"404",72.080002,72.370003,70.949997,71.75,856400,67.701991
"405",72.599998,73.309998,72.230003,73.18,1452100,69.051313
"406",72.919998,73.360001,72.379997,73.160004,1070200,69.032445
"407",73.199997,73.779999,72.68,73.589996,1351700,69.438178
"408",73.599998,73.870003,71.050003,73.790001,1588300,69.626899
"409",73.610001,73.669998,71.839996,72.519997,1394500,68.428546
"410",71.650002,71.889999,70.610001,70.75,2401900,66.75841
"411",70.540001,72.870003,70.480003,72.599998,2474300,68.504034
"412",74.199997,77.400002,72.970001,74.010002,3329200,69.834488
"413",73.559998,74.82,72,74.029999,2088900,69.853357
"414",73.440002,74.379997,73.139999,73.860001,1521700,69.692949
"415",73.949997,75.199997,73.099998,74.089996,1931000,69.909969
"416",74.269997,74.400002,73.290001,73.339996,2054500,69.202283
"417",73.550003,74.629997,73.550003,74.389999,1916600,70.193047
"418",74.82,75.989998,74.82,75.230003,1995000,70.985659
"419",74.800003,75.769997,74.150002,75.739998,1763400,71.46688
"420",75.610001,75.790001,74.709999,74.870003,795700,70.645969
"421",74.779999,74.919998,74.209999,74.300003,897800,70.108128
"422",74.400002,75.809998,74.199997,75.449997,1515100,71.193241
"423",74.849998,75.220001,74.139999,74.190002,1552800,70.004333
"424",74.720001,75.57,74.599998,75.169998,883400,70.929039
"425",75.669998,76,75.349998,75.940002,1068100,71.655601
"426",76,76.139999,75.019997,75.150002,1071800,70.910171
"427",75.300003,76.419998,75.300003,76.309998,1561900,72.004722
"428",76.68,76.68,75.32,75.510002,1081500,71.249861
"429",76,76.709999,75.540001,76.709999,1126500,72.382156
"430",76.739998,78.150002,76.540001,77.709999,1606300,73.325738
"431",77.5,77.910004,76.970001,77.360001,1038100,72.995486
"432",77.400002,78.349998,76.510002,78.019997,841300,73.618246
"433",76.75,78.300003,76.75,78,984500,73.599377
"434",78.400002,78.75,77.339996,77.529999,851100,73.155893
"435",77.690002,78.300003,77.449997,77.75,1123300,73.363482
"436",77.75,78.5,77.449997,78.050003,920600,73.646559
"437",78.080002,78.68,77.739998,78.260002,740600,73.844711
"438",77.919998,79.099998,77.779999,78.959999,1150700,74.505215
"439",78.269997,79.209999,78.089996,78.459999,1116200,74.033424
"440",78.650002,79.300003,78,79.07,918500,74.609009
"441",79.610001,80.330002,79.040001,79.32,1338800,74.844905
"442",79.5,79.620003,78.949997,79.419998,870800,74.939262
"443",79.110001,80.029999,79,79.989998,950600,75.477103
"444",80.25,80.510002,79.82,80.370003,846300,75.835669
"445",80.18,80.739998,80.080002,80.290001,794400,76.044032
"446",80.260002,80.5,79.199997,79.660004,747700,75.447351
"447",79.93,80.089996,79.589996,79.760002,1247500,75.542061
"448",79.660004,80.940002,79.440002,80.639999,696200,76.375522
"449",80.110001,80.720001,79.790001,80.099998,932700,75.864077
"450",80.099998,82.080002,80.089996,81.650002,1113700,77.332112
"451",81.349998,82.68,81.089996,82.639999,1002500,78.269756
"452",82.43,82.739998,81.459999,81.919998,643800,77.58783
"453",82.239998,82.970001,81.459999,82.209999,1082100,77.862495
