"","SWK.Open","SWK.High","SWK.Low","SWK.Close","SWK.Volume","SWK.Adjusted"
"44",56.73,56.790001,54.93,55.25,2436200,48.974844
"45",54.310001,54.990002,54.150002,54.82,1313200,48.593682
"46",54.619999,55.509998,54.32,54.93,1238600,48.691189
"47",54.459999,55.299999,54.119999,55.119999,1097700,48.859608
"48",54.790001,57.27,54.790001,57.130001,1761500,50.641319
"49",57.150002,57.299999,56.450001,57.130001,1108000,50.641319
"50",56.84,56.869999,54.970001,55.189999,1163200,48.921657
"51",54.639999,55.220001,54.5,55.049999,1096700,48.797559
"52",55.439999,55.669998,54.380001,54.509998,660800,48.31889
"53",53.669998,54,52.450001,53.389999,1512000,47.326098
"54",52.889999,53.860001,52.32,53.66,1315000,47.565432
"55",53.759998,54.549999,53.080002,53.110001,1458400,47.0779
"56",53.560001,54.549999,52.799999,54.509998,916300,48.31889
"57",54.360001,54.779999,53.41,53.43,673700,47.361555
"58",53.259998,54.049999,52.75,53.639999,1507400,47.547703
"59",54.349998,56.75,54.16,56.75,2453600,50.625371
"60",57.09,57.700001,56.970001,57.349998,1493200,51.160616
"61",57.889999,58.959999,57.889999,58.16,1376600,51.8832
"62",57.709999,58.02,57.299999,57.450001,818800,51.249826
"63",57.5,58.669998,57.5,58.580002,1257600,52.257874
"64",59.459999,59.639999,58.610001,58.959999,1476300,52.596861
"65",59.200001,59.810001,58.990002,59.290001,1582000,52.891248
"66",59.779999,60.959999,59.650002,60.82,1705500,54.256125
"67",60.509998,61.110001,60.330002,60.970001,1901700,54.389938
"68",60.799999,60.84,60.110001,60.5,1495800,53.97066
"69",59.82,60.669998,58.900002,59.299999,2245800,52.900167
"70",59.439999,59.700001,58.990002,59.59,2109800,53.15887
"71",59.650002,60.82,59.389999,60.650002,1205700,54.104473
"72",60.549999,61,60.200001,60.439999,1518600,53.917134
"73",60.580002,60.75,59.68,60.029999,1053300,53.551383
"74",59.540001,59.799999,58.34,58.5,1299600,52.186506
"75",59.360001,60.810001,59.209999,60.509998,1409200,53.97958
"76",60.189999,60.360001,59.669998,59.970001,1454100,53.497861
"77",59.98,61.389999,59.619999,61.23,1409300,54.621876
"78",60.790001,61.18,60.470001,60.75,865400,54.193679
"79",61.25,61.759998,60.540001,61.279999,1663000,54.666479
"80",61.950001,62.34,61.27,62.02,1509600,55.326618
"81",61.68,62.68,61.220001,61.959999,1292400,55.273092
"82",62.220001,63.23,62.209999,62.639999,1760300,55.879705
"83",62.619999,62.889999,61.700001,62.139999,1356300,55.433666
"84",62.41,62.529999,61.119999,61.900002,1045700,55.219569
"85",62.110001,62.900002,61.810001,62.700001,1273500,55.93323
"86",62.759998,62.939999,62.490002,62.73,783100,55.959992
"87",62.650002,63.18,61.939999,62.970001,800300,56.174092
"88",63.299999,64.209999,63.040001,63.77,1550000,56.887753
"89",63.740002,63.75,62.68,62.990002,1394900,56.191934
"90",63.259998,63.669998,61.200001,62.130001,2154700,55.424747
"91",62.34,63.900002,62.34,63.540001,1834700,56.682575
"92",62.59,63.669998,62.189999,62.360001,1864200,55.629924
"93",62.860001,63.209999,60.75,61.32,4748600,54.702163
"94",61.689999,61.830002,59.630001,60.139999,3346700,53.649512
"95",60.200001,61.259998,60.139999,61.110001,2235500,54.514828
"96",61.689999,62.290001,60.650002,60.799999,1234600,54.238283
"97",60.5,61.150002,60,60.060001,1083200,53.578148
"98",59.59,60.080002,58.880001,60.049999,1166800,53.569225
"99",60.509998,61.040001,60.220001,60.869999,1696900,54.300728
"100",60.939999,62.040001,60.939999,61.970001,2617300,55.282015
"101",60.549999,61.5,60.23,61.220001,3861600,54.612957
"102",62.02,62.349998,61.23,61.57,4840600,54.925182
"103",61.599998,61.849998,60.779999,61.810001,2252900,55.139282
"104",62.509998,63.369999,62.259998,62.799999,2212800,56.022437
"105",62.919998,63.099998,62.529999,63.02,1801000,56.218695
"106",62.32,62.939999,62.220001,62.790001,1187800,56.013517
"107",63.18,63.18,61.52,61.860001,1397900,55.183886
"108",61.93,62.330002,61.779999,61.970001,2030200,55.282015
"109",61.48,62.189999,61.200001,61.869999,1553800,55.192805
"110",61.290001,61.950001,60.560001,60.880001,949400,54.30965
"111",61.240002,61.610001,60.549999,60.700001,1410700,54.149076
"112",60.360001,60.830002,58.990002,59.5,2086200,53.078583
"113",59.490002,60.240002,59.299999,59.59,1300300,53.15887
"114",60.150002,60.400002,59.75,59.91,1459300,53.444335
"115",60.060001,60.080002,59.259998,59.630001,1325400,53.194554
"116",59.310001,59.860001,58.959999,59.59,1244500,53.15887
"117",58.740002,59.029999,58.34,58.709999,1726800,52.373842
"118",59.310001,60.91,59.189999,60.91,1911900,54.336412
"119",60.380001,60.68,59.900002,60.450001,374300,53.926057
"120",59.84,60.52,58.82,60.34,926300,53.827928
"121",59.599998,59.939999,59.209999,59.529999,2209900,53.105344
"122",60.169998,61.279999,59.889999,60.439999,2896700,54.226845
"123",60.599998,62.77,60.59,62.41,4701000,55.994333
"124",62.040001,62.509998,61.779999,62.369999,1527600,55.958444
"125",62.07,62.450001,61.740002,62.200001,1169800,55.805922
"126",62.950001,63.490002,62.669998,63.150002,2294400,56.658263
"127",63.119999,63.549999,62.68,63.360001,1665200,56.846675
"128",63.82,64.059998,63.369999,63.77,1701900,57.214527
"129",63.810001,64.75,63.52,64.279999,2623100,57.672098
"130",64.330002,64.519997,63.52,63.619999,1759400,57.079946
"131",63.860001,64.449997,63.810001,64.169998,1593800,57.573406
"132",64.120003,64.540001,63.57,63.66,3353700,57.115835
"133",63.52,63.91,62.990002,63.220001,1811900,56.721067
"134",62.560001,63.59,62.41,63.369999,2051300,56.855645
"135",64.129997,65.849998,63.880001,65.599998,2707300,58.856404
"136",65.760002,66.629997,65.57,66.400002,1604700,59.574168
"137",66.519997,67.169998,66.309998,67.169998,1391600,60.26501
"138",67.019997,67.629997,66.919998,67.07,1293300,60.175291
"139",66.989998,67.699997,66.699997,67.290001,998800,60.372676
"140",67.32,67.349998,66.760002,67.160004,849900,60.256043
"141",67.269997,67.699997,67.019997,67.150002,987900,60.247069
"142",67.089996,67.5,67.040001,67.150002,797600,60.247069
"143",67.059998,67.360001,66.699997,66.870003,888400,59.995853
"144",67.400002,68.230003,67.089996,68.07,1095700,61.072492
"145",68.150002,68.150002,67.169998,67.809998,1140200,60.839218
"146",67.160004,68.290001,66.779999,67.260002,1465100,60.345761
"147",67.43,67.610001,66.400002,66.529999,1156600,59.690801
"148",66.370003,67.230003,65.370003,65.5,1646700,58.766685
"149",65.25,65.980003,64.830002,65.75,1134600,58.990985
"150",66.129997,68.129997,66,67.769997,1649800,60.803329
"151",68.080002,68.300003,67.559998,68.029999,1281500,61.036603
"152",68.050003,68.459999,67.57,67.93,869800,60.946885
"153",67.690002,68.489998,67.279999,68.150002,979300,61.14427
"154",68.120003,68.269997,67.68,68.099998,896600,61.099407
"155",67.980003,68.160004,65.75,65.959999,1845200,59.179397
"156",65.910004,66.339996,65.160004,65.910004,1586400,59.134541
"157",66.559998,67.720001,66.370003,66.459999,1734000,59.627998
"158",66.43,66.43,65.43,66.07,1652900,59.27809
"159",65.970001,66.989998,65.580002,66.379997,1046500,59.55622
"160",66.660004,68.389999,66.330002,66.949997,1832100,60.067624
"161",69.330002,73.489998,68.589996,72.620003,6772600,65.154761
"162",71.690002,72.809998,71.690002,72.720001,3074800,65.24448
"163",71.970001,73.110001,71.639999,72.68,2198100,65.208591
"164",73.040001,73.800003,72.769997,72.879997,1336900,65.388028
"165",72.809998,73.470001,72.339996,72.839996,1171300,65.352139
"166",72.82,73.120003,71.830002,71.93,1669600,64.53569
"167",72.150002,72.589996,71.660004,72.519997,973800,65.065035
"168",72.800003,73.209999,72.449997,72.910004,2500000,65.41495
"169",72.769997,73.43,72.529999,73.400002,1328100,65.854577
"170",72.980003,73.370003,72.5,72.839996,989700,65.352139
"171",72.540001,73.489998,72.510002,73.32,906700,65.782799
"172",73.110001,74.150002,72.489998,74.089996,924400,66.473641
"173",73.309998,74.050003,73.199997,73.480003,876200,65.926355
"174",73.089996,73.370003,72.769997,73.25,1187400,65.719995
"175",73.790001,74.370003,73.519997,73.93,1027200,66.330092
"176",74.080002,75,73.889999,74.949997,1004200,67.245235
"177",75.220001,76.800003,75.150002,76.089996,1820800,68.268044
"178",75.449997,75.889999,74,74.150002,1457600,66.527478
"179",73.720001,74.25,71.519997,72.550003,1968300,65.091957
"180",72.739998,74.360001,72.139999,74.230003,2399900,66.599255
"181",74.660004,75.639999,74.309998,75.110001,1887400,67.38879
"182",75.400002,76.129997,75.300003,75.830002,1415400,68.40819
"183",76.010002,76.449997,74.129997,74.360001,1065600,67.082064
"184",74.279999,75.099998,74.080002,74.510002,1355900,67.217385
"185",75,75.949997,74.989998,75.690002,1809000,68.281893
"186",75.959999,76.760002,74.739998,75.860001,1566400,68.435253
"187",76,76.849998,74.620003,74.940002,2005300,67.605299
"188",74.940002,77.269997,74.940002,77.220001,1670300,69.662144
"189",76.900002,77.379997,76.209999,76.879997,1088400,69.355418
"190",76.010002,76.25,75.019997,75.360001,1251200,67.98419
"191",74.720001,75.800003,74.510002,75.550003,1178400,68.155596
"192",75.099998,75.440002,73.809998,75,1357500,67.659424
"193",72.970001,74.690002,72.43,74.230003,1414600,66.964791
"194",74.110001,74.690002,72.220001,72.709999,1644800,65.593556
"195",73.889999,74.440002,73.18,73.459999,1230500,66.27015
"196",74.459999,74.75,74.099998,74.470001,1916700,67.181299
"197",75.5,76.449997,75.18,75.550003,1083900,68.155596
"198",75.610001,75.620003,74.739998,74.809998,955300,67.488018
"199",74.629997,75.730003,74.269997,75.370003,911300,67.993213
"200",76.129997,76.129997,75.07,75.900002,1111600,68.471339
"201",76.209999,77.440002,75.989998,76.830002,1502600,69.310316
"202",76.870003,77.040001,75.830002,75.860001,985400,68.435253
"203",75.879997,76.769997,75.18,76.769997,921300,69.256184
"204",77.269997,77.309998,76.720001,76.800003,1357900,69.283253
"205",76.699997,76.919998,76.059998,76.599998,1163200,69.102824
"206",77.330002,77.470001,76.419998,76.68,1204700,69.174996
"207",76.68,76.830002,75.25,75.650002,1376300,68.245807
"208",75.339996,76.099998,74.919998,75.410004,1265000,68.029299
"209",75.650002,76.18,75.059998,75.459999,888800,68.074401
"210",75.419998,75.949997,75.010002,75.589996,968400,68.191675
"211",76.089996,76.099998,74.459999,74.709999,1463200,67.397807
"212",74.849998,75.239998,74.389999,74.839996,1070100,67.515081
"213",74.25,74.709999,73.309998,73.959999,1614000,66.721213
"214",74.449997,75.309998,74.410004,74.889999,2178700,67.56019
"215",74.400002,75.989998,74.349998,75.879997,1411200,68.453292
"216",76.040001,77.389999,75.889999,77.040001,2115300,69.499761
"217",76.110001,76.309998,74.970001,75.629997,2030200,68.227761
"218",75.800003,76.360001,75.589996,76,1613800,68.56155
"219",76.93,77.199997,76.059998,76.599998,1612900,69.102824
"220",76.860001,77.279999,76.510002,76.790001,1041600,69.27423
"221",76.690002,76.790001,76,76.599998,929500,69.102824
"222",76.760002,78.190002,76.540001,77.290001,2500000,69.725293
"223",75.800003,75.970001,73.43,75.32,5257700,67.948104
"224",75.389999,75.809998,74.349998,74.550003,2061300,67.25347
"225",74.529999,74.790001,72.059998,72.650002,3800000,65.53943
"226",73.110001,73.139999,72.400002,72.639999,1931400,65.530407
"227",72.57,72.839996,71.120003,71.620003,2284300,64.610242
"228",71.809998,72.800003,71.360001,72.279999,2486600,65.205641
"229",71.900002,74.699997,71.75,74,4033200,66.757299
"230",74.839996,75.620003,73.290001,73.589996,2367400,66.387424
"231",73.5,74.339996,73.019997,73.830002,2072500,66.603939
"232",73.940002,75.809998,73.940002,75.620003,1610300,68.218745
"233",75.639999,75.690002,74.370003,75.059998,1860800,67.71355
"234",74.900002,75.269997,74.139999,74.800003,1558500,67.479002
"235",74.980003,75.019997,73.639999,74.059998,1151700,66.811424
"236",73.580002,74.769997,73.43,73.629997,1400200,66.42351
"237",73.470001,73.779999,72.589996,73.309998,1441100,66.13483
"238",73.550003,75.410004,73.330002,75.360001,1772800,67.98419
"239",75.629997,76.389999,75.230003,75.839996,1134100,68.417206
"240",75.720001,75.790001,75.059998,75.370003,1130400,67.993213
"241",74.32,74.32,73.029999,73.410004,1079600,66.225048
"242",73.540001,73.669998,71.550003,71.669998,2232100,64.655344
"243",71.389999,72.339996,71.029999,72.110001,1451300,65.052282
"244",71.959999,74.129997,71.669998,73.970001,1762900,66.730236
"245",73.870003,74.43,73.029999,73.370003,1443200,66.55788
"246",74.019997,74.480003,73.260002,73.879997,2629000,67.020524
"247",73.739998,73.809998,70.25,70.449997,2499200,63.908986
"248",70.769997,71.550003,70.389999,70.800003,1856100,64.226495
"249",69.809998,69.809998,68.339996,68.93,2500000,62.530115
"250",68.760002,69.25,68.339996,68.599998,1582900,62.230752
"251",68.940002,70.150002,68.129997,69.650002,2229800,63.183267
"252",69.279999,69.550003,68.410004,68.480003,1326500,62.121898
"253",68.470001,69.279999,68.120003,68.860001,1045200,62.466614
"254",68.629997,68.730003,66.940002,67.139999,1428500,60.906309
"255",67.559998,67.889999,66.529999,66.720001,1219000,60.525306
"256",67.269997,68.849998,67.209999,68.690002,1240500,62.3124
"257",67.910004,68.5,67.68,67.730003,1899800,61.441533
"258",67.449997,68.639999,66.910004,68.220001,1815200,61.886036
"259",68.870003,69.330002,68.150002,68.290001,1819200,61.949537
"260",67.870003,68.93,67.209999,68.830002,1356500,62.439401
"261",69.330002,70.190002,69.25,69.940002,1139700,63.446342
"262",69.949997,70.040001,69.370003,69.629997,1622900,63.16512
"263",68.709999,71.07,68.519997,71.059998,2203300,64.46235
"264",70.940002,71.120003,69.099998,69.279999,1923900,62.847617
"265",70.940002,71.010002,69.290001,69.5,2804100,63.047192
"266",69.720001,70.050003,69.470001,69.589996,1782900,63.128833
"267",69.980003,70.290001,69.309998,70.25,1917800,63.727558
"268",70.540001,72.080002,70.470001,72.050003,1738700,65.360437
"269",72.169998,74.529999,71.800003,73.669998,1976100,66.830022
"270",73.669998,74.190002,73.209999,73.900002,1532000,67.038671
"271",73.720001,74.199997,73.120003,74.059998,1380200,67.183812
"272",74.900002,75.669998,74.900002,75.330002,1761500,68.335901
"273",74.339996,74.57,73.830002,74.489998,1175200,67.573888
"274",73.730003,73.769997,72.089996,72.440002,1467000,65.714227
"275",72.230003,72.379997,71.029999,71.150002,2513600,64.543997
"276",71.330002,71.800003,70.349998,71.099998,1777400,64.498637
"277",71.269997,71.300003,68.830002,68.989998,2662100,62.584542
"278",69.279999,69.739998,68.25,69.690002,1648900,63.219554
"279",69.519997,70.029999,67.940002,68.610001,1904800,62.239826
"280",68.93,69.959999,67.610001,67.940002,3309900,61.632034
"281",68.5,69.440002,67.949997,69.279999,1640600,62.847617
"282",69.769997,70.160004,68.919998,69,1465500,62.593615
"283",69.029999,70.110001,68.599998,70.099998,2949200,63.591483
"284",69.239998,70.669998,68.669998,68.900002,1068100,62.502901
"285",68.650002,68.919998,67.629997,67.779999,1669300,61.486886
"286",67.269997,67.519997,65.230003,65.279999,2222100,59.219002
"287",65.43,66.970001,64.760002,64.849998,1657500,58.828925
"288",64.050003,66.18,63.91,65.769997,3446200,59.663505
"289",66.559998,66.599998,64.550003,65.43,1831200,59.355076
"290",64.870003,65.480003,63.360001,63.369999,2414200,57.486338
"291",63.5,65.029999,61.93,64.690002,3320600,58.683784
"292",63.68,64.339996,62.099998,62.119999,3710000,56.352396
"293",63.07,63.330002,60.040001,61.59,2532900,55.871605
"294",60.099998,61.07,56.09,56.09,3321900,50.882259
"295",57.09,59.93,55.799999,59.790001,3204600,54.238729
"296",57.709999,58.57,56.349998,56.5,2722700,51.254192
"297",57.139999,60.689999,56.759998,59.889999,1784800,54.329443
"298",60.419998,61.560001,59.990002,61.259998,1975600,55.572243
"299",61.860001,63.040001,61.759998,62.849998,1989400,57.014618
"300",61.880001,62.709999,60.130001,61.02,2134600,55.354528
"301",61.57,61.990002,60.540001,60.720001,2139800,55.082383
"302",58.740002,59.150002,56.330002,56.75,1865200,51.480981
"303",56.009998,58.400002,55.869999,56.119999,1572800,50.909473
"304",57.450001,57.650002,55.810001,55.990002,1661200,50.791545
"305",56.34,58.810001,55.830002,58.77,1345000,53.313432
"306",58.57,59.779999,58.07,59.650002,1296600,54.111728
"307",59.889999,60.25,57.889999,58.169998,1079000,52.769137
"308",57.709999,60.139999,56.75,59.849998,1631100,54.293156
"309",60.759998,62.169998,60.599998,62,1764400,56.243538
"310",61.369999,62.540001,60.860001,62.060001,1482600,56.297969
"311",62,63.18,61.5,61.98,1471400,56.59932
"312",61.779999,62.59,60.299999,60.360001,1556400,55.119959
"313",58.93,59.439999,57.990002,58.119999,1242200,53.074419
"314",56.18,57.709999,56.02,57.580002,1234300,52.5813
"315",58.48,59.25,58.330002,59.060001,2670500,53.932817
"316",58.419998,58.790001,56.610001,57.200001,3387500,52.234288
"317",56.669998,57.310001,54.709999,54.91,2969300,50.14309
"318",54.779999,54.93,52.73,54.02,2904600,49.330354
"319",54.02,55.25,53.959999,54.939999,1909600,50.170484
"320",55.209999,57.669998,53.939999,56.880001,2354500,51.942069
"321",57.490002,57.630001,56.349998,57.02,1467300,52.069915
"322",57.400002,57.66,56.459999,56.73,1786000,51.805089
"323",55.599998,55.91,54.59,55.32,1746700,50.517496
"324",55.68,55.740002,53.919998,53.950001,1340700,49.266431
"325",53.990002,54.259998,50.849998,50.91,2573300,46.490342
"326",49.119999,49.810001,47.700001,47.830002,3561500,43.677729
"327",47.779999,50.630001,47.27,50.529999,3020400,46.14333
"328",51.16,51.919998,49.900002,51.799999,2360100,47.303078
"329",52.939999,54.869999,52.610001,53.209999,3265400,48.590671
"330",53.209999,53.459999,51.34,51.450001,1561100,46.983464
"331",52.439999,52.810001,50.5,51.639999,2043600,47.156968
"332",50.59,50.599998,48.82,49.099998,2955500,44.837473
"333",48.610001,50.290001,48.23,48.25,2644000,44.061265
"334",47.610001,52.259998,47.07,52.240002,2700000,47.704882
"335",52.27,54.09,52.049999,53.720001,2409500,49.056399
"336",53.59,55.279999,52.860001,55.23,1413300,50.435309
"337",55.490002,55.599998,53.209999,53.529999,1775600,48.882891
"338",54.889999,56.07,54.830002,56.040001,984600,51.174992
"339",55.68,56.400002,55.360001,55.959999,906000,51.101935
"340",56.619999,58.48,56.23,57.950001,1480100,52.919179
"341",57.610001,57.869999,55.91,56.990002,962800,52.04252
"342",58.060001,58.32,56.830002,58.060001,1305900,53.01963
"343",57.830002,58.349998,55.880001,56.189999,1642600,51.311968
"344",57.279999,61.98,56.290001,60.990002,3800800,55.695267
"345",60.75,61.43,59.459999,59.799999,2233700,54.608573
"346",59.720001,60.700001,58.849998,60.41,1803300,55.165617
"347",61.41,63.380001,61.169998,62.259998,2426100,56.855012
"348",62.240002,63.349998,62.07,62.84,1775300,57.384662
"349",62.18,62.52,60.759998,60.98,1439300,55.686134
"350",61.82,63.560001,60.98,63.049999,2041100,57.57643
"351",64.760002,66.830002,64.510002,65.75,2525000,60.042035
"352",65.370003,66.830002,65.230003,66.690002,1569400,60.900433
"353",65.599998,65.650002,63.830002,63.849998,1905300,58.306979
"354",61.900002,63.16,61.099998,61.939999,1879900,56.562792
"355",63.799999,64.339996,62.82,64.089996,1608000,58.526142
"356",64.730003,66.480003,64.309998,66.309998,1725700,60.553418
"357",65.82,67.199997,65.370003,66.769997,1375900,60.973483
"358",66.550003,66.720001,64.989998,66.589996,1364000,60.809109
"359",66.980003,67.790001,65.690002,67.660004,1316200,61.786225
"360",65.730003,66.040001,64.209999,64.449997,1716200,58.85489
"361",65.470001,65.760002,64.699997,65.440002,1648500,59.75895
"362",66.209999,68.32,66.209999,68.089996,1110700,62.178889
"363",67.459999,68.040001,66.959999,67.389999,765800,61.539661
"364",67.139999,68.25,66.260002,67.839996,1287200,61.950592
"365",67.220001,68.019997,65.269997,65.360001,1691700,59.685893
"366",65.389999,66.25,63.880001,64.519997,2636000,58.918812
"367",65.089996,65.18,63.259998,63.66,1794700,58.133475
"368",62.43,62.799999,60.91,62.130001,2391100,56.7363
"369",62.080002,63.369999,61.57,62.880001,1746300,57.42119
"370",62.099998,62.16,60.220001,60.25,1008200,55.019508
"371",60,61.09,60,60.23,369300,55.001243
"372",62.25,63.130001,61.830002,63.029999,1163400,57.558166
"373",63.470001,64.300003,62.59,63.040001,1185700,57.5673
"374",65.129997,65.529999,64.290001,65.43,1996800,60.140959
"375",65.110001,66.279999,64.849998,65.25,839400,59.975509
"376",66.019997,66.330002,64.800003,65.029999,936500,59.773292
"377",66.25,67.519997,65.620003,66.699997,1235800,61.308296
"378",66.82,67.300003,66,66.769997,991000,61.372637
"379",66.080002,66.790001,65.559998,66.080002,1437200,60.738418
"380",65.620003,65.790001,63.779999,63.98,1071700,58.80817
"381",64.190002,65.080002,63.23,64.809998,1450100,59.571075
"382",64.25,64.970001,63.619999,64.839996,1827500,59.598648
"383",65.690002,65.830002,64.57,64.970001,2978700,59.718144
"384",64.650002,64.860001,62.959999,63,2053400,57.907388
"385",63.66,64.07,62.560001,62.990002,1498000,57.898198
"386",63.450001,64.379997,62.790001,63.099998,2157400,57.999304
"387",63.540001,64,62.25,62.509998,972400,57.456996
"388",63.91,66.360001,63.68,66.360001,1560300,60.995783
"389",66.089996,67.610001,65.050003,67.540001,1830000,62.080398
"390",67.849998,68.25,67.68,67.940002,1521700,62.448065
"391",68.059998,68.580002,67.68,68.5,913800,62.962795
"392",68.339996,69,68.010002,68.019997,956000,62.521593
"393",68.129997,68.160004,66.260002,66.339996,1309200,60.977396
"394",66.519997,68.43,66.519997,68.330002,1510700,62.806539
"395",68.290001,68.339996,67.440002,67.599998,944100,62.135546
"396",69.029999,70.980003,68.93,70.239998,2981500,64.56214
"397",70.239998,70.900002,69.650002,70.510002,1400600,64.810319
"398",69.980003,70.959999,68.690002,70.779999,1618800,65.05849
"399",70.970001,71.18,69.849998,70.449997,1022700,64.755164
"400",70.459999,71.029999,70.300003,70.760002,934900,65.04011
"401",71.68,72.82,71.260002,71.849998,1869500,66.041996
"402",71.379997,72.120003,71.379997,71.739998,1237800,65.940888
"403",72.080002,72.730003,71.5,72.610001,872800,66.740564
"404",72.489998,72.75,71,71.599998,1270600,65.812205
"405",72.660004,72.690002,71.150002,71.209999,1273700,65.453731
"406",71.110001,73.290001,70.389999,72.879997,1913000,66.988735
"407",73.050003,73.050003,70.959999,71.18,2107700,65.426158
"408",70.650002,71.230003,70.309998,71.110001,1550200,65.361816
"409",70.980003,71.82,70.519997,70.800003,1736800,65.076877
"410",70.300003,70.510002,69.610001,69.889999,1757100,64.240434
"411",69.760002,72.400002,69.629997,72.339996,2061100,66.492385
"412",72.040001,72.580002,70.830002,72.550003,4207500,66.685416
"413",72.190002,72.519997,71.089996,71.839996,1904200,66.032803
"414",71.169998,71.769997,70.410004,70.720001,2054700,65.003343
"415",71.080002,71.32,70,70.18,1965100,64.506993
"416",71.370003,72.220001,70.610001,71.5,3631000,65.72029
"417",71.629997,71.650002,71.080002,71.43,1167000,65.655949
"418",72.349998,73.959999,72.040001,73.800003,1759100,67.834372
"419",73.32,74.660004,73,74.099998,1351600,68.110117
"420",73.690002,74.93,73.620003,74.360001,1006900,68.349102
"421",74.529999,75.379997,74.379997,74.400002,1177200,68.38587
"422",74.349998,75.510002,73.550003,75.400002,1475900,69.305035
"423",74.209999,75.18,73.989998,75.080002,1286500,69.010902
"424",75.5,75.720001,74.279999,75.389999,1513500,69.295841
"425",75.080002,75.75,74.639999,75.699997,972100,69.58078
"426",75.900002,76,74.129997,74.639999,1610000,68.606467
"427",74.93,75.150002,74.169998,74.760002,973900,68.71677
"428",75.160004,75.949997,75.050003,75.360001,1163500,69.268267
"429",75.5,76.269997,75.040001,75.389999,1107800,69.295841
"430",75.349998,75.400002,74.110001,74.239998,1033600,68.2388
"431",74.300003,75.410004,74,75.349998,1268600,69.259074
"432",75.360001,75.480003,74.5,74.849998,2435300,68.799491
"433",74.120003,75.589996,73.57,75.220001,1061200,69.139585
"434",75.57,76.629997,75.220001,76.129997,1352100,69.976021
"435",76.230003,77.400002,76.040001,76.800003,1969700,70.591867
"436",76.989998,77.470001,76.360001,76.790001,1876300,70.582673
"437",76.769997,76.889999,75.769997,76.080002,1126700,69.930067
"438",75.699997,75.82,74.910004,75.589996,1170400,69.856129
"439",74.669998,74.900002,73.519997,73.68,3076200,68.091016
"440",73.419998,75.839996,73.419998,75.660004,4235900,69.920826
"441",76.309998,76.709999,75.949997,76.269997,1702400,70.484548
"442",76.400002,77.699997,76.050003,77.629997,2460200,71.741386
"443",77.900002,77.900002,76.870003,77.650002,1598100,71.759873
"444",78.040001,80.900002,77.980003,80.739998,3536800,74.615478
"445",80.779999,81.639999,80.550003,80.720001,2193000,74.596999
"446",80.720001,81.589996,80.5,81.339996,1371500,75.169964
"447",81.900002,81.900002,79.970001,80.209999,2321600,74.125683
"448",80.120003,80.360001,79.440002,80.169998,1556600,74.088716
"449",79.440002,79.610001,78.480003,79.209999,1552000,73.201537
