"","ETN.Open","ETN.High","ETN.Low","ETN.Close","ETN.Volume","ETN.Adjusted"
"76",81.519997,82.5,81.209999,81.910004,2150600,35.743755
"77",82.25,82.629997,80.830002,82.480003,3468200,35.992491
"78",82,82.900002,81.800003,82.669998,2735400,36.075401
"79",83.410004,84.339996,82.080002,82.489998,3267400,35.996852
"80",84.410004,84.580002,82.25,82.529999,4228400,36.014308
"81",82.309998,82.790001,81.099998,81.290001,2792400,35.4732
"82",82.449997,83.980003,82.309998,83.419998,3880400,36.402684
"83",83.300003,83.900002,82.360001,83.089996,2945200,36.258679
"84",83.470001,83.690002,82.269997,82.980003,1802800,36.21068
"85",83.139999,83.580002,82.589996,83.209999,2009000,36.311045
"86",83.129997,83.230003,82.309998,82.68,1694400,36.079765
"87",82.610001,82.970001,80.970001,82.790001,2495000,36.127767
"88",83.120003,84.949997,83.120003,84.089996,2870000,36.695057
"89",84.089996,84.400002,83.209999,83.639999,1817200,36.498688
"90",84.629997,84.93,82.900002,83.879997,2149400,36.603418
"91",83.599998,84.43,83.300003,84.300003,2441600,36.7867
"92",85.25,85.25,82.870003,83.410004,6074600,36.398323
"93",85.199997,86.959999,83.150002,86.82,6528800,37.886372
"94",86.660004,88.459999,86.419998,88.089996,3861600,38.440571
"95",88.43,88.5,87.43,87.870003,2609600,38.34457
"96",88.18,89.5,88.129997,88.25,2977800,38.510393
"97",87.650002,87.790001,86.709999,87.529999,2490400,38.1962
"98",86.910004,87.459999,85.879997,87.339996,1687600,38.113287
"99",88.220001,88.389999,87.139999,88.059998,2824800,38.42748
"100",87.790001,88.879997,87.559998,88.830002,2859800,38.763493
"101",89.25,89.900002,87.879997,88.470001,2291000,38.606397
"102",89.5,90.68,89.32,90.5,3309000,39.492244
"103",90.540001,91.949997,90.330002,91.709999,4162400,40.020262
"104",92.150002,93.559998,91.900002,93.25,3806200,40.951272
"105",91.559998,94.029999,91.559998,93.879997,3469400,41.227939
"106",93.220001,93.82,92.839996,93.360001,2386400,40.999579
"107",93.699997,93.879997,92.629997,93.150002,2948600,40.907357
"108",93.470001,94.120003,92.690002,93.599998,2357400,41.104975
"109",92.669998,94.150002,92.669998,94.110001,2240800,41.328946
"110",94.709999,95.480003,92.769997,94.260002,5821200,41.39482
"111",94.300003,95.32,93.550003,94.199997,3634800,41.368468
"112",93.75,94.349998,91.879997,93.239998,3533600,40.946879
"113",93.400002,93.660004,92.099998,92.43,3033200,40.591164
"114",93.970001,96.300003,93.75,95.769997,4666400,42.057943
"115",96.190002,96.5,95.370003,96.480003,3546800,42.369746
"116",95.730003,97.559998,95.599998,97.440002,2489000,42.791335
"117",96.050003,96.629997,94.769997,95.809998,3275000,42.075509
"118",96.330002,98.309998,96.330002,98.110001,2788600,43.085569
"119",97.169998,98.339996,97,97.989998,1304200,43.032869
"120",97.099998,97.099998,95.400002,96.620003,2998800,42.431228
"121",95.360001,96.849998,95.040001,96.400002,2388400,42.334613
"122",98,99.610001,97.940002,98.889999,3028000,43.42811
"123",98.68,100,98.400002,99.75,3904000,43.805784
"124",99.169998,99.949997,98.970001,99.639999,2112600,43.757476
"125",99.209999,100,98.860001,99.75,1683200,43.805784
"126",100.419998,101.790001,100,100.510002,3729400,44.139543
"127",100.779999,100.860001,99.239998,99.669998,2368000,43.770651
"128",100.040001,100.860001,99.099998,99.370003,2458800,43.638906
"129",99.82,100,98.860001,98.910004,3077400,43.436895
"130",99.839996,99.970001,98.279999,98.419998,3501800,43.221706
"131",98.389999,99.459999,98.300003,98.900002,2020200,43.432502
"132",98.800003,100.339996,98.68,99.239998,2664200,43.581813
"133",100.150002,101.260002,99.370003,100.900002,3453800,44.310814
"134",101.07,101.230003,99.68,100.040001,3734800,43.933139
"135",100.529999,101.239998,99.220001,101.029999,3361200,44.367903
"136",101.029999,102.559998,101.029999,102.160004,2982400,44.864151
"137",102.040001,102.699997,101.580002,102.18,1975600,44.872932
"138",102.080002,102.129997,101.110001,101.470001,920400,44.561132
"139",101.059998,101.800003,100.790001,101.629997,757000,44.631395
"140",101.900002,101.959999,101.040001,101.370003,792000,44.517217
"141",101.470001,102.099998,101.220001,101.400002,699000,44.530391
"142",101.139999,101.610001,100.849998,101.160004,1015000,44.424995
"143",101.089996,102.019997,100.849998,101.510002,1432200,44.578699
"144",102.470001,104.260002,102.18,103.669998,3628400,45.527273
"145",103.720001,103.870003,101.080002,103.220001,3948800,45.329655
"146",102.550003,104.449997,102.550003,103.949997,2644200,45.650237
"147",103.839996,104.160004,102.269997,102.589996,1861000,45.052984
"148",102.610001,104.309998,101.949997,102.599998,2209400,45.057377
"149",101.889999,102.849998,101.550003,102.68,2681200,45.09251
"150",102.970001,104.43,102.510002,103.980003,1460800,45.663414
"151",104.980003,105.800003,104.43,105.440002,1768400,46.304581
"152",105.5,105.790001,103.480003,103.779999,2117600,45.575581
"153",103.669998,104.550003,103.57,104.150002,2238800,45.73807
"154",104.269997,106.199997,104.269997,106.099998,2357800,46.594422
"155",105.919998,106.75,104,104.209999,2606600,45.764418
"156",103.330002,103.389999,100.010002,100.209999,4937600,44.007795
"157",104.029999,104.029999,101.139999,102.449997,4141200,44.991503
"158",102.559998,103.519997,102.010002,102.699997,2239800,45.101292
"159",102.849998,103.540001,101.790001,103.239998,2471800,45.338436
"160",103.75,105.580002,103.43,104.610001,4424800,45.940081
"161",103.239998,107.110001,102.769997,106.459999,8347200,46.752518
"162",106.949997,107.809998,104.059998,104.260002,3836200,45.786377
"163",106.209999,109.080002,105.510002,107.959999,4481600,47.411252
"164",109.010002,109.720001,107.690002,109.150002,3469600,47.933848
"165",108.730003,109.559998,108.220001,108.849998,2338400,47.8021
"166",108.160004,109.18,107.790001,109,2321600,48.168892
"167",108.93,109.82,108.739998,109.559998,1943800,48.416364
"168",109.480003,109.989998,108.809998,109.230003,2534800,48.270534
"169",109.580002,111.139999,109.139999,111.139999,2426800,49.114592
"170",110.839996,110.940002,109.470001,110.779999,2590800,48.955502
"171",110,112.099998,110,111.93,1849200,49.463707
"172",111.32,112.980003,111.050003,112.440002,1783400,49.689085
"173",111.690002,112.919998,111.529999,111.669998,1609600,49.348808
"174",111.389999,111.489998,109.660004,109.889999,2342200,48.562197
"175",110.599998,111.989998,110.300003,111.410004,2056400,49.233912
"176",110.779999,111.25,110.080002,110.870003,1624400,48.995276
"177",111.110001,111.419998,110.099998,110.919998,3653800,49.01737
"178",109.449997,110.330002,107.220001,107.419998,2874200,47.470663
"179",106.93,107.389999,103.959999,105.519997,4965000,46.631021
"180",104.800003,105.82,103.389999,104.900002,5397800,46.357035
"181",106.849998,108.099998,106.5,106.93,4810600,47.254125
"182",107.849998,110.889999,107.540001,110.779999,9690800,48.955502
"183",55.82,56.150002,53.5,53.549999,2695400,47.32925
"184",53.380001,54.830002,53.349998,54.080002,2434400,47.797683
"185",54.869999,56.209999,54.669998,55.84,2908300,49.353228
"186",55.779999,55.84,54.130001,54.349998,2657000,48.036315
"187",54.799999,54.84,52.650002,53.029999,3918800,46.869656
"188",53.040001,53.990002,52.57,53.759998,3399200,47.514854
"189",53.549999,53.599998,52.549999,52.669998,2581800,46.551476
"190",51.950001,52.07,51.16,51.240002,3202500,45.287598
"191",50.950001,51.779999,50.75,51.619999,3156000,45.623452
"192",51.209999,51.650002,50.779999,51.529999,2636300,45.543907
"193",49.709999,51.48,48.57,51.02,2286300,45.093154
"194",50.900002,51.549999,50.029999,50.299999,2975100,44.456793
"195",51.119999,51.720001,50.560001,51.349998,2978400,45.384817
"196",52.080002,52.52,51.509998,51.75,3663100,45.738351
"197",52.75,53.23,52.139999,53.169998,2297300,46.993392
"198",53.509998,53.509998,52.43,52.48,2384900,46.383549
"199",52.299999,52.650002,51.549999,52.380001,1736800,46.295167
"200",52.869999,53.540001,52.209999,53.419998,1851700,47.21435
"201",53.59,54.25,53.360001,54.009998,2107900,47.735812
"202",54.200001,54.220001,53.919998,54.009998,2216900,47.735812
"203",53.82,54.400002,53.509998,54.389999,1608800,48.071669
"204",54.849998,54.889999,54.57,54.82,2144600,48.451718
"205",54.700001,55.619999,54.509998,55.439999,2171200,48.999693
"206",55.970001,56.200001,55.669998,55.91,1853400,49.415096
"207",56.27,56.419998,55.200001,55.599998,1591200,49.141106
"208",55.389999,55.880001,55.18,55.220001,1686300,48.805252
"209",55.299999,55.66,54.560001,55.099998,1750400,48.69919
"210",54.91,55.189999,54.389999,54.990002,1916100,48.601971
"211",55.34,55.419998,53.75,54.259998,1511800,47.95677
"212",54.25,54.32,53.169998,53.580002,2089200,47.355767
"213",53.099998,53.220001,51.98,52.5,2961500,46.401226
"214",53.029999,53.060001,51.91,52.299999,1888800,46.224459
"215",51.93,52.619999,51.369999,52.369999,2635600,46.286327
"216",52.41,52.799999,51.990002,52.349998,2962100,46.268649
"217",51.490002,51.830002,50.630001,51.57,2591200,45.579261
"218",52.77,53.110001,52.41,52.630001,2997800,46.516125
"219",52.700001,53.610001,51.610001,53.5,6067600,47.285059
"220",53.990002,54.23,53.25,53.889999,3447600,47.629753
"221",54.009998,54.400002,53.150002,53.610001,1860700,47.382281
"222",54.310001,55.279999,54.240002,54.91,2100000,48.531263
"223",55,55.759998,54.27,55.549999,2970000,49.096915
"224",55.459999,55.639999,54.48,54.59,2414900,48.248437
"225",54.650002,54.880001,53.41,53.560001,4985600,47.33809
"226",53.759998,53.959999,52.790001,53.130001,2937000,46.958041
"227",53,53.099998,52.16,52.389999,2566300,46.304004
"228",52.560001,52.82,51.84,52.27,4095800,46.197945
"229",51.73,52.459999,51.029999,51.549999,3398600,45.859889
"230",52.43,53.150002,51.560001,51.779999,2751400,46.064501
"231",51.900002,52.060001,51.439999,51.759998,2173000,46.046708
"232",51.720001,52.25,51.669998,52.02,3231700,46.278011
"233",52.049999,52.43,51.639999,52.040001,3419800,46.295804
"234",52.040001,53.029999,51.720001,52.66,3731900,46.847367
"235",52.720001,53.139999,51.720001,51.919998,2312400,46.189047
"236",51.619999,52.5,51.32,51.540001,2404300,45.850994
"237",51.169998,51.189999,49.5,49.650002,5352900,44.169614
"238",49.82,50.400002,49.5,50.080002,4235300,44.552151
"239",51.5,51.75,50.959999,51.380001,4404400,45.708655
"240",51.27,51.599998,50.82,50.970001,4446900,45.343912
"241",50,50.09,49.450001,49.790001,2670500,44.29416
"242",49.93,50.369999,49.599998,49.709999,1848200,44.222989
"243",49.310001,50.73,49.220001,50.41,2644000,44.845723
"244",50.169998,50.900002,49.939999,50.669998,1619100,45.077023
"245",50.93,51.529999,50.720001,51.380001,1490800,45.708655
"246",51.77,51.990002,50.919998,51.669998,2742100,45.966643
"247",51.580002,51.849998,49.169998,49.220001,3407000,43.787077
"248",49.389999,50.779999,49.360001,50.040001,4145500,44.516565
"249",49.25,49.73,48.700001,48.91,3304500,43.511294
"250",48.799999,48.799999,47.279999,48.290001,5941400,42.959731
"251",48.450001,48.580002,47.529999,47.57,6772200,42.319204
"252",47.549999,47.709999,46.130001,46.25,5712400,41.144906
"253",46.299999,47.009998,46.259998,46.810001,3382100,41.643094
"254",46.57,46.650002,45.790001,45.810001,2946400,40.753475
"255",46.139999,46.619999,45.849998,46.299999,3430300,41.189386
"256",46.619999,47.759998,46.48,47.41,3647200,42.176865
"257",46.82,47.09,46.34,46.52,2663300,41.385104
"258",46.470001,47.259998,46.049999,46.709999,3787900,41.55413
"259",47.330002,47.619999,46.950001,47,5803900,41.812121
"260",46.779999,47.619999,46.68,47.41,2513700,42.176865
"261",47.860001,49,47.66,48.689999,7377400,43.315577
"262",48.57,49.07,48.189999,48.380001,3448100,43.039797
"263",47.619999,49.02,47.16,48.849998,4200900,43.457916
"264",48.77,49.009998,48.02,48.189999,3103000,42.870767
"265",48.130001,48.48,47.560001,48.23,2205700,42.906352
"266",48.5,49.650002,48.150002,49.470001,3286000,44.009482
"267",49.650002,50.380001,49.049999,50.150002,3980400,44.614424
"268",50.25,51.709999,50.25,51.450001,4265100,45.770929
"269",51.259998,52.860001,50.990002,52.650002,3887300,46.838473
"270",52.549999,52.759998,52.169998,52.32,2343500,46.544897
"271",52.099998,52.349998,51.639999,51.939999,3239700,46.20684
"272",52.490002,53.150002,52.470001,52.880001,2667200,47.043085
"273",52.130001,52.580002,51.790001,52.529999,2550000,46.731716
"274",51.59,52.02,51.200001,51.599998,3242200,45.904369
"275",51.529999,52.150002,51.32,51.470001,4456500,45.788721
"276",51.799999,52.740002,51.610001,52.110001,4539800,46.358077
"277",52.310001,52.470001,50.869999,51.049999,3001800,45.415079
"278",51.5,51.619999,50.77,51.330002,2658300,45.664175
"279",51.119999,51.209999,50.240002,50.59,2122000,45.005855
"280",50.91,51.59,50.810001,51.450001,1903600,45.770929
"281",51.68,51.73,50.869999,51.099998,2050900,45.45956
"282",51.490002,51.860001,50.830002,51.549999,2290800,45.859889
"283",51.400002,51.639999,50.98,51.16,2966900,45.512938
"284",51.77,53.23,51.09,52.59,4670200,46.785094
"285",53.040001,53.099998,50.689999,50.830002,4887200,45.219365
"286",50.43,50.470001,49.139999,49.299999,7087300,43.858245
"287",49.34,49.619999,48,48.02,4110000,42.719533
"288",47.580002,48.73,47.32,47.950001,4524900,42.65726
"289",48.860001,48.98,46.860001,47.540001,4274600,42.292516
"290",47.049999,47.57,45.189999,45.200001,5245300,40.210806
"291",45.5,45.689999,44.009998,45.48,5869400,40.459898
"292",44.459999,44.459999,41.869999,41.939999,7547200,37.591671
"293",42.75,43.189999,40.66,42.349998,9419200,37.959163
"294",40.669998,41.400002,37.950001,37.970001,14626800,34.033282
"295",38.869999,40.779999,37.889999,40.75,8259300,36.525052
"296",39.810001,40.630001,38.889999,39.009998,10337200,34.965453
"297",39.099998,41.23,38.650002,40.650002,6695200,36.435421
"298",41.209999,41.950001,40.709999,41.810001,4605700,37.475152
"299",42.240002,42.799999,41.849998,42.68,3792800,38.25495
"300",42.25,42.860001,41.970001,42.240002,4812600,37.86057
"301",42.43,42.93,41.23,41.540001,2696700,37.233145
"302",39.919998,40.16,38.299999,38.700001,7582400,34.687596
"303",38.200001,39.490002,37.830002,37.900002,4986500,33.97054
"304",39.48,39.580002,37.720001,37.860001,3828300,33.934686
"305",38.23,39.330002,37.790001,39.330002,3489900,35.252278
"306",39.279999,40.779999,39.049999,40.700001,4331700,36.480236
"307",40.950001,41.27,39.299999,39.419998,2764000,35.332944
"308",39.150002,40.43,38.299999,40.23,3911900,36.058965
"309",41,42.150002,40.959999,42.099998,2769400,37.735083
"310",41.939999,43,41.57,42.75,3009900,38.317692
"311",43.110001,44.169998,42.5,42.950001,4330800,38.496957
"312",42.799999,43.07,41.720001,42.049999,4354200,37.690267
"313",40.82,41.16,40.040001,40.32,4153200,36.139634
"314",39.040001,40.169998,38.810001,40.049999,4045600,35.897627
"315",40.709999,41.279999,40.599998,41.23,6301000,36.955285
"316",40.849998,41,39.470001,39.860001,7061900,35.727327
"317",39.240002,39.32,38.099998,38.66,5888600,34.651742
"318",37.950001,38.459999,37.259998,38.459999,6195000,34.472477
"319",38.450001,39.459999,38.220001,39.310001,4715400,35.234352
"320",39.639999,40.84,38.779999,40.189999,5744300,36.023111
"321",40.75,41.32,40.099998,41.220001,4535800,36.946323
"322",41.220001,41.48,39.549999,39.740002,6564000,35.61977
"323",39.080002,39.959999,38.669998,39.77,4883100,35.646658
"324",39.84,40,38.490002,38.560001,3696100,34.562111
"325",38.439999,38.82,36.18,36.209999,5235500,32.455757
"326",35.060001,35.360001,34.259998,34.810001,7415800,31.20091
"327",34.669998,35.200001,33.970001,34.73,4751700,31.129203
"328",35.009998,35.939999,34.009998,35.849998,4462200,32.133081
"329",37.110001,38.57,36.470001,37.130001,5982200,33.280373
"330",37.34,38.209999,36.279999,36.389999,4583800,32.617095
"331",37.439999,37.82,36.049999,36.810001,4562100,32.993551
"332",36.099998,36.57,35.5,35.5,3629200,31.81937
"333",35.299999,35.98,34.130001,34.16,3989700,30.618301
"334",33.68,35.830002,33.09,35.75,6e+06,32.04345
"335",35.84,37.689999,35.48,37.540001,5992100,33.647864
"336",37.669998,39,37.369999,38.990002,5326900,34.947529
"337",39.349998,39.98,38.459999,38.630001,7038900,34.624854
"338",39.549999,40,39.299999,39.939999,3432700,35.799031
"339",39.5,40.779999,39.419998,40.490002,2909100,36.29201
"340",40.860001,42.509998,40.700001,41.549999,6084400,37.242107
"341",40.759998,42.110001,40.450001,42,7315200,37.645452
"342",42.990002,43.220001,41.790001,42.169998,4858300,37.797825
"343",42.150002,42.150002,40.740002,40.869999,3325600,36.632609
"344",41.34,42.66,40.540001,42.32,4541800,37.932274
"345",42.07,42.810001,41.66,41.830002,3109500,37.493079
"346",42.02,42.150002,40.68,41.450001,4081400,37.152476
"347",42.380001,42.380001,41.419998,42.25,4249400,37.869532
"348",42.27,44.459999,41.099998,44.23,7424900,39.644246
"349",44.200001,44.200001,42.400002,43.139999,3721200,38.667256
"350",43.900002,44.330002,42.5,43.740002,4408000,39.205051
"351",46.009998,47.25,45.77,46.82,5867400,41.965715
"352",46.25,47.439999,46.200001,46.970001,3382900,42.100165
"353",46.16,46.669998,44.799999,44.82,4996400,40.173075
"354",43.16,45.150002,42.220001,44.279999,6454900,39.689061
"355",45.900002,45.900002,44.540001,45.279999,4474100,40.585381
"356",45.619999,46.459999,44.75,46.349998,4179200,41.858753
"357",45.650002,46.27,45,45.939999,2871500,41.488482
"358",45.700001,46.029999,44.459999,45.259998,4521700,40.874373
"359",45.540001,46.099998,44.599998,45.990002,4245000,41.53364
"360",44.580002,45.080002,43.759998,43.950001,3525000,39.691312
"361",44.610001,44.939999,43.98,44.490002,2861500,40.178987
"362",45.419998,46.25,45.130001,45.639999,2245700,41.217552
"363",45.48,46.259998,45.279999,46.099998,3856300,41.632978
"364",46.029999,46.73,45.639999,46.439999,2539700,41.940033
"365",45.869999,46.16,44.84,44.950001,3766900,40.594413
"366",44.700001,44.91,43.400002,43.849998,3522500,39.601
"367",44.169998,44.34,43.599998,43.919998,2078900,39.664216
"368",43.049999,43.349998,42.41,43.099998,2485300,38.923673
"369",43.049999,43.049999,41.889999,42.560001,2630000,38.436001
"370",41.919998,42.060001,40.830002,40.869999,3159300,36.909757
"371",40.849998,41.419998,40.52,40.549999,1337700,36.620765
"372",42.139999,42.580002,41.799999,42.330002,2299300,38.228288
"373",42.59,43.099998,42.279999,42.369999,2118800,38.26441
"374",44.259998,45.259998,44.09,44.91,3967400,40.558288
"375",44.669998,45.41,44.490002,44.59,2258300,40.269296
"376",45.09,45.57,44.759998,44.830002,2634200,40.486042
"377",45.77,46.639999,45.310001,46.009998,3477900,41.551699
"378",46.029999,46.459999,45.759998,46.110001,3080100,41.642011
"379",45.740002,45.860001,44.869999,45.59,4217900,41.172398
"380",45.16,45.330002,43.790001,43.93,3210500,39.673249
"381",44.240002,44.709999,43.669998,44.349998,4163900,40.05255
"382",43.66,43.849998,42.950001,43.41,2577000,39.203636
"383",43.830002,44.349998,42.709999,43.130001,4723100,38.950769
"384",42.68,42.75,41.540001,41.84,3968500,37.785767
"385",42.41,42.540001,41.380001,41.98,3760400,37.912201
"386",42.52,43.34,42.060001,42.189999,7261600,38.101851
"387",42.5,42.77,41.619999,41.759998,2212500,37.713517
"388",42.490002,43.77,42.439999,43.630001,2655400,39.40232
"389",43.700001,43.830002,42.630001,43.700001,3862600,39.465536
"390",43.75,44.18,43.23,43.380001,2804700,39.176544
"391",43.66,44.43,43.52,44.360001,2196400,40.061583
"392",44.330002,44.700001,44.080002,44.459999,1071700,40.151892
"393",44.369999,44.540001,43.240002,43.299999,1770800,39.104294
"394",43.290001,44.009998,43.290001,43.91,1939000,39.655187
"395",43.790001,43.98,43.5,43.529999,1722500,39.312007
"396",44.779999,45.639999,44.73,45.490002,3382300,41.082089
"397",45.459999,45.720001,45.16,45.48,2456700,41.073056
"398",45.490002,45.759998,44.990002,45.66,3620600,41.235615
"399",45.959999,45.959999,45.02,45.290001,3010100,40.901468
"400",45.32,45.619999,45.049999,45.540001,6210700,41.127243
"401",46.209999,47.779999,46.209999,47.740002,4055900,43.114067
"402",47.52,48.34,47.5,48.27,3545900,43.59271
"403",48.459999,49.290001,47.990002,49.169998,2476400,44.405499
"404",48.540001,48.82,48.110001,48.709999,3139900,43.990073
"405",49.57,49.939999,48.880001,48.939999,3330900,44.197786
"406",48.849998,49.5,48.720001,49.43,3489200,44.640308
"407",49.549999,50.200001,49.360001,50.029999,3542300,45.182167
"408",49.029999,49.029999,48.200001,48.380001,4948200,43.692052
"409",48.470001,49.02,47.939999,48.080002,3279600,43.421122
"410",47.939999,48.84,47.529999,48.810001,2283600,44.080386
"411",48.830002,49.700001,48.200001,49.540001,3016400,44.739649
"412",47.82,49.029999,47.700001,48.93,7389500,44.188757
"413",48.75,49.990002,48.689999,49.57,3880000,44.766741
"414",49.080002,49.66,48.75,49.66,3028600,44.848021
"415",49.919998,50.080002,48.68,49.029999,3460400,44.279066
"416",49.639999,50.150002,49.200001,49.82,3653100,44.992517
"417",49.560001,49.860001,49.200001,49.330002,1919000,44.892414
"418",50.150002,51.189999,50.049999,50.93,2897700,46.348481
"419",50.509998,51.5,50.369999,51.09,3860100,46.494088
"420",50.799999,51.490002,50.619999,51.290001,2377800,46.676097
"421",51.459999,51.650002,51.119999,51.650002,2077300,47.003713
"422",51.77,51.900002,51.400002,51.799999,2042800,47.140218
"423",51.02,51.529999,50.790001,51.439999,2510400,46.812602
"424",51.779999,52.189999,51.380001,52.049999,2284100,47.367728
"425",51.939999,51.939999,51.16,51.740002,2713500,47.085617
"426",51.91,51.91,50.560001,50.869999,3833800,46.293877
"427",50.779999,51.150002,50.299999,51.009998,4861400,46.421283
"428",51.34,51.400002,50.77,50.82,2662400,46.248376
"429",51.509998,52.419998,51.439999,51.939999,3294900,47.267623
"430",51.950001,52.610001,51.860001,52.16,2615500,47.467833
"431",51.970001,52.16,51.380001,51.869999,2246400,47.20392
"432",52.02,52.5,51.669998,51.75,4729700,47.094716
"433",51.549999,52.68,51.200001,52.18,2933300,47.486035
"434",52.16,52.57,51.950001,52.509998,2584800,47.786347
"435",52.549999,53.060001,52.150002,52.189999,3906000,47.495134
"436",52.299999,52.700001,51.720001,52.209999,2521600,47.513335
"437",52.099998,52.150002,51.139999,51.27,2024800,46.657896
"438",51.27,51.349998,50.549999,50.720001,2171200,46.157373
"439",49.939999,50.009998,48.48,48.700001,4229800,44.319086
"440",48.900002,49.169998,48.5,48.75,4340000,44.364588
"441",49.330002,49.509998,48.869999,49.279999,3475900,44.846909
"442",49.59,49.709999,48.939999,49.009998,3345200,44.601197
"443",49.119999,49.130001,48.450001,48.619999,3781600,44.246281
"444",49.25,50.32,48.950001,50.23,4630200,45.711451
"445",50.09,50.599998,50.09,50.369999,3202000,45.838856
"446",50.400002,50.669998,50.16,50.650002,3015000,46.09367
"447",50.77,51.130001,50.599998,51.02,3148000,46.430385
"448",50.959999,51.16,50.619999,50.860001,2762700,46.284779
"449",50.450001,50.66,49.82,49.950001,2626300,45.45664
