"","ETN.Open","ETN.High","ETN.Low","ETN.Close","ETN.Volume","ETN.Adjusted"
"1",68.629997,70.970001,68.629997,70.860001,3838800,30.699397
"2",69.870003,71.290001,69.519997,70.529999,2554400,30.556427
"3",71.300003,72.580002,71.150002,71.400002,3060000,30.933347
"4",71.870003,74.57,71.870003,74.449997,3815200,32.254728
"5",73.93,74.760002,73.099998,73.559998,2947600,31.869144
"6",74.309998,74.309998,72.690002,74.199997,2952800,32.146417
"7",74.169998,74.690002,73.68,74.32,2874200,32.198407
"8",75.150002,76.290001,73.790001,74.32,2770000,32.198407
"9",74.32,74.849998,71.389999,71.580002,3006200,31.01133
"10",71.519997,71.690002,69.809998,71.07,3034400,30.790377
"11",70.769997,71.080002,69.25,69.419998,2085600,30.07553
"12",69.540001,70.389999,68.620003,70.199997,4234800,30.413457
"13",70.720001,70.720001,69.120003,69.230003,2996400,29.993217
"14",67.610001,68.120003,65.379997,65.989998,4434000,28.589516
"15",65.809998,67.169998,65.309998,65.440002,6160200,28.351236
"16",65.290001,65.57,63.73,64.559998,4869600,27.969983
"17",64.860001,65.470001,63.360001,63.700001,4042200,27.597398
"18",65.199997,65.43,62.950001,63.580002,3380000,27.545409
"19",63.900002,65.779999,63.529999,65.760002,3589200,28.489873
"20",66.279999,66.809998,65.440002,66.550003,2571000,28.832133
"21",66.739998,67.540001,66.370003,67.5,1697600,29.24371
"22",67.099998,67.32,66.25,66.599998,3168000,28.853793
"23",67.589996,68.879997,67.489998,68.519997,3032600,29.685613
"24",68.120003,68.959999,67.660004,68.699997,2870800,29.763597
"25",68.790001,69.080002,67.709999,68.949997,3340600,29.871907
"26",68.230003,68.82,66.959999,67.199997,3232800,29.113736
"27",67.400002,67.839996,66.269997,67.510002,2183600,29.248043
"28",66.300003,69.230003,66.099998,69.059998,3304200,29.919563
"29",72.260002,73.989998,71.5,73.139999,9396800,31.687184
"30",74.440002,75.620003,73.699997,74.75,6797000,32.384701
"31",74.599998,77.470001,74.290001,77.230003,5592800,33.459138
"32",77.769997,78.25,76.459999,77.419998,5382600,33.541451
"33",78.110001,78.25,77.120003,77.589996,4448400,33.615101
"34",77.589996,78.559998,76.559998,77.059998,4298800,33.385485
"35",77.849998,78.199997,76.129997,77.449997,3270600,33.554448
"36",76.150002,78.900002,75.830002,78.459999,4328800,33.992021
"37",79.940002,79.980003,78.769997,79.650002,3974800,34.507578
"38",79.739998,79.879997,78.599998,79.400002,3667000,34.399268
"39",79.480003,80.75,79.400002,80.650002,2983800,34.940818
"40",79.809998,79.889999,79.07,79.75,3534000,34.801177
"41",79.150002,79.639999,77.879997,79.150002,2627400,34.53935
"42",79.980003,79.980003,78.760002,79.120003,1789000,34.526259
"43",78.32,79.599998,77.959999,79.07,3928600,34.504439
"44",77.940002,77.940002,76.339996,76.449997,4338000,33.361127
"45",74.900002,76.160004,74.529999,75.68,3080400,33.025117
"46",75.199997,75.970001,75,75.269997,1835000,32.8462
"47",74.839996,76.019997,73.940002,75.410004,1752800,32.907296
"48",76.260002,77.839996,76.260002,76.760002,2687600,33.496406
"49",76.790001,76.93,75.440002,75.459999,4129600,32.929113
"50",75.059998,75.540001,73.059998,73.379997,4007400,32.021445
"51",72.660004,73.139999,71.75,73.040001,3063400,31.873078
"52",73.300003,73.550003,72.230003,72.489998,3812200,31.633069
"53",71.480003,71.949997,70.199997,70.650002,4620000,30.830134
"54",70.010002,70.650002,69.059998,69.970001,4556400,30.533396
"55",70.279999,71.370003,69.779999,70.160004,5152800,30.616309
"56",70.790001,72.139999,70.07,71.860001,3996600,31.358151
"57",71.75,71.940002,70.07,70.07,2085800,30.577034
"58",69.529999,70.279999,68.730003,69.480003,3659600,30.319572
"59",70.660004,75.199997,70.610001,74.860001,6994200,32.667287
"60",74.870003,76.059998,74.540001,76.059998,3787000,33.190939
"61",77.290001,77.800003,75.610001,76.5,3920400,33.382947
"62",75.760002,76.32,75.309998,75.370003,2475600,32.88984
"63",75.440002,77.449997,75.440002,77.059998,2811000,33.627318
"64",77.860001,78,76.940002,77.309998,3007800,33.736412
"65",77.690002,78.730003,77.470001,78.559998,2404400,34.281885
"66",78.900002,80.660004,78.900002,80.190002,4122600,34.993184
"67",80.309998,81.68,79.510002,80.43,4415800,35.097914
"68",79.849998,80.150002,78.669998,79.230003,3497400,34.574261
"69",78.639999,80.230003,78.589996,79.720001,2367200,34.788086
"70",79.989998,80.529999,79.379997,79.849998,2493200,34.844814
"71",80.349998,81.5,79.93,81.230003,2802400,35.447018
"72",81.309998,82.739998,81.309998,81.839996,3722800,35.713206
"73",81.489998,82.309998,80.580002,81.139999,4005000,35.407742
"74",80.470001,81.089996,79.75,80.029999,3299200,34.923362
"75",81.269997,82.849998,81.269997,82.419998,2707800,35.966306
