"","COF.Open","COF.High","COF.Low","COF.Close","COF.Volume","COF.Adjusted"
"110",39.23,39.57,38.700001,39.27,4467200,37.458382
"111",39.43,40.52,39.380001,39.689999,4852500,37.859004
"112",39.380001,39.57,38.66,38.82,5674000,37.02914
"113",38.779999,38.98,38.130001,38.27,3965600,36.504514
"114",38.720001,38.900002,37.98,38.060001,5124600,36.304203
"115",37.849998,38.119999,37.5,37.82,4860700,36.075273
"116",37.689999,37.75,37,37.119999,5174100,35.407565
"117",36.810001,37.18,36.439999,36.549999,4925200,34.863861
"118",36.810001,37.84,36.650002,37.700001,4737500,35.96081
"119",37.290001,37.57,37,37,1482000,35.293102
"120",36.799999,37.880001,36.540001,37.73,5004500,35.989425
"121",37.360001,37.669998,37.07,37.23,4649300,35.512491
"122",37.790001,38.25,37.52,38.130001,4689300,36.370973
"123",38.110001,39.060001,37.799999,38.950001,4658100,37.153144
"124",38.66,38.84,38.16,38.759998,4196100,36.971907
"125",38.669998,38.790001,38.330002,38.52,2362500,36.742981
"126",38.93,39.360001,38.369999,38.57,3937400,36.790674
"127",38.57,40.580002,38.459999,40.529999,6391700,38.660253
"128",40.799999,41.400002,40.639999,41.27,5956200,39.366117
"129",41.759998,42.400002,41.66,42.209999,5281300,40.262751
"130",42.610001,42.689999,41.93,42.220001,3949500,40.272292
"131",42.200001,42.759998,42,42.099998,3064600,40.157825
"132",41.82,41.900002,41.290001,41.52,4354200,39.604584
"133",41.470001,41.849998,40.799999,40.900002,7306300,39.013187
"134",40.849998,41,40.080002,40.490002,5937000,38.622101
"135",40.799999,41.23,40.549999,41.049999,3809300,39.156265
"136",41.32,42.419998,41.150002,42.18,4063300,40.234136
"137",42.259998,42.91,42.119999,42.540001,2631900,40.577529
"138",42.209999,42.790001,42.130001,42.360001,1779200,40.405833
"139",42.080002,42.830002,42.009998,42.59,1332100,40.625222
"140",42.389999,42.950001,42.32,42.779999,1412000,40.806455
"141",42.790001,42.900002,42.450001,42.599998,1600800,40.634759
"142",42.470001,42.580002,42.060001,42.470001,2165000,40.510759
"143",42.450001,42.700001,42.259998,42.560001,1781800,40.596607
"144",43.009998,44.099998,43.009998,43.689999,3847800,41.674475
"145",43.77,44.099998,43.209999,43.68,3340000,41.664938
"146",43.669998,45.52,43.419998,45.52,6710900,43.420054
"147",45.689999,45.849998,45.169998,45.400002,5195400,43.305591
"148",45.59,45.68,44.259998,45.41,5620300,43.315128
"149",44.990002,46.110001,44.880001,45.57,3647000,43.467747
"150",45.869999,46.619999,45.75,46.200001,3374400,44.068685
"151",46.700001,47.380001,46.580002,47.169998,5554000,44.993934
"152",47.060001,47.200001,46.23,46.689999,4077800,44.536078
"153",46.66,48.619999,46.66,48.380001,5038000,46.148116
"154",49.060001,49.060001,47.459999,48.009998,4903800,45.795183
"155",47.59,47.900002,47.049999,47.32,4960100,45.137015
"156",47.200001,47.48,46.25,47.25,5483200,45.070245
"157",47.84,49.689999,47.599998,49.169998,8087100,46.901669
"158",49.060001,49.290001,48.279999,48.470001,4018900,46.233964
"159",47.73,48.400002,47.540001,48.209999,3958700,45.985957
"160",48.470001,49.139999,48.240002,48.279999,2959200,46.052727
"161",48.540001,48.889999,47.709999,48.400002,3692000,46.167194
"162",48.669998,49.049999,47.98,48.240002,5726300,46.014575
"163",48.5,48.599998,47.970001,48.16,4013400,45.938264
"164",48.540001,50,48.310001,49.860001,5156100,47.55984
"165",48.970001,49.919998,48.970001,49.459999,3822200,47.178291
"166",49.389999,49.459999,48.540001,49.049999,2695900,46.787206
"167",49.189999,49.189999,48.439999,48.759998,3043300,46.510583
"168",48.990002,49.950001,48.82,49.529999,2648700,47.245062
"169",49.619999,51.709999,49.450001,51.580002,7630700,49.200493
"170",51.259998,51.630001,50.439999,51.029999,4817200,48.723094
"171",50.779999,51.790001,50.77,51.700001,3821000,49.362807
"172",51.549999,52.400002,51.52,52.060001,4225500,49.706533
"173",51.959999,52.919998,51.959999,52.759998,3811600,50.374885
"174",52.689999,52.900002,51.830002,52.110001,4099500,49.754272
"175",52.389999,52.400002,51.740002,52.110001,3722300,49.754272
"176",51.990002,52.400002,51.77,52.130001,2667400,49.773368
"177",52.299999,52.98,51.669998,52.689999,3793500,50.30805
"178",51.91,52.389999,50.450001,50.73,6293500,48.436656
"179",50.799999,51.110001,49.389999,50.34,4699400,48.064288
"180",50.360001,51.290001,49.939999,50.630001,4408900,48.341178
"181",50.860001,51.029999,49.98,49.990002,4677600,47.730111
"182",50.25,50.5,49.57,49.77,4721900,47.520056
"183",49.880001,49.880001,48.189999,48.259998,6300500,46.078316
"184",48.130001,49,47.790001,47.91,3917900,45.74414
"185",48.369999,49.139999,48.139999,48.970001,5016000,46.756222
"186",49.73,49.990002,48,48.529999,5940400,46.336111
"187",48.639999,48.759998,48.099998,48.299999,5145400,46.116509
"188",48.529999,49.529999,48.470001,49.279999,5094600,47.052206
"189",48.959999,49.68,48.93,49.330002,2758100,47.099948
"190",48.610001,48.630001,47.779999,48.27,3334200,46.087866
"191",48.029999,49.880001,48,49.57,3880400,47.329096
"192",49.110001,49.52,48.130001,49.459999,3889800,47.224069
"193",47.93,51.450001,47.93,51.099998,8398700,48.789929
"194",51.080002,51.450001,50.130001,50.200001,7098700,47.930617
"195",51.119999,51.34,50.27,50.779999,4101800,48.484395
"196",51.549999,52.279999,50.790001,51.049999,6328500,48.74219
"197",51.759998,51.860001,50.599998,51.240002,3713500,48.923603
"198",51.23,51.360001,50.549999,50.560001,3525200,48.274343
"199",50.57,51.619999,50.299999,51.41,3559100,49.085916
"200",50.610001,52.150002,49.759998,51.860001,6808500,49.515574
"201",51.970001,52.490002,51.700001,52.23,3164000,49.868846
"202",52.459999,52.459999,51.57,51.580002,2494400,49.248233
"203",51.630001,52.119999,51.16,52.009998,2359300,49.65879
"204",52.299999,52.869999,51.849998,52.110001,3433800,49.754272
"205",51.889999,52.380001,51.360001,51.959999,3044300,49.611051
"206",52.529999,52.689999,51.77,52.09,3127100,49.735176
"207",52.09,52.16,51.599998,51.82,2183900,49.477381
"208",51.709999,52.040001,51.240002,51.669998,2928600,49.334161
"209",51.84,52.240002,51.529999,52.150002,2507200,49.792465
"210",52.099998,52.459999,51.709999,51.950001,2694900,49.601505
"211",52.049999,52.110001,51.59,51.650002,2499400,49.315068
"212",51.689999,52.029999,51.349998,51.5,2644900,49.171847
"213",51.23,51.810001,50.860001,51.619999,3049700,49.286422
"214",51.990002,52.029999,51.060001,51.529999,3734900,49.20049
"215",51.240002,51.290001,50.23,50.25,3366100,47.978356
"216",50.310001,50.799999,49.32,50.029999,4421900,47.7683
"217",49.439999,49.669998,48.830002,49.439999,3014400,47.204972
"218",49.48,50.470001,49.439999,50.220001,3454000,47.949713
"219",50.82,50.880001,50.189999,50.529999,3171800,48.245697
"220",51.43,53.830002,51.419998,53.259998,8834700,50.852282
"221",53.400002,54.490002,53.029999,54.450001,5002500,51.988488
"222",54.790001,54.790001,53.799999,54.610001,4e+06,52.141255
"223",54.799999,55.639999,54.580002,55.439999,4887500,52.933731
"224",55.330002,55.639999,55.110001,55.200001,2927900,52.704583
"225",55.23,55.439999,54.59,54.73,3100000,52.255829
"226",55.130001,55.290001,54.720001,54.779999,3570700,52.303568
"227",54.73,54.950001,54.040001,54.040001,4456000,51.597023
"228",54.130001,54.240002,52.790001,53.169998,4831900,50.76635
"229",53.07,53.68,52.57,53.139999,3969100,50.737708
"230",53.93,54.630001,53.450001,53.790001,4088700,51.358325
"231",53.529999,53.849998,53.16,53.369999,2311500,50.95731
"232",53.650002,54.060001,53.369999,53.950001,2126400,51.511091
"233",53.68,53.869999,52.919998,53.029999,2854800,50.63268
"234",53.02,53.16,52.09,52.950001,3623700,50.556298
"235",52.950001,53.119999,52.150002,52.34,3383400,49.973874
"236",52.139999,54.02,51.869999,53.48,4690600,51.062338
"237",53.16,54.869999,53,54.869999,4803400,52.389499
"238",54.98,55.400002,54.279999,55.369999,3851100,52.866896
"239",55.68,56.259998,55.369999,56.209999,3605100,53.717429
"240",56.02,56.169998,54.98,55.07,4594900,52.627982
"241",54.349998,54.650002,54.040001,54.09,2551000,51.691439
"242",54.240002,54.25,52.82,53.029999,4020200,50.678442
"243",52.91,52.939999,52.049999,52.41,4219100,50.085937
"244",52.220001,53.240002,51.830002,52.869999,3353900,50.525538
"245",53.16,54.32,53.110001,54.040001,3487400,51.643657
"246",54.459999,54.810001,53.950001,54.34,2776800,51.930353
"247",54.029999,54.029999,52.669998,52.75,3792800,50.41086
"248",52.75,53.290001,52,52.52,3741900,50.191059
"249",51.849998,52.310001,51.5,51.549999,3271300,49.264072
"250",51.43,51.610001,50.330002,50.73,4322300,48.480434
"251",51,51,49.970001,50.16,3652700,47.93571
"252",50.049999,50.919998,49.52,49.700001,3852200,47.496109
"253",49.98,50.709999,49.939999,50.150002,2508600,47.926155
"254",49.970001,50.07,48.849998,49.540001,4201000,47.343205
"255",49.810001,50.310001,49.689999,50.060001,3415400,47.840146
"256",50.52,50.630001,48.25,48.43,10303900,46.282426
"257",48.09,48.830002,47.330002,47.869999,6700700,45.747257
"258",47.849998,49.91,47.77,49,9108200,46.827149
"259",49.310001,49.810001,48.240002,48.84,6082100,46.674245
"260",48.720001,50.709999,48.57,49.59,5877600,47.390987
"261",50.009998,50.950001,49.82,50.66,4582000,48.413538
"262",50.369999,51.25,50.220001,50.360001,3401300,48.126842
"263",49.720001,50.66,49.639999,50.360001,4248300,48.126842
"264",50.330002,50.5,49.220001,49.509998,4427100,47.314532
"265",49.59,50.889999,49.290001,50.759998,3622800,48.509103
"266",50.919998,51.580002,50.439999,51.419998,3590400,49.139835
"267",51.759998,52.349998,51,52.259998,5180500,49.942587
"268",52.380001,52.599998,51.279999,51.669998,5428200,49.37875
"269",51.740002,52.830002,51.529999,52.650002,3102800,50.315296
"270",52.560001,53.169998,51.889999,53.060001,3837200,50.707115
"271",52.77,53.18,52.040001,53.130001,3610100,50.77401
"272",54.060001,54.970001,53.869999,54.310001,4879700,51.901685
"273",53.5,54.259998,53.470001,53.709999,3319700,51.328289
"274",52.84,53.369999,51.889999,52.07,3991100,49.761013
"275",52.049999,52.950001,51.990002,52.240002,2838100,49.923477
"276",51.720001,52.110001,50.669998,50.869999,10159300,48.614225
"277",50.52,50.700001,48.630001,48.75,40184200,46.588235
"278",49,49.040001,47.950001,48.5,12884800,46.349321
"279",48.389999,48.900002,47.549999,48.349998,7534400,46.205972
"280",48.52,49.200001,47.849998,48.560001,6713700,46.406662
"281",48.82,49.330002,48.389999,48.950001,5740400,46.779367
"282",49.259998,50.400002,49.16,50,8036800,47.782806
"283",49.91,50.049999,49.48,49.639999,3931300,47.438769
"284",49.27,49.57,48.759998,48.880001,4246800,46.712472
"285",48.849998,49.259998,48.220001,48.84,4955500,46.674245
"286",48.580002,48.689999,47.549999,47.610001,5000300,45.498788
"287",47.720001,48.549999,47.529999,47.630001,3461700,45.517902
"288",47.279999,48.040001,46.580002,47.799999,5414200,45.680361
"289",48.139999,48.360001,46.919998,47.119999,5145900,45.030515
"290",46.880001,47.080002,45.07,45.080002,7687700,43.080979
"291",45.27,46.150002,44.34,45.959999,6162600,43.921954
"292",45.290001,45.310001,43.099998,43.099998,8424100,41.188777
"293",43.560001,43.970001,41,42.799999,12729800,40.902081
"294",41.950001,42.560001,35.939999,37.630001,18289900,35.96134
"295",39.16,40.880001,37.18,40.82,13167100,39.009882
"296",41.400002,43.57,39.990002,41.049999,20050700,39.277793
"297",41.880001,44.66,41.77,44.139999,12856500,42.234393
"298",44.700001,46.119999,43.360001,43.779999,10165500,41.889934
"299",44.279999,46.150002,44.110001,45.400002,7130100,43.439998
"300",44.84,45.18,44.200001,44.549999,5674500,42.626692
"301",44.939999,45.369999,43.900002,44.470001,4862600,42.550148
"302",42.759998,42.950001,41.400002,41.93,8980000,40.119803
"303",41.470001,42.959999,41.23,41.299999,5495000,39.517001
"304",42.380001,42.709999,40.82,41.130001,5031900,39.354341
"305",41.509998,42.799999,40.830002,42.799999,6310900,40.952243
"306",42.759998,44.68,42.48,43.779999,6142800,41.889934
"307",44.509998,45.560001,43.130001,43.380001,6645600,41.507205
"308",43.09,44.540001,42.34,44.23,4954000,42.320507
"309",44.950001,45.389999,44.700001,45.389999,4343800,43.430428
"310",45.029999,45.84,44.389999,45.369999,5131500,43.411291
"311",45.529999,46.459999,45.400002,46.049999,4860400,44.061934
"312",45.900002,46.279999,45.25,45.299999,6901800,43.344313
"313",43.939999,44.040001,41.900002,42.279999,8151200,40.454692
"314",40.82,41.830002,40.32,41.73,6005300,39.928437
"315",42.830002,44.27,42.639999,44.049999,6961200,42.148278
"316",43.73,44.279999,43.029999,43.099998,5106000,41.23929
"317",42.389999,43.029999,41.549999,41.779999,6051800,39.976278
"318",40.82,42.709999,40.720001,42.580002,6171700,40.741743
"319",42.720001,43.580002,42.349998,42.66,5049600,40.818287
"320",43.049999,44.119999,42.040001,43.52,5880000,41.64116
"321",43.650002,43.720001,41.880001,43.459999,12200000,41.583749
"322",43.580002,44.040001,42.419998,42.970001,6585900,41.114905
"323",41.950001,43.049999,41.57,42.720001,4589300,40.875698
"324",43.07,43.509998,42.369999,42.419998,4270700,40.588647
"325",42.48,43.220001,41.369999,41.389999,6876100,39.603115
"326",40.200001,41.93,39.810001,40.799999,11222300,39.038586
"327",40.400002,41.189999,40.16,40.939999,6603800,39.172542
"328",41.360001,42.990002,40.849998,42.869999,5485400,41.01922
"329",44.900002,45.189999,42.099998,42.43,7190400,40.598217
"330",42.470001,42.860001,40.939999,40.939999,5813900,39.172542
"331",42.029999,42.130001,39.939999,41.029999,7088600,39.258656
"332",40.380001,40.889999,39.619999,39.630001,5399300,37.919099
"333",39.369999,40.23,37.740002,37.75,6734000,36.120261
"334",37.220001,38.990002,36.330002,38.799999,8800000,37.12493
"335",38.790001,39.669998,37.860001,39.419998,5140900,37.718163
"336",39.25,40.689999,38.580002,40.619999,4375000,38.866357
"337",40.84,41.669998,39.450001,39.810001,6238500,38.091329
"338",40.799999,41.93,40.75,41.900002,3580900,40.0911
"339",41.48,42.950001,41.169998,42.52,5373100,40.684332
"340",42.84,44.259998,42.459999,43.439999,5565500,41.564612
"341",42.990002,42.990002,41.330002,41.869999,5462300,40.062392
"342",42.73,42.73,41.02,42.060001,4785900,40.244192
"343",41.799999,41.849998,40.139999,40.279999,5378400,38.541035
"344",40.540001,41.509998,40.040001,41.18,7738100,39.402182
"345",41.060001,41.619999,39.669998,39.75,6499900,38.033918
"346",39.939999,40.59,39.139999,40.490002,7341700,38.741972
"347",41.330002,43.490002,41.32,43.290001,13089300,41.42109
"348",43.700001,46.060001,43.490002,45.439999,8205200,43.478268
"349",44.779999,45.48,43.150002,43.41,7079400,41.535908
"350",44.259998,44.860001,43.490002,44.599998,5222500,42.674533
"351",46.25,47.310001,45.84,47.07,9581300,45.037899
"352",46.59,47.189999,46.16,46.900002,3685700,44.87524
"353",46.029999,46.790001,45.66,45.66,4778200,43.688772
"354",44.27,45.049999,43.650002,43.77,5994700,41.880367
"355",44.73,45.599998,44.580002,45.200001,5936200,43.248632
"356",45.720001,46.93,44.669998,46.740002,9051700,44.722148
"357",46.43,46.43,45.68,46.16,3478700,44.167186
"358",45.98,46.540001,45.470001,46.369999,2572600,44.368119
"359",46.630001,46.939999,45.599998,46.849998,3887100,44.827396
"360",45.869999,45.990002,44.150002,44.400002,6886200,42.48317
"361",45.16,45.290001,44.189999,44.490002,4408700,42.569285
"362",45.27,45.450001,44.610001,45.02,3835900,43.076402
"363",44.639999,44.759998,43.360001,43.810001,4474400,41.918641
"364",43.5,44.299999,42.959999,43.68,4815900,41.794252
"365",43.290001,43.290001,42.040001,42.07,6541900,40.253759
"366",41.869999,42.450001,40.93,41.209999,6564100,39.477806
"367",41.610001,41.939999,41.25,41.639999,3619600,39.889732
"368",40.560001,41.290001,40,40.98,4817900,39.257474
"369",40.889999,41.330002,40.48,40.77,4054300,39.056302
"370",40.310001,40.32,39.299999,39.849998,5796100,38.174971
"371",40.02,40.650002,39.869999,40.02,1957700,38.337827
"372",41.52,41.880001,41.400002,41.860001,7313400,40.100486
"373",41.759998,42.049999,41.490002,41.529999,5136500,39.784355
"374",42.959999,44.709999,42.799999,44.66,7308900,42.782792
"375",44.18,44.959999,44.139999,44.75,5876600,42.869009
"376",45.110001,46.099998,45.029999,45.34,6179600,43.43421
"377",46.240002,47.25,45.84,46.799999,6877400,44.83284
"378",46.59,46.66,45.330002,45.68,5149300,43.759918
"379",45.25,46.52,44.830002,46.259998,3037500,44.315537
"380",45.810001,45.900002,44.619999,44.720001,4375100,42.840271
"381",45.279999,46.200001,45.209999,46.07,3790700,44.133525
"382",45.450001,45.52,44.799999,45.150002,3140300,43.252197
"383",45.580002,46,44.130001,44.599998,4962400,42.725313
"384",44.360001,44.93,44.130001,44.330002,4573300,42.466665
"385",44.939999,45.130001,42.82,43.049999,9205400,41.240465
"386",43.290001,43.860001,43.139999,43.389999,5886700,41.566174
"387",43.509998,43.560001,41.43,41.560001,5679600,39.813097
"388",42.5,43.200001,41.740002,41.75,8392100,39.995109
"389",41.630001,41.98,41.27,41.939999,8169700,40.177121
"390",42.130001,42.939999,41.900002,42.639999,5339000,40.847699
"391",43,43.130001,42.459999,43.099998,2598700,41.288363
"392",42.779999,43.25,42.48,42.490002,1888400,40.704006
"393",42.400002,42.650002,41.68,41.720001,2604400,39.966371
"394",41.98,42.68,41.82,42.639999,4079000,40.847699
"395",42.700001,42.77,42.290001,42.290001,2795800,40.512412
"396",43.389999,44.139999,43.360001,43.75,5752700,41.911042
"397",43.5,44.75,43.119999,44.5,6322500,42.629517
"398",44.200001,46.220001,44.049999,45.18,6687400,43.280935
"399",45.299999,45.900002,44.93,45.16,3345400,43.261775
"400",45.310001,46.34,45.18,46.25,5580600,44.305959
"401",46.91,48,46.52,47.68,8358200,45.675852
"402",47.450001,48.169998,47.099998,47.709999,4069600,45.70459
"403",48.07,48.48,47.400002,48.400002,6007500,46.365589
"404",47.810001,48.970001,47.439999,48.889999,5043200,46.834991
"405",49.189999,49.599998,48.700001,48.799999,5362100,46.748774
"406",48.68,49.439999,48.369999,49.119999,4479800,47.055323
"407",49.389999,49.630001,48.540001,48.77,6797900,46.720036
"408",45.150002,46.299999,44.75,46.029999,17119600,44.095205
"409",45.91,46.200001,45.540001,46.09,5497900,44.152685
"410",45.639999,45.720001,44.799999,45.040001,7190300,43.14682
"411",44.880001,45.75,44.650002,45.610001,6115300,43.692861
"412",45.75,46.330002,45.009998,45.610001,7281600,43.692861
"413",45.16,46.209999,45.099998,46.049999,4680900,44.114365
"414",45.369999,45.389999,44.299999,44.799999,6571700,42.916907
"415",45.09,46.040001,44.91,45.75,7679000,43.826976
"416",46.02,47.040001,46.009998,46.650002,6047800,44.689147
"417",46.849998,47.57,46.529999,46.990002,4440500,45.014856
"418",47.740002,49.93,47.740002,49.299999,8144400,47.227757
"419",48.860001,48.93,47.73,47.900002,5285700,45.886606
"420",47.830002,48.009998,47.139999,47.290001,7334800,45.302245
"421",47.18,48.5,47.18,48.380001,7091200,46.395483
"422",48.490002,49.25,47.939999,49.099998,5408300,47.085947
"423",48.509998,48.650002,48,48.279999,3411700,46.299583
"424",48.619999,48.990002,48,48.490002,4409400,46.500972
"425",48.169998,48.169998,47.490002,47.98,3352000,46.01189
"426",49.209999,50.02,49.009998,49.18,9346600,47.162667
"427",49,49.549999,48.66,49.290001,5861500,47.268156
"428",49.330002,49.59,48.799999,48.830002,4397100,46.827025
"429",49,49.009998,48.330002,48.66,5206200,46.663997
"430",48.459999,48.91,48.110001,48.25,3633300,46.270815
"431",48.73,49.5,48.310001,49.299999,6867000,47.277744
"432",49.290001,49.5,49.049999,49.290001,4601500,47.268156
"433",49.060001,49.970001,48.860001,49.740002,4558700,47.699698
"434",49.869999,50.619999,49.759998,50.369999,6558300,48.303853
"435",50.34,51.32,50.209999,50.599998,28885100,48.524418
"436",50.509998,50.849998,49.950001,50.240002,6382300,48.179188
"437",50.32,50.43,49.669998,49.889999,3820800,47.843543
"438",49.860001,49.919998,49.07,49.380001,3265000,47.354464
"439",48.799999,49,48.189999,48.27,3384000,46.289995
"440",48.23,48.84,48.09,48.59,3932800,46.596868
"441",49.029999,49.5,48.459999,49.43,2970500,47.402412
"442",49.580002,50.380001,49.209999,49.82,4252600,47.776414
"443",49.799999,49.82,48.669998,48.98,3295800,46.97087
"444",49.380001,51.09,49.349998,50.950001,4705300,48.860063
"445",50.860001,53,50.709999,52.330002,9349800,50.183458
"446",51.880001,54.200001,51.869999,53.630001,23152000,51.430132
"447",54.150002,55,53.990002,54.5,8569900,52.264444
"448",54.939999,56.189999,54.599998,55.099998,7638200,52.839831
"449",54.84,55.349998,54.360001,55.130001,6386700,52.868603
"450",55.77,56.110001,55.130001,55.380001,5416900,53.108348
"451",54.799999,55.240002,54.07,54.419998,5154000,52.187724
"452",54.439999,55.860001,54.43,55.740002,5961400,53.453581
"453",56.220001,57.189999,55.720001,57.150002,7381700,54.805744
