"","DOV.Open","DOV.High","DOV.Low","DOV.Close","DOV.Volume","DOV.Adjusted"
"39",48.679999,49.410003,48.429998,49.360009,1257000,37.04746
"40",48.990002,49.500002,48.790008,49.049998,1170800,36.814779
"41",48.499997,49.190004,48.019999,49.190004,1400200,36.919862
"42",49.360009,49.38,48.59,49.010002,1364700,36.78476
"43",49.330002,49.709998,48.700004,49.449994,2566400,37.114999
"44",48.210004,48.339999,46.729997,46.860005,1739500,35.171067
"45",46.070006,46.860005,45.999998,46.610004,1274500,34.983427
"46",46.360003,46.790007,46.300007,46.409997,650400,34.83331
"47",45.970004,46.65,45.550003,46.390006,882500,34.818305
"48",46.959998,47.999994,46.739999,47.490003,1368100,35.643915
"49",47.490003,47.810003,46.879997,47.519997,834300,35.666427
"50",47.220001,47.430007,46.040003,46.460004,978400,34.870843
"51",46.019998,46.33,45.529998,46.18,929100,34.660685
"52",46.5,46.589999,45.260006,45.380003,2215900,34.060241
"53",44.629994,44.760003,44.130005,44.460008,1566900,33.369734
"54",43.999997,44.460008,43.230002,44.24,1564500,33.204605
"55",44.690004,45.240005,44.159999,44.350004,1486600,33.28717
"56",44.399998,45.449997,43.62,45.349995,2033000,34.250095
"57",45.139999,45.449997,44.469996,44.469996,1619200,33.585486
"58",44.229998,45.279997,43.890007,44.760003,1624000,33.80451
"59",45.679998,47.790003,45.480004,47.670006,2359100,36.002258
"60",47.539997,48.550004,47.539997,48.460005,1738600,36.598897
"61",49.250001,50.060005,49.06,49.209996,1498600,37.165319
"62",48.720009,49.219998,48.530004,48.630006,1047100,36.727288
"63",48.809999,49.449994,48.659999,48.700004,1312800,36.780154
"64",49.529996,49.660004,48.670002,48.930001,1163600,36.953856
"65",49.120006,49.500002,48.800006,49.200007,1608900,37.157775
"66",49.779997,50.240008,49.400001,49.980004,1551400,37.74686
"67",49.910006,50.760002,49.590006,50.400006,1808900,38.064061
"68",50.230006,50.450004,49.740005,50.200003,1221800,37.913011
"69",49.500002,50.19,49.500002,49.840007,1578700,37.641128
"70",50.080006,51.000001,49.730003,50.589997,2279800,38.20755
"71",50.790004,51.920005,50.669998,51.840003,1384100,39.151604
"72",51.859994,51.980001,51.089999,51.379997,1636900,38.804189
"73",51.459998,51.660001,50.290002,50.640005,1724800,38.245318
"74",50.060005,50.460002,49.560003,49.660004,1206400,37.505183
"75",50.579999,51.869997,50.380005,51.810001,1741100,39.128945
"76",51.920005,51.96,50.979996,50.979996,1548600,38.502092
"77",51.050008,51.570002,50.130004,51.459998,1832300,38.864609
"78",51.139998,51.970003,50.950007,51.879999,2538600,39.181811
"79",52.090009,52.999997,51.740002,52.210002,4881400,39.431041
"80",52.739998,52.850002,52.000006,52.519999,1991300,39.665164
"81",52.509997,52.929998,51.389999,52.119998,1851800,39.363067
"82",52.669999,54.480004,52.669999,54.320002,2431900,41.024596
"83",54.450002,54.500009,53.660002,53.980002,2210900,40.767815
"84",54.289999,54.820005,53.660002,54.690001,3413400,41.304034
"85",54.710001,54.890003,53.719998,54.540001,3848400,41.190748
"86",54.540001,54.759999,53.82,54.070001,1396800,40.835786
"87",54.000002,54.429997,53.290008,54.050001,2237800,40.820681
"88",54.960002,54.970005,54.500009,54.690001,1884400,41.304034
"89",54.730006,54.870003,53.56,54.039998,2710400,40.813126
"90",54.450002,54.669996,53.430001,54.020007,1912800,40.798028
"91",54.250003,54.300002,53.149997,53.590003,2594300,40.473272
"92",52.679997,53.159999,52.259996,52.679997,3304100,39.786
"93",52.970008,54.14,52.909998,53.799999,1981700,40.63187
"94",54.060003,54.820005,53.920006,54.790002,2514100,41.379559
"95",53.620006,53.620006,51.720002,53.18,5515000,40.163622
"96",53.719998,54.380003,53.220009,53.399998,2429200,40.329773
"97",52.950003,53.440003,52.669999,53.170002,1631300,40.156071
"98",52.659997,52.989999,52.160003,52.870002,1477300,39.929499
"99",53.220009,53.590003,52.429996,52.92,1148300,39.96726
"100",52.679997,53.229998,52.570007,53.100003,2024700,40.103205
"101",53.249998,53.990004,53.050005,53.520004,1687900,40.420407
"102",54.109997,54.119999,53.740003,53.930008,1203100,40.730058
"103",54.2,54.209998,53.229998,54.050001,793400,40.820681
"104",54.769997,55.639998,54.589995,55.210003,2634700,41.69676
"105",55.249999,55.389997,54.800004,55.079999,2385400,41.598576
"106",54.740008,54.980007,54.220001,54.540001,1544600,41.190748
"107",54.500009,54.900006,54.130002,54.380003,1665900,41.069911
"108",54.390001,54.900006,53.910003,54.849998,1292100,41.42487
"109",54.260006,55.089997,54.230003,55.079999,1755800,41.598576
"110",54.650005,54.870003,54.250003,54.620002,2051700,41.251168
"111",55.1,55.930005,54.849998,54.890003,2482600,41.455084
"112",54.46,54.700003,53.200004,53.520004,2820700,40.420407
"113",53.649999,53.760003,53.100003,53.360007,1686800,40.29957
"114",53.900001,54.919997,53.869998,54.320002,1503400,41.024596
"115",54.330005,54.909995,53.88,54.870003,1714300,41.439979
"116",56.070002,56.220002,54.810007,55.690006,2830300,42.059277
"117",54.880006,55.120004,54.2,54.560006,1459700,41.205856
"118",54.940002,56.689997,54.849998,56.640003,1793000,42.776752
"119",55.91,56.100005,55.42,55.710006,533400,42.279665
"120",55.190003,55.270004,54.500009,55.220006,1872500,41.907792
"121",54.450002,55.180001,54.240006,54.810007,1446600,41.596634
"122",55.940007,56.849999,55.860006,56.800001,1543100,43.106888
"123",56.970006,57.870005,56.679995,57.780006,1198700,43.850638
"124",57.569996,57.880007,57.319995,57.790008,1098300,43.858229
"125",57.600003,57.690002,57.140006,57.460006,1222200,43.607782
"126",58.090003,58.250001,57.559998,57.610006,1568000,43.72162
"127",57.749998,58.250001,57.620004,58.139997,1192300,44.123844
"128",58.490004,58.660005,57.870005,58.080001,920700,44.078311
"129",58.350007,58.600008,58.060001,58.449999,893300,44.359112
"130",58.849996,58.859998,57.770003,57.799997,1438000,43.865809
"131",57.809999,58.260003,57.530005,57.729998,1345700,43.812686
"132",57.670002,58.260003,57.479997,57.530005,1722400,43.660906
"133",57.530005,57.83,57.050002,57.680004,1352000,43.774744
"134",57.670002,57.950006,57.079996,57.360004,1601900,43.531888
"135",57.590001,57.930006,56.119996,57.070007,2127900,43.311803
"136",57.270001,57.579998,57.079996,57.440001,1272700,43.5926
"137",57.499997,59.200003,56.900007,58.96,4723600,44.746163
"138",58.910006,58.950002,58.480002,58.68001,1382700,44.533672
"139",58.310002,58.600008,58,58.449999,586500,44.359112
"140",58.480002,58.830005,58.219998,58.619999,1058300,44.488129
"141",58.79,58.980005,58.420006,58.510005,1202100,44.404651
"142",58.400001,58.779997,58.389998,58.590006,551400,44.465366
"143",58.510005,58.720001,58.270006,58.449999,635500,44.359112
"144",59.179998,59.819998,58.970002,59.120002,1734900,44.867593
"145",59.329998,59.499998,58.190005,58.79,1626600,44.617146
"146",58.389998,58.830005,58.120006,58.209996,1547700,44.176967
"147",58.200007,58.539998,57.380005,57.559998,1678900,43.683668
"148",57.760001,58.449999,57.350002,57.390007,1446700,43.554658
"149",57.120001,57.620004,56.769998,57.440001,1404400,43.5926
"150",57.719996,58.190005,57.499997,57.83,1252300,43.888579
"151",58.250001,59.120002,58.180007,58.880003,1036400,44.685452
"152",58.970002,59.169996,58.619999,59.060006,1344400,44.82206
"153",58.820002,59.589997,58.529996,59.589997,1348300,45.224284
"154",59.450004,59.909997,59.450004,59.75,1142200,45.345713
"155",59.669998,59.669998,57.969997,58.200007,2121100,44.169387
"156",57.950006,58.100006,56.510008,56.720004,2283400,43.046177
"157",57.280003,57.840002,56.519997,56.660004,2446900,43.000641
"158",56.769998,57.840002,56.769998,56.960003,1819300,43.228318
"159",56.860002,57.569996,56.590009,57.479997,1419200,43.622954
"160",57.770003,59.6,57.729998,59.390004,3009900,45.072504
"161",58.310002,60.000001,58.310002,59.480007,3291500,45.14081
"162",61.210002,65.000004,60.949998,62.149997,5565700,47.167129
"163",62.639997,64.549995,62.639997,64.1,4298800,48.647033
"164",64.489999,66.030002,63.880006,65.730007,2825800,49.884085
"165",65.330006,65.599998,64.620007,65.170004,1968300,49.459085
"166",65.070002,65.369997,64.600002,64.709997,2431500,49.109975
"167",64.840006,65.460001,64.680004,65.290001,1368600,49.550154
"168",65.560002,66.050003,65.430007,65.85,2617200,49.97515
"169",65.930001,66.649997,65.430007,66.079996,1555200,50.1497
"170",65.720005,66.200002,65.369997,66.089999,1894700,50.157291
"171",65.85,66.969997,65.7,66.590001,1759600,50.536755
"172",66.259999,67.010003,65.91001,66.639995,1612400,50.574697
"173",66.66,67.810005,66.470009,67.709999,1712400,51.386748
"174",67.279995,67.660005,66.290006,66.470009,1477800,50.44569
"175",66.770004,67.340005,66.140006,66.630006,1375900,50.567116
"176",66.719996,67.600009,66.250001,67.340005,1374000,51.105951
"177",67.870001,68.070009,67.110009,67.750009,1437400,51.417113
"178",66.81,66.840002,65.279998,65.490004,976600,49.701941
"179",65.510009,65.650006,62.910004,63.50001,1935800,48.191686
"180",63.589995,64.629996,62.900001,63.50001,1636600,48.4013
"181",63.989996,64.220006,63.78,64.060009,1337400,48.828146
"182",64.280002,64.900002,63.860001,64.25,1256900,48.972962
"183",64.350001,64.930005,63.429997,63.640002,1500400,48.508006
"184",63.640002,65.53,63.50001,64.639998,1702000,49.270228
"185",65.070002,66.760001,65.070002,66.630006,2270700,50.787062
"186",66.430003,66.630006,65.150003,65.630001,3079700,50.024833
"187",65.580007,66.150009,63.529999,63.82001,2854600,48.645212
"188",64.280002,65.480001,63.840001,64.920002,1130500,49.483655
"189",64.700009,64.840006,63.909995,64.700009,1074100,49.31597
"190",63.849999,63.900006,62.569999,63.150002,1126400,48.134516
"191",63.080004,64.030001,62.510002,63.700003,1229300,48.553741
"192",63.090006,63.840001,62.530007,63.12,1388000,48.111647
"193",60.939996,62.830002,60.430005,62.500005,1727400,47.639071
"194",62.299997,63.14,61.589998,62.170002,2783400,47.387535
"195",63.480005,64.060009,62.990005,63.349996,1441900,48.286956
"196",64.380009,64.500001,63.020007,63.340007,1949300,48.279343
"197",64.549995,65.430007,64.300007,65.240002,3106000,49.727567
"198",65.160006,65.220002,64.14001,64.340003,1905700,49.041565
"199",64.270005,64.660003,63.46,64.330001,1683800,49.033941
"200",65.080005,65.580007,64.549995,65.240002,2118800,49.727567
"201",65.480001,65.820006,65.080005,65.510009,1026600,49.933372
"202",65.599998,65.720005,64.620007,64.639998,1172500,49.270228
"203",64.580002,64.930005,63.999998,64.930005,1229900,49.491279
"204",65.260007,65.330006,64.700009,65.04,1247400,49.575119
"205",64.990001,65.880002,64.869995,65.740005,1095100,50.108681
"206",66.55001,67.410004,66.050003,67.240004,1804700,51.252018
"207",67.010003,67.039996,65.630001,66.600004,1435300,50.764194
"208",66.639995,66.750003,66.220007,66.579999,1865200,50.748945
"209",66.850005,66.950006,66.130004,66.399996,1201500,50.611743
"210",66.150009,66.370003,65.410007,65.950001,1074200,50.268745
"211",65.919998,66.239998,64.660003,65.090007,1033500,49.613236
"212",65.150003,65.420005,64.620007,65.000004,1162100,49.544633
"213",64.510003,64.830003,63.849999,64.469998,1186600,49.14065
"214",64.89,65.199997,63.919997,64.450007,1168100,49.125412
"215",64.149998,64.629996,63.380003,64.350001,1402800,49.049185
"216",64.530004,65.640004,64.300007,65.320004,1502300,49.788545
"217",64.239997,64.309996,63.310005,64.159996,1678400,48.904359
"218",64.319998,66.390007,64.319998,66.34,1938400,50.566012
"219",67.3,67.520008,66.590001,67.190005,1907500,51.213908
"220",68.00001,69.250003,67.3,67.800002,2517100,51.678863
"221",67.910006,67.980005,66.079996,66.300004,1765000,50.535526
"222",66.799997,67.849996,66.540007,67.47,1807500,51.427327
"223",67.630002,67.94,66.870005,67.480002,1954000,51.434951
"224",67.400001,68.11,67.3,68.020001,1624500,51.846551
"225",68.060006,68.560009,67.630002,68.040001,1350900,51.861796
"226",68.419997,68.64001,67.139998,67.320005,1539800,51.312996
"227",67.260004,67.709999,66.19,66.799997,1663300,50.916634
"228",66.590001,66.770004,64.990001,65.150003,2027500,49.658967
"229",64.789998,66.390007,64.25,65.160006,3422500,49.666591
"230",66.200002,66.959995,65.119996,65.420005,1808700,49.864769
"231",65.560002,66.639995,65.400005,66.210005,1128600,50.466927
"232",66.319995,66.950006,66.200002,66.81,945800,50.924258
"233",66.66,66.930006,65.330006,65.919998,1192200,50.245877
"234",65.750007,65.960004,64.869995,65.560002,1107300,49.971479
"235",65.599998,65.900007,64.159996,64.330001,1473400,49.033941
"236",64.050006,64.660003,63.420009,63.550004,1470500,48.439407
"237",63.189998,63.349996,62.110006,62.700007,1507800,47.791519
"238",62.810002,63.890004,62.569999,63.710001,1642400,48.561361
"239",64.110002,64.629996,63.800005,64.450007,1240900,49.125412
"240",64.479996,64.479996,63.189998,63.490007,1205000,48.393676
"241",62.420003,63.109997,62.120004,62.750006,1500200,47.829629
"242",62.840005,63.240006,62.190002,62.260001,1334800,47.456135
"243",62.110006,63.900006,61.759999,63.700003,1833000,48.553741
"244",63.070001,64.370006,62.880001,64.200006,1630100,49.147034
"245",64.450007,65.950001,64.450007,65.810004,1980000,50.379536
"246",66.760001,68.00001,66.420001,67.230001,3183400,51.466586
"247",66.729999,66.98,63.710001,63.76,3059700,48.810196
"248",63.960002,64.610005,63.189998,63.480005,2248000,48.595852
"249",62.450006,63.209999,62.270004,62.459995,1601400,47.815003
"250",62.31,62.949999,62.050005,62.180005,1591000,47.600662
"251",62.600006,62.830002,62.030005,62.379998,2094000,47.753763
"252",61.999997,62.469997,61.880005,62.110006,1749100,47.547076
"253",62.270004,62.549998,62.059998,62.299997,1464400,47.69252
"254",61.84,62.170002,60.77001,60.830006,1358100,46.567198
"255",61.110001,61.430001,60.570002,60.910007,1145100,46.628441
"256",61.759999,63.390001,61.73001,62.709996,1700700,48.006387
"257",62.050005,62.410001,61.2,61.490006,1491100,47.072448
"258",61.480004,62.399999,61.010008,62.260001,1770000,47.661902
"259",62.910004,63.240006,62.100003,62.299997,1539700,47.69252
"260",62.050005,63.269999,61.960006,63.12,1079600,48.320257
"261",63.599997,64.549995,63.470002,64.460005,1016200,49.346071
"262",64.050006,64.970001,63.880006,64.580002,1392600,49.437933
"263",63.359998,64.89,62.600006,64.860006,2230000,49.652284
"264",64.930005,65.150003,63.490007,63.650005,1540800,48.725992
"265",63.770002,64.799996,63.170007,64.510003,1089300,49.384346
"266",64.74,66.300004,64.620007,66.259999,1351400,50.72402
"267",66.639995,66.760001,65.650006,66.360005,1681200,50.800578
"268",66.649997,68.230006,66.520002,67.800002,1591300,51.902939
"269",67.910006,69.260005,67.62,69.090005,1081200,52.890475
"270",69.160004,69.470001,68.6,68.979996,997900,52.80626
"271",68.9,69.549998,68.460003,69.250003,1589700,53.012958
"272",69.930008,70.150006,69.459999,69.840009,1837800,53.464626
"273",68.729995,69.320001,68.499999,69.190006,1500700,52.967029
"274",68.179999,68.32001,66.899999,67.410004,1110600,51.604384
"275",67.209996,67.500007,66.02,66.060005,1663500,50.570919
"276",66.559998,67.190005,66.100001,66.319995,1464000,50.769949
"277",66.540007,66.950006,65.27001,65.500006,1601200,50.142223
"278",65.91001,66.009997,64.900002,65.970006,1235700,50.502022
"279",65.610001,65.839997,64.910005,65.670006,1791700,50.272363
"280",66.34,67.080001,66.060005,67.070003,1184900,51.344103
"281",67.350007,67.609997,66.409999,66.559998,1431200,50.953679
"282",66.98,67.380001,66.050003,66.360005,2362000,50.800578
"283",66.66,67.389999,65.87,66.840002,2759300,51.168031
"284",66.799997,67.580004,66.150009,66.620004,1718300,50.999615
"285",66.680005,67.010003,64.430002,64.57,1864800,49.430275
"286",64.069997,64.1,61.450001,61.650008,3966700,47.194934
"287",61.790006,62.360007,60.250002,60.41,2684000,46.24567
"288",59.969998,61.67,59.550006,60.470001,3137300,46.291603
"289",61.330008,61.640006,59.630007,60.77001,2755800,46.521269
"290",60.190006,60.760007,58.369998,58.400001,2815700,44.706956
"291",58.299999,59.499998,57.310006,59.220003,2999200,45.334692
"292",57.940003,58.240003,55.050006,55.169998,3730400,42.234292
"293",56.020008,56.590009,53.780008,55.300007,4950800,42.333817
"294",53.280006,54.310004,50.589997,50.610002,4010900,38.743477
"295",51.680006,54.010005,50.009998,53.980002,5422800,41.323314
"296",52.550002,53.910003,51.389999,51.580004,4068300,39.486043
"297",51.850006,55.430002,51.750004,54.620002,2557700,41.813253
"298",55.030001,55.489998,54.400003,55.050006,2189800,42.142434
"299",55.610005,56.880002,55.580002,56.540002,2070300,43.283071
"300",55.559997,56.070002,54.570003,55.060008,2135200,42.150091
"301",55.450007,55.74,53.639997,54.349996,1806100,41.606555
"302",52.790005,52.790005,50.329998,50.940004,3351800,38.996104
"303",50.19,51.850006,49.910006,50.019996,2721300,38.29181
"304",51.490001,51.619996,50.569997,51.059997,2542400,39.087962
"305",51.299996,53.510002,50.930002,53.5,2094400,40.955858
"306",53.410001,54.749997,53.050005,54.660007,2093500,41.843878
"307",54.890003,55.550008,52.620001,52.839999,1814800,40.450608
"308",52.540004,54.78,51.490001,54.390001,1850300,41.63718
"309",55.120004,56.369997,54.970005,56.279998,1437600,43.335003
"310",56.06,57.670002,55.470007,57.239998,1661300,44.074193
"311",57.740001,58.810004,56.830008,57.520002,1653100,44.289793
"312",57.630006,58.400001,56.209999,56.560002,2036200,43.550603
"313",55.200006,56.06,54.359998,55.020003,1986900,42.36482
"314",53.130006,54.029996,52.560004,53.869998,2637000,41.479329
"315",54.14,54.359998,52.770001,53.930008,4848600,41.525536
"316",53.770006,54.550003,52.739998,52.989999,4320600,40.801739
"317",52.410005,52.850002,51.15,51.670003,2706400,39.785356
"318",51.010003,51.309998,49.049998,50.200003,4005200,38.653471
"319",50.419997,51.799998,50.040001,51.200008,2741000,39.423465
"320",51.610007,52.960006,50.329998,52.160003,3241500,40.162651
"321",52.850002,52.989999,52.019997,52.909998,1929200,40.740139
"322",53.229998,53.600006,51.890002,52.339997,2275700,40.301244
"323",51.030003,52.189997,50.650007,51.820003,1532100,39.900854
"324",51.840003,52.499994,50.730008,50.800007,1630400,39.115468
"325",50.659996,51.120007,49.250001,49.280008,2778600,37.945085
"326",47.660003,47.839997,45.420008,46.070006,4142900,35.473417
"327",45.929999,47.390002,45.650004,46.280002,3185100,35.635112
"328",46.830003,48.540007,45.580006,48.42,2867900,37.282888
"329",49.970002,50.589997,48.470008,48.790008,2873300,37.56779
"330",48.679999,49.319999,46.780004,46.870008,3454300,36.08941
"331",47.839997,48.320008,46.399999,47.750007,2814800,36.767
"332",46.120004,47.170003,46.019998,46.600002,3399700,35.881508
"333",46.140004,47.000003,44.629994,44.639997,3189000,34.372325
"334",43.980006,47.590004,43.640005,47.480001,2892000,36.559098
"335",47.689997,49.23,46.959998,48.999999,2663700,37.729481
"336",48.870004,50.710003,48.760001,50.640005,1852600,38.992268
"337",50.930002,51.000001,49.590006,50.040001,2365200,38.530271
"338",51.260004,52.509997,51.260004,52.499994,1427000,40.42444
"339",52.109996,53.040007,51.920005,52.810006,1944500,40.663146
"340",53.170002,54.759999,53.170002,54.100008,1961200,41.656434
"341",53.460008,53.5,52.090009,52.999997,1890100,40.809437
"342",53.930008,54.100008,52.810006,53.830002,2236800,41.448532
"343",53.479999,53.810002,51.370008,51.79,2166200,39.877752
"344",52.049999,54.970005,51.869997,54.370001,1921300,41.864325
"345",54.420008,54.759999,52.550002,52.800003,1798300,40.655444
"346",52.960006,53.799999,51.890002,53.549998,2956400,41.232932
"347",54.679998,54.679998,50.749999,52.710004,5085800,40.586146
"348",52.669999,54.039998,52.499994,53.740003,2961600,41.379234
"349",53.569998,55.809998,52.269998,54.660007,3160400,42.087627
"350",55.339998,56.190008,53.969999,55.650001,2798800,42.849912
"351",57.840002,58.670007,57.050002,57.950006,2757400,44.620892
"352",57.670002,58.890001,57.559998,58.670007,1943000,45.175285
"353",57.559998,57.630006,55.530003,55.530003,3357600,42.757515
"354",53.309999,55.210003,52.780003,54.150002,2829900,41.694929
"355",55.180001,55.650001,54.240006,54.999998,1927000,42.349417
"356",55.540006,57.239998,54.940002,57.120001,1934700,43.981796
"357",56.480001,57.150008,55.879997,56.890005,1664800,43.804702
"358",56.910009,57.040004,54.900006,56.090007,2159900,43.188712
"359",56.390002,56.790003,55.270004,56.310001,1886000,43.358105
"360",54.960002,54.960002,53.260001,53.810002,3e+06,41.433132
"361",54.46,54.650005,53.479999,53.850007,2013700,41.463936
"362",54.829998,56.570005,54.769997,56.270009,1572500,43.327312
"363",56.06,56.800001,55.569999,55.959998,1322700,43.088607
"364",55.620007,56.740005,55.440004,56.38,1248300,43.412003
"365",55.630009,56.299998,55.120004,55.200006,2051700,42.50342
"366",54.999998,55.280002,52.989999,53.430001,2610600,41.140535
"367",54.060003,54.160004,53.030004,53.110005,2165500,40.894142
"368",52.290003,52.419998,50.339996,51.260004,3041200,39.469661
"369",51.32,52.010008,50.850001,51.869997,2150800,39.939349
"370",51.340001,51.360006,50.290002,50.400006,1826000,38.807471
"371",50.240008,51.130009,50.140002,50.259999,611600,38.699668
"372",51.47,52.470005,51.430004,52.010008,1556400,40.299731
"373",52.220004,53.490002,52.189997,52.999997,2445000,41.066819
"374",55.149998,56.160001,53.430001,54.970005,7312000,42.593271
"375",54.700003,55.580002,54.620002,54.759999,2242000,42.430549
"376",55.520006,56.480001,55.460005,55.879997,2570000,43.298375
"377",56.830008,57.760001,56.190008,57.51,2911500,44.561375
"378",57.339999,58.090003,56.980004,57.579998,2207000,44.615614
"379",57.210005,58.480002,56.599998,58.219998,2618400,45.111515
"380",57.579998,57.899998,55.569999,55.729997,1999800,43.182148
"381",56.180006,57.460006,55.74,57.200002,1680000,44.321175
"382",56.460001,56.560002,55.110002,55.830003,1573400,43.259637
"383",56.369997,56.830008,54.929999,55.530003,2037100,43.027184
"384",55.060008,55.370006,54.669996,55.1,1723500,42.693997
"385",55.879997,56.080004,55.190003,55.959998,2105000,43.360363
"386",56.410002,57.409998,55.850003,56.140001,3331700,43.499838
"387",56.330006,56.750007,55.010001,55.169998,1204500,42.748235
"388",56.390002,58.110008,56.340008,57.899998,1354000,44.863564
"389",57.889996,58.430008,56.580007,57.479997,2222600,44.538128
"390",57.840002,58.030007,57.380005,57.590001,1495000,44.623364
"391",57.969997,58.769995,57.850005,58.740006,1010700,45.51444
"392",58.389998,59.270002,58.380001,58.920008,1022400,45.653915
"393",58.689998,59.00001,57.559998,57.610006,973700,44.638865
"394",57.910001,58.590006,57.790008,58.420006,1228900,45.26649
"395",58.500007,58.900003,58.049998,58.049998,829500,44.979791
"396",59.569997,59.870006,59.040001,59.089995,1667200,45.785628
"397",58.660005,58.859998,57.569996,58.170004,2434500,45.072777
"398",57.430003,58.750008,56.810003,58.68001,1712500,45.467953
"399",58.480002,58.560003,57.520002,57.659999,1633200,44.677602
"400",57.940003,57.940003,57.200002,57.460006,1670800,44.522638
"401",58.280008,59.270002,58.129999,59.179998,2418100,45.855367
"402",58.920008,59.460002,58.769995,59.050003,1265800,45.754641
"403",59.230006,60.100002,58.920008,59.92,1833700,46.428754
"404",59.339996,60.320001,58.720001,60.219999,1426400,46.661207
"405",61.000006,61.280001,60.190006,60.250002,1218700,46.684455
"406",60.290007,61.160008,59.889997,60.600005,1804700,46.955653
"407",60.88,61.040002,60.379997,60.850006,1451300,47.149365
"408",60.690008,60.690008,58.880003,59.329998,2535500,45.971593
"409",59.150005,60.040006,58.950002,59.92,1604400,46.428754
"410",59.300005,61.2,59.11,60.470001,2142200,46.854919
"411",61.710005,61.999997,59.960005,60.859999,2321900,47.157108
"412",62.389996,63.209999,62.190002,62.930008,2704300,48.761046
"413",62.740003,63.950005,62.530007,63.690001,2019700,49.349923
"414",63.29,63.450002,62.459995,63.240006,1179200,49.001246
"415",63.669996,63.980007,62.840005,63.410006,2066800,49.13297
"416",64.200006,64.809999,63.550004,64.430002,1767400,49.92331
"417",64.580002,64.750002,64.280002,64.520006,1018200,49.993049
"418",65.170004,65.91001,65.170004,65.630001,1401700,50.853124
"419",65.129999,65.410007,64.869995,65.06,1021800,50.411461
"420",64.700009,65.000004,64.229995,64.89,837500,50.279737
"421",65.090007,65.36,64.680004,65.180006,1056400,50.504447
"422",65.390002,65.490004,64.930005,65.38,874700,50.659411
"423",64.580002,64.629996,63.919997,64.510003,606700,49.985298
"424",65.180006,66.040005,64.89,66.040005,1260600,51.170813
"425",65.970006,66.130004,65.449999,65.999995,1139800,51.139812
"426",66.500002,66.530005,65.260007,65.630001,1421200,50.853124
"427",65.800001,66.81,65.490004,66.610006,1183400,51.612476
"428",67.020005,67.199998,65.640004,66.089999,1070600,51.209551
"429",66.380005,66.740001,65.660008,66.520002,1316500,51.542737
"430",65.710002,66.719996,65.710002,65.820006,962500,51.000348
"431",65.59001,65.670006,64.940007,65.580007,930100,50.814386
"432",65.720005,66.310006,65.439996,65.670006,1005000,50.884121
"433",64.920002,65.480001,64.350001,65.010006,1378200,50.61551
"434",65.119996,65.180006,64.14001,64.610005,1291200,50.304077
"435",64.639998,64.840006,63.700003,64.020003,1234200,49.844714
"436",64.169999,64.900002,63.690001,64.050006,1293200,49.868073
"437",63.78,63.829998,63.100009,63.279997,1391200,49.26856
"438",63.220001,63.580006,62.500005,63.44,1757800,49.393134
"439",62.600006,62.600006,60.670004,60.750005,2106200,47.298757
