"","COP.Open","COP.High","COP.Low","COP.Close","COP.Volume","COP.Adjusted"
"1",52.069957,53.589952,51.759969,53.369952,18956200,33.219204
"2",52.869965,53.499963,52.56996,53.499963,8953100,33.300127
"3",54.149959,54.679961,52.709964,52.799952,16447800,32.864417
"4",53.369952,54.35996,53.229958,54.299961,16419900,33.798071
"5",53.899955,54.479963,53.659964,54.469955,10568000,33.903881
"6",54.759951,55.27996,54.189951,55.179959,13706600,34.345811
"7",55.479953,56.009956,55.109962,56.009956,14205500,34.862428
"8",56.789962,56.949957,55.479953,55.799949,10946500,34.731713
"9",55.699953,56.189963,54.249955,54.459956,14831800,33.897658
"10",54.439955,54.629955,53.309963,53.509962,14243200,33.30635
"11",53.259958,53.389959,51.979954,52.509956,19443400,32.683914
"12",52.659958,52.659958,51.689957,51.919965,29803300,32.316684
"13",51.919965,51.99996,51.159965,51.189954,13479700,31.862302
"14",50.429954,50.659967,49.569958,49.839963,18225700,31.022023
"15",49.719965,50.28996,48.969958,49.089961,19329600,30.555197
"16",49.239964,49.569958,48.059956,48.869962,18899300,30.418262
"17",49.169967,49.359967,48.409957,48.819956,9494200,30.387137
"18",49.969964,50.249967,48.609965,49.199956,20722400,30.623662
"19",49.269968,51.259966,49.269968,51.159965,15830600,31.843635
"20",52.159955,52.169954,50.959957,51.549963,11443900,32.086383
"21",51.649959,52.469958,51.39996,52.299965,11313200,32.553208
"22",52.039958,52.639957,51.77996,52.099956,12374900,32.428717
"23",52.889956,53.649956,52.689958,53.219965,11283200,33.125847
"24",53.089964,53.459956,52.469958,52.799952,10444800,32.864417
"25",52.739963,53.029965,52.059959,52.859956,9567500,32.901765
"26",52.599959,52.799952,51.599954,51.849958,11406400,32.273109
"27",52.199953,52.279958,51.489959,51.839959,9327000,32.266886
"28",50.999954,52.859956,50.799961,52.659958,12506700,32.77728
"29",53.079956,53.129962,51.649959,52.119963,11407400,32.441169
"30",52.789959,53.889961,52.56996,53.269956,11721700,33.156963
"31",53.229958,53.859957,52.759955,53.78996,10457800,33.48063
"32",53.989958,54.70996,53.769959,54.429957,8437900,33.878985
"33",54.729962,54.949951,54.119954,54.439955,10823000,33.885208
"34",55.019963,55.19995,53.809951,54.439955,14859400,33.885208
"35",54.679961,55.549951,54.119954,54.559958,14933200,34.306494
"36",54.099963,55.76995,53.889961,55.219956,15913200,34.721491
"37",55.999963,57.699959,55.919952,57.529956,17988000,36.173984
"38",56.869952,57.889959,56.799955,57.559955,12997800,36.192848
"39",57.549957,58.029953,57.049959,57.419961,13312800,36.104821
"40",56.999953,57.819952,56.87996,57.699959,11103600,36.28088
"41",57.039961,57.539949,56.239953,56.929956,12876900,35.796714
"42",57.249952,57.569948,57.089952,57.309951,8365100,36.035649
"43",56.519952,57.279952,56.319959,56.869952,12286600,35.758984
"44",55.95995,55.999963,55.19995,55.509953,13870600,34.903837
"45",54.939958,55.639954,54.599951,55.349957,10271300,34.803234
"46",54.859963,55.439956,54.839956,55.019963,8487100,34.595738
"47",54.799959,54.969957,54.299961,54.92996,9422000,34.539146
"48",55.379957,56.249961,54.92996,55.869962,11578100,35.130205
"49",55.859953,55.929965,54.919962,55.419954,7930300,34.847247
"50",55.109962,55.259954,54.319962,54.70996,9833700,34.400813
"51",54.289963,54.469955,53.289962,53.889961,12857700,33.88521
"52",54.099963,54.569951,53.589952,53.709955,14878700,33.772024
"53",53.089964,53.969952,52.999961,53.429956,14798000,33.595966
"54",52.999961,53.689963,52.329964,53.459956,10557100,33.614829
"55",53.749952,53.839956,52.099956,52.409959,12361900,32.954607
"56",52.959953,53.889961,52.099956,53.419958,14199200,33.589679
"57",53.189961,53.539961,52.649965,52.669956,8570800,33.118089
"58",52.259957,52.809961,51.99996,52.429966,11265200,32.967186
"59",53.849964,54.209958,53.289962,54.059955,11545500,33.9921
"60",54.089955,54.489961,53.769959,54.429957,6664400,34.224751
"61",54.659955,55.229954,54.639963,55.049963,8186400,34.614602
"62",54.629955,54.779957,53.589952,53.659964,11082400,33.740591
"63",53.819964,54.799959,53.819964,54.319962,7869300,34.155588
"64",54.979951,55.399963,54.699962,54.729962,7592300,34.41339
"65",55.219956,55.299962,54.679961,54.749958,7317000,34.425963
"66",55.269962,55.669953,54.979951,55.379957,9470300,34.822097
"67",55.149959,55.719959,54.879954,55.369959,7607000,34.81581
"68",55.069954,55.629956,54.729962,55.559959,8696200,34.93528
"69",55.439956,55.869962,55.08996,55.359951,9146000,34.809517
"70",55.479953,55.749959,55.069954,55.269962,11456000,34.752934
"71",55.549951,57.169957,55.319953,56.829955,10200600,35.733834
"72",56.919958,57.039961,56.299952,56.519952,11109800,35.538909
"73",56.619953,56.979957,55.979956,56.059962,7976000,35.249674
"74",55.509953,55.979956,54.999957,55.219956,9025600,34.721491
"75",55.609954,56.569957,55.349957,56.359956,10187700,35.438306
"76",56.519952,56.789962,56.009956,56.25996,7671800,35.37543
"77",56.49996,57.379948,56.089961,57.089952,12702300,35.897317
"78",57.029953,57.699959,56.649953,57.359957,11712100,36.067092
"79",57.889959,57.989961,56.87996,57.429954,12823600,36.111105
"80",57.969954,58.089957,57.339956,57.85996,15865300,36.381486
"81",57.569948,57.819952,56.799955,57.25996,10609500,36.004215
"82",57.729949,58.85995,57.66996,58.789953,16587200,36.966252
"83",58.819953,59.699956,58.799951,59.699956,14564000,37.538448
"84",59.989952,59.99995,59.149947,59.709954,11241300,37.544735
"85",59.749946,59.939946,59.349955,59.609952,11496900,37.481856
"86",59.689962,59.989952,59.519954,59.789959,7791100,37.595041
"87",59.539955,59.819958,58.88995,59.609952,11014300,37.481856
"88",59.939946,60.489955,59.859956,60.129946,13165700,37.80882
"89",60.269955,60.659949,59.949954,60.319946,10341300,37.928289
"90",60.679955,60.869955,59.99995,60.779951,11257200,38.217534
"91",60.75995,61.449948,60.539946,61.259948,16892800,38.519349
"92",60.399952,60.809951,59.539955,59.99995,13672400,37.727081
"93",60.179952,61.689954,59.899954,61.269961,12799600,38.525645
"94",61.35995,61.849954,60.619956,61.119954,22305600,38.431322
"95",61.469954,61.879954,61.219955,61.669947,24173100,38.77715
"96",62.109951,62.629955,61.279954,61.339958,22682800,38.569658
"97",60.869955,61.619957,60.749952,61.369958,14269600,38.588521
"98",59.699956,60.479962,59.549953,60.079955,15251900,38.119005
"99",60.37995,60.449957,59.219959,59.579953,13447600,37.801768
"100",59.37996,59.529947,58.799951,59.389953,11147800,37.681218
"101",59.959953,60.119953,58.58996,58.949954,12258200,37.402051
"102",59.299954,59.799952,58.799951,59.339947,13768900,37.649491
"103",59.389953,59.449957,58.369961,59.409959,13562200,37.693912
"104",60.079955,61.459956,59.80995,61.249955,15869900,38.861336
"105",61.369958,61.889952,61.229949,61.809957,11759100,39.216641
"106",61.499954,62.46996,61.349951,62.409956,11610500,39.597323
"107",62.749948,62.949956,61.719953,62.029956,13672700,39.356224
"108",61.97995,63.269952,61.659954,63.209954,13714200,40.104899
"109",62.899951,63.139956,62.589948,62.889953,10132000,39.901867
"110",62.27996,62.619947,61.759951,62.419954,11394400,39.603667
"111",62.439955,62.54995,62.019948,62.069954,10426500,39.381602
"112",61.289952,61.289952,60.499953,60.939952,14302000,38.664648
"113",60.949945,61.439955,60.649955,60.809951,9155200,38.582166
"114",61.659954,62.19995,61.509952,61.749958,8439000,39.178573
"115",61.689954,61.939958,61.109946,61.919951,10254000,39.28643
"116",61.749958,61.749958,60.529953,61.489961,8689900,39.013613
"117",60.719953,60.749952,60.059949,60.519954,8995600,38.398172
"118",60.779951,61.479952,60.699961,61.449948,7808400,38.988226
"119",60.969951,61.369958,60.649955,60.809951,3374100,38.582166
"120",60.439949,60.899954,59.56996,60.679955,8501500,38.499687
"121",60.109955,60.919946,60.019952,60.169959,11452100,38.17611
"122",61.399957,62.479953,61.199949,62.449954,13985000,39.622701
"123",62.38995,63.87995,62.299951,63.699943,11490800,40.415783
"124",63.659951,64.059952,63.52995,63.919943,13534900,40.555367
"125",63.87995,64.439952,63.749949,64.179955,7505100,40.720337
"126",64.739947,64.999954,64.319949,64.369955,10400700,40.840886
"127",64.499951,64.919948,64.039946,64.609945,9009300,40.993154
"128",64.949948,64.959946,64.239954,64.669949,8205100,41.031224
"129",64.779954,64.929946,64.369955,64.579946,8456900,40.97412
"130",64.879951,66.339947,64.799945,65.469957,12729700,41.538806
"131",65.429944,65.999944,65.059958,65.649949,10241800,41.653006
"132",65.429944,65.619944,65.059958,65.119946,10032500,41.316735
"133",65.319955,65.719946,64.829945,65.66995,8660900,41.665696
"134",65.66995,65.88995,64.659951,65.059958,14959200,41.278673
"135",65.369945,66.159945,65.28995,65.989951,11691800,41.868727
"136",66.349945,66.899953,66.179951,66.629948,7936700,42.274787
"137",66.849948,67.15995,66.629948,67.029949,7806500,42.528576
"138",66.839949,67.109945,66.689947,67.07994,5875900,42.560294
"139",66.849948,67.309953,66.639956,67.149952,5756500,42.604715
"140",67.289946,67.699946,66.859956,67.549944,6367100,42.858498
"141",67.549944,68.299945,67.449947,67.929944,5502900,43.099597
"142",67.999951,68.309943,67.719952,67.999951,5222600,43.144014
"143",67.929944,68.579949,67.829947,68.099952,6363800,43.207462
"144",68.769949,68.809946,67.999951,68.239946,9714500,43.296285
"145",68.609948,68.609948,67.099947,67.879953,12524100,43.067879
"146",67.639947,67.779951,67.259947,67.549944,12431700,42.858498
"147",67.699946,67.799942,66.709953,66.96995,10508800,42.490509
"148",67.119953,67.529952,66.609952,67.109945,7742400,42.579331
"149",66.729945,67.099947,66.499947,66.879947,6269100,42.433404
"150",67.56995,68.239946,67.399951,68.169949,9711300,43.251874
"151",68.629954,68.989948,68.289952,68.689943,6918500,43.581795
"152",68.369942,68.689943,66.949944,67.259947,14240400,42.674503
"153",67.279948,67.829947,66.77995,67.719952,9679400,42.966363
"154",67.919945,68.339943,67.609942,68.089944,7984200,43.201113
"155",68.279939,68.289952,67.249949,67.769943,7305700,42.998081
"156",67.499953,67.579943,66.519953,67.209951,11582700,42.642782
"157",67.879953,67.969951,67.019956,67.659948,12130000,42.928293
"158",67.75995,68.249955,67.319946,68.099952,12675800,43.207462
"159",67.969951,68.099952,66.669941,67.479946,11129400,42.814087
"160",68.039948,69.809947,67.579943,69.249945,14982400,43.9371
"161",69.409946,69.719944,68.819954,69.389949,13330500,44.025929
"162",69.719944,71.609945,69.659945,70.559949,23741400,44.76826
"163",71.289949,71.739946,70.49995,71.459943,20863700,45.33928
"164",71.619943,72.009951,71.519947,71.709947,15245600,45.4979
"165",71.639945,72.649948,71.399944,72.109948,9492200,45.75169
"166",72.129939,72.129939,71.129949,72.029943,13144400,45.700929
"167",72.019945,72.249942,71.289949,71.669949,13540900,45.472523
"168",71.709947,72.549947,71.709947,72.28994,12774700,45.865889
"169",72.249942,72.339946,71.639945,71.999943,6220300,45.681895
"170",71.71994,71.749939,70.369949,70.65995,11847800,44.831708
"171",70.099944,70.449944,69.799954,70.079942,14924700,44.463709
"172",69.869951,72.439942,69.749948,71.579946,15899400,45.415418
"173",71.959946,73.939946,71.929946,73.769942,10643800,46.804908
"174",73.66994,73.939946,73.079939,73.499947,9083800,46.633604
"175",74.07994,75.02994,73.96995,74.94995,10405200,47.553589
"176",74.519944,75.989948,74.289946,75.519944,11677600,48.340922
"177",75.94994,76.719943,75.209947,76.619937,11202000,49.045036
"178",77.609944,78.739946,75.78994,76.609939,15975600,49.038636
"179",76.939948,79.599942,76.869936,78.569937,18591600,50.293247
"180",78.90994,79.239934,76.509942,77.279935,17269800,49.467506
"181",77.309934,77.689934,76.779947,77.279935,10528100,49.467506
"182",77.279935,78.33994,77.099943,77.869941,10513200,49.845174
"183",78.299942,79.09994,77.559938,77.829944,13527800,49.819571
"184",77.54994,78.899941,77.419944,78.249941,11534800,50.088415
"185",78.49994,79.809934,78.399944,79.549937,11486900,50.920553
"186",79.629942,80.919944,79.249942,79.979942,12042200,51.195803
"187",80.619934,80.999934,79.109938,79.199936,10345300,50.696515
"188",78.839942,78.90994,77.149939,78.319938,11719800,50.133221
"189",78.179944,78.87994,77.749938,78.039935,8332400,49.953988
"190",76.989938,77.129948,74.699946,75.179942,15892300,48.123284
"191",73.749951,76.92994,73.509945,76.299936,9552700,48.840201
"192",75.499943,76.079936,75.039938,75.839945,14889700,48.545758
"193",72.47994,75.549949,71.129949,74.979949,16720600,47.995267
"194",75.099937,75.449937,72.889939,73.739938,16059300,47.201526
"195",75.059939,77.299941,74.539945,76.719943,13845200,49.109051
"196",77.869941,78.589944,75.339943,75.349941,21501600,48.232102
"197",77.159947,77.969938,76.669942,77.54994,16230600,49.640339
"198",77.749938,77.829944,76.999937,77.219936,11117000,49.429101
"199",76.869936,78.929946,76.799939,78.539938,12369900,50.274044
"200",79.059942,80.049939,78.839942,79.699939,12067200,51.01657
"201",79.849941,80.699945,79.199936,80.239939,10062200,51.362229
"202",80.029933,80.519938,79.569943,79.569943,6901300,50.933359
"203",78.939939,79.459933,78.299942,78.809943,11423300,50.446877
"204",79.519937,80.799941,79.309946,80.689931,10166600,51.650272
"205",80.819933,81.799932,79.829935,79.859939,11034500,51.118988
"206",80.47994,80.749935,79.369945,79.679933,10012700,51.003764
"207",79.999934,79.999934,79.149945,79.679933,8212900,51.003764
"208",80.009942,80.599933,79.599942,80.319945,8572100,51.413441
"209",80.819933,80.899938,80.299938,80.429939,9523700,51.483849
"210",80.319945,80.769942,79.789942,80.399935,8159400,51.464643
"211",80.749935,81.179941,80.429939,80.789933,11362300,51.714284
"212",80.719936,81.749941,79.999934,80.119937,8695000,51.285414
"213",79.039941,79.379943,76.35994,77.159947,16974700,49.390701
"214",77.759947,78.039935,76.869936,77.659935,9284900,49.710747
"215",77.399938,78.609935,77.199945,78.279941,7215700,50.107618
"216",78.789937,79.749945,78.389935,79.119946,9605300,50.645312
"217",77.409936,78.019944,77.149939,77.609944,8883000,49.678748
"218",77.479943,78.379937,77.479943,78.14994,7589300,50.024403
"219",79.47994,80.159944,79.269933,79.989935,8690000,51.202199
"220",80.269939,80.899938,80.029933,80.729944,7415100,51.675885
"221",80.989941,80.999934,79.759938,80.47994,6881600,51.515855
"222",80.589935,81.499937,80.399935,81.209941,7739500,51.983135
"223",80.389942,80.979933,78.399944,79.829935,13406100,51.099782
"224",79.059942,79.389936,76.969947,77.449944,17423700,49.57633
"225",77.469935,78.999943,77.419944,78.889933,12122200,50.498079
"226",78.869942,78.979937,77.019938,77.469935,11273500,49.589127
"227",76.969947,77.019938,73.39995,74.529937,23246900,47.707211
