"","COP.Open","COP.High","COP.Low","COP.Close","COP.Volume","COP.Adjusted"
"228",74.669946,74.669946,72.409943,73.649939,20650700,47.143917
"229",72.839948,72.959951,71.209944,71.969939,16738800,46.068535
"230",72.819942,74.439939,72.499941,72.939945,15594500,46.689444
"231",73.499947,74.109944,73.159944,73.719946,12537100,47.188729
"232",73.889945,74.789949,73.559951,74.599949,9253600,47.752026
"233",74.069947,74.18995,72.029943,72.519947,13287700,46.4206
"234",72.359947,72.399945,70.669943,71.519947,16397300,45.780492
"235",71.68994,71.989945,70.609945,71.429943,10836100,45.72288
"236",71.369939,72.109948,70.729947,71.429943,10735600,45.72288
"237",70.68995,71.849941,70.68995,71.539948,10869700,45.793295
"238",71.819951,73.419942,71.509949,72.809944,11562100,46.606229
"239",72.689941,73.149946,72.049949,72.699939,8657400,46.961506
"240",72.599943,73.129945,71.779944,72.609951,10245600,46.903376
"241",71.539948,71.709947,70.839937,71.329947,9205200,46.07654
"242",71.939939,73.04994,71.819951,71.90994,9788000,46.451195
"243",71.349948,72.439942,71.279941,71.969939,9986900,46.489952
"244",71.929946,72.709947,71.559939,72.339946,8057200,46.728963
"245",72.989951,73.349944,72.249942,72.639935,5669600,46.922745
"246",73.849947,74.109944,72.709947,73.219943,15173600,47.297409
"247",73.179951,73.539944,72.059942,72.339946,9761000,46.728963
"248",72.279942,72.879941,71.429943,72.149946,8088600,46.60623
"249",70.809953,72.999944,70.779953,72.389951,9610100,46.761265
"250",71.899942,72.499941,70.599946,70.919947,8360100,45.811696
"251",71.30994,71.68994,70.719949,70.869942,14155700,45.779394
"252",70.899941,72.279942,70.899941,71.459943,10532600,46.160513
"253",71.949948,73.119947,71.399944,72.509939,9136000,46.838772
"254",72.219943,72.459949,71.399944,71.489942,9634800,46.179892
"255",71.559939,72.09994,70.249946,70.749949,9257400,45.701883
"256",71.519947,72.659942,71.519947,71.869942,9883500,46.425358
"257",71.139947,71.819951,70.079942,70.569947,10119900,45.585608
"258",70.68995,72.239949,70.549941,71.619943,10929000,46.263868
"259",72.229936,72.949938,71.30994,71.929946,12751000,46.464118
"260",71.389946,72.779945,71.06995,72.269949,15493300,46.683747
"261",72.999944,74.149937,72.829935,73.729944,13283800,47.626851
"262",73.449941,74.319946,73.269939,73.289941,9448000,47.342625
"263",71.959946,73.039942,70.999953,72.999944,11831900,47.155298
"264",72.759938,73.189944,71.33994,71.429943,17719600,46.141135
"265",71.319949,72.189943,71.269943,71.779944,10192600,46.367222
"266",72.209945,73.369951,72.169952,73.259941,9009500,47.323246
"267",73.689947,74.509946,73.519938,74.019941,10559700,47.814178
"268",74.34995,75.269946,74.329944,75.18994,9932800,48.569955
"269",75.269946,75.999946,74.56995,75.879943,10006700,49.015672
"270",75.909943,76.489936,75.529943,75.849939,10316300,48.99629
"271",75.909943,76.149948,75.56994,76.029945,8072400,49.112568
"272",76.839936,76.999937,76.259938,76.749948,7971000,49.577663
"273",75.339943,75.94994,75.109945,75.909943,10114000,49.03505
"274",74.829947,75.069937,74.409949,74.699946,8613400,48.253437
"275",74.249939,75.209947,73.989941,74.339937,9560200,48.020884
"276",74.419947,75.309943,73.989941,74.399941,9746000,48.059644
"277",80.109938,80.129945,75.499943,75.609933,81425300,48.841255
"278",76.609939,77.029936,76.149948,76.419939,54703200,49.364489
"279",76.349941,76.439945,75.209947,75.439939,29702400,48.731445
"280",75.989948,76.379941,74.699946,75.429946,14289200,48.72499
"281",75.78994,75.919936,74.99994,75.109945,11687200,48.518281
"282",74.819933,75.999946,74.509946,75.809946,11245700,49.404582
"283",75.709944,75.849939,75.079946,75.259937,10632300,49.046147
"284",74.56995,75.259937,74.329944,74.549943,11094600,48.583451
"285",74.559941,74.699946,73.47994,73.609942,12838100,47.970861
"286",74.18995,74.489944,73.119947,73.129945,13279600,47.658052
"287",73.099946,73.519938,72.549947,72.769951,10521800,47.423448
"288",72.019945,72.699939,71.44995,71.989945,13237500,46.915126
"289",73.459939,73.459939,71.439937,71.989945,11780500,46.915126
"290",71.509949,72.429944,70.599946,70.629946,12745000,46.028828
"291",70.639944,71.25995,69.379941,70.559949,15890700,45.983211
"292",69.409946,69.509942,66.77995,66.919945,20754800,43.611057
"293",67.119953,69.249945,65.249958,67.749952,24705000,44.151965
"294",65.169947,67.469948,61.829948,61.919951,38423900,40.352612
"295",62.899951,64.689951,60.399952,64.559955,29061500,42.073075
"296",64.479949,65.169947,62.049947,62.709951,20229900,40.867446
"297",63.039955,66.419957,62.399948,65.519948,20693200,42.698693
"298",66.549953,67.119953,65.319955,66.04995,14384100,43.044091
"299",67.059949,68.249955,66.77995,67.479946,12985500,43.976005
"300",66.829956,67.059949,65.749945,66.539945,12622300,43.363415
"301",67.289946,67.609942,66.369951,66.819943,9653300,43.545887
"302",65.499941,65.519948,63.089951,63.789947,21652600,41.571269
"303",63.079953,64.939955,62.999947,63.589954,18009000,41.440935
"304",65.379954,65.689941,63.019954,63.329956,11662200,41.271498
"305",63.519956,65.719946,63.489952,65.709948,15304400,42.822514
"306",65.369945,66.209951,64.809954,66.119947,10054800,43.089707
"307",66.609952,66.879947,64.499951,64.779954,9999200,42.216447
"308",64.279951,66.019951,63.49995,65.509955,10132900,42.692181
"309",66.679949,67.839955,66.579952,67.779951,10541200,44.171515
"310",66.839949,68.329945,66.219944,67.839955,14379500,44.210619
"311",68.299945,68.749942,67.549944,68.069948,11838200,44.360503
"312",68.659939,68.869945,67.629949,67.969951,11748000,44.295336
"313",66.409944,66.919945,65.729954,66.439948,11444700,43.298248
"314",64.209954,65.829951,63.799955,65.699955,14460600,42.816002
"315",66.659948,67.389943,66.369951,67.309953,11554500,43.865222
"316",66.99995,67.499953,65.379954,65.879941,13725700,42.933298
"317",64.959946,65.749945,63.869952,64.229946,16024900,41.858012
"318",63.419955,64.25995,62.949956,64.239954,15501800,41.864534
"319",64.459958,65.279942,63.789947,64.759948,10263100,42.203409
"320",65.029953,66.879947,64.319949,65.969945,13171600,42.991952
"321",66.489954,67.039948,66.059948,66.919945,12154000,43.611057
"322",67.389943,67.499953,66.249948,67.289946,19606800,43.852184
"323",65.88995,67.219949,65.389952,66.769952,10983700,43.513309
"324",67.089953,68.219955,66.699945,67.009943,10752400,43.669708
"325",66.829956,67.199943,64.949948,64.949948,12438700,42.32723
"326",62.989949,63.319943,61.829948,62.869951,20736300,40.971717
"327",61.859947,63.239953,61.799948,62.509953,12031800,40.73711
"328",62.939948,64.209954,61.78995,64.129949,13408900,41.792845
"329",65.429944,65.949953,63.87995,64.25995,12306400,41.877565
"330",63.779948,65.529946,63.039955,63.229955,12599200,41.206328
"331",64.659951,64.669949,63.069959,64.369955,17746100,41.949254
"332",62.979956,64.639945,62.979956,63.319943,13489200,41.264972
"333",62.709951,62.909944,60.949945,60.989958,15364000,39.746544
"334",60.059949,62.349957,58.649959,62.269952,16659700,40.580704
"335",63.11995,64.009946,62.229954,63.929956,16448800,41.662512
"336",63.199955,64.429954,62.919952,64.349948,12444600,41.936216
"337",64.759948,65.079949,63.449959,64.159948,11888600,41.812395
"338",65.529946,67.099947,65.439957,66.949944,10621000,43.630608
"339",66.349945,67.369952,66.279948,67.019956,11552100,43.676234
"340",67.709944,68.519945,67.18995,67.849948,11075000,44.217131
"341",66.209951,67.309953,66.089948,67.039948,11066400,44.118417
"342",67.999951,68.989948,67.819949,68.989948,9908000,45.401695
"343",68.719943,69.159942,67.789949,68.339943,8503600,44.973933
"344",68.099952,69.999947,67.889946,69.209948,13049800,45.546475
"345",69.349942,70.669943,69.059945,69.559948,11622400,45.776807
"346",69.479943,70.619953,68.999941,70.269942,11259200,46.244049
"347",71.009946,71.999943,70.87995,71.829945,11797900,47.270673
"348",71.819951,72.409943,71.349948,72.119946,9556900,47.46152
"349",72.189943,72.189943,70.449944,70.679942,14405300,46.513866
"350",72.129939,72.469942,70.159947,71.889949,11942100,47.310161
"351",73.229942,73.699945,72.44994,72.849942,15944000,47.941924
"352",72.769951,72.969944,71.509949,71.739946,19665300,47.211446
"353",70.669943,70.889943,69.649946,69.649946,13541700,45.836035
"354",67.909952,68.859947,67.249949,67.919945,15031600,44.697536
"355",69.219946,69.859938,68.599955,69.099943,10156000,45.474082
"356",69.779948,70.76994,68.94995,70.49995,12149500,46.395415
"357",69.829953,70.839937,69.569941,70.709941,8212500,46.533608
"358",70.829944,71.869942,70.439946,71.579946,7949900,47.106151
"359",71.969939,72.969944,71.179939,72.739947,10131000,47.869538
"360",70.819946,71.71994,69.89995,70.219946,12178600,46.211147
"361",71.189953,71.819951,70.149949,71.439937,8220000,47.014012
"362",72.279942,72.779945,71.979952,72.139947,8604400,47.474683
"363",71.809943,72.119946,71.139947,71.699949,10844700,47.185124
"364",71.569948,72.499941,71.419945,71.989945,8651100,47.375968
"365",71.189953,71.49994,69.409946,69.759941,13159700,45.908421
"366",69.619947,70.889943,68.97995,69.559948,11358900,45.776807
"367",69.909944,69.989954,68.839946,69.269952,10538100,45.585963
"368",68.299945,69.199954,67.86994,68.849954,10987600,45.309566
"369",68.679945,68.929944,67.909952,68.139945,8898500,44.842315
"370",67.279948,67.75995,66.929953,66.929953,11323500,44.04603
"371",66.759944,67.169944,66.129945,66.139953,5497500,43.526138
"372",68.079946,68.269946,66.689947,67.26994,13043600,44.269773
"373",67.499953,68.489945,67.26994,68.139945,11096400,44.842315
"374",70.029946,71.369939,70.009945,71.319949,15364800,46.935049
"375",71.159948,71.889949,71.019944,71.759948,9337000,47.224608
"376",72.409943,73.119947,71.839943,72.549947,14742000,47.7445
"377",73.219943,73.899938,72.329947,72.819942,12112400,47.922182
"378",72.909946,73.299939,72.539939,72.539939,11239000,47.737914
"379",72.169952,72.879941,71.649943,72.409943,11222600,47.652365
"380",72.059942,72.329947,70.799944,71.019944,9983100,46.737618
"381",71.389946,72.359947,71.33994,71.949948,9268800,47.349646
"382",71.14994,71.399944,69.749948,70.479943,9719500,46.382249
"383",70.939949,71.649943,69.559948,69.849945,12212100,45.967652
"384",69.419954,69.949941,68.159951,68.519945,12136400,45.09239
"385",69.009954,69.32995,67.959943,68.289952,9276900,44.941034
"386",69.099943,69.109951,67.979949,68.399942,22967400,45.013417
"387",68.039948,68.749942,67.649955,67.849948,8296500,44.651471
"388",69.229954,69.999947,69.129942,69.779948,8933500,45.921587
"389",69.959949,70.779953,69.73995,70.619953,9004500,46.474387
"390",70.729947,71.90994,70.599946,71.739946,9878800,47.211446
"391",71.87994,72.439942,71.819951,72.429944,5381700,47.665527
"392",72.189943,73.169943,72.189943,72.939945,5836900,48.001155
"393",72.939945,73.109939,71.749939,71.819951,6935800,47.264096
"394",71.90994,72.909946,71.90994,72.869948,5944100,47.95509
"395",72.919939,73.199942,72.709947,72.869948,6077300,47.95509
"396",73.919944,74.829947,73.919944,74.169943,10172600,48.810606
"397",73.899938,74.089938,73.269939,73.819948,7411000,48.580277
"398",73.259941,73.469947,72.629942,73.229942,10276100,48.191999
"399",73.459939,73.499947,72.589945,72.659942,7268300,47.816887
"400",72.759938,73.039942,72.47994,72.939945,10997700,48.001155
"401",73.549938,73.819948,73.099946,73.279947,6925900,48.224907
"402",72.879941,73.029948,71.949948,72.009951,9819200,47.389134
"403",71.44995,71.699949,70.669943,70.759947,14941500,46.566516
"404",70.38994,70.889943,70.049938,70.339949,12567000,46.29012
"405",70.999953,71.25995,70.489942,70.799944,8332200,46.592839
"406",70.889943,71.729948,70.49995,71.49994,9496100,47.0535
"407",71.71994,71.789952,70.809953,71.269943,10689300,46.90214
"408",71.029952,71.199946,70.419945,71.199946,10097100,46.856076
"409",70.779953,71.039945,70.399953,70.559949,12179100,46.434899
"410",70.139941,70.929941,70.019953,70.609945,10897300,46.467801
"411",71.509949,71.619943,69.009954,69.979941,22200800,46.053201
"412",70.479943,70.489942,69.35995,69.529944,13117500,45.757062
"413",69.079952,69.759941,68.78995,69.399948,10192600,45.671512
"414",68.909943,69.059945,68.249955,68.719943,15003800,45.224007
"415",69.009954,69.16995,67.999951,68.209942,28422400,44.88838
"416",68.899945,69.649946,68.539951,69.319942,13598800,45.618862
"417",69.209948,70.069944,69.199954,69.909944,11579400,46.007136
"418",70.599946,70.65995,70.069944,70.459937,13078900,46.369083
"419",70.239953,71.359946,70.199945,71.319949,8888600,46.935049
"420",71.479949,72.129939,71.269943,71.919948,10817000,47.329903
"421",72.28994,72.429944,71.71994,72.249942,7713300,47.54707
"422",72.239949,72.499941,71.239943,71.549946,31544600,47.086408
"423",71.679942,72.469942,71.44995,72.249942,46148600,47.54707
"424",72.689941,72.909946,71.979952,72.809944,41798100,47.915602
"425",72.619944,73.909946,72.609951,73.599943,10558200,48.435494
"426",73.99995,73.99995,73.109939,73.449941,11559600,48.336779
"427",72.919939,72.949938,72.139947,72.779945,11008000,48.330141
"428",73.149946,73.519938,72.959951,73.359938,10545600,48.71529
"429",73.939946,74.129946,73.61995,73.829941,12840200,49.0274
"430",74.029939,74.489944,73.909946,74.129946,8688500,49.226621
"431",74.369941,74.99994,74.199943,74.80994,9835200,49.678177
"432",75.079946,76.249945,74.99994,75.94994,14767700,50.435204
"433",75.889936,76.839936,75.699936,76.429937,10564600,50.753949
"434",76.759941,77.429937,76.399947,77.269942,14028900,51.311762
