"","ESV.Open","ESV.High","ESV.Low","ESV.Close","ESV.Volume","ESV.Adjusted"
"33",41.970001,44.009998,40.84,43.080002,5177800,35.694143
"34",42.150002,42.5,41.099998,41.25,2531900,34.177886
"35",41.310001,42.220001,40.529999,41.009998,1994700,33.979031
"36",40.560001,41.830002,40.439999,41.810001,1288200,34.641878
"37",42.279999,43,42.200001,42.619999,3189900,35.313005
"38",42.459999,43.700001,42.049999,43.52,1678600,36.058706
"39",43.91,45.509998,43.790001,44.740002,2762900,37.069544
"40",44.509998,45.209999,44.110001,45.029999,1645900,37.309822
"41",44.529999,45.209999,43.919998,45.119999,2191600,37.384392
"42",45.080002,45.650002,44.880001,45.41,1532400,37.624674
"43",44.5,45.939999,44.459999,45.59,1873000,37.773814
"44",44.380001,44.709999,43.599998,43.740002,2395100,36.240989
"45",43.400002,43.799999,42.73,43.490002,1430500,36.03385
"46",43.720001,44.330002,43.57,43.709999,1700500,36.21613
"47",43.48,44.09,43.349998,43.799999,1700800,36.2907
"48",44.099998,44.509998,43.259998,44.220001,2239400,36.638695
"49",44.099998,44.450001,43.439999,44.09,1870000,36.530982
"50",42.830002,43.119999,41.529999,42.18,2742400,34.948442
"51",41.970001,42.16,40.830002,41.509998,1837400,34.393309
"52",41.82,42.169998,41.470001,41.68,1025300,34.534165
"53",41.009998,42.619999,40.759998,41.700001,1609400,34.550736
"54",41.380001,41.380001,40.299999,41.07,2039600,34.028746
"55",41.150002,41.439999,40.220001,40.400002,1185900,33.473616
"56",40.75,41.889999,40.34,41.549999,1336600,34.426452
"57",41.650002,42.16,41.02,41.540001,981800,34.418168
"58",41.419998,41.889999,40.919998,41.130001,956000,34.07846
"59",41.52,44.16,41.52,43.529999,2664000,36.37654
"60",43.700001,43.84,42.110001,42.790001,2736100,35.758149
"61",43.169998,43.549999,42.549999,42.869999,823000,35.825001
"62",42.380001,43.639999,42.380001,43.18,1770000,36.084058
"63",43.16,44,43.130001,43.5,1354700,36.351471
"64",44.049999,44.049999,43.330002,43.540001,940900,36.384898
"65",43.830002,44.990002,43.59,44.119999,1464200,36.869583
"66",44.919998,45.110001,44.349998,44.549999,1245500,37.22892
"67",44.540001,44.540001,43.889999,44.240002,1353700,36.969865
"68",43.68,44.84,43.529999,44.57,1115600,37.245633
"69",44.23,44.75,43.82,44.25,895300,36.978221
"70",44.709999,44.880001,43.860001,44.630001,1001200,37.295775
"71",44.669998,46.93,44.27,46.639999,2120300,38.975462
"72",46.400002,46.919998,46.060001,46.389999,1525200,38.766545
"73",46.209999,47.279999,45.389999,45.48,1714400,38.006089
"74",44.889999,45.41,44.549999,44.880001,1615600,37.504691
"75",45.369999,45.650002,45.099998,45.34,1427100,37.889097
"76",45.43,45.73,44.619999,44.720001,1306600,37.370985
"77",44.639999,44.869999,43.939999,44.509998,2140700,37.195492
"78",44.470001,45.66,44.200001,45.360001,2079800,37.90581
"79",45.66,45.93,44.16,44.73,2097600,37.37934
"80",45.07,45.57,44.599998,44.84,1904800,37.471264
"81",44.610001,44.700001,43.080002,43.970001,2217600,36.744235
"82",44.450001,45,44.169998,44.709999,1604900,37.362626
"83",44.639999,45.5,44.639999,45.369999,1567600,37.914166
"84",45.48,45.5,43.759998,44.52,1670500,37.203851
"85",44.43,45.540001,44.369999,44.849998,1473900,37.479619
"86",45.299999,45.34,44.290001,44.73,1079500,37.37934
"87",44.200001,47.029999,43.810001,46.23,3660800,38.632839
"88",46.639999,47.779999,46.400002,47.419998,2171900,39.62728
"89",47.5,48.139999,47.009998,47.5,1770200,39.694135
"90",48.380001,48.380001,46.950001,47.540001,1470600,39.727562
"91",47.389999,47.84,47.009998,47.5,1236800,39.694135
"92",46.759998,47.259998,45.950001,46.439999,2447800,38.808328
"93",46.669998,48.049999,46.669998,47.75,3531600,39.903052
"94",47.990002,48.02,45.779999,46.5,4455100,38.858469
"95",46.59,47,46.110001,46.369999,2446500,38.749832
"96",46.700001,47.299999,46.439999,46.689999,2027100,39.017244
"97",46.18,47.310001,46,47.130001,1390400,39.38494
"98",46.700001,47.34,46.509998,46.84,767600,39.142596
"99",47.139999,47.389999,46.139999,46.400002,1713500,38.774904
"100",46.18,46.93,45.91,46.34,1286900,38.724763
"101",46.950001,47.459999,46.529999,46.799999,1191600,39.109168
"102",47.799999,48.240002,46.849998,47.790001,1730800,39.936479
"103",47.490002,47.689999,46.799999,47.290001,1533600,39.518646
"104",47.66,50.130001,47.66,49.880001,2487400,41.683021
"105",49.900002,50.220001,49.43,50.139999,1053500,41.900293
"106",49.779999,50.869999,49.509998,50.299999,1695000,42.033999
"107",50.759998,51.880001,49.18,49.630001,2696700,41.474105
"108",50.189999,50.349998,48.669998,49.279999,2216900,41.18162
"109",48.900002,49.73,48.900002,49.5,1096600,41.365467
"110",48.889999,49.759998,47.91,48.16,2492900,40.245674
"111",48.599998,48.939999,47.27,47.68,1980100,39.844555
"112",47.209999,48.360001,46.66,47.959999,2398900,40.078541
"113",47.419998,48.709999,47.209999,48.380001,1593600,40.429522
"114",48.740002,49.34,48.709999,48.900002,1390700,40.864069
"115",48.73,49.869999,48.380001,49.790001,894700,41.607811
"116",49.41,50.380001,49.040001,50.310001,1487800,42.042358
"117",49.459999,49.599998,48.34,48.830002,1449800,40.805572
"118",49.200001,49.27,48.299999,48.5,1247500,40.529801
"119",47.810001,48.360001,47.290001,47.580002,537800,39.76099
"120",47.529999,48.330002,46.700001,48.029999,1282900,40.137037
"121",47.209999,48.950001,46.82,47.400002,1779900,39.61057
"122",48.299999,48.82,47.759998,48.18,1405300,40.262388
"123",48.18,49.98,48.09,49.209999,1514700,41.424043
"124",48.959999,50.299999,48.91,50.080002,2032700,42.156395
"125",49.759998,50.279999,49.709999,49.810001,1145400,41.929114
"126",51.080002,51.400002,49.439999,49.610001,1873000,41.760757
"127",49.619999,50.419998,48.950001,49.459999,1015700,41.634488
"128",49.889999,50.080002,49.200001,49.93,1098900,42.030127
"129",50.27,50.529999,49.630001,50.060001,833600,42.139559
"130",50.779999,52.650002,50.669998,51.630001,2392400,43.461155
"131",51.470001,52.34,50.93,51.57,1721800,43.410647
"132",51.060001,52.139999,50.990002,51.200001,1090700,43.099189
"133",51.259998,52.34,50.889999,52.25,1706300,43.983058
"134",52.049999,53.18,51.880001,52.91,1253300,44.538634
"135",53.209999,53.490002,52.349998,52.66,939300,44.328188
"136",52.900002,52.98,52,52.27,1019800,43.999894
"137",52.689999,52.970001,51.93,52.529999,749300,44.218756
"138",52.689999,53.93,52.299999,53.400002,745100,44.951108
"139",53.009998,53.139999,51.700001,52.360001,566200,44.075655
"140",52.459999,53.02,52.330002,52.380001,488800,44.092491
"141",52.549999,53.82,52,53.220001,622200,44.799587
"142",53.330002,53.869999,52.639999,53.060001,602700,44.664902
"143",52.889999,53.810001,52.540001,53.380001,544900,44.934272
"144",54.07,54.18,52.540001,52.740002,871600,44.395532
"145",52.91,53,50.25,50.959999,2241600,42.89716
"146",50.900002,51.880001,50.119999,51.48,1504900,43.334887
"147",51.630001,51.630001,50.299999,51,826800,42.930832
"148",50.939999,52.139999,50.540001,52,1483900,43.772613
"149",51.740002,51.790001,50.709999,51.130001,1184700,43.040264
"150",51.48,52.279999,51.09,52.18,930900,43.924134
"151",52.599998,53.5,51.599998,52.869999,1158000,44.504962
"152",53.080002,53.389999,51.290001,52.25,1311600,43.983058
"153",52.119999,54.529999,52.119999,53.849998,1939700,45.329907
"154",53.849998,54.900002,53.639999,53.869999,1909900,45.346743
"155",53.580002,53.630001,52.400002,52.610001,1989500,44.2861
"156",51.860001,52.919998,50.98,52.439999,1401600,44.142996
"157",52.880001,52.91,51.689999,52.16,1463800,43.907298
"158",51.360001,52.540001,51.25,52.009998,964400,43.781029
"159",51.919998,52.439999,51.18,51.860001,1714400,43.654764
"160",52.099998,54.619999,52.029999,54.32,1657700,45.725545
"161",54.060001,55.16,53.810001,54.200001,1918700,45.624532
"162",54.220001,54.66,53.560001,54.040001,1431200,45.489847
"163",53.59,54.919998,53.330002,54.34,1376000,45.742381
"164",53.860001,54.41,52.200001,53.080002,2877300,44.681738
"165",53.110001,55.880001,52.580002,55.73,2378700,46.912456
"166",55.41,55.75,54.310001,54.98,1808500,46.28112
"167",55.330002,55.43,53.75,54.41,1138200,45.801305
"168",52.25,53.130001,51.400002,52.130001,13741000,43.882045
"169",51.91,51.990002,50.560001,51.27,5864800,43.158113
"170",50.990002,51.779999,50.040001,50.099998,3945700,42.173228
"171",50.360001,53.48,49.700001,53.41,9528200,44.959524
"172",53.220001,54.119999,52.470001,52.93,5214600,44.55547
"173",53.130001,54.290001,53,54.029999,2839700,45.481427
"174",53.98,54.189999,52.790001,52.880001,2325800,44.513381
"175",53.130001,53.720001,53.009998,53.549999,2770100,45.077373
"176",54.630001,54.630001,53.34,53.889999,4827200,45.363579
"177",53.849998,54.119999,52.939999,53.290001,2402700,44.858511
"178",53.720001,53.950001,50.970001,51.849998,3979900,43.646345
"179",52.41,54.119999,51.950001,53.07,5117000,44.673318
"180",53.689999,54.790001,52.970001,53.630001,4882100,45.144717
"181",54.700001,55.52,54.119999,55.41,6688300,46.643086
"182",55.369999,56.32,54.630001,56.099998,4035800,47.223914
"183",57.5,58,55.18,55.34,4108200,46.584162
"184",55.060001,57.5,55.060001,56.959999,2944700,47.947846
"185",57.200001,57.860001,56.549999,57.459999,6615900,48.667784
"186",57.299999,57.599998,56.240002,56.990002,4041200,48.269703
"187",56.889999,57.66,55.189999,55.330002,2594200,46.863707
"188",55.380001,55.709999,53.98,54.369999,4191800,46.050599
"189",55.509998,57.400002,55.25,55.77,5505900,47.236379
"190",54.52,55.130001,53.68,53.77,2578400,45.542409
"191",53.59,56.150002,53.259998,55.23,3209900,46.779007
"192",55.009998,56.529999,54.360001,56.41,2827800,47.77845
"193",54.279999,56.549999,54.110001,56.18,4264800,47.583643
"194",56.099998,57.040001,54.16,54.310001,3800600,45.999781
"195",55.560001,56.740002,55.169998,55.959999,2937200,47.397306
"196",56.599998,56.84,55.310001,55.709999,2135500,47.185559
"197",56.68,57.689999,56.209999,57.66,2240300,48.837181
"198",57.490002,58.049999,56.720001,57.189999,1986200,48.439097
"199",57.380001,57.560001,56.169998,56.650002,2496800,47.981728
"200",56.810001,58.419998,55.990002,58.18,5354400,49.277614
"201",58.040001,58.779999,57.68,57.990002,2828200,49.116688
"202",57.939999,58.75,57.150002,57.41,1921300,48.625435
"203",57.080002,58.759998,56.82,58.700001,2475600,49.718047
"204",58.860001,59.169998,57.970001,58.439999,2653100,49.497829
"205",58.919998,59.610001,57.59,57.84,4394900,48.989639
"206",58.360001,59.09,58.16,58.82,3464200,49.819684
"207",59.099998,59.900002,58.860001,59.169998,1777000,50.116128
"208",58.709999,59.349998,58.43,59.330002,1885400,50.251649
"209",59.560001,59.889999,57.52,58.32,1804800,49.396192
"210",57.959999,58.650002,57.209999,57.23,2370500,48.472977
"211",58.16,58.759998,57.400002,57.709999,2848100,48.87953
"212",57.709999,59.049999,57.32,57.5,2898400,48.701664
"213",57.299999,57.299999,55.43,56.25,2946500,47.642932
"214",56.740002,57.110001,55.93,56.59,2127000,47.930907
"215",56.32,56.619999,55.66,56.459999,1791500,47.820798
"216",56.459999,56.790001,55.52,55.77,3016900,47.236379
"217",55.150002,55.48,54.540001,54.93,3692700,46.524912
"218",55.240002,55.860001,54.900002,55.68,3322300,47.160151
"219",56.43,57.389999,56.43,57.029999,2703300,48.30358
"220",57.23,58.75,56.549999,58.27,3793600,49.353843
"221",58.540001,59.150002,58.130001,59.099998,2656800,50.056839
"222",59.139999,59.77,58.91,59.41,2600000,50.319406
"223",59.490002,59.549999,57.610001,58.470001,3486500,49.523241
"224",58.599998,58.759998,57.77,58.009998,2122700,49.133625
"225",58.330002,59.810001,57.900002,59.57,3223600,50.454924
"226",59.790001,60.310001,57.549999,57.990002,2704300,49.116688
"227",57.5,57.990002,55.52,55.98,3278900,47.414246
"228",56.029999,56.290001,54,54.77,3680900,46.389394
"229",53.959999,56.07,53.5,54.5,5225500,46.160708
"230",55.759998,56.34,54.009998,54.52,3160000,46.177648
"231",54.560001,55.790001,54.299999,55.59,2050900,47.083922
"232",55.610001,56.880001,55,56.450001,1965400,47.81233
"233",55.950001,56.110001,54.330002,54.48,2907000,46.143767
"234",54.34,55.540001,53.889999,54.98,2560700,46.56726
"235",55.049999,55.619999,53.740002,54.07,2890000,45.796504
"236",53.91,55.119999,53.380001,53.560001,3349700,45.364542
"237",53.619999,54.470001,53.029999,54.110001,3296700,45.830384
"238",54.389999,56.34,54.18,56.119999,2875300,47.532823
"239",56.48,57.07,55.09,55.450001,3275000,46.965344
"240",55.41,55.98,54.709999,55.639999,2447300,47.12627
"241",54.43,54.82,53.73,54.18,3169400,45.889672
"242",54.599998,55.599998,53.66,54.490002,4595300,46.152239
"243",54.279999,55.419998,54.27,54.939999,2716000,46.53338
"244",54.779999,55.330002,54,54.580002,3020300,46.228468
"245",54.869999,55,53.669998,53.990002,4574900,45.728746
"246",54.759998,54.990002,52.939999,53.32,15042700,45.161264
"247",53.549999,54.82,53.380001,54.299999,10931800,45.99131
"248",54.299999,55.43,54.200001,55.299999,5039800,46.838295
"249",54.549999,57.009998,54.419998,56.27,5745800,47.659872
"250",56.110001,56.720001,54.630001,54.889999,3204900,46.491031
"251",55.139999,55.849998,55.040001,55.09,3218200,46.660429
"252",55.560001,55.919998,54.529999,54.880001,3367500,46.482563
"253",54.970001,54.990002,54,54.529999,3062600,46.482561
"254",54.16,54.279999,53.209999,53.25,2704300,45.391462
"255",53.290001,53.529999,52.400002,52.650002,2913600,44.88001
"256",52.700001,53.799999,52.689999,53.330002,2379700,45.459657
"257",52.720001,53.669998,52.119999,52.32,2785000,44.598709
"258",52.529999,52.630001,50.790001,51.389999,4124900,43.805957
"259",51.610001,52.02,50.689999,51.139999,2618000,43.592851
"260",50.919998,51.209999,50.09,50.93,3531900,43.413844
"261",51.169998,52.419998,50.84,52,2597900,44.325935
"262",51.720001,53.029999,51.720001,52.119999,1700100,44.428224
"263",51.18,51.700001,50,51.509998,3740700,43.908247
"264",51.720001,52.200001,51.41,51.439999,2641200,43.848577
"265",51.169998,51.720001,50.669998,51.52,1777200,43.916773
"266",51.93,53.400002,51.759998,52.93,2469300,45.118687
"267",53.029999,53.849998,52.419998,53.310001,3471700,45.442608
"268",53.389999,54.5,52.939999,53.299999,3219100,45.434082
"269",53.48,53.599998,52.619999,52.889999,2695700,45.08459
"270",52.84,53.139999,52.139999,52.849998,3603000,45.050492
"271",52.799999,53.380001,52.66,53.049999,2347200,45.220977
"272",53.68,53.700001,52.25,53.130001,4440400,45.289172
"273",52.400002,53.310001,52.25,53.130001,4407500,45.289172
"274",52.509998,52.509998,51.560001,51.68,1968400,44.05316
"275",51.400002,51.560001,50.779999,50.810001,2671600,43.311554
"276",51.419998,53.110001,51.169998,51.880001,5382000,44.223645
"277",52.119999,52.349998,50.869999,51.130001,5906800,43.584329
"278",51.799999,52.509998,51.549999,52.080002,3410100,44.39413
"279",51.709999,52.029999,50.939999,51.139999,2241500,43.592851
"280",51.599998,52.029999,51.380001,51.82,2472100,44.172498
"281",51.970001,52.68,51.5,52.150002,3175100,44.453799
"282",52.349998,52.669998,51.779999,52.66,4048500,44.888533
"283",52.709999,53.369999,52.080002,53.23,2948800,45.374413
"284",52.599998,53.139999,52,52.73,2121700,44.948202
"285",52.77,52.919998,52.209999,52.32,2294500,44.598709
"286",52.650002,53.060001,51.950001,52.080002,5597600,44.39413
"287",51.98,53.09,51.959999,52.630001,3878000,44.862961
"288",51.93,53.369999,51.799999,53.25,4048200,45.391462
"289",53.98,54.119999,53.009998,53.360001,3705600,45.485229
"290",53.07,53.419998,51.450001,51.610001,3404200,43.993491
"291",51.68,51.82,49.5,50.959999,4388800,43.439415
"292",50.209999,50.209999,46.150002,46.400002,5374100,39.552374
"293",46.779999,47.139999,44.139999,45.580002,5033600,38.853388
"294",43.790001,44.130001,39.509998,40.419998,7895900,34.454888
"295",42.5,43.98,41,43.810001,6979100,37.344601
"296",43.040001,45.32,42.52,43.689999,6419700,37.242308
"297",44.220001,46.970001,43.43,46.200001,4097900,39.381889
"298",46.779999,47.169998,45.959999,46.790001,3770900,39.884818
"299",47.07,48.389999,46.990002,47.52,2292100,40.507085
"300",46.689999,46.889999,45.630001,45.73,3645400,38.981249
"301",46.209999,46.630001,45,45.73,3812800,38.981249
"302",44.139999,44.419998,42.900002,43.490002,3397400,37.071826
"303",42.860001,44.16,42.259998,42.32,2978100,36.074491
"304",43.259998,43.349998,41.630001,41.82,4067800,35.64828
"305",42.09,43.09,41.82,42.970001,2220500,36.628567
"306",42.830002,43.93,42.450001,43.790001,2150700,37.327552
"307",44.330002,44.470001,43.080002,43.360001,2848300,36.961011
"308",42.790001,46.23,42.77,46.220001,4667900,39.398938
"309",46.75,47.639999,46.400002,47.540001,2156000,40.524134
"310",47.619999,48.549999,47.439999,48.209999,2203300,41.095255
"311",48.529999,49.099998,47.799999,48.259998,2813200,41.137876
"312",48.48,49.150002,47.919998,48.66,2701100,41.478846
"313",47.849998,47.849998,46.650002,47.139999,2562900,40.183164
"314",45.91,47.389999,45.66,47.18,2261500,40.217262
"315",47.689999,49.41,47.689999,49.16,2939200,41.905057
"316",48.93,49.990002,48.580002,49.349998,4171400,42.368665
"317",48.549999,49.619999,48.25,49.240002,5068900,42.274229
"318",47.990002,49.419998,47.07,48.459999,4581400,41.60457
"319",48.759998,49.029999,47.34,47.810001,5135200,41.046525
"320",47.950001,49.040001,47.09,48.509998,4070700,41.647496
"321",49.049999,49.259998,47.93,48.68,3187200,41.793449
"322",48.799999,49.200001,48.189999,48.68,1958600,41.793449
"323",47.389999,48.490002,46.619999,48.169998,2498200,41.355595
"324",48.459999,49.290001,47.709999,47.75,2040800,40.995012
"325",47.700001,48.48,46.150002,46.189999,2598400,39.655697
"326",45.34,45.490002,41.540001,42.759998,4368700,36.710924
"327",42.240002,44.240002,42.18,43.099998,3055400,37.002826
"328",43.419998,44.720001,42.439999,44.59,2417500,38.282044
"329",45.599998,45.990002,44.360001,44.560001,3402800,38.256289
"330",44.599998,45.200001,41.299999,41.540001,4405400,35.663515
"331",42.779999,42.810001,40.66,41.18,4196400,35.354442
"332",40.470001,41.470001,39.689999,40.43,4877700,34.710541
"333",39.779999,40.889999,39.490002,39.509998,4451200,33.920688
"334",38.73,39.91,37.389999,39.84,5609000,34.204006
"335",39.919998,41.099998,39.189999,40.799999,3733600,35.028198
"336",40.779999,42.380001,40.389999,41.77,3168500,35.860977
"337",42.189999,42.189999,40.75,41.169998,2408900,35.345855
"338",42,43.209999,41.98,42.689999,2312200,36.650827
"339",42.419998,43.610001,42.349998,43.34,2510900,37.208876
"340",43.73,45.419998,43.610001,44.919998,4135300,38.565358
"341",44.490002,44.84,43.25,44.68,2258600,38.359312
"342",45.490002,46.049999,44.599998,45.970001,2392100,39.466822
"343",46.119999,46.630001,45.400002,45.560001,2629000,39.114823
"344",45.830002,47.5,45.009998,47.25,2231200,40.565745
"345",46.950001,47.540001,45.720001,45.919998,2856700,39.423892
"346",46.41,47.060001,45.689999,46.830002,2432900,40.205162
"347",47.549999,48.5,47.130001,48.439999,3065300,41.587399
"348",48.41,50.099998,48.41,50.049999,2636100,42.96964
"349",49.91,49.93,48.5,48.630001,2676100,41.750523
"350",49.130001,50.299999,47.82,49.869999,2610100,42.815103
"351",51.150002,52.560001,50.389999,52.080002,3818600,44.712467
"352",51.740002,52.490002,51,51.549999,2648700,44.257441
"353",50.93,51.139999,49.310001,49.66,2291200,42.634812
"354",48,48.540001,46.779999,47.700001,3215000,40.952086
"355",49,49.18,47.57,48.830002,3325200,41.92223
"356",50.52,52.860001,50.029999,52.700001,5570400,45.244757
"357",52.509998,52.779999,51.290001,51.950001,2219200,44.600856
"358",52.209999,52.630001,51,52.080002,1345900,44.712467
"359",52.369999,52.830002,51.450001,52.73,2186500,45.270512
"360",50.349998,51.66,50.049999,51.07,3256600,43.845345
"361",51.650002,51.900002,50.389999,51.060001,2264000,43.836761
"362",51.799999,52.970001,51.580002,52.259998,1408400,44.867
"363",51.689999,52.369999,51.580002,52.02,2880400,44.660953
"364",51.889999,52.860001,51.810001,52.119999,2061700,44.746806
"365",51.98,53.639999,51.77,51.830002,3212800,44.497833
"366",51.799999,52.209999,50.299999,50.68,2098100,43.510517
"367",50.970001,51.110001,49.66,49.950001,1623300,42.883788
"368",48.279999,49.790001,48.279999,49.400002,2613600,42.411595
"369",49.34,50.189999,48.900002,49.779999,1880200,42.737835
"370",49.25,49.25,47.380001,47.59,3193600,40.857646
"371",47.349998,48.349998,47.220001,47.560001,733300,40.831891
"372",49.459999,49.639999,48.779999,49.139999,1535500,42.188374
"373",49.200001,49.98,48.779999,49.5,2330900,42.497447
"374",51.779999,53.060001,51.490002,51.970001,4076900,44.618027
"375",51.970001,55.290001,51.779999,51.849998,3621600,44.816825
"376",52.66,52.68,50.900002,51.200001,2477100,44.254996
"377",52,52.610001,51.52,51.830002,1751600,44.799541
"378",51.689999,52,51.119999,51.34,1449900,44.376006
"379",51.189999,51.209999,49.389999,49.950001,2806300,43.174552
"380",49.77,50.139999,48.470001,48.759998,2531600,42.145967
"381",49.349998,50.240002,49.029999,50.040001,1734100,43.252344
"382",49.189999,49.310001,48.580002,48.990002,2294100,42.344772
"383",49.110001,49.709999,47.900002,48.130001,3048600,41.601426
"384",47.75,47.82,46.740002,47.240002,3023500,40.83215
"385",47.919998,47.919998,46.200001,46.290001,2622800,40.011012
"386",46.66,46.73,46.049999,46.23,1972300,39.959149
"387",46.23,46.650002,45.650002,45.740002,1813500,39.535617
"388",46.48,48.419998,46.43,47.959999,3212000,41.454483
"389",47.869999,48.400002,47.029999,48.080002,2411700,41.558209
"390",48.099998,48.82,48.09,48.509998,1036100,41.929878
"391",48.290001,48.900002,48.27,48.790001,849300,42.1719
"392",48.950001,48.959999,48.240002,48.790001,1075100,42.1719
"393",48.610001,48.75,47.630001,47.82,1088000,41.333474
"394",47.860001,48.27,47.360001,47.540001,1089700,41.091456
"395",47.5,47.5,46.919998,46.919998,1657000,40.555553
"396",48.189999,49.310001,47.939999,49.09,1751600,42.431206
"397",48.810001,48.919998,47.900002,48.419998,2010500,41.852086
"398",48.200001,48.84,47.75,48.5,2020200,41.921236
"399",48.529999,48.529999,47.16,47.720001,3437800,41.24704
"400",47.77,48.380001,47.400002,48,2252500,41.489058
"401",48.75,49.040001,47.889999,48.060001,3125000,41.540921
"402",47.84,47.959999,47.029999,47.32,1944500,40.901297
"403",47.349998,47.619999,46.700001,47.119999,2386200,40.728425
"404",46.68,47.549999,46.279999,47.549999,3476200,41.100098
"405",48.110001,50.139999,47.740002,50.009998,3950600,43.226411
"406",49.990002,52.52,49.98,52.380001,3200900,45.274936
"407",52.700001,52.709999,51.810001,51.939999,2277400,44.894618
"408",51.66,52.240002,50.849998,51.279999,2434100,44.324143
"409",51.400002,52.240002,50.790001,51.759998,2031500,44.739033
"410",51.220001,51.889999,50.959999,51.689999,2374700,44.678529
"411",51.639999,53.5,51,53.43,3253800,46.182509
"412",53.759998,54.93,53.119999,53.599998,4775700,46.329447
"413",53.130001,53.880001,52.849998,53.049999,2195200,45.854053
"414",52.299999,52.43,51.41,52.169998,1647000,45.093419
"415",52.799999,53.5,52.41,52.639999,2331600,45.499667
"416",53,53.669998,52.330002,53.310001,2606500,46.078787
"417",53.560001,55.369999,53.220001,55.009998,3423100,47.548188
"418",55.200001,56.049999,55.080002,55.650002,4344600,48.101379
"419",55.029999,55.75,54.900002,55.599998,2938400,48.058158
"420",55.720001,55.720001,54.540001,55,2443600,47.539546
"421",55.369999,55.900002,55,55.630001,3299500,48.084091
"422",55.619999,55.650002,54.299999,54.619999,2689300,47.21109
"423",53.900002,56.700001,53.369999,55.799999,4033100,48.23103
"424",56.799999,56.950001,55.639999,56.610001,4062300,48.931159
"425",56.240002,56.380001,55.150002,55.5,1935900,47.971724
"426",55.450001,55.540001,54.02,54.549999,2546600,47.150586
"427",54.400002,55.549999,54.259998,55.380001,2540200,47.868002
"428",55.889999,56.18,55.029999,55.169998,3251500,47.686485
"429",55.610001,56.119999,55.209999,55.549999,3300600,48.014941
"430",55.189999,56.84,55.189999,56.529999,2435600,48.862009
"431",57.400002,59.619999,57.060001,59.049999,5279500,51.040185
"432",58.91,59.900002,58.68,59.400002,3494500,51.342711
"433",58.970001,59.610001,58.459999,58.700001,3195700,50.737662
"434",58.259998,59.189999,58.060001,58.34,3274500,50.426493
"435",58.93,59.110001,57.84,58.299999,2505800,50.391918
"436",58.790001,58.919998,58.060001,58.470001,2245400,50.53886
"437",57.900002,58.32,56.779999,57.119999,2968600,49.371979
"438",56.990002,57.099998,55.59,56.279999,2624700,48.64592
"439",55.040001,55.18,54.23,54.610001,3073100,47.202448
"440",55.009998,57.169998,54.66,56.18,2356400,48.559486
"441",56.150002,56.759998,55.900002,56.509998,1299600,49.172951
"442",55.91,56.700001,55.66,56.07,1746900,48.790081
"443",56,56.040001,55.130001,55.5,2460500,48.294087
"444",55.810001,56.450001,55.060001,56.41,2387500,49.085936
"445",56.299999,56.32,55.25,55.630001,1814300,48.40721
"446",55.900002,57.060001,55.490002,56.990002,2407800,49.590633
"447",57.490002,58.09,57.299999,57.650002,4218600,50.164941
"448",58.279999,58.400002,56.419998,57,2428900,49.599333
"449",56.27,56.27,54.880001,55.389999,2845000,48.198369
"450",55.189999,55.259998,54.259998,54.439999,3297000,47.371713
"451",53.990002,54,53.029999,53.369999,2849500,46.440638
"452",53.73,54.619999,53.450001,54.450001,2021800,47.380416
"453",54.639999,55.200001,53.610001,53.98,1847900,46.971438
