"","MUR.Open","MUR.High","MUR.Low","MUR.Close","MUR.Volume","MUR.Adjusted"
"90",65.699996,65.710002,64.510001,65.61,1563500,48.943321
"91",65.339998,65.550003,64.600001,65.239993,2353500,48.667305
"92",64.199995,64.240004,63.000003,63.389995,2104200,47.287256
"93",63.369997,64.619999,63.369997,64.490003,2174900,48.107833
"94",64.650006,65.600003,64.220006,65.219995,2754600,48.652387
"95",65.519999,65.519999,64.569998,65.389999,1463400,48.779206
"96",66.000001,67.240001,65.399996,65.679998,1690200,48.995538
"97",65.249998,65.620005,64.960003,65.210003,2100900,48.644933
"98",64.780002,64.909998,64.229998,64.84,1742700,48.368921
"99",65.399996,65.500002,64.730001,64.980001,1205300,48.473358
"100",64.699994,65.690004,64.580004,65.159997,1351800,48.607631
"101",65.710002,66.239995,64.8,65.260003,1659800,48.682233
"102",65.879997,66.059998,65.500002,65.849994,1076700,49.12235
"103",66.019998,66.180002,64.55,65.719998,2110500,49.025376
"104",65.300003,67.889998,64.749999,67.259999,4349700,50.174176
"105",67.259999,67.860004,67.020001,67.840006,1616600,50.606846
"106",67.549994,68.970004,67.549994,68.909998,1850800,51.405032
"107",68.990002,69.19,66.480002,66.899997,2269200,50.105584
"108",67.009995,67.830001,66.149999,67.830001,1368800,50.802122
"109",67.450001,68.679996,67.139995,68.46,1121200,51.273967
"110",67.840006,67.840006,66.059998,66.550005,1629500,49.843453
"111",67.4,68.240003,66.849996,67.189996,1848900,50.322782
"112",66.660003,66.660003,65.049999,65.460002,1668000,49.027082
"113",65.510003,66.259997,65.149996,65.660001,1947800,49.176873
"114",66.270002,67.219999,66.270002,66.939997,1949000,50.135542
"115",66.779993,66.899997,65.969998,66.869994,2234400,50.083112
"116",66.460004,66.840004,65.829996,66.730006,1714400,49.978267
"117",65.890003,65.919997,64.879995,65.300003,1839200,48.907248
"118",65.730004,66.840004,65.640003,66.789999,1598300,50.023199
"119",66.689997,66.860002,65.690004,65.739996,763800,49.236786
"120",65.18,67.849998,64.8,67.569996,2767700,50.607388
"121",66.559997,68.249996,66.349993,67.520004,2271900,50.569946
"122",68.979996,69.589998,68.339996,69.320001,1403100,51.918076
"123",69.289993,70.960003,69.109996,70.750003,1443400,52.989094
"124",70.509996,71.239997,70.489994,70.910002,996100,53.108927
"125",70.770001,71.119993,70.230002,70.919994,1265500,53.116411
"126",71.809998,72.139993,70.829994,71.179999,1973600,53.311145
"127",71.179999,71.770003,69.660001,70.059993,1395500,52.472302
"128",70.739998,70.960003,69.57,70.159999,1907900,52.547203
"129",70.539999,71.210007,70.260005,70.829994,919300,53.049004
"130",71.419998,72.110003,71.039998,71.129998,861300,53.273696
"131",70.93,71.790001,70.390001,70.460004,1246000,52.771895
"132",70.530002,71.039998,69.550002,69.690004,1330600,52.195194
"133",69.400004,70.879999,69.240006,70.739998,1512800,52.9816
"134",70.739998,72.200003,70.489994,72.110003,1977100,54.007682
"135",72.470001,73.1,71.61,72.770005,1534500,54.501999
"136",72.970004,73.620001,72.770005,73.44,1301900,55.0038
"137",73.370001,74.269993,73.269995,74.229998,975200,55.595479
"138",74.159999,74.34,73.609995,73.990004,912000,55.415732
"139",73.800002,74.460004,73.789996,74.019998,759300,55.438197
"140",74.180001,74.969995,73.960001,74.789994,783500,56.014895
"141",74.999998,76.000005,74.600001,75.370001,917000,56.449298
"142",75.329997,75.509998,74.350001,74.499999,918100,55.7977
"143",74.479997,75.159997,74.399998,74.550004,696700,55.835152
"144",75.460002,76.72,75.259998,76.109998,1861600,57.003529
"145",76.539999,76.740002,73.839997,74.91999,2222400,56.112257
"146",74.559997,75.710001,74.190002,75.390003,1806800,56.464279
"147",75.589997,76.140001,73.420002,74.030003,1327400,55.445691
"148",71.27,72.909998,69.749997,71.050003,5661400,53.213783
"149",72.430005,73.069997,71.189996,72.909998,2698400,54.606848
"150",73.319996,74.350001,72.909998,74.330008,1957900,55.670383
"151",74.960003,75.050003,73.999996,74.520001,1549000,55.812681
"152",74.710003,75.210002,72.81,73.299998,2510500,54.898944
"153",73.760002,74.350001,72.860006,74.150007,1672300,55.535569
"154",74.240007,74.51,73.539992,74.309997,2195100,55.655395
"155",74.399998,74.749999,72.779997,73.060004,2834500,54.719198
"156",72.900001,72.990001,71.189996,72.250004,2016500,54.112538
"157",72.880003,72.880003,72.110003,72.319994,1956400,54.164958
"158",72.639996,72.740002,71.869996,72.08,1687600,53.985211
"159",71.979994,71.979994,70.109999,71.039998,3426500,53.206289
"160",71.4,73.429994,71.36,73.229995,2260400,54.846515
"161",64.440002,67.4,63.599999,65.739996,12421800,49.236786
"162",65.379998,66.779993,65.379998,66.129997,5189200,49.528882
"163",65.969998,66.879999,65.559995,66.300005,4447700,49.656213
"164",66.879999,68.46,66.810001,68.369999,3035800,51.20656
"165",68.749994,68.749994,67.070006,67.139995,2278700,50.285333
"166",67.079998,68.130005,66.750003,67.99,1911000,50.921955
"167",68.010002,68.46,66.980005,67.4,2313200,50.480067
"168",67.759998,68.279999,67.450001,67.599999,1798200,50.629859
"169",67.709997,68.830003,67.000003,68.670004,2291300,51.431252
"170",68.510001,68.630004,67.549994,68.069995,2109100,50.981868
"171",68.240003,69.890002,68.049997,69.729999,2738200,52.225149
"172",69.240006,69.679998,68.499995,68.970004,1977500,51.860469
"173",68.76,71.000003,68.690002,70.910002,2335500,53.319208
"174",70.719996,70.849996,69.87,70.480002,2906600,52.995878
"175",70.640005,72.149998,70.640005,72.08,2555400,54.198962
"176",71.730003,72.919999,71.430003,72.669999,2860900,54.642599
"177",72.729997,74.350001,72.549996,73.879992,3012800,55.552426
"178",74.530002,76.400002,73.110005,73.720007,3350500,55.432128
"179",73.749996,74.489998,73.720007,74.039996,3293400,55.672737
"180",73.920005,74.789994,72.310002,72.869998,2283200,54.792983
"181",73.299998,73.689999,72.959998,73.470003,1471100,55.244143
"182",73.879992,74.030003,72.270002,73.53,2201500,55.289257
"183",73.960001,74.300005,72.740002,72.85,1852600,54.777946
"184",72.860006,73.650004,71.840001,73.359996,2207000,55.161426
"185",73.600003,74.649997,73.319996,74.479997,2351800,56.003586
"186",74.350001,74.699993,73.359996,73.900003,1703400,55.567473
"187",74.420008,74.870002,72.729997,73.44,1680200,55.221583
"188",73.200006,73.269995,71.599999,71.840001,1992300,54.0185
"189",71.809998,72.290004,70.980005,71.119993,1593800,53.477106
"190",70.370004,70.370004,68.490003,68.659998,2659600,51.627367
"191",68.279999,70.239994,68.229998,69.580006,2142400,52.319146
"192",69.859999,70.269998,69.280001,70.140002,2168100,52.740223
"193",67.709997,69.989995,66.890005,69.370001,1705900,52.161238
"194",69.359996,70.230002,67.669997,68.479997,2013100,51.492019
"195",69.609995,70.690006,69.289993,70.359998,1851100,52.905644
"196",71.419998,71.680003,69.359996,69.609995,2499100,52.341696
"197",70.620003,71.930002,70.469996,71.250002,1821900,53.574863
"198",71.349995,71.4,70.780006,71.169998,1717800,53.514706
"199",70.97,71.599999,70.649997,70.919994,1377000,53.326721
"200",71.430003,71.619996,70.449999,71.119993,789200,53.477106
"201",71.369992,72.659994,71.099995,72.549996,1966300,54.552364
"202",72.569993,72.909998,71.840001,71.869996,1097500,54.041054
"203",71.809998,72.900001,71.099995,72.430005,1149600,54.46214
"204",72.770005,73.580001,72.220001,73.139999,1474300,54.996005
"205",73.15,74.309997,73.15,73.420002,1483700,55.206546
"206",74.819997,74.999998,73.400004,73.729999,1518600,55.439642
"207",73.990004,74.319998,73.089994,73.330001,988400,55.138873
"208",73.269995,75.399995,73.269995,75.039993,2440400,56.424663
"209",75.419997,76.840003,74.760008,75.460002,3064900,56.740479
"210",75.27,75.669997,74.449994,75.070005,2064900,56.44723
"211",75.869991,77.83,75.859999,77.000002,2572700,57.898449
"212",77.000002,77.299998,74.989997,75.100008,1840200,56.46979
"213",74.460004,74.610002,72.51,73.060004,2567200,54.935854
"214",74.059993,74.359993,73.1,73.400004,1512400,55.19151
"215",72.929995,74.080004,72.499995,73.670001,1734900,55.394528
"216",73.879992,75.100008,73.339994,74.350001,2119100,55.905839
"217",73.260003,73.299998,72.189998,72.779997,1923700,54.725309
"218",72.740002,73.749996,72.610006,73.459997,1334400,55.23662
"219",74.670008,75.480004,74.580007,74.730005,1560600,56.191575
"220",75.079997,75.370001,74.300005,75.259998,988800,56.590091
"221",75.159997,75.609999,74.620003,74.93,1139100,56.341956
"222",74.999998,75.159997,74.499999,74.749999,1505400,56.206608
"223",74.989997,76.329995,74.260001,76.270006,3440700,57.349544
"224",76.140001,76.599996,75.259998,76.449998,1392900,57.484885
"225",76.500003,78.159999,76.47,77.479999,2390300,58.259372
"226",77.929993,77.959996,76.180006,76.369999,2673400,57.424731
"227",75.939998,75.939998,74.010001,74.629995,2555200,56.116374
"228",74.420008,74.559997,72.409994,73.240001,2663000,55.071199
"229",70.820002,71.719998,67.880001,68.569998,6030900,51.559693
"230",69.310004,71.119993,67.880001,68.639996,3563300,51.612327
"231",68.929995,70.809996,68.929995,70.59,2419500,53.078589
"232",70.329995,71.259994,69.330002,70.309997,2183800,52.868047
"233",69.91,69.91,67.160006,67.500006,3021100,50.954433
"234",67.020001,67.500006,65.769999,66.63,2634200,50.297682
"235",67.250002,67.4,65.640003,66.38,2951700,50.108963
"236",66.149999,67.240001,65.510003,65.710002,2862900,49.603194
"237",65.48,66.38,65.149996,66.090001,2392100,49.890048
"238",66.359998,67.65,66.090001,67.079998,1522000,50.637377
"239",67.450001,67.78,66.750003,67.259999,1950900,50.773256
"240",66.97,68.099998,66.390006,66.879999,2533200,50.486402
"241",65.940003,66.700003,65.389999,65.890003,1590000,49.739073
"242",66.489999,68.189998,66.489999,67.329997,1848500,50.826097
"243",66.700003,68.429997,66.700003,68.189998,1658700,51.475295
"244",67.830001,68.279999,67.200002,68.020003,1338700,51.346968
"245",68.55,69.129994,68.170001,68.499995,1036700,51.709305
"246",69.449996,69.539997,67.830001,68.89,1531400,52.003712
"247",68.709999,69.1,67.36,67.619997,2278300,51.045011
"248",67.65,68.110003,66.680001,67.049995,1748000,50.614728
"249",66.000001,67.369997,65.750001,66.840004,1363700,50.45621
"250",66.520002,66.789999,65.039994,65.18,1440000,49.203106
"251",65.800002,66.129997,64.949998,64.980001,1421300,49.05213
"252",64.990006,65.780004,64.809992,64.940001,1795000,49.021935
"253",65.320001,66.099993,64.940001,65.91,1552100,49.754169
"254",65.769999,65.800002,64.760005,64.900006,1694900,48.991744
"255",65.159997,65.660001,63.339994,63.950004,2076600,48.274606
"256",64.569998,65.57,64.569998,64.89,1895000,48.984191
"257",64.060003,64.569998,63.029997,63.509999,2056200,47.942454
"258",63.729995,63.74,62.560002,63.110006,2783600,47.640508
"259",63.589994,63.979999,62.67,63.130003,1925700,47.655604
"260",62.869998,63.589994,62.779998,63.360005,1454700,47.829227
"261",63.709997,64.589996,63.650004,64.330004,1587500,48.561461
"262",63.959997,64.920004,63.839997,64.040005,1321700,48.342546
"263",62.619995,63.240001,61.809999,63.220004,2567100,47.723543
"264",63.270005,63.380003,62.529994,62.810001,2514500,47.41404
"265",62.790003,62.930005,62.2,62.529994,1762900,47.202668
"266",62.930005,63.520004,62.399998,63.220004,2338900,47.723543
"267",63.330002,64.670004,63.01,64.589996,2578100,48.757723
"268",65.059996,65.730004,64.640001,65.660001,1974500,49.565449
"269",66.079996,66.539999,65.239993,66.489999,1751000,50.191998
"270",66.539999,67.129999,66.38,66.649997,1775700,50.312778
"271",66.520002,66.520002,65.170003,65.429999,1854700,49.391825
"272",66.309998,66.509996,65.600003,65.95,1764000,49.784364
"273",64.940001,65.649995,64.909998,65.550003,1879500,49.482414
"274",64.580004,64.580004,63.799998,64.03,1688000,48.334993
"275",63.69,64.730001,63.630002,63.849999,1839000,48.199114
"276",64.100002,65.260003,63.929994,64.12,1355700,48.402933
"277",64.84,65.159997,63.679994,63.749997,3084200,48.123625
"278",64.139998,65.309995,64.060003,65.030002,2312100,49.089875
"279",64.569998,64.670004,63.889998,64.319999,1632700,48.553908
"280",64.730001,65.679998,64.709999,65.410001,1909300,49.376729
"281",65.669993,69.670006,65.420007,68.439998,4969200,51.664014
"282",68.780002,68.990002,67.78,68.189998,2237300,51.475295
"283",68.429997,69.91,67.979994,69.710001,3199700,52.622715
"284",69.159997,70.269998,68.999998,69.519995,2177700,52.479283
"285",68.970004,69.740004,68.290004,68.560001,2145100,51.754603
"286",67.729995,68.189998,66.140002,66.919999,3102000,50.516597
"287",62.489999,64.650006,62.259997,63.889998,6687600,48.229309
"288",63.06,64.84,63.020005,64.220006,3587500,48.478425
"289",65.100005,65.249998,63.150001,63.580001,2553200,47.995298
"290",63.209998,63.749997,61.750002,61.759994,3548800,46.62141
"291",61.809999,62.020003,59.499998,60.409999,3562500,45.602326
"292",59.499998,59.620001,56.609998,56.820002,4242600,42.892307
"293",57.730004,58.000006,52.88,55.199993,4190800,41.669394
"294",53.26,53.639995,50.019995,50.479998,5218600,38.106362
"295",51.300004,51.77,48.419997,51.710002,4946900,39.034868
"296",51.09,51.339999,48.770002,48.939998,4098000,36.943846
"297",49.150002,51.940004,48.290001,51.269996,4128800,38.921421
"298",51.780005,52.379997,51.300004,51.899996,2639800,39.399683
"299",52.390002,53.770004,52.180003,53.610005,2324300,40.69783
"300",52.739999,52.980006,51.559996,52.469997,2470200,39.832397
"301",52.820003,53.380003,52.419996,53.039999,2481800,40.265112
"302",51.219996,51.329994,49.150002,49.639995,2663600,37.684012
"303",49.079999,50.679997,48.639993,48.689998,1792000,36.962826
"304",50.120001,50.28,47.710007,47.86,2345700,36.332736
"305",48.279995,50.100003,48.040001,50.019995,2536700,37.972487
"306",49.700006,50.240004,48.639993,49.490002,3139900,37.570145
"307",49.720003,50.420001,48.180003,48.630001,1872200,36.917279
"308",48.309999,49.630003,47.239998,49.389996,1905400,37.494226
"309",50.299997,51.600004,50.019995,51.539998,1941000,39.126392
"310",51.109998,51.879998,50.529999,51.539998,2354700,39.126392
"311",52.140003,54.560002,52.019999,53.579998,4307100,40.67505
"312",53.630003,54.519993,53.299995,53.540002,3094400,40.644688
"313",52.290001,52.359999,51.230001,51.950001,2738900,39.437644
"314",50.010003,50.429998,48.790004,50.350003,2183100,38.223012
"315",51.289999,52.890005,51.280002,52.630001,1770500,39.953863
"316",51.929999,52.709996,51.030002,51.43,1890700,39.042887
"317",50.589997,51.440005,49.950005,50.179994,3356600,38.09395
"318",49.499994,50.199996,48.750004,49.920002,2363700,37.896578
"319",50.049998,51.800003,49.589994,51.329994,3302900,38.966968
"320",51.530006,52.320004,50.589997,51.649996,2942300,39.209897
"321",52.359999,52.590001,51.589999,52.290001,2808200,39.695754
"322",52.579995,53.209995,51.699997,52.210006,2762500,39.635026
"323",50.690003,51.399997,50.139998,50.899993,2483900,38.640535
"324",51.320002,51.879998,50.629996,50.740003,2271900,38.519079
"325",50.420001,50.569999,48.009998,48.029996,2966500,36.461787
"326",46.019995,46.300002,43.029994,44.049994,4742100,33.440384
"327",43.579998,45.709998,43.450002,44.860003,3504400,34.055299
"328",45.279998,46.440003,44.000006,46.289997,3116600,35.140874
"329",47.079995,48.479994,46.219994,46.489995,2418300,35.292702
"330",46.510006,46.909999,44.670001,44.739999,2720900,33.964199
"331",45.999997,46.139999,44.250006,45.3,2721400,34.389321
"332",44.270003,45.17,44.009999,44.160005,2330000,33.523899
"333",43.47,43.889995,42.100004,42.100004,3146800,31.960056
"334",41.490007,44.900003,40.409996,44.83,4400400,34.032523
"335",45.109993,47.500003,44.610003,47.259996,3545700,35.877245
"336",47.009996,48.680002,46.769998,48.49,2425100,36.810997
"337",49.029998,49.029998,46.870004,47.140001,2801000,35.786151
"338",48.299993,50.150004,48.299993,49.94,2276100,37.911759
"339",49.409993,50.679997,49.339995,50.240004,2148400,38.139507
"340",50.870004,51.750002,50.529999,50.809993,1695500,38.572211
"341",50.220007,50.510002,48.709996,50.019995,1956200,37.972487
"342",51.069998,52.520002,51.069998,52.509997,2136000,39.862763
"343",52.320004,52.590001,51.420003,51.550003,2050200,39.133988
"344",51.609996,53.380003,50.510002,53.009996,1800200,40.242335
"345",52.45,53.849999,52.399999,52.970001,1732100,40.211973
"346",53.029998,54.089993,51.899996,53.700001,2170300,40.76615
"347",54.519993,55.370002,54.360003,55.269996,2323100,41.958006
"348",55.299999,56.050002,55.069998,55.800003,1760200,42.360358
"349",55.82,55.82,54.229999,54.479998,1850200,41.358282
"350",55.589998,56.350007,54.249996,56.129997,1487300,42.610872
"351",57.619997,59.290007,57.439996,58.67,1952200,44.539106
"352",58.380001,58.630005,57.669998,58.059999,2552200,44.076025
"353",57.279993,57.480005,55.359997,55.370002,2532800,42.033925
"354",53.250003,54.979997,53.129999,54.139998,2805700,41.100172
"355",55.05,56.169992,54.819998,55.629994,1527000,42.231297
"356",56.97,59.999997,55.940004,57.430004,5705300,43.597767
"357",56.340001,56.859998,54.470002,55.39,3460700,42.049106
"358",55.370002,55.960002,54.450004,55.089995,3450700,41.821359
"359",55.14,55.929998,54.479998,55.780001,2879700,42.557616
"360",54.150004,54.699994,53.229992,53.31,2320400,40.673118
"361",54.319995,54.999999,54.069995,54.490004,3997000,41.573407
"362",55.299999,55.679999,55.170004,55.600004,1736700,42.420287
"363",55.469995,55.649996,54.569999,55.319997,1339500,42.206654
"364",55.05,55.969994,54.729998,55.580006,1820000,42.405029
"365",54.940002,56.570003,54.569999,54.699994,1574400,41.73362
"366",54.450004,54.779998,52.070004,52.480003,1719300,40.039867
"367",53.110002,53.959997,52.410004,52.610003,1873700,40.139051
"368",51.800003,52.399999,50.999999,52.070004,1315400,39.727057
"369",52.140003,52.309998,50.729998,51.030002,1467400,38.933582
"370",50.269994,50.499996,49.569997,49.990001,2284800,38.140108
"371",49.959997,50.400003,49.400001,49.440001,700500,37.720483
"372",50.980002,52.750004,50.830004,52.489999,2356400,40.047494
"373",52.739999,53.520005,52.359999,52.950003,1796600,40.398456
"374",54.880004,56.289996,54.8,55.920006,1881500,42.664434
"375",55.719994,56.230003,55.190001,55.350005,1340600,42.229548
"376",56.100003,56.190003,54.650003,54.779998,1641000,41.794659
"377",55.979999,56.609998,55.030002,55.39,2208800,42.260063
"378",55.649996,55.82,54.189999,55.319997,2678200,42.206654
"379",55.129995,55.719994,54.650003,55.429995,1811200,42.290578
"380",55.159998,55.249999,53.500007,53.69,1470600,40.96304
"381",54.009998,54.859993,53.950005,54.549997,1355400,41.619178
"382",53.709998,53.740001,52.210006,53.020001,1499100,40.451861
"383",53.9,55.060005,52.809997,53.279997,2355700,40.650227
"384",52.570003,52.88,51.339999,51.499998,1827200,39.292168
"385",52.300006,52.520002,51.120003,51.269996,1647900,39.116687
"386",51.789997,52.269999,51.309996,52.189995,2369700,39.818604
"387",52.640006,52.799996,50.679997,50.850001,1533000,38.79625
"388",52.030005,53.290003,51.980004,53.020001,1703900,40.451861
"389",53.430004,54.859993,53.180005,54.699994,1910500,41.73362
"390",54.990002,56.390002,54.769993,56.280004,1791600,42.939096
"391",56.699999,56.800005,55.839998,56.329996,1171800,42.977237
"392",56.340001,56.890005,56.169992,56.530003,773800,43.129834
"393",56.660003,56.739994,54.940002,55.120003,942100,42.054067
"394",55.370002,55.749997,54.880004,55.699997,957800,42.496576
"395",55.699997,56.030004,55.499998,55.740005,788500,42.527101
"396",57.349996,58.389997,56.870003,58.110004,1746300,44.335303
"397",57.719999,57.869997,56.739994,57.489997,1925400,43.862266
"398",56.859998,57.110002,56.2,56.890005,1700200,43.404499
"399",56.849997,57.050004,56.350007,56.710004,1212000,43.267167
"400",56.899997,56.949998,56.390002,56.739994,1191200,43.290047
"401",57.809999,59.400005,57.540002,59.200006,3500800,45.166926
"402",58.860006,59.339994,58.200004,58.950003,2319000,44.976184
"403",58.979997,59.339994,58.310002,58.599997,1318200,44.709146
"404",58.059999,58.76,57.140005,58.749995,2013400,44.823587
"405",59.44,59.979999,58.76,59.01,1743100,45.021959
"406",58.970005,60.820002,58.790004,60.749999,1730600,46.3495
"407",60.910003,61.300003,60.300001,60.390002,1772300,46.074838
"408",60.359999,60.769997,59.999997,60.519998,1917900,46.174019
"409",60.699999,61.550003,60.530003,60.980001,1453400,46.524981
"410",59.940004,60.210001,59.449993,59.720003,1924300,45.563659
"411",59.420003,60.910003,58.259997,60.649993,2451000,46.2732
"412",61.769999,64.499995,59.400005,61.910005,6860300,47.234532
"413",61.550003,62.009998,61.079994,61.419994,2354700,46.860675
"414",60.809997,60.809997,59.269996,59.789993,2573300,45.617058
"415",60.530003,60.530003,58.779998,59.599999,2531800,45.472102
"416",60.550001,60.550001,59.310005,59.330002,2030600,45.266106
"417",59.539993,60.170005,59.019992,59.44,1868500,45.35003
"418",60.229998,61.289998,59.720003,61.259995,1939900,46.738603
"419",60.940006,61.800007,60.59,61.739996,946200,47.104823
"420",61.410002,62.070004,60.820002,61.910005,1176100,47.234532
"421",61.829997,62.119996,60.569998,61.199997,1593800,46.692828
"422",61.429999,61.57,60.429997,61.370006,1419500,46.822537
"423",60.359999,60.739994,59.720003,60.46,1298300,46.335876
"424",60.999999,61.329998,60.359999,60.93,1017000,46.696079
"425",61.129999,61.930003,60.730002,61.750002,1927600,47.324519
"426",62.000001,62.979997,61.57,62.639997,1976200,48.006602
"427",62.399998,63.090004,61.879997,62.63,1781600,47.99894
"428",63.1,63.35,62.430001,62.689997,1657000,48.044922
"429",63.31,63.360005,62.549996,62.790003,1722900,48.121565
"430",62.639997,63.000003,62.33,62.720001,1912700,48.067916
"431",62.880004,64.260001,62.649998,64.12,1609700,49.14086
"432",64.12,64.809992,63.999996,64.760005,2001000,49.631352
"433",64.289996,64.780002,63.670002,64.339996,1700700,49.309463
"434",64.55,65.600003,64.359994,64.740003,1985300,49.616023
"435",64.359994,64.699994,63.749997,63.939999,3592100,49.002909
"436",64.049997,64.530003,63.130003,64.369999,2565400,49.332457
"437",64.019994,64.019994,61.820004,62.189994,3200400,47.661725
"438",62.2,62.380001,60.559993,61.009995,2910100,46.757387
"439",60.080005,60.129997,59.359996,59.659997,2222000,45.722763
