"","TWC.Open","TWC.High","TWC.Low","TWC.Close","TWC.Volume","TWC.Adjusted"
"96",57.759998,58.34,57.669998,57.880001,1753400,51.490417
"97",57.470001,58.07,56.880001,57.630001,2834000,51.268015
"98",57.080002,57.91,56.84,57.810001,3199800,51.428145
"99",58.150002,58.610001,57.77,58.450001,2908300,51.997492
"100",58.259998,58.360001,57.349998,57.869999,1492600,51.481519
"101",58.049999,58.68,57.189999,57.619999,1718600,51.259117
"102",58.389999,58.799999,57.639999,58.439999,2485700,51.988594
"103",58.529999,59.68,58.150002,59.66,3173500,53.073915
"104",62.150002,63.98,62.099998,62.330002,6492700,55.449166
"105",62.130001,62.5,61.75,62.049999,2516100,55.200074
"106",61.18,62.470001,61.18,62.049999,3425800,55.200074
"107",62.119999,62.560001,61.330002,61.91,2878900,55.075529
"108",62,62.34,61.759998,62.259998,2923300,55.38689
"109",61.66,62.740002,61.66,62.009998,2692500,55.164489
"110",61.48,62.959999,61.419998,62.700001,2851700,55.778319
"111",63,63.349998,62.540001,62.57,2410700,55.662669
"112",62.040001,62.77,61.73,62.07,2073300,55.217866
"113",61.759998,62.73,61.610001,61.990002,2106700,55.1467
"114",62.669998,63.540001,62.610001,62.75,1905000,55.822799
"115",62.84,62.939999,62.23,62.689999,2234400,55.769421
"116",62.549999,62.869999,61.48,62.360001,2024000,55.475853
"117",61.689999,62.029999,61.220001,61.32,2287200,54.550662
"118",61.919998,62.5,61.470001,62.029999,1240000,55.182281
"119",61.139999,61.759998,60.93,61.290001,530000,54.877853
"120",60.77,61.830002,60.639999,61.57,1971700,55.128559
"121",60.889999,61.950001,60.689999,61.540001,2042700,55.101698
"122",62.490002,64.480003,62.389999,64,4097900,57.304333
"123",63.93,65,63.869999,64.790001,3176900,58.011684
"124",64.260002,66.290001,64.029999,66.080002,3499000,59.166725
"125",65.639999,66.489998,65.639999,66.110001,2448600,59.193585
"126",66.43,66.769997,64.949997,64.980003,2837800,58.181808
"127",64.849998,65.779999,64.849998,65.540001,1815400,58.683219
"128",65.989998,66.389999,65.480003,66.110001,1298800,59.193585
"129",66.239998,66.68,65.32,65.360001,2681000,58.52205
"130",65.699997,65.699997,64.610001,64.629997,2677400,57.86842
"131",64.879997,65.57,64.650002,64.940002,3193600,58.145992
"132",64.769997,65.239998,63.799999,64.489998,2470000,57.743067
"133",64.510002,65.059998,63.73,64.580002,1934800,57.823655
"134",64.410004,65.419998,64.389999,65.300003,3220800,58.46833
"135",65.300003,65.529999,64.900002,65.260002,2280000,58.432514
"136",65.68,65.919998,65.330002,65.830002,2466100,58.94288
"137",66.160004,66.43,65.419998,65.510002,1663000,58.656359
"138",65.559998,65.82,65.07,65.370003,1074700,58.531006
"139",65.209999,66.400002,65.169998,65.970001,1129000,59.068233
"140",65.93,66.150002,65.639999,66.059998,994500,59.148814
"141",66.099998,66.68,65.599998,66.07,1521600,59.157769
"142",65.93,66.400002,65.870003,66.110001,986400,59.193585
"143",66.110001,66.190002,65.43,66.029999,1102900,59.121953
"144",66.440002,67.690002,66.18,67.190002,2436200,60.160598
"145",67.220001,68.199997,66.739998,67.379997,5484200,60.330715
"146",67.080002,67.5,66.940002,67.349998,2231700,60.303855
"147",67.5,67.599998,66.309998,66.540001,1864600,59.578599
"148",66.699997,66.980003,66.330002,66.75,2869100,59.766628
"149",66.5,66.540001,65.699997,66.260002,1682300,59.327894
"150",66.620003,66.830002,65.940002,66.110001,1536300,59.193585
"151",66.660004,66.660004,64.459999,64.910004,3696800,58.119132
"152",64.849998,65.360001,64.68,65.139999,2076400,58.325066
"153",64.940002,65.650002,64.940002,65.610001,1531300,58.745895
"154",65.550003,66.220001,65.419998,65.870003,1489000,58.978696
"155",65.790001,66.639999,65.139999,66.349998,3361400,59.408475
"156",66.010002,67.330002,65.690002,67.089996,2847800,60.071054
"157",67.650002,68.18,67.230003,67.279999,1825900,60.241179
"158",67.300003,67.879997,67.300003,67.699997,2016600,60.617237
"159",67.440002,68.110001,67.120003,67.900002,2222400,60.796317
"160",68.209999,68.919998,67.739998,68.080002,2214800,60.957486
"161",70.669998,72.410004,68.510002,69.25,2553200,62.005079
"162",68.760002,69.660004,67.050003,67.120003,2900200,60.097921
"163",67.190002,68.75,66.75,67.830002,2826400,60.733641
"164",68.559998,68.889999,68.059998,68.730003,2071600,61.539484
"165",68.760002,69.510002,68.239998,69.330002,1751900,62.076711
"166",69,69.650002,68.690002,69.440002,1730900,62.175203
"167",69.360001,69.559998,68.699997,69.150002,1654500,61.915542
"168",69.400002,69.650002,69.019997,69.5,1697600,62.228924
"169",69.5,69.720001,69.260002,69.589996,2184300,62.309505
"170",69.470001,69.559998,68.809998,69.5,1916800,62.228924
"171",69.110001,70.669998,69,70.32,2212300,62.963135
"172",70.07,71.32,70,71.110001,1656400,63.670486
"173",69.910004,70.790001,69.589996,70.239998,2437800,62.891503
"174",69.910004,71.279999,69.690002,71.260002,1776500,63.804795
"175",71.25,72.489998,71.160004,72.239998,2392700,64.682264
"176",71.849998,72.660004,71.699997,72.050003,1946300,64.512146
"177",72.050003,72.25,71.599998,71.889999,2092000,64.368882
"178",70.959999,71.199997,69.599998,69.870003,2092300,62.560217
"179",69.839996,70.059998,68.730003,69.379997,2349900,62.121476
"180",69.050003,71.150002,68.559998,70.900002,2334000,63.924714
"181",71.089996,71.610001,70.68,71.290001,1658400,64.276344
"182",71.690002,72.32,71.379997,72.18,2926700,65.078783
"183",72.370003,72.370003,70.440002,70.550003,1781300,63.609149
"184",70.480003,70.529999,69.459999,69.900002,2312400,63.023096
"185",70.32,72.57,70.300003,72.480003,3433000,65.349272
"186",71.809998,72.150002,70.940002,72.010002,2705700,64.92551
"187",71.93,72.370003,70.769997,71.07,2456700,64.077987
"188",71,71.709999,70.639999,70.989998,2604000,64.005856
"189",70.949997,70.970001,69.75,70.279999,1714200,63.365708
"190",69.43,69.550003,68.279999,68.620003,2626400,61.869026
"191",68.480003,69.290001,68.07,68.790001,1531500,62.022299
"192",68.43,68.910004,67.690002,68.080002,2129900,61.382151
"193",66.360001,68.910004,66.169998,68.5,2746100,61.760829
"194",68.220001,68.620003,67.370003,67.690002,3307400,61.030521
"195",68.589996,68.919998,67.279999,67.470001,2667600,60.832164
"196",68.730003,68.93,67.709999,67.870003,4467100,61.192812
"197",68.730003,69.389999,68.559998,69.089996,1683200,62.29278
"198",68.959999,69.540001,68.690002,69.080002,1681500,62.283769
"199",68.699997,69.75,68.480003,69.370003,1413500,62.545239
"200",69.669998,70.639999,69.529999,70.279999,1526600,63.365708
"201",70.309998,70.980003,70.099998,70.669998,2496700,63.717338
"202",70.669998,70.709999,69.68,69.910004,1650600,63.032114
"203",69.760002,70.779999,69.550003,70.449997,1925400,63.518981
"204",70.870003,71.540001,70.82,71.43,1898000,64.40257
"205",71.129997,71.660004,70.599998,71.339996,1939600,64.321421
"206",71.739998,72.82,71.370003,72.129997,2624500,65.0337
"207",71.919998,72.349998,71.550003,72.269997,1321700,65.159926
"208",71.989998,72.57,71.720001,72.309998,1757800,65.195991
"209",72.400002,72.580002,71.959999,72.470001,1614600,65.340254
"210",72.25,72.620003,71.669998,72.519997,1709800,65.38533
"211",72.730003,73.190002,72.150002,72.849998,1753800,65.682866
"212",73.019997,73.230003,72.540001,72.800003,1709300,65.637789
"213",72.699997,72.830002,71.879997,72.139999,1729900,65.042718
"214",72.349998,72.629997,71.949997,72.370003,1519100,65.250093
"215",71.970001,72.099998,71.279999,71.75,2137500,64.691087
"216",72.18,73.029999,71.650002,72.809998,1767800,65.6468
"217",71.900002,72.589996,71.440002,72.349998,1655900,65.232057
"218",72.449997,72.620003,71.93,72.410004,1413600,65.286159
"219",73.269997,73.769997,73.190002,73.389999,2003700,66.16974
"220",73.849998,74.010002,73.349998,74,1476300,66.719728
"221",73.779999,74.760002,73.650002,74.629997,1156700,67.287745
"222",74.82,75.419998,74.32,74.959999,2600000,67.58528
"223",75,75.57,74.290001,75.309998,2203200,67.900845
"224",74.519997,76.400002,74.519997,76.260002,2448500,68.757386
"225",76.5,78.260002,76.279999,78.129997,2629200,70.443408
"226",78.300003,79.209999,77.709999,77.900002,2344900,70.236039
"227",77.660004,77.860001,76.040001,76.410004,3622000,68.89263
"228",76.379997,77.209999,75.410004,77.07,2622700,69.487695
"229",76.68,76.970001,75.589996,75.889999,2192100,68.423785
"230",76.550003,77.330002,76.290001,76.709999,1783400,69.163112
"231",76.830002,77.379997,76.279999,76.989998,1196800,69.415564
"232",77.050003,78.650002,77.040001,78.459999,1329100,70.740943
"233",78.040001,78.550003,77.730003,78.449997,1876500,70.731925
"234",78.389999,78.540001,77.699997,78.07,1979900,70.389313
"235",78.019997,78.410004,76.82,77.260002,1406100,69.659004
"236",76.900002,77.209999,76.410004,76.550003,1475600,69.018856
"237",76.370003,76.959999,75.43,76.57,1992300,69.036886
"238",76.489998,78.07,76.220001,77.629997,2414700,69.992599
"239",77.730003,77.730003,76.900002,77.32,2151200,69.713099
"240",77.120003,78.43,76.860001,77.989998,2020900,70.317182
"241",77.089996,77.709999,76.75,77.639999,1960700,70.001617
"242",77.75,77.900002,76.309998,76.559998,1997300,69.027868
"243",76.209999,76.419998,75.790001,76.110001,2002100,68.622142
"244",75.690002,76.660004,75.160004,76.309998,1951400,69.239131
"245",76.610001,77.900002,76.459999,77.290001,1417100,70.128327
"246",77.760002,78.349998,77.019997,77.220001,2844400,70.064814
"247",76.949997,77.379997,76.32,76.43,1743800,69.348014
"248",76.339996,77.269997,76.32,77,1585000,69.865198
"249",76.059998,76.559998,75.639999,75.800003,1990700,68.776392
"250",75.669998,75.870003,75.139999,75.199997,1076100,68.231982
"251",75.5,76.470001,75.360001,75.610001,1699800,68.603995
"252",75.629997,76.279999,74.809998,74.900002,1614800,67.959785
"253",74.779999,75.860001,74.540001,75.610001,1942800,68.603995
"254",75.260002,75.43,73.75,73.809998,2689600,66.97078
"255",73.919998,74.339996,73.669998,73.720001,1252000,66.889123
"256",74.449997,75.360001,74.449997,75,2120400,68.050517
"257",74.360001,75.279999,73.830002,73.879997,2499100,67.034294
"258",73.760002,74.150002,72.769997,73.18,2345900,66.399158
"259",73.830002,75.260002,73.57,74.639999,3119400,67.723874
"260",74.190002,74.830002,73.809998,74.400002,1609700,67.506114
"261",74.889999,76.220001,74.599998,75.93,2106100,68.894344
"262",75.519997,76.080002,75.400002,75.480003,1575900,68.486043
"263",74.470001,74.910004,73.839996,74.519997,2681000,67.614991
"264",74.519997,74.940002,73.940002,74.5,4106500,67.596847
"265",74.639999,76.5,74.230003,76.309998,1823600,69.239131
"266",76.529999,77.709999,76.169998,77.660004,1662900,70.464045
"267",77.860001,78,77.139999,77.400002,1930300,70.228135
"268",77.830002,78.25,77.660004,78.040001,1885100,70.808832
"269",78.050003,79.580002,77.300003,79.5,1665000,72.133548
"270",79.480003,80.849998,79.010002,79.970001,2214300,72.559999
"271",79.889999,80,79.389999,79.629997,2579600,72.2515
"272",80.550003,80.860001,79.989998,79.989998,1491900,72.578143
"273",79.099998,79.360001,78.57,79.239998,1631700,71.897638
"274",78.339996,79.239998,77.5,77.830002,1173000,70.618292
"275",77.589996,78.43,77.440002,77.809998,1268400,70.600141
"276",78.260002,79.059998,77.699997,77.879997,1008500,70.663655
"277",77.790001,78.419998,76.889999,77.459999,1432800,70.282573
"278",77.760002,77.760002,76.610001,77.290001,1508500,70.128327
"279",76.970001,77.339996,75.93,76.300003,1705200,69.230062
"280",76.879997,77.32,76.599998,77.230003,1753300,70.073889
"281",77.25,77.459999,76.529999,76.580002,968700,69.484116
"282",77.209999,79.050003,77.120003,78.410004,1422800,71.144551
"283",78.150002,78.919998,78.150002,78.779999,1051800,71.480262
"284",77.980003,78.730003,77.82,78.449997,1167400,71.180838
"285",78.309998,78.669998,77.730003,77.949997,1348700,70.727168
"286",77.379997,77.739998,77.089996,77.099998,1577700,69.95593
"287",76.480003,76.480003,73.169998,73.43,3573000,66.625993
"288",72.620003,74.050003,71.760002,73.309998,2668700,66.51711
"289",74.139999,74.139999,72.099998,72.93,1929700,66.172323
"290",72.230003,72.519997,69.860001,69.860001,3407700,63.386789
"291",69.900002,69.93,67.660004,69.470001,4052800,63.032927
"292",68.370003,68.709999,66.760002,67.089996,4282300,60.873453
"293",68,69.419998,65.849998,68,3790200,61.699136
"294",66.5,67.389999,62.799999,62.939999,3222600,57.107993
"295",63.77,65.57,61.09,65.440002,4504800,59.376347
"296",64.470001,64.480003,60.93,62.310001,4686900,56.536371
"297",62.759998,65.519997,62.169998,64.739998,3103000,58.741204
"298",64.889999,66.309998,64.650002,65.510002,1854000,59.43986
"299",65.489998,65.650002,64.160004,65.019997,3199700,58.995259
"300",63.880001,64.849998,63.400002,64.25,3060100,58.29661
"301",64.599998,65.239998,64.120003,64.959999,2601600,58.94082
"302",63.59,64.480003,61.75,62.32,2544000,56.545443
"303",61.48,63.5,61.27,61.759998,2270500,56.037331
"304",63.049999,63.240002,60.709999,60.939999,1860400,55.293312
"305",61.07,62.939999,60.779999,62.84,2113200,57.01726
"306",62.560001,63.700001,62.419998,63.459999,2109700,57.57981
"307",63.630001,63.790001,61.98,62.619999,1790100,56.817644
"308",62.23,63.810001,60.630001,63.509998,1596900,57.625176
"309",63.75,65.059998,63.27,65.010002,1565700,59.435396
"310",64.68,65.879997,64.18,65.510002,1694300,59.892521
"311",66,66.620003,64.849998,65.5,2087000,59.883376
"312",65.339996,66.209999,64.919998,65.400002,2035000,59.791952
"313",64.199997,64.629997,63.240002,63.549999,1835100,58.100588
"314",61.790001,63.310001,61.27,62.880001,2131900,57.488042
"315",63.82,64.099998,63.150002,64.080002,2023400,58.585143
"316",63.650002,63.98,63.099998,63.18,2069900,57.762316
"317",62.389999,62.709999,60.549999,60.849998,3109900,55.632112
"318",60.279999,61.66,60.189999,61.630001,2573100,56.345229
"319",61.759998,62.369999,61.32,61.98,2429900,56.665216
"320",62.48,65.75,61.990002,64.650002,3294000,59.106265
"321",65.419998,65.949997,64.389999,65.730003,2141800,60.093657
"322",65.989998,65.989998,64.25,65.660004,4337400,60.029659
"323",64.43,65.660004,64.209999,65.410004,1896700,59.801097
"324",65.989998,66.550003,65.239998,65.519997,2110900,59.901658
"325",65.129997,66.75,63.77,63.830002,2932300,58.35658
"326",62.040001,64.089996,62.02,63.869999,3191500,58.393148
"327",63.029999,65.029999,62.709999,64.790001,2035900,59.234259
"328",65.269997,66.190002,64.300003,66.110001,2120000,60.441069
"329",67.5,68.330002,66.629997,66.989998,1914400,61.245607
"330",66.879997,66.980003,64.910004,65.059998,2551700,59.481104
"331",66.160004,66.540001,63.75,64.739998,2235100,59.188544
"332",63.889999,64.230003,62.580002,62.669998,2921100,57.296047
"333",62.360001,64.650002,62.16,62.790001,3773500,57.405759
"334",61.759998,65.089996,61.41,64.980003,2800000,59.407969
"335",65.260002,66.57,64.339996,66.379997,2381000,60.687914
"336",66.169998,68.419998,65.809998,68.120003,2378600,62.278714
"337",68.419998,68.419998,67.209999,67.519997,1783200,61.730158
"338",67.529999,69.510002,67.529999,69.480003,1797600,63.522094
"339",68.699997,69.050003,67.900002,68.370003,2180400,62.507276
"340",68.629997,69.949997,68.300003,68.93,1658300,63.019254
"341",68.400002,69.129997,68.18,68.82,1564200,62.918686
"342",69.790001,71.279999,68.720001,69.82,2292500,63.832936
"343",69.32,69.639999,68.269997,68.330002,1230500,62.470705
"344",68.25,69.449997,67.559998,68.989998,1699600,63.074107
"345",69.169998,70.010002,68.690002,69.089996,1635900,63.16553
"346",69.389999,70.400002,68.980003,69.790001,2022100,63.805509
"347",70.339996,71.209999,70.190002,70.870003,2484700,64.792901
"348",70.93,72.010002,70.709999,71.839996,1858500,65.679718
"349",71.620003,72.010002,70.209999,70.309998,1714900,64.280916
"350",71.5,72.410004,70.209999,70.629997,3201600,64.573476
"351",68.989998,68.989998,62.509998,65.169998,11155200,59.581672
"352",65.150002,65.169998,62.349998,62.48,5546700,57.122341
"353",62.040001,64.230003,61.59,63.689999,4706700,58.228582
"354",61.950001,64.150002,61.259998,63.630001,4908300,58.17373
"355",65.07,65.190002,62.720001,62.880001,2706900,57.488042
"356",63.52,63.880001,62.439999,62.700001,3643900,57.323477
"357",62.439999,62.849998,60.799999,61.290001,4934000,56.034384
"358",60.950001,62.380001,60.950001,62.220001,2612600,56.884637
"359",62.650002,62.700001,61,62.400002,3060000,57.049202
"360",61.43,61.5,59.77,60.09,3205200,54.937284
"361",60.639999,60.98,59.549999,60.130001,3480900,54.973854
"362",60.66,61.5,60.200001,61.029999,2813200,55.796677
"363",60.990002,61.09,60.580002,60.619999,2282200,55.421835
"364",60.439999,61.990002,60.360001,61.580002,4804600,56.299518
"365",60.810001,61.549999,60.400002,60.560001,2563500,55.366982
"366",60.599998,61.419998,60.330002,60.57,2314200,55.376123
"367",60.689999,60.82,59.860001,60.43,2426800,55.248129
"368",59.52,60.470001,59.380001,59.77,2097700,54.644724
"369",59.759998,59.91,58.830002,59.200001,2774700,54.123602
"370",58.790001,59.110001,57.669998,57.669998,2226000,52.724797
"371",57.810001,58.080002,57.400002,57.639999,834900,52.69737
"372",58.240002,58.66,57.25,57.41,2661400,52.927855
"373",57.349998,58.119999,57.150002,57.810001,3835000,53.296627
"374",58.990002,60.540001,58.799999,60.48,3283900,55.758172
"375",60.18,61.259998,60.18,60.919998,2185100,56.163819
"376",61.330002,64.059998,61.330002,63.799999,4118800,58.818971
"377",64.800003,65.400002,62.23,62.709999,3373200,57.81407
"378",63.060001,63.720001,62.490002,62.68,1929900,57.786413
"379",62.580002,62.880001,61.73,62.57,1733200,57.685
"380",62.299999,62.490002,60.869999,61,1277100,56.237575
"381",61.349998,62.959999,61.349998,62.470001,1548900,57.592809
"382",62.029999,62.709999,61.630001,62.599998,1885900,57.712657
"383",63.029999,63.580002,62.169998,62.290001,2172800,57.426862
"384",62.130001,62.470001,61.689999,62.040001,1485700,57.19638
"385",62.619999,62.740002,62.16,62.240002,1681900,57.380766
"386",62.720001,62.720001,61.23,62.209999,3194100,57.353106
"387",62.209999,62.25,60.700001,60.91,1427500,56.154601
"388",61.900002,62.560001,61.509998,62.400002,2229400,57.528274
"389",62.439999,63.279999,62.23,63.060001,2201100,58.136746
"390",63.209999,63.360001,62.75,63,1618700,58.081429
"391",63.389999,63.950001,62.900002,63.849998,1407400,58.865066
"392",63.669998,64.559998,63.650002,63.779999,1024900,58.800532
"393",63.73,63.779999,61.880001,62.23,1392800,57.371545
"394",62.52,63.200001,62.52,63.060001,1047700,58.136746
"395",63.27,64.290001,63.110001,63.57,1373300,58.606928
"396",64.410004,65.169998,64.220001,64.879997,2197500,59.814651
"397",64.660004,65.459999,64.559998,64.860001,1729500,59.796215
"398",64.690002,65.080002,64.160004,64.959999,1679200,59.888406
"399",65.129997,65.300003,63.93,64.029999,4419600,59.031014
"400",64.230003,64.769997,64.110001,64.230003,1454100,59.215403
"401",64.620003,64.949997,64.139999,64.300003,1686500,59.279938
"402",63.970001,64.809998,63.970001,64.489998,1211300,59.455099
"403",64.860001,64.989998,64.269997,64.839996,1049200,59.777773
"404",64.57,65.449997,64.489998,65.43,1934200,60.321713
"405",65.980003,66.279999,65.400002,66.260002,1902600,61.086915
"406",66,66.470001,65.779999,66.379997,1472800,61.197542
"407",66.720001,68.370003,66.660004,68.349998,2505700,63.01374
"408",68.43,69.110001,67.959999,69.050003,2726500,63.659093
"409",69.050003,69.699997,68.919998,69.230003,2833900,63.825041
"410",68.669998,68.860001,68.279999,68.629997,1932700,63.271879
"411",68.660004,69.410004,68.18,69.110001,2127200,63.714407
"412",71.510002,74.889999,71.510002,74.510002,5744000,68.692816
"413",74.099998,74.940002,73.489998,73.769997,3608300,68.010585
"414",73.389999,73.620003,72.760002,73.589996,3543500,67.844638
"415",73.730003,73.989998,73.25,73.720001,2659000,67.964493
"416",74.739998,75.220001,73.949997,74.290001,2119500,68.489991
"417",74.480003,74.849998,73.809998,74.129997,1271300,68.342479
"418",74.699997,75.839996,74.400002,75.660004,2063100,69.753034
"419",75.18,75.550003,74.419998,75.019997,1681000,69.162994
"420",74.790001,75.32,74.269997,75.220001,1764900,69.347384
"421",75.389999,76.860001,74.699997,76.540001,2666500,70.564328
"422",76.459999,76.489998,75.93,76.379997,1956100,70.416816
"423",75.669998,75.68,74.949997,75.470001,1457300,69.577866
"424",75.550003,76.129997,74.739998,75.800003,1542700,69.882104
"425",75.519997,76,75.230003,75.919998,1403100,69.99273
"426",75.93,77.949997,75.739998,76.830002,2655200,70.831688
"427",76.790001,77.059998,75.860001,77.040001,1874100,71.025292
"428",77.25,77.879997,76.57,77.660004,1390000,71.596889
"429",77.43,77.43,76.150002,76.660004,1772200,70.674962
"430",76.18,76.699997,76.120003,76.32,1817300,70.361503
"431",76.18,77.400002,75.739998,77.239998,1918100,71.209674
"432",77.330002,78.349998,77.129997,78.209999,1957300,72.103945
"433",77.190002,79.410004,76.980003,79.139999,2881400,73.487522
"434",79.010002,79.699997,78.480003,79.489998,2833300,73.812523
"435",79.709999,79.949997,79.169998,79.339996,1982600,73.673235
"436",79.400002,79.870003,79.07,79.230003,1543400,73.571098
"437",79.379997,79.730003,78.459999,78.959999,1159200,73.320378
"438",78.529999,79,77.720001,78.610001,1909000,72.995378
"439",77.980003,78.610001,77.330002,77.779999,1535200,72.224658
"440",77.75,78.290001,77.309998,78.129997,1391000,72.549658
"441",78.800003,79.489998,78.459999,79.290001,1297900,73.62681
"442",79.260002,79.889999,78.980003,79.68,1154300,73.988954
"443",79.519997,80.25,79.449997,79.93,1293700,74.221098
"444",80.25,81.019997,80.059998,81,1593700,75.214675
"445",81.07,81.449997,80.489998,80.599998,1489300,74.843243
"446",80.470001,80.550003,78.800003,79.769997,1990600,74.072523
"447",79.379997,79.839996,79,79.309998,2407700,73.645379
"448",79.510002,80.639999,79,80.309998,1154900,74.573955
