"","CMG.Open","CMG.High","CMG.Low","CMG.Close","CMG.Volume","CMG.Adjusted"
"153",229.350006,234.910004,228.220001,234.889999,1218000,234.889999
"154",235.960007,237.119995,230.110001,232.699997,581900,232.699997
"155",232.449997,233.300003,228,229.330002,632900,229.330002
"156",227.339996,227.630005,222.009995,223.039993,657700,223.039993
"157",225.509995,225.990005,221.699997,223.630005,543700,223.630005
"158",224.830002,224.850006,217.360001,220.460007,515200,220.460007
"159",220,222,217.809998,221.990005,380100,221.990005
"160",217.529999,219.279999,213.059998,217.740005,834000,217.740005
"161",218.080002,227.490005,216.059998,225.520004,797400,225.520004
"162",226.910004,227.979996,217,219.429993,620400,219.429993
"163",221.139999,224.449997,218.089996,218.919998,482000,218.919998
"164",219.940002,223.809998,217.199997,221.899994,602600,221.899994
"165",221.619995,229.25,220.100006,228.899994,689500,228.899994
"166",228.350006,240,228.350006,239.220001,1119900,239.220001
"167",240.410004,251.690002,239.550003,246.309998,1711900,246.309998
"168",248.270004,251.75,245.110001,247.550003,912800,247.550003
"169",244.5,248.690002,243.300003,247.259995,886600,247.259995
"170",247.600006,256.899994,247.020004,252.509995,1153000,252.509995
"171",253.449997,258.420013,252.279999,256.630005,2081100,256.630005
"172",248.910004,274.850006,243.360001,268.730011,7349100,268.730011
"173",269.420013,275,265.899994,272.950012,1430200,272.950012
"174",270.799988,273.269989,264.399994,265.579987,1228400,265.579987
"175",267.51001,270.51001,262.450012,264.01001,1333700,264.01001
"176",264.429993,268,262.839996,265.540009,789700,265.540009
"177",265.730011,266.809998,258.779999,260.149994,1234400,260.149994
"178",256.269989,259.549988,251.169998,251.899994,893200,251.899994
"179",251.059998,251.880005,235,244.190002,1648700,244.190002
"180",242.5,246.979996,238.139999,245.300003,1014800,245.300003
"181",247,255,246.289993,248.360001,836100,248.360001
"182",250.850006,252.729996,243.639999,245,710600,245
"183",243,244.440002,238.669998,241.149994,673500,241.149994
"184",242.160004,243.380005,234.479996,242.820007,1008300,242.820007
"185",246.110001,250.949997,246,246.850006,774400,246.850006
"186",247.600006,255.940002,247,255,1192000,255
"187",255.479996,258.640015,246.660004,252.559998,1080500,252.559998
"188",245.419998,252.550003,242.190002,249.669998,1014400,249.669998
"189",248.699997,253.089996,245.100006,251.410004,686500,251.410004
"190",247.350006,256.269989,244,253.220001,1232600,253.220001
"191",251.550003,255.660004,248.330002,252.759995,687300,252.759995
"192",251.059998,256.850006,248.600006,255.25,759700,255.25
"193",249.850006,259.98999,249,258,1123400,258
"194",258.839996,264.100006,255.399994,258.220001,1284000,258.220001
"195",263,263,251.020004,251.660004,1003300,251.660004
"196",256,256.019989,243.710007,246.809998,1065300,246.809998
"197",250,250.779999,245.039993,247.5,667800,247.5
"198",248.5,250,243.089996,243.889999,932600,243.889999
"199",244.320007,247.460007,240.089996,246.979996,713400,246.979996
"200",249.210007,251,245.449997,250.979996,791300,250.979996
"201",251.820007,259,250.009995,256.73999,882600,256.73999
"202",258.269989,263.529999,254.050003,257.959991,1012400,257.959991
"203",256.98999,266.540009,256.209991,266.119995,1166500,266.119995
"204",271.519989,272.950012,266.549988,272.200012,1198800,272.200012
"205",270.299988,273.920013,268.320007,272.369995,642200,272.369995
"206",273.26001,278,271,274,1073900,274
"207",276,277.769989,270.209991,273.910004,662600,273.910004
"208",272.140015,280.579987,271.029999,278.019989,918700,278.019989
"209",280.049988,282,272.070007,275.76001,846100,275.76001
"210",273,277.880005,272.160004,274.700012,566000,274.700012
"211",275.970001,277.179993,267.309998,269.23999,880100,269.23999
"212",268.600006,271.589996,265,268.410004,475000,268.410004
"213",265.880005,277.149994,265.070007,274.299988,1151200,274.299988
"214",277.720001,282.76001,275.119995,281.309998,1113400,281.309998
"215",280.109985,285.970001,278.549988,282.910004,935800,282.910004
"216",283.98999,285.450012,280.5,285.130005,910700,285.130005
"217",282.059998,285.079987,279,283.369995,787100,283.369995
"218",283.309998,285.950012,279.269989,279.850006,861800,279.850006
"219",283.48999,289.350006,280.450012,288.100006,2219000,288.100006
"220",282.480011,283,270.809998,277.299988,3514000,277.299988
"221",275.540009,276.910004,271.390015,272.649994,934700,272.649994
"222",273,273.880005,264.01001,264.940002,1200000,264.940002
"223",265.600006,268.899994,263,263,8272000,263
"224",261.899994,267.869995,260.119995,265.640015,1111000,265.640015
"225",265.660004,268,264.290009,266.790009,664000,266.790009
"226",268.799988,270,264.049988,267.079987,761800,267.079987
"227",266.140015,267.76001,257.790009,260.410004,914100,260.410004
"228",257.100006,261.399994,249.580002,260.529999,1393000,260.529999
"229",258.399994,269.079987,257.390015,265.769989,1076400,265.769989
"230",270.109985,272.459991,266.51001,268.100006,850800,268.100006
"231",268.100006,268.820007,264.040009,266.410004,651000,266.410004
"232",266.350006,269.980011,266.279999,269.850006,504500,269.850006
"233",270,275.899994,269,274.299988,1163300,274.299988
"234",272.070007,278.910004,271.329987,275.880005,922000,275.880005
"235",276.160004,281.980011,275.899994,280.399994,1024800,280.399994
"236",278.700012,279.880005,272.119995,272.690002,806900,272.690002
"237",271,275.109985,268.25,274.51001,790800,274.51001
"238",275.170013,280.029999,274.380005,278.75,513800,278.75
"239",280.799988,282.609985,277.540009,281.119995,538700,281.119995
"240",279.98999,281.170013,276.040009,279.890015,677500,279.890015
"241",277.519989,285.25,275.51001,283.329987,916400,283.329987
"242",284.23999,284.429993,279.320007,280.570007,545500,280.570007
"243",280.299988,285.980011,278.98999,284.109985,574900,284.109985
"244",284.799988,291.209991,282.220001,290.880005,1034800,290.880005
"245",291.019989,293.98999,288.25,292.940002,765100,292.940002
"246",294.529999,295.98999,287.230011,289.070007,775300,289.070007
"247",288.5,291.399994,285,285.559998,591600,285.559998
"248",287.130005,288.690002,282.079987,285.790009,826100,285.790009
"249",281.950012,291.890015,281.019989,286.51001,1024800,286.51001
"250",285.01001,290.190002,280.26001,280.73999,673900,280.73999
"251",281.98999,284.869995,280.23999,281.299988,406000,281.299988
"252",279.820007,283.920013,276.119995,277.109985,655300,277.109985
"253",276.899994,279.059998,273.619995,277.869995,446500,277.869995
"254",277.309998,279.019989,271.299988,271.869995,766800,271.869995
"255",271.98999,275.640015,268.089996,270.899994,627100,270.899994
"256",273.809998,277.940002,272.450012,276.769989,530800,276.769989
"257",274.75,278.779999,273.070007,277.299988,669100,277.299988
"258",277.299988,277.299988,269.420013,271.809998,789100,271.809998
"259",274,275.440002,268.869995,268.970001,940300,268.970001
"260",268,277.25,267.429993,276.049988,629200,276.049988
"261",277.160004,285.899994,277.040009,285.25,838700,285.25
"262",285.119995,289.820007,284.420013,284.459991,546000,284.459991
"263",281.649994,291.549988,280.799988,290.779999,1016400,290.779999
"264",292.380005,297,290.51001,293.25,1088100,293.25
"265",293.26001,302.720001,291.079987,301.459991,1177300,301.459991
"266",302.5,305.299988,300.329987,304.720001,825800,304.720001
"267",306.5,308.929993,303.190002,304.459991,661400,304.459991
"268",305.23999,308.549988,304.25,308.190002,606200,308.190002
"269",307.23999,316.850006,305.880005,315.720001,827000,315.720001
"270",315.980011,322.630005,314.290009,321.450012,881900,321.450012
"271",320.880005,325.76001,319.559998,324.940002,865800,324.940002
"272",326.660004,329.799988,323.940002,328.48999,913100,328.48999
"273",324.75,328.170013,321.700012,325.299988,1025100,325.299988
"274",321.700012,326.459991,318.380005,320.690002,789000,320.690002
"275",320.459991,323.5,318.540009,319.709991,644200,319.709991
"276",322.309998,328.279999,321.329987,325.179993,931800,325.179993
"277",327.440002,329.690002,320.309998,324.630005,830400,324.630005
"278",325.059998,326.179993,320.119995,324.600006,834300,324.600006
"279",324.779999,328.359985,322.619995,327.98999,764200,327.98999
"280",330.200012,333.709991,325.299988,333.709991,1473500,333.709991
"281",324.75,332,323.670013,330.019989,1872700,330.019989
"282",330.5,332.429993,325.76001,328.220001,821500,328.220001
"283",329.660004,336.709991,328.089996,335.519989,1019800,335.519989
"284",332.790009,337.320007,332,334.459991,540800,334.459991
"285",333.440002,336.880005,330.75,331.399994,466200,331.399994
"286",329.179993,329.790009,321.799988,322.73999,828100,322.73999
"287",323,329,323,324.160004,525500,324.160004
"288",320.890015,327.570007,317.850006,324.579987,784300,324.579987
"289",328.970001,329.98999,323.089996,327.549988,511700,327.549988
"290",325.619995,330.589996,320.290009,320.649994,607300,320.649994
"291",321.01001,327,313.079987,325.579987,1070500,325.579987
"292",322.5,325.880005,311.399994,311.399994,1263900,311.399994
"293",314.339996,317.809998,301.109985,311.519989,1240800,311.519989
"294",303.200012,305.209991,291.200012,291.700012,1410600,291.700012
"295",294.019989,304,287.519989,302.559998,1451300,302.559998
"296",298.609985,309.200012,295,299.76001,1401500,299.76001
"297",303.359985,318.660004,303.25,316.279999,1199300,316.279999
"298",319.040009,320.970001,314.630005,317.700012,643800,317.700012
"299",319.5,321.579987,314.019989,319.679993,521600,319.679993
"300",317.619995,318.829987,312.269989,315.890015,531800,315.890015
"301",317.049988,317.869995,305.51001,309.440002,698900,309.440002
"302",301.549988,301.940002,279,284.5,1890800,284.5
"303",281.600006,292.429993,277,279.369995,1762100,279.369995
"304",283.130005,286.600006,271.529999,273.200012,1563900,273.200012
"305",275.48999,295.600006,275.48999,294.559998,1476200,294.559998
"306",294.950012,299.980011,290.019989,296.459991,1166400,296.459991
"307",298.359985,299.98999,288.200012,289.23999,686200,289.23999
"308",288.959991,300.790009,285,298.880005,894300,298.880005
"309",300.75,307.570007,300.75,305.25,731400,305.25
"310",304.700012,313.170013,302.649994,311.209991,746700,311.209991
"311",313.660004,318,310.230011,313.369995,892500,313.369995
"312",314.029999,316,308.049988,309.170013,538800,309.170013
"313",302.429993,309.929993,300.570007,305.5,625000,305.5
"314",298.970001,310.980011,297.700012,310.429993,850800,310.429993
"315",313.899994,313.899994,307.100006,308.690002,774800,308.690002
"316",307.380005,315.850006,306.339996,311.339996,761600,311.339996
"317",308.049988,309.600006,300.529999,305.170013,923600,305.170013
"318",301.809998,309.440002,300.820007,307.75,697200,307.75
"319",306.309998,312.179993,306.309998,311.410004,592300,311.410004
"320",312.980011,319.660004,308.899994,315.910004,956000,315.910004
"321",318,319,312.25,316.149994,667800,316.149994
"322",316.570007,318.190002,314.019989,318.059998,567100,318.059998
"323",315.5,338.320007,314.200012,336.140015,1572400,336.140015
"324",337.029999,346.779999,332,333.190002,2035500,333.190002
"325",331.029999,343.480011,329.339996,333.25,2014000,333.25
"326",325.029999,334.73999,320.75,325.940002,1762400,325.940002
"327",322.790009,323.829987,313.579987,320.5,1244500,320.5
"328",324.73999,329.970001,310,329.440002,1047300,329.440002
"329",334.480011,334.480011,319.529999,320.609985,941500,320.609985
"330",322.470001,328.350006,318,319.059998,782900,319.059998
"331",323.820007,324.649994,303.339996,313.140015,1190800,313.140015
"332",308.089996,312.940002,301.799988,302.950012,858200,302.950012
"333",300.809998,306.600006,291.480011,292.700012,969500,292.700012
"334",290,302.959991,285.390015,301.089996,1400000,301.089996
"335",300.920013,302.359985,292,300.790009,1039000,300.790009
"336",292.75,301.220001,289.079987,298.98999,1549800,298.98999
"337",296.980011,298.559998,290.540009,294.589996,995000,294.589996
"338",298.769989,311.839996,298.5,307.850006,741600,307.850006
"339",305.019989,315,305.01001,309.950012,682700,309.950012
"340",313.470001,318.049988,311,314,828600,314
"341",311.359985,318.980011,311.359985,317.309998,688400,317.309998
"342",320,321.660004,314.720001,320.799988,699000,320.799988
"343",319.600006,324.329987,317.089996,319.790009,613900,319.790009
"344",320.5,321.059998,310.279999,319.850006,584800,319.850006
"345",319.470001,319.98999,309.170013,310.269989,758300,310.269989
"346",308.970001,312.290009,306.059998,307.910004,1232800,307.910004
"347",320.070007,333.5,318.410004,333.48999,2661100,333.48999
"348",334,342.980011,332.399994,342.48999,1117300,342.48999
"349",339.589996,343,334.029999,334.179993,878800,334.179993
"350",338.959991,339.5,330.019989,332.850006,747000,332.850006
"351",341.25,345.920013,335.019989,343.519989,747600,343.519989
"352",341.320007,344.980011,338.329987,341.399994,496900,341.399994
"353",338.980011,347.940002,336.049988,336.119995,1015000,336.119995
"354",326.640015,334.269989,324,328.179993,882600,328.179993
"355",332.98999,332.98999,324.929993,329.619995,562300,329.619995
"356",333.630005,338.660004,329.059998,337.5,869200,337.5
"357",334.309998,339.940002,334.309998,338.970001,491800,338.970001
"358",338.869995,341.609985,336.089996,339.160004,419800,339.160004
"359",341,342.73999,335,339.869995,443800,339.869995
"360",333.01001,338.070007,331.679993,332.839996,474900,332.839996
"361",336.920013,336.950012,324.529999,325.880005,751100,325.880005
"362",329.820007,333.160004,325.279999,332.019989,507800,332.019989
"363",330.75,334.339996,326.329987,327.029999,464600,327.029999
"364",326,329.109985,322.51001,327.459991,496600,327.459991
"365",325.029999,326.950012,315.01001,316.670013,791900,316.670013
"366",316.709991,319.640015,310,313.609985,710200,313.609985
"367",314.299988,315.899994,308.26001,311.059998,506100,311.059998
"368",306.429993,308.480011,302.679993,305.579987,498000,305.579987
"369",304.190002,312.220001,304.190002,308.380005,525400,308.380005
"370",306.670013,308.75,300.450012,300.450012,459500,300.450012
"371",300,304.890015,300,300.75,219900,300.75
"372",309.5,313.380005,307.25,309.549988,474200,309.549988
"373",310.019989,313.820007,309.309998,312.970001,395100,312.970001
"374",320.209991,321.700012,316.269989,321.559998,709200,321.559998
"375",318.5,324.089996,315.929993,323.040009,581600,323.040009
"376",324.980011,333.329987,323.809998,330.48999,786700,330.48999
"377",334.149994,338.679993,333.029999,336.209991,817700,336.209991
"378",334,334.829987,329.26001,331.429993,455300,331.429993
"379",330.149994,338.100006,328.149994,336.75,597400,336.75
"380",334.910004,339.230011,333.540009,334.73999,587500,334.73999
"381",335.679993,339.980011,332.910004,338.600006,478300,338.600006
"382",335.380005,341.279999,334.350006,340.220001,529700,340.220001
"383",340,340.109985,328.5,329.51001,678700,329.51001
"384",327.700012,329.929993,319.209991,321.109985,599700,321.109985
"385",324.480011,324.5,316.73999,318.519989,505500,318.519989
"386",319.700012,321.940002,316.799988,318.399994,554000,318.399994
"387",320.679993,321.51001,317.190002,317.769989,363300,317.769989
"388",322.200012,332,321.470001,331.720001,513900,331.720001
"389",331.600006,334.600006,330.089996,334.059998,335000,334.059998
"390",334.980011,336.149994,329.799988,331.25,245400,331.25
"391",332.679993,335.320007,331.399994,335.320007,200600,335.320007
"392",335,339.940002,333.119995,339,272600,339
"393",338.640015,340.5,336.670013,340.140015,396600,340.140015
"394",340,342,338.660004,340.769989,292700,340.769989
"395",340.980011,341.809998,337.73999,337.73999,223200,337.73999
"396",343.700012,350.48999,340,341.269989,728100,341.269989
"397",346,349.980011,345.01001,348.75,743100,348.75
"398",346.880005,351.980011,342.570007,350.480011,672300,350.480011
"399",348.880005,352.630005,347.350006,348.950012,370700,348.950012
"400",349,349.48999,336.290009,339.73999,748600,339.73999
"401",343.820007,344.339996,336.549988,341.119995,503500,341.119995
"402",340,347.920013,338.23999,347.600006,573900,347.600006
"403",347.609985,348.51001,343.799988,347.619995,384900,347.619995
"404",350.26001,355,350,354.619995,697100,354.619995
"405",356.839996,357.75,353.160004,353.380005,351300,353.380005
"406",354.200012,357.75,351.899994,356.820007,323900,356.820007
"407",356.709991,359.480011,355.540009,358.089996,331900,358.089996
"408",356.600006,358.549988,354.100006,356.390015,383400,356.390015
"409",356.839996,363.320007,356.369995,360.459991,480600,360.459991
"410",358.399994,361.100006,357.019989,360.600006,373300,360.600006
"411",359.890015,364.850006,359,363.140015,491300,363.140015
"412",364.119995,370.350006,363.019989,365.809998,491200,365.809998
"413",364.049988,368.359985,362.309998,366.76001,279300,366.76001
"414",364.899994,368.25,364.100006,367.690002,288100,367.690002
"415",368.390015,369.720001,365.519989,367.290009,350800,367.290009
"416",368,371.619995,364.410004,370.410004,873400,370.410004
"417",366.190002,373.369995,358.600006,362.820007,1413500,362.820007
"418",367.179993,373.200012,366.029999,372.190002,810000,372.190002
"419",370,374.920013,369.51001,371.630005,537300,371.630005
"420",371.019989,374.970001,370.070007,374.019989,383700,374.019989
"421",374.029999,375.25,370.899994,374.019989,408700,374.019989
"422",375.5,377.75,372.269989,376.48999,484800,376.48999
"423",372.929993,376.630005,372.459991,376.450012,311300,376.450012
"424",378.700012,379.910004,375.190002,377.450012,391500,377.450012
"425",377.230011,379.450012,375.01001,378.940002,389700,378.940002
"426",380.48999,383.380005,373.600006,375.730011,757200,375.730011
"427",375.25,383.059998,375,382.040009,506000,382.040009
"428",381.470001,385.339996,380,384.700012,577900,384.700012
"429",382.799988,387,380.140015,383.579987,687400,383.579987
"430",383,386.730011,381.119995,384.950012,403500,384.950012
"431",383.649994,387.75,383.5,386.799988,332200,386.799988
"432",387.76001,387.98999,384.850006,387.420013,311200,387.420013
"433",385.940002,390.410004,385.209991,388.890015,344600,388.890015
"434",389.600006,392.350006,387.51001,391.959991,356600,391.959991
"435",390.899994,392,387.339996,390.220001,355100,390.220001
"436",391.850006,394.75,388,394.100006,387700,394.100006
"437",393.5,394.790009,391.980011,394.390015,303000,394.390015
"438",394.290009,396.640015,391.579987,392.980011,376800,392.980011
"439",388.399994,389.48999,386.440002,387.299988,531600,387.299988
"440",389.480011,393.480011,387.089996,392.100006,299400,392.100006
"441",393,399.559998,392.230011,398.179993,345800,398.179993
"442",399.100006,400,396.51001,398.119995,362400,398.119995
"443",398.980011,401.369995,395.660004,397.519989,367000,397.519989
"444",400.070007,400.070007,396.440002,400.049988,307200,400.049988
"445",400.880005,401.519989,397.649994,400,271600,400
"446",400.75,408.309998,399.589996,407.079987,554500,407.079987
"447",409.769989,410.950012,405.529999,410.910004,531700,410.910004
"448",410.290009,414.230011,407.149994,413.920013,376700,413.920013
"449",411,414.450012,409.269989,412.869995,358500,412.869995
"450",413.25,417.179993,412.970001,416.109985,398700,416.109985
"451",414.450012,418.809998,413.529999,418.130005,477000,418.130005
"452",416.709991,417.570007,411.970001,415.51001,459900,415.51001
"453",417.48999,425.579987,417,424.700012,444600,424.700012
"454",424.820007,426.570007,421,421.369995,527500,421.369995
"455",422.23999,424.399994,416.720001,420.089996,364300,420.089996
"456",419.109985,421.029999,415,420.619995,342000,420.619995
"457",424.839996,424.839996,418,418,348400,418
"458",417,421.410004,413.540009,418.399994,381300,418.399994
"459",417.579987,422.429993,417.579987,422.26001,482800,422.26001
"460",419.230011,420.910004,411.119995,417.040009,678900,417.040009
"461",415.089996,424.98999,414.970001,424.980011,539400,424.980011
"462",420.5,427.130005,420.5,426.309998,461700,426.309998
"463",425.079987,428.950012,414.589996,416.619995,750100,416.619995
"464",421.399994,426.660004,421,422.660004,698000,422.660004
