"","CMG.Open","CMG.High","CMG.Low","CMG.Close","CMG.Volume","CMG.Adjusted"
"1",145.990005,146.5,142.479996,146.139999,643000,146.139999
"2",144.880005,149.5,144.020004,149.479996,753100,149.479996
"3",151.630005,153.699997,148.350006,148.770004,787300,148.770004
"4",150.740005,154.25,148.759995,152.919998,872600,152.919998
"5",153.279999,155.419998,152,152.520004,618600,152.520004
"6",153.839996,153.990005,149.600006,151.850006,658200,151.850006
"7",153.139999,153.449997,150.729996,152.740005,494400,152.740005
"8",154.5,155,150.399994,151.589996,579900,151.589996
"9",152.199997,152.839996,145,145.149994,775400,145.149994
"10",144.440002,148.710007,144.309998,147.300003,779200,147.300003
"11",147.669998,147.669998,144.320007,144.759995,560900,144.759995
"12",145.529999,148.889999,142.949997,146.839996,593400,146.839996
"13",147.119995,148.669998,145.75,145.960007,328900,145.960007
"14",144,144,137.369995,138.440002,946100,138.440002
"15",138.5,141.300003,136.570007,136.809998,622600,136.809998
"16",136.149994,139.589996,133.600006,138.669998,869300,138.669998
"17",138.649994,140.529999,136.399994,137.240005,362600,137.240005
"18",138.800003,142.130005,134.559998,135.259995,641000,135.259995
"19",135.820007,138.600006,133.399994,138.449997,906800,138.449997
"20",139.550003,141.229996,137.5,139.570007,599100,139.570007
"21",139.979996,141.300003,138.699997,140.410004,455600,140.410004
"22",139.419998,141.149994,137.320007,139.929993,396500,139.929993
"23",140.350006,143.940002,140.300003,142.759995,596500,142.759995
"24",142.619995,144.970001,141.690002,143.720001,482200,143.720001
"25",144.169998,144.169998,139.880005,142.460007,483000,142.460007
"26",141.910004,142.210007,136.619995,136.820007,1032400,136.820007
"27",136.169998,137.789993,128.529999,130.240005,1571300,130.240005
"28",128.449997,134.300003,127.300003,133.970001,1181600,133.970001
"29",135.75,135.75,129.479996,129.600006,942200,129.600006
"30",131.490005,133.529999,130.429993,133.160004,1202400,133.160004
"31",137.009995,145.990005,137,145.5,3137000,145.5
"32",145.600006,148.630005,144.059998,148.570007,937600,148.570007
"33",149.669998,150,146.669998,148.279999,903100,148.279999
"34",147.679993,148.460007,146.270004,147.940002,746700,147.940002
"35",148.889999,149.479996,144.100006,146.009995,704500,146.009995
"36",144,147.919998,143.309998,147.899994,516800,147.899994
"37",150.059998,150.979996,148.990005,150.509995,629900,150.509995
"38",150.289993,152.559998,147.5,151.240005,717900,151.240005
"39",150.940002,154.429993,150.729996,152.539993,763800,152.539993
"40",151.210007,152.479996,149.5,150.929993,494700,150.929993
"41",148.289993,152,148.190002,151.600006,432700,151.600006
"42",152.100006,152.880005,150.059998,151.339996,417900,151.339996
"43",150.029999,152.080002,149,150.029999,444300,150.029999
"44",147.009995,147.919998,145.199997,146.320007,495100,146.320007
"45",144.309998,147.300003,143.020004,146.229996,361900,146.229996
"46",146.160004,146.160004,142.300003,142.630005,507700,142.630005
"47",142.270004,146.059998,141.009995,144.970001,394900,144.970001
"48",146.639999,149.710007,145.360001,147.869995,483500,147.869995
"49",147.710007,150.679993,146.690002,149.419998,446800,149.419998
"50",149.009995,150.509995,147.089996,147.919998,367500,147.919998
"51",147.110001,149.910004,146.520004,149.839996,342200,149.839996
"52",150.919998,152.300003,149.25,149.559998,469600,149.559998
"53",147.220001,148.869995,144.789993,145.690002,573800,145.690002
"54",144.399994,147.889999,142.820007,147.610001,510400,147.610001
"55",148.429993,151.339996,147.169998,148.479996,551600,148.479996
"56",150.350006,153.130005,147.059998,153.029999,583000,153.029999
"57",153.679993,153.869995,148.839996,148.839996,532300,148.839996
"58",148.389999,151.850006,148.199997,150.830002,445200,150.830002
"59",152.880005,159.539993,151.630005,159.410004,1573000,159.410004
"60",161.490005,164.190002,159.979996,164.190002,1117500,164.190002
"61",165.880005,166.520004,162.289993,163.509995,726000,163.509995
"62",163.210007,164.990005,161.130005,164.779999,608700,164.779999
"63",165.669998,167.039993,164.410004,166.050003,538600,166.050003
"64",165.050003,166.289993,162.089996,162.820007,625300,162.820007
"65",163.399994,167.279999,162.240005,166.009995,596700,166.009995
"66",167.5,169.179993,167,168.369995,689400,168.369995
"67",167.690002,170,166.449997,168.520004,785200,168.520004
"68",167.710007,169.800003,167.169998,169.660004,477300,169.660004
"69",168.529999,169.610001,165.009995,167.029999,828300,167.029999
"70",167.539993,168.720001,165.5,168.309998,514200,168.309998
"71",168.660004,170.949997,167.039993,170.130005,507400,170.130005
"72",170.539993,171.460007,167.850006,168.309998,457700,168.309998
"73",167.589996,169.169998,165.179993,165.740005,461600,165.740005
"74",164.660004,168.25,164.259995,166.660004,484300,166.660004
"75",168.5,173.190002,168.5,173.190002,871300,173.190002
"76",173.580002,176.410004,172.830002,175.830002,662600,175.830002
"77",176.399994,176.990005,172.059998,176.669998,787500,176.669998
"78",175.940002,177.179993,175.199997,176.029999,677200,176.029999
"79",177.110001,177.690002,172,172,695800,172
"80",173.800003,175,172.259995,174.5,689900,174.5
"81",173.770004,174.720001,171.240005,172.960007,565300,172.960007
"82",174.369995,179.5,174.369995,178.979996,734500,178.979996
"83",177.199997,178.240005,173.550003,174.820007,984700,174.820007
"84",176.009995,177.5,174.380005,177.009995,641800,177.009995
"85",177,177.789993,174.839996,176.559998,523900,176.559998
"86",176.559998,180.550003,176.289993,178.600006,544600,178.600006
"87",178.360001,181.399994,176.5,180.910004,586000,180.910004
"88",181.910004,182.960007,180.050003,180.979996,737500,180.979996
"89",180.649994,181.330002,179.410004,181.270004,374700,181.270004
"90",182.470001,182.669998,179.210007,181.869995,625600,181.869995
"91",182.960007,184.470001,182.179993,183.690002,585300,183.690002
"92",181.559998,183.979996,180.179993,181.860001,690300,181.860001
"93",182.759995,182.990005,180.460007,180.75,738700,180.75
"94",181.720001,182.990005,178.089996,179.25,1230100,179.25
"95",188.979996,207.940002,188.5,205.770004,4101200,205.770004
"96",207,208.369995,203.520004,205.649994,1442700,205.649994
"97",205,215.380005,204.600006,212.860001,1652400,212.860001
"98",210.699997,212.350006,209.110001,212.300003,814800,212.300003
"99",213.779999,213.800003,207.550003,210.419998,633000,210.419998
"100",209.820007,211.979996,208.75,210.210007,380700,210.210007
"101",211.889999,213.25,209,211.080002,444800,211.080002
"102",212.5,215.210007,211.130005,215.210007,576700,215.210007
"103",215.679993,219.320007,215.089996,219.320007,815900,219.320007
"104",221.240005,223.320007,220.029999,222.860001,843500,222.860001
"105",223,232.330002,222.5,230.559998,1382000,230.559998
"106",228.979996,232,227.429993,229.899994,707800,229.899994
"107",231.440002,231.5,225.199997,227.339996,874600,227.339996
"108",227.309998,236.550003,225.350006,236.550003,1154700,236.550003
"109",234.970001,240.779999,234.360001,237.759995,1132400,237.759995
"110",236.509995,239.880005,230.699997,234.020004,1082400,234.020004
"111",236.139999,236.649994,230.020004,230.369995,705000,230.369995
"112",229.580002,232.949997,223.009995,225.089996,935000,225.089996
"113",225,231.800003,224.5,230.960007,650500,230.960007
"114",230.690002,231.990005,226.800003,227.639999,1097800,227.639999
"115",229.940002,232.960007,228.009995,232.270004,748000,232.270004
"116",232.039993,243.979996,231.089996,242.919998,1331900,242.919998
"117",240.740005,244.100006,238.660004,243.899994,892000,243.899994
"118",248.020004,250.509995,247.220001,250.190002,957200,250.190002
"119",249,256.48999,248.410004,255.649994,784500,255.649994
"120",254.740005,257.790009,250.130005,257.01001,970700,257.01001
"121",256.140015,262.769989,255.360001,258.48999,2382400,258.48999
"122",261.540009,262,255,258.820007,1266800,258.820007
"123",258.329987,258.75,249.179993,250.960007,1657000,250.960007
"124",244.139999,247.380005,231,235.949997,4049700,235.949997
"125",235.279999,242.220001,233.419998,241.059998,1457700,241.059998
"126",245.970001,245.970001,239.039993,241.539993,1014300,241.539993
"127",242.389999,242.789993,234.25,236.169998,828600,236.169998
"128",238.75,238.889999,232.020004,235.630005,818400,235.630005
"129",236.210007,239,234.389999,238.220001,494200,238.220001
"130",239.669998,239.740005,225.729996,226.110001,1209000,226.110001
"131",225.559998,230.600006,221.410004,227.899994,1316800,227.899994
"132",227.320007,234.850006,225.5,226.789993,1096400,226.789993
"133",229.570007,235.639999,229.229996,234.770004,1029900,234.770004
"134",236.179993,239.949997,233.229996,238.020004,1099600,238.020004
"135",239.850006,240.399994,233.5,236.100006,685100,236.100006
"136",236.770004,237.699997,232.679993,234.360001,645800,234.360001
"137",234.169998,234.610001,231.300003,231.779999,541300,231.779999
"138",231.699997,233.960007,227.360001,228.289993,520700,228.289993
"139",223.5,225.460007,219.369995,222.729996,1154800,222.729996
"140",222.720001,224.990005,219.029999,220.039993,921400,220.039993
"141",220.699997,223.520004,219.410004,221.059998,554400,221.059998
"142",220.139999,221.979996,217.050003,217.770004,521000,217.770004
"143",217.410004,217.910004,212.580002,212.660004,653400,212.660004
"144",215.259995,224.839996,214.160004,223.630005,1217000,223.630005
"145",222.610001,228.470001,216.960007,222.369995,1324800,222.369995
"146",221.470001,224.169998,220.029999,221,530600,221
"147",227.210007,229.800003,225.429993,226.5,1047500,226.5
"148",227.979996,227.979996,220,224.259995,593200,224.259995
"149",223.399994,224.940002,219.039993,223.669998,490700,223.669998
"150",226.149994,227.360001,218.559998,220.789993,1039700,220.789993
"151",222.830002,223.300003,217,217.669998,772600,217.669998
"152",220.009995,229.740005,219.050003,229.639999,1421800,229.639999
