"","SAI.Open","SAI.High","SAI.Low","SAI.Close","SAI.Volume","SAI.Adjusted"
"545",0.03,0.03,0.03,0.03,3000,0.03
"546",0.035,0.035,0.03,0.03,57000,0.03
"547",0.03,0.03,0.03,0.03,0,0.03
"548",0.035,0.035,0.035,0.035,20000,0.035
"549",0.035,0.035,0.035,0.035,0,0.035
"550",0.03,0.03,0.03,0.03,80000,0.03
"551",0.03,0.03,0.03,0.03,8000,0.03
"552",0.03,0.03,0.03,0.03,17000,0.03
"553",0.03,0.03,0.03,0.03,0,0.03
"554",0.03,0.03,0.03,0.03,0,0.03
"555",0.03,0.03,0.03,0.03,3000,0.03
"556",0.055,0.055,0.055,0.055,25000,0.055
"557",0.055,0.055,0.055,0.055,0,0.055
"558",0.055,0.055,0.055,0.055,0,0.055
"559",0.055,0.055,0.055,0.055,0,0.055
"560",0.055,0.055,0.055,0.055,0,0.055
"561",0.03,0.03,0.02,0.02,50000,0.02
"562",0.02,0.02,0.02,0.02,0,0.02
"563",0.02,0.02,0.02,0.02,0,0.02
"564",0.02,0.02,0.02,0.02,0,0.02
"565",0.02,0.02,0.02,0.02,0,0.02
"566",0.02,0.02,0.02,0.02,0,0.02
"567",0.02,0.02,0.02,0.02,0,0.02
"568",0.05,0.05,0.05,0.05,5000,0.05
"569",0.05,0.05,0.05,0.05,0,0.05
"570",0.05,0.05,0.05,0.05,0,0.05
"571",0.05,0.05,0.05,0.05,0,0.05
"572",0.05,0.05,0.05,0.05,0,0.05
"573",0.025,0.03,0.025,0.03,35000,0.03
"574",0.03,0.03,0.03,0.03,0,0.03
"575",0.04,0.04,0.04,0.04,20000,0.04
"576",0.03,0.03,0.03,0.03,1000,0.03
"577",0.03,0.03,0.03,0.03,0,0.03
"578",0.035,0.035,0.035,0.035,20000,0.035
"579",0.03,0.03,0.025,0.025,34000,0.025
"580",0.03,0.03,0.025,0.025,12500,0.025
"581",0.025,0.025,0.025,0.025,0,0.025
"582",0.025,0.025,0.02,0.02,895000,0.02
"583",0.03,0.03,0.025,0.025,121000,0.025
"584",0.03,0.035,0.03,0.035,130000,0.035
"585",0.035,0.035,0.035,0.035,0,0.035
"586",0.035,0.035,0.035,0.035,10000,0.035
"587",0.035,0.035,0.035,0.035,0,0.035
"588",0.035,0.035,0.035,0.035,24000,0.035
"589",0.035,0.035,0.035,0.035,0,0.035
"590",0.035,0.035,0.035,0.035,0,0.035
"591",0.035,0.035,0.035,0.035,0,0.035
"592",0.025,0.025,0.025,0.025,15000,0.025
"593",0.025,0.025,0.025,0.025,0,0.025
"594",0.03,0.03,0.03,0.03,10000,0.03
"595",0.035,0.04,0.035,0.04,42000,0.04
"596",0.04,0.04,0.04,0.04,0,0.04
"597",0.04,0.04,0.04,0.04,0,0.04
"598",0.04,0.04,0.04,0.04,0,0.04
"599",0.04,0.04,0.04,0.04,0,0.04
"600",0.04,0.04,0.04,0.04,0,0.04
"601",0.04,0.04,0.04,0.04,0,0.04
"602",0.03,0.035,0.03,0.035,55000,0.035
"603",0.035,0.035,0.035,0.035,0,0.035
"604",0.035,0.035,0.035,0.035,0,0.035
"605",0.04,0.05,0.04,0.05,62000,0.05
"606",0.05,0.05,0.05,0.05,9000,0.05
"607",0.04,0.04,0.035,0.035,18800,0.035
"608",0.035,0.035,0.035,0.035,0,0.035
"609",0.035,0.035,0.035,0.035,0,0.035
"610",0.035,0.035,0.035,0.035,5000,0.035
"611",0.035,0.035,0.035,0.035,0,0.035
"612",0.035,0.035,0.035,0.035,0,0.035
"613",0.035,0.035,0.035,0.035,0,0.035
"614",0.035,0.035,0.035,0.035,0,0.035
"615",0.035,0.035,0.035,0.035,0,0.035
"616",0.035,0.035,0.035,0.035,15000,0.035
"617",0.035,0.035,0.035,0.035,0,0.035
"618",0.035,0.035,0.035,0.035,4000,0.035
"619",0.035,0.035,0.035,0.035,10000,0.035
"620",0.035,0.035,0.035,0.035,0,0.035
"621",0.035,0.035,0.035,0.035,0,0.035
"622",0.035,0.035,0.035,0.035,0,0.035
"623",0.035,0.035,0.035,0.035,8000,0.035
"624",0.035,0.035,0.035,0.035,0,0.035
"625",0.035,0.035,0.035,0.035,25000,0.035
"626",0.035,0.035,0.035,0.035,0,0.035
"627",0.035,0.035,0.035,0.035,10000,0.035
"628",0.035,0.035,0.035,0.035,0,0.035
"629",0.035,0.035,0.035,0.035,0,0.035
"630",0.035,0.035,0.035,0.035,0,0.035
"631",0.03,0.03,0.03,0.03,4000,0.03
"632",0.03,0.03,0.03,0.03,0,0.03
"633",0.03,0.03,0.03,0.03,0,0.03
"634",0.03,0.03,0.03,0.03,0,0.03
"635",0.03,0.03,0.03,0.03,0,0.03
"636",0.03,0.03,0.03,0.03,7000,0.03
"637",0.03,0.03,0.03,0.03,0,0.03
"638",0.03,0.035,0.03,0.035,31000,0.035
"639",0.035,0.035,0.035,0.035,0,0.035
"640",0.035,0.035,0.035,0.035,0,0.035
"641",0.035,0.035,0.035,0.035,0,0.035
"642",0.035,0.035,0.035,0.035,0,0.035
"643",0.035,0.035,0.035,0.035,0,0.035
"644",0.03,0.03,0.03,0.03,3000,0.03
"645",0.03,0.03,0.03,0.03,0,0.03
"646",0.03,0.03,0.03,0.03,0,0.03
"647",0.03,0.03,0.03,0.03,0,0.03
"648",0.03,0.03,0.03,0.03,0,0.03
"649",0.03,0.03,0.03,0.03,0,0.03
"650",0.03,0.03,0.03,0.03,0,0.03
"651",0.03,0.03,0.03,0.03,5000,0.03
"652",0.045,0.05,0.045,0.05,60000,0.05
"653",0.05,0.05,0.05,0.05,0,0.05
"654",0.05,0.05,0.05,0.05,0,0.05
"655",0.05,0.05,0.05,0.05,0,0.05
"656",0.035,0.035,0.03,0.03,37500,0.03
"657",0.035,0.035,0.035,0.035,10000,0.035
"658",0.035,0.035,0.035,0.035,0,0.035
"659",0.035,0.035,0.035,0.035,0,0.035
"660",0.035,0.035,0.035,0.035,0,0.035
"661",0.035,0.035,0.035,0.035,0,0.035
"662",0.035,0.035,0.035,0.035,0,0.035
"663",0.035,0.035,0.035,0.035,0,0.035
"664",0.035,0.035,0.035,0.035,0,0.035
"665",0.035,0.035,0.035,0.035,0,0.035
"666",0.035,0.035,0.035,0.035,0,0.035
"667",0.035,0.035,0.035,0.035,0,0.035
"668",0.035,0.035,0.035,0.035,0,0.035
"669",0.035,0.035,0.035,0.035,0,0.035
"670",0.035,0.035,0.035,0.035,0,0.035
"671",0.035,0.035,0.035,0.035,0,0.035
"672",0.035,0.035,0.035,0.035,0,0.035
"673",0.035,0.035,0.035,0.035,0,0.035
"674",0.035,0.035,0.035,0.035,0,0.035
"675",0.035,0.035,0.035,0.035,0,0.035
"676",0.035,0.035,0.035,0.035,0,0.035
"677",0.035,0.035,0.035,0.035,0,0.035
"678",0.035,0.035,0.035,0.035,0,0.035
"679",0.035,0.035,0.035,0.035,0,0.035
"680",0.035,0.035,0.035,0.035,15000,0.035
"681",0.035,0.035,0.035,0.035,31000,0.035
"682",0.035,0.035,0.035,0.035,0,0.035
"683",0.035,0.035,0.035,0.035,0,0.035
"684",0.03,0.03,0.03,0.03,10000,0.03
"685",0.03,0.03,0.03,0.03,0,0.03
"686",0.03,0.03,0.03,0.03,0,0.03
"687",0.025,0.025,0.025,0.025,25000,0.025
"688",0.025,0.025,0.025,0.025,0,0.025
"689",0.025,0.025,0.025,0.025,0,0.025
"690",0.025,0.025,0.025,0.025,0,0.025
"691",0.025,0.025,0.025,0.025,10000,0.025
"692",0.025,0.025,0.025,0.025,0,0.025
"693",0.025,0.025,0.025,0.025,0,0.025
"694",0.025,0.025,0.025,0.025,0,0.025
"695",0.025,0.025,0.025,0.025,0,0.025
"696",0.025,0.025,0.025,0.025,0,0.025
"697",0.025,0.025,0.025,0.025,0,0.025
"698",0.025,0.025,0.02,0.02,50000,0.02
"699",0.02,0.02,0.02,0.02,0,0.02
"700",0.02,0.02,0.02,0.02,0,0.02
"701",0.02,0.02,0.02,0.02,5000,0.02
"702",0.02,0.02,0.02,0.02,0,0.02
"703",0.02,0.02,0.02,0.02,0,0.02
"704",0.025,0.025,0.025,0.025,4000,0.025
"705",0.025,0.025,0.025,0.025,0,0.025
"706",0.025,0.025,0.025,0.025,0,0.025
"707",0.025,0.025,0.025,0.025,0,0.025
"708",0.025,0.025,0.025,0.025,0,0.025
"709",0.025,0.025,0.025,0.025,0,0.025
"710",0.025,0.025,0.025,0.025,0,0.025
"711",0.025,0.025,0.025,0.025,0,0.025
"712",0.025,0.025,0.025,0.025,0,0.025
"713",0.025,0.025,0.025,0.025,0,0.025
"714",0.025,0.025,0.025,0.025,0,0.025
"715",0.025,0.025,0.025,0.025,0,0.025
"716",0.025,0.025,0.025,0.025,0,0.025
"717",0.025,0.025,0.025,0.025,0,0.025
"718",0.025,0.025,0.025,0.025,0,0.025
"719",0.025,0.025,0.025,0.025,0,0.025
"720",0.015,0.015,0.015,0.015,15000,0.015
"721",0.015,0.015,0.015,0.015,0,0.015
"722",0.015,0.015,0.015,0.015,0,0.015
"723",0.015,0.015,0.015,0.015,0,0.015
"724",0.015,0.015,0.015,0.015,0,0.015
"725",0.015,0.015,0.015,0.015,0,0.015
"726",0.015,0.015,0.015,0.015,0,0.015
"727",0.015,0.015,0.015,0.015,0,0.015
"728",0.015,0.015,0.015,0.015,0,0.015
"729",0.015,0.015,0.015,0.015,0,0.015
"730",0.02,0.02,0.02,0.02,80000,0.02
"731",0.02,0.02,0.02,0.02,0,0.02
"732",0.02,0.02,0.02,0.02,0,0.02
"733",0.02,0.02,0.02,0.02,0,0.02
"734",0.02,0.02,0.02,0.02,0,0.02
"735",0.02,0.02,0.02,0.02,0,0.02
"736",0.025,0.025,0.025,0.025,20000,0.025
"737",0.025,0.025,0.025,0.025,0,0.025
"738",0.025,0.025,0.025,0.025,0,0.025
"739",0.025,0.025,0.025,0.025,0,0.025
"740",0.025,0.025,0.025,0.025,0,0.025
"741",0.025,0.025,0.025,0.025,0,0.025
"742",0.025,0.025,0.025,0.025,0,0.025
"743",0.025,0.025,0.025,0.025,0,0.025
"744",0.025,0.025,0.025,0.025,0,0.025
"745",0.025,0.025,0.025,0.025,0,0.025
"746",0.025,0.025,0.025,0.025,0,0.025
"747",0.025,0.025,0.025,0.025,0,0.025
"748",0.015,0.015,0.015,0.015,20000,0.015
"749",0.015,0.015,0.015,0.015,0,0.015
"750",0.015,0.015,0.015,0.015,0,0.015
"751",0.015,0.015,0.015,0.015,0,0.015
"752",0.015,0.015,0.015,0.015,0,0.015
"753",0.015,0.015,0.015,0.015,0,0.015
"754",0.015,0.015,0.015,0.015,0,0.015
"755",0.015,0.015,0.015,0.015,0,0.015
"756",0.025,0.03,0.025,0.03,68500,0.03
"757",0.03,0.03,0.03,0.03,0,0.03
"758",0.03,0.03,0.025,0.025,17000,0.025
"759",0.025,0.025,0.025,0.025,0,0.025
"760",0.025,0.025,0.025,0.025,0,0.025
"761",0.025,0.025,0.025,0.025,0,0.025
"762",0.025,0.025,0.025,0.025,0,0.025
"763",0.025,0.025,0.025,0.025,0,0.025
"764",0.025,0.025,0.025,0.025,0,0.025
"765",0.025,0.025,0.025,0.025,0,0.025
"766",0.025,0.025,0.025,0.025,0,0.025
"767",0.035,0.04,0.035,0.04,47000,0.04
"768",0.04,0.04,0.04,0.04,0,0.04
"769",0.04,0.04,0.04,0.04,0,0.04
"770",0.04,0.04,0.04,0.04,0,0.04
"771",0.04,0.04,0.04,0.04,0,0.04
"772",0.02,0.02,0.02,0.02,1000,0.02
"773",0.02,0.02,0.02,0.02,0,0.02
"774",0.02,0.02,0.02,0.02,0,0.02
"775",0.02,0.02,0.02,0.02,0,0.02
"776",0.02,0.02,0.02,0.02,0,0.02
"777",0.02,0.02,0.02,0.02,0,0.02
"778",0.02,0.02,0.02,0.02,0,0.02
"779",0.02,0.02,0.02,0.02,0,0.02
"780",0.035,0.035,0.035,0.035,1000,0.035
"781",0.035,0.035,0.035,0.035,0,0.035
"782",0.035,0.035,0.035,0.035,0,0.035
"783",0.035,0.035,0.035,0.035,0,0.035
"784",0.035,0.035,0.035,0.035,0,0.035
"785",0.035,0.035,0.035,0.035,0,0.035
"786",0.035,0.035,0.035,0.035,0,0.035
"787",0.035,0.035,0.035,0.035,0,0.035
"788",0.035,0.035,0.035,0.035,0,0.035
"789",0.035,0.035,0.035,0.035,0,0.035
"790",0.035,0.035,0.035,0.035,0,0.035
"791",0.035,0.035,0.035,0.035,0,0.035
"792",0.035,0.035,0.035,0.035,0,0.035
"793",0.02,0.02,0.02,0.02,5000,0.02
"794",0.02,0.02,0.02,0.02,0,0.02
"795",0.02,0.02,0.02,0.02,0,0.02
"796",0.02,0.02,0.02,0.02,0,0.02
"797",0.02,0.02,0.02,0.02,0,0.02
"798",0.02,0.02,0.02,0.02,0,0.02
"799",0.02,0.02,0.02,0.02,0,0.02
"800",0.02,0.02,0.02,0.02,0,0.02
"801",0.015,0.015,0.015,0.015,4000,0.015
"802",0.015,0.015,0.015,0.015,0,0.015
"803",0.015,0.015,0.015,0.015,0,0.015
"804",0.015,0.015,0.015,0.015,0,0.015
"805",0.015,0.015,0.015,0.015,0,0.015
"806",0.015,0.015,0.015,0.015,0,0.015
"807",0.015,0.015,0.015,0.015,0,0.015
"808",0.015,0.015,0.015,0.015,10000,0.015
"809",0.015,0.015,0.015,0.015,30000,0.015
"810",0.015,0.015,0.015,0.015,10000,0.015
"811",0.01,0.01,0.01,0.01,5100,0.01
"812",0.01,0.01,0.01,0.01,0,0.01
"813",0.01,0.01,0.01,0.01,0,0.01
"814",0.01,0.01,0.01,0.01,0,0.01
"815",0.01,0.01,0.01,0.01,0,0.01
"816",0.01,0.01,0.01,0.01,0,0.01
"817",0.01,0.01,0.01,0.01,0,0.01
"818",0.015,0.015,0.015,0.015,7000,0.015
"819",0.015,0.015,0.015,0.015,0,0.015
"820",0.02,0.02,0.02,0.02,50000,0.02
"821",0.025,0.025,0.02,0.025,19000,0.025
"822",0.025,0.025,0.025,0.025,0,0.025
"823",0.025,0.025,0.025,0.025,0,0.025
"824",0.025,0.025,0.025,0.025,0,0.025
"825",0.025,0.025,0.025,0.025,0,0.025
"826",0.025,0.025,0.025,0.025,0,0.025
"827",0.025,0.025,0.025,0.025,0,0.025
"828",0.025,0.025,0.025,0.025,0,0.025
"829",0.025,0.025,0.025,0.025,0,0.025
"830",0.025,0.025,0.025,0.025,0,0.025
"831",0.025,0.025,0.025,0.025,0,0.025
"832",0.045,0.045,0.045,0.045,25000,0.045
"833",0.045,0.045,0.045,0.045,0,0.045
"834",0.045,0.045,0.045,0.045,0,0.045
"835",0.045,0.045,0.045,0.045,0,0.045
"836",0.03,0.03,0.03,0.03,31000,0.03
"837",0.03,0.03,0.03,0.03,0,0.03
"838",0.03,0.03,0.03,0.03,0,0.03
"839",0.04,0.04,0.04,0.04,10000,0.04
"840",0.04,0.04,0.04,0.04,0,0.04
"841",0.04,0.04,0.04,0.04,0,0.04
"842",0.04,0.04,0.04,0.04,0,0.04
"843",0.04,0.04,0.04,0.04,5000,0.04
"844",0.035,0.035,0.035,0.035,23000,0.035
"845",0.035,0.035,0.03,0.03,221000,0.03
"846",0.03,0.03,0.03,0.03,0,0.03
"847",0.03,0.03,0.03,0.03,0,0.03
"848",0.04,0.04,0.04,0.04,5000,0.04
"849",0.04,0.04,0.04,0.04,0,0.04
"850",0.04,0.04,0.04,0.04,0,0.04
"851",0.04,0.04,0.04,0.04,0,0.04
"852",0.04,0.04,0.04,0.04,0,0.04
"853",0.04,0.04,0.04,0.04,0,0.04
"854",0.04,0.04,0.04,0.04,0,0.04
"855",0.04,0.04,0.04,0.04,0,0.04
"856",0.035,0.035,0.035,0.035,2000,0.035
"857",0.035,0.035,0.035,0.035,3500,0.035
"858",0.035,0.035,0.035,0.035,0,0.035
"859",0.04,0.04,0.04,0.04,5000,0.04
"860",0.04,0.04,0.04,0.04,0,0.04
"861",0.04,0.04,0.04,0.04,0,0.04
"862",0.035,0.035,0.035,0.035,5000,0.035
"863",0.035,0.035,0.035,0.035,0,0.035
"864",0.035,0.035,0.025,0.03,25000,0.03
"865",0.03,0.03,0.03,0.03,0,0.03
"866",0.03,0.03,0.03,0.03,0,0.03
"867",0.03,0.03,0.03,0.03,0,0.03
"868",0.03,0.03,0.03,0.03,0,0.03
"869",0.03,0.03,0.03,0.03,0,0.03
"870",0.03,0.03,0.03,0.03,0,0.03
"871",0.03,0.03,0.03,0.03,0,0.03
"872",0.03,0.03,0.03,0.03,0,0.03
"873",0.03,0.03,0.03,0.03,5000,0.03
"874",0.03,0.03,0.03,0.03,0,0.03
"875",0.03,0.03,0.03,0.03,0,0.03
"876",0.03,0.03,0.03,0.03,0,0.03
"877",0.03,0.03,0.03,0.03,0,0.03
"878",0.03,0.03,0.03,0.03,0,0.03
"879",0.03,0.03,0.03,0.03,0,0.03
"880",0.03,0.03,0.03,0.03,0,0.03
"881",0.03,0.03,0.03,0.03,0,0.03
"882",0.03,0.03,0.03,0.03,0,0.03
"883",0.03,0.03,0.03,0.03,0,0.03
"884",0.03,0.03,0.03,0.03,0,0.03
"885",0.03,0.03,0.03,0.03,0,0.03
"886",0.03,0.03,0.03,0.03,0,0.03
"887",0.03,0.03,0.03,0.03,0,0.03
"888",0.03,0.03,0.03,0.03,0,0.03
"889",0.03,0.03,0.03,0.03,0,0.03
"890",0.03,0.03,0.03,0.03,0,0.03
"891",0.03,0.03,0.03,0.03,0,0.03
"892",0.03,0.03,0.03,0.03,0,0.03
"893",0.03,0.03,0.03,0.03,0,0.03
"894",0.03,0.03,0.03,0.03,0,0.03
"895",0.03,0.03,0.03,0.03,0,0.03
"896",0.03,0.03,0.03,0.03,0,0.03
"897",0.03,0.03,0.03,0.03,0,0.03
"898",0.02,0.02,0.02,0.02,1000,0.02
"899",0.02,0.02,0.02,0.02,0,0.02
"900",0.02,0.02,0.02,0.02,0,0.02
"901",0.02,0.02,0.02,0.02,2500,0.02
"902",0.02,0.02,0.02,0.02,0,0.02
"903",0.02,0.02,0.02,0.02,0,0.02
"904",0.02,0.02,0.02,0.02,0,0.02
"905",0.02,0.02,0.02,0.02,0,0.02
"906",0.02,0.02,0.02,0.02,0,0.02
"907",0.02,0.02,0.02,0.02,0,0.02
"908",0.02,0.02,0.02,0.02,0,0.02
"909",0.02,0.02,0.02,0.02,0,0.02
"910",0.02,0.02,0.02,0.02,0,0.02
"911",0.02,0.02,0.02,0.02,0,0.02
"912",0.02,0.02,0.02,0.02,0,0.02
"913",0.03,0.035,0.03,0.035,77000,0.035
"914",0.035,0.035,0.035,0.035,0,0.035
"915",0.035,0.035,0.035,0.035,0,0.035
"916",0.035,0.035,0.035,0.035,0,0.035
"917",0.035,0.035,0.035,0.035,0,0.035
"918",0.035,0.035,0.035,0.035,0,0.035
"919",0.035,0.035,0.035,0.035,0,0.035
"920",0.035,0.035,0.035,0.035,0,0.035
"921",0.035,0.035,0.035,0.035,0,0.035
"922",0.035,0.035,0.035,0.035,0,0.035
"923",0.035,0.035,0.035,0.035,0,0.035
"924",0.035,0.035,0.035,0.035,0,0.035
"925",0.035,0.035,0.035,0.035,0,0.035
"926",0.035,0.035,0.035,0.035,0,0.035
"927",0.035,0.035,0.035,0.035,0,0.035
"928",0.035,0.035,0.035,0.035,0,0.035
"929",0.02,0.02,0.02,0.02,17500,0.02
"930",0.02,0.02,0.02,0.02,0,0.02
"931",0.02,0.02,0.02,0.02,9000,0.02
"932",0.02,0.02,0.02,0.02,0,0.02
"933",0.02,0.02,0.02,0.02,0,0.02
"934",0.02,0.02,0.02,0.02,51500,0.02
"935",0.02,0.02,0.02,0.02,0,0.02
"936",0.02,0.02,0.02,0.02,0,0.02
"937",0.02,0.02,0.02,0.02,0,0.02
"938",0.02,0.02,0.02,0.02,0,0.02
"939",0.02,0.02,0.02,0.02,0,0.02
"940",0.02,0.02,0.02,0.02,0,0.02
"941",0.015,0.015,0.015,0.015,123000,0.015
"942",0.02,0.02,0.02,0.02,25000,0.02
"943",0.02,0.02,0.02,0.02,0,0.02
"944",0.02,0.02,0.02,0.02,0,0.02
"945",0.02,0.02,0.02,0.02,0,0.02
"946",0.015,0.015,0.015,0.015,50000,0.015
"947",0.015,0.015,0.015,0.015,0,0.015
"948",0.025,0.025,0.025,0.025,39000,0.025
"949",0.025,0.025,0.025,0.025,0,0.025
"950",0.025,0.025,0.025,0.025,0,0.025
"951",0.025,0.025,0.025,0.025,0,0.025
"952",0.025,0.025,0.025,0.025,0,0.025
"953",0.025,0.025,0.025,0.025,0,0.025
"954",0.025,0.025,0.025,0.025,0,0.025
"955",0.025,0.025,0.025,0.025,0,0.025
"956",0.025,0.025,0.025,0.025,0,0.025
"957",0.025,0.025,0.025,0.025,0,0.025
"958",0.025,0.025,0.025,0.025,0,0.025
"959",0.025,0.025,0.025,0.025,0,0.025
"960",0.025,0.025,0.025,0.025,0,0.025
"961",0.025,0.025,0.025,0.025,0,0.025
"962",0.025,0.025,0.025,0.025,0,0.025
"963",0.025,0.025,0.025,0.025,0,0.025
"964",0.025,0.025,0.025,0.025,0,0.025
"965",0.025,0.025,0.025,0.025,0,0.025
"966",0.025,0.025,0.025,0.025,0,0.025
"967",0.025,0.025,0.025,0.025,0,0.025
"968",0.025,0.025,0.025,0.025,0,0.025
"969",0.015,0.015,0.015,0.015,10000,0.015
"970",0.015,0.015,0.015,0.015,0,0.015
"971",0.015,0.015,0.015,0.015,0,0.015
"972",0.015,0.015,0.015,0.015,0,0.015
"973",0.015,0.015,0.015,0.015,0,0.015
"974",0.015,0.015,0.015,0.015,0,0.015
"975",0.015,0.015,0.015,0.015,0,0.015
"976",0.015,0.015,0.015,0.015,0,0.015
"977",0.015,0.015,0.015,0.015,0,0.015
"978",0.015,0.015,0.015,0.015,0,0.015
"979",0.015,0.015,0.015,0.015,0,0.015
"980",0.015,0.015,0.015,0.015,0,0.015
"981",0.015,0.015,0.015,0.015,0,0.015
"982",0.015,0.015,0.015,0.015,0,0.015
"983",0.015,0.015,0.015,0.015,0,0.015
"984",0.015,0.015,0.015,0.015,0,0.015
"985",0.015,0.015,0.015,0.015,0,0.015
"986",0.015,0.015,0.015,0.015,0,0.015
"987",0.015,0.015,0.015,0.015,0,0.015
"988",0.015,0.015,0.015,0.015,0,0.015
"989",0.015,0.015,0.015,0.015,0,0.015
"990",0.015,0.015,0.015,0.015,0,0.015
"991",0.015,0.015,0.015,0.015,0,0.015
"992",0.015,0.015,0.015,0.015,0,0.015
"993",0.015,0.015,0.015,0.015,0,0.015
"994",0.015,0.015,0.015,0.015,0,0.015
"995",0.015,0.015,0.015,0.015,0,0.015
"996",0.015,0.015,0.015,0.015,0,0.015
"997",0.015,0.015,0.015,0.015,0,0.015
"998",0.015,0.015,0.015,0.015,0,0.015
"999",0.015,0.015,0.015,0.015,0,0.015
"1000",0.015,0.015,0.015,0.015,7000,0.015
"1001",0.015,0.015,0.015,0.015,0,0.015
"1002",0.015,0.015,0.015,0.015,0,0.015
"1003",0.015,0.015,0.015,0.015,0,0.015
"1004",0.015,0.015,0.015,0.015,0,0.015
"1005",0.015,0.015,0.015,0.015,0,0.015
"1006",0.015,0.015,0.015,0.015,0,0.015
"1007",0.015,0.015,0.015,0.015,0,0.015
"1008",0.015,0.015,0.015,0.015,0,0.015
"1009",0.015,0.015,0.015,0.015,0,0.015
"1010",0.015,0.015,0.015,0.015,0,0.015
"1011",0.015,0.015,0.015,0.015,0,0.015
"1012",0.015,0.015,0.015,0.015,0,0.015
"1013",0.015,0.015,0.015,0.015,5000,0.015
"1014",0.015,0.015,0.015,0.015,0,0.015
"1015",0.01,0.01,0.01,0.01,27500,0.01
"1016",0.01,0.01,0.01,0.01,0,0.01
"1017",0.01,0.01,0.01,0.01,0,0.01
"1018",0.01,0.01,0.01,0.01,0,0.01
"1019",0.015,0.015,0.015,0.015,1000,0.015
"1020",0.015,0.015,0.015,0.015,0,0.015
"1021",0.015,0.015,0.015,0.015,0,0.015
"1022",0.015,0.015,0.015,0.015,4000,0.015
"1023",0.015,0.015,0.015,0.015,0,0.015
"1024",0.015,0.015,0.015,0.015,0,0.015
"1025",0.015,0.015,0.015,0.015,0,0.015
"1026",0.015,0.015,0.015,0.015,0,0.015
"1027",0.015,0.015,0.015,0.015,0,0.015
"1028",0.015,0.015,0.015,0.015,0,0.015
"1029",0.015,0.015,0.015,0.015,0,0.015
"1030",0.015,0.015,0.015,0.015,4000,0.015
"1031",0.015,0.015,0.015,0.015,0,0.015
"1032",0.015,0.015,0.015,0.015,0,0.015
"1033",0.015,0.015,0.015,0.015,0,0.015
"1034",0.015,0.015,0.015,0.015,0,0.015
"1035",0.015,0.015,0.015,0.015,0,0.015
"1036",0.015,0.015,0.015,0.015,50000,0.015
"1037",0.015,0.015,0.015,0.015,0,0.015
"1038",0.015,0.015,0.015,0.015,0,0.015
"1039",0.015,0.015,0.015,0.015,0,0.015
"1040",0.015,0.015,0.015,0.015,0,0.015
"1041",0.015,0.015,0.015,0.015,0,0.015
"1042",0.015,0.015,0.015,0.015,0,0.015
"1043",0.015,0.015,0.015,0.015,0,0.015
"1044",0.015,0.015,0.015,0.015,0,0.015
"1045",0.015,0.015,0.015,0.015,0,0.015
"1046",0.015,0.015,0.015,0.015,0,0.015
"1047",0.015,0.015,0.015,0.015,0,0.015
"1048",0.015,0.015,0.015,0.015,0,0.015
"1049",0.015,0.015,0.015,0.015,0,0.015
"1050",0.015,0.015,0.015,0.015,0,0.015
"1051",0.015,0.015,0.015,0.015,0,0.015
"1052",0.015,0.015,0.015,0.015,0,0.015
"1053",0.015,0.015,0.015,0.015,0,0.015
"1054",0.015,0.015,0.015,0.015,0,0.015
"1055",0.02,0.02,0.01,0.01,235000,0.01
"1056",0.01,0.01,0.01,0.01,50000,0.01
"1057",0.015,0.015,0.015,0.015,60000,0.015
"1058",0.015,0.015,0.015,0.015,0,0.015
"1059",0.015,0.015,0.015,0.015,0,0.015
"1060",0.015,0.015,0.015,0.015,0,0.015
"1061",0.015,0.015,0.015,0.015,0,0.015
"1062",0.015,0.015,0.015,0.015,0,0.015
"1063",0.015,0.015,0.015,0.015,0,0.015
"1064",0.025,0.025,0.025,0.025,41000,0.025
"1065",0.025,0.025,0.025,0.025,0,0.025
"1066",0.025,0.025,0.025,0.025,0,0.025
"1067",0.025,0.03,0.025,0.03,90000,0.03
"1068",0.025,0.025,0.025,0.025,75000,0.025
"1069",0.025,0.025,0.025,0.025,20000,0.025
"1070",0.025,0.025,0.025,0.025,0,0.025
"1071",0.025,0.025,0.025,0.025,15000,0.025
"1072",0.025,0.025,0.025,0.025,0,0.025
"1073",0.025,0.025,0.025,0.025,0,0.025
"1074",0.025,0.025,0.025,0.025,0,0.025
"1075",0.025,0.025,0.025,0.025,12500,0.025
"1076",0.025,0.025,0.025,0.025,2000,0.025
"1077",0.025,0.025,0.025,0.025,0,0.025
"1078",0.025,0.025,0.025,0.025,0,0.025
"1079",0.025,0.025,0.025,0.025,0,0.025
"1080",0.025,0.025,0.025,0.025,0,0.025
"1081",0.025,0.025,0.025,0.025,0,0.025
"1082",0.025,0.025,0.025,0.025,0,0.025
"1083",0.025,0.025,0.025,0.025,0,0.025
"1084",0.025,0.025,0.025,0.025,0,0.025
"1085",0.025,0.025,0.025,0.025,0,0.025
"1086",0.025,0.025,0.025,0.025,0,0.025
"1087",0.025,0.025,0.025,0.025,0,0.025
"1088",0.02,0.02,0.02,0.02,2200,0.02
"1089",0.02,0.02,0.02,0.02,0,0.02
"1090",0.02,0.02,0.02,0.02,0,0.02
"1091",0.02,0.02,0.02,0.02,0,0.02
"1092",0.02,0.02,0.02,0.02,0,0.02
"1093",0.02,0.02,0.02,0.02,0,0.02
