"","CLF.Open","CLF.High","CLF.Low","CLF.Close","CLF.Volume","CLF.Adjusted"
"56",58.369999,60.330002,57,60.220001,4194400,53.403161
"57",60.110001,61.650002,59,59.029999,4443400,52.347866
"58",58.669998,61.689999,58.150002,61.189999,5554000,54.263356
"59",63.889999,65.300003,63.799999,64.949997,5611300,57.597726
"60",65.010002,65.860001,63.869999,65.860001,3871500,58.404719
"61",67.32,68.239998,66.57,67.080002,4233900,59.486617
"62",66.330002,67.489998,65.220001,66.779999,3983900,59.220574
"63",67.300003,68.720001,67.040001,67.309998,4613300,59.690577
"64",68.68,68.830002,65.139999,65.5,4321000,58.08547
"65",65.5,66.309998,64.550003,65.529999,2366700,58.112073
"66",67.169998,68,66.900002,67.550003,2814600,59.903415
"67",65.139999,65.139999,63.080002,63.18,9322500,56.028091
"68",62.580002,64.169998,62.18,63.279999,4548100,56.11677
"69",63.119999,64.480003,63.02,63.48,3055500,56.294131
"70",64.010002,64.150002,60.369999,60.959999,6426800,54.059392
"71",61.110001,62,59.860001,61.810001,6411300,54.813175
"72",62.27,62.389999,60.209999,60.630001,6449300,53.766749
"73",61.16,63.200001,61.009998,62.25,6769400,55.203366
"74",61.139999,62.5,60.580002,61.110001,3562400,54.192414
"75",62.240002,62.849998,61.77,62.580002,3892600,55.496012
"76",62.66,63.560001,61.93,62.419998,3311700,55.354121
"77",63,63.049999,61.349998,62.77,3267500,55.664503
"78",62.669998,64.720001,62.32,64.110001,3959100,56.852817
"79",65.120003,65.480003,62.860001,63.919998,4004800,56.684322
"80",65.279999,66.970001,64.650002,66.580002,5801900,59.043216
"81",66.120003,66.120003,63.470001,64.120003,4359400,56.861687
"82",65.440002,66.970001,64.699997,66.110001,4528300,58.626419
"83",66.269997,67.839996,66.099998,66.889999,3556200,59.318123
"84",67.860001,67.940002,65.029999,66.349998,2924300,58.839249
"85",66.68,69.980003,66.5,69.18,6128900,61.348898
"86",69.779999,70.949997,68.730003,69.040001,3411300,61.224746
"87",68.739998,68.860001,66.970001,68.309998,4446800,60.577379
"88",69.470001,70.07,68.610001,68.75,3951600,60.967573
"89",68.989998,69.470001,67.389999,68.199997,3116800,60.47983
"90",68.760002,68.839996,66.669998,67.540001,3447900,59.894545
"91",67,67.040001,65.779999,66.169998,3935200,58.679625
"92",64.239998,64.900002,61.93,62.700001,6525400,55.602427
"93",63.099998,65.470001,63,64.970001,4397100,57.615466
"94",65.57,65.940002,62.790001,63.779999,4551700,56.560171
"95",64.400002,64.730003,63,64.599998,3096900,57.287347
"96",65.860001,66.779999,64.940002,65.360001,3273100,57.961318
"97",64.25,65.050003,63.52,64.480003,4180500,57.180936
"98",63.389999,63.790001,62.09,63.709999,4156700,56.498095
"99",64.660004,65,62.75,63.369999,3673200,56.196582
"100",62.09,65.300003,62.009998,65.199997,5257200,57.819427
"101",65.709999,67.470001,65.300003,66.360001,3701500,58.848119
"102",67.330002,67.389999,66.32,67.309998,2239400,59.690577
"103",67.400002,67.75,65.599998,66.870003,3340100,59.30039
"104",68.75,70.5,68.529999,70,4989500,62.076074
"105",69.660004,71.660004,69.660004,71.099998,3785000,63.051554
"106",70.199997,71.260002,70.050003,70.889999,2834400,62.865327
"107",71.389999,71.879997,68.110001,68.830002,3664900,61.038519
"108",69.650002,70.360001,67.370003,70.059998,3735800,62.12928
"109",68.879997,70.470001,68.779999,70.050003,2789500,62.120417
"110",68.5,69.379997,67,67.519997,4264700,59.876805
"111",68.389999,68.650002,67.160004,67.519997,2653900,59.876805
"112",66,66.379997,64.760002,66.029999,4741100,58.555473
"113",65.989998,66.919998,65.129997,66.410004,3097000,59.017593
"114",68,68.300003,67.419998,67.800003,2733500,60.252865
"115",67.32,70,66.860001,69.919998,3838800,62.136874
"116",69.580002,70.5,68.709999,70.449997,2798300,62.607876
"117",69.07,69.199997,67.209999,67.889999,2591700,60.332844
"118",68.629997,69.879997,68.129997,69.660004,2577600,61.90582
"119",69,69.400002,68.300003,69.010002,1120600,61.328173
"120",68.279999,69.25,67.139999,68.980003,2594300,61.301514
"121",68.059998,70,67.75,68.339996,3373200,60.732749
"122",69.959999,70.540001,69.339996,70.459999,3406100,62.616764
"123",70.769997,72.220001,70.68,72.209999,4866000,64.171964
"124",71.769997,73.639999,71.730003,73.580002,4270100,65.389465
"125",73.669998,74.089996,73.010002,73.629997,2873400,65.433895
"126",74.959999,74.980003,72.43,72.599998,3053000,64.51855
"127",72.629997,73.190002,70.68,71.18,2549800,63.256619
"128",71.910004,72.790001,71.360001,71.980003,2129000,63.96757
"129",72.25,74.470001,71.489998,74.330002,3217200,66.055979
"130",75.5,77.57,75.169998,75.610001,4691500,67.193495
"131",75.540001,77.199997,74.699997,75.629997,2995400,67.211266
"132",75.18,76.849998,74.589996,74.669998,2421500,66.358129
"133",74.739998,75.720001,73.650002,75.690002,2497300,67.264591
"134",75.699997,76.730003,75.400002,76.099998,3032800,67.628949
"135",77.870003,79.690002,77.43,78.470001,3456900,69.735135
"136",79.419998,80.290001,78.720001,79.980003,2293600,71.077052
"137",80,80.400002,78.5,78.629997,1705200,69.877322
"138",78.599998,79.199997,77.650002,78,1331300,69.317452
"139",77.660004,78.209999,76.57,78.150002,1313300,69.450756
"140",78.699997,79.349998,77.639999,78.089996,1525900,69.397431
"141",78.339996,78.75,77.660004,77.690002,1354100,69.041962
"142",77.699997,78.849998,77.629997,78.379997,1768900,69.65515
"143",78.230003,78.739998,77.839996,78.010002,1353500,69.326341
"144",79.550003,82.800003,79.150002,81.849998,4181800,72.738889
"145",82.459999,85.339996,81.620003,85.230003,7369800,75.74265
"146",84.589996,85.860001,83.220001,84.93,4016600,75.476042
"147",85.199997,85.800003,82.93,83.32,2945200,74.045258
"148",83.589996,83.720001,80.080002,81.330002,3686700,72.276776
"149",81.269997,82.690002,80.510002,82.5,2399400,73.316536
"150",83.080002,85.860001,82.919998,84.959999,3704500,75.502701
"151",88.099998,89.919998,86.650002,88.43,8347700,78.58644
"152",88.519997,88.900002,86.699997,87.400002,3332700,77.671095
"153",87.099998,88.860001,86.260002,88.839996,4318100,78.950798
"154",89.029999,91.110001,88.919998,91.050003,3449000,80.914798
"155",90.959999,91.419998,87.260002,87.370003,3809900,77.644436
"156",85.580002,86.25,82.830002,84.25,5202400,74.871735
"157",86.019997,86.220001,81.389999,81.660004,4214100,72.570044
"158",81.889999,84.589996,81.110001,82.959999,3198300,73.725331
"159",82.239998,83.43,79.660004,81.739998,4456800,72.641133
"160",82.919998,87.809998,82.300003,87.709999,5146800,77.946586
"161",87.599998,87.779999,84.440002,85.239998,3365900,75.751532
"162",85.190002,86.129997,82.349998,83.089996,2877900,73.840857
"163",84.440002,85.599998,83.269997,85.459999,2698400,75.947044
"164",86.519997,89.709999,86.309998,89.639999,3451300,79.661748
"165",90.669998,91.690002,89.309998,90.449997,2978000,80.381581
"166",90.559998,90.849998,87.5,90.400002,2963400,80.337151
"167",90.080002,90.309998,88.139999,90.269997,3339600,80.221618
"168",90.589996,92.25,89.75,90.779999,2259600,80.674849
"169",90.879997,91.18,88.860001,90.120003,2160700,80.08832
"170",89.220001,89.970001,85.809998,86.75,3785600,77.093449
"171",85.879997,89.5,85.800003,88.480003,2499600,78.630877
"172",87.93,88.860001,86.849998,87.510002,2396000,77.8921
"173",88.209999,92.739998,88.010002,92.669998,4144100,82.48498
"174",92.690002,93.800003,90.910004,92.339996,2837100,82.191248
"175",93.339996,93.949997,91.779999,92.879997,3842800,82.671899
"176",101.620003,101.620003,98.029999,99.519997,9737900,88.58212
"177",99.690002,99.690002,95.099998,96.540001,4636300,85.929645
"178",95.669998,97.330002,92.349998,92.730003,5444800,82.53839
"179",93.220001,94.959999,89.690002,92,5253300,81.888619
"180",92.68,94.93,90.519997,93.32,4613400,83.063542
"181",95.07,96.010002,94.019997,95.230003,3504400,84.763625
"182",96.699997,97.900002,94.599998,97.07,3926900,86.401394
"183",97.489998,97.949997,94.419998,94.559998,4379600,84.167257
"184",94.839996,97.389999,94.239998,96.879997,3434700,86.232274
"185",98.370003,100.900002,97.559998,100.459999,4174400,89.418811
"186",100.870003,101.599998,97.910004,99.120003,2780900,88.226088
"187",99.639999,99.68,93.800003,95.769997,4538200,85.244269
"188",95.989998,97.18,93.550003,96.699997,3047200,86.072057
"189",96.309998,96.690002,91.169998,91.559998,6338100,81.496976
"190",89.370003,90.370003,84.720001,85.120003,7927200,75.764777
"191",84.379997,88.150002,84.120003,87.690002,5363000,78.052317
"192",87.730003,88.830002,85.75,88.620003,3550900,78.880105
"193",84.989998,86.5,83.160004,85.82,7934400,76.38784
"194",86.68,87.440002,82.330002,83.730003,5992100,74.527547
"195",86.620003,89.080002,85.629997,88.599998,6385700,78.862299
"196",90.400002,90.940002,87.650002,87.949997,5569400,78.283737
"197",89.900002,91.760002,88.75,91.739998,3994500,81.657193
"198",92.199997,92.339996,90.360001,92,3629200,81.888619
"199",91.910004,94.900002,90.889999,94.120003,3501700,83.77562
"200",95.050003,95.75,92.699997,94.879997,3731900,84.452086
"201",95.129997,95.870003,94.010002,94.410004,3283600,84.033748
"202",94.5,96.709999,93.93,94.639999,2684800,84.238466
"203",94.400002,97.419998,93.690002,97.160004,2958800,86.481506
"204",98.519997,98.949997,96.510002,98.18,2874500,87.389398
"205",98.050003,98.709999,97.099998,98.279999,2874400,87.478406
"206",99.129997,99.889999,97.610001,98.019997,2904000,87.24698
"207",99.75,100.43,98.5,100,2569900,89.009368
"208",99.230003,101.989998,98.709999,101.040001,2984500,89.935067
"209",102.129997,102.480003,98.940002,99.959999,2797900,88.973764
"210",99.949997,100.879997,97.559998,98.360001,3875400,87.549615
"211",99.639999,100.970001,97.860001,98.699997,3272500,87.852244
"212",100,100.650002,96.18,97,3541100,86.339087
"213",95.480003,95.489998,92.339996,93.360001,4773500,83.099147
"214",95.82,96.5,94,95.269997,3556800,84.799222
"215",94.800003,95.639999,94.160004,95.43,3059900,84.941641
"216",95.540001,95.610001,94.230003,94.349998,2978500,83.980338
"217",92.300003,92.519997,90.099998,92.370003,4243700,82.217956
"218",92.779999,94.919998,92.68,94.900002,2341500,84.469892
"219",96.879997,97.199997,95.300003,95.910004,2232400,85.368889
"220",96.559998,97.32,95.889999,97.220001,1456400,86.534909
"221",97.550003,98.5,96.910004,98.190002,2022300,87.398301
"222",98.839996,98.839996,96.919998,97.980003,2607000,87.211382
"223",98.510002,98.519997,94.43,96.550003,3627800,86.061517
"224",97.050003,98.779999,95.529999,96.589996,3364000,86.097166
"225",96.830002,97.029999,93.050003,93.720001,5320200,83.538946
"226",94.519997,95.099998,91.089996,91.279999,5016500,81.364008
"227",91.160004,92.739998,90,91.260002,3694600,81.346183
"228",90.739998,90.75,86.129997,87.550003,6228000,78.039211
"229",86.080002,90.300003,86.080002,88.010002,4445700,78.449239
"230",89.730003,90.739998,88.099998,88.93,4066300,79.269296
"231",89.760002,92.5,89.239998,92.080002,3345400,82.077104
"232",91.919998,92.190002,89.059998,89.550003,3439300,79.821946
"233",88.959999,88.970001,85.529999,85.769997,4301600,76.452572
"234",85.599998,88.279999,84.900002,87.190002,4243200,77.718318
"235",87.239998,87.959999,84.029999,84.370003,4227300,75.204663
"236",84.440002,89.029999,84.389999,85.949997,4836000,76.613018
"237",86.010002,86.989998,84.550003,86.5,3795000,77.103273
"238",86.75,89.660004,86.25,89.129997,3367800,79.447566
"239",89.839996,89.989998,87.129997,88.25,2652800,78.663166
"240",88.050003,88.239998,85.830002,86.010002,2817800,76.666505
"241",84.209999,84.900002,83,84.419998,3772000,75.249227
"242",85.82,87.330002,85.309998,86.029999,3106400,76.684329
"243",85.709999,87.970001,85.519997,87.379997,2483900,77.887674
"244",87.410004,88.879997,87,88.480003,2487600,78.868183
"245",89.230003,90.220001,89.110001,89.669998,2249000,79.928906
"246",91.080002,91.260002,88.790001,90.699997,2769100,80.847013
"247",89.82,90.599998,87.599998,87.910004,3996800,78.360104
"248",87.949997,89.300003,85.879997,88.309998,3413400,78.716646
"249",86.82,88.440002,86.529999,87.290001,2904100,77.807454
"250",87.57,88.809998,86.68,86.849998,2653200,77.41525
"251",85.489998,87.57,84.519997,85.629997,5690500,76.327781
"252",86.059998,87.5,85.57,85.75,13797900,76.434747
"253",86.019997,86.050003,84.330002,85.190002,5246800,75.935584
"254",85.389999,86.379997,84.160004,84.82,4428300,75.605775
"255",86.139999,86.139999,82.5,83.489998,4108900,74.420255
"256",84.699997,86.919998,84.300003,86.160004,3464900,76.800211
"257",84.970001,85.720001,83.279999,83.660004,4163400,74.571793
"258",83.889999,83.900002,80.370003,81.949997,4789600,73.047549
"259",83.050003,83.07,80.43,81.510002,3558900,72.655352
"260",81.209999,82.379997,80.82,82.199997,2950900,73.270391
"261",82.93,85.129997,82.660004,84.68,3195500,75.480985
"262",84.510002,86,84.089996,84.220001,2486400,75.070956
"263",82.709999,86.660004,81.830002,86.529999,5111600,77.130013
"264",87.190002,87.330002,85.440002,86.620003,4197200,77.210239
"265",85.260002,87.970001,84.540001,87.379997,3606800,77.887674
"266",87.849998,89.75,87.379997,89.199997,3156400,79.509962
"267",89.830002,91.029999,89.169998,90.389999,2884600,80.570691
"268",90.839996,93.099998,90.709999,92.449997,3336800,82.406906
"269",92.650002,93.949997,91.440002,93.699997,2683000,83.521115
"270",94.129997,95.269997,93.370003,94.839996,2807700,84.537273
"271",94.400002,94.989998,93.089996,94.559998,2592000,84.287691
"272",96.230003,97.470001,96.110001,96.519997,3254400,86.03477
"273",94.309998,97.5,93.800003,97.419998,3021100,86.837002
"274",95.239998,96.75,94.18,95.040001,2825000,84.715551
"275",94.650002,95.68,94.199997,94.760002,2105300,84.465969
"276",95.730003,98.949997,95.610001,96.949997,3408400,86.418059
"277",97.440002,98.300003,95.720001,96.139999,2593100,85.696053
"278",96.889999,98,96.209999,98,2519000,87.353997
"279",97.870003,98.629997,97.059998,97.769997,3418800,87.14898
"280",98.849998,101.720001,98.849998,101.43,3082900,90.411387
"281",102,102,98.459999,99.25,2760800,88.468206
"282",100.599998,100.970001,98.699997,100.389999,1933300,89.484364
"283",100.540001,100.839996,99.68,99.860001,2333400,89.011941
"284",98.459999,99.599998,98.050003,98.290001,2378300,87.612494
"285",98.550003,98.610001,94.910004,95.639999,4147500,85.25037
"286",95.510002,96.470001,93.25,93.589996,2751700,83.423064
"287",90.220001,91.5,88.57,89.529999,5264300,79.804115
"288",88.209999,90.739998,86.949997,89.82,3925000,80.062612
"289",91.330002,91.800003,87.900002,88.919998,3239100,79.26038
"290",87.860001,89.839996,85.860001,85.889999,2964500,76.559538
"291",86.040001,86.730003,83.290001,86.129997,3511500,76.773465
"292",84.040001,84.419998,78.779999,78.870003,5526600,70.302143
"293",80.739998,81.5,73.129997,76.459999,6339300,68.153944
"294",71.980003,73.559998,67.379997,67.849998,6107400,60.479271
"295",70.239998,73.709999,67.089996,73.709999,6510700,65.702684
"296",71.300003,74.449997,70.019997,71.199997,5393100,63.46535
"297",71.290001,75,70.949997,73.830002,4974900,66.069476
"298",75.279999,78.360001,74.720001,77.199997,4496300,69.085239
"299",78.260002,79.360001,76.339996,77.080002,4023000,68.977857
"300",75.93,76.870003,74.739998,75.32,3891700,67.402855
"301",76.379997,77.589996,74.580002,75.330002,2560200,67.411806
"302",71.510002,72.589996,69.150002,70.050003,4700700,62.686806
"303",68.739998,71.389999,67.5,67.639999,4452700,60.530126
"304",70.190002,70.330002,67.879997,68.120003,2990800,60.959674
"305",68.730003,72.529999,68.620003,72.529999,3047000,64.906121
"306",72.5,75.07,72,74.830002,3316900,66.964362
"307",75.620003,76.099998,73.169998,73.660004,2754000,65.917347
"308",73.57,76.989998,72.269997,76.599998,3288200,68.548309
"309",77.919998,81.230003,77.559998,81.220001,3388200,72.682687
"310",80.739998,82.730003,80.230003,82.059998,3459000,73.434388
"311",83.010002,85.639999,81.699997,82.849998,4530400,74.14135
"312",83.18,83.580002,81.43,82.010002,2818400,73.389648
"313",79.099998,80.529999,77.769997,78.489998,3339300,70.239644
"314",74.870003,75.550003,73.300003,75.199997,5327000,67.295466
"315",77.900002,81.470001,77.470001,81.459999,4079200,72.897458
"316",80.010002,81.779999,79.080002,79.660004,2971200,71.286666
"317",77.889999,79.580002,75.5,76.629997,3463800,68.575154
"318",74.919998,77.239998,73.699997,75.870003,2930400,67.895045
"319",75.610001,78.110001,74.900002,77.5,2227300,69.353708
"320",78.050003,79.889999,76.510002,78.589996,2458600,70.329131
"321",79.900002,79.900002,78.089996,79.489998,2162700,71.13453
"322",79.75,80.150002,77.349998,77.940002,2918200,69.74746
"323",75.779999,76.110001,74.010002,75.459999,2994200,67.528138
"324",75.800003,75.870003,70.25,70.599998,4559400,63.178989
"325",69.099998,69.120003,61.5,61.549999,8764500,55.080267
"326",58.259998,58.299999,53.860001,55.189999,8948200,49.388788
"327",55.09,58.93,54.849998,57.84,6042900,51.760238
"328",58.73,60.189999,56.360001,60.07,4180300,53.755835
"329",62.689999,63.23,60.200001,60.77,4193100,54.382256
"330",60.759998,60.759998,55.259998,55.66,6549800,49.809385
"331",57.549999,57.740002,52.439999,54.189999,6213400,48.493901
"332",51.98,53.16,51.080002,51.169998,5600300,45.791343
"333",50.209999,52.43,47.93,48.299999,6241800,43.22302
"334",47.450001,53.59,47.310001,53.41,8408500,47.795891
"335",53.419998,57.740002,52.509998,57.360001,6563100,51.330693
"336",57.369999,59.200001,56.25,58.889999,6082500,52.699869
"337",59.290001,59.5,54.889999,55.869999,4819300,49.997311
"338",57.889999,60.77,57.459999,60.700001,4461100,54.319614
"339",59.689999,62.099998,59.029999,61.02,3884100,54.605978
"340",62.220001,65,62.150002,62.75,5101700,56.154131
"341",62.150002,62.93,60.509998,62.310001,3230700,55.760382
"342",64.220001,65.5,63.240002,65.209999,3140300,58.355551
"343",64.699997,64.790001,60,60.27,4679600,53.934813
"344",59.799999,61.810001,57.369999,61.25,6231200,54.811801
"345",60.529999,60.68,56.599998,56.939999,5105100,50.954839
"346",57.330002,59.549999,56.009998,59.049999,5885200,52.84305
"347",60.68,60.889999,58.869999,60.029999,3755200,53.720039
"348",61.16,64.339996,61.040001,63.709999,4136500,57.013221
"349",63.110001,63.439999,60.299999,60.419998,3963500,54.069044
"350",62.91,63.349998,60.099998,62.18,5034000,55.644046
"351",65,71.440002,64.379997,69.489998,10192400,62.185665
"352",69.709999,73.720001,67.290001,72.809998,6631600,65.156688
"353",70.459999,71.309998,68.190002,68.220001,6383200,61.049162
"354",64.160004,68.559998,63.139999,67.349998,7073800,60.270608
"355",69.709999,70.260002,68,69.940002,4536600,62.588368
"356",70.970001,71.459999,68.68,70.919998,4810900,63.465353
"357",70.169998,72.5,70,71.449997,3643800,63.939642
"358",71.330002,72.870003,69.5,70.449997,3523700,63.044755
"359",71.040001,71.599998,69.190002,70.489998,3562700,63.080551
"360",67.800003,69.370003,66,66.199997,4554200,59.241487
"361",68.150002,68.260002,65.339996,66.849998,3795300,59.823165
"362",67.800003,70.589996,67.790001,69.709999,3219700,62.382541
"363",70.160004,70.5,68.800003,70.089996,2542700,62.722595
"364",69.800003,74.379997,69.199997,73.449997,6663300,65.729415
"365",72.550003,73.410004,70.389999,70.529999,4047200,63.357875
"366",70.010002,72.089996,66.550003,67.290001,5825100,60.447349
"367",68.040001,69.120003,66.709999,67.459999,2858100,60.600061
"368",65.510002,66.25,64.010002,65.660004,3256900,58.983105
"369",65.309998,66.150002,63.279999,63.900002,3029300,57.402075
"370",62.619999,62.919998,59.860001,59.959999,3580300,53.862728
"371",59.689999,61.290001,59.549999,59.720001,1566800,53.647135
"372",62.880001,64.199997,62.07,62.939999,2803100,56.539694
"373",63.450001,64.349998,61.900002,63.110001,2179000,56.692409
"374",67.279999,67.839996,66.669998,67.809998,4375800,60.914468
"375",67.360001,69.940002,67.300003,69.080002,3071000,62.055327
"376",70.480003,71.059998,68.089996,68.339996,3377800,61.390572
"377",71.040001,71.830002,70.290001,71.279999,4892400,64.031608
"378",70.529999,73.370003,69.699997,72.230003,4400300,64.885008
"379",71.25,71.919998,70.669998,71.400002,3110700,64.139408
"380",70.93,70.940002,67.360001,67.709999,3632200,60.824638
"381",67.889999,69.949997,67.669998,69.349998,3116300,62.297868
"382",67.690002,67.690002,65.870003,67.120003,2401500,60.294638
"383",67.68,68.5,63.52,64.239998,3096400,57.707498
"384",63.080002,64.510002,61.939999,62.580002,3172800,56.216305
"385",63.959999,64.190002,62.09,63.139999,2669700,56.719357
"386",63.869999,65.379997,63.400002,63.950001,2980800,57.44699
"387",64.370003,64.389999,59.330002,59.709999,4279600,53.63815
"388",61.380001,64,61.23,63.799999,3299500,57.312242
"389",63.860001,64.699997,62.380001,63.759998,2390100,57.276309
"390",64,66.040001,63.880001,65.57,2462800,58.902253
"391",65.82,65.959999,64.459999,65.309998,1521800,58.66869
"392",65.400002,66.209999,64.82,64.949997,1285700,58.345298
"393",64.82,65.089996,61.779999,61.950001,2382300,55.650368
"394",62.099998,62.709999,61.349998,62.389999,2666600,56.045624
"395",62.27,63.23,62.080002,62.349998,1908100,56.009691
"396",64.510002,66.559998,64.389999,65.849998,2953900,59.153779
"397",65.389999,67.910004,65.050003,66.800003,4058700,60.007179
"398",66.150002,66.800003,64.82,66.389999,3487200,59.638868
"399",67.610001,67.779999,65.760002,66.589996,3653000,59.818527
"400",67.050003,67.260002,65.599998,66.169998,2600600,59.441238
"401",68.169998,69.339996,67.949997,68.82,3550000,61.821764
"402",68.360001,70.589996,67.839996,70.230003,3797700,63.088386
"403",70.68,71.589996,69.639999,71.389999,3703600,64.130423
"404",70,70.839996,69.260002,70.25,2652300,63.106349
"405",71.730003,71.989998,70.110001,70.510002,2295600,63.339912
"406",70.470001,71.93,70,71.540001,2444600,64.265171
"407",71.889999,73,71.150002,72.029999,2968900,64.705342
"408",71.790001,72.839996,71.199997,71.5,2223800,64.229238
"409",71.940002,73.290001,71.559998,72.75,2577800,65.352127
"410",71.790001,74,71.25,73.900002,2553700,66.385186
"411",73.370003,76.989998,72.800003,76.550003,3542100,68.765711
"412",77.849998,78.849998,74.800003,75.18,2984500,67.535023
"413",70.93,73.800003,70.25,73.059998,6523500,65.630601
"414",72.129997,73.089996,71.669998,72.099998,2614400,64.768223
"415",72.919998,73.300003,70.5,72.25,3290900,64.902971
"416",73.309998,73.900002,72.68,73.099998,1845400,65.666534
"417",73.480003,74.459999,72.82,73.290001,1978800,65.837215
"418",75.010002,75.919998,74.300003,75.120003,2494200,67.481126
"419",74.589996,75.410004,74.220001,74.989998,1845600,67.364341
"420",76.769997,77,74.949997,75.510002,4368000,67.831467
"421",76.720001,77.669998,75.760002,76.629997,2644000,68.837571
"422",77.050003,77.32,75.5,76.230003,2060700,68.478252
"423",74.879997,75.160004,72.959999,73.550003,2981300,66.070778
"424",74.290001,74.43,71.779999,71.889999,3362400,64.826368
"425",71.18,71.279999,68.709999,69.910004,4634400,63.040919
"426",70.489998,70.489998,68.150002,68.68,4238400,61.931771
"427",65.989998,69.120003,64.900002,68.669998,5326900,61.922751
"428",68.93,68.93,66,66.720001,3976800,60.164353
"429",67.400002,68.150002,66.160004,66.269997,3620000,59.758564
"430",66.309998,66.629997,65.540001,65.779999,2811700,59.316712
"431",65.57,66.440002,65.150002,66.110001,2461800,59.614289
"432",66.440002,68.860001,66.050003,67.860001,4040100,61.192341
"433",67.25,67.669998,66.220001,66.610001,3074800,60.065161
"434",66.900002,66.980003,65.349998,65.470001,3466200,59.037174
"435",65.82,65.940002,62.91,63.48,5236400,57.242702
"436",64.18,65.410004,63.700001,64.870003,3245700,58.496129
"437",64.580002,64.870003,63.650002,64.019997,2758400,57.729641
"438",63.57,63.66,61.25,61.919998,4230600,55.83598
"439",60,60.93,59.400002,60.349998,4134100,54.420242
"440",60.740002,60.830002,59.43,60.189999,2879900,54.275963
"441",61.169998,61.900002,60.32,61.610001,2730900,55.556442
"442",62.139999,65.110001,61.900002,63.990002,4658700,57.702593
"443",63.919998,64.889999,63.27,63.619999,3052300,57.368945
"444",64.32,65,63.73,64.910004,2788200,58.532199
"445",68.279999,71.339996,68.120003,69.5,11143200,62.6712
"446",69.669998,72.300003,69.339996,72,5986500,64.92556
"447",72.129997,72.639999,70.230003,72.029999,4739300,64.952611
"448",71.709999,73.629997,71.459999,73.169998,3928700,65.980599
