"","UTX.Open","UTX.High","UTX.Low","UTX.Close","UTX.Volume","UTX.Adjusted"
"1",64.529999,65.620003,63.860001,65.489998,5873400,58.367958
"2",64.93,66.290001,64.550003,66.230003,4583600,59.027487
"3",66.489998,67.830002,66.440002,66.900002,6658900,59.624623
"4",67.019997,68.660004,66.959999,68.599998,4945000,61.139746
"5",68.18,68.709999,68.050003,68.589996,4057700,61.130831
"6",68.650002,68.699997,67.709999,68.559998,4349000,61.104095
"7",68.650002,69.25,68.510002,69.18,6187800,61.656672
"8",70.339996,70.620003,69.040001,69.370003,4519400,61.826012
"9",69.300003,69.669998,67.849998,67.989998,4198100,60.596083
"10",68.18,68.690002,67.459999,67.989998,5070900,60.596083
"11",67.889999,68.510002,67.160004,67.349998,5505800,60.025683
"12",67.43,67.889999,66.809998,67.860001,7919500,60.480222
"13",67.910004,67.959999,66.82,67.110001,3315800,59.811785
"14",66.089996,66.769997,64.32,64.970001,7028400,57.904511
"15",64.989998,65.849998,64.43,64.910004,6561300,57.851038
"16",64.849998,64.910004,63.619999,64.389999,5676900,57.387584
"17",64.449997,64.93,63.84,64.290001,3988800,57.29846
"18",64.809998,65.220001,63.91,64.589996,5780000,57.565831
"19",64.599998,66.589996,64.559998,66.550003,5255700,59.312687
"20",67.07,67.239998,66.290001,67.230003,3637900,59.918737
"21",67.279999,67.699997,66.879997,67.510002,2919600,60.168286
"22",67.18,67.589996,66.269997,66.68,3787200,59.428547
"23",67.18,68.32,67.18,67.760002,5035900,60.391099
"24",67.629997,68.339996,67.379997,68.010002,3441300,60.613911
"25",67.959999,68.360001,67.169998,68.150002,4340200,60.738686
"26",67.949997,68.019997,65.879997,66.029999,4498700,58.849233
"27",66.419998,66.900002,66.120003,66.389999,4731700,59.170084
"28",65.75,67.739998,65.75,67.540001,5256400,60.195023
"29",67.669998,68.730003,66.529999,67.029999,6598700,59.740483
"30",68.010002,69.910004,68.010002,69.529999,5200500,61.968608
"31",69.480003,71.139999,69.160004,70.900002,4661000,63.189623
"32",70.620003,71.790001,70.349998,71.589996,4535400,63.804581
"33",71.959999,71.970001,70.75,71.089996,4617500,63.358956
"34",71.07,71.470001,70.779999,71.110001,3662100,63.376785
"35",71.480003,72,70.489998,71.150002,5161500,63.412436
"36",70.559998,71.5,69.790001,71.099998,4725700,63.36787
"37",72.040001,72.849998,71.769997,72.610001,3796900,64.71366
"38",72.25,72.779999,71.980003,72.029999,3557800,64.196733
"39",72.209999,72.940002,72.059998,72.669998,2807800,64.767133
"40",72.379997,73.349998,72.110001,73.199997,3066100,65.239494
"41",72.400002,73.209999,71.68,72.730003,3213600,64.820612
"42",73.339996,73.599998,72.889999,73.349998,2666400,65.373183
"43",72.82,73.809998,71.93,73.389999,4093900,65.408834
"44",72.160004,72.330002,70.769997,71.269997,4838900,63.519381
"45",70.349998,70.940002,70.290001,70.580002,2862000,62.904423
"46",70.269997,70.980003,70.129997,70.699997,2472800,63.011369
"47",70.199997,70.779999,69.5,70.349998,2594900,62.699433
"48",70.849998,71.330002,69.910004,70.510002,6485300,62.842036
"49",70.339996,70.599998,69.290001,69.93,4944600,62.703057
"50",69.620003,70.139999,68.019997,68.510002,6073300,61.429809
"51",67.550003,68.699997,67.410004,68.120003,3822400,61.080114
"52",68.540001,68.970001,67.209999,67.220001,3955000,60.273124
"53",66.330002,66.57,65.389999,65.660004,5286500,58.874345
"54",65.139999,65.75,64.57,65.260002,6606900,58.515681
"55",65.510002,65.830002,64.949997,65.050003,5594600,58.327385
"56",65.989998,66.68,64.989998,66.57,5074600,59.690297
"57",66.470001,66.470001,65.389999,65.389999,3371100,58.632244
"58",65.120003,65.730003,64.669998,65.209999,5199400,58.470846
"59",66.029999,67.580002,65.68,67.370003,5231000,60.407623
"60",67.110001,67.440002,66.910004,67.440002,3837300,60.470389
"61",68.029999,68.559998,67.480003,68.260002,4316000,61.205645
"62",68.010002,68.410004,67.669998,67.980003,3759300,60.954583
"63",68.059998,68.940002,68.029999,68.470001,3072900,61.393942
"64",69.349998,69.449997,68.25,68.620003,2686800,61.528442
"65",68.900002,69.150002,68.480003,68.889999,3026400,61.770535
"66",69.330002,69.800003,68.279999,68.790001,4476800,61.680871
"67",68.720001,69.309998,68.360001,68.720001,3467100,61.618106
"68",68.699997,68.699997,68.050003,68.269997,3692700,61.214607
"69",68.160004,68.68,68,68.529999,2803300,61.447739
"70",68.940002,69.629997,68.559998,69.529999,5201300,62.344394
"71",69.699997,70.620003,69.25,70.370003,2958000,63.097587
"72",70.529999,71.220001,70.279999,70.599998,4469600,63.303814
"73",70.43,71.209999,70.43,70.580002,3057400,63.285884
"74",69.959999,70.57,69.620003,69.800003,3413000,62.586494
"75",70.440002,71.68,70.440002,71.5,2991100,64.110804
"76",71.339996,71.459999,70.849998,70.910004,3726700,63.581781
"77",71.150002,71.800003,70.040001,71.599998,3494300,64.200468
"78",71.300003,71.779999,71.169998,71.489998,2931300,64.101836
"79",71.82,72.940002,71,71.230003,5015300,63.868711
"80",71.68,72.029999,70.980003,71.129997,4997200,63.77904
"81",71.940002,72.029999,70.230003,70.529999,4427400,63.241048
"82",71.309998,72.82,71.239998,72.510002,5541200,65.016427
"83",72.379997,72.949997,72.379997,72.870003,3951800,65.339224
"84",72.82,73.050003,72.410004,72.779999,3015900,65.258521
"85",72.989998,73.199997,72.300003,72.910004,3505200,65.375091
"86",73.110001,73.110001,72.610001,72.93,2454600,65.393021
"87",72.599998,73.269997,71.800003,72.980003,3937600,65.437856
"88",73.510002,74.599998,73.360001,74.18,4990900,66.513839
"89",74.190002,74.199997,73.400002,74.150002,4852100,66.48694
"90",74.339996,74.870003,73.400002,74.099998,4671800,66.442105
"91",74.269997,74.900002,73.980003,74.559998,3832000,66.854565
"92",73.800003,74.18,72.849998,73.610001,5807800,66.002746
"93",72.010002,74.279999,71.919998,73.919998,8761800,66.280707
"94",74.32,75.580002,74.25,74.970001,8837600,67.222197
"95",75.25,75.25,74.489998,74.940002,3165100,67.195298
"96",75.459999,75.57,74.800003,75.010002,4068900,67.258064
"97",74.470001,74.82,74.029999,74.669998,3524100,66.953198
"98",74.220001,74.540001,73.300003,74.459999,3318400,66.764901
"99",75.010002,75.379997,73.980003,74.699997,3141000,66.980096
"100",74.32,74.879997,74.099998,74.769997,2650000,67.042862
"101",75.269997,75.769997,74.110001,74.639999,3401600,66.926299
"102",75.209999,75.620003,75.080002,75.25,2806300,67.473259
"103",75.239998,75.529999,74.309998,75.050003,3586800,67.293931
"104",76.010002,76.900002,75.459999,76.239998,5502600,68.360945
"105",76.489998,76.889999,76.139999,76.75,4705400,68.818241
"106",76.519997,76.910004,76.330002,76.629997,3149300,68.71064
"107",76.690002,76.779999,76.339996,76.690002,3810200,68.764444
"108",76.529999,76.620003,75.800003,76.150002,4023200,68.28025
"109",75.870003,75.949997,75.040001,75.389999,3506400,67.59879
"110",74.940002,75.220001,74.419998,74.879997,4771100,67.141494
"111",75.019997,75.730003,74.870003,75.309998,4718100,67.527056
"112",74.800003,74.940002,73.769997,74.160004,5989800,66.495909
"113",73.730003,74.07,73.43,73.639999,3897300,66.410231
"114",74.349998,75.5,74.230003,75.029999,3652600,67.663764
"115",75.089996,75.410004,74.639999,75.309998,4022000,67.916273
"116",74.900002,75.489998,74.260002,75.110001,3442700,67.735911
"117",74.370003,74.480003,73.699997,74.18,4109700,66.897216
"118",74.760002,76.209999,74.559998,76.089996,3917400,68.619694
"119",75.610001,75.68,75.199997,75.279999,1963900,67.88922
"120",74.720001,75.080002,73.879997,74.800003,4358800,67.456349
"121",74.110001,75.690002,74.040001,75.269997,5543800,67.8802
"122",76.540001,78.489998,76.540001,78.260002,7949400,70.576655
"123",78.389999,79.360001,78.099998,78.699997,4843700,70.973452
"124",78.419998,78.809998,78.290001,78.739998,3225500,71.009526
"125",78.580002,78.800003,78.230003,78.410004,2699100,70.711929
"126",79.410004,79.410004,78.370003,78.540001,4477600,70.829164
"127",78.660004,79.019997,77.349998,77.690002,5382300,70.062616
"128",78.139999,78.209999,77.419998,77.629997,3863200,70.008502
"129",78.489998,78.830002,78.07,78.400002,3822900,70.702909
"130",78.839996,78.839996,78.110001,78.150002,3752500,70.477454
"131",77.82,79.010002,77.82,78.849998,3549200,71.108727
"132",78.709999,79.410004,78.580002,78.949997,3970500,71.198908
"133",78.830002,79.25,78.589996,79.019997,3049600,71.262035
"134",78.830002,79.080002,78.379997,78.800003,5386500,71.06364
"135",79.379997,79.5,78.790001,78.900002,2802500,71.153821
"136",79.029999,79.470001,78.559998,79.349998,2834700,71.559638
"137",79.379997,79.699997,79.07,79.519997,2123600,71.712946
"138",79.489998,79.599998,79.199997,79.5,1862200,71.694913
"139",79.370003,79.400002,78.980003,79.269997,1388800,71.487491
"140",79.57,79.57,79.040001,79.290001,2066300,71.505531
"141",79.459999,79.669998,79.089996,79.099998,1559100,71.334183
"142",78.919998,79.120003,78.610001,78.849998,1504400,71.108727
"143",78.800003,78.82,78.25,78.720001,1782200,70.991492
"144",79.190002,79.419998,78.959999,78.989998,3059800,71.234981
"145",78.589996,79.480003,78.400002,79.120003,3659000,71.352223
"146",78.589996,79.559998,78.589996,79.230003,2820600,71.451424
"147",79.410004,79.75,79.040001,79.150002,3486400,71.379276
"148",79.139999,79.690002,78.629997,79.080002,2771900,71.316149
"149",78.269997,78.690002,77.809998,78.459999,3301600,70.757016
"150",78.599998,79.18,78.470001,78.919998,3474600,71.171854
"151",79.57,79.900002,79.239998,79.43,3242200,71.631786
"152",79.489998,79.760002,79.150002,79.5,2694500,71.694913
"153",79.199997,79.309998,78.690002,79.080002,4624000,71.316149
"154",79.279999,79.75,79.190002,79.57,3794700,71.75804
"155",79.669998,80,79.169998,79.910004,4108900,72.064664
"156",79.620003,79.910004,78.980003,79.550003,3941000,71.740007
"157",79.900002,80.5,79.760002,80.199997,4613200,72.326186
"158",80.260002,81.540001,80.260002,81.519997,4741200,73.516592
