"","UTX.Open","UTX.High","UTX.Low","UTX.Close","UTX.Volume","UTX.Adjusted"
"159",81.459999,81.730003,80.879997,81.730003,4495700,73.705981
"160",81.68,81.949997,80.760002,81.410004,5314200,73.417398
"161",81.940002,82.989998,81.800003,82.589996,4450000,74.481542
"162",82.870003,83.080002,80.709999,81.43,4563600,73.435431
"163",81.800003,81.989998,80.660004,81.300003,4292700,73.318197
"164",81.629997,82.059998,81.43,81.830002,3524700,73.796162
"165",81.839996,82.540001,81.68,82.160004,2748700,74.093765
"166",82.160004,82.309998,81.580002,82.220001,2277200,74.147872
"167",82.330002,82.599998,82.010002,82.519997,2834400,74.418415
"168",82.849998,83.82,82.730003,83.660004,3573500,75.446499
"169",83.110001,83.940002,83.099998,83.879997,2576500,75.644894
"170",83.720001,84,83.220001,83.980003,3089400,75.735082
"171",84.370003,85.150002,84.339996,84.75,4426500,76.429483
"172",84.639999,85.459999,84.459999,85.199997,2974500,76.8353
"173",85.07,85.440002,84.900002,85.209999,2783800,76.84432
"174",85.110001,85.110001,84.489998,84.93,2818100,76.591811
"175",84.860001,85.129997,84.410004,85.059998,2995800,77.094835
"176",84.669998,85,84.25,84.540001,3317700,76.623532
"177",84.739998,85.029999,84.580002,85.010002,3808800,77.049521
"178",84.540001,84.690002,83.18,83.559998,4174100,75.735297
"179",83.760002,84.25,82.25,82.790001,5237100,75.037405
"180",82.620003,83.379997,81.809998,82.720001,3531800,74.97396
"181",83.330002,83.550003,82.900002,83.370003,2607200,75.563094
"182",83.580002,84.199997,83.309998,83.540001,3208300,75.717173
"183",83.730003,84.029999,81.919998,82.080002,4013100,74.393891
"184",82.279999,82.540001,81.419998,82.050003,3866000,74.366701
"185",82.440002,84.25,82.349998,83.849998,3983700,75.998142
"186",83.68,83.809998,82.199997,82.860001,3985900,75.100849
"187",83.029999,83.709999,81.900002,82.279999,3852100,74.57516
"188",82.580002,84.050003,82.150002,83.260002,3456600,75.463394
"189",83.129997,83.199997,82.029999,82.889999,3805400,75.128039
"190",82.169998,82.260002,80.57,80.919998,6601000,73.342512
"191",80.639999,81.620003,80.260002,81.279999,4183800,73.668802
"192",80.739998,81.230003,80.309998,80.739998,3727400,73.179367
"193",78.480003,80.010002,77.050003,79.510002,5728200,72.06455
"194",79.32,79.599998,78.190002,78.330002,6153700,70.995047
"195",79.379997,79.900002,79,79.489998,4543600,72.046419
"196",80.5,80.910004,79.82,80.160004,6056600,72.653685
"197",81.300003,82.019997,80.919998,81.459999,3260700,73.831946
"198",81.519997,81.529999,80.57,80.879997,4513700,73.306257
"199",80.860001,82.260002,80.809998,81.860001,3930200,74.194491
"200",81.989998,82.900002,81.769997,82.760002,3257700,75.010215
"201",83.010002,83.589996,82.790001,83.519997,4017500,75.699042
"202",83.75,84.099998,83.349998,83.470001,3554800,75.653729
"203",83.57,84.25,83.260002,84.120003,3435300,76.242863
"204",84.419998,84.57,83.970001,84.230003,2441500,76.342563
"205",83.980003,85.110001,83.959999,84.650002,3566900,76.723232
"206",85.089996,85.949997,84.900002,85.32,3300200,77.33049
"207",85.669998,85.709999,84.919998,85.230003,2075900,77.248921
"208",85,85.599998,84.580002,85.400002,2409800,77.403
"209",85.809998,85.989998,85.190002,85.660004,2011900,77.638655
"210",85.449997,86,84.660004,85.360001,2584500,77.366745
"211",85.629997,85.970001,84.18,84.809998,2584800,76.868245
"212",85,85.559998,84.790001,84.980003,2418700,77.022332
"213",84.510002,84.769997,83.5,83.980003,3266300,76.115973
"214",84.480003,84.769997,83.349998,84.209999,3747200,76.324432
"215",83.730003,84.019997,82.699997,83.980003,3046600,76.115973
"216",84.080002,84.199997,83.160004,83.449997,4462500,75.635598
"217",82.620003,82.629997,81.190002,81.699997,5489800,74.04947
"218",81.720001,82.470001,81.720001,82.360001,3409800,74.64767
"219",84.82,86.849998,84,85.900002,7949100,77.856179
"220",86.139999,87.269997,85.660004,87.099998,5850300,78.943807
"221",87,87.089996,86.290001,86.540001,3502800,78.436248
"222",86.779999,88.459999,86.629997,87.860001,6e+06,79.632641
"223",87.970001,88.120003,87.339996,87.860001,3477400,79.632641
"224",87.910004,89.440002,87.650002,89.010002,4132600,80.674954
"225",89.160004,89.800003,88.989998,89.580002,3642600,81.191578
"226",90.029999,90.669998,89.489998,90,3782000,81.572247
"227",89.709999,90.480003,89.480003,89.849998,3577700,81.436292
"228",89.949997,90.339996,88.690002,89.379997,4469500,81.010303
"229",89.089996,89.540001,87.900002,88.529999,4939200,80.239899
"230",89.639999,90.559998,88.949997,89.209999,5015700,80.856223
"231",88.879997,90.18,88.879997,89.519997,2584400,81.137192
"232",89.809998,90.120003,89.68,89.809998,3431300,81.400037
"233",89.889999,90.18,89.309998,89.519997,4178300,81.137192
"234",89.139999,89.699997,88.75,89.57,3800000,81.182513
"235",89.910004,90.019997,88.349998,88.980003,3410200,80.647765
"236",88.459999,89.25,88.089996,88.879997,3363400,80.557123
"237",88.610001,88.900002,87.099998,87.82,5112200,79.596386
"238",87.050003,87.470001,86.650002,87.150002,5737000,79.423235
"239",87.639999,88.660004,87.559998,88.099998,3770900,80.289005
"240",88.099998,88.120003,87,87.5,3933000,79.742203
"241",86.410004,86.519997,85.779999,86.089996,4119800,78.457211
"242",86.099998,86.309998,85.550003,85.620003,3406100,78.028887
"243",85.370003,86.720001,85.209999,86.260002,4042700,78.612144
"244",86.059998,86.589996,85.419998,86.389999,3523200,78.730616
"245",86.57,86.75,86.07,86.330002,2907400,78.675937
"246",87,87.790001,86.580002,87.769997,4745400,79.988262
"247",87.269997,87.529999,84.25,84.300003,6964800,76.825919
"248",84.32,84.550003,83.699997,84.290001,4391200,76.816804
"249",83.110001,83.620003,82.43,83.239998,5073600,75.859895
"250",82.93,84.050003,82.760002,83.709999,5468100,76.288226
"251",83.949997,84.150002,83.239998,83.25,3334200,75.86901
"252",83.629997,83.629997,82.690002,83.040001,3134500,75.67763
"253",83.330002,84.519997,82.970001,84.089996,3887200,76.634532
"254",83.610001,83.860001,82.599998,82.699997,4282200,75.367771
"255",82.919998,83.230003,82.519997,82.769997,3385500,75.431564
"256",83.360001,84.419998,83.339996,84.019997,4021500,76.570739
"257",83.199997,83.949997,82.830002,83.269997,3542700,75.887234
"258",83.339996,84.639999,83.089996,84.349998,4921900,76.871482
"259",84.989998,85.260002,84.489998,84.57,6200400,77.071978
"260",84.360001,85.879997,84.190002,85.540001,3581100,77.955978
"261",85.790001,86.099998,85.139999,85.559998,4387500,77.974202
"262",85.269997,86.209999,85.169998,85.440002,3393200,77.864846
"263",84.32,85.190002,83.690002,85.120003,5001300,77.573217
"264",85.099998,85.269997,83.839996,84.330002,4409500,76.853258
"265",84.010002,85.779999,83.739998,85.330002,3187500,77.764598
"266",85.870003,86.589996,85.470001,86.550003,4324200,78.876433
"267",87.25,87.25,85.989998,86.470001,4216700,78.803524
"268",86.709999,89.650002,86.629997,88.510002,4599500,80.662658
"269",88.720001,90.529999,88.360001,90.129997,4483700,82.139023
"270",89.860001,90.57,89.220001,89.510002,4046900,81.573997
"271",89.629997,90.610001,89.349998,90.419998,4331500,82.403312
"272",91.010002,91.830002,90.760002,91.389999,6313700,83.287313
"273",90.5,90.970001,89.949997,90.349998,4522000,82.339519
"274",89.349998,89.919998,88.82,89.129997,4907700,81.227684
"275",89.440002,89.459999,88.330002,88.459999,5023800,80.617088
"276",88.699997,89.339996,87.989998,88.169998,3733500,80.352799
"277",87.910004,89.160004,87.610001,87.82,3146700,80.033831
"278",88.120003,88.599998,87.620003,88.32,4151100,80.489501
"279",88.010002,88.129997,86.809998,87.620003,3687700,79.851566
"280",87.980003,89.559998,87.940002,88.82,5006600,80.945171
"281",87.650002,87.650002,85.669998,87.220001,6249100,79.487029
"282",88.480003,89,87.809998,88.209999,4948700,80.389253
"283",88.809998,88.910004,87.669998,87.699997,3645200,79.924468
"284",86.650002,87.870003,86.300003,87.32,3319000,79.578162
"285",87.029999,87.239998,85.599998,86.18,4617800,78.539235
"286",85.510002,85.599998,83.510002,83.739998,6100200,76.315565
"287",84.099998,84.370003,82.82,82.919998,4663500,75.568267
"288",82.190002,83.730003,81.5,82.839996,4868900,75.495358
"289",83.309998,83.82,81.239998,82.339996,4448700,75.039688
"290",81.669998,82.139999,78.93,78.93,6724500,71.932024
"291",78.940002,79.5,77.650002,79.309998,7421400,72.27833
"292",78.120003,78.43,74.230003,74.370003,9822100,67.776318
"293",75.290001,76.050003,72.660004,74.139999,10411000,67.566707
"294",71.93,73.339996,69.709999,69.739998,12141300,63.556812
"295",67.959999,71.669998,67.120003,71.57,11738600,65.224565
"296",69.809998,70.220001,67.209999,67.440002,10406500,61.460736
"297",67.550003,70.650002,67.209999,69.739998,8844800,63.556812
"298",69.889999,72.559998,69.82,72.449997,9452000,66.026541
"299",73.209999,73.699997,72.199997,73.540001,7183200,67.019905
"300",72.669998,73.879997,71.989998,72.550003,6011300,66.117681
"301",72.75,72.940002,71.489998,72.050003,4725800,66.09933
"302",69.860001,70.019997,67.440002,68.120003,9625500,62.493912
"303",67.169998,69.050003,67.160004,67.449997,8686300,61.879242
"304",69.019997,69.160004,67.169998,67.68,5951200,62.09025
"305",68.220001,69.93,67.82,69.93,6589000,64.15442
"306",69.68,71.589996,69.5,71.410004,5115600,65.512189
"307",71.540001,72.629997,70.410004,70.75,7483900,64.906695
"308",70.260002,72.040001,68.870003,71.559998,5284700,65.649795
"309",72.68,74.019997,72.639999,73.870003,4063900,67.769014
"310",73.790001,74.330002,73.32,73.760002,5516500,67.668099
"311",74.489998,75.370003,73.809998,74.25,5094000,68.117627
"312",74.32,75.279999,72.970001,73.050003,5046700,67.016739
"313",71.639999,71.879997,70.660004,71.040001,4838700,65.172745
"314",68.57,70.660004,68.489998,70.5,4743300,64.677343
"315",72.080002,72.970001,71.480003,72.959999,4614000,66.934169
"316",72.43,73.440002,72.290001,72.629997,5346500,66.631422
"317",71.580002,71.93,70.120003,70.529999,5301200,64.704864
"318",69.739998,71.220001,69.239998,71.129997,5015700,65.255308
"319",71.589996,72.730003,70.690002,72.449997,4234300,66.466288
"320",72.809998,74.75,71.290001,73.68,4894800,67.594704
"321",74.440002,75.709999,74.309998,75.610001,5391800,69.365304
"322",76.139999,76.239998,74.720001,75.5,8953700,69.264389
"323",74.220001,75.879997,73.860001,75.550003,5316200,69.310262
"324",76.209999,76.949997,74.959999,76.010002,5783300,69.732269
"325",75.949997,77.580002,74.809998,74.870003,6967900,68.686423
"326",70.050003,70.489998,67.32,68.309998,13122600,62.668215
"327",69,69.739998,68.349998,68.919998,8762300,63.227835
"328",69.870003,71.709999,69.129997,71.550003,7967900,65.640625
"329",73.489998,74.860001,72.360001,73.150002,6842100,67.108479
"330",73.379997,74.269997,71.650002,71.849998,6377400,65.915844
"331",73.110001,73.300003,70.919998,72.419998,4717800,66.438767
"332",70.709999,71.989998,70.040001,70.360001,6898800,64.548906
"333",69.879997,70.919998,69.059998,69.360001,6068800,63.631497
"334",68.43,69.68,66.870003,69.540001,8600000,63.796631
"335",69.550003,69.940002,68.800003,69.610001,9774800,63.86085
"336",69.760002,71.029999,69.169998,70.980003,5793700,65.117703
"337",71.589996,72.379997,70.889999,71.459999,5210300,65.558055
"338",72.699997,73.75,72.449997,73.75,3411900,67.658923
"339",73.620003,74.010002,72.949997,73.739998,3633600,67.649747
"340",74.290001,75,73.830002,74.239998,5096200,68.108451
"341",74.830002,74.919998,72.389999,73.540001,4754600,67.466268
"342",74.449997,74.849998,73.989998,74.639999,3160800,68.475416
"343",74.480003,74.57,71.949997,72.120003,4009900,66.163548
"344",72.459999,74.919998,71.699997,74.120003,5005100,67.998367
"345",73.5,74.779999,72.5,73.260002,6425700,67.209394
"346",73.580002,74.650002,72.57,74.25,5022400,68.117627
"347",75,75.839996,74.529999,75.559998,6050900,69.319431
"348",76.050003,76.910004,75.790001,76.650002,4199000,70.319411
"349",75.160004,76.349998,74.959999,75.279999,4191900,69.062558
"350",76.389999,76.849998,75.029999,76.059998,4966900,69.778136
"351",77.870003,79.970001,77.809998,79.300003,6134200,72.750546
"352",79.010002,79.919998,78.959999,79.510002,4123500,72.943201
"353",79.160004,79.169998,77.940002,77.980003,3710800,71.539566
"354",76.129997,76.260002,74.360001,75.190002,5858300,68.979994
"355",76.540001,77.389999,76.169998,76.910004,4736700,70.557939
"356",77.809998,78.650002,77.150002,78.440002,4407600,71.961574
"357",78.160004,78.160004,76.519997,77.800003,4131800,71.374432
"358",78.080002,78.349998,76.870003,78.339996,3446300,71.869827
"359",78.629997,79,77.910004,78.870003,3757000,72.35606
"360",77.43,77.650002,75.959999,76.440002,4682600,70.126756
"361",77.290001,78.120003,76.860001,77.470001,3664300,71.071686
"362",78.660004,80.360001,78.660004,79.830002,4573700,73.236772
"363",79.18,79.730003,78.68,79.050003,3149500,72.521194
"364",78.809998,79.800003,78.139999,79.330002,3775500,72.778067
"365",77.910004,78.900002,77.339996,77.449997,5749500,71.485875
"366",77.260002,77.419998,74.93,75.690002,4923200,69.86141
"367",76.25,76.419998,75.269997,76.110001,3442300,70.249066
"368",74.639999,74.839996,72.839996,74.07,4692300,68.366158
"369",73.839996,73.949997,72.529999,73.050003,3818100,67.424707
"370",71.769997,72.43,70.970001,70.970001,4713600,65.504878
"371",70.410004,72.010002,70.410004,71.040001,1892600,65.569487
"372",72.610001,73.580002,72.489998,73.139999,4026100,67.507773
"373",73.720001,73.889999,72.949997,72.980003,3739900,67.360098
"374",75.349998,76.93,75.339996,76.599998,5320300,70.701331
"375",76.199997,77.150002,76.199997,76.580002,2736300,70.682874
"376",77.610001,78.32,76.449997,76.540001,4727700,70.645954
"377",77.839996,78.110001,76.040001,76.639999,4516800,70.738252
"378",76.970001,77,76.129997,76.309998,3550100,70.433662
"379",75.900002,76.629997,74.690002,76.25,5181800,70.378285
"380",75.669998,76.129997,74.089996,74.370003,4294100,68.643059
"381",74.690002,76.580002,74.589996,76.309998,3949300,70.433662
"382",75.629997,75.760002,74.150002,74.480003,4844700,68.744589
"383",75.010002,75.959999,73.75,74.199997,5396200,68.486144
"384",73.760002,74.199997,72.75,73.169998,5176000,67.535462
"385",73.599998,74.029999,72.919998,73.529999,3805100,67.86774
"386",73.669998,74.309998,71.860001,72.389999,11672900,66.815528
"387",72.610001,73.279999,71.599998,71.75,4295900,66.224812
"388",73.220001,74.660004,72.879997,74.400002,4778000,68.670747
"389",74.669998,74.910004,72.860001,73.620003,6170800,67.950813
"390",73.720001,73.839996,72.940002,73.510002,5789200,67.849283
"391",73.739998,74.239998,73.25,74.18,2275200,68.467688
"392",73.970001,74.589996,73.779999,74.029999,2536500,68.329237
"393",73.980003,74.07,72.949997,73.129997,2546900,67.498541
"394",72.370003,73.870003,72.279999,73.82,2500100,68.135409
"395",73.860001,73.970001,73.080002,73.089996,2427800,67.461621
"396",74.910004,75.639999,74.43,74.660004,4875200,68.910728
"397",74.279999,75.25,74.089996,75.050003,6170700,69.270695
"398",74.459999,74.720001,73.669998,74.330002,4607100,68.606138
"399",74.220001,74.519997,73.620003,73.900002,3489100,68.20925
"400",74.5,74.5,73.760002,74.099998,4325600,68.393846
"401",75.239998,76.349998,74.839996,76.029999,4722200,70.175225
"402",75.580002,76.970001,75.5,76.699997,4598100,70.793629
"403",77.160004,77.510002,76.510002,77.239998,3713700,71.292047
"404",76.559998,76.739998,75.809998,76.080002,3473600,70.221377
"405",77.209999,78.220001,76.989998,77.040001,5144100,71.107451
"406",76.800003,77.860001,76.57,77.599998,3763500,71.624325
"407",77.650002,77.849998,77.07,77.190002,4495000,71.245901
"408",76.730003,77.769997,75.690002,76.690002,6517500,70.784404
"409",76.470001,77.540001,76.470001,76.860001,4325800,70.941312
"410",76.629997,77.800003,76.5,77.779999,5606500,71.790464
"411",76.949997,78.660004,75.629997,77.650002,7294400,71.670478
"412",78.860001,78.860001,77.019997,77.410004,4923500,71.448961
"413",77.160004,77.870003,76.910004,77.620003,4073400,71.642789
"414",76.959999,77.629997,76.419998,77.610001,4773300,71.633557
"415",77.639999,78.75,77.639999,78.349998,6005600,72.316571
"416",78.970001,80.379997,78.970001,80.220001,6779800,74.042572
"417",80.480003,80.629997,79.800003,80.019997,5028900,73.857969
"418",80.959999,81.5,80.800003,81.050003,5385400,74.808658
"419",80.5,80.809998,80.120003,80.57,3853600,74.365618
"420",80.339996,80.489998,79.669998,80.279999,2799700,74.097949
"421",80.529999,81.860001,79.769997,81.739998,6913800,75.445519
"422",82.739998,84.309998,82.5,83.779999,8907500,77.328428
"423",82.919998,83.5,82.650002,83.5,4509400,77.069991
"424",84.199997,85.199997,84.080002,84.879997,5564700,78.34372
"425",84.459999,84.650002,83.970001,84.639999,3555200,78.122203
"426",84.639999,84.68,82.480003,82.599998,6471400,76.674119
"427",82.550003,83.330002,82.480003,83.220001,4170500,77.249642
"428",83.830002,84.190002,83.470001,83.779999,3817400,77.769464
"429",84.300003,84.639999,83.260002,83.959999,3600700,77.936551
"430",83.900002,84.300003,83.440002,83.949997,3175500,77.927266
"431",84.199997,84.639999,83.010002,83.489998,4703500,77.500269
"432",83.709999,84.540001,83.57,83.970001,3289000,77.945836
"433",83.32,84.120003,82.830002,83.629997,3054100,77.630224
"434",83.720001,83.790001,83.110001,83.470001,2573400,77.481706
"435",83.800003,84.32,83.529999,83.870003,4177400,77.853011
"436",83.860001,84.440002,83.669998,84.160004,4036300,78.122207
"437",83.919998,84.639999,83.900002,84.540001,3601200,78.474942
"438",84.120003,84.199997,82.860001,83.290001,3156600,77.31462
"439",82.610001,82.68,81.010002,81.389999,4840100,75.550928
"440",81.900002,82.870003,81.709999,82.57,4266100,76.646273
"441",83.519997,83.989998,83.010002,83.529999,2739600,77.5374
"442",83.489998,83.919998,83.230003,83.550003,2511100,77.555969
"443",83.839996,84.230003,83.690002,83.989998,3592400,77.964398
