"","LLL.Open","LLL.High","LLL.Low","LLL.Close","LLL.Volume","LLL.Adjusted"
"86",70.610001,70.809998,70.019997,70.269997,396100,62.631264
"87",70.269997,70.279999,69.389999,70.029999,669700,62.417355
"88",70.480003,71.550003,70.330002,71.220001,667500,63.477998
"89",71.169998,71.220001,70.540001,70.959999,433600,63.24626
"90",71.279999,71.650002,70.68,71.050003,687000,63.32648
"91",71.139999,71.150002,70.559998,70.790001,892000,63.094741
"92",69.550003,69.790001,68.389999,68.870003,1119200,61.383457
"93",69.019997,69.980003,68.809998,69.669998,602200,62.096489
"94",69.910004,70.959999,69.650002,70.040001,682000,62.42627
"95",70,70.07,69.599998,69.800003,540300,62.212362
"96",70.139999,70.720001,69.43,70.459999,749800,62.800612
"97",70.169998,71.43,70.110001,71.330002,981800,63.576041
"98",70.769997,71.330002,70.489998,71.129997,915600,63.397778
"99",69.290001,71.5,68.760002,71.239998,1388100,63.495821
"100",70.959999,72.290001,70.699997,72.18,1139200,64.33364
"101",72.68,73.589996,72.300003,72.690002,995600,64.788202
"102",73.339996,73.970001,73.059998,73.120003,1079700,65.171459
"103",73.099998,73.699997,72.739998,73.269997,1149900,65.305148
"104",74.050003,74.099998,72.540001,73.370003,1124400,65.394283
"105",73.5,74.099998,73.029999,73.900002,833900,65.866668
"106",73.57,73.989998,73.209999,73.620003,823400,65.617106
"107",73.800003,73.800003,72.900002,73.129997,729600,65.180367
"108",73.160004,73.230003,72.25,72.419998,658200,64.547549
"109",71.870003,71.870003,71.029999,71.379997,911300,63.620602
"110",70.980003,71.059998,70.300003,70.620003,765400,62.943223
"111",70.43,71.309998,69.809998,70.650002,972800,63.328659
"112",70.010002,70.419998,69.449997,69.889999,822700,62.647415
"113",69.809998,70.419998,69.68,70.209999,851100,62.934254
"114",70.870003,71.599998,70.309998,71.440002,635000,64.036794
"115",71.309998,71.839996,70.879997,71.300003,740100,63.911302
"116",70.760002,71.019997,70.089996,70.940002,661400,63.588608
"117",70.169998,71.209999,70.040001,70.93,862700,63.579642
"118",71.400002,72.699997,71.32,72.610001,688600,65.085547
"119",72.010002,72.5,71.07,71.379997,472100,63.983007
"120",70.980003,71.040001,69.989998,70.940002,673100,63.588608
"121",70.190002,70.800003,70.019997,70.330002,832600,63.041821
"122",71.209999,72.25,71.010002,72.040001,998500,64.574615
"123",72.059998,74,71.910004,73.639999,1157400,66.008809
"124",73.260002,73.760002,72.75,73.25,976200,65.659224
"125",72.970001,73.139999,72.129997,72.489998,1028400,64.97798
"126",73.029999,73.110001,72.209999,72.510002,965200,64.995911
"127",72.519997,73.010002,72.089996,72.440002,700800,64.933165
"128",72.529999,72.660004,71.25,71.379997,971600,63.983007
"129",71.629997,71.910004,71.339996,71.389999,740900,63.991972
"130",71.639999,71.870003,70.269997,70.610001,1229900,63.292804
"131",70.669998,71.169998,70.620003,70.900002,733800,63.552752
"132",70.620003,70.730003,69.620003,69.900002,1232800,62.656381
"133",69.699997,71.019997,69.43,70.830002,1015700,63.490007
"134",70.75,70.809998,70,70.440002,1276100,63.140422
"135",70.459999,70.510002,69.57,70.25,1413600,62.970109
"136",70.32,70.980003,70.019997,70.050003,1230900,62.790838
"137",69.879997,70.860001,69.629997,70.800003,874400,63.463116
"138",70.769997,72.330002,70.580002,71.660004,1124800,64.233997
"139",71.489998,71.699997,71.25,71.610001,657800,64.189175
"140",71.709999,72.010002,71.389999,71.959999,435500,64.502904
"141",71.980003,72.120003,70.629997,70.669998,624000,63.346584
"142",70.559998,71.07,70.269997,70.690002,436300,63.364515
"143",70.690002,70.839996,70.349998,70.489998,490400,63.185237
"144",70.489998,71.080002,70.260002,70.839996,812300,63.498965
"145",71.010002,71.389999,70.389999,71.269997,821300,63.884405
"146",70.940002,72.790001,70.839996,72.599998,1096700,65.076581
"147",72.449997,74.760002,72.440002,74.029999,1285400,66.358393
"148",74.040001,78.5,73.919998,78.230003,3042300,70.123158
"149",77.290001,78.650002,75.489998,75.540001,1769500,67.711916
"150",75.730003,75.779999,74.610001,75.07,1156000,67.29062
"151",75.559998,77.32,75.540001,76.419998,1339000,68.500721
"152",76.230003,76.699997,75.400002,75.489998,851600,67.667095
"153",75.529999,75.910004,75.129997,75.870003,699500,68.007721
"154",74.980003,77.410004,74.980003,77.220001,1164800,69.217821
"155",77.120003,77.25,76.239998,76.639999,981900,68.697924
"156",76.440002,78.730003,76.360001,77.980003,1321400,69.899065
"157",78.419998,78.660004,76.900002,77.57,1152300,69.53155
"158",77.550003,77.889999,77.029999,77.160004,1377000,69.164041
"159",77.279999,78.839996,76.800003,78.82,1807000,70.652014
"160",78.910004,79.07,77.309998,77.349998,1454400,69.334347
"161",78.800003,80,78.010002,78.400002,2003100,70.27554
"162",78.470001,78.959999,76.099998,76.389999,1295500,68.473831
"163",76.760002,78.57,76.25,78.25,1733800,70.141083
"164",78.519997,79.25,78.440002,78.900002,852900,70.723726
"165",78.620003,78.860001,78.239998,78.470001,691500,70.338285
"166",78.360001,78.709999,78.099998,78.220001,774200,70.114193
"167",78.139999,78.82,77.709999,78.580002,691800,70.436887
"168",78.650002,79.330002,78.540001,79.309998,747900,71.091234
"169",79.220001,81.57,79.199997,80.25,963900,71.933826
"170",80.029999,80.440002,79.889999,80.150002,504000,71.84419
"171",79.949997,80.139999,79.25,80.040001,732800,71.745589
"172",79.690002,80.400002,79.330002,80.040001,388400,71.745589
"173",80,80.309998,79.169998,79.419998,779000,71.189836
"174",78.889999,80.150002,78.82,80.07,589900,71.772479
"175",80.169998,80.389999,78.580002,79.699997,926700,71.440819
"176",79.540001,80.849998,79.139999,80.349998,595000,72.023462
"177",80.650002,81.339996,80.620003,80.849998,651800,72.471648
"178",79.830002,80.120003,78.739998,79.279999,1024500,71.064344
"179",79.559998,80.5,78.5,79.449997,1238800,71.216726
"180",79.279999,80.82,79.279999,80.169998,828600,71.862115
"181",80.32,80.589996,79.18,79.949997,523900,72.069446
"182",80.139999,80.849998,79.220001,79.290001,928300,71.474505
"183",79.68,79.68,78.230003,78.309998,561700,70.591099
"184",77.919998,79.330002,77.910004,78.779999,710800,71.014773
"185",79.379997,80.779999,79.379997,80.699997,569700,72.745519
"186",80.349998,80.57,78.459999,79.199997,593400,71.393372
"187",79.290001,79.93,78.099998,78.43,585000,70.699273
"188",78.699997,80.540001,78.449997,80.169998,1085700,72.267762
"189",80.080002,80.93,79.779999,80.540001,672900,72.601294
"190",79.699997,80.559998,79.370003,79.480003,855700,71.645779
"191",78.959999,80.129997,78.760002,79.68,603200,71.826062
"192",79.300003,80.489998,79.220001,79.300003,1171500,71.483521
"193",77.730003,78.730003,77.410004,78.199997,1058400,70.491941
"194",77.970001,78.029999,76,76.690002,1122000,69.130784
"195",77.599998,78.110001,76.93,77.519997,980700,69.878967
"196",78.190002,78.940002,77.870003,78.540001,1093900,70.798431
"197",79.290001,80.279999,79.080002,79.690002,632100,71.835079
"198",79.760002,80.110001,79.449997,79.800003,517300,71.934237
"199",79.370003,79.730003,78.470001,79.400002,513300,71.573663
"200",79.730003,79.989998,79.230003,79.540001,634800,71.699862
"201",79.480003,80.449997,79.080002,79.620003,652900,71.771979
"202",78.779999,79.449997,78.540001,78.589996,813300,70.843498
"203",78.620003,78.959999,78.199997,78.75,536400,70.987731
"204",78.93,79.349998,78.559998,78.690002,1134900,70.933647
"205",78.470001,78.760002,78.230003,78.309998,1133600,70.591099
"206",79.25,79.629997,78.870003,79.099998,689600,71.30323
"207",79.339996,79.5,78.040001,78.300003,604900,70.582089
"208",78.059998,79.43,78.019997,78.910004,696800,71.131963
"209",79.059998,80,78.949997,79.860001,575400,71.98832
"210",79.459999,80.099998,79.190002,80.029999,583600,72.141562
"211",80.230003,80.25,78.980003,79.519997,546700,71.68183
"212",79.449997,79.82,79.059998,79.339996,356400,71.519572
"213",79.029999,79.25,78.489998,78.550003,390300,70.807447
"214",78.760002,78.830002,76.940002,77.010002,1230700,69.419242
"215",76.610001,76.650002,75.129997,75.43,1520600,67.994978
"216",75.690002,76.269997,74.82,76.139999,1418500,68.634994
"217",75.239998,75.43,74.449997,74.949997,962600,67.562288
"218",75.099998,75.730003,75.010002,75.68,712100,68.220336
"219",76.279999,77.43,76.059998,76.949997,934400,69.365151
"220",75.800003,77.709999,74.75,77.690002,986300,70.032216
"221",77.580002,78.730003,77.059998,78.709999,1079500,70.951673
"222",79.010002,80.529999,78.830002,80.010002,1700000,72.123536
"223",80.010002,80.489998,79.839996,80.120003,958100,72.222694
"224",80.080002,80.669998,79.760002,80.389999,596300,72.466078
"225",80.559998,81,80.040001,80.190002,708000,72.285794
"226",80.629997,81.080002,79.959999,81.010002,694200,73.024968
"227",80.800003,82.739998,80.709999,82.019997,934700,73.935409
"228",82.120003,82.400002,81.089996,81.370003,801700,73.349484
"229",81.110001,82.839996,80.980003,82.599998,1111300,74.458241
"230",83.330002,84.080002,82.93,83.040001,786900,74.854873
"231",83.010002,83.660004,82.68,83.220001,404900,75.017131
"232",83.449997,84.139999,83.449997,83.839996,522200,75.576014
"233",83.68,84.080002,82.949997,83.120003,569300,74.926989
"234",83.209999,83.980003,82.730003,83.720001,570000,75.467846
"235",83.580002,83.660004,82.830002,83.5,752400,75.676295
"236",83.190002,84.470001,83.029999,84.290001,1103100,76.392275
"237",84.089996,84.660004,83.760002,84.080002,1109700,76.201952
"238",84.139999,84.699997,83.910004,84.5,1872000,76.582597
"239",84.769997,85.449997,84.339996,84.449997,1082600,76.53728
"240",84.449997,84.449997,83.339996,83.529999,636700,75.703483
"241",82.699997,83.290001,82.25,82.760002,1050900,75.005632
"242",82.790001,83.129997,82.400002,82.650002,680500,74.905938
"243",82.279999,82.510002,81.760002,81.779999,826400,74.117452
"244",81.610001,81.980003,80.970001,81.300003,705500,73.682431
"245",81.389999,81.699997,80.959999,81.599998,513500,73.954318
"246",82.089996,82.480003,81.290001,81.650002,1226600,73.999636
"247",81.599998,81.809998,80.360001,80.400002,878000,72.866757
"248",80.400002,81.269997,80.279999,80.339996,791800,72.812374
"249",79.440002,80.110001,79.089996,79.470001,726000,72.023895
"250",79.129997,79.949997,78.949997,79.389999,490200,71.951389
"251",79.690002,80.699997,79.459999,79.580002,833100,72.123589
"252",79.540001,79.720001,79.120003,79.309998,621000,71.878883
"253",79.620003,80.300003,79.190002,80.129997,473700,72.622051
"254",79.68,79.709999,78.839996,78.879997,583100,71.489173
"255",79.220001,80.239998,79.160004,80,727800,72.504234
"256",80.650002,81.529999,80.339996,81.110001,748500,73.510231
"257",80.459999,81.080002,80.230003,81,1010000,73.410537
"258",81,82.360001,81,81.790001,1246700,74.126517
"259",82.410004,82.919998,81.760002,81.870003,1085900,74.199023
"260",81.730003,82.610001,81.279999,82.370003,647700,74.652175
"261",82.730003,82.889999,82.199997,82.379997,819800,74.661233
"262",82.25,87.68,82.150002,86.209999,3952100,78.132375
"263",85.169998,85.419998,83.360001,84.93,1612200,76.972308
"264",85.129997,85.540001,84.029999,84.540001,898600,76.61885
"265",84.529999,84.889999,84.110001,84.57,539200,76.646038
"266",84.739998,85.830002,84.449997,85.769997,791700,77.733599
"267",85.910004,87.309998,85.459999,86.93,938200,78.784914
"268",87.18,88.230003,87.050003,87.449997,715400,79.256188
"269",87.599998,88.550003,87.110001,88.309998,722000,80.035609
"270",88,88,86.57,86.769997,817900,78.639902
"271",86.489998,87.18,85.809998,86.459999,1041600,78.35895
"272",87.230003,87.279999,85.660004,86.370003,946000,78.277386
"273",85.830002,86.290001,84.870003,85.279999,937800,77.289513
"274",84.540001,85.050003,84.07,84.290001,805600,76.392275
"275",84.269997,84.959999,83.760002,84.169998,729700,76.283516
"276",84.519997,85.400002,83.730003,83.970001,765200,76.102258
"277",84.190002,84.25,82.279999,82.370003,874800,74.652175
"278",82.610001,82.650002,81.400002,82.029999,677500,74.344028
"279",81.690002,81.790001,80.099998,81,623600,73.410537
"280",81.169998,81.779999,81.050003,81.529999,508800,73.890877
"281",81.93,82.870003,81.93,82.169998,621600,74.47091
"282",82.410004,84.129997,82.32,83.610001,486400,75.775988
"283",83.169998,83.440002,82.019997,82.900002,601500,75.132514
"284",82.330002,82.889999,81.889999,82.089996,520600,74.398404
"285",82.169998,82.169998,80.75,80.889999,689500,73.310843
"286",80.519997,80.519997,78.900002,79.120003,840000,71.70669
"287",82.5,82.599998,79.790001,79.889999,1513500,72.40454
"288",79.089996,80.870003,78.300003,79.120003,1083100,71.70669
"289",79.589996,79.589996,76.400002,76.610001,1776200,69.431868
"290",76.389999,76.510002,74.209999,74.230003,1954500,67.274869
"291",74.57,74.830002,72.5,73.190002,2063600,66.332314
"292",72.559998,72.629997,70.269997,70.32,2324600,63.731222
"293",70.879997,71.059998,69.059998,69.93,1985100,63.377764
"294",68.32,69.300003,65.529999,65.540001,1789000,59.399095
"295",65.440002,68.529999,64.099998,68.290001,2286300,61.891428
"296",67.160004,67.220001,64.190002,64.239998,2033900,58.220898
"297",64.589996,68.07,64.410004,67.309998,1525300,61.003248
"298",67.410004,69.470001,67.309998,68.980003,1126700,62.516779
"299",69.279999,69.889999,68.440002,69.629997,1060300,63.52025
"300",68.870003,68.989998,67.230003,67.650002,1399400,61.713991
"301",67.870003,68.150002,67.239998,67.529999,1331800,61.604518
"302",65.760002,65.760002,63.91,64.330002,1278800,58.685308
"303",63.490002,64.75,62.950001,63.009998,1647800,57.481129
"304",63.889999,64.489998,63.529999,63.799999,1463000,58.201811
"305",64,64.279999,63.689999,64.07,2142300,58.44812
"306",63.959999,65.449997,63.849998,65.389999,1647700,59.652295
"307",65.75,65.93,63.59,63.689999,1352700,58.101462
"308",63.27,64.769997,62.139999,64.610001,1344900,58.940738
"309",65.379997,65.870003,64.919998,65.849998,1227200,60.071931
"310",65.629997,67.5,64.980003,67.230003,1609900,61.330846
"311",67.699997,68.650002,67.300003,67.82,1397400,61.869072
"312",67.610001,68.489998,66.629997,66.68,924100,60.829103
"313",65.470001,65.57,64.610001,64.690002,829300,59.01372
"314",62.709999,64.290001,62.220001,64.110001,812900,58.484611
"315",64.82,66.519997,64.449997,66.199997,719400,60.391218
"316",65.25,66.300003,65.139999,65.269997,659000,59.542822
"317",64.599998,64.800003,63.470001,63.84,894100,58.238302
"318",63.169998,64.449997,63.130001,64.370003,852900,58.721799
"319",64.5,65.68,63.900002,64.610001,732700,58.940738
"320",64.980003,66.089996,63.650002,65.209999,791400,59.488089
"321",65.779999,66.669998,65.400002,66.169998,640600,60.363852
"322",66.540001,67.540001,66.360001,67.169998,935500,61.276106
"323",65.989998,66.139999,64.760002,65.57,820500,59.816501
"324",65.949997,66.07,64.330002,64.370003,896800,58.721799
"325",64.379997,64.43,60.98,60.990002,1044900,55.638379
"326",59.200001,59.66,58.299999,58.939999,1085000,53.768255
"327",58.400002,60.650002,58.34,60.150002,787800,54.872085
"328",60.630001,62.790001,60.5,62.740002,923900,57.234823
"329",64.080002,64.720001,63.43,63.720001,1067800,58.128832
"330",63.950001,64.440002,61.869999,62.119999,733200,56.669223
"331",63.259998,64.709999,62.299999,63.360001,772500,57.80042
"332",62.490002,63.220001,61.889999,61.970001,813100,56.532387
"333",61.540001,62.650002,60.02,60.040001,908100,54.771737
"334",59.240002,62.369999,59.150002,62.32,1200000,56.851675
"335",62.599998,63.98,62.349998,63.849998,792400,58.247423
"336",63.669998,65.120003,63.580002,64.720001,563000,59.041086
"337",65.040001,65.730003,64.199997,64.699997,758000,59.022837
"338",65.900002,67.529999,65.82,67.529999,776100,61.604518
"339",66.779999,67.669998,66.779999,67.339996,492600,61.431187
"340",67.730003,68.790001,67.690002,68.510002,901500,62.49853
"341",68.010002,68.5,67.18,68.150002,597300,62.170118
"342",68.959999,69.260002,68.389999,69.080002,614600,63.018515
"343",68.900002,69.57,68.199997,68.370003,1334000,62.370815
"344",68.360001,69.910004,67.82,69.220001,724400,63.14623
"345",69.300003,69.949997,68.68,68.940002,609100,62.8908
"346",69.040001,69.300003,68.010002,68.809998,464300,62.772202
"347",69.5,70.919998,69.330002,70.370003,903400,64.195323
"348",70.5,71.120003,69.529999,69.849998,1007000,63.720947
"349",69.480003,70.080002,68.639999,68.809998,818200,62.772202
"350",69.879997,69.949997,67.110001,67.739998,1307200,61.79609
"351",70.650002,71.459999,68,69.059998,1029500,63.000266
"352",69.300003,69.93,68.360001,69.739998,649700,63.620599
"353",68.660004,69.010002,67.769997,67.779999,591900,61.832581
"354",65.980003,66.730003,65.190002,65.980003,1126700,60.190528
"355",66.879997,67.18,65.610001,66.18,951100,60.372976
"356",66.589996,69.279999,66.589996,68.889999,744400,62.845184
"357",68.040001,68.650002,67.440002,68.580002,878300,62.562388
"358",68.480003,70.589996,68.309998,70.480003,815200,64.295672
"359",70.720001,71.230003,69.959999,70.970001,861500,64.742674
"360",69.540001,69.949997,68.510002,68.650002,930500,62.626245
"361",69.389999,69.550003,67.949997,68.449997,602800,62.44379
"362",69.07,69.919998,68.879997,69.620003,564100,63.511133
"363",69.5,69.940002,68.949997,69.080002,438600,63.018515
"364",68.110001,69.300003,67.860001,68.830002,597000,63.202162
"365",68.139999,68.370003,67.489998,67.980003,1557400,62.421663
"366",67.620003,67.980003,66.160004,66.870003,1073400,61.402421
"367",67.099998,67.370003,66.160004,66.709999,883400,61.2555
"368",65.57,65.650002,63.66,65.169998,948600,59.841416
"369",64.860001,65,63.240002,63.77,1341100,58.555888
"370",63.279999,63.290001,62.459999,62.59,760200,57.47237
"371",62.599998,63.939999,62.419998,63.290001,332500,58.115136
"372",64.519997,65.129997,64.220001,64.610001,791600,59.327207
"373",64.870003,65.57,64.629997,64.720001,1032500,59.428213
"374",66.470001,67.080002,66.129997,66.300003,2732300,60.879027
"375",66.129997,66.849998,65.889999,66.010002,783900,60.612738
"376",66.830002,66.879997,66.139999,66.239998,689700,60.823928
"377",66.940002,67.959999,66.720001,67.290001,1011800,61.788078
"378",66.690002,67.589996,66.290001,67.019997,816200,61.540151
"379",66.949997,67.279999,66.379997,67.029999,909200,61.549335
"380",66.370003,66.480003,64.519997,64.730003,923600,59.437397
"381",65.269997,66.699997,65.07,66.160004,799400,60.750475
"382",65.529999,66.150002,64.669998,65.18,792000,59.850601
"383",65.120003,66.720001,64.940002,65.220001,1029000,59.887331
"384",64.93,65.279999,64.459999,64.610001,586500,59.327207
"385",65.43,65.989998,65.209999,65.610001,713200,60.245442
"386",66.160004,66.730003,63.849998,64.449997,1440800,59.180285
"387",64.949997,66.199997,63.84,64.050003,781900,58.812997
"388",65.050003,66.160004,64.989998,65.709999,603600,60.337264
"389",65.650002,66.199997,64.910004,66.010002,853200,60.612738
"390",66.169998,67.139999,65.870003,66.790001,556800,61.328961
"391",67,67.470001,66.739998,67.389999,337900,61.879901
"392",67.449997,67.589996,67.099998,67.230003,357900,61.732986
"393",67.269997,67.269997,66.459999,66.699997,421600,61.246316
"394",66.849998,67.150002,66.760002,67.050003,583800,61.567704
"395",67.089996,67.199997,66.68,66.68,518800,61.227954
"396",67.620003,68,67.059998,67.510002,1152500,61.990091
"397",67.279999,67.589996,67.160004,67.459999,850600,61.944177
"398",67.129997,67.529999,66.550003,67.43,764300,61.916631
"399",67.300003,67.519997,66.989998,67.07,822400,61.586065
"400",67.040001,67.230003,66.839996,66.910004,668600,61.439151
"401",67.980003,68.07,67.669998,67.970001,986000,62.412479
"402",67.730003,69.529999,67.68,69.209999,816500,63.551089
"403",69.540001,70,69.220001,69.889999,781100,64.17549
"404",69.199997,69.639999,69.029999,69.309998,508600,63.642911
"405",69.959999,70.529999,69.800003,70.150002,683300,64.414233
"406",70,70.410004,69.639999,70.099998,614100,64.368318
"407",70.199997,70.889999,70.07,70.629997,902200,64.854982
"408",70.32,70.970001,70.150002,70.5,676300,64.735614
"409",69.18,70.849998,68.660004,70.410004,574800,64.652976
"410",69.93,70.459999,69.650002,70.339996,669800,64.588693
"411",70.089996,70.949997,69.650002,70.610001,706700,64.83662
"412",70.610001,70.620003,69.830002,70.07,685100,64.340772
"413",69.779999,70.099998,69.480003,69.910004,496800,64.193858
"414",69.419998,69.760002,68.779999,69.599998,828200,63.909201
"415",69.809998,70.860001,68.650002,70.739998,957000,64.955989
"416",71.07,71.239998,70.260002,70.300003,928200,64.55197
"417",70.519997,70.639999,69.709999,69.720001,582400,64.019391
"418",70.489998,70.910004,70.470001,70.620003,538200,64.845805
"419",70.129997,70.339996,69.860001,70.07,490600,64.340772
"420",70,70.389999,69.57,70.25,802200,64.506055
"421",70.330002,70.989998,70.330002,70.720001,619600,64.937627
"422",70.830002,70.980003,69.989998,70.470001,580900,64.708068
"423",69.989998,70.290001,69.669998,70.139999,399000,64.405049
"424",70.529999,70.949997,70.370003,70.709999,674600,64.928443
"425",70.209999,70.839996,70.209999,70.800003,532100,65.011088
"426",70.879997,70.889999,70.089996,70.540001,783200,64.772344
"427",70.599998,70.900002,70.260002,70.769997,713300,64.983535
"428",70.800003,71.099998,70.650002,70.949997,594800,65.148817
"429",71,71.040001,70.550003,70.739998,672300,64.955989
"430",70.860001,70.860001,70.160004,70.43,489800,64.671338
"431",70.349998,70.580002,69.949997,70.580002,434000,64.809075
"432",70.639999,71.220001,70.199997,70.279999,720400,64.533601
"433",70.040001,70.860001,69.410004,70.239998,5e+05,64.496871
"434",70.160004,70.400002,69.910004,70.279999,607800,64.996273
"435",70.220001,70.480003,69.879997,70.25,990100,64.96853
"436",70.800003,70.800003,69.400002,69.589996,855200,64.358146
"437",69.400002,69.540001,68.660004,68.830002,756300,63.655289
"438",68.830002,69.150002,68.580002,68.769997,853800,63.599795
"439",68,68.209999,67.510002,67.699997,911600,62.610239
"440",67.839996,67.919998,67.309998,67.730003,764300,62.637989
"441",68.199997,68.620003,67.599998,68.150002,887900,63.026412
"442",68.290001,68.480003,67.610001,68.190002,594800,63.063405
"443",68.160004,68.68,68,68.629997,471800,63.470321
"444",68.800003,70.050003,68.629997,69.989998,838300,64.728075
"445",70,70.760002,69.919998,70.599998,986100,65.292215
"446",70.599998,70.830002,70.279999,70.769997,1158800,65.449433
"447",70.739998,71.339996,70.690002,71,982800,65.662144
"448",70.839996,71.099998,70.389999,70.519997,571800,65.218228
"449",70.379997,70.440002,69.459999,70.080002,513100,64.811313
"450",70.110001,70.260002,69.699997,69.730003,622400,64.487627
"451",69.419998,69.760002,69.169998,69.599998,527700,64.367396
"452",69.489998,69.730003,69.269997,69.559998,781600,64.330403
"453",70,70.800003,69.959999,70.690002,552700,65.375453
"454",70.919998,72.160004,70.650002,71.339996,1071300,65.976579
