"","CB.Open","CB.High","CB.Low","CB.Close","CB.Volume","CB.Adjusted"
"120",56.560001,57.189999,56.290001,57.080002,2094900,51.298648
"121",56.900002,57.349998,56.709999,57.009998,3797900,51.235735
"122",57.709999,58,57.52,57.98,2705800,52.107489
"123",58.169998,58.48,57.889999,58.43,2780400,52.511912
"124",58.380001,58.779999,58.279999,58.630001,1609700,52.691656
"125",58.490002,58.950001,58.369999,58.75,1619400,52.7995
"126",59.09,59.200001,58.77,58.84,1944100,52.880385
"127",58.84,59.080002,58.560001,58.700001,2040700,52.754565
"128",58.82,59.150002,58.360001,59.080002,2648100,53.096078
"129",59.25,59.349998,58.880001,59.110001,2777200,53.123038
"130",59.200001,59.889999,59.099998,59.650002,1980200,53.608345
"131",59.66,60,59.41,59.490002,2271600,53.464551
"132",59.310001,59.669998,58.740002,59.369999,2172900,53.356703
"133",59.330002,59.869999,59.049999,59.66,2162600,53.617331
"134",59.41,59.5,59.040001,59.200001,3545100,53.203923
"135",59.459999,59.700001,59.189999,59.310001,1731100,53.302782
"136",59.369999,59.380001,58.950001,59.240002,2333800,53.57409
"137",59.549999,60.23,59.279999,60.23,2213100,54.469401
"138",60.040001,60.189999,59.880001,59.98,1062700,54.243312
"139",59.889999,60.18,59.66,60.009998,1458600,54.270442
"140",59.939999,60.23,59.689999,59.950001,1128400,54.216182
"141",60.080002,60.200001,59.720001,59.84,957800,54.116703
"142",59.790001,59.959999,59.52,59.73,1003700,54.017223
"143",59.66,60.049999,59.57,59.639999,971300,53.935831
"144",60.049999,60.5,59.849998,60.23,2060900,54.469401
"145",60.18,60.490002,59.84,60.080002,2019200,54.33375
"146",59.779999,60.07,59.400002,59.810001,3151900,54.089573
"147",59.77,59.900002,58.68,58.740002,3132300,53.121912
"148",58.98,59.110001,57.77,58.299999,2990000,52.723992
"149",58.02,58.259998,57.630001,57.84,2433200,52.307989
"150",58.02,58.099998,57.77,57.77,2178200,52.244685
"151",58.18,58.290001,57.900002,58.18,2063200,52.615471
"152",57.310001,57.830002,57.310001,57.459999,3044800,51.964333
"153",57.349998,57.509998,56.990002,57.32,2575900,51.837723
"154",57.380001,58,57.209999,57.869999,2305200,52.335119
"155",57.75,58.16,57.52,57.779999,2048600,52.253727
"156",58.09,58.490002,57.860001,58.049999,2349500,52.497903
"157",57.810001,57.82,57.240002,57.419998,2449500,51.928158
"158",57.5,58.27,57.349998,58.23,2073300,52.660688
"159",58.189999,59.310001,58.189999,59.040001,2909100,53.393218
"160",59,59.18,58.740002,59.02,2593600,53.37513
"161",58.900002,59.5,58.75,59.330002,1946500,53.655482
"162",59.040001,59.259998,57.950001,57.970001,2706500,52.425557
"163",58.130001,58.43,57.830002,57.93,1927400,52.389382
"164",58.18,58.77,57.98,58.73,2888600,53.112866
"165",58.5,58.59,57.98,58.139999,2453200,52.579296
"166",58.150002,58.360001,57.91,58.209999,3232800,52.6426
"167",58.34,58.799999,58.16,58.700001,1730400,53.085737
"168",58.700001,59.060001,58.48,58.860001,1574400,53.230433
"169",58.580002,59.279999,58.349998,59.209999,1968100,53.546957
"170",59,59.490002,58.91,59.419998,1487900,53.736871
"171",59.32,59.439999,58.849998,59.189999,1247200,53.528869
"172",59.029999,59.310001,58.900002,59.169998,1752500,53.510782
"173",59.459999,59.470001,59.07,59.07,1468400,53.420348
"174",58.869999,59.490002,58.75,59.200001,1374400,53.537915
"175",59.279999,60,59.23,59.759998,1923200,54.044352
"176",59.470001,60.369999,59.470001,60.259998,1726800,54.496531
"177",60.259998,61.310001,60.150002,61.310001,2936900,55.446108
"178",60.740002,61.169998,60.23,60.48,2410300,54.69549
"179",60.360001,60.799999,60.34,60.389999,2390100,54.614098
"180",60.259998,60.509998,59.040001,59.59,2384300,53.890613
"181",59.709999,60.150002,59.509998,60.110001,1295200,54.360879
"182",60.23,60.830002,60.02,60.68,2369400,54.876362
"183",60.810001,60.810001,59.669998,59.669998,1922200,53.96296
"184",59.650002,59.82,58.93,59.150002,1916500,53.492698
"185",59.52,60.049999,59.439999,59.52,2119200,53.827309
"186",59.490002,59.939999,59.02,59.400002,2101000,53.718787
"187",59.57,59.84,59,59.169998,1185300,53.510782
"188",59.130001,59.889999,59.099998,59.720001,1874200,54.008181
"189",59.59,59.889999,59.220001,59.720001,1132000,54.008181
"190",59.189999,59.599998,58.439999,58.959999,1927200,53.320868
"191",58.73,59.27,57.990002,59.060001,1855100,53.411305
"192",58.869999,59.360001,58.759998,59.080002,1992000,53.429393
"193",57.619999,58.59,57.619999,58.34,2417500,52.760168
"194",58.049999,58.619999,57.700001,58.349998,4367200,53.124341
"195",58.91,59.049999,57.889999,58.189999,4677200,52.97867
"196",58.740002,59,57.950001,58.07,4164000,52.869418
"197",58.759998,59.369999,58.529999,59.369999,1778000,54.052993
"198",59.380001,59.75,59.209999,59.34,1586100,54.025681
"199",59.240002,59.720001,58.889999,59.509998,1826000,54.180455
"200",59.650002,60.060001,59.23,59.98,2684700,54.608364
"201",60.259998,60.459999,59.790001,60.279999,1159900,54.881496
"202",60.209999,60.349998,59.939999,60.049999,1460000,54.672095
"203",60.150002,60.5,59.810001,60.369999,1751900,54.963436
"204",60.529999,61.060001,60.450001,60.959999,1901100,55.500598
"205",60.75,61.720001,60.619999,61.310001,2052700,55.819255
"206",61.849998,61.849998,60.830002,61.43,1556200,55.928507
"207",61.43,62.029999,61.43,61.860001,1915000,56.319998
"208",61.639999,62.240002,61.610001,61.799999,2036000,56.26537
"209",62,62.330002,61.810001,62.299999,1769400,56.720591
"210",62.110001,62.290001,61.93,62.119999,1340900,56.556711
"211",62.049999,62.369999,61.889999,62.119999,1160300,56.556711
"212",62.099998,62.57,61.91,62.23,1860700,56.656861
"213",61.68,62.16,61.630001,61.73,982900,56.201639
"214",61.93,62.119999,61.59,61.869999,1484700,56.329101
"215",61.650002,61.860001,61.450001,61.689999,1756900,56.165221
"216",61.82,61.939999,61.41,61.869999,1608700,56.329101
"217",61.299999,61.560001,60.57,61.07,1598000,55.600747
"218",61.119999,61.18,60.439999,60.5,1600300,55.081795
"219",61.07,61.360001,60.669998,60.860001,2431800,55.409555
"220",61.220001,61.970001,61.07,61.560001,1917300,56.046865
"221",61.310001,62.779999,61.310001,62.599998,2097300,56.993723
"222",62.75,63.119999,62.610001,63.060001,2891800,57.41253
"223",63,64.43,63,64.230003,3743600,58.47775
"224",64.129997,64.879997,64.099998,64.739998,1671900,58.942071
"225",64.699997,65.239998,64.379997,65.190002,1735900,59.351774
"226",65.529999,65.639999,65.010002,65.239998,1605500,59.397292
"227",65.129997,65.25,64.690002,65.220001,1643400,59.379086
"228",65.25,65.25,64.43,64.970001,2126100,59.151476
"229",64.959999,65.550003,64.330002,64.489998,2201300,58.71446
"230",65,65.629997,64.949997,65.410004,2022600,59.552073
"231",65.209999,65.400002,64.599998,65.300003,1849600,59.451923
"232",65.480003,65.739998,65.339996,65.599998,1409600,59.725052
"233",65.5,65.790001,64.599998,65.019997,1822100,59.196994
"234",65.080002,65.440002,64.510002,65.230003,2500000,59.388193
"235",65.199997,65.269997,64.610001,64.870003,1580700,59.060433
"236",64.620003,65.32,64.470001,64.989998,1421700,59.169681
"237",64.599998,65.370003,64.489998,65.330002,1556500,59.479236
"238",65.5,65.879997,65.050003,65.849998,1467400,59.952663
"239",66,66,65.519997,65.870003,1316300,59.970876
"240",65.709999,65.959999,65.5,65.580002,1655800,59.706846
"241",65.029999,65.139999,64.779999,64.800003,1751800,58.996702
"242",64.900002,65,64.470001,64.5,1863300,58.723566
"243",64.769997,64.860001,63.970001,64.470001,3220700,58.696254
"244",64.330002,64.959999,64.099998,64.75,1639600,58.951177
"245",64.809998,65.230003,64.690002,64.93,1756800,59.115057
"246",65.370003,65.589996,65.050003,65.589996,2381000,59.715946
"247",65.209999,65.669998,64.82,64.82,2647200,59.014908
"248",64.970001,65.18,64.650002,64.900002,1836700,59.087745
"249",64.269997,65.379997,64.269997,65.120003,1948500,59.288043
"250",65.029999,65.349998,64.82,64.949997,1892200,59.133263
"251",65.150002,65.599998,65.010002,65.029999,1896900,59.2061
"252",64.93,65.120003,64.139999,64.279999,2769200,58.523268
"253",64.330002,64.68,63.950001,64.440002,1835600,58.668942
"254",64.220001,64.25,63.43,63.599998,2954100,57.904166
"255",63.68,63.759998,63.150002,63.52,2320600,57.831333
"256",63.990002,64.019997,63.540001,63.66,1758600,57.958794
"257",63.200001,63.419998,62.369999,62.52,2191300,56.92089
"258",62.529999,62.98,62.470001,62.66,2148600,57.048351
"259",63.07,63.209999,62.529999,62.66,2269900,57.048351
"260",62.560001,62.790001,62.23,62.299999,2330900,56.720591
"261",62.57,63.130001,62.27,62.849998,2009700,57.221334
"262",62.34,62.779999,61.959999,62,1499200,56.79992
"263",61.439999,61.689999,60.869999,61.450001,2044800,56.29605
"264",61.41,61.5,60.610001,60.93,2803900,55.819664
"265",60.880001,62.110001,60.880001,61.849998,2168800,56.662499
"266",61.900002,62.060001,61.549999,61.900002,1322100,56.708309
"267",62.220001,62.630001,62.040001,62.450001,1675900,57.212178
"268",62.48,62.700001,62.169998,62.610001,1324600,57.358758
"269",62.779999,63.18,62.5,63.029999,1905000,57.74353
"270",62.98,63.139999,62.200001,62.200001,2224700,56.983146
"271",62.189999,62.34,61.490002,62.110001,1890900,56.900695
"272",62.580002,63.09,62.220001,63.040001,1773000,57.752694
"273",62.439999,62.900002,62.299999,62.75,1666500,57.487016
"274",62.130001,62.259998,61.700001,61.779999,1494300,56.598371
"275",61.689999,62.689999,61.639999,62.040001,1468300,56.836566
"276",62.349998,63.049999,61.970001,62.599998,2600600,57.349595
"277",62.68,62.799999,62.110001,62.25,1493300,57.028952
"278",62.5,62.650002,61.889999,62.220001,1610200,57.001469
"279",61.990002,62.02,60.939999,61.209999,2033800,56.076178
"280",61.41,61.669998,61.049999,61.490002,2070500,56.332696
"281",61.66,61.93,61.34,61.84,2051200,56.65334
"282",62.299999,62.990002,62.02,62.560001,2004600,57.312953
"283",63.740002,65.059998,63.400002,64.449997,4143600,59.04443
"284",63.740002,64.82,63.639999,64.169998,3007600,58.787915
"285",64.040001,64.389999,63.990002,64.120003,2127600,58.742113
"286",63.950001,64.43,63.689999,63.689999,2866800,58.348175
"287",63.709999,63.970001,63.07,63.220001,2081500,57.917597
"288",62.849998,62.91,62.259998,62.48,2646300,57.239661
"289",62.880001,63.18,61.759998,62.09,2733700,56.882372
"290",61.82,62.59,61.720001,61.919998,3357500,56.726628
"291",61.82,62.060001,61.009998,61.970001,2740300,56.772437
"292",61.330002,61.779999,60.02,60.049999,3594800,55.01347
"293",60.389999,60.849998,58.77,59.619999,4827100,54.619535
"294",58.41,59.299999,55.389999,55.43,7476700,50.780961
"295",56.830002,60.25,55.900002,60.189999,7348600,55.141727
"296",59.200001,59.25,56.369999,56.509998,7028000,51.770377
"297",55.970001,61.59,55.970001,60.98,6352000,55.865469
"298",60.639999,61.369999,59.139999,60.169998,4424100,55.123405
"299",60.610001,61.540001,60.27,61.389999,2905800,56.241081
"300",60.709999,62.23,60.560001,61.869999,3648100,56.680822
"301",62.23,62.529999,61.310001,61.619999,3278200,56.45179
"302",60,60.540001,59.189999,59.639999,4563600,54.637858
"303",59.310001,60.59,58.779999,58.84,4825000,53.904956
"304",60.099998,60.290001,58.75,58.970001,3400900,54.024054
"305",59.16,60.169998,58.830002,60.029999,3360600,54.995147
"306",59.880001,60.959999,59.630001,60.389999,2764900,55.324954
"307",60.939999,61.200001,57.369999,58.66,4985600,53.740053
"308",57.880001,59.84,57.07,59.380001,3573200,54.399666
"309",60.689999,62.099998,60.689999,62.099998,2578500,56.891531
"310",61.41,62.080002,60.759998,61.720001,2163700,56.543405
"311",62.009998,62.310001,61.43,61.889999,2063000,56.699145
"312",61.740002,62.34,61.299999,61.619999,2613000,56.45179
"313",61.060001,61.450001,60.369999,60.380001,3134500,55.315794
"314",58.869999,59.900002,58.700001,59.330002,2638800,54.353861
"315",60.110001,61.27,59.970001,61.240002,2977500,56.103664
"316",60.509998,61.150002,60.299999,60.470001,2620600,55.398246
"317",59.779999,60.099998,58.880001,59.240002,2666600,54.271409
"318",58.48,59.700001,58.130001,59.669998,2585500,54.665341
"319",59.91,60.110001,58.990002,59.459999,1985100,54.472955
"320",59.68,60.189999,58.650002,59.66,1857800,54.656181
"321",60.110001,60.330002,59.060001,59.84,2777000,54.821084
"322",60.18,60.529999,59.599998,60.389999,3162400,55.324954
"323",59.389999,60.349998,59.23,59.860001,2157000,54.839407
"324",59.939999,61.419998,59.939999,60.669998,2058700,55.581468
"325",60.220001,60.259998,57.549999,57.549999,2736000,53.064258
"326",56.360001,58.209999,56.189999,57.919998,4906100,53.405417
"327",57.5,58.099998,57.360001,57.889999,2359700,53.377757
"328",58.259998,59.43,57.759998,59.380001,2736000,54.75162
"329",60.029999,60.950001,59.580002,59.919998,2503400,55.249527
"330",60.169998,60.540001,58.900002,58.939999,2470100,54.345914
"331",59.59,60.720001,59.349998,60.52,3030500,55.802762
"332",59.75,60.689999,59.669998,59.990002,2863300,55.314074
"333",59.549999,60.369999,58.080002,58.119999,3180600,53.589829
"334",57.459999,59.73,56.93,59.549999,3800000,54.908368
"335",59.599998,60.459999,58.490002,60.310001,2753800,55.609131
"336",60.25,61.259998,59.75,60.779999,2796400,56.042495
"337",61.060001,61.209999,59.619999,59.77,2196300,55.111221
"338",60.869999,61.950001,60.669998,61.91,1542100,57.084418
"339",61.560001,62.259998,61.509998,61.740002,1317300,56.92767
"340",62.07,62.650002,61.830002,61.939999,1901000,57.112078
"341",61.360001,62.369999,61.119999,62.060001,2003400,57.222728
"342",62.709999,62.900002,61.810001,62.869999,1452900,57.96959
"343",62.279999,62.560001,61.279999,61.389999,1340200,56.604949
"344",61.580002,64.25,61.450001,63.299999,3109000,58.366074
"345",63.119999,65.82,63.119999,64.629997,4254000,59.592405
"346",64.529999,65.589996,64.150002,65.349998,2554700,60.256285
"347",66.349998,68.779999,66,68.709999,5618700,63.35439
"348",68.449997,69.150002,67.989998,68.279999,3155200,62.957907
"349",67.940002,68.410004,67.050003,67.269997,2926100,62.026629
"350",68.300003,68.790001,67.519997,67.940002,3119000,62.644411
"351",69.510002,70.07,68.989998,69.879997,3438300,64.433193
"352",69.550003,69.690002,68.489998,68.620003,2755700,63.271409
"353",68.419998,68.589996,67.019997,67.050003,3078700,61.823783
"354",65.370003,66.459999,65.059998,65.099998,3286300,60.025772
"355",66.230003,66.959999,65.959999,66.75,2171200,61.547164
"356",67.309998,67.690002,66.610001,67.589996,2198900,62.321686
"357",66.68,67.809998,66.68,67.529999,1834100,62.266365
"358",67.349998,67.739998,66.919998,67.449997,1664100,62.192599
"359",67.620003,68.339996,67.389999,68.25,1700300,62.930246
"360",66.779999,67.839996,66.629997,66.779999,3037300,61.574824
"361",67.480003,67.550003,66.599998,67.07,1785900,61.842221
"362",67.82,68.190002,67.519997,67.779999,1479900,62.496879
"363",67.699997,67.830002,66.709999,66.800003,1771700,61.593269
"364",66.660004,67.150002,66.230003,66.849998,1959700,61.639368
"365",66.290001,66.760002,65.559998,65.629997,2261800,60.51446
"366",65.589996,66.239998,64.610001,65.059998,2625200,59.988889
"367",65.5,65.93,65.169998,65.699997,2034200,60.579003
"368",65.089996,65.129997,64.220001,64.43,2853000,59.407997
"369",64.290001,64.910004,64.029999,64.5,2205000,59.47254
"370",63.900002,64.169998,63.630001,63.639999,3216700,58.679572
"371",63.389999,64.449997,63.240002,63.82,1541300,58.845543
"372",64.910004,65.07,64.25,64.879997,2215400,59.822919
"373",64.959999,65.269997,64.620003,64.910004,1858000,59.850586
"374",66.760002,67.57,65.839996,67.440002,2353900,62.183384
"375",67.360001,67.360001,66.550003,66.980003,1497800,61.759239
"376",67.43,67.75,66.099998,66.220001,2199300,61.058476
"377",67.059998,67.519997,66.019997,66.339996,2469000,61.169118
"378",66.330002,68.449997,66.209999,68.080002,2399500,62.773498
"379",68.190002,69.07,67.730003,68.629997,2621400,63.280624
"380",68.230003,68.400002,67.330002,67.470001,2525900,62.211044
"381",67.889999,68.949997,67.809998,68.82,2061700,63.455817
"382",68.099998,68.279999,67.519997,67.830002,1638200,62.542985
"383",68.290001,68.410004,66.639999,67.019997,1875900,61.796115
"384",66.739998,67.669998,66.389999,67.150002,1897100,61.915987
"385",67.739998,67.809998,66.900002,67.309998,1712700,62.063512
"386",67.68,67.980003,67.230003,67.379997,2527700,62.128056
"387",67.410004,67.540001,66.379997,66.510002,1569500,61.325872
"388",67.400002,68.599998,67.279999,68.459999,1987000,63.123877
"389",67.989998,69.050003,67.870003,68.919998,1193400,63.912113
"390",69.089996,69.68,68.830002,69.669998,1306500,64.607616
"391",69.760002,70,69.470001,69.870003,988000,64.793088
"392",69.599998,70.480003,69.599998,70.309998,852300,65.201112
"393",70.339996,70.339996,69.449997,69.489998,1245600,64.440695
"394",69.839996,70.230003,69.529999,69.75,1325300,64.681805
"395",69.879997,69.889999,69.190002,69.220001,969400,64.190317
"396",70.360001,70.620003,69.839996,70.129997,2572400,65.034191
"397",70.040001,70.25,68.599998,68.900002,1645400,63.893569
"398",68.650002,69.800003,68.370003,69.739998,1644500,64.67253
"399",69.75,70.029999,69.269997,69.279999,1264400,64.245955
"400",69.449997,69.720001,69.300003,69.599998,1313600,64.542703
"401",70.199997,70.199997,69.169998,69.309998,1948600,64.273774
"402",69.110001,69.309998,68.889999,69.25,1498100,64.218136
"403",69.480003,69.75,68.879997,69.099998,1262900,64.079034
"404",68.510002,69.199997,68.410004,69.089996,1387100,64.069759
"405",69.57,70.440002,69.57,69.800003,1708300,64.728175
"406",69.809998,70.290001,69.360001,70.239998,1582200,65.136198
"407",70.349998,70.57,69.779999,70.300003,1710200,65.191844
"408",70.25,70.989998,70.07,70.970001,2760500,65.813158
"409",70.790001,71.760002,70.510002,71.010002,1743700,65.850252
"410",70.260002,70.410004,69.529999,70.059998,1589700,64.969277
"411",69.900002,70.470001,69.32,70.419998,2217700,65.30312
"412",70.220001,70.610001,69.709999,70.349998,2179700,65.238206
"413",68.779999,69.290001,66.900002,67.419998,5186000,62.521106
"414",66.919998,67.150002,66.699997,66.900002,2549500,62.038894
"415",66.68,67.599998,66.68,67.410004,2465400,62.511838
"416",67.769997,68.309998,67.580002,67.68,3750900,62.762216
"417",67.940002,68.099998,67.449997,67.809998,2239900,62.882768
"418",68.199997,68.599998,67.839996,68.580002,1570100,63.596822
"419",68.18,68.370003,67.760002,67.809998,1788400,62.882768
"420",67.57,69.029999,67.510002,68.940002,1758000,63.930664
"421",68.93,69.239998,68.449997,68.790001,1315500,63.791562
"422",69.080002,69.230003,68.599998,68.889999,1615300,63.884294
"423",68.459999,68.849998,68.25,68.800003,1284600,63.800837
"424",69.129997,69.349998,68.739998,69.150002,1392800,64.125404
"425",68.940002,69.330002,68.410004,69.32,1317400,64.28305
"426",69.379997,69.650002,68.690002,68.75,1406000,63.754467
"427",68.870003,69.290001,68.709999,68.800003,1364500,63.800837
"428",69.269997,69.540001,68.860001,69.089996,1576300,64.069759
"429",69.120003,69.139999,68.589996,68.93,1032300,63.921388
"430",69.019997,69.220001,67.93,67.949997,1518000,63.012594
"431",68.150002,68.809998,67.940002,68.629997,1472400,63.643184
"432",68.889999,69.150002,68.5,68.599998,1309200,63.615365
"433",68.209999,69.330002,68.050003,69.150002,1480200,64.125404
"434",69.010002,69.07,68.139999,68.449997,1677700,63.476263
"435",68.449997,68.860001,67.82,67.959999,2732400,63.02187
"436",67.860001,68.550003,67.449997,67.629997,2186300,62.715847
"437",67.68,67.709999,66.919998,67.370003,1873500,62.474744
"438",67.099998,68.050003,67.029999,67.900002,1795500,62.966232
"439",67.419998,67.839996,67.110001,67.139999,1349100,62.261453
"440",67.410004,67.480003,66.650002,67.25,1737700,62.363461
"441",67.360001,67.529999,66.790001,67.349998,1166900,62.456193
"442",67.349998,67.68,67.07,67.230003,2086900,62.344917
"443",67.410004,68.25,67.309998,67.769997,5889600,62.845673
"444",68.309998,69.209999,67.879997,69.169998,2182500,64.143947
"445",69.029999,69.029999,68.309998,68.650002,1376000,64.041337
"446",68.610001,68.889999,68.230003,68.650002,1485900,64.041337
"447",68.709999,68.82,68.110001,68.389999,2732100,63.798789
"448",68.449997,69.389999,68.379997,69.169998,1799100,64.526425
"449",68.580002,69.480003,68.580002,69.290001,1543600,64.638371
"450",69.239998,69.470001,68.830002,69.040001,1314900,64.405154
