"","PSX.Open","PSX.High","PSX.Low","PSX.Close","PSX.Volume","PSX.Adjusted"
"456",71.510002,71.75,68.779999,71.139999,4647500,68.492944
"457",70.75,71.550003,69.110001,70.669998,6071000,68.040432
"458",71.300003,73.620003,70.889999,73.300003,5388900,70.572576
"459",73.699997,74.43,72.910004,74.279999,3310400,71.516107
"460",74.349998,74.690002,72.029999,72.269997,3743600,69.580896
"461",72.300003,74.260002,72.239998,74.089996,3711500,71.333175
"462",74.169998,74.599998,73.360001,73.639999,3045200,70.899922
"463",72.75,74.919998,72.629997,74.650002,3234400,72.255007
"464",74.470001,75.980003,74.260002,75.93,2408700,73.49394
"465",76.209999,76.989998,75.269997,75.379997,2813700,72.961583
"466",75.220001,76.949997,75.019997,75.269997,3700300,72.855111
"467",75.019997,75.760002,74.75,75.290001,3164800,72.874474
"468",75.080002,75.690002,74.809998,74.949997,3210500,72.545378
"469",75.010002,77.769997,75.010002,76.25,3631400,73.803673
"470",76.230003,78.309998,75.900002,77.529999,4201700,75.042606
"471",77.440002,77.93,76.449997,76.760002,3384100,74.297313
"472",76.480003,76.800003,74.330002,74.739998,5635900,72.342116
"473",74.779999,78.889999,74.379997,74.860001,4209000,72.458269
"474",74.650002,75.769997,74.370003,74.860001,2672200,72.458269
"475",75.550003,76.199997,74.900002,76.080002,2380300,73.639129
"476",75.800003,76.93,75.449997,76.809998,2815300,74.345704
"477",76.980003,78.790001,76.949997,78.139999,3699300,75.633036
"478",78.5,78.779999,77.349998,78.080002,2243500,75.574963
"479",78,79.199997,77.82,78.660004,2371900,76.136357
"480",78.629997,79.379997,78.010002,79.080002,3068100,76.54288
"481",79.089996,80.290001,79.059998,80,3437700,77.433362
"482",80.07,80.389999,77.720001,78.139999,3439100,75.633036
"483",78.029999,79.410004,78,78.690002,2751000,76.165393
"484",78.860001,79.720001,78.739998,79.349998,2640700,76.804214
"485",79.32,80.360001,78.910004,80.349998,3002000,77.772131
"486",80.239998,80.25,77.919998,78.43,2894800,75.913733
"487",78.07,78.959999,77.529999,78.5,3108200,75.981486
"488",80.120003,80.120003,77.82,77.949997,4624400,75.449129
"489",78.370003,78.699997,77.019997,77.419998,3287000,74.936134
"490",77.239998,78.739998,77.239998,78.199997,3040600,75.691108
"491",78.470001,78.800003,76.919998,77.209999,2657000,74.732873
"492",77.290001,77.669998,76.730003,76.860001,3430600,74.394103
"493",77,77.400002,76.510002,76.650002,3014100,74.190841
"494",77.300003,77.559998,76.870003,77.059998,3071500,74.587684
"495",77.220001,79.639999,76.93,79.580002,4031200,77.026839
"496",79.169998,79.5,77.889999,79.239998,3083000,76.697743
"497",79.669998,80.910004,79.669998,80.599998,3319400,78.014111
"498",81.010002,81.43,79.150002,79.57,3315400,77.017157
"499",79.099998,79.949997,77.879997,77.949997,3224400,75.449129
"500",78.059998,78.669998,77.010002,77.559998,3338900,75.071642
"501",78.029999,78.709999,77.230003,78.330002,2515700,75.816942
"502",78.269997,79.379997,76.669998,76.690002,3875400,74.229559
"503",76.629997,78.059998,76.18,76.75,5550200,74.287632
"504",77.110001,78.029999,76.639999,78.010002,2673900,75.507209
"505",77.760002,78.709999,76.739998,78.68,3647700,76.155712
"506",79.419998,81.150002,78.629997,81.110001,3800900,78.50775
"507",80.669998,81.349998,80,80.279999,4512100,77.704378
"508",80.360001,82.150002,80.190002,81.82,2938800,79.194971
"509",81.330002,82.470001,80.730003,81.980003,2987200,79.349841
"510",81.849998,82.949997,81.5,82.300003,2077200,79.659574
"511",82.599998,83.050003,81.760002,82.57,2592200,79.920908
"512",82.529999,83.099998,82.029999,82.589996,2544900,79.940264
"513",82.889999,84.400002,81.870003,84.050003,3864300,81.353429
"514",84.529999,84.849998,83.339996,83.75,2732500,81.063051
"515",83.910004,84.5,83.110001,83.220001,2860200,80.550056
"516",83.269997,84.669998,83.089996,84.050003,2602300,81.353429
"517",83.989998,84.550003,83.43,83.529999,2095700,80.850108
"518",83.139999,83.989998,82.650002,83.93,2101300,81.237276
"519",84.129997,85.419998,83.660004,84.260002,2669000,81.556691
"520",84.669998,85.25,83.470001,85.029999,2584100,82.301983
"521",84.209999,84.75,82.489998,82.919998,3057500,80.259678
"522",82.720001,83.190002,80.82,81.910004,3687700,79.282087
"523",82.639999,84.080002,82.559998,83.540001,3181100,80.859789
"524",83.779999,84.739998,83.470001,84.260002,2566700,81.556691
"525",84.059998,84.68,82.959999,83.559998,3143600,80.879144
"526",83.010002,83.010002,81.290001,82.010002,11581500,79.856716
"527",81.849998,82.370003,81.230003,81.860001,2305200,79.710653
"528",81.989998,83.099998,81.860001,82.730003,2907900,80.557813
"529",82.449997,83.239998,81.860001,81.970001,2316600,79.817766
"530",82.239998,82.620003,80.900002,81.589996,6323700,79.447738
"531",81.690002,82.860001,81.589996,82.379997,2433300,80.216997
"532",82.349998,82.709999,82.029999,82.029999,2540600,79.876188
"533",82.260002,82.410004,81.459999,82.18,3004300,80.022251
"534",82.050003,83.449997,82.040001,82.989998,3488700,80.810981
"535",83.239998,84.410004,82.82,84.32,2451600,82.106062
"536",84.360001,85.120003,84.169998,84.790001,4139400,82.563722
"537",84.989998,85.449997,84.410004,85.239998,2520000,83.001904
"538",84.889999,85.18,84.379997,84.540001,2335700,82.320286
"539",84.059998,84.660004,83.550003,83.699997,2449600,81.502338
"540",84.07,84.639999,83.419998,83.519997,3736300,81.327064
"541",83.949997,84.599998,83.550003,84.360001,2492800,82.145012
"542",84.18,84.510002,83.339996,83.730003,2308600,81.531556
"543",83.599998,83.900002,82.440002,82.830002,2355000,80.655186
"544",82.360001,83.160004,82.190002,82.889999,2355300,80.713608
"545",83.370003,83.709999,82.43,82.800003,2879000,80.625975
"546",82.800003,83.57,82.400002,83.489998,4330000,81.297853
"547",83.519997,83.650002,82.940002,83.440002,2279700,81.24917
"548",83.010002,84.099998,82.5,84.07,2965900,81.862626
"549",83.879997,84.550003,82.93,84.5,2617000,82.281336
"550",84.709999,85.540001,84.620003,85.260002,2950200,83.021383
"551",85.589996,86.279999,85.25,85.940002,7281900,83.683529
"552",86.25,86.82,85.919998,86.330002,2316700,84.063288
"553",86.019997,87.050003,84.669998,84.940002,2801900,82.709785
"554",80.949997,82.660004,79.160004,81.360001,10144700,79.223781
"555",81.919998,82.459999,81.089996,82.099998,5304200,79.94435
"556",81.68,82.07,81.019997,81.489998,5490200,79.350365
"557",81.059998,81.190002,80.050003,80.43,3405900,78.318199
"558",80.599998,80.830002,79.940002,80.599998,3127100,78.483734
"559",80.639999,81.510002,80.599998,81,2437000,78.873233
"560",81.199997,81.949997,81,81.5,1712300,79.360105
"561",81.330002,81.440002,79.940002,80.5,2226500,78.386361
"562",80.309998,80.529999,79.029999,79.279999,3010600,77.198393
"563",79.660004,80.190002,78.529999,79.809998,3278400,77.714476
"564",78.720001,80.089996,78.690002,79.730003,2722600,77.636582
"565",79.550003,80.550003,79.510002,80.290001,2235200,78.181876
"566",80.879997,80.900002,79.629997,79.949997,8384700,77.850799
"567",79.739998,81.5,79.419998,81.120003,8653600,78.990085
"568",81.209999,81.870003,80.410004,80.839996,2888000,78.71743
"569",80.400002,80.980003,79.400002,79.540001,2370200,77.451568
"570",79.910004,81.040001,79.449997,80.860001,3127200,78.73691
"571",80.400002,80.800003,80,80.160004,2102800,78.055292
"572",80.739998,81.150002,80.239998,80.5,2733900,78.386361
"573",80.550003,81.730003,80.449997,81.269997,2118400,79.136141
"574",81.730003,82.830002,81.300003,82.099998,3517400,79.94435
"575",82.139999,82.870003,81.830002,82.650002,2064000,80.479911
"576",83,83,81.660004,82.610001,2359500,80.440961
"577",82.919998,83.25,82.470001,82.470001,3163300,80.304637
"578",82.190002,83.410004,81.309998,81.720001,2664700,79.57433
"579",81.139999,82.510002,80.559998,81.110001,3120000,78.980345
"580",80.620003,81.010002,79.25,80.540001,4488000,78.425312
"581",80.809998,82.040001,80.239998,81.879997,2934400,79.730125
"582",81.440002,81.650002,80.580002,81.010002,2735500,78.882973
"583",80.75,82.900002,80.75,82.279999,2730200,80.119624
"584",82.5,83.029999,81.169998,81.519997,2532100,79.379576
"585",82,83.169998,81.309998,83.050003,2290400,80.86941
"586",83.510002,83.849998,82.300003,82.389999,2293700,80.226736
"587",82.580002,82.93,82.139999,82.559998,2113300,80.392271
"588",82.559998,82.879997,81.970001,82.779999,2411200,81.097638
"589",82.949997,83.910004,82.550003,83.690002,2849900,81.989147
"590",83.849998,84.370003,83.5,83.790001,4763500,82.087114
"591",84.269997,86.080002,84.269997,85.610001,3347700,83.870125
"592",85.610001,86.400002,85.339996,86.089996,2676900,84.340366
"593",85.989998,86.790001,85.650002,86.599998,2128300,84.840003
"594",86.699997,86.720001,86.010002,86.239998,1767600,84.487319
"595",86.050003,86.279999,85.470001,86.089996,1633900,84.340366
"596",86.379997,87.099998,86.120003,86.900002,1903500,85.133909
"597",86.870003,87.099998,86.260002,86.669998,1869300,84.90858
"598",86.699997,87,86.029999,86.440002,1824500,84.683258
"599",86.029999,86.919998,85.82,86.610001,1188200,84.849802
"600",86.580002,87.150002,86.449997,87.019997,2150300,85.251465
"601",86.910004,87.199997,86.019997,86.949997,2376000,85.182888
"602",87.199997,87.980003,86.800003,87.239998,2881000,85.466995
"603",87.220001,87.870003,86.540001,86.879997,3332000,85.114311
"604",86.940002,87.660004,86.059998,87.510002,2236800,85.731512
"605",87.449997,87.599998,87.019997,87.059998,2060200,85.290653
"606",87,87.540001,85.949997,86.470001,2486700,84.712647
"607",86.129997,86.410004,83.900002,85.139999,4590100,83.409676
"608",84.580002,85.110001,83.57,84.010002,3313500,82.302644
"609",83.879997,84.239998,82.550003,83.019997,3337600,81.332758
"610",83.040001,84.019997,82.690002,83.900002,2412600,82.194879
"611",83.779999,86.68,83.5,85.779999,5220300,84.036668
"612",85.940002,86.379997,85.290001,85.690002,4135200,83.948501
"613",85.709999,86.389999,85.370003,85.889999,3497400,84.144433
"614",86.040001,86.379997,85.580002,85.75,3614200,84.007279
"615",85.5,85.529999,83.690002,83.839996,2576400,82.136093
"616",83.849998,84.849998,83.139999,83.260002,2168700,81.567886
"617",82.949997,83.339996,81.610001,82.690002,2514100,81.009471
"618",82.830002,82.830002,81.739998,81.739998,2420500,80.078773
"619",81.599998,82.519997,81.599998,82.230003,3274500,80.55882
"620",81.370003,82.300003,81.080002,81.769997,2073500,80.108162
"621",81.5,81.879997,80.68,81.309998,5197200,79.657512
"622",81.309998,82,79.559998,79.629997,4192300,78.011655
"623",79.18,79.389999,75.940002,77.760002,8948800,76.179664
"624",78.230003,78.279999,77.040001,77.639999,4846200,76.0621
"625",77.699997,78.120003,76.699997,77.349998,2580100,75.777993
"626",77.589996,78.800003,77.150002,77.349998,3654200,75.777993
"627",77.830002,79.209999,76.519997,79.160004,4384500,77.551213
"628",78.970001,79.370003,76.559998,76.610001,3570400,75.053034
"629",76.75,77.730003,74.809998,76.32,4702000,74.768927
"630",75.980003,77.139999,72.849998,73.050003,5176000,71.565388
"631",73.519997,74.160004,70.110001,70.589996,9368900,69.155376
"632",69.82,70.860001,66.239998,67.889999,11400000,66.510252
"633",67.459999,70.519997,66.120003,69.709999,8930400,68.293263
"634",70.690002,73.150002,70.190002,72.209999,8218500,70.742455
"635",71.760002,72.900002,71.660004,72.349998,3495500,70.879609
"636",74.349998,77.080002,72.93,76.809998,6745200,75.248967
"637",76.75,77.550003,75.349998,75.389999,5158000,73.857828
"638",76.419998,77.07,75.959999,76.120003,3218500,74.572995
"639",76.150002,76.57,74.849998,76.489998,2924800,74.93547
"640",75.650002,76.110001,74.529999,75.480003,4295500,73.946002
"641",75.849998,77.720001,75.169998,77.529999,7580200,75.954335
"642",78.559998,78.970001,75.610001,76.389999,4319500,74.837504
"643",76.349998,77.57,75.629997,77.400002,3747000,75.82698
"644",77.699997,78.760002,76.650002,78.5,3848500,76.904623
"645",78.459999,78.849998,76.379997,76.68,5523700,75.121611
"646",76.019997,76.440002,73.480003,74.489998,6013000,72.976117
"647",74.900002,76.370003,73.68,74.739998,5429500,73.221036
"648",75.18,75.639999,74.32,75.419998,4054400,73.887217
"649",75.300003,75.589996,74.279999,74.699997,5464000,73.181848
"650",75,75.599998,74.379997,74.5,3332200,72.985916
"651",74.889999,75.150002,73.230003,73.639999,3976000,72.143393
"652",72.970001,74.209999,72.849998,73.040001,3703800,72.044759
"653",72.629997,72.720001,70.220001,70.830002,5418400,69.864874
"654",70.940002,71.839996,70.800003,71.779999,7638900,70.801926
"655",71.790001,73.120003,71.790001,72.779999,4327600,71.7883
"656",73.150002,74.540001,72.82,73.959999,4730000,72.952222
"657",74.139999,76.080002,73.790001,75.769997,4720900,74.737556
"658",75.519997,77.989998,75.5,77.830002,4789900,76.769492
"659",79.010002,80.32,78.220001,79.419998,5330800,78.337823
"660",79.129997,79.900002,79.059998,79.419998,2976700,78.337823
"661",79.760002,80.169998,79.019997,79.540001,3458700,78.45619
"662",79.57,79.650002,78.699997,79.279999,4383900,78.199731
"663",78.410004,78.599998,72.760002,73.019997,5301900,72.025028
"664",73,73.730003,71.07,71.860001,7524300,70.880838
"665",71.75,74.290001,71.75,73.760002,5166700,72.75495
"666",73.809998,75.260002,73.790001,74.830002,3270600,73.81037
"667",74.330002,75.239998,73.620003,74.970001,3904000,73.948462
"668",74.82,75.190002,72.919998,73.019997,4252400,72.025028
"669",72.230003,72.629997,68.709999,68.93,6709000,67.990762
"670",68.559998,69.129997,67.559998,68.809998,5270200,67.872394
"671",67.629997,68.349998,66.419998,67.110001,5589700,66.195561
"672",67.110001,68.120003,66.620003,66.82,4743700,65.909512
"673",66.300003,67.120003,65.309998,65.68,4427800,64.785046
"674",66.650002,67.419998,64.870003,65.089996,9156000,64.203081
"675",64.599998,68.629997,64.019997,67.040001,6209400,66.126515
"676",66.779999,69.150002,66.620003,68.360001,4530100,67.428529
"677",69.900002,70.300003,66.830002,69.029999,5258500,68.089397
"678",69.599998,71.889999,69.080002,71.809998,6677000,70.831516
"679",71.059998,71.650002,70.300003,71.230003,3540100,70.259425
"680",71.489998,72.730003,71.300003,72.559998,3717500,71.571297
"681",72.099998,72.589996,71.309998,72.099998,2090100,71.117565
"682",72.339996,73.339996,72.099998,72.650002,1842900,71.660074
"683",73.010002,73.370003,72.099998,72.82,2980000,71.827756
"684",72.800003,73.610001,72.190002,72.919998,3144000,71.926392
"685",72.699997,73.029999,71.660004,71.699997,2655600,70.723014
"686",71.610001,72.449997,70.949997,72.290001,2545200,71.304979
"687",71.239998,71.589996,67.139999,67.919998,5886000,66.994522
"688",67.660004,68.760002,66.019997,66.019997,5793500,65.12041
"689",66.769997,67.889999,65.900002,66.309998,5556700,65.406459
"690",67.099998,68.900002,66.599998,68.889999,5432700,67.951306
"691",68.309998,68.5,66.699997,67.309998,4438000,66.392833
"692",66.480003,66.519997,63.830002,64.239998,5232300,63.364665
"693",64.309998,64.790001,61.369999,61.5,8886400,60.662002
"694",60.639999,60.98,57.330002,59.419998,11611100,58.610342
"695",60.240002,60.5,58.68,59.09,5531100,58.284841
"696",59,61.080002,59,60.830002,4978600,60.001133
"697",61.790001,63.709999,61.09,63.619999,7995200,62.753114
"698",64.269997,66.620003,63.700001,66.25,7109000,65.347279
"699",66.839996,67.589996,65.970001,67.309998,5501500,66.392833
"700",67.470001,69.190002,66.970001,68.519997,4667600,67.586345
"701",68.639999,69.040001,67.610001,68.400002,4149700,67.467985
"702",67.699997,69.779999,67.519997,69.599998,4407900,68.65163
"703",69.800003,70.059998,68.32,68.370003,6039300,67.438394
"704",69.949997,70.690002,68.650002,70.480003,5810100,69.519644
"705",69.730003,71.269997,68.839996,70.32,5793200,69.361821
"706",71.309998,72.800003,70.07,72.800003,4818900,71.808032
"707",73.720001,74.940002,73.330002,74.879997,6683000,73.859684
"708",73.830002,75.129997,72.769997,74.419998,5353000,73.405953
"709",75.300003,75.889999,74.330002,75.209999,3014400,74.185189
"710",75.32,76.620003,75.099998,76.099998,3517400,75.063061
"711",76.269997,76.620003,75.690002,75.93,2783100,74.89538
"712",75.199997,75.860001,73.839996,75.669998,3340600,74.63892
"713",74.93,75.010002,73.339996,74.190002,4125600,73.179091
"714",74.730003,75.32,74.080002,75.110001,2812700,74.589243
"715",75.760002,76.650002,75.32,76.620003,3479200,76.088775
"716",76.379997,77.279999,75.870003,76.900002,3523800,76.366833
"717",76.010002,76.610001,75.480003,75.949997,3997800,75.423415
"718",75.470001,77.879997,74.940002,77.43,4599000,76.893157
"719",77.519997,78.169998,76.269997,77.339996,4566600,76.803777
"720",76.75,79.459999,76.75,79.330002,3785500,78.779985
"721",79.709999,80.07,78.330002,80,4442900,79.445338
"722",79.879997,80.589996,78.910004,79.089996,2959700,78.541644
"723",78.989998,80.18,78.379997,80.059998,4279900,79.50492
"724",80.099998,80.440002,78.440002,78.459999,4296600,77.916015
"725",78.459999,78.459999,76.169998,77,5976200,76.466138
"726",77.529999,78.379997,77.480003,78.089996,3361500,77.548577
"727",77.699997,78.080002,77.080002,77.959999,2199900,77.419481
"728",78.199997,78.349998,76.860001,76.879997,2721700,76.346967
"729",76.160004,77.300003,75.139999,75.360001,3681700,74.837509
"730",75.440002,77.470001,75.440002,76.290001,3630500,75.761062
"731",75.839996,75.839996,74.019997,74.029999,3496400,73.516729
"732",74.279999,75,74.160004,74.550003,2422400,74.033128
"733",75.099998,75.910004,74.010002,74.160004,2960800,73.645832
"734",74.139999,74.760002,73.540001,74.639999,2848900,74.1225
"735",74.32,76.32,74.059998,76.290001,2471600,75.761062
"736",75.589996,76.290001,74.739998,75.949997,2634300,75.423415
"737",75.639999,78.589996,75.349998,78.120003,4731200,77.578376
"738",77.220001,77.870003,76.690002,77.510002,2647400,76.972604
"739",77.699997,78.879997,77,78.860001,5172300,78.313243
"740",79,79.489998,78.519997,78.529999,2747400,77.985529
"741",78.379997,78.529999,77.379997,77.629997,2198400,77.091767
"742",78.589996,80.080002,78.330002,79,4135100,78.452272
"743",79.699997,79.93,78.400002,78.440002,2035800,77.896157
"744",78.610001,78.839996,77.32,77.610001,1979000,77.071909
"745",78.260002,80.040001,78.150002,79.559998,3035700,79.008386
"746",78.449997,79.389999,78.400002,78.599998,2715700,78.055043
"747",79.07,80.300003,78.940002,79.940002,3257500,79.385757
"748",79.279999,80.07,77.940002,78.169998,4424700,77.628024
"749",78.489998,79.330002,77.82,78.550003,3260600,78.005395
"750",78.639999,78.849998,77.699997,77.769997,2776100,77.230796
"751",78.059998,78.800003,77.169998,77.410004,2352500,76.873299
"752",77.279999,77.910004,76.800003,77.809998,3572700,77.27052
"753",78,78.540001,77.559998,78.339996,2306300,77.796844
"754",78.449997,78.480003,76.43,76.93,3996800,76.396624
"755",77.580002,78.239998,77.279999,77.830002,3443900,77.290385
"756",77.949997,79.18,77.900002,78.940002,2989800,78.39269
"757",78.82,79.470001,78.129997,79.239998,2545700,78.690605
"758",78.669998,78.779999,77.75,78.010002,2384400,77.469138
"759",78.260002,79.660004,78.120003,79.300003,2620100,78.750195
"760",79.300003,79.639999,78.699997,79.5,2458100,78.948805
"761",79.919998,81.07,79.339996,80.919998,2822400,80.358958
"762",81.139999,81.720001,80.839996,81.230003,2919000,80.666814
"763",81.379997,81.839996,80.900002,81.589996,2067000,81.024311
"764",81.870003,81.93,81.010002,81.07,2040000,80.507919
"765",81.230003,81.989998,81.050003,81.610001,2265000,81.044176
"766",81.43,81.940002,80.889999,81,2855600,80.438405
"767",80.900002,81.169998,78.900002,79.309998,4829400,78.76012
"768",79.410004,81.660004,79.139999,81.610001,3061900,81.044176
"769",82,82.190002,80.739998,80.839996,2833700,80.279511
"770",81.099998,81.400002,80.349998,80.440002,2279300,79.88229
"771",80.550003,80.699997,79.610001,79.82,3398700,79.266586
"772",79.800003,80.120003,78.910004,79.940002,4047600,79.385757
"773",80.400002,81.82,79.440002,81.629997,3008900,81.064034
"774",81.980003,81.980003,80.260002,80.540001,2406400,79.981595
"775",80.279999,80.800003,79.650002,80.5,2245800,79.941872
"776",80.949997,81.18,80.110001,80.769997,2343100,80.209996
"777",80.410004,81.68,80.400002,81.629997,2658400,81.629997
"778",81.540001,81.540001,80.860001,81.050003,2046500,81.050003
"779",81.110001,81.559998,80.519997,81.330002,2015000,81.330002
"780",80.900002,81.099998,80.230003,80.699997,2549200,80.699997
"781",80.739998,81.220001,80.139999,80.519997,2551000,80.519997
"782",80.690002,81.379997,80.269997,81,2289400,81
"783",80.620003,81.080002,80.510002,80.970001,1735000,80.970001
"784",80.169998,80.379997,78.870003,79.360001,3202900,79.360001
"785",79.82,80.379997,78.870003,79.190002,3368500,79.190002
"786",78.940002,79.669998,77.980003,79.559998,3302200,79.559998
"787",79.559998,80.540001,78.900002,79.120003,3732700,79.120003
"788",79.550003,80.25,79.199997,79.349998,3007400,79.349998
"789",79.379997,79.5,78.470001,79.099998,3270700,79.099998
"790",78.790001,78.860001,77.720001,78.300003,3198400,78.300003
"791",77.709999,78.07,77.18,77.379997,2613900,77.379997
"792",77.239998,78.610001,77.169998,78.050003,1915300,78.050003
"793",77.110001,77.760002,76.839996,77.18,3344500,77.18
"794",77.339996,77.809998,76.730003,76.790001,3363400,76.790001
"795",77.410004,78.349998,77.18,77.800003,3552300,77.800003
